Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Vulvulina spinosa,Stilostomella verneuilii,Stilostomella nuttalli,Osangularia mexicana,Orthomorphina perversa,Oridorsalis umbonatus (smooth margin),Oridorsalis umbonatus  (scallopped margin),Hanzawaia cushmani,Hanzawaia ammophila,Gyroidinoides planulatus,Gyroidinoides girardanus,Globocassidulina subglobosa (large form),Globocassidulina subglobosa,Cibicidoides trincherasensis,Cibicidoides havanensis,Cibicidoides cf. C. ungerianus,Bulimina semicostata,Bulimina miolaevis,Bolivinopsis gryzbowski,Bolivina tectiformis,Stilostomella subspinosa,Stilostomella gracillima,Lenticulina vortex,Karreriella sp.,Heterolepa grimsdalei,Bulimina macilenta,Pleurostomella chapapotensis,Cibicides laurisae,Cassidulina crassa,Uvigerina havanensis,Plectofrondicularia lirata,Bulimina alazanensis,Siphonodosaria modesta,Pullenia bulloides,Martinottiella cojimarensis,Bulimina sp. (striate),Pullenia quadriloba,Bolivina cf. B. pseudoplicata,Pullenia quinqueloba,Gyroidinoides altiformis,Spiroplectammina spinosa,Planulina renzi,Cibicidoides praemundulus,Buliminella sp.,Planulina sp.,Pleurostomella subcylindrica,Uvigerina spinicostata,Uvigerina pigmea,Frondicularia sp.,Uvigerina spinulosa,Uvigerina auberiana,Siphonina sp.,Bolivina reticulata,Anomalinoides semicribratus,Anomalinoides cf.  A. alazanensis,Uvigerina ongleyi,Pullenia coryelli,Uvigerina subproboscidea,Eggerella bradyi,Stilostomella lepidula,Rectuvigerina striata,Orthomorphina rohri,Oridorsalis umbonatus,Globocassidulina subglobosa (medium size),Bolivina striatocola,Bolivina peregrina,Uvigerina pigmea (spinose),Textularia sp.,Osangularia bengalensis,Cibicidoides kullenbergi,Cassidulina laevigata carinata,Nuttallides umbonifera,Gyroidinoides altispirus,Globocassidulina subglobosa (small form),Discorbis villardeboanus,Ehrenbergina hystrix,Cassidulina laevigata,Bulimina tuxpamensis,Bolivina subreticulata,Rectuvigerina spinea,Martinottiella variabilis,Cassidulinoides sp.,Bulava sp.,Bolivina pseudoplicata,Melonis pacificus,Siphotextularia catenata,Gyroidinoides soldanii,Cibicides wuellerstorfi,Bolivina arta,Saracenaria sp.,Bolivina pulchra,Favocassidulina favus,Planulina cf. P. renzi,Osangularia culter,Laticarinina pauperata,Heterolepa rugosa,Uvigerina proboscidea,Cibicides wuellerstorfi (atypical),Melonis barleeanus,Melonis affinis,Loxostomum sp.,Sigmoilopsis schlumbergeri,Ehrenbergina trigona,Bolivina villaverniensis,Epistominella exigua,Miliolid taxa,Karreriella bradyi,Cibicides lobatulus,Anomalinoides globulosus,Stilostomella lepidula (smooth),Sphaeroidina bulloides,Pleurostomella bierigi,Lagenid taxa,Cibicidoides cicatricosus,Cassidulina carinata,Bolivinita sp.,Bolivina sp. (crenulate/triangular shape),Uvigerina hornibrooki,Textularia lythostrota,Saracenaria jamaicensis,Orthomorphina koina (smooth form),Nodosaria skobina,Bolivina optima,Trifarina pigmea,Cibicidoides bradyi,Cibicides sp.,Cassidulina ornata,Dentalina neugeboreni,Melonis barleeanum (poreless),Gyroidinoides neosoldanii,Cibicidoides sp.,Cibicidoides cf. C. hemingwayi,Cibicides sp. (flat),Osangularia sp.,Pleurostomella cf. P. alternans,Buliminella sp. (costate),Planulina renzi (atypical),Uvigerina porrecta,Bulimina mexicana,Cibicidoides robertsonianus,Karreriella baccata,Hoeglundina elegans,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,                  ,              ,115, 707,A, 17,H,CC,  15.00,    152.4800,Boersma  ,Benthic Foraminifers                         ,               ,G                 ,                 ,                        ,T                     ,+                   ,+                     ,R                                    ,                                          ,                  ,                   ,                        ,                        ,                                        ,R                          ,                            ,                       ,                              ,+                   ,                  ,                       ,F                   ,                        ,+                       ,                  ,               ,                     ,+                 ,+                           ,                  ,                  ,                    ,                          ,                    ,+                     ,+                 ,+                          ,                      ,                   ,                             ,                    ,                        ,                        ,               ,                         ,               ,             ,                            ,                      ,T               ,+                ,                   ,                   ,             ,                   ,                           ,                                 ,                 ,                 ,                        ,                ,                      ,                     ,                   ,                     ,                                         ,                    ,                  ,                          ,              ,                       ,                        ,                              ,                      ,                        ,                                        ,                        ,                    ,                     ,                    ,                      ,                    ,                         ,                   ,          ,                      ,                 ,                        ,                      ,                       ,             ,               ,                ,                     ,                      ,                  ,                      ,                 ,                     ,                                  ,                  ,               ,              ,                          ,                    ,                        ,                    ,             ,                  ,                   ,                        ,                               ,                      ,                      ,            ,                         ,                    ,              ,                                         ,                     ,                      ,                       ,                                 ,                 ,               ,                ,                   ,             ,                  ,                     ,                             ,                         ,                ,                              ,                    ,               ,                               ,                         ,                          ,                  ,                 ,                           ,                   ,                   ,from 115 SR. Chapter 20. Table 3. pages 324-325.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,                  ,              ,115, 707,A, 20,X, 1, 121.00,    174.9100,Boersma  ,Benthic Foraminifers                         ,               ,M                 ,T                ,                        ,+                     ,                    ,T                     ,T                                    ,                                          ,                  ,                   ,                        ,T                       ,R                                       ,F                          ,                            ,T                      ,                              ,                    ,                  ,+                      ,F                   ,F                       ,                        ,T                 ,T              ,                     ,                  ,T                           ,+                 ,                  ,                    ,                          ,                    ,                      ,                  ,T                          ,F/C                   ,                   ,                             ,                    ,                        ,+                       ,+              ,+                        ,               ,             ,                            ,+                     ,                ,                 ,                   ,                   ,             ,                   ,                           ,                                 ,                 ,                 ,                        ,                ,                      ,                     ,                   ,                     ,                                         ,                    ,                  ,                          ,              ,                       ,                        ,                              ,                      ,                        ,                                        ,                        ,                    ,                     ,                    ,                      ,                    ,                         ,                   ,          ,                      ,                 ,                        ,                      ,                       ,             ,               ,                ,                     ,                      ,                  ,                      ,                 ,                     ,                                  ,                  ,               ,              ,                          ,                    ,                        ,                    ,             ,                  ,                   ,                        ,                               ,                      ,                      ,            ,                         ,                    ,              ,                                         ,                     ,                      ,                       ,                                 ,                 ,               ,                ,                   ,             ,                  ,                     ,                             ,                         ,                ,                              ,                    ,               ,                               ,                         ,                          ,                  ,                 ,                           ,                   ,                   ,from 115 SR. Chapter 20. Table 3. pages 324-325.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,                  ,              ,115, 707,A, 20,X, 2, 115.00,    176.3500,Boersma  ,Benthic Foraminifers                         ,               ,VP                ,+                ,+                       ,                      ,+                   ,                      ,T                                    ,                                          ,                  ,                   ,                        ,+                       ,                                        ,                           ,+                           ,R                      ,                              ,                    ,+                 ,                       ,                    ,                        ,                        ,                  ,+              ,                     ,                  ,                            ,                  ,                  ,                    ,T                         ,                    ,                      ,                  ,                           ,F/C                   ,                   ,                             ,                    ,+                       ,+                       ,cf             ,                         ,               ,             ,                            ,T                     ,+               ,                 ,                   ,                   ,             ,                   ,                           ,                                 ,                 ,                 ,                        ,                ,                      ,                     ,                   ,                     ,                                         ,                    ,                  ,                          ,              ,                       ,                        ,                              ,                      ,                        ,                                        ,                        ,                    ,                     ,                    ,                      ,                    ,                         ,                   ,          ,                      ,                 ,                        ,                      ,                       ,             ,               ,                ,                     ,                      ,                  ,                      ,                 ,                     ,                                  ,                  ,               ,              ,                          ,                    ,                        ,                    ,             ,                  ,                   ,                        ,                               ,                      ,                      ,            ,                         ,                    ,              ,                                         ,                     ,                      ,                       ,                                 ,                 ,               ,                ,                   ,             ,                  ,                     ,                             ,                         ,                ,                              ,                    ,               ,                               ,                         ,                          ,                  ,                 ,                           ,                   ,                   ,from 115 SR. Chapter 20. Table 3. pages 324-325.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,                  ,              ,115, 707,A, 20,X, 3, 121.00,    177.9100,Boersma  ,Benthic Foraminifers                         ,               ,M                 ,+                ,                        ,R                     ,R                   ,                      ,T                                    ,                                          ,+                 ,                   ,                        ,                        ,                                        ,                           ,                            ,+                      ,                              ,                    ,                  ,                       ,                    ,                        ,R                       ,+                 ,+              ,+                    ,                  ,                            ,                  ,                  ,+                   ,                          ,                    ,T                     ,                  ,                           ,T                     ,                   ,                             ,                    ,                        ,+                       ,R              ,                         ,               ,             ,                            ,                      ,                ,                 ,                   ,                   ,             ,                   ,                           ,                                 ,                 ,                 ,                        ,                ,                      ,                     ,                   ,                     ,                                         ,                    ,                  ,                          ,              ,                       ,                        ,                              ,                      ,                        ,                                        ,                        ,                    ,                     ,                    ,                      ,                    ,                         ,                   ,          ,                      ,                 ,                        ,                      ,                       ,             ,               ,                ,                     ,                      ,                  ,                      ,                 ,                     ,                                  ,                  ,               ,              ,                          ,                    ,                        ,                    ,             ,                  ,                   ,                        ,                               ,                      ,                      ,            ,                         ,                    ,              ,                                         ,                     ,                      ,                       ,                                 ,                 ,               ,                ,                   ,             ,                  ,                     ,                             ,                         ,                ,                              ,                    ,               ,                               ,                         ,                          ,                  ,                 ,                           ,                   ,                   ,from 115 SR. Chapter 20. Table 3. pages 324-325.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,                  ,              ,115, 707,A, 20,X,CC,  21.00,    178.4100,Boersma  ,Benthic Foraminifers                         ,               ,M                 ,                 ,                        ,R                     ,                    ,T                     ,+                                    ,                                          ,                  ,                   ,                        ,                        ,                                        ,                           ,                            ,+                      ,                              ,                    ,                  ,                       ,                    ,T                       ,T                       ,+                 ,+              ,                     ,                  ,                            ,                  ,                  ,                    ,                          ,                    ,                      ,                  ,+                          ,F/C                   ,                   ,                             ,                    ,                        ,                        ,cf             ,                         ,               ,             ,                            ,                      ,                ,                 ,                   ,                   ,             ,                   ,                           ,                                 ,                 ,                 ,                        ,                ,                      ,                     ,                   ,                     ,                                         ,                    ,                  ,                          ,              ,                       ,                        ,                              ,                      ,                        ,                                        ,                        ,                    ,                     ,                    ,                      ,                    ,                         ,                   ,          ,                      ,                 ,                        ,                      ,                       ,             ,               ,                ,                     ,                      ,                  ,                      ,                 ,                     ,                                  ,                  ,               ,              ,                          ,                    ,                        ,                    ,             ,                  ,                   ,                        ,                               ,                      ,                      ,            ,                         ,                    ,              ,                                         ,                     ,                      ,                       ,                                 ,                 ,               ,                ,                   ,             ,                  ,                     ,                             ,                         ,                ,                              ,                    ,               ,                               ,                         ,                          ,                  ,                 ,                           ,                   ,                   ,from 115 SR. Chapter 20. Table 3. pages 324-325.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,                  ,              ,115, 707,A, 21,X, 1, 121.00,    184.6100,Boersma  ,Benthic Foraminifers                         ,               ,G                 ,                 ,                        ,+                     ,F                   ,                      ,T                                    ,+                                         ,                  ,                   ,                        ,                        ,+                                       ,+                          ,                            ,+                      ,+                             ,+                   ,                  ,                       ,R                   ,                        ,                        ,+                 ,               ,+                    ,+                 ,+                           ,                  ,                  ,R                   ,                          ,T                   ,                      ,                  ,+                          ,T                     ,                   ,                             ,                    ,T                       ,                        ,R              ,                         ,               ,             ,+                           ,                      ,                ,                 ,                   ,                   ,             ,                   ,                           ,                                 ,                 ,                 ,                        ,                ,                      ,                     ,                   ,                     ,                                         ,                    ,                  ,                          ,              ,                       ,                        ,                              ,                      ,                        ,                                        ,                        ,                    ,                     ,                    ,                      ,                    ,                         ,                   ,          ,                      ,                 ,                        ,                      ,                       ,             ,               ,                ,                     ,                      ,                  ,                      ,                 ,                     ,                                  ,                  ,               ,              ,                          ,                    ,                        ,                    ,             ,                  ,                   ,                        ,                               ,                      ,                      ,            ,                         ,                    ,              ,                                         ,                     ,                      ,                       ,                                 ,                 ,               ,                ,                   ,             ,                  ,                     ,                             ,                         ,                ,                              ,                    ,               ,                               ,                         ,                          ,                  ,                 ,                           ,                   ,                   ,from 115 SR. Chapter 20. Table 3. pages 324-325.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,                  ,              ,115, 707,A, 21,X, 2, 121.00,    186.1100,Boersma  ,Benthic Foraminifers                         ,               ,VP                ,                 ,                        ,+                     ,+                   ,+                     ,F                                    ,                                          ,                  ,R                  ,                        ,R                       ,F                                       ,                           ,                            ,F                      ,                              ,                    ,R                 ,                       ,                    ,+                       ,                        ,                  ,T              ,                     ,                  ,R                           ,+                 ,                  ,                    ,+                         ,R                   ,                      ,+                 ,                           ,                      ,                   ,                             ,                    ,                        ,                        ,               ,                         ,               ,R            ,                            ,                      ,                ,                 ,                   ,                   ,             ,                   ,                           ,                                 ,                 ,                 ,                        ,                ,                      ,                     ,                   ,                     ,                                         ,                    ,                  ,                          ,              ,                       ,                        ,                              ,                      ,                        ,                                        ,                        ,                    ,                     ,                    ,                      ,                    ,                         ,                   ,          ,                      ,                 ,                        ,                      ,                       ,             ,               ,                ,                     ,                      ,                  ,                      ,                 ,                     ,                                  ,                  ,               ,              ,                          ,                    ,                        ,                    ,             ,                  ,                   ,                        ,                               ,                      ,                      ,            ,                         ,                    ,              ,                                         ,                     ,                      ,                       ,                                 ,                 ,               ,                ,                   ,             ,                  ,                     ,                             ,                         ,                ,                              ,                    ,               ,                               ,                         ,                          ,                  ,                 ,                           ,                   ,                   ,from 115 SR. Chapter 20. Table 3. pages 324-325.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,                  ,              ,115, 707,A, 21,X, 3, 121.00,    187.6100,Boersma  ,Benthic Foraminifers                         ,               ,VP                ,                 ,                        ,                      ,R                   ,                      ,F                                    ,T                                         ,R                 ,                   ,+                       ,+                       ,T                                       ,                           ,                            ,T                      ,+                             ,                    ,                  ,                       ,R                   ,                        ,R                       ,+                 ,R              ,+                    ,                  ,T                           ,                  ,                  ,                    ,                          ,T                   ,+                     ,                  ,                           ,                      ,                   ,                             ,                    ,R                       ,+                       ,T              ,+                        ,+              ,             ,                            ,                      ,                ,                 ,                   ,                   ,             ,                   ,                           ,                                 ,                 ,                 ,                        ,                ,                      ,                     ,                   ,                     ,                                         ,                    ,                  ,                          ,              ,                       ,                        ,                              ,                      ,                        ,                                        ,                        ,                    ,                     ,                    ,                      ,                    ,                         ,                   ,          ,                      ,                 ,                        ,                      ,                       ,             ,               ,                ,                     ,                      ,                  ,                      ,                 ,                     ,                                  ,                  ,               ,              ,                          ,                    ,                        ,                    ,             ,                  ,                   ,                        ,                               ,                      ,                      ,            ,                         ,                    ,              ,                                         ,                     ,                      ,                       ,                                 ,                 ,               ,                ,                   ,             ,                  ,                     ,                             ,                         ,                ,                              ,                    ,               ,                               ,                         ,                          ,                  ,                 ,                           ,                   ,                   ,from 115 SR. Chapter 20. Table 3. pages 324-325.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,                  ,              ,115, 707,A, 21,X, 4, 121.00,    189.1100,Boersma  ,Benthic Foraminifers                         ,               ,VP                ,                 ,+                       ,                      ,T                   ,+                     ,R                                    ,T                                         ,+                 ,                   ,+                       ,                        ,                                        ,                           ,                            ,+                      ,+                             ,+                   ,T                 ,+                      ,F                   ,                        ,R                       ,                  ,               ,T                    ,+                 ,                            ,                  ,                  ,+                   ,                          ,                    ,                      ,                  ,                           ,                      ,                   ,                             ,                    ,R                       ,                        ,               ,                         ,               ,             ,                            ,                      ,                ,                 ,                   ,                   ,             ,                   ,                           ,                                 ,                 ,                 ,                        ,                ,                      ,                     ,                   ,                     ,                                         ,                    ,                  ,                          ,              ,                       ,                        ,                              ,                      ,                        ,                                        ,                        ,                    ,                     ,                    ,                      ,                    ,                         ,                   ,          ,                      ,                 ,                        ,                      ,                       ,             ,               ,                ,                     ,                      ,                  ,                      ,                 ,                     ,                                  ,                  ,               ,              ,                          ,                    ,                        ,                    ,             ,                  ,                   ,                        ,                               ,                      ,                      ,            ,                         ,                    ,              ,                                         ,                     ,                      ,                       ,                                 ,                 ,               ,                ,                   ,             ,                  ,                     ,                             ,                         ,                ,                              ,                    ,               ,                               ,                         ,                          ,                  ,                 ,                           ,                   ,                   ,from 115 SR. Chapter 20. Table 3. pages 324-325.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,                  ,              ,115, 707,A, 21,X, 6, 121.00,    192.1100,Boersma  ,Benthic Foraminifers                         ,               ,VP                ,F                ,                        ,F                     ,F                   ,T                     ,F                                    ,                                          ,                  ,+                  ,R                       ,F                       ,R                                       ,+                          ,                            ,F                      ,                              ,R                   ,T                 ,                       ,T                   ,                        ,                        ,                  ,               ,                     ,                  ,                            ,                  ,                  ,                    ,                          ,                    ,                      ,                  ,                           ,                      ,                   ,                             ,                    ,                        ,                        ,               ,                         ,               ,             ,                            ,                      ,                ,                 ,                   ,                   ,             ,                   ,                           ,                                 ,                 ,                 ,                        ,                ,                      ,                     ,                   ,                     ,                                         ,                    ,                  ,                          ,              ,                       ,                        ,                              ,                      ,                        ,                                        ,                        ,                    ,                     ,                    ,                      ,                    ,                         ,                   ,          ,                      ,                 ,                        ,                      ,                       ,             ,               ,                ,                     ,                      ,                  ,                      ,                 ,                     ,                                  ,                  ,               ,              ,                          ,                    ,                        ,                    ,             ,                  ,                   ,                        ,                               ,                      ,                      ,            ,                         ,                    ,              ,                                         ,                     ,                      ,                       ,                                 ,                 ,               ,                ,                   ,             ,                  ,                     ,                             ,                         ,                ,                              ,                    ,               ,                               ,                         ,                          ,                  ,                 ,                           ,                   ,                   ,from 115 SR. Chapter 20. Table 3. pages 324-325.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,                  ,              ,115, 707,A, 22,X, 1, 121.00,    194.3100,Boersma  ,Benthic Foraminifers                         ,               ,VP                ,+                ,+                       ,T                     ,T                   ,                      ,F/C                                  ,+                                         ,                  ,                   ,                        ,+                       ,T                                       ,                           ,                            ,F/C                    ,                              ,                    ,                  ,                       ,F                   ,                        ,                        ,+                 ,               ,                     ,                  ,                            ,+                 ,T                 ,+                   ,                          ,                    ,                      ,                  ,                           ,                      ,                   ,                             ,+                   ,                        ,                        ,               ,                         ,               ,             ,                            ,                      ,                ,                 ,                   ,                   ,             ,                   ,                           ,                                 ,                 ,                 ,                        ,                ,                      ,                     ,                   ,                     ,                                         ,                    ,                  ,                          ,              ,                       ,                        ,                              ,                      ,                        ,                                        ,                        ,                    ,                     ,                    ,                      ,                    ,                         ,                   ,          ,                      ,                 ,                        ,                      ,                       ,             ,               ,                ,                     ,                      ,                  ,                      ,                 ,                     ,                                  ,                  ,               ,              ,                          ,                    ,                        ,                    ,             ,                  ,                   ,                        ,                               ,                      ,                      ,            ,                         ,                    ,              ,                                         ,                     ,                      ,                       ,                                 ,                 ,               ,                ,                   ,             ,                  ,                     ,                             ,                         ,                ,                              ,                    ,               ,                               ,                         ,                          ,                  ,                 ,                           ,                   ,                   ,from 115 SR. Chapter 20. Table 3. pages 324-325.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,                  ,              ,115, 707,A, 22,X, 2, 121.00,    195.8100,Boersma  ,Benthic Foraminifers                         ,               ,VP                ,T                ,                        ,F                     ,F                   ,R                     ,F/C                                  ,R                                         ,                  ,+                  ,                        ,+                       ,F                                       ,                           ,                            ,F                      ,                              ,                    ,                  ,                       ,                    ,+                       ,+                       ,+                 ,               ,                     ,                  ,                            ,                  ,                  ,                    ,                          ,R                   ,                      ,                  ,                           ,R                     ,+                  ,C                            ,                    ,                        ,                        ,               ,                         ,               ,             ,                            ,                      ,                ,                 ,                   ,                   ,             ,                   ,                           ,                                 ,                 ,                 ,                        ,                ,                      ,                     ,                   ,                     ,                                         ,                    ,                  ,                          ,              ,                       ,                        ,                              ,                      ,                        ,                                        ,                        ,                    ,                     ,                    ,                      ,                    ,                         ,                   ,          ,                      ,                 ,                        ,                      ,                       ,             ,               ,                ,                     ,                      ,                  ,                      ,                 ,                     ,                                  ,                  ,               ,              ,                          ,                    ,                        ,                    ,             ,                  ,                   ,                        ,                               ,                      ,                      ,            ,                         ,                    ,              ,                                         ,                     ,                      ,                       ,                                 ,                 ,               ,                ,                   ,             ,                  ,                     ,                             ,                         ,                ,                              ,                    ,               ,                               ,                         ,                          ,                  ,                 ,                           ,                   ,                   ,from 115 SR. Chapter 20. Table 3. pages 324-325.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,                  ,              ,115, 707,A, 22,X, 3, 121.00,    197.3100,Boersma  ,Benthic Foraminifers                         ,               ,VP                ,+                ,+                       ,T                     ,+                   ,                      ,F                                    ,                                          ,                  ,                   ,                        ,                        ,+                                       ,                           ,+                           ,F                      ,+                             ,                    ,                  ,                       ,F/C                 ,+                       ,                        ,+                 ,T              ,                     ,T                 ,                            ,                  ,                  ,                    ,T                         ,                    ,+                     ,F/C               ,T                          ,F                     ,                   ,                             ,                    ,                        ,                        ,               ,                         ,               ,             ,                            ,                      ,                ,                 ,                   ,                   ,             ,                   ,                           ,                                 ,                 ,                 ,                        ,                ,                      ,                     ,                   ,                     ,                                         ,                    ,                  ,                          ,              ,                       ,                        ,                              ,                      ,                        ,                                        ,                        ,                    ,                     ,                    ,                      ,                    ,                         ,                   ,          ,                      ,                 ,                        ,                      ,                       ,             ,               ,                ,                     ,                      ,                  ,                      ,                 ,                     ,                                  ,                  ,               ,              ,                          ,                    ,                        ,                    ,             ,                  ,                   ,                        ,                               ,                      ,                      ,            ,                         ,                    ,              ,                                         ,                     ,                      ,                       ,                                 ,                 ,               ,                ,                   ,             ,                  ,                     ,                             ,                         ,                ,                              ,                    ,               ,                               ,                         ,                          ,                  ,                 ,                           ,                   ,                   ,from 115 SR. Chapter 20. Table 3. pages 324-325.
