taxon_group,verbatim_name,name,Comment,Notes (temp; JAS will remove when finished with dinos),Notes (change to Internal only notes?),Any taxon above genus modifier,Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,comments,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,Corrections to pbdb_taxon,species_taxon_id,species_taxon_name,genus_taxon_id,genus_taxon_name,family_taxon_id,family_taxon_name,order_taxon_id,order_taxon_name,subclass_taxon_id,subclass_taxon_name,class_taxon_id,class_taxon_name,phylum_taxon_id,phylum_taxon_name,kingdom_taxon_id,kingdom_taxon_name,unranked clade_taxon_id,unranked clade_taxon_name
dinoflagellates,Cerodinium? sp.,? Cerodinium sp.,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,?,Cerodinium,,,,sp.,,,,,276898,Cerodinium,genus,,,,,,277915,Peridiniaceae,277919,Peridiniales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Charlesdowniea coleothrypta,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS. In PBDB so it should be classified correctly (AM Fall 2023)",,,,Charlesdowniea,,,,coleothrypta,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Charlesdowniea edwardsii,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Charlesdowniea,,,,edwardsii,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Charlesdowniea spp.,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Charlesdowniea,,,,spp.,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Chatangiella biapertura,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Chatangiella,,,,biapertura,,,,,277061,Chatangiella,genus,,,,277061,Chatangiella,277915,Peridiniaceae,277919,Peridiniales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Chatangiella ditissima,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Chatangiella,,,,ditissima,,,,,277061,Chatangiella,genus,,,,277061,Chatangiella,277915,Peridiniaceae,277919,Peridiniales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Chatangiella granulifera,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Chatangiella,,,,granulifera,,,,,277061,Chatangiella,genus,,,,277061,Chatangiella,277915,Peridiniaceae,277919,Peridiniales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Chatangiella serratula,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Chatangiella,,,,serratula,,,,,277865,Chatangiella serratula,species,,277865,Chatangiella serratula,277061,Chatangiella,277915,Peridiniaceae,277919,Peridiniales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Chatangiella sp.,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Chatangiella,,,,sp.,,,,,277061,Chatangiella,genus,,,,277061,Chatangiella,277915,Peridiniaceae,277919,Peridiniales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Chatangiella spectabilis,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Chatangiella,,,,spectabilis,,,,,277061,Chatangiella,genus,,,,277061,Chatangiella,277915,Peridiniaceae,277919,Peridiniales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Chatangiella spp.,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Chatangiella,,,,spp.,,,,,277061,Chatangiella,genus,,,,277061,Chatangiella,277915,Peridiniaceae,277919,Peridiniales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Chatangiella tripartita,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Chatangiella,,,,tripartita,,,,,277866,Chatangiella tripartita,species,,277866,Chatangiella tripartita,277061,Chatangiella,277915,Peridiniaceae,277919,Peridiniales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Chatangiella verrucosa,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Chatangiella,,,,verrucosa,,,,,277061,Chatangiella,genus,,,,277061,Chatangiella,277915,Peridiniaceae,277919,Peridiniales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Chatangiella victoriensis,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Chatangiella,,,,victoriensis,,,,,277061,Chatangiella,genus,,,,277061,Chatangiella,277915,Peridiniaceae,277919,Peridiniales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Chichaouadinium boydii,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Chichaouadinium,,,,boydii,,,,,286034,Chichaouadinium boydii,species,,286034,Chichaouadinium boydii,286033,Chichaouadinium,321605,Palaeoperidinioideae,,,,,321578,Dinophyceae,,,,,,
dinoflagellates,Chiropteridium dispersum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Chiropteridium,,,,dispersum,,,,,406558,Chiropteridium,genus,,,,406558,Chiropteridium,,,,,,,321578,Dinophyceae,,,,,,
dinoflagellates,Chiropteridium galea,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Chiropteridium,,,,galea,,,,,406558,Chiropteridium,genus,,,,406558,Chiropteridium,,,,,,,321578,Dinophyceae,,,,,,
dinoflagellates,Chiropteridium galea species complex,Chiropteridium galea spp.,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Chiropteridium,,,,galea,,spp.,,Chiropteridium galea species complex,406558,Chiropteridium,genus,,,,406558,Chiropteridium,,,,,,,321578,Dinophyceae,,,,,,
dinoflagellates,Chiropteridium lobospinosum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Chiropteridium,,,,lobospinosum,,,,,406559,Chiropteridium lobospinosum,species,,406559,Chiropteridium lobospinosum,406558,Chiropteridium,,,,,,,321578,Dinophyceae,,,,,,
dinoflagellates,Chiropteridium mespilanum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Chiropteridium,,,,mespilanum,,,,,406558,Chiropteridium,genus,,,,406558,Chiropteridium,,,,,,,321578,Dinophyceae,,,,,,
dinoflagellates,Chiropteridium partispinatum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Chiropteridium,,,,partispinatum,,,,,406558,Chiropteridium,genus,,,,406558,Chiropteridium,,,,,,,321578,Dinophyceae,,,,,,
dinoflagellates,Chiropteridium spp.,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Chiropteridium,,,,spp.,,,,,406558,Chiropteridium,genus,,,,406558,Chiropteridium,,,,,,,321578,Dinophyceae,,,,,,
dinoflagellates,Chlamydophorella discreta,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Chlamydophorella,,,,discreta,,,,,286036,Chlamydophorella discreta,species,,286036,Chlamydophorella discreta,286035,Chlamydophorella,,,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Chlamydophorella nyei,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Chlamydophorella,,,,nyei,,,,,286037,Chlamydophorella nyei,species,,286037,Chlamydophorella nyei,286035,Chlamydophorella,,,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Chlamydophorella spp.,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Chlamydophorella,,,,spp.,,,,,286035,Chlamydophorella,genus,,,,286035,Chlamydophorella,,,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Chytroeisphaeridia chytroeides,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Chytroeisphaeridia,,,,chytroeides,,,,,322673,Chytroeisphaeridia chytroeides,species,,322673,Chytroeisphaeridia chytroeides,322350,Chytroeisphaeridia,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Chytroeisphaeridia everricula,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Chytroeisphaeridia,,,,everricula,,,,,322350,Chytroeisphaeridia,genus,,,,322350,Chytroeisphaeridia,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Chytroeisphaeridia explanata,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Chytroeisphaeridia,,,,explanata,,,,,322350,Chytroeisphaeridia,genus,,,,322350,Chytroeisphaeridia,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Chytroeisphaeridia sp.,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Chytroeisphaeridia,,,,sp.,,,,,322350,Chytroeisphaeridia,genus,,,,322350,Chytroeisphaeridia,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Chytroeisphaeridia spp.,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Chytroeisphaeridia,,,,spp.,,,,,322350,Chytroeisphaeridia,genus,,,,322350,Chytroeisphaeridia,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Circulodinium colliveri,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Circulodinium,,,,colliveri,,,,,286038,Circulodinium colliveri,species,,286038,Circulodinium colliveri,276964,Circulodinium,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Circulodinium deflandrei,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Circulodinium,,,,deflandrei,,,,,276987,Circulodinium deflandrei,species,,276987,Circulodinium deflandrei,276964,Circulodinium,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Circulodinium distinctum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Circulodinium,,,,distinctum,,,,,276965,Circulodinium distinctum,species,,276965,Circulodinium distinctum,276964,Circulodinium,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Circulodinium distinctum longispinatum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Circulodinium,,,,distinctum,,longispinatum,,,276965,Circulodinium distinctum,species,,276965,Circulodinium distinctum,276964,Circulodinium,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Circulodinium hirtellum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Circulodinium,,,,hirtellum,,,,,406626,Circulodinium hirtellum,species,,406626,Circulodinium hirtellum,276964,Circulodinium,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Circulodinium sp.,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Circulodinium,,,,sp.,,,,,276964,Circulodinium,genus,,,,276964,Circulodinium,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Circulodinium sp. A,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Circulodinium,,,,sp. A,,,,,276964,Circulodinium,genus,,,,276964,Circulodinium,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cladopyxidium foveolatum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS. In PBDB so it should be classified correctly (AM Fall 2023)",,,,Cladopyxidium,,,,foveolatum,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Cleistosphaeridium ancoriferum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cleistosphaeridium,,,,ancoriferum,,,,,286039,Cleistosphaeridium ancoriferum,species,,286039,Cleistosphaeridium ancoriferum,276883,Cleistosphaeridium,,,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cleistosphaeridium armatum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cleistosphaeridium,,,,armatum,,,,,277868,Cleistosphaeridium armatum,species,,277868,Cleistosphaeridium armatum,276883,Cleistosphaeridium,,,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cleistosphaeridium cf. C. clavulum,Cleistosphaeridium cf. clavulum,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cleistosphaeridium,,,cf.,clavulum,,,,,276883,Cleistosphaeridium,genus,,,,276883,Cleistosphaeridium,,,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cleistosphaeridium flexuosum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cleistosphaeridium,,,,flexuosum,,,,,276883,Cleistosphaeridium,genus,,,,276883,Cleistosphaeridium,,,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cleistosphaeridium huguoniotii,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cleistosphaeridium,,,,huguoniotii,,,,,276883,Cleistosphaeridium,genus,,,,276883,Cleistosphaeridium,,,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cleistosphaeridium multifurcatum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cleistosphaeridium,,,,multifurcatum,,,,,276883,Cleistosphaeridium,genus,,,,276883,Cleistosphaeridium,,,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cleistosphaeridium sp.,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cleistosphaeridium,,,,sp.,,,,,276883,Cleistosphaeridium,genus,,,,276883,Cleistosphaeridium,,,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cleistosphaeridium sp. 1,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cleistosphaeridium,,,,sp. 1,,,,,276883,Cleistosphaeridium,genus,,,,276883,Cleistosphaeridium,,,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cleistosphaeridium spp.,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cleistosphaeridium,,,,spp.,,,,,276883,Cleistosphaeridium,genus,,,,276883,Cleistosphaeridium,,,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Codoniella campanulata,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Codoniella,,,,campanulata,,,,,406745,Codoniella campanulata,species,,406745,Codoniella campanulata,406743,Codoniella,,,,,,,,,,,,,28595,Life
dinoflagellates,Codoniella psygma,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Codoniella,,,,psygma,,,,,406743,Codoniella,genus,,,,406743,Codoniella,,,,,,,,,,,,,28595,Life
dinoflagellates,Comasphaeridium? sp.1,? Comasphaeridium sp. 1,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,?,Comasphaeridium,,,,sp. 1,,,,,141162,Comasphaeridium,genus,,,,,,,,,,,,,,,,,,28595,Life
dinoflagellates,Cometodinium sp. cf. C? whitei,Cometodinium cf. whitei,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cometodinium,,,cf.,whitei,,,,Cometodinium sp. cf. C? whitei,276962,Cometodinium,genus,,,,276962,Cometodinium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cometodinium whitei,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cometodinium,,,,whitei,,,,,326007,Cometodinium whitei,species,,326007,Cometodinium whitei,276962,Cometodinium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Compositosphaeridium? bahamaensis,? Compositosphaeridium bahamaensis,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,?,Comasphaeridium,,,,bahamaensis,,,,,141162,Comasphaeridium,genus,,,,,,,,,,,,,,,,,,28595,Life
dinoflagellates,Conneximura fimbriata,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS. In PBDB so it should be classified correctly (AM Fall 2023)",,,,Conneximura,,,,fimbriata,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Conosphaeridium striatoconus,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Conosphaeridium,,,,striatoconus,,,,,277189,Conosphaeridium,genus,,,,277189,Conosphaeridium,,,,,,,,,,,,,,
dinoflagellates,Cordosphaeridium cantharellus,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cordosphaeridium,,,,cantharellus,,,,,323969,Cordosphaeridium,genus,,,,323969,Cordosphaeridium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cordosphaeridium cf. C. robustum,Cordosphaeridium cf. robustum,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cordosphaeridium,,,cf.,robustum,,,,,323969,Cordosphaeridium,genus,,,,323969,Cordosphaeridium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cordosphaeridium cf. inodes,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cordosphaeridium,,,cf.,inodes,,,,,323970,Cordosphaeridium inodes,species,,323970,Cordosphaeridium inodes,323969,Cordosphaeridium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cordosphaeridium exilimurum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cordosphaeridium,,,,exilimurum,,,,,323969,Cordosphaeridium,genus,,,,323969,Cordosphaeridium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cordosphaeridium fibrospinosum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cordosphaeridium,,,,fibrospinosum,,,,,329437,Cordosphaeridium fibrospinosum,species,,329437,Cordosphaeridium fibrospinosum,323969,Cordosphaeridium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cordosphaeridium funiculatum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cordosphaeridium,,,,funiculatum,,,,,323969,Cordosphaeridium,genus,,,,323969,Cordosphaeridium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cordosphaeridium inodes,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cordosphaeridium,,,,inodes,,,,,323970,Cordosphaeridium inodes,species,,323970,Cordosphaeridium inodes,323969,Cordosphaeridium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cordosphaeridium minimum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cordosphaeridium,,,,minimum,,,,,323969,Cordosphaeridium,genus,,,,323969,Cordosphaeridium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cordosphaeridium sp.,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cordosphaeridium,,,,sp.,,,,,323969,Cordosphaeridium,genus,,,,323969,Cordosphaeridium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cordosphaeridium sp. 1,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cordosphaeridium,,,,sp. 1,,,,,323969,Cordosphaeridium,genus,,,,323969,Cordosphaeridium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cordosphaeridium sp. I,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cordosphaeridium,,,,sp. I,,,,,323969,Cordosphaeridium,genus,,,,323969,Cordosphaeridium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cordosphaeridium spp.,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cordosphaeridium,,,,spp.,,,,,323969,Cordosphaeridium,genus,,,,323969,Cordosphaeridium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cordosphaeridium varians,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cordosphaeridium,,,,varians,,,,,323974,Cordosphaeridium varians,species,,323974,Cordosphaeridium varians,323969,Cordosphaeridium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cordosphaeridium? minimum,? Cordosphaeridium minimum,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,?,Cordosphaeridium,,,,minimum,,,,,323969,Cordosphaeridium,genus,,,,,,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Coronifera oceanica,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Coronifera,,,,oceanica,,,,,286041,Coronifera oceanica,species,,286041,Coronifera oceanica,286040,Coronifera,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Coronifera sp. cf. C. striolata,Coronifera cf. striolata,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Coronifera,,,cf.,striolata,,,,,286040,Coronifera,genus,,,,286040,Coronifera,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Coronifera striolata,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Coronifera,,,,striolata,,,,,286042,Coronifera striolata,species,,286042,Coronifera striolata,286040,Coronifera,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Coronifera? cf. C. oceanica,? Coronifera cf. oceanica,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,?,Coronifera,,,cf.,oceanica,,,,,286041,Coronifera oceanica,species,,,,286040,Coronifera,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Corrudinium harlandii,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Corrudinium,,,,harlandii,,,,,447217,Corrudinium,genus,,,,447217,Corrudinium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Corrudinium incompositum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Corrudinium,,,,incompositum,,,,,447217,Corrudinium,genus,,,,447217,Corrudinium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Corrudinium sp.,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Corrudinium,,,,sp.,,,,,447217,Corrudinium,genus,,,,447217,Corrudinium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
