Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zygodiscus fissus,Zygodiscus elegans,Watznaueria communis,Watznaueria barnesae,Vagalapilla stradneri,Tubodiscus verenae,Thoracosphaera sp.,Parhabdolithus embergeri,Micrantholithus hoschulzii,Cyclagelosphaera deflandrei,Crucibiscutum salebrosum,Cretarhabdus conicus,Biscutum constans,Watznaueria ovata,Rotelapillus laffittei,Parhabdolithus asper,Manivitella pemmatoidea,Cretarhabdus surirellus,Conusphaera rothii,Bukrylithus ambiguus,Eiffellithus windii,Diazomatolithus lehmanii,Cyclagelosphaera margerelii,Axopodorhabdus dietzmannii,Ethmorhabdus gallicus,Assipetra infracretacea,Zygodiscus diplogrammus,Vagalapilla matalosa,Tegumentum stradneri,Percivalia fenestrata,Hemipodorhabdus gorkae,Grantarhabdus meddii,Watznaueria biporta,Tranolithus gabalus,Prediscosphaera arkhangelskyi,Corollithion ellipticum,Parhabdolithus splendens,Discorhabdus rotatorius,Broinsonia gammation,Microstaurus chiastius,Markalius circumradiatus,Scapholithus fossilis,Lithraphidites carniolensis,Parhabdolithus angustus,Eprolithus floralis,Chiastozygus litterarius,Parhabdolithus infinitus,Grantarhabdus coronadventis,Flabellites oblongus,Axopodorhabdus decorus,Octocyclus magnus,Cribrosphaerella primitiva,Cretarhabdus loriei,Lapideacassis sp.,Amphizygus brooksii,Rucinolithus irregularis,Prediscosphaera columnata,Sollasites falklandensis,Parhabdolithus achylostaurion,Zebrashapka sp.,Prediscosphaera spinosa,Broinsonia enormis,Hayesites albiensis,Corollithion achylosum,Pickelhaube furtiva,Biscutum coronum                ,Vagalapilla aachena,Corollithion signum,Broinsonia signata,Sollasites horticus,Tranolithus orionatus,Axopodorhabdus albianus,Percivillia hauxtonensis,Parhabdolithus reniformis,Eiffellithus cf. E. eximius,Cretarhabdus angustiforatus,Cylindralithus gallicus,Eiffellithus trabeculatus,Braarudosphaera regularis,Gartnerago striatum,Cribrosphaerella ehrenbergii,Sollasites hayi,Corollithion acutum,Gartnerago nanum,Eiffellithus turriseiffelii,Corollithion kennedyi,Prediscosphaera cretacea,Lithraphidites acutus,Gartnerago obliquum,Quadrum gartneri,Eprolithus moratus,Eiffellithus eximius,Chiastozygus garrisonii,Reinhardtites anthophorus,Microrhabdulus decoratus,Kamptnerius magnificus,Marthasterites furcatus,Micula staurophora,Lucianorhabdus maleformis,Vagalapilla octoradiata,Microrhabdulus belgicus,Lithastrinus grillii,Reinhardtites levis,Parhabdolithus regularis,Lucianorhabdus cayeuxii,Prediscosphaera grandis,Lucianorhabdus arcuatus,Broinsonia parca parca,Broinsonia parca constricta,Markalius inversus,Quadrum gothicum,Corollithion exiguum,Microrhabdulus elongatus,Zygodiscus spiralis,Manivitella granulata,Quadrum trifidum,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Santonian        ,                 ,CC14              ,CC15          ,122, 763,B, 17,X,CC,  46.00,    340.0600,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,R                 ,                    ,A                   ,                     ,                  ,                  ,R                       ,                          ,                           ,                        ,R                   ,                 ,                 ,                      ,                    ,R                      ,F                      ,                  ,                    ,                   ,                        ,                           ,                          ,                     ,                       ,R                      ,                    ,                    ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,                        ,                       ,                    ,                      ,                        ,                     ,R                          ,                       ,                   ,                        ,                        ,R                          ,                    ,                      ,                 ,                          ,                   ,                 ,                   ,                        ,                         ,                        ,                             ,               ,R                      ,R                 ,                   ,                      ,                   ,                                ,                   ,                   ,                  ,                   ,R                    ,                       ,                        ,                         ,                           ,                           ,R                      ,R                        ,                         ,                   ,R                           ,               ,                   ,                ,R                          ,                     ,F                       ,                     ,R                  ,                ,R                 ,F                   ,                       ,F                        ,                        ,R                     ,F                      ,C                 ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Santonian        ,                 ,CC14              ,CC15          ,122, 763,B, 18,X, 2,  31.00,    343.8100,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,R                 ,                    ,A                   ,                     ,                  ,                  ,                        ,                          ,                           ,                        ,R                   ,R                ,                 ,                      ,                    ,R                      ,F                      ,                  ,                    ,                   ,                        ,                           ,                          ,                     ,                       ,R                      ,                    ,                    ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,                        ,                       ,                    ,                      ,                        ,                     ,R                          ,                       ,                   ,                        ,                        ,R                          ,                    ,                      ,                 ,                          ,                   ,R                ,                   ,                        ,                         ,                        ,                             ,               ,R                      ,R                 ,                   ,                      ,                   ,                                ,                   ,                   ,                  ,                   ,R                    ,                       ,                        ,                         ,                           ,                           ,R                      ,R                        ,                         ,                   ,R                           ,               ,                   ,                ,R                          ,                     ,F                       ,                     ,R                  ,                ,                  ,F                   ,                       ,R                        ,                        ,R                     ,R                      ,A                 ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Santonian        ,                 ,CC14              ,CC15          ,122, 763,B, 18,X, 4,  26.00,    346.7600,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,R                 ,                    ,A                   ,                     ,                  ,                  ,R                       ,                          ,                           ,                        ,R                   ,                 ,                 ,R                     ,                    ,R                      ,R                      ,                  ,                    ,                   ,                        ,                           ,                          ,                     ,                       ,R                      ,                    ,                    ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,                        ,                       ,                    ,                      ,R                       ,                     ,R                          ,                       ,R                  ,R                       ,                        ,R                          ,                    ,                      ,                 ,                          ,                   ,                 ,                   ,                        ,                         ,                        ,                             ,               ,R                      ,R                 ,                   ,                      ,                   ,R                               ,                   ,                   ,R                 ,                   ,R                    ,                       ,                        ,                         ,                           ,                           ,F                      ,                         ,                         ,                   ,R                           ,               ,                   ,                ,F                          ,                     ,R                       ,                     ,                   ,R               ,C                 ,R                   ,                       ,R                        ,                        ,R                     ,R                      ,A                 ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Santonian        ,                 ,CC14              ,CC15          ,122, 763,B, 18,X,CC,  53.00,    348.4600,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,R                 ,                    ,A                   ,                     ,                  ,                  ,R                       ,                          ,                           ,                        ,R                   ,                 ,                 ,R                     ,                    ,R                      ,R                      ,                  ,                    ,                   ,                        ,                           ,                          ,                     ,                       ,R                      ,                    ,                    ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,                        ,                       ,                    ,                      ,R                       ,                     ,R                          ,                       ,F                  ,R                       ,                        ,R                          ,                    ,                      ,                 ,                          ,                   ,                 ,                   ,                        ,                         ,                        ,                             ,               ,R                      ,R                 ,                   ,                      ,                   ,                                ,                   ,                   ,R                 ,                   ,R                    ,                       ,                        ,                         ,                           ,                           ,R                      ,R                        ,                         ,                   ,R                           ,               ,                   ,                ,F                          ,                     ,R                       ,                     ,                   ,F               ,R                 ,F                   ,R                      ,R                        ,                        ,                      ,R                      ,C                 ,R                        ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Coniacian        ,                 ,CC14              ,CC15          ,122, 763,B, 19,X, 2,  30.00,    353.3000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,                  ,R                   ,A                   ,                     ,                  ,                  ,                        ,                          ,                           ,                        ,R                   ,                 ,                 ,                      ,                    ,R                      ,F                      ,                  ,                    ,                   ,R                       ,                           ,                          ,                     ,                       ,                       ,                    ,                    ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,                        ,                       ,                    ,                      ,                        ,                     ,R                          ,                       ,F                  ,R                       ,                        ,                           ,                    ,R                     ,                 ,                          ,                   ,                 ,                   ,                        ,                         ,                        ,                             ,               ,R                      ,R                 ,                   ,                      ,                   ,                                ,                   ,                   ,R                 ,                   ,R                    ,                       ,                        ,                         ,                           ,                           ,F                      ,F                        ,                         ,                   ,R                           ,               ,                   ,                ,F                          ,                     ,C                       ,                     ,R                  ,                ,F                 ,R                   ,                       ,R                        ,                        ,                      ,                       ,F                 ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Coniacian        ,                 ,CC11              ,CC13Perch-Neilsen,122, 763,B, 19,X, 4,  23.00,    356.2300,Bralower ,Nannofossils                                 ,C              ,                  ,                 ,                  ,                    ,A                   ,                     ,                  ,                  ,R                       ,                          ,                           ,                        ,R                   ,                 ,                 ,R                     ,                    ,R                      ,R                      ,                  ,                    ,                   ,R                       ,                           ,                          ,                     ,                       ,R                      ,                    ,                    ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,                        ,                       ,                    ,                      ,                        ,                     ,F                          ,                       ,R                  ,                        ,                        ,                           ,                    ,R                     ,                 ,                          ,                   ,                 ,                   ,                        ,                         ,                        ,                             ,               ,                       ,R                 ,                   ,                      ,                   ,R                               ,R                  ,                   ,R                 ,                   ,R                    ,                       ,                        ,                         ,                           ,                           ,F                      ,                         ,                         ,                   ,R                           ,               ,                   ,                ,R                          ,                     ,F                       ,                     ,R                  ,R               ,F                 ,F                   ,R                      ,R                        ,                        ,                      ,R                      ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Coniacian        ,                 ,CC11              ,CC13Perch-Neilsen,122, 763,B, 19,X, 6,  30.00,    359.3000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,                  ,                    ,C                   ,                     ,                  ,                  ,R                       ,                          ,                           ,                        ,R                   ,                 ,R                ,R                     ,                    ,R                      ,F                      ,                  ,                    ,                   ,R                       ,                           ,                          ,                     ,                       ,                       ,                    ,                    ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,                        ,                       ,                    ,                      ,R                       ,                     ,R                          ,                       ,F                  ,                        ,                        ,                           ,                    ,                      ,                 ,                          ,                   ,                 ,                   ,                        ,                         ,                        ,                             ,               ,R                      ,                  ,                   ,                      ,                   ,                                ,                   ,                   ,R                 ,                   ,                     ,                       ,                        ,                         ,                           ,                           ,F                      ,                         ,                         ,                   ,R                           ,               ,                   ,                ,R                          ,                     ,F                       ,                     ,R                  ,F               ,R                 ,R                   ,                       ,                         ,                        ,                      ,R                      ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Coniacian        ,                 ,CC11              ,CC13Perch-Neilsen,122, 763,B, 19,X,CC,  48.00,    361.2600,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,                  ,                    ,C                   ,                     ,                  ,                  ,R                       ,                          ,                           ,                        ,R                   ,                 ,                 ,                      ,                    ,R                      ,C                      ,                  ,                    ,                   ,                        ,                           ,                          ,                     ,                       ,                       ,                    ,                    ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,                        ,                       ,                    ,                      ,                        ,                     ,F                          ,                       ,C                  ,                        ,                        ,                           ,                    ,                      ,                 ,                          ,                   ,                 ,                   ,                        ,                         ,                        ,                             ,               ,R                      ,                  ,                   ,                      ,                   ,                                ,                   ,                   ,                  ,                   ,F                    ,                       ,                        ,                         ,                           ,                           ,                       ,R                        ,                         ,                   ,R                           ,               ,                   ,                ,R                          ,                     ,F                       ,                     ,R                  ,F               ,R                 ,F                   ,R                      ,R                        ,R                       ,                      ,F                      ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Coniacian        ,                 ,CC11              ,CC13Perch-Neilsen,122, 763,B, 20,X, 2,  29.00,    362.7900,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,R                 ,R                   ,A                   ,                     ,                  ,                  ,R                       ,                          ,                           ,                        ,R                   ,                 ,                 ,R                     ,                    ,R                      ,R                      ,                  ,                    ,                   ,                        ,R                          ,                          ,                     ,R                      ,                       ,                    ,                    ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,                        ,                       ,                    ,                      ,                        ,                     ,R                          ,                       ,C                  ,R                       ,                        ,                           ,R                   ,                      ,                 ,                          ,                   ,                 ,R                  ,                        ,                         ,                        ,                             ,               ,                       ,                  ,                   ,                      ,                   ,                                ,                   ,                   ,                  ,                   ,R                    ,                       ,                        ,                         ,                           ,                           ,R                      ,                         ,                         ,                   ,R                           ,               ,                   ,                ,R                          ,                     ,F                       ,                     ,F                  ,F               ,F                 ,F                   ,                       ,                         ,R                       ,R                     ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,CC11              ,CC13Perch-Neilsen,122, 763,B, 20,X,CC,  53.00,    364.1500,Bralower ,Nannofossils                                 ,C              ,                  ,                 ,R                 ,                    ,A                   ,                     ,                  ,                  ,R                       ,                          ,                           ,                        ,R                   ,                 ,                 ,R                     ,                    ,R                      ,R                      ,                  ,                    ,                   ,                        ,                           ,                          ,                     ,                       ,R                      ,                    ,                    ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,                        ,                       ,                    ,                      ,                        ,                     ,F                          ,                       ,C                  ,                        ,                        ,                           ,                    ,                      ,                 ,                          ,                   ,                 ,                   ,                        ,                         ,                        ,                             ,               ,R                      ,                  ,                   ,                      ,                   ,                                ,                   ,                   ,                  ,                   ,R                    ,                       ,                        ,                         ,                           ,                           ,R                      ,                         ,                         ,                   ,R                           ,               ,                   ,                ,F                          ,                     ,F                       ,                     ,F                  ,R               ,C                 ,R                   ,                       ,R                        ,R                       ,R                     ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,CC11              ,CC13Perch-Neilsen,122, 763,B, 21,X, 1,  28.00,    370.7800,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,R                 ,                    ,A                   ,                     ,                  ,                  ,R                       ,                          ,                           ,                        ,R                   ,                 ,                 ,R                     ,                    ,R                      ,R                      ,                  ,                    ,                   ,                        ,                           ,                          ,                     ,                       ,R                      ,                    ,                    ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,                        ,                       ,                    ,                      ,                        ,                     ,R                          ,                       ,C                  ,R                       ,                        ,R                          ,R                   ,                      ,                 ,                          ,                   ,                 ,                   ,                        ,                         ,                        ,                             ,               ,R                      ,R                 ,                   ,R                     ,                   ,                                ,                   ,                   ,R                 ,                   ,R                    ,                       ,                        ,                         ,                           ,                           ,F                      ,R                        ,                         ,                   ,                            ,               ,                   ,                ,F                          ,                     ,C                       ,                     ,R                  ,F               ,                  ,F                   ,                       ,R                        ,R                       ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,CC11              ,CC13Perch-Neilsen,122, 763,B, 21,X,CC,  51.00,    373.3000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,R                 ,                    ,C                   ,                     ,                  ,                  ,R                       ,                          ,                           ,                        ,R                   ,                 ,R                ,R                     ,                    ,R                      ,R                      ,                  ,                    ,                   ,                        ,                           ,                          ,                     ,                       ,                       ,                    ,                    ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,                        ,                       ,                    ,                      ,                        ,                     ,R                          ,                       ,A                  ,                        ,                        ,R                          ,                    ,                      ,                 ,                          ,                   ,                 ,                   ,                        ,                         ,                        ,                             ,               ,                       ,R                 ,                   ,R                     ,                   ,                                ,                   ,                   ,                  ,                   ,R                    ,                       ,                        ,                         ,                           ,                           ,R                      ,                         ,                         ,                   ,R                           ,               ,                   ,                ,F                          ,                     ,R                       ,                     ,R                  ,F               ,F                 ,R                   ,R                      ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,CC11              ,CC13Perch-Neilsen,122, 763,B, 22,X, 1,  30.00,    380.3000,Bralower ,Nannofossils                                 ,F              ,                  ,                 ,R                 ,R                   ,C                   ,                     ,                  ,                  ,R                       ,                          ,                           ,                        ,                    ,                 ,                 ,                      ,                    ,                       ,                       ,                  ,                    ,                   ,                        ,R                          ,                          ,                     ,                       ,                       ,                    ,                    ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,                        ,                       ,                    ,                      ,                        ,                     ,R                          ,                       ,C                  ,R                       ,                        ,                           ,                    ,                      ,                 ,                          ,                   ,                 ,                   ,                        ,                         ,                        ,                             ,               ,                       ,                  ,                   ,R                     ,                   ,                                ,                   ,                   ,                  ,                   ,R                    ,                       ,                        ,                         ,                           ,                           ,                       ,                         ,                         ,                   ,                            ,               ,                   ,                ,R                          ,                     ,R                       ,                     ,                   ,                ,                  ,                    ,                       ,R                        ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,CC11              ,CC13Perch-Neilsen,122, 763,B, 22,X,CC,  48.00,    382.1700,Bralower ,Nannofossils                                 ,C              ,                  ,                 ,R                 ,                    ,C                   ,                     ,                  ,                  ,F                       ,                          ,                           ,                        ,                    ,                 ,                 ,                      ,                    ,                       ,R                      ,                  ,                    ,                   ,                        ,                           ,                          ,                     ,                       ,                       ,                    ,                    ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,                        ,                       ,                    ,                      ,                        ,                     ,R                          ,                       ,A                  ,                        ,                        ,                           ,                    ,                      ,                 ,                          ,                   ,                 ,                   ,                        ,                         ,                        ,                             ,               ,                       ,                  ,                   ,                      ,                   ,                                ,                   ,                   ,                  ,                   ,                     ,                       ,                        ,                         ,                           ,                           ,R                      ,                         ,                         ,                   ,                            ,               ,                   ,                ,R                          ,                     ,R                       ,                     ,                   ,R               ,R                 ,R                   ,R                      ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Cenomanian       ,                 ,CC9               ,CC10          ,122, 763,B, 23,X, 1,  30.00,    389.8000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,F                 ,                    ,A                   ,                     ,                  ,                  ,F                       ,                          ,                           ,                        ,                    ,R                ,                 ,R                     ,                    ,R                      ,                       ,                  ,                    ,                   ,                        ,                           ,                          ,                     ,                       ,R                      ,                    ,R                   ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,                        ,                       ,                    ,R                     ,R                       ,                     ,F                          ,                       ,C                  ,R                       ,                        ,R                          ,                    ,R                     ,                 ,R                         ,                   ,R                ,                   ,                        ,C                        ,                        ,R                            ,               ,R                      ,                  ,                   ,R                     ,                   ,                                ,                   ,                   ,                  ,                   ,C                    ,                       ,                        ,                         ,                           ,                           ,                       ,R                        ,                         ,                   ,                            ,               ,                   ,R               ,C                          ,                     ,R                       ,                     ,                   ,                ,                  ,                    ,                       ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
