Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Haplophragmoides spp.,Angulogerina spp.,Angulogerina sp. A,Spirosigmoilinella compressa,Martinottiella communis,Cyclammina cancellata,Martinottiella gracilima,Martinottiella nodulosa,Miliammina echigoensis,Valvulineria sadonica,Uvigerina yabei,Uvigerina spp.,Sphaeroidina bulloides,Sigmoilopsis schlumbergeri,Cassidulina norcrossi,Oridorsalis tener,Melonis nicobarense,Uvigerina akitaensis & var.,Quadrimorphina laevigata,Pullenia salisburyi,Pullenia apertura,Parafissurina sp. B,Nonionellina labradorica,Nodosariidae (taxa),Frondicularia sp. A,Fissurina marginata,Cibicides spp.,Bulimina striata,Astrononion hamadaense,Uvigerina wakimotoensis,Pseudoparrella takayanagii,Parafissurina  sp. A,Parafissurina fersinea,Lenticulina spp.,Lagena substriata,Lagena sp. A,Lagena nebulosa,Lagena flatulenta,Lagena apiopleura,Lagena amphora,Globobulimina auriculata,Fissurina spp.,Fissurina orbignyana,Fissurina annectens,Eilohedra rotunda,Dentalina sp.,Cassidulina cushmani,Buliminella tenuata,Oridorsalis umbonatus,Cibicides wuellerstorfi,Trifarina kokozuraensis,Stainforthia complanata,Quinqueloculina sp.,Pyrgo murrhina,Pseudoparrella naraensis,Parafissurina costata,Lagena sp.,Gavelinopsis hatakeyamai,Epistominella pulchella,Cibicides asanoi,Cassidulina sp. A,Cassidulina norvangi,Bolivina pacifica,Bolivina decussata,Bolivina cf. subspinescens,Quinqueloculina vulgaris,Parafissurina lateralis crassa,Pandaglandulina sp. A,Oolina melo,Nonionella(?) fragilis   ,Lagena gracilis,Dentalina frobisherensis,Cassidulina japonica,Karreriella baccata japonica,Fissurina lucida,Textularia sp. A,Oolina striatopunctata,Lagena semilineata,Lagena distoma,Fissurina fimbriata,Fissurina cucurbitasema,Bolivinita quadrilatera,Stilostomella lepidula,Lagena tricaritortuosa,Glandulina laevigata,Cassidulina cf. japonica,Fissurina echigoensis,Planorbulina sp.,Globobulimina subaffinis,Fissurina ventricosa,Elphidium subarcticum,Planularia asanoi,Pyrgo spp.,Fissurina lagenoides,Rotaliid taxa,Cassidulina spp.,Parafrondicularia sp. A,Lagena sulcata,Bulimina marginata,Amphicoryna spp.,Stainforthia fusiformis,Lagena elongata,Globobulimina pacifica,Pararotalia sp. A,Elphidium schmitti,Anomalinoides glabrata,Pseudonodosalia appressa,Echigoina hataii,Buccella inusitata,Stilostomella ketienziensis,Stilostomella japonica,Dentalina setanaensis,Dentalina ittai ,Chilostomellina frimbriata,Lagena striata,Lagena setigera,Lagena gracillima,Uvigerina lobulata,Eponides sp. A,Cibicides sp. A,Gaudryina spp.,Elphidium clavatum,Astacolus echigoensis,Nonion japonicum,Fissurina sublagenoides,Glandulina spp.,Bolivina spp.,Pseudononion grateloupi,Buccella nipponica,Fissurina cf. wallerina,Heronallenia cf. parva,Triloculina tricarinata,Miliolinella oblonga,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 17,X, 2,  45.00,    153.3700,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,                       ,                     ,                        ,                       ,T                     ,T                    ,T              ,              ,                      ,                          ,56                   ,3                ,                   ,                           ,                        ,                   ,3                ,                   ,2                       ,                   ,6                  ,T                  ,              ,                ,                      ,                       ,                          ,                    ,                      ,T               ,                 ,            ,T              ,                 ,                 ,              ,T                       ,T             ,                    ,                   ,                 ,             ,                    ,T                  ,                     ,                       ,3                      ,T                      ,                   ,              ,                        ,T                    ,T         ,                        ,                       ,3               ,                 ,                    ,2                ,1                 ,3                         ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,T                  ,                       ,                       ,                      ,                      ,2                   ,2                       ,                     ,                ,                        ,T                   ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,T                    ,                ,                          ,T             ,               ,                 ,T                 ,2             ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 17,X, 3,  44.00,    154.8600,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,                       ,                     ,                        ,                       ,3                     ,T                    ,4              ,              ,                      ,                          ,25                   ,2                ,                   ,                           ,T                       ,T                  ,3                ,                   ,4                       ,                   ,11                 ,                   ,              ,                ,                      ,T                      ,                          ,                    ,                      ,T               ,                 ,            ,T              ,                 ,                 ,T             ,2                       ,T             ,                    ,T                  ,T                ,             ,                    ,T                  ,                     ,                       ,4                      ,2                      ,                   ,              ,1                       ,                     ,          ,                        ,                       ,2               ,T                ,4                   ,8                ,7                 ,4                         ,                        ,                              ,T                    ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,T             ,                   ,                       ,                       ,5                     ,                      ,                    ,                        ,                     ,                ,                        ,                    ,2                    ,                 ,          ,                    ,             ,                ,T                      ,              ,                  ,                ,                       ,T              ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,T                    ,                ,                          ,              ,               ,T                ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 17,X, 4,  40.00,    156.3200,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,                       ,                     ,                        ,                       ,2                     ,                     ,               ,              ,                      ,                          ,26                   ,8                ,                   ,                           ,                        ,                   ,2                ,                   ,2                       ,                   ,3                  ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,T               ,                 ,            ,T              ,T                ,                 ,              ,3                       ,              ,                    ,1                  ,                 ,T            ,                    ,                   ,                     ,                       ,1                      ,1                      ,                   ,              ,3                       ,                     ,          ,                        ,                       ,4               ,                 ,                    ,1                ,4                 ,1                         ,                        ,                              ,                     ,           ,T                        ,               ,                        ,T                   ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,22                    ,                      ,1                   ,                        ,                     ,                ,1                       ,                    ,                     ,                 ,          ,                    ,             ,                ,T                      ,              ,                  ,                ,                       ,3              ,                      ,                 ,                  ,                      ,                        ,                ,                  ,T                          ,1                     ,                     ,                ,                          ,T             ,T              ,T                ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 17,X, 5,  36.00,    157.7800,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,                       ,                     ,                        ,                       ,T                     ,                     ,1              ,              ,                      ,                          ,7                    ,8                ,                   ,1                          ,                        ,                   ,3                ,                   ,6                       ,                   ,3                  ,T                  ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,3                       ,T             ,                    ,                   ,T                ,             ,                    ,                   ,                     ,                       ,6                      ,T                      ,                   ,              ,T                       ,                     ,          ,                        ,                       ,3               ,2                ,T                   ,4                ,4                 ,T                         ,                        ,                              ,T                    ,           ,                         ,               ,                        ,T                   ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,31                    ,                      ,                    ,                        ,                     ,                ,2                       ,                    ,T                    ,                 ,          ,                    ,             ,                ,2                      ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,4                          ,1                     ,1                    ,T               ,1                         ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 17,X, 6,  35.00,    159.2700,Kato     ,Benthic Foraminifers                         ,               ,M                 ,                     ,                 ,                  ,                            ,                       ,                     ,                        ,                       ,T                     ,                     ,               ,              ,4                     ,                          ,24                   ,5                ,                   ,2                          ,                        ,                   ,8                ,T                  ,6                       ,                   ,T                  ,3                  ,              ,                ,                      ,                       ,2                         ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,2                       ,              ,                    ,                   ,8                ,             ,                    ,                   ,                     ,                       ,7                      ,2                      ,                   ,              ,                        ,                     ,          ,                        ,                       ,T               ,                 ,6                   ,5                ,8                 ,T                         ,                        ,                              ,                     ,           ,2                        ,               ,                        ,T                   ,                            ,                ,                ,                      ,                  ,              ,                   ,T                      ,                       ,T                     ,                      ,                    ,                        ,                     ,                ,T                       ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,T                 ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 17,X, 7,  41.00,    160.8300,Kato     ,Benthic Foraminifers                         ,               ,M                 ,                     ,                 ,                  ,                            ,                       ,                     ,                        ,                       ,T                     ,                     ,               ,              ,                      ,                          ,                     ,                 ,                   ,?                          ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,              ,                    ,                   ,                 ,             ,                    ,                   ,                     ,                       ,                       ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,                ,                 ,                    ,                 ,                  ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 18,X, 1,  41.00,    162.3100,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,                       ,                     ,                        ,                       ,                      ,2                    ,               ,              ,                      ,                          ,33                   ,6                ,                   ,3                          ,                        ,                   ,T                ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,23                        ,                    ,                      ,T               ,                 ,            ,               ,                 ,                 ,              ,                        ,T             ,                    ,                   ,9                ,             ,                    ,                   ,                     ,                       ,2                      ,                       ,                   ,              ,                        ,                     ,          ,                        ,T                      ,3               ,                 ,13                  ,2                ,2                 ,                          ,                        ,                              ,T                    ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,T                       ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,T                ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 18,X, 2,  42.00,    163.8200,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,                       ,                     ,                        ,                       ,T                     ,T                    ,               ,              ,                      ,                          ,27                   ,4                ,                   ,T                          ,                        ,                   ,1                ,T                  ,T                       ,                   ,                   ,T                  ,              ,                ,                      ,                       ,24                        ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,T             ,                    ,                   ,7                ,             ,                    ,                   ,                     ,                       ,4                      ,T                      ,                   ,              ,                        ,                     ,          ,                        ,                       ,2               ,                 ,15                  ,T                ,7                 ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,T                   ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,T                       ,T                    ,                ,                        ,                    ,                     ,T                ,T         ,                    ,             ,                ,                       ,T             ,                  ,                ,                       ,               ,                      ,1                ,                  ,                      ,T                       ,T               ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 18,X, 3,  41.00,    165.2600,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,                       ,                     ,                        ,                       ,                      ,                     ,               ,              ,                      ,                          ,21                   ,4                ,                   ,10                         ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,T                  ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,              ,                    ,                   ,3                ,             ,                    ,                   ,                     ,                       ,3                      ,T                      ,                   ,              ,                        ,                     ,          ,                        ,                       ,3               ,                 ,6                   ,1                ,8                 ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,2                     ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,T            ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,T                     ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 18,X, 4,  40.00,    166.7500,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,                       ,                     ,                        ,                       ,T                     ,                     ,               ,              ,                      ,                          ,34                   ,5                ,                   ,14                         ,                        ,                   ,3                ,                   ,                        ,                   ,                   ,1                  ,              ,                ,                      ,                       ,13                        ,                    ,                      ,                ,                 ,            ,T              ,                 ,                 ,              ,2                       ,T             ,                    ,                   ,5                ,             ,                    ,                   ,                     ,                       ,3                      ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,T               ,1                ,6                   ,T                ,5                 ,                          ,                        ,                              ,T                    ,           ,                         ,               ,                        ,T                   ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,T                   ,T                       ,                     ,                ,T                       ,T                   ,                     ,                 ,          ,                    ,T            ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 18,X, 5,  57.00,    168.2900,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,                       ,                     ,                        ,                       ,3                     ,                     ,               ,              ,                      ,                          ,19                   ,T                ,                   ,4                          ,                        ,                   ,T                ,                   ,2                       ,                   ,T                  ,T                  ,              ,                ,                      ,T                      ,22                        ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,T             ,1                       ,              ,                    ,                   ,15               ,             ,                    ,                   ,                     ,                       ,T                      ,2                      ,                   ,              ,T                       ,                     ,          ,                        ,                       ,2               ,T                ,10                  ,4                ,11                ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,T                       ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,T                 ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 18,X, 7,  52.00,    170.0900,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,                       ,                     ,                        ,                       ,8                     ,                     ,               ,8             ,                      ,                          ,                     ,                 ,                   ,                           ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,              ,                    ,                   ,                 ,             ,                    ,                   ,                     ,                       ,                       ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,                ,                 ,                    ,                 ,                  ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,83                  ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 18,X,CC,  24.00,    171.3100,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,                       ,                     ,                        ,                       ,                      ,                     ,               ,              ,                      ,                          ,44                   ,5                ,                   ,15                         ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,20                        ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,T             ,                    ,                   ,5                ,             ,                    ,                   ,                     ,                       ,T                      ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,2               ,T                ,5                   ,                 ,3                 ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,T                ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 19,X, 1,  40.00,    172.0000,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,                       ,                     ,                        ,                       ,                      ,                     ,               ,              ,3                     ,                          ,43                   ,T                ,                   ,                           ,                        ,                   ,1                ,                   ,                        ,                   ,1                  ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,T              ,T                ,                 ,              ,6                       ,T             ,                    ,                   ,3                ,             ,                    ,                   ,                     ,                       ,21                     ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,6               ,T                ,                    ,                 ,4                 ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,3                   ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,T                     ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,T         ,                    ,3            ,                ,                       ,              ,                  ,                ,T                      ,T              ,T                     ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 19,X, 2,  40.00,    173.5000,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,                       ,                     ,                        ,                       ,T                     ,                     ,               ,              ,T                     ,                          ,37                   ,                 ,                   ,                           ,                        ,                   ,3                ,                   ,1                       ,                   ,5                  ,                   ,              ,                ,                      ,                       ,9                         ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,T             ,2                       ,T             ,T                   ,                   ,7                ,T            ,                    ,                   ,                     ,                       ,11                     ,2                      ,                   ,              ,                        ,                     ,          ,                        ,                       ,2               ,T                ,10                  ,                 ,4                 ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,T                  ,                       ,                       ,T                     ,                      ,                    ,                        ,                     ,                ,T                       ,                    ,                     ,T                ,          ,                    ,             ,                ,T                      ,T             ,T                 ,T               ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
