Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Lithology max. grain size class,Lithology max. grain size rank [read only],Grading,Sorting,Upper boundary ave. grain size class,Lowerr boundary ave. grain size class,General interval comment,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Primary trace fossils,Secondary trace fossils,Minor trace fossils,Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
362-U1480F-16F-1-A,76.5,91,180.165,180.31,IIA,calcareous,clay,,calcareous clay,calcareous clay,clay,,GLEY 1 7/N (light gray),irregular,gradational,irregular gradational,sub-horizontal,,unlithified,clay,1,non-graded,moderate,,,"Internal boundary at 84 cm between lighter (below0 and darker 9above) colour clays. Colour change illustrates sorting partterns (the better sorted, the lighter colour)",structureless,slight,3,Planolites,,,,,,,,,,,,,,,362,U1480,F,16,F,1,A,,,,155
362-U1480F-16F-1-A,91,106,180.31,180.46,IIA,,silt,with clay,silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,gradational,planar gradational,horizontal,thin bed,unlithified,fine sand,4,normal grading,moderate,clay,fine sand,"Several normally graded beds (fine sands-silt to clay). Fine sand to silt beds at 9, 22, 39, 53, 68 cm.",planar lamination,sparse,2,Planolites,,,,,,,,,,,,,,,362,U1480,F,16,F,1,A,,,,156
362-U1480F-16F-1-A,106,150,180.46,180.9,IIA,,silty clay,,silty clay,silty clay,silty clay,,GLEY 1 4/N (dark gray),,,,,thin lamina,unlithified,silt,2,non-graded,moderate,,,,planar lamination,sparse,2,Nereites,,,,,,,,,,,,,,,362,U1480,F,16,F,1,A,,,,157
362-U1480F-16F-2-A,0,130,180.9,182.2,IIA,,silty clay,,silty clay,silty clay,silty clay,,GLEY 1 4/N (dark gray),,,,,thin lamina,unlithified,silt,2,non-graded,moderate,,,Silt lamina at 41 cm.,planar lamination,sparse,2,Nereites,,,,,,,,,,,,,,,362,U1480,F,16,F,2,A,,,,158
362-U1480F-16F-3-A,0,100,182.4,183.4,IIA,,silty clay,,silty clay,silty clay,silty clay,,GLEY 1 4/N (dark gray),,,,,thin lamina,unlithified,silt,2,non-graded,moderate,,,,planar lamination,sparse,2,Nereites,,,,,,,,,,,,,,,362,U1480,F,16,F,3,A,,,,159
362-U1480F-16F-4-A,0,56,183.4,183.96,IIA,,silty clay,,silty clay,silty clay,silty clay,,GLEY 1 4/N (dark gray),,,,,thin lamina,unlithified,silt,2,non-graded,moderate,,,"Silt very thin beds at 2, 18 and 40 cm.",planar lamination,sparse,2,Nereites,,,,,,,,,,,,,,,362,U1480,F,16,F,4,A,,,,160
362-U1480F-16F-CC-A,0,21,183.96,184.17,IIA,,silty clay,,silty clay,silty clay,silty clay,,GLEY 1 4/N (dark gray),,,,,thin lamina,unlithified,silt,2,non-graded,moderate,,,,planar lamination,sparse,2,Nereites,,,,,,,,,,,,,,,362,U1480,F,16,F,CC,A,,,,161
362-U1480F-17F-1-A,0,4,184.1,184.14,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),irregular,sharp,irregular sharp,sub-horizontal,thin bed,unlithified,fine sand,4,normal grading,moderate,clay,fine sand,"Several thin bedded, normally graded intervals. Basal boundary definition applies to all intervals. Thicker fine sand beds at 23-31, 37-43, 70-75, 106-109 Fine sand filled horizontal burrow (Thallasinoides) at 10 cm.",planar lamination,sparse,2,Nereites,,,,,,,,,,,,,,,362,U1480,F,17,F,1,A,,,,162
362-U1480F-17F-1-A,4,4.25,184.14,184.143,IIA,calcareous,clay,,calcareous clay,calcareous clay,clay,,GLEY 1 7/N (light gray),planar,sharp,planar sharp,sub-horizontal,,unlithified,clay,1,inverse grading,well,,,,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,17,F,1,A,,,,163
362-U1480F-17F-1-A,4.25,5,184.143,184.15,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),irregular,sharp,irregular sharp,sub-horizontal,thin bed,unlithified,fine sand,4,normal grading,moderate,clay,fine sand,"Several thin bedded, normally graded intervals. Basal boundary definition applies to all intervals. Thicker fine sand beds at 23-31, 37-43, 70-75, 106-109 Fine sand filled horizontal burrow (Thallasinoides) at 10 cm.",planar lamination,sparse,2,Nereites,,,,,,,,,,,,,,,362,U1480,F,17,F,1,A,,,,164
362-U1480F-17F-1-A,5,7,184.15,184.17,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),irregular,sharp,irregular sharp,sub-horizontal,,unlithified,fine sand,4,normal grading,,silt,fine sand,,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,17,F,1,A,,,,165
362-U1480F-17F-1-A,7,109,184.17,185.19,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),irregular,sharp,irregular sharp,sub-horizontal,thin bed,unlithified,fine sand,4,normal grading,moderate,clay,fine sand,"Several thin bedded, normally graded intervals. Basal boundary definition applies to all intervals. Thicker fine sand beds at 23-31, 37-43, 70-75, 106-109 Fine sand filled horizontal burrow (Thallasinoides) at 10 cm.",planar lamination,sparse,2,Nereites,,,,,,,,,,,,,,,362,U1480,F,17,F,1,A,,,,166
362-U1480F-17F-1-A,109,150,185.19,185.6,IIA,,fine sand,with silt,fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4,non-graded,poor,,,Probably disturbed by coring,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,17,F,1,A,,,,167
362-U1480F-17F-2-A,0,81,185.6,186.41,IIA,,fine sand,with silt,fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4,non-graded,poor,,,Severe coring disturbance. Injection of clay on the edges of the core.,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,17,F,2,A,,,,168
362-U1480F-17F-3-A,0,95,186.6,187.55,IIA,,fine sand,with silt,fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4,non-graded,poor,,,Severe coring disturbance. Injection of clay on the edges of the core.,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,17,F,3,A,,,,169
362-U1480F-18F-1-A,0,150,188.8,190.3,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4,,,,,Severe coring disturbance. Dominant lithology: clay,,,,,,,,,,,,,,,,,,,362,U1480,F,18,F,1,A,,,,170
362-U1480F-18F-2-A,0,36,190.3,190.66,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,sub-horizontal,very thin bed,unlithified,fine sand,4,normal grading,moderate,clay,fine sand,Elongated beds due to coring disturbance,planar lamination,sparse,2,Nereites,,,,,,,,,,,,,,,362,U1480,F,18,F,2,A,,,,171
362-U1480F-18F-2-A,36,55,190.66,190.85,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),,,,,,unlithified,clay,1,non-graded,moderate,,,,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,18,F,2,A,,,,172
362-U1480F-18F-2-A,55,65,190.85,190.95,IIA,,silt,with clay,silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed,unlithified,fine sand,4,normal grading,moderate,clay,fine sand,Elongated beds due to coring disturbance,planar lamination,sparse,2,Nereites,,,,,,,,,,,,,,,362,U1480,F,18,F,2,A,,,,173
362-U1480F-18F-2-A,65,93,190.95,191.23,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),,,,,,unlithified,clay,1,non-graded,moderate,,,,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,18,F,2,A,,,,174
362-U1480F-18F-2-A,93,119,191.23,191.49,IIA,,silt,with clay,silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed,unlithified,fine sand,4,normal grading,moderate,clay,fine sand,Elongated beds due to coring disturbance,planar lamination,sparse,2,Nereites,,,,,,,,,,,,,,,362,U1480,F,18,F,2,A,,,,175
362-U1480F-18F-2-A,119,130,191.49,191.6,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),,,,,,unlithified,clay,1,non-graded,moderate,,,,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,18,F,2,A,,,,176
362-U1480F-18F-3-A,0,7,191.8,191.87,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),,,,,,unlithified,clay,1,non-graded,moderate,,,,structureless,sparse,2,Nereites,,,,,,,,,,,,,,,362,U1480,F,18,F,3,A,,,,177
362-U1480F-18F-3-A,7,15,191.87,191.95,IIA,,silt,with clay,silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed,unlithified,fine sand,4,normal grading,moderate,clay,fine sand,Elongated beds due to coring disturbance,planar lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,18,F,3,A,,,,178
362-U1480F-18F-3-A,15,34,191.95,192.14,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),,,,,,unlithified,clay,1,non-graded,moderate,,,,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,18,F,3,A,,,,179
362-U1480F-18F-3-A,34,43,192.14,192.23,IIA,,silt,with clay,silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed,unlithified,fine sand,4,normal grading,moderate,clay,fine sand,Elongated beds due to coring disturbance,planar lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,18,F,3,A,,,,180
362-U1480F-18F-3-A,43,110,192.23,192.9,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4,,,,,Severe coring disturbance,,,,,,,,,,,,,,,,,,,362,U1480,F,18,F,3,A,,,,181
362-U1480F-18F-4-A,0,56,192.9,193.46,IIA,,fine sand,with clay,fine sand,fine sand with clay,fine sand with clay,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4,,,,,Severe coring disturbance,,,,,,,,,,,,,,,,,,,362,U1480,F,18,F,4,A,,,,182
362-U1480F-18F-CC-A,0,8,193.46,193.54,IIA,,fine sand,with clay,fine sand,fine sand with clay,fine sand with clay,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4,,,,,Severe coring disturbance,,,,,,,,,,,,,,,,,,,362,U1480,F,18,F,CC,A,,,,183
362-U1480F-19F-1-A,0,11,193.5,193.61,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 5/N (gray),irregular,sharp,irregular sharp,sub-horizontal,,unlithified,fine sand,4,normal grading,well,silt,fine sand,,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,19,F,1,A,,,,184
362-U1480F-19F-1-A,11,36,193.61,193.86,IIA,,fine sand,with clay,fine sand,fine sand with clay,fine sand with clay,,GLEY 1 4/N (dark gray),irregular,sharp,irregular sharp,sub-horizontal,,unlithified,fine sand,4,normal grading,moderate,silt,fine sand,,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,19,F,1,A,,,,185
362-U1480F-19F-1-A,36,39,193.86,193.89,IIA,,clay,,clay,clay,clay,,GLEY 1 5/N (gray),planar,gradational,planar gradational,horizontal,,unlithified,clay,1,non-graded,well,,,,structureless,slight,3,Nereites,,,,,,,,,,,,,,,362,U1480,F,19,F,1,A,,,,186
362-U1480F-19F-1-A,39,46,193.89,193.96,IIA,,silt,with clay,silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,sub-horizontal,,unlithified,silt,2,normal grading,moderate,silt,silt,,planar lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,19,F,1,A,,,,187
362-U1480F-19F-1-A,46,56,193.96,194.06,IIA,,clay,,clay,clay,clay,,GLEY 1 5/N (gray),planar,gradational,planar gradational,horizontal,,unlithified,clay,1,non-graded,well,,,,structureless,slight,3,Nereites,,,,,,,,,,,,,,,362,U1480,F,19,F,1,A,,,,188
362-U1480F-19F-1-A,56,65,194.06,194.15,IIA,,silt,with clay,silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,sub-horizontal,,unlithified,silt,2,normal grading,moderate,silt,silt,,planar lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,19,F,1,A,,,,189
362-U1480F-19F-1-A,65,124,194.15,194.74,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4,non-graded,moderate,,,Sand is probably homogenized by coring disturbance,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,19,F,1,A,,,,190
362-U1480F-19F-2-A,0,116,194.75,195.91,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4,non-graded,moderate,,,Sand is probably homogenized by coring disturbance,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,19,F,2,A,,,,191
362-U1480F-19F-3-A,0,128,195.91,197.19,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4,non-graded,moderate,,,Sand is probably homogenized by coring disturbance,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,19,F,3,A,,,,192
362-U1480F-20F-1-A,0,5,198.2,198.25,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,sub-horizontal,,unlithified,very fine sand,3,non-graded,moderate,,,,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,20,F,1,A,,,,193
362-U1480F-20F-1-A,5,15,198.25,198.35,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),irregular,sharp,irregular sharp,inclined,,unlithified,very fine sand,3,non-graded,well,,,,lenticular bedded,absent,1,,,,,,,,,,,,,,,,362,U1480,F,20,F,1,A,,,,194
362-U1480F-20F-1-A,15,75,198.35,198.95,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,sub-horizontal,,unlithified,very fine sand,3,non-graded,moderate,,,Probably disturbed by coring,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,20,F,1,A,,,,195
362-U1480F-20F-1-A,75,115,198.95,199.35,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,,unlithified,fine sand,4,normal grading,moderate,clay,fine sand,,,,,,,,,,,,,,,,,,,,362,U1480,F,20,F,1,A,,,,196
362-U1480F-20F-2-A,0,3,199.7,199.73,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,thin bed,unlithified,very fine sand,3,non-graded,moderate,,,,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,20,F,2,A,,,,197
362-U1480F-20F-2-A,3,16,199.73,199.86,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,,unlithified,fine sand,4,non-graded,well,,,,structureless,slight,3,Planolites,,,,,,,,,,,,,,,362,U1480,F,20,F,2,A,,,,198
362-U1480F-20F-2-A,16,19,199.86,199.89,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,thin bed,unlithified,very fine sand,3,normal grading,moderate,clay,very fine sand,,planar lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,20,F,2,A,,,,199
362-U1480F-20F-2-A,19,24,199.89,199.94,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,,unlithified,fine sand,4,non-graded,well,,,,structureless,slight,3,Planolites,,,,,,,,,,,,,,,362,U1480,F,20,F,2,A,,,,200
362-U1480F-20F-2-A,24,27,199.94,199.97,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,thin bed,unlithified,very fine sand,3,normal grading,moderate,clay,very fine sand,,planar lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,20,F,2,A,,,,201
362-U1480F-20F-2-A,27,29,199.97,199.99,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,,unlithified,fine sand,4,non-graded,well,,,,structureless,slight,3,Planolites,,,,,,,,,,,,,,,362,U1480,F,20,F,2,A,,,,202
362-U1480F-20F-2-A,29,31,199.99,200.01,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,thin bed,unlithified,very fine sand,3,normal grading,moderate,clay,silt,,planar lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,20,F,2,A,,,,203
362-U1480F-20F-2-A,31,45,200.01,200.15,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,,unlithified,fine sand,4,non-graded,well,,,,structureless,slight,3,Planolites,,,,,,,,,,,,,,,362,U1480,F,20,F,2,A,,,,204
362-U1480F-20F-2-A,45,83,200.15,200.53,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,medium bed,unlithified,medium sand,5,non-graded,moderate,,,,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,20,F,2,A,,,,205
362-U1480F-20F-2-A,98,111,200.68,200.81,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,medium bed,unlithified,medium sand,5,non-graded,moderate,,,,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,20,F,2,A,,,,206
362-U1480F-20F-2-A,111,121,200.81,200.91,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,thin bed,unlithified,silt,2,normal grading,well,clay,silt,,planar lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,20,F,2,A,,,,207
362-U1480F-20F-2-A,121,150,200.91,201.2,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),,,,,very thick bed,unlithified,medium sand,5,non-graded,moderate,,,Sand is probably homogenized by coring disturbance,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,20,F,2,A,,,,208
362-U1480F-20F-3-A,0,102,201.2,202.22,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),,,,,very thick bed,unlithified,medium sand,5,non-graded,moderate,,,Sand is probably homogenized by coring disturbance,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,20,F,3,A,,,,209
362-U1480F-21F-1-A,0,12,202.9,203.02,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 5/N (gray),irregular,sharp,irregular sharp,inclined,,unlithified,fine sand,4,non-graded,well,,,,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,21,F,1,A,,,,210
362-U1480F-21F-1-A,12,26,203.02,203.16,IIA,,clay,,clay,clay,clay,,GLEY 1 5/N (gray),planar,gradational,planar gradational,sub-horizontal,,unlithified,silt,2,normal grading,moderate,clay,silt,,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,21,F,1,A,,,,211
362-U1480F-21F-1-A,26,43,203.16,203.33,IIA,,fine sand,with silt,fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/N (dark gray),irregular,sharp,irregular sharp,sub-horizontal,,unlithified,fine sand,4,normal grading,moderate,silt,fine sand,,structureless,sparse,2,Thalassinoides,,,,,,,,,,,,,,,362,U1480,F,21,F,1,A,,,,212
362-U1480F-21F-1-A,43,150,203.33,204.4,IIA,,fine sand,with silt,fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4,non-graded,poor,,,"Severe coring disturbance suggested by the overall lithology and the disturbance in deeper sections. At 44 and 48 cm, presence of cm-wide, cm-thick mudclats that can be coring induced features.",structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,21,F,1,A,,,,213
362-U1480F-21F-2-A,0,131,204.4,205.71,IIA,,fine sand,with silt,fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4,non-graded,poor,,,Severe coring disturbance,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,21,F,2,A,,,,214
362-U1480F-21F-3-A,0,135,205.9,207.25,IIA,,fine sand,with silt,fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4,non-graded,poor,,,Severe coring disturbance,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,21,F,3,A,,,,215
362-U1480F-21F-CC-A,0,17,207.34,207.51,IIA,,fine sand,with silt,fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4,non-graded,poor,,,Severe coring disturbance,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,21,F,CC,A,,,,216
362-U1480F-22F-1-A,0,87,207.6,208.47,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4,non-graded,moderate,,,"2-3 cm wide, 1-2 cm thick rounded clay clasts at 17 and 19 cm",structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,22,F,1,A,,,,217
362-U1480F-22F-2-A,0,114,208.47,209.61,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4,non-graded,moderate,,,,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,22,F,2,A,,,,218
362-U1480F-23F-1-A,0,138,212.3,213.68,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4,non-graded,moderate,,,Sand is probably homogenized by coring disturbance,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,23,F,1,A,,,,219
362-U1480F-23F-2-A,0,131,213.8,215.11,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4,non-graded,moderate,,,Sand is probably homogenized by coring disturbance,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,23,F,2,A,,,,220
362-U1480F-23F-3-A,0,141,215.3,216.71,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4,non-graded,moderate,,,Sand is probably homogenized by coring disturbance,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,23,F,3,A,,,,221
362-U1480F-23F-CC-A,0,19.5,216.71,216.905,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4,non-graded,moderate,,,Sand is probably homogenized by coring disturbance,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,23,F,CC,A,,,,222
362-U1480F-24F-1-A,0,121,217,218.21,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4,non-graded,moderate,,,Sand is probably homogenized by coring disturbance,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,24,F,1,A,,,,223
362-U1480F-24F-2-A,0,132,218.21,219.53,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4,non-graded,moderate,,,Sand is probably homogenized by coring disturbance,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,24,F,2,A,,,,224
362-U1480F-24F-3-A,0,114,219.53,220.67,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4,non-graded,moderate,,,Sand is probably homogenized by coring disturbance,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,24,F,3,A,,,,225
362-U1480F-25F-1-A,0,18,221.7,221.88,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,medium bed,unlithified,medium sand,5,normal grading,moderate,clay,medium sand,,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,25,F,1,A,,,,226
362-U1480F-25F-1-A,18,25,221.88,221.95,IIA,,clay,,clay,clay,clay,,GLEY 1 4/10Y (dark greenish gray),planar,sharp,planar sharp,inclined,thin bed,unlithified,silt,2,normal grading,well,clay,silt,,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,25,F,1,A,,,,227
362-U1480F-25F-1-A,25,57,221.95,222.27,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/10Y (dark greenish gray),,,,,,unlithified,fine sand,4,non-graded,moderate,,,Sand is probably homogenized by coring disturbance,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,25,F,1,A,,,,228
362-U1480F-25F-1-A,57,66.5,222.27,222.365,IIA,,clay,,clay,clay,clay,,GLEY 1 4/10Y (dark greenish gray),planar,sharp,planar sharp,horizontal,thin bed,unlithified,fine sand,4,inverse grading,moderate,silt,clay,,lenticular bedded,absent,1,,,,,,,,,,,,,,,,362,U1480,F,25,F,1,A,,,,229
362-U1480F-25F-1-A,66.5,97.5,222.365,222.675,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/10Y (dark greenish gray),irregular,sharp,irregular sharp,horizontal,medium bed,unlithified,very fine sand,3,inverse grading,moderate,very fine sand,clay,,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,25,F,1,A,,,,230
362-U1480F-25F-1-A,97.5,105,222.675,222.75,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/10Y (dark greenish gray),planar,gradational,planar gradational,inclined,thin bed,unlithified,very fine sand,3,inverse grading,moderate,very fine sand,silt,,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,25,F,1,A,,,,231
362-U1480F-25F-1-A,105,115,222.75,222.85,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/10Y (dark greenish gray),,,,,,unlithified,fine sand,4,non-graded,moderate,,,Sand is probably homogenized by coring disturbance,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,25,F,1,A,,,,232
