Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
359-U1467C-16H-3-A,102,150,136.22,136.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,16,H,3,A,,,,,166
359-U1467C-16H-4-A,0,97,136.7,137.67,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,gradational,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,16,H,4,A,,,,,167
359-U1467C-16H-4-A,97,100,137.67,137.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,sharp,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,16,H,4,A,,,,,168
359-U1467C-16H-4-A,100,121,137.7,137.91,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,gradational,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,16,H,4,A,,,,,169
359-U1467C-16H-4-A,121,141,137.91,138.11,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,sharp,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,16,H,4,A,,,,,170
359-U1467C-16H-4-A,141,150,138.11,138.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,16,H,4,A,,,,,171
359-U1467C-16H-5-A,0,36,138.2,138.56,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (R)",,,,359,U1467,C,16,H,5,A,,,,,172
359-U1467C-16H-5-A,36,144,138.56,139.64,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (R)",,,,359,U1467,C,16,H,5,A,,,,,173
359-U1467C-16H-5-A,144,150,139.64,139.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (R)",,,,359,U1467,C,16,H,5,A,,,,,174
359-U1467C-16H-6-A,0,51,139.7,140.21,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,16,H,6,A,,,,,175
359-U1467C-16H-6-A,51,121,140.21,140.91,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/1 (gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,16,H,6,A,,,,,176
359-U1467C-16H-6-A,121,131,140.91,141.01,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/1 (gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,16,H,6,A,,,,,177
359-U1467C-16H-7-A,0,22,141.01,141.23,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,16,H,7,A,,,,,178
359-U1467C-16H-7-A,22,66,141.23,141.67,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,16,H,7,A,,,,,179
359-U1467C-16H-CC-A,0,22,141.67,141.89,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,16,H,CC,A,,,,,180
359-U1467C-17H-1-A,0,72,141.7,142.42,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,17,H,1,A,,,,,181
359-U1467C-17H-1-A,72,150,142.42,143.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,17,H,1,A,,,,,182
359-U1467C-17H-2-A,0,100,143.2,144.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,17,H,2,A,,,,,183
359-U1467C-17H-2-A,100,115,144.2,144.35,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,17,H,2,A,,,,,184
359-U1467C-17H-2-A,115,150,144.35,144.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,17,H,2,A,,,,,185
359-U1467C-17H-3-A,0,62,144.7,145.32,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (R)",,,,359,U1467,C,17,H,3,A,,,,,186
359-U1467C-17H-3-A,62,134,145.32,146.04,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (R)",,,,359,U1467,C,17,H,3,A,,,,,187
359-U1467C-17H-3-A,134,150,146.04,146.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (R)",,,,359,U1467,C,17,H,3,A,,,,,188
359-U1467C-17H-4-A,0,9,146.2,146.29,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved.,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,17,H,4,A,,,,,189
359-U1467C-17H-4-A,9,15,146.29,146.35,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved.,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,17,H,4,A,,,,,190
359-U1467C-17H-4-A,15,32,146.35,146.52,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,17,H,4,A,,,,,191
359-U1467C-17H-4-A,32,53,146.52,146.73,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,17,H,4,A,,,,,192
359-U1467C-17H-4-A,53,81,146.73,147.01,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,17,H,4,A,,,,,193
359-U1467C-17H-4-A,81,89,147.01,147.09,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,17,H,4,A,,,,,194
359-U1467C-17H-4-A,89,150,147.09,147.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A). White crushed, partly dissolved shell.",,,,359,U1467,C,17,H,4,A,,,,,195
359-U1467C-17H-5-A,0,52,147.7,148.22,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,,,,,,,,,,,complete,6,,gradational,horizontal,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,17,H,5,A,,,,,196
359-U1467C-17H-5-A,52,77,148.22,148.47,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,,,,,,,,,,,complete,6,,gradational,horizontal,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,17,H,5,A,,,,,197
359-U1467C-17H-5-A,77,150,148.47,149.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,17,H,5,A,,,,,198
359-U1467C-17H-6-A,0,150,149.2,150.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,17,H,6,A,,,,,199
359-U1467C-17H-7-A,0,73,150.7,151.43,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,17,H,7,A,,,,,200
359-U1467C-17H-CC-A,0,8,151.43,151.51,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,17,H,CC,A,,,,,201
359-U1467C-17H-CC-A,8,19,151.51,151.62,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,C,17,H,CC,A,,,,,202
359-U1467C-18H-1-A,0,150,151.2,152.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,sharp,horizontal,Cave-in.,,,,359,U1467,C,18,H,1,A,,,,,203
359-U1467C-18H-2-A,0,150,152.7,154.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,,,,,,,,celestine nodule,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod and bivalve fragments, otoliths (C). sponge spicules (F). Celestite (P) as burrow infill.",,,,359,U1467,C,18,H,2,A,,,,,204
359-U1467C-18H-3-A,0,150,154.2,155.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,,,,,,,,celestine nodule,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod and bivalve fragments, otoliths (C). sponge spicules (F). Burrows more lithified",,,,359,U1467,C,18,H,3,A,,,,,205
359-U1467C-18H-4-A,0,150,155.7,157.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,,,,,,,,celestine nodule,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod and bivalve fragments, otoliths (C). sponge spicules (F). Celestite (P) as burrow infill.",,,,359,U1467,C,18,H,4,A,,,,,206
359-U1467C-18H-5-A,0,150,157.2,158.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,,,,,,,,celestine nodule,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod and bivalve fragments, otoliths (C). sponge spicules (F).",,,,359,U1467,C,18,H,5,A,,,,,207
359-U1467C-18H-6-A,0,150,158.7,160.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,,,,,,,,celestine nodule,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod and bivalve fragments, otoliths (C). sponge spicules (F).",,,,359,U1467,C,18,H,6,A,,,,,208
359-U1467C-18H-7-A,0,58,160.2,160.78,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,,,,,,,,celestine nodule,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod and bivalve fragments, otoliths (C). sponge spicules (F).",,,,359,U1467,C,18,H,7,A,,,,,209
359-U1467C-18H-CC-A,0,21,160.78,160.99,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,,,,,,,,celestine nodule,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod and bivalve fragments, otoliths (C). sponge spicules (F).",,,,359,U1467,C,18,H,CC,A,,,,,210
359-U1467C-19H-1-A,0,8,160.7,160.78,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod(C). sponge spicules (F).",,,,359,U1467,C,19,H,1,A,,,,,211
359-U1467C-19H-2-A,8,150,162.28,163.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,VOID,,,,359,U1467,C,19,H,2,A,,,,,212
359-U1467C-19H-3-A,0,150,163.7,165.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,,,,,,,,celestine nodule,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod(C). sponge spicules (F). Burrows more lithified and with Celestine infills",,,,359,U1467,C,19,H,3,A,,,,,213
359-U1467C-19H-4-A,0,150,165.2,166.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,,,,,,,,celestine nodule,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod(C). sponge spicules (F). Burrows more lithified and with Celestine infills",,,,359,U1467,C,19,H,4,A,,,,,214
359-U1467C-19H-5-A,0,150,166.7,168.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,,,,,,,,celestine nodule,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod(C). sponge spicules (F). Burrows more lithified and with Celestine infills",,,,359,U1467,C,19,H,5,A,,,,,215
359-U1467C-19H-6-A,0,150,168.2,169.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,,,,,,,,celestine nodule,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod(C). sponge spicules (F). Burrows more lithified and with Celestine infills",,,,359,U1467,C,19,H,6,A,,,,,216
359-U1467C-19H-7-A,0,75,169.7,170.45,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,,,,,,,,celestine nodule,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod(C). sponge spicules (F). Burrows more lithified and with Celestine infills",,,,359,U1467,C,19,H,7,A,,,,,217
359-U1467C-19H-CC-A,0,17,170.45,170.62,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,,,,,,,,celestine nodule,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod(C). sponge spicules (F). Burrows more lithified and with Celestine infills",,,,359,U1467,C,19,H,CC,A,,,,,218
359-U1467C-20H-1-A,0,24,170.2,170.44,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/1 (gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),Poorly preserved,,,,,,celestine nodule,,,complete,6,,gradational,horizontal,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod(C). sponge spicules (F). Burrows more lithified and with Celestine infills",,,,359,U1467,C,20,H,1,A,,,,,219
359-U1467C-20H-1-A,24,150,170.44,171.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (planktic),Poorly preserved,,,,,,celestine nodule,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod(C). sponge spicules (F). Burrows more lithified and with Celestine infills",,,,359,U1467,C,20,H,1,A,,,,,220
359-U1467C-20H-2-A,0,94,171.7,172.64,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),Poorly preserved,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod(C). sponge spicules (F).",,,,359,U1467,C,20,H,2,A,,,,,221
359-U1467C-20H-2-A,94,150,172.64,173.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (planktic),Poorly preserved,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod(C). sponge spicules (F).",,,,359,U1467,C,20,H,2,A,,,,,222
359-U1467C-20H-3-A,0,150,173.2,174.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),Poorly preserved,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod(C). sponge spicules (F).",,,,359,U1467,C,20,H,3,A,,,,,223
359-U1467C-20H-4-A,0,150,174.7,176.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (planktic),Poorly preserved,,,,,,celestine nodule,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod(C). sponge spicules (F).",,,,359,U1467,C,20,H,4,A,,,,,224
359-U1467C-20H-5-A,0,150,176.2,177.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),Poorly preserved,,,,,,celestine nodule,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod(C). sponge spicules (F). Burrows more lithified and with Celestine infills",,,,359,U1467,C,20,H,5,A,,,,,225
359-U1467C-20H-6-A,0,131,177.7,179.01,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),Poorly preserved,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod(C). sponge spicules (F). Burrows more lithified and with Celestine infills",,,,359,U1467,C,20,H,6,A,,,,,226
359-U1467C-20H-7-A,0,78,179.01,179.79,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,,,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod(C). sponge spicules (F). Burrows more lithified and with Celestine infills",,,,359,U1467,C,20,H,7,A,,,,,227
