Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Lithology max. grain size class,Lithology max. grain size rank [read only],Grading,Sorting,Upper boundary ave. grain size class,Lowerr boundary ave. grain size class,General interval comment,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Primary trace fossils,Secondary trace fossils,Minor trace fossils,Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
362-U1480G-33R-1-A,0,5,1055.2,1055.25,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,medium bed [B01],partially lithified,silt [W22_1],2,non-graded,poor [2014],clay [W22_1],silt [W22_1],very fine lamination,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,33,R,1,A,,,,519
362-U1480G-33R-1-A,5,13,1055.25,1055.33,IIC,,fine sand [USGS],with clay [2014],fine sand,fine sand with clay,fine sand with clay,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,medium bed [B01],partially lithified,fine sand [W22_2],4,normal grading,poor [2014],clay [W22_1],fine sand [W22_2],,planar lamination,absent [DB91],1,,,,,,plant fragment,C [A85],,,,,,,,,362,U1480,G,33,R,1,A,,,,520
362-U1480G-33R-1-A,13,17,1055.33,1055.37,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,2.5Y 2.5/1 (black),planar,sharp,planar sharp,horizontal,medium bed [B01],partially lithified,silt [W22_1],2,non-graded,poor [2014],,,,planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,33,R,1,A,,,,521
362-U1480G-33R-1-A,17,18,1055.37,1055.38,IIC,,silt [S54],,silt,silt,silt,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,medium bed [B01],partially lithified,fine sand [W22_2],4,normal grading,poor [2014],clay [W22_1],fine sand [W22_2],,planar lamination,absent [DB91],1,,,,,,plant fragment,C [A85],,,,,,,,,362,U1480,G,33,R,1,A,,,,522
362-U1480G-33R-1-A,18,32,1055.38,1055.52,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,2.5Y 2.5/1 (black),planar,sharp,planar sharp,horizontal,medium bed [B01],partially lithified,silt [W22_1],2,non-graded,poor [2014],,,,planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,33,R,1,A,,,,523
362-U1480G-33R-1-A,32,34.5,1055.52,1055.545,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,fine sand [W22_2],4,normal grading,poor [2014],clay [W22_1],fine sand [W22_2],,planar lamination,absent [DB91],1,,,,,,plant fragment,C [A85],,,,,,,,,362,U1480,G,33,R,1,A,,,,524
362-U1480G-33R-1-A,34.5,48,1055.545,1055.68,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,2.5Y 2.5/1 (black),planar,sharp,planar sharp,horizontal,medium bed [B01],partially lithified,silt [W22_1],2,non-graded,poor [2014],,,planar lamination is getting less and the sediment is more structureless,planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,33,R,1,A,,,,525
362-U1480G-33R-1-A,48,50,1055.68,1055.7,IIC,,silt [S54],,silt,silt,silt,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,medium bed [B01],partially lithified,fine sand [W22_2],4,normal grading,poor [2014],clay [W22_1],fine sand [W22_2],,planar lamination,absent [DB91],1,,,,,,plant fragment,C [A85],,,,,,,,,362,U1480,G,33,R,1,A,,,,526
362-U1480G-33R-1-A,50,55.5,1055.7,1055.755,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,2.5Y 2.5/1 (black),planar,sharp,planar sharp,horizontal,medium bed [B01],partially lithified,silt [W22_1],2,non-graded,poor [2014],,,planar lamination is getting less and the sediment is more structureless,planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,33,R,1,A,,,,527
362-U1480G-33R-1-A,55.5,57,1055.755,1055.77,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,fine sand [W22_2],4,normal grading,poor [2014],clay [W22_1],fine sand [W22_2],,planar lamination,absent [DB91],1,,,,,,plant fragment,C [A85],,,,,,,,,362,U1480,G,33,R,1,A,,,,528
362-U1480G-33R-1-A,57,86,1055.77,1056.06,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,2.5Y 2.5/1 (black),planar,sharp,planar sharp,horizontal,medium bed [B01],partially lithified,silt [W22_1],2,non-graded,poor [2014],,,planar lamination is getting less and the sediment is more structureless,planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,33,R,1,A,,,,529
362-U1480G-34R-1-A,0,21,1064.9,1065.11,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,,,,,,,,,,,,,,fall in,,,,,,,,,,,,,,,,,,,362,U1480,G,34,R,1,A,,,,530
362-U1480G-34R-1-A,21,71,1065.11,1065.61,IIC,,fine sand [USGS],,fine sand,fine sand,fine sand,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,thick bed [B01],partially lithified,fine sand [W22_2],4,normal grading,moderate [2014],clay [W22_1],fine sand [W22_2],mainly structureless with only the last 2 cm having planar laminations,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,34,R,1,A,,,,531
362-U1480G-34R-1-A,71,82,1065.61,1065.72,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,2.5Y 2.5/1 (black),planar,sharp,planar sharp,horizontal,medium bed [B01],partially lithified,silt [W22_1],2,non-graded,poor [2014],,,planar lamination is getting less and the sediment is more structureless,planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,34,R,1,A,,,,532
362-U1480G-34R-2-A,0,2,1065.89,1065.91,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,2.5Y 2.5/1 (black),planar,sharp,planar sharp,horizontal,medium bed [B01],partially lithified,silt [W22_1],2,non-graded,poor [2014],,,planar lamination is getting less and the sediment is more structureless,planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,34,R,2,A,,,,533
362-U1480G-34R-2-A,2,6,1065.91,1065.95,IIC,,fine sand [USGS],,fine sand,fine sand,fine sand,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,thick bed [B01],partially lithified,fine sand [W22_2],4,normal grading,moderate [2014],clay [W22_1],fine sand [W22_2],structureless but with reworked clay clasts in cm size,structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,,,"fine-grained, unknown [2014]",,rounded,,,,,,362,U1480,G,34,R,2,A,,,,534
362-U1480G-34R-2-A,6,9,1065.95,1065.98,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,2.5Y 2.5/1 (black),planar,sharp,planar sharp,horizontal,medium bed [B01],partially lithified,silt [W22_1],2,non-graded,poor [2014],,,planar lamination is getting less and the sediment is more structureless,planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,34,R,2,A,,,,535
362-U1480G-34R-2-A,9,19,1065.98,1066.08,IIC,,fine sand [USGS],,fine sand,fine sand,fine sand,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,thick bed [B01],partially lithified,fine sand [W22_2],4,normal grading,moderate [2014],clay [W22_1],fine sand [W22_2],structureless but with reworked clay clasts in cm size,structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,,,"fine-grained, unknown [2014]",,rounded,,,,,,362,U1480,G,34,R,2,A,,,,536
362-U1480G-34R-2-A,19,37,1066.08,1066.26,IIC,,clay [S54],,clay,clay,clay,,2.5Y 2.5/1 (black),planar,sharp,planar sharp,horizontal,medium bed [B01],partially lithified,silt [W22_1],2,non-graded,poor [2014],,,planar lamination is getting less and the sediment is more structureless,planar lamination,slight [DB91],3,Nereites,,,rip-up clast [NMJ05],,,,sandstone [S54],,rounded,,,,,,362,U1480,G,34,R,2,A,,,,537
362-U1480G-34R-2-A,37,42,1066.26,1066.31,IIC,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,thin bed [B01],partially lithified,silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,34,R,2,A,,,,538
362-U1480G-34R-2-A,42,45,1066.31,1066.34,IIC,,clay [S54],,clay,clay,clay,,2.5Y 2.5/1 (black),planar,sharp,planar sharp,horizontal,medium bed [B01],partially lithified,silt [W22_1],2,non-graded,poor [2014],,,planar lamination is getting less and the sediment is more structureless,planar lamination,slight [DB91],3,Nereites,,,rip-up clast [NMJ05],,,,sandstone [S54],,rounded,,,,,,362,U1480,G,34,R,2,A,,,,539
362-U1480G-34R-2-A,45,47,1066.34,1066.36,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,2.5Y 4/1 (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,normal grading,,clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,34,R,2,A,,,,540
362-U1480G-34R-2-A,47,54,1066.36,1066.43,IIC,,clay [S54],,clay,clay,clay,,2.5Y 2.5/1 (black),planar,sharp,planar sharp,horizontal,medium bed [B01],partially lithified,silt [W22_1],2,non-graded,poor [2014],,,planar lamination is getting less and the sediment is more structureless,planar lamination,slight [DB91],3,Nereites,,,rip-up clast [NMJ05],,,,sandstone [S54],,rounded,,,,,,362,U1480,G,34,R,2,A,,,,541
362-U1480G-34R-2-A,54,55,1066.43,1066.44,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,2.5Y 4/1 (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,normal grading,,clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,34,R,2,A,,,,542
362-U1480G-34R-2-A,55,57,1066.44,1066.46,IIC,,clay [S54],,clay,clay,clay,,2.5Y 2.5/1 (black),planar,sharp,planar sharp,horizontal,medium bed [B01],partially lithified,silt [W22_1],2,non-graded,poor [2014],,,planar lamination is getting less and the sediment is more structureless,planar lamination,slight [DB91],3,Nereites,,,rip-up clast [NMJ05],,,,sandstone [S54],,rounded,,,,,,362,U1480,G,34,R,2,A,,,,543
362-U1480G-34R-2-A,57,61.5,1066.46,1066.505,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,2.5Y 4/1 (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,normal grading,,clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,34,R,2,A,,,,544
362-U1480G-34R-2-A,61.5,79,1066.505,1066.68,IIC,,clay [S54],,clay,clay,clay,,2.5Y 2.5/1 (black),planar,sharp,planar sharp,horizontal,medium bed [B01],partially lithified,silt [W22_1],2,non-graded,poor [2014],,,planar lamination is getting less and the sediment is more structureless,planar lamination,slight [DB91],3,Nereites,,,rip-up clast [NMJ05],,,,sandstone [S54],,rounded,,,,,,362,U1480,G,34,R,2,A,,,,545
362-U1480G-34R-2-A,79,83,1066.68,1066.72,IIC,,fine sand [USGS],,fine sand,fine sand,fine sand,,2.5Y 3/1 (very dark gray),wavy,sharp,wavy sharp,sub-horizontal,thick bed [B01],partially lithified,fine sand [W22_2],4,normal grading,moderate [2014],silt [W22_1],fine sand [W22_2],"planar lamination at the top, structureless in the middle and with load casts at the base",load structure,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,34,R,2,A,,,,546
362-U1480G-34R-2-A,83,91,1066.72,1066.8,IIC,,clay [S54],,clay,clay,clay,,2.5Y 2.5/1 (black),planar,sharp,planar sharp,horizontal,medium bed [B01],partially lithified,silt [W22_1],2,non-graded,poor [2014],,,planar lamination is getting less and the sediment is more structureless,planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,34,R,2,A,,,,547
362-U1480G-35R-1-A,0,12,1074.6,1074.72,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"Planar laminated silt lamina at 5, 8, 11 cm",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,35,R,1,A,,,,548
362-U1480G-35R-1-A,12,17,1074.72,1074.77,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 5/N (gray),irregular,,irregular ,,thin bed [B01],lithified [B84],very fine sand [W22_2],3,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,carbonate concretion,,,,,,,,,,,362,U1480,G,35,R,1,A,,,,549
362-U1480G-35R-1-A,17,20,1074.77,1074.8,IIC,,silt [S54],with carbonate allochems [F80],silt,silt with carbonate allochems,silt with carbonate allochems,,GLEY 1 4/N (dark gray),planar,gradational,planar gradational,horizontal,very thin bed [B01],lithified [B84],very fine sand [W22_2],3,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,35,R,1,A,,,,550
362-U1480G-35R-1-A,20,24,1074.8,1074.84,IIC,fine,sandstone [S54],,fine sandstone,fine sandstone,sandstone,,GLEY 1 5/N (gray),irregular,sharp,irregular sharp,sub-horizontal,thin bed [B01],lithified [B84],very fine sand [W22_2],3,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,carbonate concretion,,,,,,,,,,,362,U1480,G,35,R,1,A,,,,551
362-U1480G-35R-1-A,24,32,1074.84,1074.92,IIC,,silt [S54],with carbonate allochems [F80],silt,silt with carbonate allochems,silt with carbonate allochems,,GLEY 1 4/N (dark gray),irregular,,irregular ,,,lithified [B84],very fine sand [W22_2],3,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],Cross (upper is planar) laminated silt lamina.,cross-lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,35,R,1,A,,,,552
362-U1480G-35R-1-A,32,39.5,1074.92,1074.995,IIC,fine,sandstone [S54],,fine sandstone,fine sandstone,sandstone,,GLEY 1 5/N (gray),,,,,,lithified [B84],,,,,,,,,,,,,,,carbonate concretion,,,,,,,,,,,362,U1480,G,35,R,1,A,,,,553
362-U1480G-35R-1-A,39.5,50,1074.995,1075.1,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"Planar laminated silt lamina at 41, 43, 49 cm",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,35,R,1,A,,,,554
362-U1480G-35R-1-A,50,59,1075.1,1075.19,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,thin bed [B01],unlithified [Leg194],fine sand [W22_2],4,normal grading,moderate [2014],silt [W22_1],fine sand [W22_2],,,absent [DB91],1,,,,,,plant fragment,R [A85],,,,,,,,,362,U1480,G,35,R,1,A,,,,555
362-U1480G-35R-1-A,59,95,1075.19,1075.55,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"Planar laminated silt lamina at 62, 73, 79, 85, 91 cm. Cross lamina at 66 cm Convoluted lamina at 83 cm.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,35,R,1,A,,,,556
362-U1480G-36R-1-A,0,4.5,1084.4,1084.445,IIC,,clay [S54],,clay,clay,clay,,GLEY 1 4/N (dark gray),,,,,,,,,,,,,Fall in from top,,,,,,,,,,,,,,,,,,,362,U1480,G,36,R,1,A,,,,557
362-U1480G-36R-1-A,4.5,6,1084.445,1084.46,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 3/N (very dark gray),irregular,gradational,irregular gradational,sub-horizontal,thick bed [B01],partially lithified,fine sand [W22_2],4,normal grading,poor [2014],silt [W22_1],fine sand [W22_2],,convolute bedded,absent [DB91],1,,,,,,plant fragment,C [A85],,,,,,,,,362,U1480,G,36,R,1,A,,,,558
362-U1480G-36R-1-A,6,8,1084.46,1084.48,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),irregular,gradational,irregular gradational,sub-horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,,,,,,planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,36,R,1,A,,,,559
362-U1480G-36R-1-A,8,49,1084.48,1084.89,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 3/N (very dark gray),irregular,gradational,irregular gradational,sub-horizontal,thick bed [B01],partially lithified,fine sand [W22_2],4,normal grading,poor [2014],silt [W22_1],fine sand [W22_2],layer shows slump structure,,absent [DB91],1,,,,,,plant fragment,C [A85],,,,,,,,,362,U1480,G,36,R,1,A,,,,560
362-U1480G-36R-1-A,49,84,1084.89,1085.24,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/N (dark gray),,,,,thick bed [B01],partially lithified,medium sand [W22_2],5,non-graded,poor [2014],,,,structureless,absent [DB91],1,,,,,,plant fragment,C [A85],,,,,,,,,362,U1480,G,36,R,1,A,,,,561
362-U1480G-36R-2-A,0,3.5,1085.44,1085.475,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/N (dark gray),,,,,,partially lithified,medium sand [W22_2],5,non-graded,poor [2014],,,,structureless,absent [DB91],1,,,,,,plant fragment,C [A85],,,,,,,,,362,U1480,G,36,R,2,A,,,,562
362-U1480G-36R-2-A,3.5,62,1085.475,1086.06,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 2.5/10Y (greenish black),planar,sharp,planar sharp,horizontal,,partially lithified,very fine sand [W22_2],3,normal grading,moderate [2014],clay [W22_1],silt [W22_1],"individual beds are normally graded from dark gray silt to greenish black clay. Silt laminae at 6, 15, 21 cm",planar lamination,moderate [DB91],4,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,G,36,R,2,A,,,,563
362-U1480G-36R-2-A,62,91,1086.06,1086.35,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,sub-horizontal,medium bed [B01],partially lithified,fine sand [W22_2],4,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],,convolute bedded,absent [DB91],1,,,,,,plant fragment,C [A85],,,,,,,,,362,U1480,G,36,R,2,A,,,,564
362-U1480G-36R-2-A,91,134,1086.35,1086.78,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 2.5/10Y (greenish black),planar,sharp,planar sharp,horizontal,,partially lithified,very fine sand [W22_2],3,normal grading,moderate [2014],clay [W22_1],silt [W22_1],"individual beds are normally graded from dark gray silt to greenish black clay. Silt laminae at 98, 99, 103, 107, 121, 129 cm",planar lamination,moderate [DB91],4,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,G,36,R,2,A,,,,565
362-U1480G-37R-1-A,0,15,1094.1,1094.25,IIC,,sand-silt-clay [S54],,sand-silt-clay,sand-silt-clay,sand-silt-clay,,,planar,sharp,planar sharp,horizontal,,,,,,,,,mixed up material from coring,,,,,,,,,,,,,,,,,,,362,U1480,G,37,R,1,A,,,,566
362-U1480G-37R-1-A,15,37.5,1094.25,1094.475,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,very fine sand [W22_2],3,normal grading,moderate [2014],clay [W22_1],silt [W22_1],"individual beds are normally graded from dark gray silt to greenish black clay. Silt laminae at 18, 20, 28, 36 cm",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,37,R,1,A,,,,567
362-U1480G-37R-1-A,37.5,39.5,1094.475,1094.495,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,2.5Y 4/1 (dark gray),planar,sharp,planar sharp,sub-horizontal,very thin bed [B01],unlithified [Leg194],medium sand [W22_2],5,non-graded,poor [2014],,,,structureless,absent [DB91],1,,,,,,plant fragment,C [A85],,,,,,,,,362,U1480,G,37,R,1,A,,,,568
362-U1480G-37R-1-A,39.5,45,1094.495,1094.55,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,sub-horizontal,thin bed [B01],partially lithified,very fine sand [W22_2],3,normal grading,moderate [2014],clay [W22_1],silt [W22_1],individual beds are normally graded from dark gray silt to greenish black clay. Silt laminae at cm,planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,37,R,1,A,,,,569
362-U1480G-37R-1-A,45,56.5,1094.55,1094.665,IIC,,fine sand [USGS],,fine sand,fine sand,fine sand,,2.5Y 4/1 (dark gray),planar,sharp,planar sharp,horizontal,medium bed [B01],partially lithified,fine sand [W22_2],4,non-graded,moderate [2014],,,1 cm thick rip-up clay clast in the sand layer,structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,C [A85],,,,,,,,,362,U1480,G,37,R,1,A,,,,570
362-U1480G-37R-1-A,56.5,86,1094.665,1094.96,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,2.5Y 3/1 (very dark gray),,,,,medium bed [B01],partially lithified,very fine sand [W22_2],3,normal grading,moderate [2014],clay [W22_1],silt [W22_1],"individual beds are normally graded from dark gray silt to greenish black clay. Planar silt lamina at 58, 62, 68, 71, 85 cm Convoluted silt lamina at 57, 77 cm",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,37,R,1,A,,,,571
362-U1480G-37R-2-A,0,32.5,1094.96,1095.285,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,2.5Y 3/1 (very dark gray),,,,,thick bed [B01],partially lithified,very fine sand [W22_2],3,normal grading,moderate [2014],clay [W22_1],silt [W22_1],"individual beds are normally graded from dark gray silt to greenish black clay. Planar silt lamina at 5, 28 cm Convoluted silt lamina at 15 cm",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,37,R,2,A,,,,572
362-U1480G-37R-2-A,32.5,34.5,1095.285,1095.305,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,2.5Y 4/1 (dark gray),wavy,sharp,wavy sharp,horizontal,very thin bed [B01],unlithified [Leg194],fine sand [W22_2],4,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,plant fragment,C [A85],,,,,,,,,362,U1480,G,37,R,2,A,,,,573
362-U1480G-37R-2-A,34.5,58,1095.305,1095.54,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,2.5Y 3/1 (very dark gray),,,,,,partially lithified,very fine sand [W22_2],3,normal grading,moderate [2014],clay [W22_1],silt [W22_1],"individual beds are normally graded from dark gray silt to greenish black clay. Silt laminae at 42, 45, 56 cm",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,37,R,2,A,,,,574
362-U1480G-37R-2-A,58,80,1095.54,1095.76,IIC,,clay [S54],,clay,clay,clay,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,well [2014],,,,planar lamination,heavy [DB91],4,Phycosiphon,Nereites,Planolites,,,,,,,,,,,,,362,U1480,G,37,R,2,A,,,,575
362-U1480G-37R-3-A,0,58,1095.96,1096.54,IIC,,clay [S54],,clay,clay,clay,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,well [2014],,,,planar lamination,heavy [DB91],4,Phycosiphon,Nereites,Planolites,,,,,,,,,,,,,362,U1480,G,37,R,3,A,,,,576
362-U1480G-37R-3-A,58,100,1096.54,1096.96,IIC,,sand-silt-clay [S54],,sand-silt-clay,sand-silt-clay,sand-silt-clay,,GLEY 1 2.5/10GY (greenish black),,,,,,,,,,,,,brecciated angular greenish black and very dark greenish gray lithified clay clasts in lithified fine sand matrix.,,,,,,,,,,,,,,,,,,,362,U1480,G,37,R,3,A,,,,577
362-U1480G-38R-1-A,0,23,1103.8,1104.03,IIC,,clay [S54],,clay,clay,clay,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,horizontal,,partially lithified,silt [W22_1],2,non-graded,poor [2014],,,,structureless,sparse [DB91],2,Nereites,Scolicia,,,,,,,,,,,,,,362,U1480,G,38,R,1,A,,,,578
362-U1480G-38R-1-A,23,28,1104.03,1104.08,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,horizontal,,partially lithified,silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,G,38,R,1,A,,,,579
362-U1480G-38R-1-A,28,39,1104.08,1104.19,IIC,,very fine sand,with clay [2014],very fine sand,very fine sand with clay,very fine sand with clay,,GLEY 1 2.5/N (black),planar,sharp,planar sharp,horizontal,,partially lithified,fine sand [W22_2],4,normal grading,moderate [2014],silt [W22_1],fine sand [W22_2],,structureless,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,G,38,R,1,A,,,,580
362-U1480G-38R-1-A,39,60,1104.19,1104.4,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,inclined bedding at top,planar lamination,sparse [DB91],2,Nereites,,,,,,,,,,,,,,,362,U1480,G,38,R,1,A,,,,581
