Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Diagenetic constituent,Diagenetic constituent composition,Biogenic material,Lithologic accessories,Contact or boundary type,Contact geometry,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
374-U1521A-18R-CC-A,0.0,19.0,167.64,167.83,diatom bearing,mudstone,,diatom bearing mudstone,,5Y 5/2 (olive gray),slight [DB86],1,absent [A79],,,,,,,,,,,,374,U1521,A,18,R,CC,A,,,
374-U1521A-19R-1-A,0.0,112.0,170.6,171.72,diatom rich,mudstone,,diatom rich mudstone,,5Y 5/2 (olive gray),heavy [DB86],3,absent [A79],,,,shell fragment,,,,Shell fragment at ~103 cm (bivalves),,,,374,U1521,A,19,R,1,A,,,
374-U1521A-19R-2-A,0.0,108.0,171.72,172.8,diatom rich,mudstone,,diatom rich mudstone,,5Y 5/2 (olive gray),heavy [DB86],3,absent [A79],,,,shell fragment,,,,"Shell fragments at ~15, and 75 cm (bivalves)",,,,374,U1521,A,19,R,2,A,,,
374-U1521A-19R-3-A,0.0,151.0,172.8,174.31,diatom rich,mudstone,,diatom rich mudstone,parallel lamination,5Y 5/2 (olive gray),heavy [DB86],3,absent [A79],,,,,,,,Lamination at ~45 cm; no smear slide taken,,,,374,U1521,A,19,R,3,A,,,
374-U1521A-19R-4-A,0.0,145.0,174.31,175.76,diatom rich,mudstone,,diatom rich mudstone,,5Y 5/2 (olive gray),heavy [DB86],3,absent [A79],,,,shell fragment,,,,Shell fragments ~35 and ~145 cm (bivalves),,,,374,U1521,A,19,R,4,A,,,
374-U1521A-19R-5-A,0.0,111.0,175.76,176.87,diatom rich,mudstone,,diatom rich mudstone,,5Y 5/2 (olive gray),heavy [DB86],3,absent [A79],,,,shell fragment,,,,Shell fragment ~65 cm (bivalves),,,,374,U1521,A,19,R,5,A,,,
374-U1521A-19R-6-A,0.0,104.0,176.87,177.91,diatom rich,mudstone,,diatom rich mudstone,,5Y 5/2 (olive gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,374,U1521,A,19,R,6,A,,,
374-U1521A-19R-7-A,0.0,65.0,177.91,178.56,diatom rich,mudstone,,diatom rich mudstone,,5Y 5/2 (olive gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,374,U1521,A,19,R,7,A,,,
374-U1521A-19R-CC-A,0.0,12.0,178.56,178.68,diatom rich,mudstone,,diatom rich mudstone,,5Y 5/2 (olive gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,374,U1521,A,19,R,CC,A,,,
374-U1521A-20R-1-A,0.0,132.0,180.2,181.52,diatom rich,mudstone,,diatom rich mudstone,burrows,5Y 5/2 (olive gray),heavy [DB86],3,absent [A79],,,pyrite,,,,,"Secondary mineralization associated with some of the bioturbation (most pronounced at 87-93 cm). Bivalve fossil fragments at ~58, 75, and 100 cm.",,,,374,U1521,A,20,R,1,A,,,
374-U1521A-20R-2-A,0.0,118.0,181.52,182.7,diatom bearing,mudstone,,diatom bearing mudstone,,5Y 4/1 (dark gray),complete [DB86],4,absent [A79],,,,shell fragment,,,,"Bivalve fossil fragments at ~20, 42, 53, 105 and clusters around ~75-80 and a cluster of fragments at the base. Contains good examples of large obvious burrows that are filled in with clay.",,,,374,U1521,A,20,R,2,A,,,
374-U1521A-20R-3-A,2.0,111.0,182.72,183.81,diatom bearing,mudstone,,diatom bearing mudstone,,5Y 4/1 (dark gray),complete [DB86],4,absent [A79],,,,shell fragment,,,,"Bivalve fossil fragments at ~10, 73, and 100 cm and very well preserved bivalves at the base",,,,374,U1521,A,20,R,3,A,,,
374-U1521A-20R-4-A,3.0,111.0,183.84,184.92,diatom bearing,mudstone,,diatom bearing mudstone,interlamination,5Y 4/1 (dark gray),complete [DB86],4,absent [A79],,,,shell fragment,,,,"shell frags at 20, 40, 80, 85 cm; bivalve at 111 cm;",,,,374,U1521,A,20,R,4,A,,,
374-U1521A-20R-5-A,0.0,100.0,184.92,185.92,diatom bearing,mudstone,,diatom bearing mudstone,,5Y 5/2 (olive gray),complete [DB86],4,absent [A79],,,,shell fragment,,,,Bivalve fossil fragment at ~12 cm,,,,374,U1521,A,20,R,5,A,,,
374-U1521A-20R-5-A,100.0,150.0,185.92,186.42,diatom bearing,mudstone,,diatom bearing mudstone,,5Y 4/1 (dark gray),complete [DB86],4,absent [A79],,,,,,,,Gradual transition in color below ~100 cm from olive grey to dark grey mud,,,,374,U1521,A,20,R,5,A,,,
374-U1521A-20R-6-A,0.0,120.0,186.42,187.62,diatom bearing,mudstone,,diatom bearing mudstone,,5Y 4/1 (dark gray),complete [DB86],4,absent [A79],,,,,,sharp boundary or contact,,some sort of sharp boundary indicated in the logs,,,,374,U1521,A,20,R,6,A,,,
374-U1521A-20R-6-A,120.0,141.0,187.62,187.83,diatom rich,mudstone,,diatom rich mudstone,,5Y 5/2 (olive gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,374,U1521,A,20,R,6,A,,,
374-U1521A-20R-7-A,0.0,149.0,187.93,189.42,diatom rich,mudstone,,diatom rich mudstone,,5Y 5/2 (olive gray),heavy [DB86],3,absent [A79],,,,shell fragment,,,,"Bivalve fossil fragments ~77, and 112 cm",,,,374,U1521,A,20,R,7,A,,,
374-U1521A-21R-1-A,0.0,151.0,189.8,191.31,diatom rich,mudstone,,diatom rich mudstone,,5Y 5/2 (olive gray),heavy [DB86],3,absent [A79],,,,,,,,Physical intermixing of lithologies between ~52-62 cm.,,,,374,U1521,A,21,R,1,A,,,
374-U1521A-21R-2-A,0.0,25.0,191.31,191.56,diatom rich,mudstone,,diatom rich mudstone,,5Y 5/2 (olive gray),heavy [DB86],3,absent [A79],,,,,,gradational boundary or contact,,Gradational transition to dark gray,,,,374,U1521,A,21,R,2,A,,,
374-U1521A-21R-2-A,25.0,125.0,191.56,192.56,diatom bearing,mudstone,,diatom bearing mudstone,burrows,5Y 4/1 (dark gray),heavy [DB86],3,absent [A79],,,,bivalve,,,,Burrow at 37 to 45 cm. Fragmented bivalves at 99 and 108 cm.,,,,374,U1521,A,21,R,2,A,,,
374-U1521A-21R-3-A,0.0,144.0,192.56,194.0,diatom bearing,mudstone,,diatom bearing mudstone,,5Y 4/1 (dark gray),heavy [DB86],3,absent [A79],,,,shell fragment,,,,Shell fragments 88 cm.,,,,374,U1521,A,21,R,3,A,,,
374-U1521A-21R-3-A,144.0,151.0,194.0,194.07,diatom bearing,mudstone,,diatom bearing mudstone,,5Y 6/1 (gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,374,U1521,A,21,R,3,A,,,
374-U1521A-21R-4-A,0.0,151.0,194.07,195.58,diatom rich,mudstone,,diatom rich mudstone,lens or pod [BJ84],5Y 4/1 (dark gray),heavy [DB86],3,absent [A79],,,,,,,,Sandy mud lense at ~17 cm,,,,374,U1521,A,21,R,4,A,,,
374-U1521A-21R-5-A,0.0,72.0,195.58,196.3,diatom bearing,mudstone,,diatom bearing mudstone,,5Y 4/1 (dark gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,374,U1521,A,21,R,5,A,,,
374-U1521A-21R-5-A,72.0,78.0,196.3,196.36,diatom bearing,mudstone,,diatom bearing mudstone,,5Y 6/1 (gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,374,U1521,A,21,R,5,A,,,
374-U1521A-21R-5-A,78.0,151.0,196.36,197.09,diatom bearing,mudstone,,diatom bearing mudstone,,5Y 4/1 (dark gray),heavy [DB86],3,absent [A79],,,,shell fragment,,,,"shell fragments 119, 120 cm",,,,374,U1521,A,21,R,5,A,,,
374-U1521A-21R-6-A,0.0,58.0,197.09,197.67,diatom bearing,mudstone,,diatom bearing mudstone,,5Y 4/1 (dark gray),heavy [DB86],3,absent [A79],,,,shell fragment,,,,"shell fragments 14, 16, 22 and 33 cm.",,,,374,U1521,A,21,R,6,A,,,
374-U1521A-21R-6-A,58.0,72.0,197.67,197.81,diatom bearing,mudstone,,diatom bearing mudstone,interlamination,5Y 7/1 (light gray),,,absent [A79],,,,shell fragment,,,,Calcerous ooze,,,,374,U1521,A,21,R,6,A,,,
374-U1521A-21R-6-A,72.0,129.0,197.81,198.38,diatom bearing,mudstone,,diatom bearing mudstone,,5Y 4/1 (dark gray),heavy [DB86],3,absent [A79],,,,shell fragment,,,,shell fragments 120 cm,,,,374,U1521,A,21,R,6,A,,,
374-U1521A-21R-CC-A,0.0,12.0,198.38,198.5,diatom bearing,mudstone,,diatom bearing mudstone,,5Y 4/1 (dark gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,374,U1521,A,21,R,CC,A,,,
374-U1521A-22R-1-A,0.0,121.0,199.4,200.61,diatom bearing,mudstone,,diatom bearing mudstone,,5Y 4/1 (dark gray),complete [DB86],4,absent [A79],,,,shell fragment,,,,"Shell fragments at 61, 93, 101, 111 cm",,,,374,U1521,A,22,R,1,A,,,
374-U1521A-22R-2-A,0.0,127.0,200.61,201.88,diatom rich,mudstone,,diatom rich mudstone,,5Y 5/2 (olive gray),complete [DB86],4,absent [A79],,,,,,,,"Above 13 cm is relatively darker with gradational boundary at 13 cm. Shell fragments at 22, 29 cm.",,,,374,U1521,A,22,R,2,A,,,
374-U1521A-22R-3-A,0.0,30.0,201.98,202.28,diatom rich,mudstone,,diatom rich mudstone,,5y 5/2 (olive gray),complete [DB86],4,absent [A79],,,,shell fragment,,gradational boundary or contact,,Shell fragment at 16 cm,,,,374,U1521,A,22,R,3,A,,,
374-U1521A-22R-3-A,30.0,67.0,202.28,202.65,diatom rich,mudstone,,diatom rich mudstone,,5Y 4/2 (olive gray),complete [DB86],4,absent [A79],,,,shell fragment,,gradational boundary or contact,,"Shell fragments at 51, 61 cm",,,,374,U1521,A,22,R,3,A,,,
374-U1521A-22R-3-A,67.0,151.0,202.65,203.49,diatom bearing,mudstone,,diatom bearing mudstone,,5Y 4/1 (dark gray),complete [DB86],4,absent [A79],,,,shell fragment,,,,Shell fragment at 68 cm.,,,,374,U1521,A,22,R,3,A,,,
374-U1521A-22R-4-A,0.0,126.0,203.49,204.75,diatom bearing,mudstone,,diatom bearing mudstone,,5Y 4/1 (dark gray),complete [DB86],4,absent [A79],,,,shell fragment,,,,"Shell fragments at 58, 100 cm.",,,,374,U1521,A,22,R,4,A,,,
374-U1521A-22R-CC-A,0.0,15.0,204.75,204.9,diatom bearing,mudstone,,diatom bearing mudstone,,5Y 4/1 (dark gray),complete [DB86],4,absent [A79],,,,,,,,,,,,374,U1521,A,22,R,CC,A,,,
374-U1521A-23R-1-A,0.0,17.0,209.0,209.17,diatom rich,mudstone,,diatom rich mudstone,,5Y 4/2 (olive gray),complete [DB86],4,absent [A79],,,,shell fragment,,,,"Shell fragment at 2-3, 12 cm",,,,374,U1521,A,23,R,1,A,,,
374-U1521A-23R-1-A,17.0,40.0,209.17,209.4,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,tilted bedding,GLEY 1 4/N (dark gray),moderate [DB86],2,present [A79],,,,shell fragment,,,,,,,,374,U1521,A,23,R,1,A,,,
374-U1521A-23R-1-A,40.0,56.0,209.4,209.56,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,tilted bedding,GLEY 1 4/N (dark gray),moderate [DB86],2,present [A79],,,,,,,,"Light black laminae at 41 (possible burrow?). Black burrow/mottles at 69-70, 71-75, 83-84, 104-105 cm (possiblly pyrite filled burrow?). Shell fragments in diamict at 55, 133 cm.",,,,374,U1521,A,23,R,1,A,,,
374-U1521A-23R-1-A,56.0,68.0,209.56,209.68,diatom bearing,interbedded mud(stone) and diamict [McKW53],,diatom bearing interbedded mud(stone) and diamict,interlamination,GLEY 1 4/N (dark gray),moderate [DB86],2,present [A79],,,,,,,,,,,,374,U1521,A,23,R,1,A,,,
374-U1521A-23R-1-A,68.0,135.0,209.68,210.35,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,tilted bedding,GLEY 1 4/N (dark gray),moderate [DB86],2,present [A79],,,,,,,,"Light black laminae at 41 (possible burrow?). Black burrow/mottles at 69-70, 71-75, 83-84, 104-105 cm (possiblly pyrite filled burrow?). Shell fragments in diamict at 55, 133 cm.",,,,374,U1521,A,23,R,1,A,,,
374-U1521A-23R-2-A,0.0,40.0,210.35,210.75,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,mottling [BJ80],GLEY 1 4/N (dark gray),moderate [DB86],2,present [A79],,,,,,,,"Black mottles (GLEY 1 3/N) (burrow?): 10, 13, 23, 41, 51, 52, 54, 58, 70, 72-74, 89, 94, 95, 101, 102-104 cm. Shell fragment at 39 cm. Lonestones at 54, 62-63, 92, 110 cm.",,,,374,U1521,A,23,R,2,A,,,
374-U1521A-23R-2-A,40.0,45.0,210.75,210.8,diatom bearing,interbedded mud(stone) and diamict [McKW53],,diatom bearing interbedded mud(stone) and diamict,interlamination,GLEY 1 4/N (dark gray),moderate [DB86],2,present [A79],,,,,,,,Rads in gray mud lamination at ~43 cm,,,,374,U1521,A,23,R,2,A,,,
374-U1521A-23R-2-A,45.0,111.0,210.8,211.46,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,mottling [BJ80],GLEY 1 4/N (dark gray),moderate [DB86],2,present [A79],,,,,lonestone,,,"Black mottles (GLEY 1 3/N) (burrow?): 10, 13, 23, 41, 51, 52, 54, 58, 70, 72-74, 89, 94, 95, 101, 102-104 cm. Shell fragment at 39 cm. Lonestones at 54, 62-63, 92, 110 cm.",,,,374,U1521,A,23,R,2,A,,,
374-U1521A-23R-3-A,0.0,143.0,211.46,212.89,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,mottling [BJ80],GLEY 1 4/N (dark gray),slight [DB86],1,present [A79],,,,,,,,"Pyrite at 48cm. Black mottled burrow 129-130 cm. Lonestone 72-73 cm. Black lonstones at 97-98, 114-115, 141-142 cm",,,,374,U1521,A,23,R,3,A,,,
374-U1521A-23R-4-A,0.0,40.0,212.89,213.29,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,mottling [BJ80],GLEY 1 4/N (dark gray),,,present [A79],,,,,lonestone,gradational boundary or contact,,irregular gradual boundary; basalt clasts at 3 and 19 cm,,,,374,U1521,A,23,R,4,A,,,
374-U1521A-23R-4-A,40.0,50.0,213.29,213.39,,sandstone,,sandstone,mottling [BJ80],GLEY 1 4/N (dark gray),slight [DB86],1,present [A79],,,,,,gradational boundary or contact,,Nature of the boundary is not clear; black mottle at 44-45 cm,,,,374,U1521,A,23,R,4,A,,,
374-U1521A-23R-4-A,50.0,57.0,213.39,213.46,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/N (dark gray),,,present [A79],,,,,,gradational boundary or contact,,,,,,374,U1521,A,23,R,4,A,,,
374-U1521A-23R-4-A,57.0,61.0,213.46,213.5,,mudstone,,mudstone,,GLEY 1 5/N (gray),heavy [DB86],3,present [A79],,cement,carbonate,,,gradational boundary or contact,,Lighter color than the above and the below.,,,,374,U1521,A,23,R,4,A,,,
374-U1521A-23R-4-A,61.0,92.0,213.5,213.81,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/N (dark gray),,1,present [A79],,,,,lonestone,gradational boundary or contact,,,,,,374,U1521,A,23,R,4,A,,,
374-U1521A-23R-5-A,0.0,79.0,213.81,214.6,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,vein network,GLEY 1 4/N (dark gray),none [DB86],0,present [A79],,cement,carbonate,,mud clast,,,"mud clasts at 45 cm, carbonate cemented vein network from 65-79 cm",,,,374,U1521,A,23,R,5,A,,,
374-U1521A-23R-CC-A,0.0,14.0,214.6,214.74,,mudstone,,mudstone,,GLEY 1 5/N (gray),,,,,cement,carbonate,,,,,,,,,374,U1521,A,23,R,CC,A,,,
374-U1521A-24R-1-A,0.0,123.0,218.6,219.83,diatom bearing,mudstone,,diatom bearing mudstone,wavy laminae,GLEY 1 4/10Y (dark greenish gray),heavy [DB86],3,absent [A79],,,,,lonestone,sharp boundary or contact,planar,"Wavy laminations of pale gray mud at 48, 54, 61-62, 72, 123-125 cm. Basalt clast at 98 cm.",,,,374,U1521,A,24,R,1,A,,,
374-U1521A-24R-1-A,123.0,128.0,219.83,219.88,diatom bearing,mudstone,,diatom bearing mudstone,wavy laminae,GLEY 1 4/10Y (dark greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,374,U1521,A,24,R,1,A,,,
374-U1521A-24R-2-A,0.0,12.0,219.98,220.1,diatom bearing,mudstone,,diatom bearing mudstone,,GLEY 1 4/10Y (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,gradational boundary or contact,,,,,,374,U1521,A,24,R,2,A,,,
374-U1521A-24R-2-A,12.0,113.0,220.1,221.11,diatom bearing,interbedded mud(stone) and diamict [McKW53],,diatom bearing interbedded mud(stone) and diamict,,GLEY 1 4/N (dark gray),moderate [DB86],2,abundant [A79],,concretion,,,lonestone,,,"Clasts (including basalt) at 27, 33, 34, 39, 40, 53, 54, 59-60, 71-72, 76, 78, 94, 95, 96, 101, 103, 106, 109, 111, 112 cm. Shell fragment at 12 cm. Concretion nodule with 1 cm diameter at 69-70 cm.",,,,374,U1521,A,24,R,2,A,,,
374-U1521A-24R-3-A,0.0,45.0,221.11,221.56,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/N (dark gray),moderate [DB86],2,present [A79],,,,,lonestone,,,"Lonestones (including basalt) at 6, 7, 9, 16, 17, 20, 22, 31, 33 cm.",,,,374,U1521,A,24,R,3,A,,,
374-U1521A-24R-CC-A,0.0,12.0,221.56,221.68,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/N (dark gray),,,present [A79],,,,,lonestone,,,"Lonestones at 2, 5 cm.",,,,374,U1521,A,24,R,CC,A,,,
374-U1521A-25R-1-A,0.0,125.0,228.1,229.35,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/N (dark gray),,,present [A79],,,,,lonestone,,,"Basalt lonestone at 30, 47, 45, 70, 121, 124 cm. Mud clast at 35. Shell fragment at 45 cm.",,,,374,U1521,A,25,R,1,A,,,
374-U1521A-25R-2-A,0.0,112.0,229.35,230.47,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/N (dark gray),,,present [A79],,,,,lonestone,,,"Basalts at 14, 64, 70, 74, 100, 109 cm. Mud clast at 74-75 cm. Possible vein network at 24-30 cm and 100-112 cm.",,,,374,U1521,A,25,R,2,A,,,
374-U1521A-25R-3-A,0.0,146.0,230.47,231.93,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/N (dark gray),,,present [A79],,,,,lonestone,,,"Basalt at 3 cm. mud clasts at 48-50, 77-79, 80, 106, 134 cm. Based on smear slide, mud clast is carbonate cemented clasts with diatoms.",,,,374,U1521,A,25,R,3,A,,,
374-U1521A-25R-4-A,0.0,98.0,231.93,232.91,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/N (dark gray),,,present [A79],,cement,carbonate,,lonestone,,,"Basalt at 23, 29, 81 (not in situ?) cm . Carbonate cemented diamict clast at 62-66 cm.",,,,374,U1521,A,25,R,4,A,,,
374-U1521A-25R-CC-A,0.0,16.0,232.91,233.07,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/N (dark gray),,,,,,,,,,,,,,,374,U1521,A,25,R,CC,A,,,
374-U1521A-26R-1-A,0.0,135.0,237.6,238.95,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/N (dark gray),,,present [A79],,,,,mud clast,,,"Basalt at 2, 11, 20, 21, 27, 36 (in situ?), 42 (in situ?), 46, 52, 53, 64, 68, 80, 107, 109, 110, 114, 120, 121, 126, 130, 133 cm; mud clast at 96 cm",,,,374,U1521,A,26,R,1,A,,,
374-U1521A-26R-2-A,0.0,149.0,238.95,240.44,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/N (dark gray),,,present [A79],,concretion,,,lonestone,,,"Basalt at 2-3, 7-9, 13-14, 16, 17, 25, 32, 34, 44, 47, 54, 58, 72, 81, 91, 104, 107, 116, 119, 124, 127, 130, 136, 137, 143, 146 cm; mud clasts at 31, 112, 144 cm; concretion at 66 cm",,,,374,U1521,A,26,R,2,A,,,
374-U1521A-26R-3-A,0.0,135.0,240.44,241.79,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/N (dark gray),,,present [A79],,,,shell fragment,lonestone,,,"Basalt at 3, 5, 11-12, 13, 18, 31, 35, 38, 39, 41, 43, 44, 47, 54, 69, 70, 75, 78, 83, 85, 98, 102, 108, 114, 125, 132 cm; mud clast at 20, 64-65, 124 cm; shell fragment at 18-19 cm",,,,374,U1521,A,26,R,3,A,,,
374-U1521A-26R-4-A,0.0,133.0,241.79,243.12,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/N (dark gray),,,present [A79],,,,shell fragment,lonestone,,,"Basalt at 4, 10, 22, 24, 29, 42, 50, 52, 55-57, 58, 68, 69, 71, 73, 74, 79-80, 84-85, 86, 107, 109, 111, 125, 150 cm; mud clasts at 3, 40, 112 cm; shell fragments: 40 cm",,,,374,U1521,A,26,R,4,A,,,
374-U1521A-26R-5-A,0.0,141.0,243.12,244.53,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,vein network,GLEY 1 4/N (dark gray),,,present [A79],,concretion,,shell fragment,lonestone,,,"Basalt at 9, 12, 22, 24, 25, 32, 35, 56, 68, 75, 76, 81-82 (in situ?), 84, 89, 93, 98, 101-103, 104, 125, 126, 132, 135 cm; concretion at 8, 50 cm; shell frag at 17, 110, 123 cm. 110-125 vein network.",,,,374,U1521,A,26,R,5,A,,,
374-U1521A-26R-CC-A,0.0,7.0,244.53,244.6,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/N (dark gray),,,present [A79],,,,shell fragment,lonestone,,,,,,,374,U1521,A,26,R,CC,A,,,
374-U1521A-27R-1-A,0.0,130.0,247.1,248.4,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/N (dark gray),,,present [A79],,,,,lonestone,,,Basalt at 73-74 cm,,,,374,U1521,A,27,R,1,A,,,
374-U1521A-27R-2-A,0.0,122.0,248.5,249.72,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/N (dark gray),,,present [A79],,,,scaphopod,lonestone,,,"Lonestones are faceted flat side up: 35, 50, 66, 76, 97, 118 cm. Mud clasts at 27, 113 cm. Scapopod? at 55 cm.",,,,374,U1521,A,27,R,2,A,,,
374-U1521A-27R-3-A,0.0,126.0,249.72,250.98,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/N (dark gray),,,present [A79],,,,shell fragment,lonestone,,,"Lonestone (basalt) at 51, 55 cm. Shell fragments at 54, 75, 94 cm.",,,,374,U1521,A,27,R,3,A,,,
374-U1521A-27R-4-A,0.0,134.0,250.98,252.32,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/N (dark gray),,,present [A79],,,,shell fragment,lonestone,,,"Shell fragments at 57, 79, 95, 123 cm. Basalt at 100 cm. Mud clast at 115-116 cm. Shell fragment at 123 cm is large benthic foram (Purgo?).",,,,374,U1521,A,27,R,4,A,,,
374-U1521A-27R-5-A,0.0,48.0,252.32,252.8,diatom rich,clast-poor sandy diamict [M89m],,diatom rich clast-poor sandy diamict,vein network,GLEY 1 4/N (dark gray),,,present [A79],,,,shell fragment,lonestone,sharp boundary or contact,,"Faceted lonestone at 37-38 cm. 25-37 cm: faint vein network. Shell fragments at 12, 30 cm.",,,,374,U1521,A,27,R,5,A,,,
374-U1521A-27R-5-A,48.0,53.0,252.8,252.85,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,,GLEY 1 4/N (dark gray),,,abundant [A79],,,,,lonestone,gradational boundary or contact,,,,,,374,U1521,A,27,R,5,A,,,
374-U1521A-27R-5-A,53.0,71.0,252.85,253.03,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/N (dark gray),,,present [A79],,,,,lonestone,,,"Faceted lonestone at 37-38 cm. 25-37 cm: faint vein network. Shell fragments at 12, 30 cm.",,,,374,U1521,A,27,R,5,A,,,
374-U1521A-27R-CC-A,0.0,6.0,253.03,253.09,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/N (dark gray),,,present [A79],,,,shell fragment,lonestone,,,Lonestone at 4.5 cm. Shell fragment at 6 cm.,,,,374,U1521,A,27,R,CC,A,,,
374-U1521A-28R-1-A,0.0,125.0,256.6,257.85,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,vein network,GLEY 1 4/N (dark gray),,,present [A79],,,,shell fragment,lonestone,,,"4-16 m faint vein network. Lonestones (including basalt) at 5, 7, 13, 20, 23, 37, 45, 57, 58, 59-60, 62, 64, 88, 96, 106, 120 cm. Mud clasts at 76, and 98 cm.",,,,374,U1521,A,28,R,1,A,,,
374-U1521A-28R-2-A,0.0,135.0,257.85,259.2,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/N (dark gray),,,present [A79],,,,,lonestone,,,"Lonestones at 17, 38, 53, 55, 70 cm",,,,374,U1521,A,28,R,2,A,,,
374-U1521A-28R-2-A,135.0,146.0,259.2,259.31,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/N (dark gray),slight [DB86],1,present [A79],,,,shell fragment,lonestone,,,Lonestones at 136 cm; shell: 142 cm,,,,374,U1521,A,28,R,2,A,,,
374-U1521A-28R-3-A,0.0,30.0,259.31,259.61,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/N (dark gray),,,present [A79],,,,,lonestone,sharp boundary or contact,irregular,Basalt at 13 cm. Sharp irregular contact at 30 cm possibly flame structure.,,,,374,U1521,A,28,R,3,A,,,
374-U1521A-28R-3-A,30.0,65.0,259.61,259.96,muddy,diatomite,,muddy diatomite,,GLEY 1 6/10GY (greenish gray),heavy [DB86],3,present [A79],,,,,lonestone,,,"Lonestones at 47-49 cm with laminae forming a ""galaxy structure"" around the clast. Other clast also displays same feature at 59 cm. Boundary and type is uncertain due to the drilling disturbance. Radiolarians visible in smear slide.",,,,374,U1521,A,28,R,3,A,,,
