Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum group,Datum group code,Datum type,Datum region,Datum name generic,Datum author year,Datum validation comment,Datum status,Datum comment,Datum age minimum [Ma],Datum age average [Ma],Datum age maximum [Ma],Datum occurrence,Zone name (short),Zone name,Zone author (year),Zone group,Type (upper zone),Genus/species (upper zone),Type (lower zone),Genus/species lower zone),Zone status,Zone comment,Upper boundary age min [Ma],Upper boundary age av. [Ma],Upper boundary age max [Ma],Lower boundary age min [Ma],Lower boundary age av. [Ma],Lower boundary age max [Ma],Preservation,Group abundance,Percentage of benthic forams in total foram assemblage [%],"Reworking comment (1= <1%, 2= light 1-10%, 3= >10%)",Aspect comment (etching),Comment (general),Agglutinated spp. (indeterminate),Amphicoryna scalaris,Anomalinoides globulosus,Bolivina pusilla,Bolivina robusta,Bolivinita quadrilatera,Bulimina aculeata,Bulimina barbata,Bulimina sp.,Bulimina striata gr.,Cassidulina carinata,Cassidulina sp.,Chrysalogonium tenuicostatum,Chilostomella oolina,Cibicides bradyi,Cibicides wuellerstorfi,Cibicidoides bradyi,Cibicidoides globulosus,Cibicidoides mundulus,Cibicidoides renzi,Cibicidoides sp.,Cyclammina trullissata,Dentalina communis,Eggerella bradyi,Ehrenbergina pacifica,Epistominella exigua,Favocassidulina favus,Fissurina formosa,Fissurina marginata,Fissurina sp.,Gavelinopsis lobatulus,Globobulimina affinis,Globocassidulina subglobosa,Globogyroidina boninensis,Gyroidinoides neosoldanii,Hoeglundina elegans,Karreriella bradyi,Laticarinina pauperata,Lagena sp.,Lenticulina rotulata,Lenticulina sp. ,Martinottiella communis,Martinottiella hosoyaensis,Melonis barleeanus,Melonis pompilioides,Nonionella sp.,Nodosaria longiscata,Nuttallides umbonifera,Oridorsalis umbonatus,Oolina globosa,Parafissurina sp.,Pleurostomella acuminata,Pleurostomella acuta,Pleurostomella brevis,Pleurostomella sp. A,Pseudonodosaria sp.,Pullenia bulloides,Pullenia quinqueloba,Pullenia simplex,Pullenia sp.,Pyrgo lucernula,Pyrgo murrhina,Pyrgo sp.,Quinqueloculina lamarckiana,Quinqueloculina sp.,Recurvoides sp.,Rhabdammina? sp.,"Rhizammina sp. (Kaiho, 1992)",Rhizammina sp.,Sigmoilopsis schlumbergeri,Sphaeroidina bulloides,Stilostomella abyssorum,Stilostomella gracillima,Stilostomella lepidula,Stilostomella sp.,Tosaia hanzawai,Unidentified benthic forams,Uvigerina graciliformis,Uvigerina hispida,Uvigerina hispidocostata,Uvigerina senticosa,Uvigerina sp.,Shore File Links,File Data
350-U1437D-60R-CC-PAL-FORAM,350,U1437,D,60,60-CC,R,CC,PAL,FORAM,0,5,986.99,987.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 specimens in 1/4 split.,,,,,,,,,,,,,,,,,P,,,,P,,,P,,,,,,P,,,,,,,,,P,,,,,P,,,,,P,,,,,,,,P,P,P,,,,,,,,,,,P,,,,,P,,,,,,,,,
350-U1437D-61R-CC-PAL-FORAM,350,U1437,D,61,61-CC,R,CC,PAL,FORAM,0,5,997.5,997.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 single very large lenticulina rotulatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-62R-CC-PAL-FORAM,350,U1437,D,62,62-CC,R,CC,PAL,FORAM,0,5,1001.61,1001.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 in 1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-63R-1-PAL-FORAM,350,U1437,D,63,63-CC,R,CC,PAL,FORAM,0,4,1009.19,1009.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,7 benthic only in 1/4,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,P,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-64R-CC-PAL-FORAM,350,U1437,D,64,64-CC,R,CC,PAL,FORAM,0,5,1021.37,1021.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,71 specimens in whole sample.,,,,,,,,,,,,,,,,F,,,A,,,,R,,,,,,,,,,,,R,R,R,,,,,,,F,F,,,,R,,,,,,R,,A,R,,,,,,,,,R,,,R,,,,R,A,,,,,,F,,,
350-U1437D-65R-CC-PAL-FORAM,350,U1437,D,65,65-CC,R,CC,PAL,FORAM,0,5,1027.01,1027.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48 specimens in half split.,,,,,,,,,,,,,,,,R,,,R,,R,,,R,,,,,,,,,,,R,,,,R,,,,,A,,,,,,,,,,,,,A,,R,R,,F,,,,,A,,,,,,,A,R,,,,,F,R,R,,
350-U1437D-66R-CC-PAL-FORAM,350,U1437,D,66,66-CC,R,CC,PAL,FORAM,0,5,1034.11,1034.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,5 specimens in 1/2 split.,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,P,,,,,,,R,,
350-U1437D-68R-CC-PAL-FORAM,350,U1437,D,68,68-CC,R,CC,PAL,FORAM,0,5,1049.71,1049.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,4 specimens in 1/4 and one ostracod,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,
350-U1437D-69R-CC-PAL-FORAM,350,U1437,D,69,69-CC,R,CC,PAL,FORAM,0,5,1060.31,1060.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,barren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-70R-CC-PAL-FORAM,350,U1437,D,70,70-CC,R,CC,PAL,FORAM,0,7,1075.07,1075.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 specimens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-71R-CC-PAL-FORAM,350,U1437,D,71,71-CC,R,CC,PAL,FORAM,0,5,1078.98,1079.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0 specimens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-72R-CC-PAL-FORAM,350,U1437,D,72,72-CC,R,CC,PAL,FORAM,0,4,1088.8,1088.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,R,,,,Whole sample examined.,,,,,,,,,,,,,,,,,,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
