Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Sample comment,Preservation,Group abundance,Florisphaera profunda,Emiliania huxleyi,Gephyrocapsa ericsonii,Gephyrocapsa oceanica,Gephyrocapsa caribbeanica,Pseudoemiliania lacunosa,Pseudoemiliania ovata,Reticulofenestra asanoi,Reticulofenestra pseudoumbilicus,Reticulofenestra minuta,Reticulofenestra haqii,Reticulofenestra rotaria,Dictyococcites antarcticus,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Umbilicosphaera sibogae,Umbilicosphaera jafari,Umbilicosphaera rotula,Oolithotus fragilis,Helicosphaera carteri,Helicosphaera wallichii,Helicosphaera pavimentum,Helicosphaera intermedia,Helicosphaera inversa,Helicosphaera sellii,Helicosphaera stalis,Helicosphaera walbersdorfensis,Pontosphaera multipora,Pontosphaera japonica,Pontosphaera discopora,Scyphosphaera apsteinii,Scyphosphaera pulcherrima,Scyphosphaera canescens,Scyphosphaera globulata,Rhabdosphaera clavigera,Discosphaera tubifera,Umbellosphaera irregularis,Umbellosphaera tenuis,Syracosphaera pulchra,Syracosphaera lamina,Calciosolenia murrayi,Ceratolithus cristatus,Ceratolithus acutus,Amaurolithus tricorniculatus,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus amplificus,Sphenolithus abies,Sphenolithus moriformis,Sphenolithus heteromorphus,Sphenolithus belemnos,Discoaster brouweri,Discoaster triradiatus,Discoaster variabilis,Discoaster pentaradiatus,Discoaster surculus,Discoaster tamalis,Discoaster asymmetricus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster bollii,Discoaster bellus,Discoaster loeblichii,Discoaster hamatus,Discoaster neohamatus,Discoaster deflandrei,Discoaster kugleri,Discoaster petaliformis,Discoaster signus,Discoaster druggii,Orthorhabdus rugosus,Calcidiscus premacintyrei,Catinaster calyculus,Catinaster coalitus,Ceratolithus larrymayeri,Gephyrocapsa omega,Coronocyclus nitescens,Helicosphaera ampliaperta,Helicosphaera euphratis,Minylitha convallis,Orthorhabdus serratus,Sphenolithus capricornutus,Sphenolithus disbelemnos,Triquetrorhabdulus carinatus,Algirosphaera robusta,Braarudosphaera bigelowii,Calcidiscus pacificanus,Calcidiscus pataecus,Calcidiscus quadriperforatus,Calcidiscus tropicus,Calciosolenia brasiliensis,Catinaster mexicanus,Cryptococcolithus mediaperforate,Dictyococcites bisectus,Discoaster altus,Discoaster bergenii,Discoaster braarudii,Discoaster calcaris,Discoaster challengeri,Discoaster exilis,Discoaster extensus,Discoaster musicus,Discoaster neorectus,Discoaster prepentaradiatus,Discoaster spp.,Gephyrocapsa lumina,Gephyrocapsa muellerae,Gladiolithus flabellatus,Hayaster perplexus,Hayella challengeri,Helicosphaera gertae,Helicosphaera granulata,Helicosphaera magnifica,Helicosphaera mediterranea,Helicosphaera obliqua,Helicosphaera orientalis,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera scissura,Ceratolithus atlanticus,Helicosphaera truempyi,Helicosphaera vedderi,Helicosphaera waltrans,Holodiscolithus macroporus,Hughesius gizoensis,Hughesius tasmaniae,Ilselithina fusa,Orthorhabdus rioi,Orthorhabdus striatus,Pontosphaera spp.,Pontosphaera syracusana,Reticulofenestra daviesii,Reticulofenestra gelida,Reticulofenestra minutula,Rhabdosphaera poculii,Rhabdosphaera spp.,Scyphosphaera apsteinii forma dilatata,Scyphosphaera cylindrica,Scyphosphaera intermedia,Scyphosphaera lagena,Scyphosphaera tubifera,Scyphosphaera ventriosa,Solidopons petrae,Sphenolithus calyculus,Sphenolithus conicus,Sphenolithus dissimilis,Syracolithus schilleri,Tetralithoides quadrilaminata,Tetralithoides symeonidesii,Triquetrorhabdulus challengeri,Triquetrorhabdulus milowii,Umbilicosphaera hulburtiana,Reworked species,Diatoms,Radiolarian fragments,Datum type,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
363-U1482B-16H-4-W 51/51-NANNO,0,0,139,139,,,,,,,,,,C [A04],,,,,,,,,,,,F [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,R [A30],,,,,,,,,,F [A30],R [A30],,C [A04],R [A30],R [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,16,H,4,W
363-U1482B-16H-6-W 51/51-NANNO,0,0,141.93,141.93,,AGSF - R pseudoumbilicus <7 um present in sample; round Reticulofenstra (with picture) - 2; D. blackstockae,,,,,,,,C [A04],,,,,,,,,,,,F [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,R [A30],,,,,,,,,,C [A04],P [A30],R [A30],C [A04],R [A30],F [A30],R [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,16,H,6,W
363-U1482B-16H-CC-PAL-NANNO,0,5,144.09,144.14,NN16 [M71],TDJ - D. tamalis present,VG [P33],D [A22],A [A23],,,,,R [A30],,,,A [A23],C [A04],,,,,,F [A30],,,,F [A30],,C [A04],,,,,,,,,,,,,,,F [A30],,,,F [A30],,,,,,,,,X [A115],,,,F [A30],,,C [A04],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,16,H,CC,PAL
363-U1482B-17H-1-W 51/51-NANNO,0,0,144.11,144.11,,AGSF - R. pseudoumbiulicus <7 um present; Observed 2 Sphenolithus abies,,,,,,,,C [A04],,,,,,,,,,,,F [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,F [A30],,,,,,R [A30],,,,F [A30],,F [A30],C [A04],P [A30],R [A30],P [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,17,H,1,W
363-U1482B-17H-4-W 51/51-NANNO,0,0,148.49,148.49,,AGSF: R. pseudoumbilicus > 7 um!!!!,,,,,,,,C [A04],,,P [A30],,,,,,,,,F [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,R [A30],,,,,,R [A30],,,,F [A30],,,C [A04],,R [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,17,H,4,W
363-U1482B-17H-6-W 51/51-NANNO,0,0,151.41,151.41,,AGSF - no observed pseudoumbilicus >7um,,,,,,,,C [A04],,,,,,,,,,,,F [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [A23],,,,R [A30],,,C [A04],P [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,17,H,6,W
363-U1482B-17H-CC-PAL-NANNO,0,5,153.66,153.71,NN16 [M71],TDJ - Sphenolithus present,VG [P33],D [A22],A [A23],,,,,,,,x [A115],A [A23],C [A04],,,,,,F [A30],F [A30],,,C [A04],,F [A30],,,,,,,,,,,,,,,F [A30],,,,F [A30],,,,,,,,,C [A04],,,,F [A30],,,C [A04],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,17,H,CC,PAL
363-U1482B-18H-2-W 51/51-NANNO,0,0,155.11,155.11,,AGSF - no observed pseudoumbilicus > 7um,,,,,,,,C [A04],,,x [A115],,,,,,,,,P [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [A04],,,,,,,F [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,18,H,2,W
363-U1482B-18H-4-W 51/51-NANNO,0,0,158.03,158.03,,AGSF - airplane shaped discoaster present,,,,,,,,,,,F [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,18,H,4,W
363-U1482B-18H-CC-PAL-NANNO,0,5,163.05,163.1,NN15 [M71],TDJ - first R. pseudoumbilicus >5um; no sign of D. surculus yet...; lovely faint grills in R. pseudoumbilicus,VG [P33],D [A22],A [A23],,,,,,,,R [A30],A [A23],C [A04],,,,,,F [A30],F [A30],,C [A04],C [A04],,F [A30],,,,,,,,,,,,,,,F [A30],,,,F [A30],,,,,,,,,C [A04],F [A30],,,F [A30],,,C [A04],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,18,H,CC,PAL
363-U1482B-20H-CC-PAL-NANNO,0,5,175.56,175.61,NN15 [M71],TDJ - relatively few discoasters LB quinqueramus ? berggrenii,VG [P33],D [A22],A [A23],,F [A30],,,,,,F [A30],A [A23],C [A04],,,,,,F [A30],F [A30],,,C [A04],,F [A30],,,,,,,,,,,,,,,C [A04],,,,F [A30],,,F [A30],,,,,,F [A30],C [A04],,,F [A30],,,C [A04],,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,20,H,CC,PAL
363-U1482B-21H-2-W 59/61-FORAM-NANNO,0,2,177.78,177.8,,TDJ -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,21,H,2,W
363-U1482B-21H-4-W 49/51-FORAM-NANNO,0,2,180.48,180.5,,TDJ -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,21,H,4,W
363-U1482B-21H-6-W 49/51-FORAM-NANNO,0,2,183.45,183.47,,TDJ -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,21,H,6,W
363-U1482B-21H-CC-PAL-NANNO,0,5,185.13,185.18,NN15 [M71],TDJ - in 6 rayed discoasters variabilis > brouweri (but D. brouweri still consistently present),VG [P33],D [A22],A [A23],,,,,,,,F [A30],A [A23],C [A04],,,,,,F [A30],F [A30],,,C [A04],,F [A30],,,,,,,,,,,,,,,C [A04],,,,F [A30],,,R [A30],,,,,,F [A30],C [A04],,,F [A30],R [A30],F [A30],C [A04],F [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,21,H,CC,PAL
363-U1482B-23H-2-W 50/52-FORAM-NANNO,0,0,191.03,191.03,,,VG [P33],D [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x [A115],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,23,H,2,W
363-U1482B-23H-4-W 50/52-FORAM-NANNO,0,0,193.97,193.97,,,VG [P33],D [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x [A115],,,,,,,,F [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,23,H,4,W
363-U1482B-23H-6-W 50/52-FORAM-NANNO,0,0,196.81,196.81,,,VG [P33],D [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x [A115],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,23,H,6,W
363-U1482B-23H-CC-PAL-NANNO,0,5,198.63,198.68,NN15 [M71],TDJ; AGSF - Ceratolithus atlanticus present; Helicosphaera intermedia,VG [P33],D [A22],A [A23],,,,,,,,F [A30],A [A23],,,,,,,F [A30],F [A30],,,,,F [A30],,,,,,,,,,,,,,,C [A04],,,,F [A30],,,R [A30],,,,X [A115],,C [A04],C [A04],,,F [A30],P [A30],,C [A04],,P [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,23,H,CC,PAL
363-U1482B-24H-2-W 0/2-NANNO,0,2,199.52,199.54,,,VG [P33],D [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x [A115],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,24,H,2,W
363-U1482B-24H-3-W 0/2-NANNO,0,2,200.94,200.96,,,VG [P33],D [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,24,H,3,W
363-U1482B-24H-CC-PAL-NANNO,0,5,208.01,208.06,NN15 [M71],TDJ AGSF - Amaurolithus delicatus present,VG [P33],D [A22],A [A23],,,,,,,,C [A04],,,,,,,,,,,,,,F [A30],,,,,,,,,,,,,,,F [A30],,,,,,,R [A30],X [A115],,,**,,C [A04],,,,F [A30],P [A30],,C [A04],F [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,24,H,CC,PAL
363-U1482B-25H-2-W 50/52-FORAM-NANNO,0,2,210.02,210.04,,AGSF - there are forms of C. cristatus that look like C. armatus,VG [P33],D [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A30],x [A115],P [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,25,H,2,W
363-U1482B-25H-4-W 50/52-FORAM-NANNO,0,2,212.9,212.92,,AGSF - forms transitional between C. cristatus and C. armatus,VG [P33],D [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A30],R [A30],R [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,25,H,4,W
363-U1482B-25H-6-W 50/52-FORAM-NANNO,0,2,215.76,215.78,,"AGSF - 2 ""forms"" of C. acutus present; transitional forms also present",VG [P33],D [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A30],R [A30],P [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,25,H,6,W
363-U1482B-25H-CC-PAL-NANNO,0,5,217.38,217.43,NN15 [M71],TDJ - searched no Amaurolithus seen; AGSF Ceratolithus armatus,VG [P33],D [A22],A [A23],,,,,,,,,,,,,,,,,R [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,R [A30],R [A30],X lcYES,,,,C [A04],,,,F [A30],,F [A30],C [A04],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,25,H,CC,PAL
363-U1482B-27H-2-W 50/52-FORAM-NANNO,0,2,222.52,222.54,,,VG [P33],D [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,27,H,2,W
363-U1482B-27H-4-W 50/52-FORAM-NANNO,0,2,225.37,225.39,,AGSF - A. primus?; A delicatus,VG [P33],D [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A30],,,P [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,27,H,4,W
363-U1482B-27H-6-W 50/52-FORAM-NANNO,0,2,228.22,228.24,,AGSF - A delivcatus,VG [P33],D [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A30],,,P [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,27,H,6,W
363-U1482B-27H-CC-PAL-NANNO,0,5,230.2,230.25,NN14 [M71],TDJ - A.delicatus; D. surculus present; AGSF - Ceratolithus armatus,VG [P33],D [A22],A [A23],,,,,,,,C [A04],A [A23],,,,,,,,,,,,,F [A30],,,,,,,,,,,,,,,F [A30],,,,,,,X [A115],R [A30],,R [A30],P [A30],,C [A04],C [A04],,,F [A30],,C [A04],C [A04],F [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,27,H,CC,PAL
363-U1482B-28H-2-W 50/52-FORAM-NANNO,0,2,232.01,232.03,,AGSF - A delicatus; C. armatus present,VG [P33],D [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A30],,,R [A30],,,,,,,,,,,,,,,,,,,,,,,,,x [A115],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,28,H,2,W
363-U1482B-28H-4-W 50/52-FORAM-NANNO,0,2,234.89,234.91,,TDJ - O. rugosus absent; C. armatus absent,VG [P33],D [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x [A115],,,,,,,,,,,,,,,,,,,,,,,,,,,,x [A115],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,28,H,4,W
363-U1482B-28H-6-W 50/52-FORAM-NANNO,0,2,237.75,237.77,,TDJ - O. rugosus present,G [P33],D [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,28,H,6,W
363-U1482B-28H-CC-PAL-NANNO,0,5,239.66,239.71,NN14 [M71],TDJ O. rugosus present; AGSF - Amaurolithus delicatus present,VG [P33],D [A22],A [A23],,,,,,,,C [A04],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,**,,C [A04],,,,F [A30],P [A30],C [A04],C [A04],R [A30],,,X [A115],,,,,,,,,,,,P [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,28,H,CC,PAL
363-U1482B-29H-2-W 50/50-NANNO,0,0,241.02,241.02,,TDJ - O. rugosus present; D. quinqueramus present,VG [P33],D [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A30],,,,,,,,,,,,P [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,29,H,2,W
363-U1482B-29H-4-W 50/50-NANNO,0,0,243.78,243.78,,TDJ - D. quinqueramus present; Amaurolithus delicatus; O. rugosus present but rare,VG [P33],D [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A30],,,,,,,,,,,,P [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,29,H,4,W
363-U1482B-29H-6-W 50/50-NANNO,0,0,246.62,246.62,,TDJ - Amaurolithus delicatus; O. rugosus present; D. quinqueramus present,G [P33],D [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A30],,,,,,,,,,,,R [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,29,H,6,W
363-U1482B-29H-CC-PAL-NANNO,0,5,248.85,248.9,NN14 [M71],TDJ- A. delicatus; ?D. triradiatus - one specimen AGSF - D. quinqueramus; A delicatus; O. rugosus,VG [P33],D [A22],A [A23],,,,,,,,P [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A30],**,,C [A04],,,,R [A30],R [A30],P [A30],F [A30],,,,C [A04],P [A30],,,,,,,,,,,P [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,29,H,CC,PAL
363-U1482B-30H-CC-PAL-NANNO,0,5,258.83,258.88,NN12 [M71],LB-O.rugo AGSF - Amaurolithus delicatus - 5; TDJ - no Ceratolithus or C. armatus seen.,VG [P33],D [A22],A [A23],,,,,,,,F [A30],,,,,,,,,C [A04],,,,,A [A23],,,,,,,,,,,,,,,,,,,,,,,x [A115],,,**,,C [A04],,,,F [A30],R [A30],C [A04],C [A04],F [A30],,,F [A30],,,,,,,,,,,,R [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [A23],,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,30,H,CC,PAL
363-U1482B-31H-CC-PAL-NANNO,0,5,268.28,268.33,NN11 [M71],LB D.quinq; AGSF - A. delicatus present; No N. amplificus,VG [P33],D [A22],A [A23],,,,,,,,F [A30],,,,,,,,,,,,,,C [A04],,,,,,,,,,,,,,,,,,,,,,,X [A115],,R [A30],P [A30],,C [A04],,,,F [A30],,C [A04],C [A04],F [A30],,,C [A04],,,,,,,,,,,,R [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [A23],,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,31,H,CC,PAL
363-U1482B-32H-CC-PAL-NANNO,0,5,277.4,277.45,NN11 [M71],lb; AGSF - A. delicatus,VG [P33],D [A22],A [A23],,,,,,,,,,,,,,,,,,,,,,C [A04],,,,,,,,,,,,,,,,,,,,,,,,,,P [A30],x [A115],C [A04],,,,F [A30],,A [A23],C [A04],C [A04],,,F [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [A23],,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,32,H,CC,PAL
363-U1482B-33H-2-W 50/50-NANNO,0,0,279.02,279.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A30],,,,,,,,,,,,,C [A04],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,33,H,2,W
363-U1482B-33H-4-W 50/50-NANNO,0,0,281.96,281.96,,AGSF - no N. ampplificus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,33,H,4,W
363-U1482B-33H-6-W 50/50-NANNO,0,0,284.93,284.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1482,B,33,H,6,W
