Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Sample comment,Preservation,Group abundance,Florisphaera profunda,Emiliania huxleyi,Gephyrocapsa ericsonii,Gephyrocapsa oceanica,Gephyrocapsa caribbeanica,Pseudoemiliania lacunosa,Pseudoemiliania ovata,Reticulofenestra asanoi,Reticulofenestra pseudoumbilicus,Reticulofenestra minuta,Reticulofenestra haqii,Reticulofenestra rotaria,Dictyococcites antarcticus,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Umbilicosphaera sibogae,Umbilicosphaera jafari,Umbilicosphaera rotula,Oolithotus fragilis,Helicosphaera carteri,Helicosphaera wallichii,Helicosphaera pavimentum,Helicosphaera intermedia,Helicosphaera inversa,Helicosphaera sellii,Helicosphaera stalis,Helicosphaera walbersdorfensis,Pontosphaera multipora,Pontosphaera japonica,Pontosphaera discopora,Scyphosphaera apsteinii,Scyphosphaera pulcherrima,Scyphosphaera canescens,Scyphosphaera globulata,Rhabdosphaera clavigera,Discosphaera tubifera,Umbellosphaera irregularis,Umbellosphaera tenuis,Syracosphaera pulchra,Syracosphaera lamina,Calciosolenia murrayi,Ceratolithus cristatus,Ceratolithus acutus,Amaurolithus tricorniculatus,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus amplificus,Sphenolithus abies,Sphenolithus moriformis,Sphenolithus heteromorphus,Sphenolithus belemnos,Discoaster brouweri,Discoaster triradiatus,Discoaster variabilis,Discoaster pentaradiatus,Discoaster surculus,Discoaster tamalis,Discoaster asymmetricus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster bollii,Discoaster bellus,Discoaster loeblichii,Discoaster hamatus,Discoaster neohamatus,Discoaster deflandrei,Discoaster kugleri,Discoaster petaliformis,Discoaster signus,Discoaster druggii,Orthorhabdus rugosus,Calcidiscus premacintyrei,Catinaster calyculus,Catinaster coalitus,Ceratolithus larrymayeri,Gephyrocapsa omega,Coronocyclus nitescens,Helicosphaera ampliaperta,Helicosphaera euphratis,Minylitha convallis,Orthorhabdus serratus,Sphenolithus capricornutus,Sphenolithus disbelemnos,Triquetrorhabdulus carinatus,Algirosphaera robusta,Braarudosphaera bigelowii,Calcidiscus pacificanus,Calcidiscus pataecus,Calcidiscus quadriperforatus,Calcidiscus tropicus,Calciosolenia brasiliensis,Catinaster mexicanus,Cryptococcolithus mediaperforate,Dictyococcites bisectus,Discoaster altus,Discoaster bergenii,Discoaster braarudii,Discoaster calcaris,Discoaster challengeri,Discoaster exilis,Discoaster extensus,Discoaster musicus,Discoaster neorectus,Discoaster prepentaradiatus,Discoaster spp.,Gephyrocapsa lumina,Gephyrocapsa muellerae,Gladiolithus flabellatus,Hayaster perplexus,Hayella challengeri,Helicosphaera gertae,Helicosphaera granulata,Helicosphaera magnifica,Helicosphaera mediterranea,Helicosphaera obliqua,Helicosphaera orientalis,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera scissura,Ceratolithus atlanticus,Helicosphaera truempyi,Helicosphaera vedderi,Helicosphaera waltrans,Holodiscolithus macroporus,Hughesius gizoensis,Hughesius tasmaniae,Ilselithina fusa,Orthorhabdus rioi,Orthorhabdus striatus,Pontosphaera spp.,Pontosphaera syracusana,Reticulofenestra daviesii,Reticulofenestra gelida,Reticulofenestra minutula,Rhabdosphaera poculii,Rhabdosphaera spp.,Scyphosphaera apsteinii forma dilatata,Scyphosphaera cylindrica,Scyphosphaera intermedia,Scyphosphaera lagena,Scyphosphaera tubifera,Scyphosphaera ventriosa,Solidopons petrae,Sphenolithus calyculus,Sphenolithus conicus,Sphenolithus dissimilis,Syracolithus schilleri,Tetralithoides quadrilaminata,Tetralithoides symeonidesii,Triquetrorhabdulus challengeri,Triquetrorhabdulus milowii,Umbilicosphaera hulburtiana,Reworked species,Diatoms,Radiolarian fragments,Datum type,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
363-U1490A-13H-CC-PAL-NANNO,0,5,118.55,118.6,,LB,M [P33],D,,,,,,,,,A,,F,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1490,A,13,H,CC,PAL,b3242912b4cc3f74f0317ac74a58b4e5
363-U1490A-14H-6-W 60/60-NANNO,0,0,126.3,126.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1490,A,14,H,6,W,f88be7eef389b9c0af4a70aad92a52c1
363-U1490A-14H-CC-PAL-NANNO,0,5,127.84,127.89,,LB,M [P33],D,,,,,,,,,A,,F,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1490,A,14,H,CC,PAL,92ff4ecd1167cca107fbec36ede14b3b
363-U1490A-15H-CC-PAL-NANNO,0,5,137.57,137.62,,LB,M [P33],D,,,,,,,,,C,,F,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1490,A,15,H,CC,PAL,69fdedf9169f28678efb867337e13411
363-U1490A-16H-CC-PAL-NANNO,0,5,147.1,147.15,,LB,M [P33],D,,,,,,,,,X,,F,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1490,A,16,H,CC,PAL,9efa3856e61fad1c00dae4b95476c47d
363-U1490A-17H-CC-NANNO,0,5,156.39,156.44,,LB,M [P33],D,,,,,,,,,X,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1490,A,17,H,CC,NANNO,fece14806e31e01ac289d63138352680
363-U1490A-18H-CC-PAL-NANNO,0,5,166.07,166.12,,LB,M [P33],D,,,,,,,,,X,,F,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1490,A,18,H,CC,PAL,b60551525ab15d97dfd12f874af39b7d
363-U1490A-19H-CC-PAL-NANNO,0,5,175.38,175.43,,LB,M [P33],D,,,,,,,,,C,,F,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1490,A,19,H,CC,PAL,52594a6272ae2a0acce37b500d36905b
363-U1490A-20H-CC-PAL-NANNO,0,5,184.93,184.98,,TDJ - C. calyculus and C. coalitus present; Discoasters heavily overgrown - and common but difficult to identify to species level. Hence entries for particular species are only of those that can be identified to species level.,M [P33],D,,,,,,,,,C,,F,,,,F,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,F,,,,,,,,,,,,,,,,,,,,,F,R,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1490,A,20,H,CC,PAL,77170ffcd1b9f057f072cd0e5f63b0c8
363-U1490A-21H-CC-PAL-NANNO,0,5,194.62,194.67,,TDJ - No Catinasters seen - but preservation makes this very difficult. Large R. pseudo (10um) but no C. miopelagicus - ? 1Discoasters heavily overgrown - as above - also lower Miocene reworking - Sph. disbelemnos 1 specimen.,M [P33],D,,,,,,,,,C,,C,,,,C,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,F,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1490,A,21,H,CC,PAL,98c67b4e2b2c0d70e3807c6d8a59b79a
363-U1490A-22H-CC-PAL-NANNO,0,5,204.12,204.17,,TDJ - Large R. pseudo (10um) but no C. miopelagicus. O. rugosus present but looks very overgrown and difficult to identify reliably. Discoasters heavily overgrown - as above - also lower Miocene reworking - Sph. disbelemnos 1 specimen.,M [P33],D,,,,,,,,,C,,F,,,X,C,X,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1490,A,22,H,CC,PAL,2b11e9a471dd869fc94a613bf0ba10ee
363-U1490A-23H-CC-PAL-NANNO,0,5,213.55,213.6,NN6,"TDJ - C. miopelagicus, Cy. floridanus and C. nitescens present - last two are relatively rare; (similar preservation to above); difficult to see if O. rugosus is present or not - no identifiable forms present",M [P33],D,,,,,,,,,C,,F,,,R,C,F,F,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,X,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1490,A,23,H,CC,PAL,b2f61adcdfa76491e53a0bea28fa0de8
363-U1490A-24H-CC-PAL-NANNO,0,5,223.01,223.06,,TDJ - S. heteromorphus,M [P33],D,,,,,,,,,C,,F,,,F,C,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,C,,,,,,,,,,,,,,,,C,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1490,A,24,H,CC,PAL,24348b2da263b745f0537f534ed66a00
363-U1490A-25H-CC-PAL-NANNO,0,5,232.55,232.6,,TDJ - S. heteromorphus; Tc D. deflandrei?,M [P33],D,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,C,,,,,,,,,,,,,,,,A,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1490,A,25,H,CC,PAL,ccc1c8d7337b5a014c8c9a5ec7031401
363-U1490A-26H-CC-PAL-NANNO,0,5,241.88,241.93,NN4,TDJ - S. heteromorphus,M [P33],D,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,C,,,,,,,,,,,,,,,,C,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1490,A,26,H,CC,PAL,214360d7be5c760b27d7a1118bab5e96
363-U1490A-27H-CC-PAL-NANNO,0,5,251.43,251.48,NN4,TDJ - S. heteromorphus,M [P33],D,,,,,,,,,F,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,C,,,,,,,,,,,,,,,,C,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,363,U1490,A,27,H,CC,PAL,2cea532dae164689922f84a7c53f60bf
363-U1490A-28F-CC-PAL-NANNO,0,5,256.06,256.11,NN4,"TDJ - S. heteromorphus rare but present - much rare than above, with sphenolithus dominated by S. moriformis.",M [P33],D,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,X,,,,,,,,,,,,,,,C,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,363,U1490,A,28,F,CC,PAL,058828cd403adf1d0b4aad737a86624b
363-U1490A-29F-CC-PAL-NANNO,0,5,260.79,260.84,NN3,TDJ - S. belemnos present,M [P33],D,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,X,F,,,,,,,,,,,,,,,C,,,,,,,,,,,F,,,,,,,X,,R,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1490,A,29,F,CC,PAL,75297f1bc891db427195d78cda55e814
363-U1490A-30F-CC-PAL-NANNO,0,5,265.02,265.07,,TDJ - S. belemnos not present,M [P33],D,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,R,,,,,,,,,,,,,,,C,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1490,A,30,F,CC,PAL,7a1709c4ad063212e53a1f2b7f47ef86
363-U1490A-31F-CC-PAL-NANNO,0,5,270.15,270.2,,TDJ - no S. belemnos; no S. disbelemnos.,M [P33],D,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,X,,,,,,,,,,,,,,,C,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,363,U1490,A,31,F,CC,PAL,71cec38972ca502500156444da746d92
363-U1490A-32X-CC-PAL-NANNO,0,5,278.39,278.44,,TDJ - no S. belemnos; no S. disbelemnos.,M [P33],D,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,363,U1490,A,32,X,CC,PAL,99459a254d2ba72cd0286d1e3ec90a17
363-U1490A-33X-CC-PAL-NANNO,0,5,288.23,288.28,,TDJ - no S. belemnos; no S. disbelemnos.,M [P33],D,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1490,A,33,X,CC,PAL,759b6b6819cf0126ee5f39a65fbf48c9
363-U1490A-34X-CC-PAL-NANNO,0,5,299.09,299.14,,TDJ - S. disbelemnos present; C. floridanus large - some do >11um but most in the 9-11 um range.,M [P33],D,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,C,,,,,,,,,,,F,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,F,F,,,,,,,,,,,,,,363,U1490,A,34,X,CC,PAL,f8b93e6beac65007b2523af642d5d5b5
363-U1490A-35X-CC-PAL-NANNO,0,5,308.87,308.92,,TDJ - S. disbelemnos present; C. floridanus noticeable smaller than the sample above (34X-CC).,M [P33],D,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,F,,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,363,U1490,A,35,X,CC,PAL,0d40479ab77add0843ab1362611b5059
363-U1490A-36X-CC-PAL-NANNO,0,5,316.44,316.49,,TDJ - S. disbelemnos present; large C. floridanus;,M [P33],D,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,F,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,363,U1490,A,36,X,CC,PAL,8a459d9594ad710a09893336a4ba7716
363-U1490A-37X-CC-PAL-NANNO,0,5,327.57,327.62,,TDJ: S. disbelemnos present; S. disimilis,M [P33],D,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,363,U1490,A,37,X,CC,PAL,bf77b4bd15153a11c7d0fba885d1cf6b
363-U1490A-38X-CC-NANNO,0,5,329.49,329.54,,TDJ - no S. dibelemnos,M [P33],D,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,F,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,363,U1490,A,38,X,CC,NANNO,1b5b9cb3f265c9c930008ced3b9a6f58
363-U1490A-39X-CC-NANNO,0,5,346.69,346.74,,LB S.delphix;,P [P33],D,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,C,,,,,,,,,,,,,,,363,U1490,A,39,X,CC,NANNO,77f14610e2eb3b02920f932cb2582988
363-U1490A-40X-CC-PAL-NANNO,0,5,353.38,353.43,,LB possible Z.bijugatus;,P [P33],F,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,363,U1490,A,40,X,CC,PAL,004eca67bb0151f08ff08f2d141dcbcf
363-U1490A-41X-CC-PAL-NANNO,0,5,365.38,365.43,,LB Cl. subdistichus frequent; large Sph. conicus common,P [P33],D,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,363,U1490,A,41,X,CC,PAL,6dd959814592745cc0d4120dcbd5d526
363-U1490A-42X-CC-W 0/5-NANNO,0,5,372.69,372.74,,LB Clausicocus; C. floridanus (up to about 10um); few other retics. Sph. conicus smaller form dominates.,P [P33],D,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,363,U1490,A,42,X,CC,W,a56e91c503f587f074904c99ef8ecaa7
