Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comment,Zone,Age,Preservation,Nannofossil abundance,Sphenolithus ciperoensis,Sphenolithus delphix,Sphenolithus disbelemnos,Helicosphaera ampliaperta,Sphenolithus belemnos,Triquetrorhabdulus carinatus,Sphenolithus heteromorphus,Discoaster deflandrei,Cyclicargolithus floridanus,Calcidiscus premacintyrei,Coronocyclus nitescens,Discoaster kugleri,Coccolithus miopelagicus,Catinaster coalitus,Catinaster calyculus,Discoaster hamatus,Discoaster berggrenii,Nicklithus amplificus,Discoaster quinqueramus,Ceratolithus acutus,Ceratolithus larrymayeri,Triquetrorhabdulus rugosus,Ceratolithus rugosus,Reticulofenestra pseudoumbilicus,Sphenolithus spp.,Discoaster tamalis,Discoaster surculus,Discoaster pentaradiatus,Discoaster triradiatus,Discoaster brouweri,Gephyrocapsa (>4 μm),Calcidiscus macintyrei,Gephyrocapsa (> 5.5 μm),Helicosphaera sellii,Reticulofenestra asanoi,Pseudoemiliania lacunosa,Emiliania huxleyi,Algirosphaera robusta,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus tricorniculatus,Braarudosphaera bigelowii,Calcidiscus leptoporus,Calcidiscus quadriperforatus,Calcidiscus tropicus,Calciosolenia brasiliensis,Calciosolenia murrayi,Catinaster mexicanus,Ceratolithus armatus,Ceratolithus atlanticus,Ceratolithus cristatus,Clausicoccus fenestratus,Coccolithus pelagicus,Cryptococcolithus mediaperforate,Cyclicargolithus abisectus,Dictyococcites antarcticus,Dictyococcites bisectus,Discoaster altus,Discoaster asymmetricus,Discoaster bellus,Discoaster bergenii,Discoaster bollii,Discoaster braarudii,Discoaster calcaris,Discoaster challengeri,Discoaster druggii,Discoaster exilis,Discoaster loeblichii,Discoaster musicus,Discoaster neorectus,Discoaster petaliformis,Discoaster prepentaradiatus,Discoaster variabilis,Discosphaera tubifera,Florisphaera profunda,Gephyrocapsa caribbeanica,Gephyrocapsa ericsonii,Gephyrocapsa muellerae,Gephyrocapsa oceanica,Gephyrocapsa omega,Gephyroscapsa lumina,Gladiolithus flabellatus,Hayaster perplexus,Hayella challengeri,Helicosphaera carteri,Helicosphaera euphratis,Helicosphaera gertae,Helicosphaera granulata,Helicosphaera intermedia,Helicosphaera inversa,Helicosphaera magnifica,Helicosphaera mediterranea,Helicosphaera obliqua,Helicosphaera orientalis,Helicosphaera pavimentum,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera scissura,Helicosphaera stalis,Helicosphaera truempyi,Helicosphaera vedderi,Helicosphaera walbersdorfensis,Helicosphaera wallichii,Helicosphaera waltrans,Holodiscolithus macroporus,Hughesius gizoensis,Hughesius tasmaniae,Ilselithina fusa,Minylitha convallis,Oolithotus fragilis,Orthorhabdus serratus,Pontosphaera discopora,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera syracusana,Pseudoemiliania ovata,Reticulofenestra daviesii,Reticulofenestra haqii,Reticulofenestra minuta,Reticulofenestra minutula,Reticulofenestra pseudoumbilicus (> 7 μm),Reticulofenestra pseudoumbilicus (5-7 µm),Reticulofenestra rotaria,Rhabdosphaera clavigera,Rhabdosphaera poculii,Scyphosphaera apsteinii,Scyphosphaera apsteinii forma dilatata,Scyphosphaera cylindrica,Scyphosphaera globulata,Scyphosphaera intermedia,Scyphosphaera lagena,Scyphosphaera pulcherrima,Scyphosphaera tubifera,Scyphosphaera ventriosa,Small Gephyrocapsa (< 4 μm),Solidopons petrae,Sphenolithus abies,Sphenolithus calyculus,Sphenolithus capricornutus,Sphenolithus conicus,Sphenolithus dissimilis,Sphenolithus moriformis,Syracolithus schilleri,Syracosphaera lamina,Syracosphaera pulchra,Tetralithoides quadrilaminata,Tetralithoides symeonidesii,Triquetrorhabdulus challengeri,Triquetrorhabdulus extensus,Triquetrorhabdulus finifer,Triquetrorhabdulus milowii,Triquetrorhabdulus rioi,Triquetrorhabdulus sp. (long needle-like),Triquetrorhabdulus striatus,Umbellosphaera irregularis,Umbellosphaera tenuis,Umbilicosphaera foliosa,Umbilicosphaera hulburtiana,Umbilicosphaera jafari,Umbilicosphaera rotula,Umbilicosphaera sibogae,Zygrhablithus bijugatus,eodp_id
320-U1335A-21H-CC-PAL-NANNO,320,U1335,A,21,21-CC,H,CC,PAL,NANNO,0,0,198.95,198.95,"TDJ - carinatus, belemnos present",NN2,early Miocene,M,A,,,,,C,F,,C,A,,C,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,F,,,,,,,,,F,,,c90f4fe322ec1ab1f6a137b4f6f36f30
320-U1335A-22H-CC-PAL-NANNO,320,U1335,A,22,22-CC,H,CC,PAL,NANNO,0,0,208.65,208.65,"TDJ - carinatus, belemnos present",NN2,early Miocene,M,A,,,R,,F,F,,C,A,,C,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,F,,R,,,,,,,,A,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,F,F,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,F,,,42076efc7bbfc3d8ced43b7ea072afab
320-U1335A-23H-2-W 90/90-NANNO,320,U1335,A,23,23-2,H,2,W,90/90-NANNO,0,0,210.8,210.8,TDJ -,NN2,early Miocene,M,A,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5533ac7646de466c199ac30a79fddaa
320-U1335A-23H-CC-PAL-NANNO,320,U1335,A,23,23-CC,H,CC,PAL,NANNO,0,0,218.11,218.11,"TDJ - no belemnos, top common Orthorhabdus",NN2,early Miocene,M,A,,,F,,,R,,C,C,,C,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,A,C,,F,F,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,F,,,,,,F,,,,0bbcc53d46e51c63e8d37ec74f268872
320-U1335A-24H-CC-PAL-NANNO,320,U1335,A,24,24-CC,H,CC,PAL,NANNO,0,0,227.84,227.84,TDJ -,NN2,early Miocene,M,A,,,R,,,F,,C,A,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,C,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,C,,,,,,F,,,,0a27300ad6b0495669764d20bbd3ffab
320-U1335A-25H-CC-PAL-NANNO,320,U1335,A,25,25-CC,H,CC,PAL,NANNO,0,0,236.85,236.85,TDJ - but no disbelemnos,NN2,early Miocene,M,A,,,,,,F,,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,C,,,,,R,,,,,,F,,,,,,F,R,,,f3d75c4215895e2ddf6368cc935ec808
320-U1335A-26H-CC-PAL-NANNO,320,U1335,A,26,26-CC,H,CC,PAL,NANNO,0,0,246.78,246.78,TDJ - but no disbelemnos,NN2,early Miocene,M,A,,,,,,F,,C,A,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,R,,,,,,F,,,,e22409972c509b3c6e10ede7e7d0bf4c
320-U1335A-27H-CC-PAL-NANNO,320,U1335,A,27,27-CC,H,CC,PAL,NANNO,0,0,256.19,256.19,TDJ - but no disbelemnos,NN2,early Miocene,M,A,,,,,,F,,C,A,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,D,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,R,,,,bee7262ddd4ba8459265978803f34363
320-U1335A-28H-CC-PAL-NANNO,320,U1335,A,28,28-CC,H,CC,PAL,NANNO,0,0,265.96,265.96,TDJ - disbelemnos present,NN2,early Miocene,M,A,,,F,,,F,,C,C,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,C,,,,,,,,,,,,,,,,,,,,,e21989ad8345b310f1dc9fc285ed1300
320-U1335A-29H-CC-PAL-NANNO,320,U1335,A,29,29-CC,H,CC,PAL,NANNO,0,0,275.56,275.56,PB - disbelemnos present,NN2,early Miocene,M,A,,,R,,,F,,C,A,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,R,,,,,,,,,,,,,,F,,,,,R,,,,,,D,C,,,,,,,,,,,,,,,,,,,R,R,C,,,,,,,,,,,,,,,,,,,D,,,,43d0b9ef5cc90f1d968ece32e6f9e579
320-U1335A-30H-CC-PAL-NANNO,320,U1335,A,30,30-CC,H,CC,PAL,NANNO,0,0,284.77,284.77,"PB - disbelemnos, druggii",NN2,early Miocene,M,A,,,R,,,F,,C,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,C,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,R,R,,R,,,,,R,,,,,,,,,,,,,F,C,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,A,,C,,,,,,,,,,,R,,,,,,C,,,,9711d039929ec3867d23a5fc4cd86686
320-U1335A-31H-CC-PAL-NANNO,320,U1335,A,31,31-CC,H,CC,PAL,NANNO,0,0,294.5,294.5,PB - disbelemnos present,NN2,early Miocene,M,A,,,F,,,R,,F,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,C,,,,,,,F,,,,,,,,,,,,,F,C,R,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,A,,,,b59d2c8ae72d7e75ce6544e4a5d8e4cc
320-U1335A-32H-CC-PAL-NANNO,320,U1335,A,32,32-CC,H,CC,PAL,NANNO,0,0,303.7,303.7,PB - disbelemnos present,NN2,early Miocene,M,A,,,R,,,C,,F,D,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,F,,R,,,,,R,,,,R,,,,,,,,,,F,,,,,R,,,,,,A,,,,,,,,,,,,,,,,,,,,,,C,,C,,,,,,,,,C,,,,,,,,A,,,,cd602eff75e2fed6a941b555014be11f
320-U1335A-33H-3-PAL-NANNO,320,U1335,A,33,33-3,H,3,PAL,NANNO,0,0,307.89,307.89,PB - disbelemnos present,NN2,early Miocene,M,A,,,R,,,C,,C,D,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,F,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,C,,,,8c80f20a3558d698c83323a72aecbdcf
320-U1335A-33H-CC-PAL-NANNO,320,U1335,A,33,33-CC,H,CC,PAL,NANNO,0,0,313.48,313.48,"PB - disbelemnos, comm carinatus",NN2,early Miocene,M,A,,,F,,,C,,F,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,F,,,,,,,,,R,,,,,,,,,R,F,F,,,,R,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,C,,C,,,R,,R,,,,F,,R,,,,,,A,,,,ac5540c70a6a531831361312cbfe10aa
320-U1335A-34H-3-PAL-NANNO,320,U1335,A,34,34-3,H,3,PAL,NANNO,0,0,315.99,315.99,"PB - disbelemnos, comm carinatus",NN2,early Miocene,M,A,,,R,,,C,,C,D,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,,,,C,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,f33172f7231b8233bc452939cab5c34f
320-U1335A-34H-CC-PAL-NANNO,320,U1335,A,34,34-CC,H,CC,PAL,NANNO,0,0,323.0,323.0,"PB - disbelemnos, comm carinatus",NN2,early Miocene,M,A,,,C,,,A,,C,D,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,C,R,,,44aae961abd8777363d6ecdf350ef80a
320-U1335A-35H-CC-PAL-NANNO,320,U1335,A,35,35-CC,H,CC,PAL,NANNO,0,0,332.59,332.59,"PB - disbelemnos, comm carinatus",NN2,early Miocene,M,A,,,F,,,A,,C,D,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,R,,,,,,,,,C,C,F,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,D,,,,b07bf32fbc63ed77a23a348c2c2d6a33
320-U1335A-36H-CC-PAL-NANNO,320,U1335,A,36,36-CC,H,CC,PAL,NANNO,0,0,341.8,341.8,"PB - disbelemnos, druggii",NN2,early Miocene,M,A,,,F,,,A,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,,,,,,C,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,C,,,,,,,,,,,,,,,,,,,,,2f028fe53726464941cfdfcb347ba265
320-U1335A-37X-2-W 90/90-NANNO,320,U1335,A,37,37-2,X,2,W,90/90-NANNO,0,0,343.8,343.8,"PB - no disbelmnos, druggii",NN2,early Miocene,M,A,,,,,,A,,C,A,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,F,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,baf590061cdcddf98abff301eaea9d68
320-U1335A-37X-3-PAL-NANNO,320,U1335,A,37,37-3,X,3,PAL,NANNO,0,0,345.89,345.89,TDJ -,NN1,early Miocene,M,A,,,,,,C,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144cc31bb8c40d2391d27d55bea8a227
320-U1335A-37X-4-W 90/90-NANNO,320,U1335,A,37,37-4,X,4,W,90/90-NANNO,0,0,346.8,346.8,"TDJ - no delphix, no disbelemnos",NN1,early Miocene,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5872b3e94ccb4944f1c66d6f79aed6da
320-U1335A-37X-5-W 90/90-NANNO,320,U1335,A,37,37-5,X,5,W,90/90-NANNO,0,0,348.3,348.3,"TDJ - no delphix, no disbelemnos",NN1,early Miocene,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154c0647cd42bd634db6031c0fcdddbd
320-U1335A-37X-6-W 50/50-NANNO,320,U1335,A,37,37-6,X,6,W,50/50-NANNO,0,0,349.4,349.4,"TDJ - no delphix, no disbelemnos",NN1,late Oligocene,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ef0020c42a8198887aa38f3780cc184b
320-U1335A-37X-CC-PAL-NANNO,320,U1335,A,37,37-CC,X,CC,PAL,NANNO,0,0,350.01,350.01,PB/TDJ - delphix present,NN1,late Oligocene,M,A,,R,,,,A,,C,A,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,F,,,,,,,,R,,,,,,,,,C,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,R,C,,,,,,,R,,,,,,C,,,,89713b63f108a6a2fe9db7db3ecf556f
