Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Sample comment,Preservation,Group abundance,Florisphaera profunda,Emiliania huxleyi,Gephyrocapsa ericsonii,Gephyrocapsa oceanica,Gephyrocapsa caribbeanica,Pseudoemiliania lacunosa,Pseudoemiliania ovata,Reticulofenestra asanoi,Reticulofenestra pseudoumbilicus,Reticulofenestra minuta,Reticulofenestra haqii,Reticulofenestra rotaria,Dictyococcites antarcticus,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Umbilicosphaera sibogae,Umbilicosphaera jafari,Umbilicosphaera rotula,Oolithotus fragilis,Helicosphaera carteri,Helicosphaera wallichii,Helicosphaera pavimentum,Helicosphaera intermedia,Helicosphaera inversa,Helicosphaera sellii,Helicosphaera stalis,Helicosphaera walbersdorfensis,Pontosphaera multipora,Pontosphaera japonica,Pontosphaera discopora,Scyphosphaera apsteinii,Scyphosphaera pulcherrima,Scyphosphaera canescens,Scyphosphaera globulata,Rhabdosphaera clavigera,Discosphaera tubifera,Umbellosphaera irregularis,Umbellosphaera tenuis,Syracosphaera pulchra,Syracosphaera lamina,Calciosolenia murrayi,Ceratolithus cristatus,Ceratolithus acutus,Amaurolithus tricorniculatus,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus amplificus,Sphenolithus abies,Sphenolithus moriformis,Sphenolithus heteromorphus,Sphenolithus belemnos,Discoaster brouweri,Discoaster triradiatus,Discoaster variabilis,Discoaster pentaradiatus,Discoaster surculus,Discoaster tamalis,Discoaster asymmetricus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster bollii,Discoaster bellus,Discoaster loeblichii,Discoaster hamatus,Discoaster neohamatus,Discoaster deflandrei,Discoaster kugleri,Discoaster petaliformis,Discoaster signus,Discoaster druggii,Orthorhabdus rugosus,Calcidiscus premacintyrei,Catinaster calyculus,Catinaster coalitus,Ceratolithus larrymayeri,Gephyrocapsa omega,Coronocyclus nitescens,Helicosphaera ampliaperta,Helicosphaera euphratis,Minylitha convallis,Orthorhabdus serratus,Sphenolithus capricornutus,Sphenolithus disbelemnos,Triquetrorhabdulus carinatus,Algirosphaera robusta,Braarudosphaera bigelowii,Calcidiscus pacificanus,Calcidiscus pataecus,Calcidiscus quadriperforatus,Calcidiscus tropicus,Calciosolenia brasiliensis,Catinaster mexicanus,Cryptococcolithus mediaperforate,Dictyococcites bisectus,Discoaster altus,Discoaster bergenii,Discoaster braarudii,Discoaster calcaris,Discoaster challengeri,Discoaster exilis,Discoaster extensus,Discoaster musicus,Discoaster neorectus,Discoaster prepentaradiatus,Discoaster spp.,Gephyrocapsa lumina,Gephyrocapsa muellerae,Gladiolithus flabellatus,Hayaster perplexus,Hayella challengeri,Helicosphaera gertae,Helicosphaera granulata,Helicosphaera magnifica,Helicosphaera mediterranea,Helicosphaera obliqua,Helicosphaera orientalis,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera scissura,Ceratolithus atlanticus,Helicosphaera truempyi,Helicosphaera vedderi,Helicosphaera waltrans,Holodiscolithus macroporus,Hughesius gizoensis,Hughesius tasmaniae,Ilselithina fusa,Orthorhabdus rioi,Orthorhabdus striatus,Pontosphaera spp.,Pontosphaera syracusana,Reticulofenestra daviesii,Reticulofenestra gelida,Reticulofenestra minutula,Rhabdosphaera poculii,Rhabdosphaera spp.,Scyphosphaera apsteinii forma dilatata,Scyphosphaera cylindrica,Scyphosphaera intermedia,Scyphosphaera lagena,Scyphosphaera tubifera,Scyphosphaera ventriosa,Solidopons petrae,Sphenolithus calyculus,Sphenolithus conicus,Sphenolithus dissimilis,Syracolithus schilleri,Tetralithoides quadrilaminata,Tetralithoides symeonidesii,Triquetrorhabdulus challengeri,Triquetrorhabdulus milowii,Umbilicosphaera hulburtiana,Reworked species,Diatoms,Radiolarian fragments,Datum type,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
363-U1489C-11H-4-W 60/60-NANNO,0,0,94.1,94.1,,AGSF,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,11,H,4,W,fbb9f934cff801b4bb6ca9c07ecf6fea
363-U1489C-11H-6-W 60/60-NANNO,0,0,97.1,97.1,,AGSF - with A tricorniculatus; R. pseudoumbilicus slightly greater than 7 um,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,,,A,,,,F,P,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,11,H,6,W,1cebefe056dd253f12660a2dd1f821db
363-U1489C-11H-CC-PAL-NANNO,0,5,98.83,98.88,,LB,G [P33],D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,11,H,CC,PAL,828af53383301ddd1870782d4b3cd75a
363-U1489C-12H-2-W 60/60-NANNO,0,0,100.6,100.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,12,H,2,W,1b3c6101bbf19c1ff5c8b49a0c6f6907
363-U1489C-12H-4-W 60/60-NANNO,0,0,103.6,103.6,,AGSF - very few discoasters; transitional form between cristatus and armatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,F,P,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,12,H,4,W,f4c1014f5dd183fe7b92c5e5907d2ff6
363-U1489C-12H-6-W 60/60-NANNO,0,0,106.6,106.6,,AGSF - moderately preserved,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,A,,,,F,,,F,P,,,F,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,12,H,6,W,e1c5ca0fec824f97062ce74063adabdc
363-U1489C-12H-CC-PAL-NANNO,0,5,108.44,108.49,NN12,LB,G [P33],D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,C,,,C,,,,F,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,12,H,CC,PAL,f9f82d0136bc0138dc663b2d95d081bc
363-U1489C-13H-2-W 60/60-NANNO,0,0,110.1,110.1,,TDJ -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,C,,,F,,,,R,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,13,H,2,W,4b3f3859f77ed8c923119c2a65afe1eb
363-U1489C-13H-4-W 60/60-NANNO,0,0,113.1,113.1,,TDJ -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,C,,F,F,F,,,R,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,13,H,4,W,59cacdc2cfa98adbb98c5bd83467d53b
363-U1489C-13H-6-W 60/60-NANNO,0,0,116.1,116.1,,TDJ - O. rugosus present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,C,,F,F,C,,,P,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,13,H,6,W,28a918680114bb21540e42c1c4b7810e
363-U1489C-13H-CC-PAL-NANNO,0,5,117.95,118.0,NN11,LB,G [P33],D,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,,,,,,C,,F,C,C,,,F,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,13,H,CC,PAL,02551af47d47b068c5e31d877083168c
363-U1489C-14H-2-W 61/61-NANNO,0,0,119.61,119.61,,TDJ -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,C,,F,C,F,,,F,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,14,H,2,W,6db9c3ae6b5232f219bc8df4bf42b50a
363-U1489C-14H-4-W 61/61-NANNO,0,0,122.61,122.61,,TDJ -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,14,H,4,W,c2038a1663ce544ef0934ae5a5c39259
363-U1489C-14H-6-W 61/61-NANNO,0,0,125.61,125.61,,TDJ -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,14,H,6,W,63cabfaefe6ff106ae22f7e8997b469c
363-U1489C-14H-CC-PAL-NANNO,0,5,127.39,127.44,,LB,G [P33],D,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,C,P,A,A,C,,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,14,H,CC,PAL,303b36b9348f8d3df75b58be9ac6b48d
363-U1489C-15H-2-W 61/61-NANNO,0,0,129.11,129.11,,TDJ -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,15,H,2,W,040d0b870d46133d590766aef22cc152
363-U1489C-15H-4-W 61/61-NANNO,0,0,132.11,132.11,,TDJ -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,15,H,4,W,107efb4dbe3306726a01640f62926dc5
363-U1489C-15H-6-W 61/61-NANNO,0,0,135.11,135.11,,TDJ - searched no N. amplificus seen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,15,H,6,W,280bc2f99bcce08b4d3c6192c05963b8
363-U1489C-15H-CC-PAL-NANNO,0,5,136.11,136.16,,LB,g [P33],D,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,15,H,CC,PAL,7d8a52f221f40cf0b42c805665c15e9b
363-U1489C-16H-1-W 41/41-NANNO,0,0,136.91,136.91,,TDJ - searched hard for N. amplificus in new thick slide - none seen,g [P33],D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,16,H,1,W,1b2ecf75e8f1d341c1d220d9bab78bb8
363-U1489C-16H-3-W 41/41-NANNO,0,0,139.96,139.96,,"TDJ - searched hard, no N. amplificus",g [P33],D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,16,H,3,W,5a51e24144548a21d96d99e53cc2f394
363-U1489C-16H-CC-PAL-NANNO,0,5,143.41,143.46,,LB - N. amplificus present,g [P33],D,F,,,,,,,,A,A,A,,,,C,,F,,,,F,,C,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,C,F,A,,,F,F,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,16,H,CC,PAL,f4068b00c3dd2d7024ad668dfa61f7e6
363-U1489C-17H-6-W 41/41-NANNO,0,0,153.91,153.91,,TDJ - N. amplificus present,g [P33],D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,17,H,6,W,1a8bbacfae9e1f78cfeeafc137d2c2d1
363-U1489C-17H-CC-PAL-NANNO,0,5,155.84,155.89,,LB,g [P33],D,F,,,,,,,,C,A,A,,,,,,,,,,F,,C,,,,,F,,,,,,,,,,,,,,,,,,,,P,,,A,P,,,C,P,C,C,C,,,F,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,17,H,CC,PAL,eb55b236297218ac13aae81b581aa7b0
363-U1489C-18H-2-W 61/61-NANNO,0,0,157.61,157.61,,TDJ -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,18,H,2,W,195ac74005f6245a9bf0d4eb890cbd45
363-U1489C-18H-4-W 61/61-NANNO,0,0,160.61,160.61,,TDJ -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,18,H,4,W,473be08705b9826617909a94f559094f
363-U1489C-18H-6-W 61/61-NANNO,0,0,163.61,163.61,,TDJ -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,18,H,6,W,c397de129894d0ada963dabac959d8fe
363-U1489C-18H-CC-PAL-NANNO,0,5,165.27,165.32,,LB,g [P33],D,F,,,,,,,,C,A,C,,,,F,,F,F,,,F,,C,,,P,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,C,,,,,,,P,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,18,H,CC,PAL,4ce3f230d3ce65dec0aff83fca12840a
363-U1489C-19H-2-W 61/61-NANNO,0,0,167.11,167.11,,TDJ -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,19,H,2,W,a40da973a32428109fe339851aa39cf8
363-U1489C-19H-6-W 61/61-NANNO,0,0,173.11,173.11,,TDJ - N. amplificus present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,19,H,6,W,f4d4f605c6666fdd66835c231280b524
363-U1489C-19H-CC-PAL-NANNO,0,5,174.46,174.51,,TDJ - searched no N. amplificus seen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,x,,,,,,,,,R,,,F,F,,,P,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,19,H,CC,PAL,8219bc96c0e328a9a6534c50b09c5860
363-U1489C-20H-2-W 61/61-NANNO,0,0,176.61,176.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,20,H,2,W,c4c286c130d3d54e80ad26c5b1b72632
363-U1489C-21H-CC-PAL-NANNO,0,5,190.05,190.1,,"TDJ - D. quinqueramus present; R. pseudoumbilicus logged category includes specimens in 5-7 and >7um range - the 5-7 is common, >7 frequent.",G [P33],D,F,,,,,,,,,C,C,C,,,F,,C,,,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,P,,,A,C,,,F,R,C,F,C,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,363,U1489,C,21,H,CC,PAL,65e2e4526dce23b926388518feb03667
363-U1489C-22H-CC-PAL-NANNO,0,5,203.23,203.28,,TDJ - D. quinqueramus present; A. primus present,G [P33],D,,,,,,,,,C,C,C,C,,,C,,C,,,,C,,F,,,,,,,,,,,,,,,,,,,,,,,,,,P,,C,C,,,F,R,F,F,F,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,22,H,CC,PAL,a19a519fab1eaa8c551be8849667b7af
363-U1489C-23H-CC-PAL-NANNO,0,5,212.84,212.89,,"TDJ - A. delicatus present; D. quinqueramus present; R. pseudoumbilicus logged category includes specimens in 5-7 and >7um range - the 5-7 is common, >7 still present. Round reticulofenestrids, very, very like C. floridanus",G [P33],D,,,,,,,,,C,C,C,F,,,C,,C,,,,F,,C,,,,,,,,,,,,,,,,,,,,,,,,,P,,,A,A,,,F,R,F,F,F,,,C,C,,,,,R,,,,,,F,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,23,H,CC,PAL,1af6f91d39ce7b1ddcf23e97821ca794
363-U1489C-24H-CC-PAL-NANNO,0,5,222.41,222.46,,"TDJ - Scanned heavily, No Amaurolithus seen. D. quinqueramus present",G [P33],D,,,,,,,,,X,A,C,,,,F,,F,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,,,F,R,F,F,F,,,C,C,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,24,H,CC,PAL,77c0735aaf9b2ce7212aa0b1441d46aa
363-U1489C-25H-CC-PAL-NANNO,0,5,231.89,231.94,,TDJ - D. quinqueramus present,G [P33],D,,,,,,,,,X,A,F,,,,F,,F,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,,,C,,,F,F,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,25,H,CC,PAL,5b47e8b1a9ee5971fd8383c50d335eca
363-U1489C-26H-2-W 60/60-NANNO,0,0,233.6,233.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,26,H,2,W,97d84a030e189d7d8aa0a025b306b7e0
363-U1489C-26H-4-W 60/60-NANNO,0,0,236.6,236.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,26,H,4,W,c24a6ee6b721380496e85be3b79b7a9a
363-U1489C-26H-6-W 60/60-NANNO,0,0,239.6,239.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,26,H,6,W,277a4b377abec460e78a5a8dbeaac98c
363-U1489C-26H-CC-PAL-NANNO,0,5,241.39,241.44,,AGSF - with D. berggrenii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,26,H,CC,PAL,88ff9efdee39423b20243dbb1725a1f3
363-U1489C-26H-CC-PAL-NANNO,0,5,241.39,241.44,,TDJ - D. quinqueramus present,G [P33],D,,,,,,,,,X,A,F,,,,F,,F,,,,F,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,F,,F,,R,F,F,,,,,R,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,363,U1489,C,26,H,CC,PAL,9f02c1a294acef5733cfe9f3249b8e15
363-U1489C-27H-2-W 60/60-NANNO,0,0,243.1,243.1,,AGSF - abundant discoasters; there are forms similar to D. berggrenii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,27,H,2,W,7cdf7810c7f9240883261368e1f5b722
363-U1489C-27H-4-W 60/60-NANNO,0,0,246.1,246.1,,AGSF - with C coalitus (reworked?),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,27,H,4,W,877a263d1bd5a80b3d4947c09992978c
363-U1489C-27H-6-W 60/60-NANNO,0,0,249.1,249.1,,"AGSF - very few discoasters, prservation not good; abundant placoliths",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1489,C,27,H,6,W,87d64a620608fa0f3905e915e7f55675
