Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Stylacontarium bispiculum,Cyrtocapsella tetrapera,Cyrtocapsella japonica,Carpocanistrum sp.,Axoprunum sp.,Cycladophora sp.,Theocorys spongoconus,Theocorys redondoensis,Stylosphaera timmsi,Stylodictya sp.,Stichocorys sp.,Stichocorys delmontensis,Spongodiscus sp.,Prunopyle antarctica,Peripyramis sp.,Nassellaria Form D,Lychnocanoma elongata,Lithopera neotera,Larcopyle sp.,Lamprocyclas maritalis maritalis,Eucyrtidium punctatum,Druppatractus sp.,Druppatractus irregularis,Didymocyrtis sp.,Cyrtocapsella cornuta,Carpocanopsis cingulata,Botryostrobus miralestensis,Phormostichoartus corbula,Collosphaera sp.,Sphaeropyle robusta,Lychnocanoma sp.,Lychnocanoma nipponica nipponica,Lithopera renzae,Hexacontium sp.,Eucyrtidium yatsuoense,Eucyrtidium cienkowskii,Euchitonia sp.,Cornutella profunda,Stylatractus neptunus,Botryostrobus sp.,Axoprunum angelinum,Thecosphaera sp.,Periphaena decora,Lophoconus biaurita (Form C),Didymocyrtis laticonus,Ceratocyrtis sp.,Actinomma sp.,Thecosphaera miocenica,Stichocorys peregrina,Stichocorys johnsoni,Lamprocyclas hannai,Eucyrtidium teuscheri teuscheri,Eucyrtidium calvertense,Dictyophimus hirundo,Spongodiscus osculosus,Lithelius sp.,Buryella tetradica,Stylatractus sp.,Dictyoprora mongolfieri,Tetrapyle octacantha,Theocorythium vetulum,Spongoplegma churchii,Heliodiscus asteriscus,Didymocyrtis sp. D,Didymocyrtis antepenultima,Diartus hughesi,Botryostrobus auritus/australis,Anthocyrtidium ehrenbergi,Larcospira sp.,Anthocyrtidium angulare,Spongaster tetras tetras,Dictyophimus sp.,Lychnocanoma sp. A,Lychnocanoma nipponica sakaii,Periphaena sp.,Didymocyrtis penultima,Pterocanium sp.,Lychnodictyum audax,Lychnocanoma parallelipes,Cycladophora bicornis bicornis,Prunopyle hayesi,Saturnalis circularis,Dictyophimus splendens,Pterocanium trilobum,Theocorys sp. A,Phormocyrtis striata striata,Gondwanaria dogieli,Eucyrtidium acuminatum,Cycladophora pliocenica,Carpocanopsis cristata,Amphymenium amphistylium,Lophophaena sp.,Lithopera bacca,Dictyomitra multicostata,Stylacontarium acquilonium,Spongotrochus glacialis,Didymocyrtis tetrathalamus tetrathalamus,Buryella foremanae,Sphaeropyle langii,Lamprocyrtis heteroporos,Botryostrobus aquilonaris,Amphipyndax stocki,Pterocanium praetextum praetextum,Phorticium clevei,Amphirhopalum ypsilon,Comment
  IR,                 ,                 ,                  ,              ,181,1123,B, 30,X,CC,  25.00,    278.0000,rads     ,Radiolarians                                 ,R              ,M                 ,R                        ,                       ,                      ,                  ,             ,                ,                     ,                      ,                   ,C              ,               ,                        ,C               ,                    ,T              ,                  ,                     ,                 ,C            ,R                               ,                     ,F                ,                         ,C               ,                     ,                       ,                           ,                         ,R               ,R                  ,                ,                                ,                ,R              ,                      ,                       ,R             ,                   ,T                    ,                 ,                   ,R               ,                 ,                            ,                      ,                ,R            ,                      ,C                    ,                    ,                   ,                               ,                       ,T                   ,R                     ,             ,                  ,                ,                       ,T                   ,                     ,                     ,                      ,C                 ,                          ,               ,                               ,R                        ,T             ,                       ,                        ,                ,T                 ,                             ,R             ,T                     ,               ,                   ,                         ,                              ,                ,                     ,                      ,                    ,               ,                            ,                   ,                      ,                       ,                      ,                        ,               ,               ,                        ,                          ,                       ,                                        ,                  ,                  ,                        ,                         ,                  ,                                 ,                 ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 31,X,CC,  17.00,    287.5400,rads     ,Radiolarians                                 ,C              ,M                 ,R                        ,                       ,                      ,                  ,             ,                ,                     ,                      ,                   ,C              ,               ,                        ,F               ,                    ,T              ,                  ,                     ,                 ,F            ,R                               ,                     ,F                ,                         ,F               ,                     ,                       ,                           ,                         ,                ,                   ,                ,                                ,                ,R              ,                      ,                       ,R             ,                   ,R                    ,                 ,                   ,C               ,                 ,                            ,                      ,                ,             ,                      ,R                    ,                    ,                   ,                               ,R                      ,                    ,R                     ,             ,                  ,                ,                       ,                    ,                     ,                     ,C                     ,C                 ,                          ,               ,                               ,                         ,              ,R                      ,                        ,                ,R                 ,T                            ,              ,                      ,               ,                   ,                         ,                              ,                ,                     ,                      ,                    ,               ,                            ,                   ,                      ,                       ,                      ,                        ,               ,               ,                        ,                          ,                       ,                                        ,                  ,                  ,                        ,                         ,                  ,                                 ,                 ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 32,X,CC,  23.00,    296.3100,rads     ,Radiolarians                                 ,A              ,G                 ,C                        ,                       ,                      ,F                 ,             ,                ,                     ,                      ,                   ,F              ,               ,                        ,A               ,                    ,R              ,                  ,                     ,                 ,R            ,T                               ,                     ,A                ,                         ,F               ,                     ,                       ,                           ,                         ,                ,                   ,R               ,                                ,                ,               ,                      ,R                      ,              ,                   ,R                    ,                 ,                   ,A               ,                 ,R                           ,                      ,                ,             ,                      ,C                    ,                    ,                   ,                               ,F                      ,                    ,                      ,             ,                  ,                ,                       ,                    ,                     ,                     ,F                     ,F                 ,R                         ,               ,                               ,                         ,R             ,                       ,T                       ,R               ,                  ,                             ,              ,                      ,               ,                   ,                         ,                              ,                ,                     ,                      ,                    ,               ,                            ,                   ,                      ,                       ,                      ,                        ,               ,               ,                        ,                          ,                       ,                                        ,                  ,                  ,                        ,                         ,                  ,                                 ,                 ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 33,X,CC,  15.00,    306.8500,rads     ,Radiolarians                                 ,R              ,M                 ,                         ,                       ,                      ,T                 ,             ,                ,                     ,                      ,                   ,R              ,               ,                        ,F               ,                    ,               ,                  ,                     ,                 ,             ,                                ,                     ,F                ,                         ,                ,                     ,                       ,                           ,                         ,                ,                   ,T               ,                                ,                ,               ,                      ,                       ,              ,                   ,                     ,                 ,                   ,R               ,                 ,                            ,                      ,                ,             ,                      ,R                    ,                    ,                   ,                               ,                       ,                    ,                      ,             ,                  ,                ,                       ,                    ,                     ,                     ,                      ,                  ,                          ,               ,                               ,                         ,R             ,                       ,                        ,                ,                  ,                             ,              ,                      ,               ,                   ,                         ,                              ,                ,                     ,                      ,                    ,               ,                            ,                   ,                      ,                       ,                      ,                        ,               ,               ,                        ,                          ,                       ,                                        ,                  ,                  ,                        ,                         ,                  ,                                 ,                 ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 34,X,CC,  19.00,    316.5300,rads     ,Radiolarians                                 ,F              ,M                 ,R                        ,                       ,                      ,R                 ,             ,                ,                     ,                      ,                   ,F              ,               ,                        ,C               ,                    ,               ,                  ,                     ,                 ,C            ,                                ,                     ,                 ,                         ,R               ,                     ,                       ,                           ,                         ,                ,                   ,R               ,                                ,                ,               ,                      ,                       ,              ,                   ,R                    ,                 ,                   ,                ,                 ,                            ,                      ,                ,             ,                      ,                     ,                    ,                   ,                               ,R                      ,                    ,R                     ,             ,                  ,                ,                       ,                    ,                     ,                     ,R                     ,R                 ,                          ,               ,                               ,                         ,R             ,R                      ,                        ,                ,                  ,                             ,              ,                      ,               ,                   ,                         ,                              ,                ,                     ,                      ,                    ,               ,                            ,                   ,                      ,                       ,                      ,                        ,               ,               ,                        ,                          ,                       ,                                        ,                  ,                  ,                        ,                         ,                  ,                                 ,                 ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 35,X,CC,   9.00,    326.0200,rads     ,Radiolarians                                 ,A              ,VG                ,C                        ,                       ,                      ,                  ,             ,                ,                     ,                      ,                   ,R              ,R              ,R                       ,C               ,                    ,R              ,                  ,                     ,                 ,R            ,C                               ,                     ,                 ,R                        ,F               ,                     ,T                      ,                           ,                         ,                ,R                  ,R               ,                                ,                ,               ,                      ,                       ,R             ,                   ,C                    ,                 ,                   ,C               ,                 ,                            ,                      ,                ,A            ,                      ,R                    ,                    ,F                  ,                               ,R                      ,                    ,R                     ,             ,                  ,                ,                       ,                    ,T                    ,C                    ,C                     ,F                 ,F                         ,T              ,T                              ,R                        ,              ,                       ,                        ,                ,                  ,                             ,              ,                      ,               ,                   ,                         ,                              ,                ,                     ,                      ,                    ,               ,                            ,                   ,                      ,                       ,                      ,                        ,               ,               ,                        ,                          ,                       ,                                        ,                  ,                  ,                        ,                         ,                  ,                                 ,                 ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 36,X,CC,  13.00,    335.4700,rads     ,Radiolarians                                 ,R              ,G                 ,R                        ,                       ,                      ,                  ,             ,                ,                     ,                      ,                   ,               ,T              ,                        ,R               ,                    ,               ,                  ,                     ,                 ,R            ,                                ,                     ,                 ,C                        ,C               ,                     ,                       ,                           ,                         ,                ,                   ,                ,                                ,                ,               ,                      ,                       ,              ,                   ,C                    ,                 ,                   ,                ,                 ,F                           ,                      ,                ,R            ,                      ,T                    ,                    ,                   ,                               ,                       ,                    ,                      ,             ,                  ,                ,                       ,                    ,                     ,                     ,                      ,                  ,                          ,               ,                               ,                         ,              ,                       ,                        ,                ,                  ,                             ,              ,                      ,               ,                   ,                         ,                              ,                ,                     ,                      ,                    ,               ,                            ,                   ,                      ,                       ,                      ,                        ,               ,               ,                        ,                          ,                       ,                                        ,                  ,                  ,                        ,                         ,                  ,                                 ,                 ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 37,X,CC,  22.00,    345.2000,rads     ,Radiolarians                                 ,T              ,M                 ,                         ,                       ,                      ,                  ,             ,                ,                     ,                      ,                   ,               ,               ,                        ,T               ,                    ,               ,                  ,                     ,                 ,             ,                                ,                     ,                 ,                         ,                ,                     ,                       ,                           ,                         ,                ,                   ,                ,                                ,                ,               ,                      ,                       ,              ,                   ,                     ,                 ,                   ,                ,                 ,                            ,                      ,                ,             ,                      ,                     ,                    ,                   ,                               ,                       ,                    ,                      ,             ,                  ,                ,                       ,                    ,                     ,                     ,                      ,                  ,                          ,               ,                               ,                         ,              ,                       ,                        ,                ,                  ,                             ,              ,                      ,               ,                   ,                         ,                              ,                ,                     ,                      ,                    ,               ,                            ,                   ,                      ,                       ,                      ,                        ,               ,               ,                        ,                          ,                       ,                                        ,                  ,                  ,                        ,                         ,                  ,                                 ,                 ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 39,X,CC,  29.00,    364.4800,rads     ,Radiolarians                                 ,T              ,G                 ,                         ,                       ,                      ,                  ,             ,                ,                     ,                      ,                   ,               ,               ,                        ,                ,                    ,               ,                  ,                     ,                 ,             ,                                ,                     ,                 ,                         ,                ,                     ,                       ,                           ,                         ,                ,                   ,                ,                                ,                ,               ,                      ,                       ,              ,                   ,                     ,                 ,                   ,                ,                 ,                            ,                      ,                ,             ,                      ,                     ,                    ,                   ,                               ,                       ,                    ,                      ,             ,                  ,                ,                       ,T                   ,                     ,                     ,                      ,                  ,                          ,               ,                               ,                         ,              ,                       ,                        ,                ,                  ,                             ,              ,                      ,               ,                   ,                         ,                              ,                ,                     ,                      ,                    ,               ,                            ,                   ,                      ,                       ,                      ,                        ,               ,               ,                        ,                          ,                       ,                                        ,                  ,                  ,                        ,                         ,                  ,                                 ,                 ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 40,X,CC,  22.00,    374.0600,rads     ,Radiolarians                                 ,R              ,G                 ,R                        ,                       ,                      ,                  ,             ,                ,                     ,                      ,                   ,               ,               ,                        ,                ,                    ,               ,                  ,                     ,                 ,             ,                                ,                     ,                 ,R                        ,                ,                     ,                       ,                           ,                         ,                ,                   ,T               ,                                ,                ,               ,                      ,                       ,              ,                   ,T                    ,                 ,                   ,                ,                 ,                            ,                      ,                ,R            ,                      ,                     ,                    ,                   ,                               ,                       ,                    ,                      ,             ,                  ,                ,T                      ,                    ,                     ,                     ,                      ,                  ,                          ,               ,                               ,                         ,              ,                       ,                        ,                ,                  ,                             ,              ,                      ,               ,                   ,                         ,                              ,                ,                     ,                      ,                    ,               ,                            ,                   ,                      ,                       ,                      ,                        ,               ,               ,                        ,                          ,                       ,                                        ,                  ,                  ,                        ,                         ,                  ,                                 ,                 ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 41,X,CC,  28.00,    382.2000,rads     ,Radiolarians                                 ,R              ,M                 ,R                        ,                       ,T                     ,                  ,             ,                ,                     ,                      ,                   ,               ,               ,                        ,T               ,                    ,               ,                  ,                     ,                 ,R            ,T                               ,                     ,                 ,                         ,R               ,                     ,T                      ,                           ,                         ,                ,                   ,                ,                                ,                ,               ,                      ,                       ,              ,                   ,                     ,                 ,                   ,R               ,R                ,                            ,                      ,                ,             ,                      ,                     ,                    ,                   ,                               ,                       ,                    ,                      ,             ,                  ,T               ,                       ,                    ,                     ,                     ,                      ,                  ,                          ,               ,                               ,                         ,              ,                       ,                        ,                ,                  ,                             ,              ,                      ,               ,                   ,                         ,                              ,                ,                     ,                      ,                    ,               ,                            ,                   ,                      ,                       ,                      ,                        ,               ,               ,                        ,                          ,                       ,                                        ,                  ,                  ,                        ,                         ,                  ,                                 ,                 ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 42,X,CC,  24.00,    388.4400,rads     ,Radiolarians                                 ,A              ,G                 ,R                        ,R                      ,A                     ,                  ,             ,                ,                     ,                      ,R                  ,C              ,               ,C                       ,C               ,R                   ,R              ,                  ,                     ,C                ,C            ,F                               ,                     ,C                ,R                        ,C               ,                     ,                       ,                           ,                         ,T               ,F                  ,T               ,                                ,                ,F              ,                      ,F                      ,F             ,                   ,                     ,                 ,R                  ,C               ,R                ,                            ,C                     ,                ,             ,                      ,C                    ,                    ,                   ,                               ,                       ,                    ,F                     ,T            ,T                 ,                ,                       ,                    ,                     ,                     ,                      ,                  ,                          ,               ,                               ,                         ,              ,                       ,                        ,                ,                  ,                             ,              ,                      ,               ,                   ,                         ,                              ,                ,                     ,                      ,                    ,               ,                            ,                   ,                      ,                       ,                      ,                        ,               ,               ,                        ,                          ,                       ,                                        ,                  ,                  ,                        ,                         ,                  ,                                 ,                 ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 43,X,CC,  14.00,    399.5200,rads     ,Radiolarians                                 ,R              ,G                 ,F                        ,F                      ,R                     ,R                 ,             ,                ,                     ,                      ,                   ,C              ,               ,R                       ,C               ,                    ,               ,                  ,                     ,R                ,F            ,R                               ,                     ,                 ,                         ,F               ,                     ,                       ,                           ,T                        ,                ,                   ,                ,                                ,                ,               ,                      ,                       ,R             ,                   ,                     ,                 ,                   ,                ,C                ,                            ,R                     ,                ,             ,                      ,                     ,                    ,                   ,                               ,                       ,                    ,                      ,             ,                  ,                ,                       ,                    ,                     ,                     ,                      ,                  ,                          ,               ,                               ,                         ,              ,                       ,                        ,                ,                  ,                             ,              ,                      ,               ,                   ,                         ,                              ,                ,                     ,                      ,                    ,               ,                            ,                   ,                      ,                       ,                      ,                        ,               ,               ,                        ,                          ,                       ,                                        ,                  ,                  ,                        ,                         ,                  ,                                 ,                 ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 44,X,CC,  20.00,    408.3200,rads     ,Radiolarians                                 ,A              ,G                 ,R                        ,A                      ,                      ,F                 ,             ,                ,                     ,T                     ,R                  ,C              ,               ,A                       ,A               ,                    ,               ,                  ,                     ,T                ,             ,F                               ,                     ,R                ,R                        ,C               ,                     ,                       ,                           ,T                        ,F               ,R                  ,R               ,                                ,                ,R              ,R                     ,R                      ,F             ,T                  ,R                    ,                 ,R                  ,F               ,R                ,                            ,F                     ,                ,             ,C                     ,R                    ,R                   ,T                  ,T                              ,R                      ,R                   ,                      ,             ,                  ,                ,                       ,                    ,                     ,                     ,                      ,                  ,                          ,               ,                               ,                         ,              ,                       ,                        ,                ,                  ,                             ,              ,                      ,               ,                   ,                         ,                              ,                ,                     ,                      ,                    ,               ,                            ,                   ,                      ,                       ,                      ,                        ,               ,               ,                        ,                          ,                       ,                                        ,                  ,                  ,                        ,                         ,                  ,                                 ,                 ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 45,X,CC,  18.00,    416.5600,rads     ,Radiolarians                                 ,C              ,G                 ,C                        ,A                      ,                      ,R                 ,             ,                ,                     ,                      ,R                  ,R              ,               ,                        ,R               ,                    ,               ,                  ,                     ,T                ,             ,F                               ,                     ,F                ,R                        ,F               ,R                    ,                       ,                           ,                         ,R               ,R                  ,T               ,                                ,                ,               ,T                     ,R                      ,              ,                   ,R                    ,                 ,                   ,C               ,R                ,R                           ,R                     ,R               ,C            ,                      ,                     ,                    ,                   ,                               ,                       ,                    ,                      ,             ,                  ,                ,                       ,                    ,                     ,                     ,                      ,                  ,                          ,               ,                               ,                         ,              ,                       ,                        ,                ,                  ,                             ,              ,                      ,               ,                   ,                         ,                              ,                ,                     ,                      ,                    ,               ,                            ,                   ,                      ,                       ,                      ,                        ,               ,               ,                        ,                          ,                       ,                                        ,                  ,                  ,                        ,                         ,                  ,                                 ,                 ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 46,X,CC,  20.00,    428.3600,rads     ,Radiolarians                                 ,R              ,M                 ,R                        ,F                      ,                      ,                  ,             ,                ,                     ,                      ,R                  ,               ,               ,                        ,                ,                    ,               ,                  ,                     ,                 ,             ,                                ,                     ,R                ,                         ,                ,                     ,                       ,                           ,                         ,                ,                   ,                ,                                ,                ,               ,                      ,                       ,              ,                   ,R                    ,F                ,R                  ,                ,                 ,                            ,                      ,                ,             ,                      ,                     ,                    ,                   ,                               ,                       ,                    ,                      ,             ,                  ,                ,                       ,                    ,                     ,                     ,                      ,                  ,                          ,               ,                               ,                         ,              ,                       ,                        ,                ,                  ,                             ,              ,                      ,               ,                   ,                         ,                              ,                ,                     ,                      ,                    ,               ,                            ,                   ,                      ,                       ,                      ,                        ,               ,               ,                        ,                          ,                       ,                                        ,                  ,                  ,                        ,                         ,                  ,                                 ,                 ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 47,X,CC,   0.00,    436.9600,rads     ,Radiolarians                                 ,A              ,G                 ,                         ,A                      ,R                     ,C                 ,             ,                ,T                    ,T                     ,F                  ,R              ,               ,C                       ,A               ,                    ,R              ,                  ,                     ,                 ,F            ,F                               ,                     ,C                ,F                        ,R               ,                     ,                       ,                           ,                         ,F               ,R                  ,T               ,R                               ,R               ,F              ,F                     ,F                      ,R             ,R                  ,                     ,                 ,                   ,                ,                 ,                            ,                      ,                ,             ,                      ,                     ,                    ,                   ,                               ,                       ,                    ,                      ,             ,                  ,                ,                       ,                    ,                     ,                     ,                      ,                  ,                          ,               ,                               ,                         ,              ,                       ,                        ,                ,                  ,                             ,              ,                      ,               ,                   ,                         ,                              ,                ,                     ,                      ,                    ,               ,                            ,                   ,                      ,                       ,                      ,                        ,               ,               ,                        ,                          ,                       ,                                        ,                  ,                  ,                        ,                         ,                  ,                                 ,                 ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 48,X,CC,   0.00,    445.6000,rads     ,Radiolarians                                 ,R              ,P                 ,F                        ,C                      ,                      ,                  ,             ,                ,                     ,                      ,T                  ,R              ,               ,                        ,C               ,                    ,               ,                  ,                     ,                 ,             ,T                               ,                     ,R                ,                         ,                ,                     ,                       ,T                          ,T                        ,R               ,                   ,                ,                                ,                ,               ,                      ,                       ,              ,                   ,                     ,                 ,                   ,                ,                 ,                            ,                      ,                ,             ,                      ,                     ,                    ,                   ,                               ,                       ,                    ,                      ,             ,                  ,                ,                       ,                    ,                     ,                     ,                      ,                  ,                          ,               ,                               ,                         ,              ,                       ,                        ,                ,                  ,                             ,              ,                      ,               ,                   ,                         ,                              ,                ,                     ,                      ,                    ,               ,                            ,                   ,                      ,                       ,                      ,                        ,               ,               ,                        ,                          ,                       ,                                        ,                  ,                  ,                        ,                         ,                  ,                                 ,                 ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 49,X,CC,  26.00,    457.0600,rads     ,Radiolarians                                 ,R              ,G                 ,R                        ,C                      ,F                     ,R                 ,             ,                ,R                    ,T                     ,T                  ,R              ,F              ,R                       ,F               ,T                   ,R              ,F                 ,T                    ,R                ,R            ,R                               ,R                    ,R                ,R                        ,R               ,T                    ,R                      ,F                          ,                         ,                ,                   ,                ,                                ,                ,               ,                      ,                       ,              ,                   ,                     ,                 ,                   ,                ,                 ,                            ,                      ,                ,             ,                      ,                     ,                    ,                   ,                               ,                       ,                    ,                      ,             ,                  ,                ,                       ,                    ,                     ,                     ,                      ,                  ,                          ,               ,                               ,                         ,              ,                       ,                        ,                ,                  ,                             ,              ,                      ,               ,                   ,                         ,                              ,                ,                     ,                      ,                    ,               ,                            ,                   ,                      ,                       ,                      ,                        ,               ,               ,                        ,                          ,                       ,                                        ,                  ,                  ,                        ,                         ,                  ,                                 ,                 ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 51,X,CC,  17.00,    479.6300,rads     ,Radiolarians                                 ,T              ,G                 ,                         ,                       ,                      ,                  ,             ,T               ,                     ,                      ,                   ,               ,               ,                        ,                ,                    ,               ,                  ,                     ,                 ,             ,                                ,                     ,                 ,                         ,                ,                     ,                       ,                           ,                         ,                ,                   ,                ,                                ,                ,               ,                      ,                       ,              ,                   ,                     ,                 ,                   ,                ,                 ,                            ,                      ,                ,             ,                      ,                     ,                    ,                   ,                               ,                       ,                    ,                      ,             ,                  ,                ,                       ,                    ,                     ,                     ,                      ,                  ,                          ,               ,                               ,                         ,              ,                       ,                        ,                ,                  ,                             ,              ,                      ,               ,                   ,                         ,                              ,                ,                     ,                      ,                    ,               ,                            ,                   ,                      ,                       ,                      ,                        ,               ,               ,                        ,                          ,                       ,                                        ,                  ,                  ,                        ,                         ,                  ,                                 ,                 ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,181,1123,B, 52,X,CC,  26.00,    488.5600,rads     ,Radiolarians                                 ,R              ,G                 ,R                        ,R                      ,R                     ,R                 ,R            ,                ,                     ,                      ,                   ,               ,               ,                        ,                ,                    ,               ,                  ,                     ,                 ,             ,                                ,                     ,                 ,                         ,                ,                     ,                       ,                           ,                         ,                ,                   ,                ,                                ,                ,               ,                      ,                       ,              ,                   ,                     ,                 ,                   ,                ,                 ,                            ,                      ,                ,             ,                      ,                     ,                    ,                   ,                               ,                       ,                    ,                      ,             ,                  ,                ,                       ,                    ,                     ,                     ,                      ,                  ,                          ,               ,                               ,                         ,              ,                       ,                        ,                ,                  ,                             ,              ,                      ,               ,                   ,                         ,                              ,                ,                     ,                      ,                    ,               ,                            ,                   ,                      ,                       ,                      ,                        ,               ,               ,                        ,                          ,                       ,                                        ,                  ,                  ,                        ,                         ,                  ,                                 ,                 ,                     ,       
