Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zelkova taxa,Ulmus taxa,Tsuga taxa,Taxodiaceae taxa,Rhus taxa,Quercus (deciduous)  taxa,Pterocarya taxa,Pinus taxa,Picea taxa,Metasequoia  taxa,Liquidambar taxa,Larix taxa,Juglans taxa,Fagus taxa,Corylus taxa,Cichorioideae taxa,Chenopodiaceae taxa,Caryophyllaceae taxa,Carya taxa,Carpinus taxa,Carduoideae  taxa,Betula taxa,Artemisia taxa,Alnus taxa,Acer taxa,Abies taxa,Tilia taxa,Sparganium taxa,Quercus (evergreen) taxa,Gramineae taxa,Ephedra taxa,Engelhardia taxa,Salix taxa,Aesculus  taxa,Quercus taxa,Cyperaceae taxa,Cryptomeria  taxa,Compositae taxa,Comment
  SR,                 ,                 ,                  ,              ,127, 795,A,  7,H, 5,  74.00,     63.5400,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,7         ,2         ,9               ,         ,                         ,               ,2         ,2         ,                 ,                ,          ,1           ,1         ,            ,                  ,0                  ,                    ,          ,             ,                 ,23         ,              ,3         ,         ,0         ,          ,               ,                        ,2             ,0           ,                ,          ,              ,12          ,3              ,21               ,9              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  7,H, 6,  74.00,     65.0400,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,0         ,3         ,1               ,         ,                         ,               ,5         ,23        ,                 ,                ,          ,0           ,0         ,            ,                  ,0                  ,                    ,          ,             ,                 ,1          ,              ,0         ,         ,2         ,          ,               ,                        ,0             ,0           ,                ,          ,              ,1           ,0              ,0                ,0              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  8,H, 1,  74.00,     67.0400,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,0         ,1         ,2               ,         ,                         ,               ,17        ,69        ,                 ,                ,          ,0           ,0         ,            ,                  ,0                  ,                    ,          ,             ,                 ,3          ,              ,0         ,         ,3         ,          ,               ,                        ,0             ,0           ,                ,          ,              ,5           ,0              ,1                ,0              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  8,H, 5,  74.00,     73.0400,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,2         ,3         ,8               ,         ,                         ,               ,19        ,44        ,                 ,                ,          ,1           ,0         ,            ,                  ,1                  ,                    ,          ,             ,                 ,8          ,              ,1         ,         ,3         ,          ,               ,                        ,1             ,0           ,                ,          ,              ,7           ,1              ,5                ,2              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  8,H, 6,  74.00,     74.5400,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,1         ,3         ,7               ,         ,                         ,               ,22        ,37        ,                 ,                ,          ,0           ,0         ,            ,                  ,1                  ,                    ,          ,             ,                 ,12         ,              ,1         ,         ,2         ,          ,               ,                        ,0             ,1           ,                ,          ,              ,7           ,3              ,11               ,5              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  9,H, 1,  69.00,     76.4900,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,0         ,3         ,9               ,         ,                         ,               ,17        ,45        ,                 ,                ,          ,1           ,0         ,            ,                  ,1                  ,                    ,          ,             ,                 ,1          ,              ,2         ,         ,2         ,          ,               ,                        ,1             ,0           ,                ,          ,              ,7           ,9              ,4                ,1              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A,  9,H, 3,  69.00,     79.4900,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,0         ,1         ,3               ,         ,                         ,               ,25        ,55        ,                 ,                ,          ,0           ,1         ,            ,                  ,0                  ,                    ,          ,             ,                 ,3          ,              ,2         ,         ,4         ,          ,               ,                        ,3             ,0           ,                ,          ,              ,2           ,3              ,1                ,1              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A, 11,H, 4,  69.00,     99.9900,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,7         ,5         ,6               ,         ,                         ,               ,20        ,28        ,                 ,                ,          ,0           ,3         ,            ,                  ,1                  ,                    ,          ,             ,                 ,7          ,              ,1         ,         ,4         ,          ,               ,                        ,2             ,0           ,                ,          ,              ,12          ,5              ,3                ,4              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A, 11,H, 6,  69.00,    102.9900,Heusser  ,Pollen/Spores                                ,               ,                  ,            ,2         ,1         ,19              ,         ,                         ,               ,43        ,19        ,                 ,                ,          ,0           ,2         ,            ,                  ,0                  ,                    ,          ,             ,                 ,1          ,              ,2         ,         ,3         ,          ,               ,                        ,0             ,0           ,                ,          ,              ,2           ,4              ,9                ,0              ,from ODP Legs 127&128 SR Chapter 19 Appendix B back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A, 34,X, 2, 135.00,    310.7500,Yamanoi  ,Pollen/Spores                                ,               ,                  ,2.0%        ,1.0%      ,6         ,42.5%           ,         ,2.0%                     ,4.0%           ,21        ,35        ,                 ,                ,.5%       ,.5%         ,15.5%     ,3.0%        ,                  ,1.0%               ,                    ,3.0%      ,1.0%         ,.5%              ,4.5%       ,9.0%          ,7.0%      ,.5%      ,3         ,1.5%      ,               ,                        ,              ,            ,                ,.5%       ,.5%           ,            ,               ,                 ,               ,in assemblage of 100 grains others indicated-35 grains from ODP Legs 127&128 SR Chapter 28 Table 1 p 472-478
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A, 35,X, 4, 135.00,    323.4500,Yamanoi  ,Pollen/Spores                                ,               ,                  ,.5%         ,2.0%      ,15        ,32.0%           ,         ,2.0%                     ,4.0%           ,13        ,51        ,2.0%             ,                ,1.0%      ,.5%         ,21.0%     ,3.0%        ,                  ,.5%                ,                    ,1.5%      ,3.0%         ,                 ,4.5%       ,3.5%          ,14.5%     ,.5%      ,2         ,.5%       ,.5%            ,1.0%                    ,1.0%          ,.5%         ,.5%             ,          ,              ,            ,               ,                 ,               ,in assemblage of 100 grains others indicated-19 grains from ODP Legs 127&128 SR Chapter 28 Table 1 p 472-478
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 795,A, 37,X, 1, 132.00,    338.2200,Yamanoi  ,Pollen/Spores                                ,               ,                  ,.5%         ,2.5%      ,8         ,43.0%           ,.5%      ,1.5%                     ,3.0%           ,14        ,45        ,2.0%             ,.5%             ,2.5%      ,.5%         ,9.0%      ,1.0%        ,.5%               ,1.0%               ,1.0%                ,2.0%      ,4.0%         ,.5%              ,1.5%       ,9.5%          ,12.5%     ,1.0%     ,1         ,          ,               ,                        ,              ,            ,                ,          ,              ,            ,               ,                 ,               ,in assemblage of 100 grains others indicated-32 grains from ODP Legs 127&128 SR Chapter 28 Table 1 p 472-478
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
