verbatim_name,taxon_group,genus name,simplified_name,species name,subspecies name
Triceratium imperator,diatoms,Triceratium,Triceratium imperator,imperator,
Concris sp.,benthic_forams,Concris,Concris sp.,sp.,
Globorotalia pusilla laevigata,planktic_forams,Globorotalia,Globorotalia pusilla laevigata,pusilla,laevigata
Lenticulina rotulata,benthic_forams,Lenticulina,Lenticulina rotulata,rotulata,
Globigerinopsis sp.,planktic_forams,Globigerinopsis,Globigerinopsis sp.,sp.,
Rhoipites striatoreticulatus,pollen,Rhoipites,Rhoipites striatoreticulatus,striatoreticulatus,
Lithocampe cornuta,radiolarians,Lithocampe,Lithocampe cornuta,cornuta,
Lithastrinus floralis,nannofossils,Lithastrinus,Lithastrinus floralis,floralis,
Spongurus bilobatus,radiolarians,Spongurus,Spongurus bilobatus,bilobatus,
Carpocanopsis bramlettei (q),radiolarians,Carpocanopsis,Carpocanopsis bramlettei,bramlettei,
Globoquadrina sp.,planktic_forams,Globoquadrina,Globoquadrina sp.,sp.,
Nipponoythere bicarinata,ostracods,Nipponoythere,Nipponoythere bicarinata,bicarinata,
Scapholithus fossilis,nannofossils,Scapholithus,Scapholithus fossilis,fossilis,
Acarinina primitiva (q),planktic_forams,Acarinina,Acarinina primitiva,primitiva,
Chiphragmalithus sp.,nannofossils,Chiphragmalithus,Chiphragmalithus sp.,sp.,
Fissurina anectus (q),benthic_forams,Fissurina,Fissurina anectus,anectus,
Globorotalia broedermanni,planktic_forams,Globorotalia,Globorotalia broedermanni,broedermanni,
Plagiacantha arachnoides,radiolarians,Plagiacantha,Plagiacantha arachnoides,arachnoides,
Discoaster aster (q),nannofossils,Discoaster,Discoaster aster,aster,
Globorotalia plesiotumida,planktic_forams,Globorotalia,Globorotalia plesiotumida,plesiotumida,
Globigerinita naparimaensis,planktic_forams,Globigerinita,Globigerinita naparimaensis,naparimaensis,
Thyrsocyrtis rhizodon,radiolarians,Thyrsocyrtis,Thyrsocyrtis rhizodon,rhizodon,
Globorotalia cultrata menardii,planktic_forams,Globorotalia,Globorotalia cultrata menardii,cultrata,menardii
Pullenia quadriloba,benthic_forams,Pullenia,Pullenia quadriloba,quadriloba,
Actinomma golownini,radiolarians,Actinomma,Actinomma golownini,golownini,
Miogypsina sp.,benthic_forams,Miogypsina,Miogypsina sp.,sp.,
Xanthiopyxis structuralis,diatoms,Xanthiopyxis,Xanthiopyxis structuralis,structuralis,
Allomorphinella sp.(q),benthic_forams,Allomorphinella,Allomorphinella sp.,sp.,
Oridorsalis tenera (q),benthic_forams,Oridorsalis,Oridorsalis tenera,tenera,
Druggidium deflandrei,dinoflagellates,Druggidium,Druggidium deflandrei,deflandrei,
Actinoptychus thumii,diatoms,Actinoptychus,Actinoptychus thumii,thumii,
Vaginulinopsis sp.,benthic_forams,Vaginulinopsis,Vaginulinopsis sp.,sp.,
Histiastrum martinianum,radiolarians,Histiastrum,Histiastrum martinianum,martinianum,
Pinnularia eburnea,diatoms,Pinnularia,Pinnularia eburnea,eburnea,
Anomalinoides pseudogrosserugosa,benthic_forams,Anomalinoides,Anomalinoides pseudogrosserugosa,pseudogrosserugosa,
Hanzawaia illingi,benthic_forams,Hanzawaia,Hanzawaia illingi,illingi,
Eiffellithus anceps,nannofossils,Eiffellithus,Eiffellithus anceps,anceps,
Globotruncana ventricosa,planktic_forams,Globotruncana,Globotruncana ventricosa,ventricosa,
Trigonactinium angustum (q),radiolarians,Trigonactinium,Trigonactinium angustum,angustum,
Mesocena polymorpha bioctonaria,silicoflagellates,Mesocena,Mesocena polymorpha bioctonaria,polymorpha,bioctonaria
Uvigerina longistriata,benthic_forams,Uvigerina,Uvigerina longistriata,longistriata,
Pleurostomella bellardii,benthic_forams,Pleurostomella,Pleurostomella bellardii,bellardii,
Corbisema apiculata (q),silicoflagellates,Corbisema,Corbisema apiculata,apiculata,
Spirolocammina exigua,benthic_forams,Spirolocammina,Spirolocammina exigua,exigua,
Rhabdosphaera crebra,nannofossils,Rhabdosphaera,Rhabdosphaera crebra,crebra,
Caribeanella sp.,benthic_forams,Caribeanella,Caribeanella sp.,sp.,
Proteacidites pachypolus,pollen,Proteacidites,Proteacidites pachypolus,pachypolus,
Lejeunia fallax (q),dinoflagellates,Lejeunia,Lejeunia fallax,fallax,
Xiphatractus spumeus,radiolarians,Xiphatractus,Xiphatractus spumeus,spumeus,
Tritaxilina mexicana,benthic_forams,Tritaxilina,Tritaxilina mexicana,mexicana,
Actinomma hexaconthium arachinoidale (q),radiolarians,Actinomma,Actinomma hexaconthium arachinoidale,hexaconthium,arachinoidale
Globoquadrina altispira globosa (q),planktic_forams,Globoquadrina,Globoquadrina altispira globosa,altispira,globosa
Gyroidina globosa,benthic_forams,Gyroidina,Gyroidina globosa,globosa,
Endictis sp.,diatoms,Endictis,Endictis sp.,sp.,
Melosira islandica curvata,diatoms,Melosira,Melosira islandica curvata,islandica,curvata
Globorotalia postcretacea,planktic_forams,Globorotalia,Globorotalia postcretacea,postcretacea,
Nonion depressulum,benthic_forams,Nonion,Nonion depressulum,depressulum,
Stichocorys armata,radiolarians,Stichocorys,Stichocorys armata,armata,
Nitzschia jouseae,diatoms,Nitzschia,Nitzschia jouseae,jouseae,
Clathrocanium spherocephalum,radiolarians,Clathrocanium,Clathrocanium spherocephalum,spherocephalum,
Diatoma elongatum,diatoms,Diatoma,Diatoma elongatum,elongatum,
Reticulofenestra dictyoda (q),nannofossils,Reticulofenestra,Reticulofenestra dictyoda,dictyoda,
Denticulopsis punctata hustedtii,diatoms,Denticulopsis,Denticulopsis punctata hustedtii,punctata,hustedtii
Anomalina spissiformis (q),benthic_forams,Anomalina,Anomalina spissiformis,spissiformis,
Cyclammina complanata (q),benthic_forams,Cyclammina,Cyclammina complanata,complanata,
Aulacosira sp.,diatoms,Aulacosira,Aulacosira sp.,sp.,
Brizalina acuminata,benthic_forams,Brizalina,Brizalina acuminata,acuminata,
Praeglobobulimina sp,benthic_forams,Praeglobobulimina,Praeglobobulimina sp,sp,
Praeglobobulimina barbata,benthic_forams,Praeglobobulimina,Praeglobobulimina barbata,barbata,
Fasciculithus hayi (q),nannofossils,Fasciculithus,Fasciculithus hayi,hayi,
Oolina caudigera,benthic_forams,Oolina,Oolina caudigera,caudigera,
Globigerinita praestainforthi,planktic_forams,Globigerinita,Globigerinita praestainforthi,praestainforthi,
Typhaceae,pollen,Typhaceae,Typhaceae,,
Globigerina bulloides (q),planktic_forams,Globigerina,Globigerina bulloides,bulloides,
Actinocyclus bisenarius (q),diatoms,Actinocyclus,Actinocyclus bisenarius,bisenarius,
Distephanus speculum speculum octonarius,silicoflagellates,Distephanus,Distephanus speculum speculum octonarius,speculum,
Globocassidulina sp.,benthic_forams,Globocassidulina,Globocassidulina sp.,sp.,
Ilselithina sp.,nannofossils,Ilselithina,Ilselithina sp.,sp.,
Phormocyrtis striata striata,radiolarians,Phormocyrtis,Phormocyrtis striata striata,striata,striata
Odontella septentrionala,diatoms,Odontella,Odontella septentrionala,septentrionala,
Pyxidinopsis sp.,dinoflagellates,Pyxidinopsis,Pyxidinopsis sp.,sp.,
Dictyocha brevispina,silicoflagellates,Dictyocha,Dictyocha brevispina,brevispina,
Chiasmolithus staurion,nannofossils,Chiasmolithus,Chiasmolithus staurion,staurion,
Gyroidina depressa,benthic_forams,Gyroidina,Gyroidina depressa,depressa,
Nuttalides sp.,benthic_forams,Nuttalides,Nuttalides sp.,sp.,
Trema sp.,pollen,Trema,Trema sp.,sp.,
Acanthodiscus sp.,diatoms,Acanthodiscus,Acanthodiscus sp.,sp.,
Robertina tasmainia,benthic_forams,Robertina,Robertina tasmainia,tasmainia,
Proteacidites subscabratus,pollen,Proteacidites,Proteacidites subscabratus,subscabratus,
Invertocysta tabulata,dinoflagellates,Invertocysta,Invertocysta tabulata,tabulata,
Lituotuba sp.,benthic_forams,Lituotuba,Lituotuba sp.,sp.,
Gyroidina multilocula,benthic_forams,Gyroidina,Gyroidina multilocula,multilocula,
Cyclolithella inflexa,nannofossils,Cyclolithella,Cyclolithella inflexa,inflexa,
Melonis soldanii,benthic_forams,Melonis,Melonis soldanii,soldanii,
Lycopodiumsporites rosewoodensis,pollen,Lycopodiumsporites,Lycopodiumsporites rosewoodensis,rosewoodensis,
Morozovella conicotruncata,planktic_forams,Morozovella,Morozovella conicotruncata,conicotruncata,
Rhizophora sp.,pollen,Rhizophora,Rhizophora sp.,sp.,
Acarinina soldadoensis,planktic_forams,Acarinina,Acarinina soldadoensis,soldadoensis,
Globigerina microcellulosa,planktic_forams,Globigerina,Globigerina microcellulosa,microcellulosa,
Stylosphaera coronata laevis,radiolarians,Stylosphaera,Stylosphaera coronata laevis,coronata,laevis
Biscutum blackii,nannofossils,Biscutum,Biscutum blackii,blackii,
Marginulina sublituus,benthic_forams,Marginulina,Marginulina sublituus,sublituus,
Tholospyris procera,radiolarians,Tholospyris,Tholospyris procera,procera,
Corbisema triacantha (cruxoid),silicoflagellates,Corbisema,Corbisema triacantha,triacantha,
Globigerinita parvula (q),planktic_forams,Globigerinita,Globigerinita parvula,parvula,
Neoeponides lunata (q),benthic_forams,Neoeponides,Neoeponides lunata,lunata,
Smyrnella crassa,benthic_forams,Smyrnella,Smyrnella crassa,crassa,
Globorotalia crassaformis crassula,planktic_forams,Globorotalia,Globorotalia crassaformis crassula,crassaformis,crassula
Sceptroneis praecaducea,diatoms,Sceptroneis,Sceptroneis praecaducea,praecaducea,
Globigerinoides trilobus,planktic_forams,Globigerinoides,Globigerinoides trilobus,trilobus,
Sphaeroidinella disjuncta,planktic_forams,Sphaeroidinella,Sphaeroidinella disjuncta,disjuncta,
Amphileberis nipponica,ostracods,Amphileberis,Amphileberis nipponica,nipponica,
Denticulopsis praedimorpha,diatoms,Denticulopsis,Denticulopsis praedimorpha,praedimorpha,
Bolivina spissa,benthic_forams,Bolivina,Bolivina spissa,spissa,
Dictyocha staurodon,silicoflagellates,Dictyocha,Dictyocha staurodon,staurodon,
Globigerina trilocularis,planktic_forams,Globigerina,Globigerina trilocularis,trilocularis,
Diplocyclas bicorona,radiolarians,Diplocyclas,Diplocyclas bicorona,bicorona,
Globorotalia tosaensis truncatulinoides,planktic_forams,Globorotalia,Globorotalia tosaensis truncatulinoides,tosaensis,truncatulinoides
Toweius callosus (q),nannofossils,Toweius,Toweius callosus,callosus,
Denticula antarctica,diatoms,Denticula,Denticula antarctica,antarctica,
Distephanus speculum pentagonus,silicoflagellates,Distephanus,Distephanus speculum pentagonus,speculum,pentagonus
Globigerina praerubra,planktic_forams,Globigerina,Globigerina praerubra,praerubra,
Globigerinoides obliqus extremus,planktic_forams,Globigerinoides,Globigerinoides obliqus extremus,obliqus,extremus
Melosira hibschii,diatoms,Melosira,Melosira hibschii,hibschii,
Globorotalia cibaoensis,planktic_forams,Globorotalia,Globorotalia cibaoensis,cibaoensis,
Hemiplacophora semilonifera,dinoflagellates,Hemiplacophora,Hemiplacophora semilonifera,semilonifera,
Anomalinoides globulosa,benthic_forams,Anomalinoides,Anomalinoides globulosa,globulosa,
Rosalina columbiensis,benthic_forams,Rosalina,Rosalina columbiensis,columbiensis,
Pullenia bulloides (q),benthic_forams,Pullenia,Pullenia bulloides,bulloides,
Tricolocampe vitrea (q),radiolarians,Tricolocampe,Tricolocampe vitrea,vitrea,
Discoaster bollii,nannofossils,Discoaster,Discoaster bollii,bollii,
Pyrgo murrhina,benthic_forams,Pyrgo,Pyrgo murrhina,murrhina,
Cibicides mundulus,benthic_forams,Cibicides,Cibicides mundulus,mundulus,
Nodosaria stiliformis,benthic_forams,Nodosaria,Nodosaria stiliformis,stiliformis,
Cyclampterium milowi,radiolarians,Cyclampterium,Cyclampterium milowi,milowi,
Phorticium clevei,radiolarians,Phorticium,Phorticium clevei,clevei,
Drimys sp.,pollen,Drimys,Drimys sp.,sp.,
Stephonopyxis superba bispinosa,diatoms,Stephonopyxis,Stephonopyxis superba bispinosa,superba,bispinosa
Clavulinoides sp.,benthic_forams,Clavulinoides,Clavulinoides sp.,sp.,
Uvigerina striata (q),benthic_forams,Uvigerina,Uvigerina striata,striata,
Amphiprora palludosa,diatoms,Amphiprora,Amphiprora palludosa,palludosa,
Navicula lyra,diatoms,Navicula,Navicula lyra,lyra,
Cibicidoides trinitatensis,benthic_forams,Cibicidoides,Cibicidoides trinitatensis,trinitatensis,
Nuttallinella florealis,benthic_forams,Nuttallinella,Nuttallinella florealis,florealis,
Quinqueloculina seminulum (q),benthic_forams,Quinqueloculina,Quinqueloculina seminulum,seminulum,
Siphotextularia rolshauseni,benthic_forams,Siphotextularia,Siphotextularia rolshauseni,rolshauseni,
Pinnularia borealis,diatoms,Pinnularia,Pinnularia borealis,borealis,
Botryostrobus seriatus,radiolarians,Botryostrobus,Botryostrobus seriatus,seriatus,
Thalassiosira symmetrica,diatoms,Thalassiosira,Thalassiosira symmetrica,symmetrica,
Pontosphaera attenuatus,nannofossils,Pontosphaera,Pontosphaera attenuatus,attenuatus,
Discoaster obtusus (q),nannofossils,Discoaster,Discoaster obtusus,obtusus,
Morozovella formosa gracilis,planktic_forams,Morozovella,Morozovella formosa gracilis,formosa,gracilis
Quinqueloculina auberiana,benthic_forams,Quinqueloculina,Quinqueloculina auberiana,auberiana,
Giraffospyris didiceros,radiolarians,Giraffospyris,Giraffospyris didiceros,didiceros,
Globigerina bulloides decoraperta,planktic_forams,Globigerina,Globigerina bulloides decoraperta,bulloides,decoraperta
Globorotalia partimlabiata,planktic_forams,Globorotalia,Globorotalia partimlabiata,partimlabiata,
Rhaphoneis surirella (q),diatoms,Rhaphoneis,Rhaphoneis surirella,surirella,
Corbisema schulzii (q),silicoflagellates,Corbisema,Corbisema schulzii,schulzii,
Glodigerinoides bisphericus (q),planktic_forams,Glodigerinoides,Glodigerinoides bisphericus,bisphericus,
Flintina droogeri,benthic_forams,Flintina,Flintina droogeri,droogeri,
Calocyclas hispida,radiolarians,Calocyclas,Calocyclas hispida,hispida,
Dictyococcites antarcticus,nannofossils,Dictyococcites,Dictyococcites antarcticus,antarcticus,
Dorothia bulletta (q),benthic_forams,Dorothia,Dorothia bulletta,bulletta,
Globorotaloides sp.,planktic_forams,Globorotaloides,Globorotaloides sp.,sp.,
Axoprunum carduum,radiolarians,Axoprunum,Axoprunum carduum,carduum,
Planulina marialana gigas,benthic_forams,Planulina,Planulina marialana gigas,marialana,gigas
Subbotina triloculinoides (q),planktic_forams,Subbotina,Subbotina triloculinoides,triloculinoides,
Clathrocycloma capitaneum,radiolarians,Clathrocycloma,Clathrocycloma capitaneum,capitaneum,
Hastigerina aequilateralis,planktic_forams,Hastigerina,Hastigerina aequilateralis,aequilateralis,
Nodosaria perversa,benthic_forams,Nodosaria,Nodosaria perversa,perversa,
Stephanogonia hanzawae,diatoms,Stephanogonia,Stephanogonia hanzawae,hanzawae,
Thoracosphaera imperforata,nannofossils,Thoracosphaera,Thoracosphaera imperforata,imperforata,
Cocconeis californica,diatoms,Cocconeis,Cocconeis californica,californica,
Mesocena elliptica,silicoflagellates,Mesocena,Mesocena elliptica,elliptica,
Paramesocena apiculata,silicoflagellates,Paramesocena,Paramesocena apiculata,apiculata,
Discoaster stradneri,nannofossils,Discoaster,Discoaster stradneri,stradneri,
Fragilaria inflata,diatoms,Fragilaria,Fragilaria inflata,inflata,
Morozovella occlusa (q),planktic_forams,Morozovella,Morozovella occlusa,occlusa,
Turborotalia cristata,planktic_forams,Turborotalia,Turborotalia cristata,cristata,
Heliolithus cantabriae,nannofossils,Heliolithus,Heliolithus cantabriae,cantabriae,
Cymatosira belgica,diatoms,Cymatosira,Cymatosira belgica,belgica,
Larix,pollen,Larix,Larix,,
Cannartus petterssoni (q),radiolarians,Cannartus,Cannartus petterssoni,petterssoni,
Liriospyris costata,radiolarians,Liriospyris,Liriospyris costata,costata,
Carpinus caucasicus,pollen,Carpinus,Carpinus caucasicus,caucasicus,
Tripodiscinos clavipes,radiolarians,Tripodiscinos,Tripodiscinos clavipes,clavipes,
Cibicidoides bradyi (q),benthic_forams,Cibicidoides,Cibicidoides bradyi,bradyi,
Globanomalina pusilla laevigata,planktic_forams,Globanomalina,Globanomalina pusilla laevigata,pusilla,laevigata
Calocyclas monumentum,radiolarians,Calocyclas,Calocyclas monumentum,monumentum,
Candeina praenitida (q),planktic_forams,Candeina,Candeina praenitida,praenitida,
Stephanopyxis hannai,diatoms,Stephanopyxis,Stephanopyxis hannai,hannai,
Turborotalia vincentae,planktic_forams,Turborotalia,Turborotalia vincentae,vincentae,
Planomalina messinae,planktic_forams,Planomalina,Planomalina messinae,messinae,
Gephyrocapsa caribbeanica,nannofossils,Gephyrocapsa,Gephyrocapsa caribbeanica,caribbeanica,
Cyclammina japonica (q),benthic_forams,Cyclammina,Cyclammina japonica,japonica,
Lagena acuticosta,benthic_forams,Lagena,Lagena acuticosta,acuticosta,
Truncorotaloides collacteus (q),planktic_forams,Truncorotaloides,Truncorotaloides collacteus,collacteus,
Globigerina higginsi,planktic_forams,Globigerina,Globigerina higginsi,higginsi,
Pseudohastigerina barbadoensis (q),planktic_forams,Pseudohastigerina,Pseudohastigerina barbadoensis,barbadoensis,
Dorstenia sp. (q),pollen,Dorstenia,Dorstenia sp.,sp.,
Pseudotextularia sp.,planktic_forams,Pseudotextularia,Pseudotextularia sp.,sp.,
Lampromitra petrushevskae,radiolarians,Lampromitra,Lampromitra petrushevskae,petrushevskae,
Melosira islandica,diatoms,Melosira,Melosira islandica,islandica,
Catapsydrax unicavus unicavus (q),planktic_forams,Catapsydrax,Catapsydrax unicavus unicavus,unicavus,unicavus
Globocassidulina rossensis,benthic_forams,Globocassidulina,Globocassidulina rossensis,rossensis,
Coscinodiscus pseudoincertus,diatoms,Coscinodiscus,Coscinodiscus pseudoincertus,pseudoincertus,
Guembelitria cretacea,planktic_forams,Guembelitria,Guembelitria cretacea,cretacea,
Nodosarella attenuata (q),benthic_forams,Nodosarella,Nodosarella attenuata,attenuata,
Neonaviculopsis neonautica praenautica,silicoflagellates,Neonaviculopsis,Neonaviculopsis neonautica praenautica,neonautica,praenautica
Ikebea tenuis,diatoms,Ikebea,Ikebea tenuis,tenuis,
Parafrondicularia helenae,benthic_forams,Parafrondicularia,Parafrondicularia helenae,helenae,
Triceratium cruciformis,diatoms,Triceratium,Triceratium cruciformis,cruciformis,
Dictyocha vanandelii,silicoflagellates,Dictyocha,Dictyocha vanandelii,vanandelii,
Helicopontosphaera compacta (q),nannofossils,Helicopontosphaera,Helicopontosphaera compacta,compacta,
Crucella espartoensis (q),radiolarians,Crucella,Crucella espartoensis,espartoensis,
Corbisema inermis minor (q),silicoflagellates,Corbisema,Corbisema inermis minor,inermis,minor
Pseudotriceratium chenevieri (q),diatoms,Pseudotriceratium,Pseudotriceratium chenevieri,chenevieri,
Bruniopsis mirabilis,diatoms,Bruniopsis,Bruniopsis mirabilis,mirabilis,
Tytthodiscus sp.,dinoflagellates,Tytthodiscus,Tytthodiscus sp.,sp.,
Rouxia peragalli,diatoms,Rouxia,Rouxia peragalli,peragalli,
Bulimina miolaevis (q),benthic_forams,Bulimina,Bulimina miolaevis,miolaevis,
Distephanus crux (s.ampl.),silicoflagellates,Distephanus,Distephanus crux,crux,
Rotalia sp.,benthic_forams,Rotalia,Rotalia sp.,sp.,
Chiphragmalithus spinosus (q),nannofossils,Chiphragmalithus,Chiphragmalithus spinosus,spinosus,
Cibicides refulgens,benthic_forams,Cibicides,Cibicides refulgens,refulgens,
Scyphosphaera columella,nannofossils,Scyphosphaera,Scyphosphaera columella,columella,
Dictyocha fibula fibula (q),silicoflagellates,Dictyocha,Dictyocha fibula fibula,fibula,fibula
Neogloboquadrina sp.,planktic_forams,Neogloboquadrina,Neogloboquadrina sp.,sp.,
Uvigerina miozea,benthic_forams,Uvigerina,Uvigerina miozea,miozea,
Navicula udintsevii,diatoms,Navicula,Navicula udintsevii,udintsevii,
Dictyocha navicula,silicoflagellates,Dictyocha,Dictyocha navicula,navicula,
Naviculopsis sp.,silicoflagellates,Naviculopsis,Naviculopsis sp.,sp.,
Lepidocyclina macdonaldi (q),benthic_forams,Lepidocyclina,Lepidocyclina macdonaldi,macdonaldi,
Podocyrtis ampla,radiolarians,Podocyrtis,Podocyrtis ampla,ampla,
Clathrolithus ellipticus,nannofossils,Clathrolithus,Clathrolithus ellipticus,ellipticus,
Nummulites bouillei,benthic_forams,Nummulites,Nummulites bouillei,bouillei,
Dicksonia squarrosa,pollen,Dicksonia,Dicksonia squarrosa,squarrosa,
Melosira bellicosa,diatoms,Melosira,Melosira bellicosa,bellicosa,
Fissurina solida,benthic_forams,Fissurina,Fissurina solida,solida,
Coscinodiscus grossheimii,diatoms,Coscinodiscus,Coscinodiscus grossheimii,grossheimii,
Mesocena diodon (q),silicoflagellates,Mesocena,Mesocena diodon,diodon,
Planorotalites pseudomenardii,planktic_forams,Planorotalites,Planorotalites pseudomenardii,pseudomenardii,
Nuttallinella sp.,benthic_forams,Nuttallinella,Nuttallinella sp.,sp.,
Globigerina eggeri eggeri (q),planktic_forams,Globigerina,Globigerina eggeri eggeri,eggeri,eggeri
Kentrodiscus aculeatus,diatoms,Kentrodiscus,Kentrodiscus aculeatus,aculeatus,
Cyrtocapsella elongata,radiolarians,Cyrtocapsella,Cyrtocapsella elongata,elongata,
Catapsydrax sp.,planktic_forams,Catapsydrax,Catapsydrax sp.,sp.,
Helicopontosphaera truncata,nannofossils,Helicopontosphaera,Helicopontosphaera truncata,truncata,
Globigerina soldadensis (q),planktic_forams,Globigerina,Globigerina soldadensis,soldadensis,
Bulimina spinescens,benthic_forams,Bulimina,Bulimina spinescens,spinescens,
Corbisema triacantha nuda,silicoflagellates,Corbisema,Corbisema triacantha nuda,triacantha,nuda
Coronocyclas serratus,nannofossils,Coronocyclas,Coronocyclas serratus,serratus,
Dorothia principensis,benthic_forams,Dorothia,Dorothia principensis,principensis,
Pterocanium satelles (q),radiolarians,Pterocanium,Pterocanium satelles,satelles,
Globigerina conglomerata venezuelana,planktic_forams,Globigerina,Globigerina conglomerata venezuelana,conglomerata,venezuelana
Globigerina woodi woodi,planktic_forams,Globigerina,Globigerina woodi woodi,woodi,woodi
Discorbis sp.,benthic_forams,Discorbis,Discorbis sp.,sp.,
Pullenia alazaensis (q),benthic_forams,Pullenia,Pullenia alazaensis,alazaensis,
Eucyrtidium inflatum (q),radiolarians,Eucyrtidium,Eucyrtidium inflatum,inflatum,
Operculodinium centrocarpum,dinoflagellates,Operculodinium,Operculodinium centrocarpum,centrocarpum,
Discosphaera distincta,nannofossils,Discosphaera,Discosphaera distincta,distincta,
Naviculopsis eobiapiculata (q),silicoflagellates,Naviculopsis,Naviculopsis eobiapiculata,eobiapiculata,
Tribrachiatus orthostylus,nannofossils,Tribrachiatus,Tribrachiatus orthostylus,orthostylus,
Thalassiosira sancettae,diatoms,Thalassiosira,Thalassiosira sancettae,sancettae,
Gosella flintii,benthic_forams,Gosella,Gosella flintii,flintii,
Planorotalites chapmani,planktic_forams,Planorotalites,Planorotalites chapmani,chapmani,
Nitzschia rolandii,diatoms,Nitzschia,Nitzschia rolandii,rolandii,
Lophophaenoma sp. (q),radiolarians,Lophophaenoma,Lophophaenoma sp.,sp.,
Fasciculithus sp.,nannofossils,Fasciculithus,Fasciculithus sp.,sp.,
Lithomitrella minuta,radiolarians,Lithomitrella,Lithomitrella minuta,minuta,
Polypodiaceae,pollen,Polypodiaceae,Polypodiaceae,,
Globorotalia cultrata cultrata,planktic_forams,Globorotalia,Globorotalia cultrata cultrata,cultrata,cultrata
Navicula jamalinensis simisevultus,diatoms,Navicula,Navicula jamalinensis simisevultus,jamalinensis,simisevultus
Klukisporites,pollen,Klukisporites,Klukisporites,,
Parafissurina tasmanica (q),benthic_forams,Parafissurina,Parafissurina tasmanica,tasmanica,
Lithocampe compacta,radiolarians,Lithocampe,Lithocampe compacta,compacta,
Actinocyclus moronensis,diatoms,Actinocyclus,Actinocyclus moronensis,moronensis,
Distephanus speculum speculum (spineless),silicoflagellates,Distephanus,Distephanus speculum speculum,speculum,speculum
Distephanus minutus,silicoflagellates,Distephanus,Distephanus minutus,minutus,
Rhizosolenia calcaravis,diatoms,Rhizosolenia,Rhizosolenia calcaravis,calcaravis,
Gyroidina planata,benthic_forams,Gyroidina,Gyroidina planata,planata,
Gephyrocapsa protohuxleyi,nannofossils,Gephyrocapsa,Gephyrocapsa protohuxleyi,protohuxleyi,
Rhopalosyringium sp.,radiolarians,Rhopalosyringium,Rhopalosyringium sp.,sp.,
Parakrithe sp.,ostracods,Parakrithe,Parakrithe sp.,sp.,
Taxus,pollen,Taxus,Taxus,,
Markalius astroporus (q),nannofossils,Markalius,Markalius astroporus,astroporus,
Globoquadrina pseudofoliata,planktic_forams,Globoquadrina,Globoquadrina pseudofoliata,pseudofoliata,
Stilostomella insecta,benthic_forams,Stilostomella,Stilostomella insecta,insecta,
Hemiaulus danicus,diatoms,Hemiaulus,Hemiaulus danicus,danicus,
Zygrhablithus bijugatus,nannofossils,Zygrhablithus,Zygrhablithus bijugatus,bijugatus,
Globocassidulina subglobosa (q),benthic_forams,Globocassidulina,Globocassidulina subglobosa,subglobosa,
Theocampe salillum,radiolarians,Theocampe,Theocampe salillum,salillum,
Ammopalmula sp.,benthic_forams,Ammopalmula,Ammopalmula sp.,sp.,
Fursenkoina complanata,benthic_forams,Fursenkoina,Fursenkoina complanata,complanata,
Chiloguembelina parallela,planktic_forams,Chiloguembelina,Chiloguembelina parallela,parallela,
Carpocanarium sp.,radiolarians,Carpocanarium,Carpocanarium sp.,sp.,
Pterocarya sp.,pollen,Pterocarya,Pterocarya sp.,sp.,
Globobulimina hoeglundi,benthic_forams,Globobulimina,Globobulimina hoeglundi,hoeglundi,
Globigerinatheka index barri,planktic_forams,Globigerinatheka,Globigerinatheka index barri,index,barri
Turborotalia munda,planktic_forams,Turborotalia,Turborotalia munda,munda,
Ammomassilina alveoliniformis,benthic_forams,Ammomassilina,Ammomassilina alveoliniformis,alveoliniformis,
Cibicides aknerianus,benthic_forams,Cibicides,Cibicides aknerianus,aknerianus,
Asterocyclina sp.,benthic_forams,Asterocyclina,Asterocyclina sp.,sp.,
Grammatophora angulosa islandica,diatoms,Grammatophora,Grammatophora angulosa islandica,angulosa,islandica
Braarudosphaera bigelowii (q),nannofossils,Braarudosphaera,Braarudosphaera bigelowii,bigelowii,
Eulepidina ephippioides,benthic_forams,Eulepidina,Eulepidina ephippioides,ephippioides,
Bulimina impendens,benthic_forams,Bulimina,Bulimina impendens,impendens,
Aragonia trinitatensis,benthic_forams,Aragonia,Aragonia trinitatensis,trinitatensis,
Naviculopsis iberica,silicoflagellates,Naviculopsis,Naviculopsis iberica,iberica,
Desmospyris stablis,radiolarians,Desmospyris,Desmospyris stablis,stablis,
Wetzeliella sp. (q),dinoflagellates,Wetzeliella,Wetzeliella sp.,sp.,
Actiniscus sp.,ebridians,Actiniscus,Actiniscus sp.,sp.,
Cyclococcolithina protoannula,nannofossils,Cyclococcolithina,Cyclococcolithina protoannula,protoannula,
Craspedodiscus elegans,diatoms,Craspedodiscus,Craspedodiscus elegans,elegans,
Coscinodiscus miocenicus fossilis,diatoms,Coscinodiscus,Coscinodiscus miocenicus fossilis,miocenicus,fossilis
Globigerina soldadoensis angulosa,planktic_forams,Globigerina,Globigerina soldadoensis angulosa,soldadoensis,angulosa
Dictyoconus floridanus,benthic_forams,Dictyoconus,Dictyoconus floridanus,floridanus,
Chiphragmalithus quadratus (q),nannofossils,Chiphragmalithus,Chiphragmalithus quadratus,quadratus,
Stylosphaera laevis (q),radiolarians,Stylosphaera,Stylosphaera laevis,laevis,
Botryopyle sp. (q),radiolarians,Botryopyle,Botryopyle sp.,sp.,
