taxon_group,verbatim_name,name,genus modifier,genus name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor
planktic_forams,Neogloboquadrina dutertrei subcretacea,,,Neogloboquadrina,,dutertrei,,subcretacea,
planktic_forams,Neogloboquadrina eggeri,,,Neogloboquadrina,,eggeri,,,
planktic_forams,Neogloboquadrina humerosa,,,Neogloboquadrina,,humerosa,,,
planktic_forams,Neogloboquadrina humerosa (q),? Neogloboquadrina humerosa,?,Neogloboquadrina,,humerosa,,,
planktic_forams,Neogloboquadrina humerosa dutertrei,,,Neogloboquadrina,,humerosa,,dutertrei,
planktic_forams,Neogloboquadrina numerosa,,,Neogloboquadrina,,numerosa,,,
planktic_forams,Neogloboquadrina nympha,,,Neogloboquadrina,,nympha,,,
planktic_forams,Neogloboquadrina pachyderma,,,Neogloboquadrina,,pachyderma,,,
planktic_forams,Neogloboquadrina pachyderma (left-coiling),,,Neogloboquadrina,,pachyderma,,,left-coiling
planktic_forams,Neogloboquadrina pachyderma (q),? Neogloboquadrina pachyderma,?,Neogloboquadrina,,pachyderma,,,
planktic_forams,Neogloboquadrina pachyderma (right-coiling),,,Neogloboquadrina,,pachyderma,,,right-coiling
planktic_forams,Neogloboquadrina pachyderma incompta,,,Neogloboquadrina,,pachyderma,,incompta,
planktic_forams,Neogloboquadrina pachyderma pachyderma,,,Neogloboquadrina,,pachyderma,,pachyderma,
planktic_forams,Neogloboquadrina pachyderma s. l.,,,Neogloboquadrina,,pachyderma,,s. l.,
planktic_forams,Neogloboquadrina praehumerosa,,,Neogloboquadrina,,praehumerosa,,,
planktic_forams,Neogloboquadrina pseudopima,,,Neogloboquadrina,,pseudopima,,,
planktic_forams,Neogloboquadrina siakensis,,,Neogloboquadrina,,siakensis,,,
planktic_forams,Neogloboquadrina sp.,,,Neogloboquadrina,,sp.,,,
planktic_forams,Orbulina beckmanni,,,Orbulina,,beckmanni,,,
planktic_forams,Orbulina bilobata,,,Orbulina,,bilobata,,,
planktic_forams,Orbulina sp.,,,Orbulina,,sp.,,,
planktic_forams,Orbulina suturalis,,,Orbulina,,suturalis,,,
planktic_forams,Orbulina suturalis (q),? Orbulina suturalis,?,Orbulina,,suturalis,,,
planktic_forams,Orbulina universa,,,Orbulina,,universa,,,
planktic_forams,Orbulina universa bilobata,,,Orbulina,,universa,,bilobata,
planktic_forams,Orbulina universa parkerae,,,Orbulina,,universa,,parkerae,
planktic_forams,Orbulina universa universa,,,Orbulina,,universa,,universa,
planktic_forams,Orbulinoides beckmanni,,,Orbulinoides,,beckmanni,,,
planktic_forams,Planoglobulina acervulinoides,,,Planoglobulina,,acervulinoides,,,
planktic_forams,Planomalina messinae,,,Planomalina,,messinae,,,
planktic_forams,Planomalina sp.,,,Planomalina,,sp.,,,
planktic_forams,Planorotalites australiformis,,,Planorotalites,,australiformis,,,
planktic_forams,Planorotalites australiformis (q),? Planorotalites australiformis,?,Planorotalites,,australiformis,,,
planktic_forams,Planorotalites chapmani,,,Planorotalites,,chapmani,,,
planktic_forams,Planorotalites compressus,,,Planorotalites,,compressus,,,
planktic_forams,Planorotalites compressus (q),? Planorotalites compressus,?,Planorotalites,,compressus,,,
planktic_forams,Planorotalites ehrenbergi,,,Planorotalites,,ehrenbergi,,,
planktic_forams,Planorotalites elongatus,,,Planorotalites,,elongatus,,,
planktic_forams,Planorotalites eugubinus,,,Planorotalites,,eugubinus,,,
planktic_forams,Planorotalites imitatus,,,Planorotalites,,imitatus,,,
planktic_forams,Planorotalites planoconicus,,,Planorotalites,,planoconicus,,,
planktic_forams,Planorotalites pseudoimitata,,,Planorotalites,,pseudoimitata,,,
planktic_forams,Planorotalites pseudomenardii,,,Planorotalites,,pseudomenardii,,,
planktic_forams,Planorotalites pseudoscitulus,,,Planorotalites,,pseudoscitulus,,,
planktic_forams,Planorotalites pusillus laevigatus,,,Planorotalites,,pusillus,,laevigatus,
planktic_forams,Planorotalites pusillus pusillus,,,Planorotalites,,pusillus,,pusillus,
planktic_forams,Planorotalites reissi,,,Planorotalites,,reissi,,,
planktic_forams,Planorotalites renzi,,,Planorotalites,,renzi,,,
planktic_forams,Planorotalites sp.,,,Planorotalites,,sp.,,,
planktic_forams,Praeglobotruncana havanensis,,,Praeglobotruncana,,havanensis,,,
planktic_forams,Praeglobotruncana petaloidea,,,Praeglobotruncana,,petaloidea,,,
planktic_forams,Praeglobotruncana petaloidea (q),? Praeglobotruncana petaloidea,?,Praeglobotruncana,,petaloidea,,,
planktic_forams,Praeorbulina circularis,,,Praeorbulina,,circularis,,,
planktic_forams,Praeorbulina curva,,,Praeorbulina,,curva,,,
planktic_forams,Praeorbulina glomerosa,,,Praeorbulina,,glomerosa,,,
planktic_forams,Praeorbulina glomerosa circularis,,,Praeorbulina,,glomerosa,,circularis,
planktic_forams,Praeorbulina glomerosa circularis (q),? Praeorbulina glomerosa circularis,?,Praeorbulina,,glomerosa,,circularis,
planktic_forams,Praeorbulina glomerosa curva,,,Praeorbulina,,glomerosa,,curva,
planktic_forams,Praeorbulina glomerosa glomerosa,,,Praeorbulina,,glomerosa,,glomerosa,
planktic_forams,Praeorbulina naguewicheinsis barbadoensis,,,Praeorbulina,,naguewicheinsis,,barbadoensis,
planktic_forams,Praeorbulina sicanus,,,Praeorbulina,,sicanus,,,
planktic_forams,Praeorbulina sp.,,,Praeorbulina,,sp.,,,
planktic_forams,Praeorbulina transitoria,,,Praeorbulina,,transitoria,,,
planktic_forams,Protentella prolixa,,,Protentella,,prolixa,,,
planktic_forams,Pseudogloboquadrina primitiva,,,Pseudogloboquadrina,,primitiva,,,
planktic_forams,Pseudogloboquadrina primitiva (q),? Pseudogloboquadrina primitiva,?,Pseudogloboquadrina,,primitiva,,,
planktic_forams,Pseudoguembelina excolata,,,Pseudoguembelina,,excolata,,,
planktic_forams,Pseudoguembelina sp.,,,Pseudoguembelina,,sp.,,,
planktic_forams,Pseudoguembelina striata,,,Pseudoguembelina,,striata,,,
planktic_forams,Pseudohastigerina barbadoensis,,,Pseudohastigerina,,barbadoensis,,,
planktic_forams,Pseudohastigerina barbadoensis (q),? Pseudohastigerina barbadoensis,?,Pseudohastigerina,,barbadoensis,,,
planktic_forams,Pseudohastigerina micra,,,Pseudohastigerina,,micra,,,
planktic_forams,Pseudohastigerina micra (q),? Pseudohastigerina micra,?,Pseudohastigerina,,micra,,,
planktic_forams,Pseudohastigerina naguewichiensis,,,Pseudohastigerina,,naguewichiensis,,,
planktic_forams,Pseudohastigerina spp.,,,Pseudohastigerina,,spp.,,,
planktic_forams,Pseudohastigerina wilcoxensis,,,Pseudohastigerina,,wilcoxensis,,,
planktic_forams,Pseudohastigerina wilcoxensis (q),? Pseudohastigerina wilcoxensis,?,Pseudohastigerina,,wilcoxensis,,,
planktic_forams,Pseudotextularia deformis,,,Pseudotextularia,,deformis,,,
planktic_forams,Pseudotextularia deformis (q),? Pseudotextularia deformis,?,Pseudotextularia,,deformis,,,
planktic_forams,Pseudotextularia elegans,,,Pseudotextularia,,elegans,,,
planktic_forams,Pseudotextularia elegans (q),? Pseudotextularia elegans,?,Pseudotextularia,,elegans,,,
planktic_forams,Pseudotextularia sp.,,,Pseudotextularia,,sp.,,,
planktic_forams,Pulleniatina extrema,,,Pulleniatina,,extrema,,,
planktic_forams,Pulleniatina finalis,,,Pulleniatina,,finalis,,,
planktic_forams,Pulleniatina obliquiloculata,,,Pulleniatina,,obliquiloculata,,,
planktic_forams,Pulleniatina obliquiloculata finalis,,,Pulleniatina,,obliquiloculata,,finalis,
planktic_forams,Pulleniatina obliquiloculata obliquiloculata,,,Pulleniatina,,obliquiloculata,,obliquiloculata,
planktic_forams,Pulleniatina obliquiloculata praecursor,,,Pulleniatina,,obliquiloculata,,praecursor,
planktic_forams,Pulleniatina obliquiloculata primalis,,,Pulleniatina,,obliquiloculata,,primalis,
planktic_forams,Pulleniatina okinawaensis,,,Pulleniatina,,okinawaensis,,,
planktic_forams,Pulleniatina praecursor,,,Pulleniatina,,praecursor,,,
planktic_forams,Pulleniatina praecursor (q),? Pulleniatina praecursor,?,Pulleniatina,,praecursor,,,
planktic_forams,Pulleniatina praepulleniatina,,,Pulleniatina,,praepulleniatina,,,
planktic_forams,Pulleniatina praespectabilis,,,Pulleniatina,,praespectabilis,,,
planktic_forams,Pulleniatina primalis,,,Pulleniatina,,primalis,,,
planktic_forams,Pulleniatina sp.,,,Pulleniatina,,sp.,,,
planktic_forams,Pulleniatina spectabilis,,,Pulleniatina,,spectabilis,,,
planktic_forams,Pulleniatina spectabilis praespectabilis,,,Pulleniatina,,spectabilis,,praespectabilis,
planktic_forams,Pulleniatina spectabilis spectabilis,,,Pulleniatina,,spectabilis,,spectabilis,
planktic_forams,Pulleniatina spectablis (q),? Pulleniatina spectablis,?,Pulleniatina,,spectablis,,,
planktic_forams,Racemiguembelina fructicosa,,,Racemiguembelina,,fructicosa,,,
planktic_forams,Rugoglobigerina hexacamerata,,,Rugoglobigerina,,hexacamerata,,,
planktic_forams,Rugoglobigerina rugosa,,,Rugoglobigerina,,rugosa,,,
planktic_forams,Rugoglobigerina sp.,,,Rugoglobigerina,,sp.,,,
planktic_forams,Schackoina sp.,,,Schackoina,,sp.,,,
planktic_forams,Sphaeroidinella dehiscens,,,Sphaeroidinella,,dehiscens,,,
planktic_forams,Sphaeroidinella dehiscens (q),? Sphaeroidinella dehiscens,?,Sphaeroidinella,,dehiscens,,,
planktic_forams,Sphaeroidinella dehiscens dehiscens,,,Sphaeroidinella,,dehiscens,,dehiscens,
planktic_forams,Sphaeroidinella dehiscens excavata,,,Sphaeroidinella,,dehiscens,,excavata,
planktic_forams,Sphaeroidinella dehiscens immatura,,,Sphaeroidinella,,dehiscens,,immatura,
planktic_forams,Sphaeroidinella disjuncta,,,Sphaeroidinella,,disjuncta,,,
planktic_forams,Sphaeroidinella disjuncta (q),? Sphaeroidinella disjuncta,?,Sphaeroidinella,,disjuncta,,,
planktic_forams,Sphaeroidinella excavata,,,Sphaeroidinella,,excavata,,,
planktic_forams,Sphaeroidinella kochi,,,Sphaeroidinella,,kochi,,,
planktic_forams,Sphaeroidinella paenedehiscens,,,Sphaeroidinella,,paenedehiscens,,,
planktic_forams,Sphaeroidinella seminularia,,,Sphaeroidinella,,seminularia,,,
planktic_forams,Sphaeroidinella seminulina,,,Sphaeroidinella,,seminulina,,,
planktic_forams,Sphaeroidinella seminulina (q),? Sphaeroidinella seminulina,?,Sphaeroidinella,,seminulina,,,
planktic_forams,Sphaeroidinella sp.,,,Sphaeroidinella,,sp.,,,
planktic_forams,Sphaeroidinella subdehiscens,,,Sphaeroidinella,,subdehiscens,,,
planktic_forams,Sphaeroidinellopsis dehiscens,,,Sphaeroidinellopsis,,dehiscens,,,
planktic_forams,Sphaeroidinellopsis dehiscens dehiscens,,,Sphaeroidinellopsis,,dehiscens,,dehiscens,
planktic_forams,Sphaeroidinellopsis disjuncta,,,Sphaeroidinellopsis,,disjuncta,,,
planktic_forams,Sphaeroidinellopsis grimsdalei,,,Sphaeroidinellopsis,,grimsdalei,,,
planktic_forams,Sphaeroidinellopsis kochi,,,Sphaeroidinellopsis,,kochi,,,
planktic_forams,Sphaeroidinellopsis paenedehiscens,,,Sphaeroidinellopsis,,paenedehiscens,,,
planktic_forams,Sphaeroidinellopsis paenedehiscens (q),? Sphaeroidinellopsis paenedehiscens,?,Sphaeroidinellopsis,,paenedehiscens,,,
planktic_forams,Sphaeroidinellopsis seminulina,,,Sphaeroidinellopsis,,seminulina,,,
planktic_forams,Sphaeroidinellopsis seminulina kochi,,,Sphaeroidinellopsis,,seminulina,,kochi,
planktic_forams,Sphaeroidinellopsis seminulina paenedehiscens,,,Sphaeroidinellopsis,,seminulina,,paenedehiscens,
planktic_forams,Sphaeroidinellopsis seminulina seminulina,,,Sphaeroidinellopsis,,seminulina,,seminulina,
planktic_forams,Sphaeroidinellopsis seminulina subdehiscens,,,Sphaeroidinellopsis,,seminulina,,subdehiscens,
planktic_forams,Sphaeroidinellopsis sp.,,,Sphaeroidinellopsis,,sp.,,,
planktic_forams,Sphaeroidinellopsis sphaeroides,,,Sphaeroidinellopsis,,sphaeroides,,,
planktic_forams,Sphaeroidinellopsis subdehiscens,,,Sphaeroidinellopsis,,subdehiscens,,,
planktic_forams,Sphaeroidinellopsis subdehiscens nepenthes,,,Sphaeroidinellopsis,,subdehiscens,,nepenthes,
planktic_forams,Sphaeroidinellopsis subdehiscens paenedehiscens,,,Sphaeroidinellopsis,,subdehiscens,,paenedehiscens,
planktic_forams,Sphaeroidinellopsis subdehiscens subdehiscens,,,Sphaeroidinellopsis,,subdehiscens,,subdehiscens,
planktic_forams,Streptochilus globigerum,,,Streptochilus,,globigerum,,,
planktic_forams,Streptochilus latum,,,Streptochilus,,latum,,,
planktic_forams,Streptochilus pristinum,,,Streptochilus,,pristinum,,,
planktic_forams,Streptochilus sp.,,,Streptochilus,,sp.,,,
planktic_forams,Streptochilus tokelauae,,,Streptochilus,,tokelauae,,,
planktic_forams,Subbotina angiporoides,,,Subbotina,,angiporoides,,,
planktic_forams,Subbotina boweri,,,Subbotina,,boweri,,,
planktic_forams,Subbotina compacta,,,Subbotina,,compacta,,,
planktic_forams,Subbotina corpulenta,,,Subbotina,,corpulenta,,,
planktic_forams,Subbotina eocaena,,,Subbotina,,eocaena,,,
planktic_forams,Subbotina eocaena (q),? Subbotina eocaena,?,Subbotina,,eocaena,,,
planktic_forams,Subbotina eocaenica,,,Subbotina,,eocaenica,,,
planktic_forams,Subbotina fringa,,,Subbotina,,fringa,,,
planktic_forams,Subbotina fringa (q),? Subbotina fringa,?,Subbotina,,fringa,,,
planktic_forams,Subbotina frontosa,,,Subbotina,,frontosa,,,
planktic_forams,Subbotina galavisi,,,Subbotina,,galavisi,,,
planktic_forams,Subbotina gortanii gortanii,,,Subbotina,,gortanii,,gortanii,
planktic_forams,Subbotina gortanii praeturritilina,,,Subbotina,,gortanii,,praeturritilina,
planktic_forams,Subbotina gortanii s. s.,,,Subbotina,,gortanii,,s. s.,
planktic_forams,Subbotina hagni,,,Subbotina,,hagni,,,
planktic_forams,Subbotina higginsi,,,Subbotina,,higginsi,,,
planktic_forams,Subbotina inconstans,,,Subbotina,,inconstans,,,
planktic_forams,Subbotina kiersteadae,,,Subbotina,,kiersteadae,,,
planktic_forams,Subbotina linaperta,,,Subbotina,,linaperta,,,
planktic_forams,Subbotina minima,,,Subbotina,,minima,,,
planktic_forams,Subbotina minutula,,,Subbotina,,minutula,,,
planktic_forams,Subbotina patagonica,,,Subbotina,,patagonica,,,
planktic_forams,Subbotina pera,,,Subbotina,,pera,,,
planktic_forams,Subbotina praecursoria,,,Subbotina,,praecursoria,,,
planktic_forams,Subbotina primitiva,,,Subbotina,,primitiva,,,
planktic_forams,Subbotina pseudobulloides,,,Subbotina,,pseudobulloides,,,
planktic_forams,Subbotina quadrata,,,Subbotina,,quadrata,,,
planktic_forams,Subbotina senni,,,Subbotina,,senni,,,
planktic_forams,Subbotina sp.,,,Subbotina,,sp.,,,
planktic_forams,Subbotina spiralis,,,Subbotina,,spiralis,,,
planktic_forams,Subbotina triangularis,,,Subbotina,,triangularis,,,
planktic_forams,Subbotina trilocularis,,,Subbotina,,trilocularis,,,
planktic_forams,Subbotina triloculinoides,,,Subbotina,,triloculinoides,,,
planktic_forams,Subbotina triloculinoides (q),? Subbotina triloculinoides,?,Subbotina,,triloculinoides,,,
planktic_forams,Subbotina triloculinoides triangularis,,,Subbotina,,triloculinoides,,triangularis,
planktic_forams,Subbotina triloculinoides triloculinoides,,,Subbotina,,triloculinoides,,triloculinoides,
planktic_forams,Subbotina trinidadensis,,,Subbotina,,trinidadensis,,,
planktic_forams,Subbotina utilisindex,,,Subbotina,,utilisindex,,,
planktic_forams,Subbotina varianta,,,Subbotina,,varianta,,,
planktic_forams,Subbotina velascoensis,,,Subbotina,,velascoensis,,,
planktic_forams,Subbotina winkleri,,,Subbotina,,winkleri,,,
planktic_forams,Subbotina yeguaensis,,,Subbotina,,yeguaensis,,,
planktic_forams,Tenuitella anfracta,,,Tenuitella,,anfracta,,,
planktic_forams,Tenuitella angustiumbilicata,,,Tenuitella,,angustiumbilicata,,,
planktic_forams,Tenuitella clemenciae,,,Tenuitella,,clemenciae,,,
planktic_forams,Tenuitella gemma,,,Tenuitella,,gemma,,,
planktic_forams,Tenuitella minutissima,,,Tenuitella,,minutissima,,,
planktic_forams,Tenuitella munda,,,Tenuitella,,munda,,,
planktic_forams,Tenuitella praestainfohsi,,,Tenuitella,,praestainfohsi,,,
planktic_forams,Tenuitella sp.,,,Tenuitella,,sp.,,,
planktic_forams,Truncorotaloides bullbrooki,,,Truncorotaloides,,bullbrooki,,,
planktic_forams,Truncorotaloides collacteus,,,Truncorotaloides,,collacteus,,,
planktic_forams,Truncorotaloides collacteus (q),? Truncorotaloides collacteus,?,Truncorotaloides,,collacteus,,,
planktic_forams,Truncorotaloides mckannai,,,Truncorotaloides,,mckannai,,,
planktic_forams,Truncorotaloides pseudodubius,,,Truncorotaloides,,pseudodubius,,,
planktic_forams,Truncorotaloides pseudotopilensis,,,Truncorotaloides,,pseudotopilensis,,,
planktic_forams,Truncorotaloides pseudotopilensis (q),? Truncorotaloides pseudotopilensis,?,Truncorotaloides,,pseudotopilensis,,,
planktic_forams,Truncorotaloides rohri,,,Truncorotaloides,,rohri,,,
planktic_forams,Truncorotaloides sp.,,,Truncorotaloides,,sp.,,,
planktic_forams,Truncorotaloides topilensis,,,Truncorotaloides,,topilensis,,,
planktic_forams,Truncorotaloides topilensis (q),? Truncorotaloides topilensis,?,Truncorotaloides,,topilensis,,,
planktic_forams,Turborotalia acostaensis,,,Turborotalia,,acostaensis,,,
planktic_forams,Turborotalia acostaensis acostaensis,,,Turborotalia,,acostaensis,,acostaensis,
planktic_forams,Turborotalia acostaensis tegillata,,,Turborotalia,,acostaensis,,tegillata,
planktic_forams,Turborotalia acrostoma,,,Turborotalia,,acrostoma,,,
planktic_forams,Turborotalia ampliapertura,,,Turborotalia,,ampliapertura,,,
planktic_forams,Turborotalia bella,,,Turborotalia,,bella,,,
planktic_forams,Turborotalia birnagae,,,Turborotalia,,birnagae,,,
planktic_forams,Turborotalia bolivariana,,,Turborotalia,,bolivariana,,,
planktic_forams,Turborotalia centralis,,,Turborotalia,,centralis,,,
planktic_forams,Turborotalia cerroazulensis,,,Turborotalia,,cerroazulensis,,,
planktic_forams,Turborotalia cerroazulensis cerroazulensis,,,Turborotalia,,cerroazulensis,,cerroazulensis,
planktic_forams,Turborotalia cerroazulensis cocoaensis,,,Turborotalia,,cerroazulensis,,cocoaensis,
planktic_forams,Turborotalia cerroazulensis cunialensis,,,Turborotalia,,cerroazulensis,,cunialensis,
planktic_forams,Turborotalia cerroazulensis pomeroli,,,Turborotalia,,cerroazulensis,,pomeroli,
planktic_forams,Turborotalia clemenciae,,,Turborotalia,,clemenciae,,,
planktic_forams,Turborotalia cocoaensis,,,Turborotalia,,cocoaensis,,,
planktic_forams,Turborotalia compressa,,,Turborotalia,,compressa,,,
planktic_forams,Turborotalia continuosa,,,Turborotalia,,continuosa,,,
planktic_forams,Turborotalia crassaformis,,,Turborotalia,,crassaformis,,,
planktic_forams,Turborotalia cristata,,,Turborotalia,,cristata,,,
planktic_forams,Turborotalia dutertrei,,,Turborotalia,,dutertrei,,,
planktic_forams,Turborotalia euapertura,,,Turborotalia,,euapertura,,,
planktic_forams,Turborotalia gemma,,,Turborotalia,,gemma,,,
planktic_forams,Turborotalia humerosa,,,Turborotalia,,humerosa,,,
planktic_forams,Turborotalia humerosa humerosa,,,Turborotalia,,humerosa,,humerosa,
planktic_forams,Turborotalia humerosa praepulleniatina,,,Turborotalia,,humerosa,,praepulleniatina,
planktic_forams,Turborotalia humerosa trochoidea,,,Turborotalia,,humerosa,,trochoidea,
planktic_forams,Turborotalia humilis,,,Turborotalia,,humilis,,,
planktic_forams,Turborotalia increbescens,,,Turborotalia,,increbescens,,,
planktic_forams,Turborotalia inflata,,,Turborotalia,,inflata,,,
planktic_forams,Turborotalia iota,,,Turborotalia,,iota,,,
planktic_forams,Turborotalia kugleri,,,Turborotalia,,kugleri,,,
planktic_forams,Turborotalia mayeri,,,Turborotalia,,mayeri,,,
planktic_forams,Turborotalia mckannai,,,Turborotalia,,mckannai,,,
planktic_forams,Turborotalia mendacis,,,Turborotalia,,mendacis,,,
planktic_forams,Turborotalia multiloba,,,Turborotalia,,multiloba,,,
planktic_forams,Turborotalia munda,,,Turborotalia,,munda,,,
planktic_forams,Turborotalia nana,,,Turborotalia,,nana,,,
planktic_forams,Turborotalia nigriniae,,,Turborotalia,,nigriniae,,,
planktic_forams,Turborotalia oceanica,,,Turborotalia,,oceanica,,,
planktic_forams,Turborotalia opima,,,Turborotalia,,opima,,,
planktic_forams,Turborotalia opima (q),? Turborotalia opima,?,Turborotalia,,opima,,,
planktic_forams,Turborotalia opima nana,,,Turborotalia,,opima,,nana,
planktic_forams,Turborotalia opima opima,,,Turborotalia,,opima,,opima,
planktic_forams,Turborotalia pachyderma,,,Turborotalia,,pachyderma,,,
planktic_forams,Turborotalia peripheroacuta,,,Turborotalia,,peripheroacuta,,,
planktic_forams,Turborotalia peripheroronda,,,Turborotalia,,peripheroronda,,,
planktic_forams,Turborotalia praecentralis,,,Turborotalia,,praecentralis,,,
planktic_forams,Turborotalia praefohsi,,,Turborotalia,,praefohsi,,,
planktic_forams,Turborotalia prasaepis,,,Turborotalia,,prasaepis,,,
planktic_forams,Turborotalia primitiva,,,Turborotalia,,primitiva,,,
planktic_forams,Turborotalia prolata,,,Turborotalia,,prolata,,,
planktic_forams,Turborotalia pseudoampliapertura,,,Turborotalia,,pseudoampliapertura,,,
planktic_forams,Turborotalia pseudobulloides,,,Turborotalia,,pseudobulloides,,,
planktic_forams,Turborotalia pseudocontinuosa,,,Turborotalia,,pseudocontinuosa,,,
planktic_forams,Turborotalia pseudokugleri,,,Turborotalia,,pseudokugleri,,,
planktic_forams,Turborotalia pseudopima,,,Turborotalia,,pseudopima,,,
planktic_forams,Turborotalia quinqueloba,,,Turborotalia,,quinqueloba,,,
planktic_forams,Turborotalia semivera,,,Turborotalia,,semivera,,,
planktic_forams,Turborotalia siakensis,,,Turborotalia,,siakensis,,,
planktic_forams,Turborotalia sp.,,,Turborotalia,,sp.,,,
planktic_forams,Turborotalia tosaensis,,,Turborotalia,,tosaensis,,,
planktic_forams,Turborotalia trinidadensis,,,Turborotalia,,trinidadensis,,,
planktic_forams,Turborotalia unicinata,,,Turborotalia,,unicinata,,,
planktic_forams,Turborotalia vincentae,,,Turborotalia,,vincentae,,,
planktic_forams,Turborotalia wilsoni pseudomayeri,,,Turborotalia,,wilsoni,,pseudomayeri,
planktic_forams,Turborotalita anfracta,,,Turborotalita,,anfracta,,,
planktic_forams,Turborotalita atlantisae,,,Turborotalita,,atlantisae,,,
planktic_forams,Turborotalita cristata,,,Turborotalita,,cristata,,,
planktic_forams,Turborotalita dehiscens,,,Turborotalita,,dehiscens,,,
planktic_forams,Turborotalita guaymasensis,,,Turborotalita,,guaymasensis,,,
planktic_forams,Turborotalita humilis,,,Turborotalita,,humilis,,,
planktic_forams,Turborotalita iota,,,Turborotalita,,iota,,,
planktic_forams,Turborotalita iota (q),? Turborotalita iota,?,Turborotalita,,iota,,,
planktic_forams,Turborotalita parkerae (q),? Turborotalita parkerae,?,Turborotalita,,parkerae,,,
planktic_forams,Turborotalita pseudopumilio,,,Turborotalita,,pseudopumilio,,,
planktic_forams,Turborotalita pumilio,,,Turborotalita,,pumilio,,,
planktic_forams,Turborotalita quinqueloba,,,Turborotalita,,quinqueloba,,,
planktic_forams,Turborotalita sp.,,,Turborotalita,,sp.,,,
planktic_forams,Velapertina (q),? Velapertina,?,Velapertina,,,,,
planktic_forams,Woodringia hornerstownensis,,,Woodringia,,hornerstownensis,,,
planktic_forams,Woodringia sp.,,,Woodringia,,sp.,,,
planktic_forams,Zeaglobigerina druryi (q),? Zeaglobigerina druryi,?,Zeaglobigerina,,druryi,,,
planktic_forams,Zeauvigerina parri,,,Zeauvigerina,,parri,,,
planktic_forams,Zeauvigerina parri (q),? Zeauvigerina parri,?,Zeauvigerina,,parri,,,
planktic_forams,Zeauvigerina tueria,,,Zeauvigerina,,tueria,,,
planktic_forams,Zeauvigerina zealandica,,,Zeauvigerina,,zealandica,,,
radiolarians,Acanthodesmia circumflexa,,,Acanthodesmia,,circumflexa,,,
radiolarians,Acanthodesmia sp.,,,Acanthodesmia,,sp.,,,
radiolarians,Acanthodesmia vinculata,,,Acanthodesmia,,vinculata,,,
radiolarians,Acanthodesmid sp.,,,Acanthodesmid,,sp.,,,
radiolarians,Acanthosphaera haliformis (q),? Acanthosphaera haliformis,?,Acanthosphaera,,haliformis,,,
radiolarians,Acanthosphaera sp.,,,Acanthosphaera,,sp.,,,
radiolarians,Acrobotrys disolenia,,,Acrobotrys,,disolenia,,,
radiolarians,Acrobotrys sp.,,,Acrobotrys,,sp.,,,
radiolarians,Acrobotrys sphaerothorax (q),? Acrobotrys sphaerothorax,?,Acrobotrys,,sphaerothorax,,,
radiolarians,Acrobotrys tritubus,,,Acrobotrys,,tritubus,,,
radiolarians,Acrocubus octopylus,,,Acrocubus,,octopylus,,,
radiolarians,Acrosphaera cyrtodon,,,Acrosphaera,,cyrtodon,,,
radiolarians,Acrosphaera lappacea,,,Acrosphaera,,lappacea,,,
radiolarians,Acrosphaera murrayana,,,Acrosphaera,,murrayana,,,
radiolarians,Acrosphaera spinosa,,,Acrosphaera,,spinosa,,,
radiolarians,Acrosphaera trepanata,,,Acrosphaera,,trepanata,,,
radiolarians,Actinomma antarcticum,,,Actinomma,,antarcticum,,,
radiolarians,Actinomma archadophorum,,,Actinomma,,archadophorum,,,
radiolarians,Actinomma beroes,,,Actinomma,,beroes,,,
radiolarians,Actinomma golownini,,,Actinomma,,golownini,,,
radiolarians,Actinomma hexaconthium arachinoidale (q),? Actinomma hexaconthium arachinoidale,?,Actinomma,,hexaconthium,,arachinoidale,
radiolarians,Actinomma medianum,,,Actinomma,,medianum,,,
radiolarians,Actinomma mediterranensis,,,Actinomma,,mediterranensis,,,
radiolarians,Actinomma medusa,,,Actinomma,,medusa,,,
radiolarians,Actinomma popopski,,,Actinomma,,popopski,,,
radiolarians,Actinomma sp.,,,Actinomma,,sp.,,,
radiolarians,Actinomma tanyacantha,,,Actinomma,,tanyacantha,,,
radiolarians,Actinomma tetrapila,,,Actinomma,,tetrapila,,,
radiolarians,Actinomma yosii,,,Actinomma,,yosii,,,
radiolarians,Actinommura sp.,,,Actinommura,,sp.,,,
radiolarians,Actinosphaera acanthophora,,,Actinosphaera,,acanthophora,,,
radiolarians,Actinosphaera haackei (q),? Actinosphaera haackei,?,Actinosphaera,,haackei,,,
radiolarians,Alievium gallowayi,,,Alievium,,gallowayi,,,
radiolarians,Amphibrachium sp.,,,Amphibrachium,,sp.,,,
radiolarians,Amphicraspedum murrayanum,,,Amphicraspedum,,murrayanum,,,
radiolarians,Amphicraspedum murrayanum (q),? Amphicraspedum murrayanum,?,Amphicraspedum,,murrayanum,,,
radiolarians,Amphicraspedum prolixum,,,Amphicraspedum,,prolixum,,,
radiolarians,Amphiplecta acrostoma,,,Amphiplecta,,acrostoma,,,
radiolarians,Amphiplecta acrostoma (q),? Amphiplecta acrostoma,?,Amphiplecta,,acrostoma,,,
radiolarians,Amphiplecta cylindrocephala,,,Amphiplecta,,cylindrocephala,,,
radiolarians,Amphiplecta sp.,,,Amphiplecta,,sp.,,,
radiolarians,Amphipternis alamedaensis,,,Amphipternis,,alamedaensis,,,
radiolarians,Amphipternis alamedaensis (q),? Amphipternis alamedaensis,?,Amphipternis,,alamedaensis,,,
