verbatim_name,taxon_group,genus name,simplified_name,species name,subspecies name
Parhabdolithus splendens,nannofossils,Parhabdolithus,Parhabdolithus splendens,splendens,
Dictyocha aspera aspera (q),silicoflagellates,Dictyocha,Dictyocha aspera aspera,aspera,aspera
Coscinodiscus insignis,diatoms,Coscinodiscus,Coscinodiscus insignis,insignis,
Triquetrorhabdulus carinatus (q),nannofossils,Triquetrorhabdulus,Triquetrorhabdulus carinatus,carinatus,
Coscinodiscus superbus (q),diatoms,Coscinodiscus,Coscinodiscus superbus,superbus,
Melosira sp.,diatoms,Melosira,Melosira sp.,sp.,
Zygodiscus sp.,nannofossils,Zygodiscus,Zygodiscus sp.,sp.,
Cannopilus sphaericus,silicoflagellates,Cannopilus,Cannopilus sphaericus,sphaericus,
Marginulinopsis tuberculata,benthic_forams,Marginulinopsis,Marginulinopsis tuberculata,tuberculata,
Arkhangelskiella erratica,nannofossils,Arkhangelskiella,Arkhangelskiella erratica,erratica,
Distephanus stauracanthus,silicoflagellates,Distephanus,Distephanus stauracanthus,stauracanthus,
Umbellosphaera mirabilis,nannofossils,Umbellosphaera,Umbellosphaera mirabilis,mirabilis,
Globorotalia fohsi fohsi,planktic_forams,Globorotalia,Globorotalia fohsi fohsi,fohsi,fohsi
Macrocypris sp.,ostracods,Macrocypris,Macrocypris sp.,sp.,
Dictyocha aculeata,silicoflagellates,Dictyocha,Dictyocha aculeata,aculeata,
Pseudodictyophimus gracilipes,radiolarians,Pseudodictyophimus,Pseudodictyophimus gracilipes,gracilipes,
Cibicidoides pseudowuellerstorfi,benthic_forams,Cibicidoides,Cibicidoides pseudowuellerstorfi,pseudowuellerstorfi,
Blackites spinulus,nannofossils,Blackites,Blackites spinulus,spinulus,
Massilina secans,benthic_forams,Massilina,Massilina secans,secans,
Biantholithus sparsus,nannofossils,Biantholithus,Biantholithus sparsus,sparsus,
Tenuitella gemma,planktic_forams,Tenuitella,Tenuitella gemma,gemma,
Actinocyclus normannii,diatoms,Actinocyclus,Actinocyclus normannii,normannii,
Globigerina senilis (q),planktic_forams,Globigerina,Globigerina senilis,senilis,
Nummulites partschi,benthic_forams,Nummulites,Nummulites partschi,partschi,
Astrocyclia sp.,radiolarians,Astrocyclia,Astrocyclia sp.,sp.,
Globoquadrina altispira,planktic_forams,Globoquadrina,Globoquadrina altispira,altispira,
Nitzschia marina-miocenica group,diatoms,Nitzschia,Nitzschia marina-miocenica group,marina-miocenica,group
Pterocanium sp.,radiolarians,Pterocanium,Pterocanium sp.,sp.,
Verneuilinoides sp.,benthic_forams,Verneuilinoides,Verneuilinoides sp.,sp.,
Bulimina tuxpomensis,benthic_forams,Bulimina,Bulimina tuxpomensis,tuxpomensis,
Uvigerina longa,benthic_forams,Uvigerina,Uvigerina longa,longa,
Stilostomella fistuca,benthic_forams,Stilostomella,Stilostomella fistuca,fistuca,
Distephanus boliviensis frugalis,silicoflagellates,Distephanus,Distephanus boliviensis frugalis,boliviensis,frugalis
Cannartus tubarius (q),radiolarians,Cannartus,Cannartus tubarius,tubarius,
Nitzschia seriata,diatoms,Nitzschia,Nitzschia seriata,seriata,
Spongaster berminghami (q),radiolarians,Spongaster,Spongaster berminghami,berminghami,
Lepidocyclina macdonaldi,benthic_forams,Lepidocyclina,Lepidocyclina macdonaldi,macdonaldi,
Dictyocha staurodon,silicoflagellates,Dictyocha,Dictyocha staurodon,staurodon,
Ammonia sp.,benthic_forams,Ammonia,Ammonia sp.,sp.,
Fabiana sp.,benthic_forams,Fabiana,Fabiana sp.,sp.,
Dracodinium solidum,dinoflagellates,Dracodinium,Dracodinium solidum,solidum,
Cannartus sp. (q),radiolarians,Cannartus,Cannartus sp.,sp.,
Discoaster braarudii,nannofossils,Discoaster,Discoaster braarudii,braarudii,
Bradleya dictyon (q),ostracods,Bradleya,Bradleya dictyon,dictyon,
Coscinodiscus praenodifer,diatoms,Coscinodiscus,Coscinodiscus praenodifer,praenodifer,
Lamptonium fabaeforme constrictum,radiolarians,Lamptonium,Lamptonium fabaeforme constrictum,fabaeforme,constrictum
Globorotalia praefohsi (q),planktic_forams,Globorotalia,Globorotalia praefohsi,praefohsi,
Theocampe armadillo,radiolarians,Theocampe,Theocampe armadillo,armadillo,
Cyclococcolithina formosa (q),nannofossils,Cyclococcolithina,Cyclococcolithina formosa,formosa,
Globorotalia chapmanni,planktic_forams,Globorotalia,Globorotalia chapmanni,chapmanni,
Roperia tesselata crenulatus,diatoms,Roperia,Roperia tesselata crenulatus,tesselata,crenulatus
Hermesonella conata,ebridians,Hermesonella,Hermesonella conata,conata,
Ellipsoglandulina mappa,benthic_forams,Ellipsoglandulina,Ellipsoglandulina mappa,mappa,
Dictyocha aegea (q),silicoflagellates,Dictyocha,Dictyocha aegea,aegea,
Discoaster pansus,nannofossils,Discoaster,Discoaster pansus,pansus,
Cibicidoides floridanus,benthic_forams,Cibicidoides,Cibicidoides floridanus,floridanus,
Globorotalia scitula praescitula,planktic_forams,Globorotalia,Globorotalia scitula praescitula,scitula,praescitula
Rhizammina sp. (q),benthic_forams,Rhizammina,Rhizammina sp.,sp.,
Sphenolithus heteromorphus (?),nannofossils,Sphenolithus,Sphenolithus heteromorphus,heteromorphus,
Lychnocanoma anacolum,radiolarians,Lychnocanoma,Lychnocanoma anacolum,anacolum,
Karreriella aegra,benthic_forams,Karreriella,Karreriella aegra,aegra,
Dictyocha polyactis,silicoflagellates,Dictyocha,Dictyocha polyactis,polyactis,
Globigerina tripartita (q),planktic_forams,Globigerina,Globigerina tripartita,tripartita,
Psammosphaera sp.,benthic_forams,Psammosphaera,Psammosphaera sp.,sp.,
Stichopilium bicorne,radiolarians,Stichopilium,Stichopilium bicorne,bicorne,
Reticulofenestra variabilis,nannofossils,Reticulofenestra,Reticulofenestra variabilis,variabilis,
Sigmomorphina trinitatensis (q),benthic_forams,Sigmomorphina,Sigmomorphina trinitatensis,trinitatensis,
Rugoglobigerina sp.,planktic_forams,Rugoglobigerina,Rugoglobigerina sp.,sp.,
Lithocampe compacta,radiolarians,Lithocampe,Lithocampe compacta,compacta,
Heteraulacysta campanula (q),dinoflagellates,Heteraulacysta,Heteraulacysta campanula,campanula,
Globotruncana stuarti,planktic_forams,Globotruncana,Globotruncana stuarti,stuarti,
Coscinodiscus sp.,diatoms,Coscinodiscus,Coscinodiscus sp.,sp.,
Triceratium cinnamomeum,diatoms,Triceratium,Triceratium cinnamomeum,cinnamomeum,
Cyrtopera languncula (q),radiolarians,Cyrtopera,Cyrtopera languncula,languncula,
Dacrydiumites sp.,pollen,Dacrydiumites,Dacrydiumites sp.,sp.,
Tubidermodinium sulcatum,dinoflagellates,Tubidermodinium,Tubidermodinium sulcatum,sulcatum,
Globigerinoides trilobus,planktic_forams,Globigerinoides,Globigerinoides trilobus,trilobus,
Turborotalia praefohsi,planktic_forams,Turborotalia,Turborotalia praefohsi,praefohsi,
Toweius eminens,nannofossils,Toweius,Toweius eminens,eminens,
Globorotalia continuosa acostaensis,planktic_forams,Globorotalia,Globorotalia continuosa acostaensis,continuosa,acostaensis
Parafissurina fusuliformis,benthic_forams,Parafissurina,Parafissurina fusuliformis,fusuliformis,
Naviculopsis navicula (q),silicoflagellates,Naviculopsis,Naviculopsis navicula,navicula,
Gyroidinoides octacameratus,benthic_forams,Gyroidinoides,Gyroidinoides octacameratus,octacameratus,
Cocconeis scutellum,diatoms,Cocconeis,Cocconeis scutellum,scutellum,
Hemicytherura sp. (q),ostracods,Hemicytherura,Hemicytherura sp.,sp.,
Spiroclypeus higginsi,benthic_forams,Spiroclypeus,Spiroclypeus higginsi,higginsi,
Gyroidina lamarckiana,benthic_forams,Gyroidina,Gyroidina lamarckiana,lamarckiana,
Biloculinellla sp.,benthic_forams,Biloculinellla,Biloculinellla sp.,sp.,
Coscinodiscus asteromphalus princeps,diatoms,Coscinodiscus,Coscinodiscus asteromphalus princeps,asteromphalus,princeps
Phormostichoartus corona (q),radiolarians,Phormostichoartus,Phormostichoartus corona,corona,
Distephanus hannai (q),silicoflagellates,Distephanus,Distephanus hannai,hannai,
Reticulofenestra dictyoda,nannofossils,Reticulofenestra,Reticulofenestra dictyoda,dictyoda,
Chiastozygus disgregatus,nannofossils,Chiastozygus,Chiastozygus disgregatus,disgregatus,
Siphocampe modeloensis,radiolarians,Siphocampe,Siphocampe modeloensis,modeloensis,
Dacrydium cupressinum (q),pollen,Dacrydium,Dacrydium cupressinum,cupressinum,
Rhabdothorax sp.,nannofossils,Rhabdothorax,Rhabdothorax sp.,sp.,
Elphidium macellum (q),benthic_forams,Elphidium,Elphidium macellum,macellum,
Rhabdammina abyssorum,benthic_forams,Rhabdammina,Rhabdammina abyssorum,abyssorum,
Cibicidoides robertsonianus,benthic_forams,Cibicidoides,Cibicidoides robertsonianus,robertsonianus,
Globobulimina affinis,benthic_forams,Globobulimina,Globobulimina affinis,affinis,
Lithodesmium californicum,diatoms,Lithodesmium,Lithodesmium californicum,californicum,
Cassigerinella eoceanica,planktic_forams,Cassigerinella,Cassigerinella eoceanica,eoceanica,
Haplophragmoides scitulus (q),benthic_forams,Haplophragmoides,Haplophragmoides scitulus,scitulus,
Coccolithus litos,nannofossils,Coccolithus,Coccolithus litos,litos,
Nitzschia fossilis (q),diatoms,Nitzschia,Nitzschia fossilis,fossilis,
Lithomitrella elizabethae,radiolarians,Lithomitrella,Lithomitrella elizabethae,elizabethae,
Dictyocha fibula aculeata,silicoflagellates,Dictyocha,Dictyocha fibula aculeata,fibula,aculeata
Nematosphaeropsis oblonga,dinoflagellates,Nematosphaeropsis,Nematosphaeropsis oblonga,oblonga,
Neogloboquadrina nympha,planktic_forams,Neogloboquadrina,Neogloboquadrina nympha,nympha,
Lepidocyclina undosa,benthic_forams,Lepidocyclina,Lepidocyclina undosa,undosa,
Stichocorys sp.,radiolarians,Stichocorys,Stichocorys sp.,sp.,
Globigerinita unicava unicava,planktic_forams,Globigerinita,Globigerinita unicava unicava,unicava,unicava
Cnemidaria sp.,pollen,Cnemidaria,Cnemidaria sp.,sp.,
Diploneis fusca,diatoms,Diploneis,Diploneis fusca,fusca,
Rhaphoneis ossiformis,diatoms,Rhaphoneis,Rhaphoneis ossiformis,ossiformis,
Eucyrtidium rocket (q),radiolarians,Eucyrtidium,Eucyrtidium rocket,rocket,
Spiroplectammina excolata,benthic_forams,Spiroplectammina,Spiroplectammina excolata,excolata,
Brachycythere sp.,ostracods,Brachycythere,Brachycythere sp.,sp.,
Turborotalia euapertura,planktic_forams,Turborotalia,Turborotalia euapertura,euapertura,
Astronion charlottensis,benthic_forams,Astronion,Astronion charlottensis,charlottensis,
Globorotalia opima nana (q),planktic_forams,Globorotalia,Globorotalia opima nana,opima,nana
Sceptroneis sp.,diatoms,Sceptroneis,Sceptroneis sp.,sp.,
Delphineis angustata,diatoms,Delphineis,Delphineis angustata,angustata,
Subbotina senni,planktic_forams,Subbotina,Subbotina senni,senni,
Discolithina enormis,nannofossils,Discolithina,Discolithina enormis,enormis,
Trilites tuberculiformis,pollen,Trilites,Trilites tuberculiformis,tuberculiformis,
Chiasmolithus bidens,nannofossils,Chiasmolithus,Chiasmolithus bidens,bidens,
Amphisphaera radiosa,radiolarians,Amphisphaera,Amphisphaera radiosa,radiosa,
Melonis zaandami,benthic_forams,Melonis,Melonis zaandami,zaandami,
Globorotalia scitula sub. sp.,planktic_forams,Globorotalia,Globorotalia scitula sub. sp.,scitula,
Tricolpites sp. (q),pollen,Tricolpites,Tricolpites sp.,sp.,
Thalassiosira punctata,diatoms,Thalassiosira,Thalassiosira punctata,punctata,
Gephyrocapsa sp.,nannofossils,Gephyrocapsa,Gephyrocapsa sp.,sp.,
Reticulofenestra samodurovii (q),nannofossils,Reticulofenestra,Reticulofenestra samodurovii,samodurovii,
Globigerina quinqueloba egelida,planktic_forams,Globigerina,Globigerina quinqueloba egelida,quinqueloba,egelida
Globorotalia hessi,planktic_forams,Globorotalia,Globorotalia hessi,hessi,
Rucinolithus magnus (q),nannofossils,Rucinolithus,Rucinolithus magnus,magnus,
Globorotalia cerroazulensis pomeroli,planktic_forams,Globorotalia,Globorotalia cerroazulensis pomeroli,cerroazulensis,pomeroli
Globigerina pachyderma,planktic_forams,Globigerina,Globigerina pachyderma,pachyderma,
Desmospyris haysi,radiolarians,Desmospyris,Desmospyris haysi,haysi,
Scyphosphaera cohenii,nannofossils,Scyphosphaera,Scyphosphaera cohenii,cohenii,
Globorotalia pseudomiocenica (q),planktic_forams,Globorotalia,Globorotalia pseudomiocenica,pseudomiocenica,
Cythere suhmi,ostracods,Cythere,Cythere suhmi,suhmi,
Globorotalia mediterranea,planktic_forams,Globorotalia,Globorotalia mediterranea,mediterranea,
Hanzawaia simplex,benthic_forams,Hanzawaia,Hanzawaia simplex,simplex,
Planulina wuellerstorfi (q),benthic_forams,Planulina,Planulina wuellerstorfi,wuellerstorfi,
Parafissurina tasmanica (q),benthic_forams,Parafissurina,Parafissurina tasmanica,tasmanica,
Lophophaenoma sp.,radiolarians,Lophophaenoma,Lophophaenoma sp.,sp.,
Dictyospyris melissium,radiolarians,Dictyospyris,Dictyospyris melissium,melissium,
Spongodiscus resurgens osculosa,radiolarians,Spongodiscus,Spongodiscus resurgens osculosa,resurgens,osculosa
Ceratospyris sp.,radiolarians,Ceratospyris,Ceratospyris sp.,sp.,
Turborotalia prolata,planktic_forams,Turborotalia,Turborotalia prolata,prolata,
Carpocanopsis favosa (q),radiolarians,Carpocanopsis,Carpocanopsis favosa,favosa,
Nonionella atlantica,benthic_forams,Nonionella,Nonionella atlantica,atlantica,
Catapsydrax riveroae,planktic_forams,Catapsydrax,Catapsydrax riveroae,riveroae,
Globigerinita glutinata,planktic_forams,Globigerinita,Globigerinita glutinata,glutinata,
Distephanus crux carolae,silicoflagellates,Distephanus,Distephanus crux carolae,crux,carolae
Globorotalia perclara (q),planktic_forams,Globorotalia,Globorotalia perclara,perclara,
Stilostomella seriata,benthic_forams,Stilostomella,Stilostomella seriata,seriata,
Globorotalia tumida plesiotumida (q),planktic_forams,Globorotalia,Globorotalia tumida plesiotumida,tumida,plesiotumida
Cruciplacolithus eminens,nannofossils,Cruciplacolithus,Cruciplacolithus eminens,eminens,
Cosmiodiscus insignis triangula,diatoms,Cosmiodiscus,Cosmiodiscus insignis triangula,insignis,triangula
Vaginulina subelegans,benthic_forams,Vaginulina,Vaginulina subelegans,subelegans,
Buxus sp.,pollen,Buxus,Buxus sp.,sp.,
Trochoaster simplex,nannofossils,Trochoaster,Trochoaster simplex,simplex,
Coscinodiscus praenitidus,diatoms,Coscinodiscus,Coscinodiscus praenitidus,praenitidus,
Vallacerta tumidula,silicoflagellates,Vallacerta,Vallacerta tumidula,tumidula,
Cyrtocapsella armata,radiolarians,Cyrtocapsella,Cyrtocapsella armata,armata,
Spirocyrtis cornutella,radiolarians,Spirocyrtis,Spirocyrtis cornutella,cornutella,
Palmae,pollen,Palmae,Palmae,,
Globotruncana arca,planktic_forams,Globotruncana,Globotruncana arca,arca,
Actinocyclus divisus,diatoms,Actinocyclus,Actinocyclus divisus,divisus,
Lenticulina crassa,benthic_forams,Lenticulina,Lenticulina crassa,crassa,
Lagena nuttali,benthic_forams,Lagena,Lagena nuttali,nuttali,
Anthocyrtella sp.,radiolarians,Anthocyrtella,Anthocyrtella sp.,sp.,
Elphidium sp. (q),benthic_forams,Elphidium,Elphidium sp.,sp.,
Miliolidae sp.,benthic_forams,Miliolidae,Miliolidae sp.,sp.,
Mesocena polymorpha bioctonaria,silicoflagellates,Mesocena,Mesocena polymorpha bioctonaria,polymorpha,bioctonaria
Rubiaceae,pollen,Rubiaceae,Rubiaceae,,
Globoquadrina niraensis,planktic_forams,Globoquadrina,Globoquadrina niraensis,niraensis,
Spongasteriscus cruciferus,radiolarians,Spongasteriscus,Spongasteriscus cruciferus,cruciferus,
Lagena striata-punctata,benthic_forams,Lagena,Lagena striata-punctata,striata-punctata,
Planorotalites compressus (q),planktic_forams,Planorotalites,Planorotalites compressus,compressus,
Theopilium pyramidale,radiolarians,Theopilium,Theopilium pyramidale,pyramidale,
Systematophora ancyrea,dinoflagellates,Systematophora,Systematophora ancyrea,ancyrea,
Lyramula deflandrei,silicoflagellates,Lyramula,Lyramula deflandrei,deflandrei,
Dictyocha quadria,silicoflagellates,Dictyocha,Dictyocha quadria,quadria,
Crenalithus sp.,nannofossils,Crenalithus,Crenalithus sp.,sp.,
Zygocircus butschlii,radiolarians,Zygocircus,Zygocircus butschlii,butschlii,
Saccorhiza ramosa,benthic_forams,Saccorhiza,Saccorhiza ramosa,ramosa,
Stilostomella verneuili,benthic_forams,Stilostomella,Stilostomella verneuili,verneuili,
Fursenkoina schreibersiana,benthic_forams,Fursenkoina,Fursenkoina schreibersiana,schreibersiana,
Globigerina gortanii praeturritilina,planktic_forams,Globigerina,Globigerina gortanii praeturritilina,gortanii,praeturritilina
Globigerinoides quadrilobatus altiaperturus,planktic_forams,Globigerinoides,Globigerinoides quadrilobatus altiaperturus,quadrilobatus,altiaperturus
Cecropia sp.,pollen,Cecropia,Cecropia sp.,sp.,
Distephanus speculum s.l.,silicoflagellates,Distephanus,Distephanus speculum s.l.,speculum,s.l.
Globigerina eocenica/patagonica,planktic_forams,Globigerina,Globigerina eocenica/patagonica,eocenica/patagonica,
Rhopalocanium ornatum (q),radiolarians,Rhopalocanium,Rhopalocanium ornatum,ornatum,
Globorotalia lobata (q),planktic_forams,Globorotalia,Globorotalia lobata,lobata,
Rhaphoneis interposita,diatoms,Rhaphoneis,Rhaphoneis interposita,interposita,
Amphicoryna sp.,benthic_forams,Amphicoryna,Amphicoryna sp.,sp.,
Sceptroneis pesplanus,diatoms,Sceptroneis,Sceptroneis pesplanus,pesplanus,
Fragilaria construens,diatoms,Fragilaria,Fragilaria construens,construens,
Axoprunum carduum,radiolarians,Axoprunum,Axoprunum carduum,carduum,
Alisporites grandis,pollen,Alisporites,Alisporites grandis,grandis,
Subbotina linaperta,planktic_forams,Subbotina,Subbotina linaperta,linaperta,
Leptocythere sp.,ostracods,Leptocythere,Leptocythere sp.,sp.,
Tetracorethra tetracorethra,radiolarians,Tetracorethra,Tetracorethra tetracorethra,tetracorethra,
Rhaphoneis pontica,diatoms,Rhaphoneis,Rhaphoneis pontica,pontica,
Denticula seminae fossilis,diatoms,Denticula,Denticula seminae fossilis,seminae,fossilis
Anomalina capita,benthic_forams,Anomalina,Anomalina capita,capita,
Neonaviculopsis neonautica neonautica praenautica,silicoflagellates,Neonaviculopsis,Neonaviculopsis neonautica neonautica praenautica,neonautica,
Theocorys cretica,radiolarians,Theocorys,Theocorys cretica,cretica,
Wetzeliella sp. (q),dinoflagellates,Wetzeliella,Wetzeliella sp.,sp.,
Discoaster multiradiatus (q),nannofossils,Discoaster,Discoaster multiradiatus,multiradiatus,
Amphisphaera sp.,radiolarians,Amphisphaera,Amphisphaera sp.,sp.,
Pontosphaera excelsa,nannofossils,Pontosphaera,Pontosphaera excelsa,excelsa,
Globigerina pseudofoliata,planktic_forams,Globigerina,Globigerina pseudofoliata,pseudofoliata,
Globorotalia incognita,planktic_forams,Globorotalia,Globorotalia incognita,incognita,
Triceratium heibergi,diatoms,Triceratium,Triceratium heibergi,heibergi,
Myllocercion sp.,radiolarians,Myllocercion,Myllocercion sp.,sp.,
Gephyrocapsa protohuxleyi,nannofossils,Gephyrocapsa,Gephyrocapsa protohuxleyi,protohuxleyi,
Discoaster aulakos (q),nannofossils,Discoaster,Discoaster aulakos,aulakos,
Glaphyrocysta ordinata,dinoflagellates,Glaphyrocysta,Glaphyrocysta ordinata,ordinata,
Ammonia beccarii,benthic_forams,Ammonia,Ammonia beccarii,beccarii,
Invertocysta tabulata,dinoflagellates,Invertocysta,Invertocysta tabulata,tabulata,
Carpocanobium setosa (q),radiolarians,Carpocanobium,Carpocanobium setosa,setosa,
Gephyrocapsa producta (q),nannofossils,Gephyrocapsa,Gephyrocapsa producta,producta,
Dictyocha frenguellii,silicoflagellates,Dictyocha,Dictyocha frenguellii,frenguellii,
Phormostichoartus corbula,radiolarians,Phormostichoartus,Phormostichoartus corbula,corbula,
Pleurostomella clavata,benthic_forams,Pleurostomella,Pleurostomella clavata,clavata,
Globigerinita iota,planktic_forams,Globigerinita,Globigerinita iota,iota,
Globigerina officinalis,planktic_forams,Globigerina,Globigerina officinalis,officinalis,
Lithomelissa ultima,radiolarians,Lithomelissa,Lithomelissa ultima,ultima,
Stephanopyxis barbadensis,diatoms,Stephanopyxis,Stephanopyxis barbadensis,barbadensis,
Karreriella exilis,benthic_forams,Karreriella,Karreriella exilis,exilis,
Cyclolithella inflexa,nannofossils,Cyclolithella,Cyclolithella inflexa,inflexa,
Theoconus zancleus,radiolarians,Theoconus,Theoconus zancleus,zancleus,
Petalospyris confluens,radiolarians,Petalospyris,Petalospyris confluens,confluens,
Triceratium pileolous,diatoms,Triceratium,Triceratium pileolous,pileolous,
Hedbergella infracretacea,planktic_forams,Hedbergella,Hedbergella infracretacea,infracretacea,
Pulleniatina spectablis (q),planktic_forams,Pulleniatina,Pulleniatina spectablis,spectablis,
Bathysiphon alba (q),benthic_forams,Bathysiphon,Bathysiphon alba,alba,
Discoaster divaricatus,nannofossils,Discoaster,Discoaster divaricatus,divaricatus,
Nodosaria crassitesta,benthic_forams,Nodosaria,Nodosaria crassitesta,crassitesta,
Epithemia turgida,diatoms,Epithemia,Epithemia turgida,turgida,
Rhopalodia gibba ventricosa,diatoms,Rhopalodia,Rhopalodia gibba ventricosa,gibba,ventricosa
Nematosphaeropsis sp. (q),dinoflagellates,Nematosphaeropsis,Nematosphaeropsis sp.,sp.,
Proteacidites incurvatus,pollen,Proteacidites,Proteacidites incurvatus,incurvatus,
Pseudostictodiscus angulatus,diatoms,Pseudostictodiscus,Pseudostictodiscus angulatus,angulatus,
Theocampe callimorphos,radiolarians,Theocampe,Theocampe callimorphos,callimorphos,
Cannopilus sp.,silicoflagellates,Cannopilus,Cannopilus sp.,sp.,
Myrtaceae,pollen,Myrtaceae,Myrtaceae,,
Lithocampana lithoconella,radiolarians,Lithocampana,Lithocampana lithoconella,lithoconella,
Cyclolithus robustus,nannofossils,Cyclolithus,Cyclolithus robustus,robustus,
Lauderia borealis,diatoms,Lauderia,Lauderia borealis,borealis,
Plectacantha sp.,radiolarians,Plectacantha,Plectacantha sp.,sp.,
Bulimina seratospina,benthic_forams,Bulimina,Bulimina seratospina,seratospina,
Heliodiscus echiniscus,radiolarians,Heliodiscus,Heliodiscus echiniscus,echiniscus,
Turborotalia acostaensis acostaensis,planktic_forams,Turborotalia,Turborotalia acostaensis acostaensis,acostaensis,acostaensis
Botryopyle sp.,radiolarians,Botryopyle,Botryopyle sp.,sp.,
Eunotogammma weissa producta,diatoms,Eunotogammma,Eunotogammma weissa producta,weissa,producta
Ericsonia cava,nannofossils,Ericsonia,Ericsonia cava,cava,
Reticulofenestra daviesi,nannofossils,Reticulofenestra,Reticulofenestra daviesi,daviesi,
Morozovella abundocamerata,planktic_forams,Morozovella,Morozovella abundocamerata,abundocamerata,
Helicopontosphaera parallela,nannofossils,Helicopontosphaera,Helicopontosphaera parallela,parallela,
Gavelinopsis lobatulus,benthic_forams,Gavelinopsis,Gavelinopsis lobatulus,lobatulus,
Sphaeroidinella dehiscens (q),planktic_forams,Sphaeroidinella,Sphaeroidinella dehiscens,dehiscens,
Circodiscus microporus,radiolarians,Circodiscus,Circodiscus microporus,microporus,
Trifarina berberti,benthic_forams,Trifarina,Trifarina berberti,berberti,
Eiffellithus turriseiffeli,nannofossils,Eiffellithus,Eiffellithus turriseiffeli,turriseiffeli,
Nonionella basispinata,benthic_forams,Nonionella,Nonionella basispinata,basispinata,
Verrucatosporites transdanubicus,pollen,Verrucatosporites,Verrucatosporites transdanubicus,transdanubicus,
Lophocyrtis biaurita,radiolarians,Lophocyrtis,Lophocyrtis biaurita,biaurita,
Bachmannocena oamaruensis,silicoflagellates,Bachmannocena,Bachmannocena oamaruensis,oamaruensis,
Gladius jouseanus,diatoms,Gladius,Gladius jouseanus,jouseanus,
Globorotalia puncticulata inflata,planktic_forams,Globorotalia,Globorotalia puncticulata inflata,puncticulata,inflata
Discoaster musicus,nannofossils,Discoaster,Discoaster musicus,musicus,
Pleurostomella paleocenica,benthic_forams,Pleurostomella,Pleurostomella paleocenica,paleocenica,
Uvigerina semivestita,benthic_forams,Uvigerina,Uvigerina semivestita,semivestita,
Membranophoridium aspinatum,dinoflagellates,Membranophoridium,Membranophoridium aspinatum,aspinatum,
Transversopontis pulcheroides (q),nannofossils,Transversopontis,Transversopontis pulcheroides,pulcheroides,
Ommatogramma dumitrica,radiolarians,Ommatogramma,Ommatogramma dumitrica,dumitrica,
Orbula sp.,radiolarians,Orbula,Orbula sp.,sp.,
Eugenia sp.,pollen,Eugenia,Eugenia sp.,sp.,
Bombacaceae,pollen,Bombacaceae,Bombacaceae,,
Dictyocha medusa (q),silicoflagellates,Dictyocha,Dictyocha medusa,medusa,
Globotruncana stuartiformis,planktic_forams,Globotruncana,Globotruncana stuartiformis,stuartiformis,
Spiniferites membranceous,dinoflagellates,Spiniferites,Spiniferites membranceous,membranceous,
Lophocorys norvegiensis (q),radiolarians,Lophocorys,Lophocorys norvegiensis,norvegiensis,
Dictyocha helix,silicoflagellates,Dictyocha,Dictyocha helix,helix,
Brizalina spissa,benthic_forams,Brizalina,Brizalina spissa,spissa,
Catapsydrax martini s.s.,planktic_forams,Catapsydrax,Catapsydrax martini s.s.,martini,s.s.
Eponides plummerae (q),benthic_forams,Eponides,Eponides plummerae,plummerae,
Mesocena oamaruensis quadrangula (q),silicoflagellates,Mesocena,Mesocena oamaruensis quadrangula,oamaruensis,quadrangula
Lenticulina gibba (q),benthic_forams,Lenticulina,Lenticulina gibba,gibba,
Actinoptychus vulgaris monicae,diatoms,Actinoptychus,Actinoptychus vulgaris monicae,vulgaris,monicae
Xiphosphaera tesseractis,radiolarians,Xiphosphaera,Xiphosphaera tesseractis,tesseractis,
Astacolus sp.,benthic_forams,Astacolus,Astacolus sp.,sp.,
Morozovella apenthesma,planktic_forams,Morozovella,Morozovella apenthesma,apenthesma,
Globoquadrina altispira occlusa,planktic_forams,Globoquadrina,Globoquadrina altispira occlusa,altispira,occlusa
Stichocorys diploconus,radiolarians,Stichocorys,Stichocorys diploconus,diploconus,
Pseudoclavulina sp.,benthic_forams,Pseudoclavulina,Pseudoclavulina sp.,sp.,
Ellipsodimorphina sp.,benthic_forams,Ellipsodimorphina,Ellipsodimorphina sp.,sp.,
Cassidulina norcrossi,benthic_forams,Cassidulina,Cassidulina norcrossi,norcrossi,
Cannopilus hemisphaericus (q),silicoflagellates,Cannopilus,Cannopilus hemisphaericus,hemisphaericus,
Incisoria lanceolata,diatoms,Incisoria,Incisoria lanceolata,lanceolata,
Chiasmolithus subrotundus,nannofossils,Chiasmolithus,Chiasmolithus subrotundus,subrotundus,
Praeglobobulimina conica (q),benthic_forams,Praeglobobulimina,Praeglobobulimina conica,conica,
Ceratospyris articulata,radiolarians,Ceratospyris,Ceratospyris articulata,articulata,
Nodosaria limbata tumidata,benthic_forams,Nodosaria,Nodosaria limbata tumidata,limbata,tumidata
Botryostrobus aquilonaris,radiolarians,Botryostrobus,Botryostrobus aquilonaris,aquilonaris,
Rhabdosphaera clavigera,nannofossils,Rhabdosphaera,Rhabdosphaera clavigera,clavigera,
Globorotalia riedeli,planktic_forams,Globorotalia,Globorotalia riedeli,riedeli,
Distephanus speculum speculum (spineless),silicoflagellates,Distephanus,Distephanus speculum speculum,speculum,speculum
Loxoconcha japonica,ostracods,Loxoconcha,Loxoconcha japonica,japonica,
Diploneis campylodiscus,diatoms,Diploneis,Diploneis campylodiscus,campylodiscus,
