verbatim_name,taxon_group,genus name,simplified_name,species name,subspecies name
Ceratolithus acutus (q),nannofossils,Ceratolithus,Ceratolithus acutus,acutus,
Ceratolithus amplificus,nannofossils,Ceratolithus,Ceratolithus amplificus,amplificus,
Ceratolithus amplificus (q),nannofossils,Ceratolithus,Ceratolithus amplificus,amplificus,
Ceratolithus armatus,nannofossils,Ceratolithus,Ceratolithus armatus,armatus,
Ceratolithus armatus (q),nannofossils,Ceratolithus,Ceratolithus armatus,armatus,
Ceratolithus atlanticus,nannofossils,Ceratolithus,Ceratolithus atlanticus,atlanticus,
Ceratolithus bizzarus,nannofossils,Ceratolithus,Ceratolithus bizzarus,bizzarus,
Ceratolithus cristatus,nannofossils,Ceratolithus,Ceratolithus cristatus,cristatus,
Ceratolithus cristatus (q),nannofossils,Ceratolithus,Ceratolithus cristatus,cristatus,
Ceratolithus delicatus,nannofossils,Ceratolithus,Ceratolithus delicatus,delicatus,
Ceratolithus dentatus,nannofossils,Ceratolithus,Ceratolithus dentatus,dentatus,
Ceratolithus primus,nannofossils,Ceratolithus,Ceratolithus primus,primus,
Ceratolithus primus (q),nannofossils,Ceratolithus,Ceratolithus primus,primus,
Ceratolithus rugosus,nannofossils,Ceratolithus,Ceratolithus rugosus,rugosus,
Ceratolithus rugosus (q),nannofossils,Ceratolithus,Ceratolithus rugosus,rugosus,
Ceratolithus separatus,nannofossils,Ceratolithus,Ceratolithus separatus,separatus,
Ceratolithus separatus (q),nannofossils,Ceratolithus,Ceratolithus separatus,separatus,
Ceratolithus simplex,nannofossils,Ceratolithus,Ceratolithus simplex,simplex,
Ceratolithus sp.,nannofossils,Ceratolithus,Ceratolithus sp.,sp.,
Ceratolithus telesmus,nannofossils,Ceratolithus,Ceratolithus telesmus,telesmus,
Ceratolithus tricorniculatus,nannofossils,Ceratolithus,Ceratolithus tricorniculatus,tricorniculatus,
Ceratolithus tricorniculatus (q),nannofossils,Ceratolithus,Ceratolithus tricorniculatus,tricorniculatus,
Ceratolithus tricorniculatus group,nannofossils,Ceratolithus,Ceratolithus tricorniculatus group,tricorniculatus,group
Ceratoneis arcus,diatoms,Ceratoneis,Ceratoneis arcus,arcus,
Ceratophyllum,pollen,Ceratophyllum,Ceratophyllum,,
Ceratosporites equalis,pollen,Ceratosporites,Ceratosporites equalis,equalis,
Ceratospyris articulata,radiolarians,Ceratospyris,Ceratospyris articulata,articulata,
Ceratospyris clavata,radiolarians,Ceratospyris,Ceratospyris clavata,clavata,
Ceratospyris echinus,radiolarians,Ceratospyris,Ceratospyris echinus,echinus,
Ceratospyris echinus (q),radiolarians,Ceratospyris,Ceratospyris echinus,echinus,
Ceratospyris hyperborea,radiolarians,Ceratospyris,Ceratospyris hyperborea,hyperborea,
Ceratospyris muelleri,radiolarians,Ceratospyris,Ceratospyris muelleri,muelleri,
Ceratospyris sp.,radiolarians,Ceratospyris,Ceratospyris sp.,sp.,
Cerebrocysta bartonensis,dinoflagellates,Cerebrocysta,Cerebrocysta bartonensis,bartonensis,
Cerobertina sp.,benthic_forams,Cerobertina,Cerobertina sp.,sp.,
Certonia sp.,pollen,Certonia,Certonia sp.,sp.,
Cestodiscus convexus,diatoms,Cestodiscus,Cestodiscus convexus,convexus,
Cestodiscus gemmifer,diatoms,Cestodiscus,Cestodiscus gemmifer,gemmifer,
Cestodiscus kugleri,diatoms,Cestodiscus,Cestodiscus kugleri,kugleri,
Cestodiscus muhinae,diatoms,Cestodiscus,Cestodiscus muhinae,muhinae,
Cestodiscus parmulus,diatoms,Cestodiscus,Cestodiscus parmulus,parmulus,
Cestodiscus peplum,diatoms,Cestodiscus,Cestodiscus peplum,peplum,
Cestodiscus pulchellus,diatoms,Cestodiscus,Cestodiscus pulchellus,pulchellus,
Cestodiscus pulchellus (q),diatoms,Cestodiscus,Cestodiscus pulchellus,pulchellus,
Cestodiscus pulchellus maculatus,diatoms,Cestodiscus,Cestodiscus pulchellus maculatus,pulchellus,maculatus
Cestodiscus pulchellus novazealandica,diatoms,Cestodiscus,Cestodiscus pulchellus novazealandica,pulchellus,novazealandica
Cestodiscus radionovae,diatoms,Cestodiscus,Cestodiscus radionovae,radionovae,
Cestodiscus reticulatus,diatoms,Cestodiscus,Cestodiscus reticulatus,reticulatus,
Cestodiscus robustus,diatoms,Cestodiscus,Cestodiscus robustus,robustus,
Cestodiscus sp.,diatoms,Cestodiscus,Cestodiscus sp.,sp.,
Cestodiscus stokesianus,diatoms,Cestodiscus,Cestodiscus stokesianus,stokesianus,
Cestodiscus trochus,diatoms,Cestodiscus,Cestodiscus trochus,trochus,
Chaetoceros cintus,diatoms,Chaetoceros,Chaetoceros cintus,cintus,
Chaetoceros danicus,diatoms,Chaetoceros,Chaetoceros danicus,danicus,
Chaetoceros debilis,diatoms,Chaetoceros,Chaetoceros debilis,debilis,
Chaetoceros dicladia,diatoms,Chaetoceros,Chaetoceros dicladia,dicladia,
Chaetoceros furcellatus,diatoms,Chaetoceros,Chaetoceros furcellatus,furcellatus,
Chaetoceros gastridium,diatoms,Chaetoceros,Chaetoceros gastridium,gastridium,
Chaetoceros lauderi,diatoms,Chaetoceros,Chaetoceros lauderi,lauderi,
Chaetoceros sp.,diatoms,Chaetoceros,Chaetoceros sp.,sp.,
Chaetoceros sp. (bristles),diatoms,Chaetoceros,Chaetoceros sp.,sp.,
Chaetoceros spp.,diatoms,Chaetoceros,Chaetoceros spp.,spp.,
Chaetoceros subsecundus,diatoms,Chaetoceros,Chaetoceros subsecundus,subsecundus,
Charcotia actinochilus,diatoms,Charcotia,Charcotia actinochilus,actinochilus,
Charltonina florialis,benthic_forams,Charltonina,Charltonina florialis,florialis,
Charltonina sp.,benthic_forams,Charltonina,Charltonina sp.,sp.,
Chasea bicornis,diatoms,Chasea,Chasea bicornis,bicornis,
Chasea magna,diatoms,Chasea,Chasea magna,magna,
Chasea ornata,diatoms,Chasea,Chasea ornata,ornata,
Chatangiella sp.,dinoflagellates,Chatangiella,Chatangiella sp.,sp.,
Chenopodiaceae,pollen,Chenopodiaceae,Chenopodiaceae,,
Chenopodiaceae sp.,pollen,Chenopodiaceae,Chenopodiaceae sp.,sp.,
Chenopodipollis sp.,pollen,Chenopodipollis,Chenopodipollis sp.,sp.,
Chenopodium sp.,pollen,Chenopodium,Chenopodium sp.,sp.,
Chiasmolithus altus,nannofossils,Chiasmolithus,Chiasmolithus altus,altus,
Chiasmolithus altus (q),nannofossils,Chiasmolithus,Chiasmolithus altus,altus,
Chiasmolithus bidens,nannofossils,Chiasmolithus,Chiasmolithus bidens,bidens,
Chiasmolithus bidens (q),nannofossils,Chiasmolithus,Chiasmolithus bidens,bidens,
Chiasmolithus californicus,nannofossils,Chiasmolithus,Chiasmolithus californicus,californicus,
Chiasmolithus californicus (q),nannofossils,Chiasmolithus,Chiasmolithus californicus,californicus,
Chiasmolithus consuetus,nannofossils,Chiasmolithus,Chiasmolithus consuetus,consuetus,
Chiasmolithus consuetus (q),nannofossils,Chiasmolithus,Chiasmolithus consuetus,consuetus,
Chiasmolithus danicus,nannofossils,Chiasmolithus,Chiasmolithus danicus,danicus,
Chiasmolithus danicus (q),nannofossils,Chiasmolithus,Chiasmolithus danicus,danicus,
Chiasmolithus eograndis,nannofossils,Chiasmolithus,Chiasmolithus eograndis,eograndis,
Chiasmolithus eograndis (q),nannofossils,Chiasmolithus,Chiasmolithus eograndis,eograndis,
Chiasmolithus expansus,nannofossils,Chiasmolithus,Chiasmolithus expansus,expansus,
Chiasmolithus expansus (q),nannofossils,Chiasmolithus,Chiasmolithus expansus,expansus,
Chiasmolithus frequens,nannofossils,Chiasmolithus,Chiasmolithus frequens,frequens,
Chiasmolithus gigas,nannofossils,Chiasmolithus,Chiasmolithus gigas,gigas,
Chiasmolithus gigas (q),nannofossils,Chiasmolithus,Chiasmolithus gigas,gigas,
Chiasmolithus grandis,nannofossils,Chiasmolithus,Chiasmolithus grandis,grandis,
Chiasmolithus grandis (q),nannofossils,Chiasmolithus,Chiasmolithus grandis,grandis,
Chiasmolithus nitidus,nannofossils,Chiasmolithus,Chiasmolithus nitidus,nitidus,
Chiasmolithus oamaruensis,nannofossils,Chiasmolithus,Chiasmolithus oamaruensis,oamaruensis,
Chiasmolithus oamaruensis (q),nannofossils,Chiasmolithus,Chiasmolithus oamaruensis,oamaruensis,
Chiasmolithus solitus,nannofossils,Chiasmolithus,Chiasmolithus solitus,solitus,
Chiasmolithus solitus (q),nannofossils,Chiasmolithus,Chiasmolithus solitus,solitus,
Chiasmolithus sp.,nannofossils,Chiasmolithus,Chiasmolithus sp.,sp.,
Chiasmolithus staurion,nannofossils,Chiasmolithus,Chiasmolithus staurion,staurion,
Chiasmolithus subrotundus,nannofossils,Chiasmolithus,Chiasmolithus subrotundus,subrotundus,
Chiasmolithus titus,nannofossils,Chiasmolithus,Chiasmolithus titus,titus,
Chiastozygus amphipons,nannofossils,Chiastozygus,Chiastozygus amphipons,amphipons,
Chiastozygus cuneatus,nannofossils,Chiastozygus,Chiastozygus cuneatus,cuneatus,
Chiastozygus disgregatus,nannofossils,Chiastozygus,Chiastozygus disgregatus,disgregatus,
Chiastozygus litterarius,nannofossils,Chiastozygus,Chiastozygus litterarius,litterarius,
Chiloguembelina criniata,planktic_forams,Chiloguembelina,Chiloguembelina criniata,criniata,
Chiloguembelina cubensis,planktic_forams,Chiloguembelina,Chiloguembelina cubensis,cubensis,
Chiloguembelina cubensis (q),planktic_forams,Chiloguembelina,Chiloguembelina cubensis,cubensis,
Chiloguembelina gradata,planktic_forams,Chiloguembelina,Chiloguembelina gradata,gradata,
Chiloguembelina martini,planktic_forams,Chiloguembelina,Chiloguembelina martini,martini,
Chiloguembelina midwayensis,planktic_forams,Chiloguembelina,Chiloguembelina midwayensis,midwayensis,
Chiloguembelina midwayensis midwayensis,planktic_forams,Chiloguembelina,Chiloguembelina midwayensis midwayensis,midwayensis,midwayensis
Chiloguembelina midwayensis strombiformis,planktic_forams,Chiloguembelina,Chiloguembelina midwayensis strombiformis,midwayensis,strombiformis
Chiloguembelina midwayensis strombiformis (q),planktic_forams,Chiloguembelina,Chiloguembelina midwayensis strombiformis,midwayensis,strombiformis
Chiloguembelina morsei,planktic_forams,Chiloguembelina,Chiloguembelina morsei,morsei,
Chiloguembelina parallela,planktic_forams,Chiloguembelina,Chiloguembelina parallela,parallela,
Chiloguembelina sp.,planktic_forams,Chiloguembelina,Chiloguembelina sp.,sp.,
Chiloguembelina subtriangularis,planktic_forams,Chiloguembelina,Chiloguembelina subtriangularis,subtriangularis,
Chiloguembelina subtriangularis (q),planktic_forams,Chiloguembelina,Chiloguembelina subtriangularis,subtriangularis,
Chiloguembelina taurica,planktic_forams,Chiloguembelina,Chiloguembelina taurica,taurica,
Chiloguembelina victoriana,planktic_forams,Chiloguembelina,Chiloguembelina victoriana,victoriana,
Chiloguembelina waiparoensis (q),planktic_forams,Chiloguembelina,Chiloguembelina waiparoensis,waiparoensis,
Chiloguembelina wilcoxensis,planktic_forams,Chiloguembelina,Chiloguembelina wilcoxensis,wilcoxensis,
Chilostomella czizeki,benthic_forams,Chilostomella,Chilostomella czizeki,czizeki,
Chilostomella fimbricata,benthic_forams,Chilostomella,Chilostomella fimbricata,fimbricata,
Chilostomella oolina,benthic_forams,Chilostomella,Chilostomella oolina,oolina,
Chilostomella ovoidea,benthic_forams,Chilostomella,Chilostomella ovoidea,ovoidea,
Chilostomellina fimbriata,benthic_forams,Chilostomellina,Chilostomellina fimbriata,fimbriata,
Chiphragmalithus acanthodes,nannofossils,Chiphragmalithus,Chiphragmalithus acanthodes,acanthodes,
Chiphragmalithus acanthodes (q),nannofossils,Chiphragmalithus,Chiphragmalithus acanthodes,acanthodes,
Chiphragmalithus alatus,nannofossils,Chiphragmalithus,Chiphragmalithus alatus,alatus,
Chiphragmalithus austriacus,nannofossils,Chiphragmalithus,Chiphragmalithus austriacus,austriacus,
Chiphragmalithus calathus,nannofossils,Chiphragmalithus,Chiphragmalithus calathus,calathus,
Chiphragmalithus cristatus,nannofossils,Chiphragmalithus,Chiphragmalithus cristatus,cristatus,
Chiphragmalithus fulgens,nannofossils,Chiphragmalithus,Chiphragmalithus fulgens,fulgens,
Chiphragmalithus mexicanus,nannofossils,Chiphragmalithus,Chiphragmalithus mexicanus,mexicanus,
Chiphragmalithus quadratus,nannofossils,Chiphragmalithus,Chiphragmalithus quadratus,quadratus,
Chiphragmalithus quadratus (q),nannofossils,Chiphragmalithus,Chiphragmalithus quadratus,quadratus,
Chiphragmalithus sp.,nannofossils,Chiphragmalithus,Chiphragmalithus sp.,sp.,
Chiphragmalithus sp.(q),nannofossils,Chiphragmalithus,Chiphragmalithus sp.,sp.,
Chiphragmalithus spinosus,nannofossils,Chiphragmalithus,Chiphragmalithus spinosus,spinosus,
Chiphragmalithus spinosus (q),nannofossils,Chiphragmalithus,Chiphragmalithus spinosus,spinosus,
Chiropteridium dispersum,dinoflagellates,Chiropteridium,Chiropteridium dispersum,dispersum,
Chiropteridium partispinatum,dinoflagellates,Chiropteridium,Chiropteridium partispinatum,partispinatum,
Chlamydophorella nyei,dinoflagellates,Chlamydophorella,Chlamydophorella nyei,nyei,
Chrysalogonium asperum,benthic_forams,Chrysalogonium,Chrysalogonium asperum,asperum,
Chrysalogonium breviloculum,benthic_forams,Chrysalogonium,Chrysalogonium breviloculum,breviloculum,
Chrysalogonium brevilocum (q),benthic_forams,Chrysalogonium,Chrysalogonium brevilocum,brevilocum,
Chrysalogonium ciperense (q),benthic_forams,Chrysalogonium,Chrysalogonium ciperense,ciperense,
Chrysalogonium elongatum,benthic_forams,Chrysalogonium,Chrysalogonium elongatum,elongatum,
Chrysalogonium equisetiformis,benthic_forams,Chrysalogonium,Chrysalogonium equisetiformis,equisetiformis,
Chrysalogonium lanceolum,benthic_forams,Chrysalogonium,Chrysalogonium lanceolum,lanceolum,
Chrysalogonium longicostatum,benthic_forams,Chrysalogonium,Chrysalogonium longicostatum,longicostatum,
Chrysalogonium longiscatum,benthic_forams,Chrysalogonium,Chrysalogonium longiscatum,longiscatum,
Chrysalogonium sp.,benthic_forams,Chrysalogonium,Chrysalogonium sp.,sp.,
Chrysalogonium tenuicostatum,benthic_forams,Chrysalogonium,Chrysalogonium tenuicostatum,tenuicostatum,
Chrysophyta cysts a,diatoms,Chrysophyta,Chrysophyta cysts a,cysts,a
Chrysophyta cysts b,diatoms,Chrysophyta,Chrysophyta cysts b,cysts,b
Chrysophyta sp.,diatoms,Chrysophyta,Chrysophyta sp.,sp.,
Cibicides aknerianus,benthic_forams,Cibicides,Cibicides aknerianus,aknerianus,
Cibicides alleni,benthic_forams,Cibicides,Cibicides alleni,alleni,
Cibicides barnetti,benthic_forams,Cibicides,Cibicides barnetti,barnetti,
Cibicides blanpiedi (q),benthic_forams,Cibicides,Cibicides blanpiedi,blanpiedi,
Cibicides bradyi,benthic_forams,Cibicides,Cibicides bradyi,bradyi,
Cibicides centralis,benthic_forams,Cibicides,Cibicides centralis,centralis,
Cibicides centralis (q),benthic_forams,Cibicides,Cibicides centralis,centralis,
Cibicides cicatricosus,benthic_forams,Cibicides,Cibicides cicatricosus,cicatricosus,
Cibicides cocoaensis,benthic_forams,Cibicides,Cibicides cocoaensis,cocoaensis,
Cibicides constrictus,benthic_forams,Cibicides,Cibicides constrictus,constrictus,
Cibicides dohmi,benthic_forams,Cibicides,Cibicides dohmi,dohmi,
Cibicides fletcheri,benthic_forams,Cibicides,Cibicides fletcheri,fletcheri,
Cibicides fletcheri (q),benthic_forams,Cibicides,Cibicides fletcheri,fletcheri,
Cibicides floridanus,benthic_forams,Cibicides,Cibicides floridanus,floridanus,
Cibicides floridanus (q),benthic_forams,Cibicides,Cibicides floridanus,floridanus,
Cibicides granulosa,benthic_forams,Cibicides,Cibicides granulosa,granulosa,
Cibicides granulosa (q),benthic_forams,Cibicides,Cibicides granulosa,granulosa,
Cibicides guraboensis,benthic_forams,Cibicides,Cibicides guraboensis,guraboensis,
Cibicides guraboensis (q),benthic_forams,Cibicides,Cibicides guraboensis,guraboensis,
Cibicides hemingwayae,benthic_forams,Cibicides,Cibicides hemingwayae,hemingwayae,
Cibicides ihungia,benthic_forams,Cibicides,Cibicides ihungia,ihungia,
Cibicides io,benthic_forams,Cibicides,Cibicides io,io,
Cibicides io (q),benthic_forams,Cibicides,Cibicides io,io,
Cibicides kullenbergi,benthic_forams,Cibicides,Cibicides kullenbergi,kullenbergi,
Cibicides kullenbergi (q),benthic_forams,Cibicides,Cibicides kullenbergi,kullenbergi,
Cibicides laurisae,benthic_forams,Cibicides,Cibicides laurisae,laurisae,
Cibicides lobatulus,benthic_forams,Cibicides,Cibicides lobatulus,lobatulus,
Cibicides lobatulus (q),benthic_forams,Cibicides,Cibicides lobatulus,lobatulus,
Cibicides lobatus,benthic_forams,Cibicides,Cibicides lobatus,lobatus,
Cibicides lobatus (q),benthic_forams,Cibicides,Cibicides lobatus,lobatus,
Cibicides matanzaensis,benthic_forams,Cibicides,Cibicides matanzaensis,matanzaensis,
Cibicides mckannai,benthic_forams,Cibicides,Cibicides mckannai,mckannai,
Cibicides mckennai (q),benthic_forams,Cibicides,Cibicides mckennai,mckennai,
Cibicides medocris (q),benthic_forams,Cibicides,Cibicides medocris,medocris,
Cibicides mexicanus,benthic_forams,Cibicides,Cibicides mexicanus,mexicanus,
Cibicides molestus,benthic_forams,Cibicides,Cibicides molestus,molestus,
Cibicides mundulus,benthic_forams,Cibicides,Cibicides mundulus,mundulus,
Cibicides novozealandica,benthic_forams,Cibicides,Cibicides novozealandica,novozealandica,
Cibicides nucleatus,benthic_forams,Cibicides,Cibicides nucleatus,nucleatus,
Cibicides pachydermus,benthic_forams,Cibicides,Cibicides pachydermus,pachydermus,
Cibicides perilucidus,benthic_forams,Cibicides,Cibicides perilucidus,perilucidus,
Cibicides perlucidus,benthic_forams,Cibicides,Cibicides perlucidus,perlucidus,
Cibicides pseduoungarianus (q),benthic_forams,Cibicides,Cibicides pseduoungarianus,pseduoungarianus,
Cibicides pseudoungerianus,benthic_forams,Cibicides,Cibicides pseudoungerianus,pseudoungerianus,
Cibicides refulgens,benthic_forams,Cibicides,Cibicides refulgens,refulgens,
Cibicides richardsoni,benthic_forams,Cibicides,Cibicides richardsoni,richardsoni,
Cibicides robertsonianus,benthic_forams,Cibicides,Cibicides robertsonianus,robertsonianus,
Cibicides rugosus,benthic_forams,Cibicides,Cibicides rugosus,rugosus,
Cibicides sp.,benthic_forams,Cibicides,Cibicides sp.,sp.,
Cibicides spiralis,benthic_forams,Cibicides,Cibicides spiralis,spiralis,
Cibicides spiralis (q),benthic_forams,Cibicides,Cibicides spiralis,spiralis,
Cibicides spirolimbatus,benthic_forams,Cibicides,Cibicides spirolimbatus,spirolimbatus,
Cibicides spiropunctatus,benthic_forams,Cibicides,Cibicides spiropunctatus,spiropunctatus,
Cibicides spiropunctatus (q),benthic_forams,Cibicides,Cibicides spiropunctatus,spiropunctatus,
Cibicides temperata,benthic_forams,Cibicides,Cibicides temperata,temperata,
Cibicides temperata (q),benthic_forams,Cibicides,Cibicides temperata,temperata,
Cibicides thiara (q),benthic_forams,Cibicides,Cibicides thiara,thiara,
Cibicides trincherasensis,benthic_forams,Cibicides,Cibicides trincherasensis,trincherasensis,
Cibicides umbonatus,benthic_forams,Cibicides,Cibicides umbonatus,umbonatus,
Cibicides umbonatus (q),benthic_forams,Cibicides,Cibicides umbonatus,umbonatus,
Cibicides vortex,benthic_forams,Cibicides,Cibicides vortex,vortex,
Cibicides westi,benthic_forams,Cibicides,Cibicides westi,westi,
Cibicides westi (q),benthic_forams,Cibicides,Cibicides westi,westi,
Cibicides whitei,benthic_forams,Cibicides,Cibicides whitei,whitei,
Cibicides wuellerstorfi,benthic_forams,Cibicides,Cibicides wuellerstorfi,wuellerstorfi,
Cibicides yaqatensis,benthic_forams,Cibicides,Cibicides yaqatensis,yaqatensis,
Cibicidina walli,benthic_forams,Cibicidina,Cibicidina walli,walli,
Cibicidoides aknerianus,benthic_forams,Cibicidoides,Cibicidoides aknerianus,aknerianus,
Cibicidoides alleni,benthic_forams,Cibicidoides,Cibicidoides alleni,alleni,
Cibicidoides beckmanni,benthic_forams,Cibicidoides,Cibicidoides beckmanni,beckmanni,
Cibicidoides bradyi,benthic_forams,Cibicidoides,Cibicidoides bradyi,bradyi,
Cibicidoides bradyi (q),benthic_forams,Cibicidoides,Cibicidoides bradyi,bradyi,
Cibicidoides centralis,benthic_forams,Cibicidoides,Cibicidoides centralis,centralis,
Cibicidoides cicatricosus,benthic_forams,Cibicidoides,Cibicidoides cicatricosus,cicatricosus,
Cibicidoides cicatricosus (q),benthic_forams,Cibicidoides,Cibicidoides cicatricosus,cicatricosus,
Cibicidoides cookei,benthic_forams,Cibicidoides,Cibicidoides cookei,cookei,
Cibicidoides cookei (q),benthic_forams,Cibicidoides,Cibicidoides cookei,cookei,
Cibicidoides coryelli,benthic_forams,Cibicidoides,Cibicidoides coryelli,coryelli,
Cibicidoides dayi (q),benthic_forams,Cibicidoides,Cibicidoides dayi,dayi,
Cibicidoides dicatricosis,benthic_forams,Cibicidoides,Cibicidoides dicatricosis,dicatricosis,
Cibicidoides floridanus,benthic_forams,Cibicidoides,Cibicidoides floridanus,floridanus,
Cibicidoides grimsdalei,benthic_forams,Cibicidoides,Cibicidoides grimsdalei,grimsdalei,
Cibicidoides haitiensis,benthic_forams,Cibicidoides,Cibicidoides haitiensis,haitiensis,
Cibicidoides havanensis,benthic_forams,Cibicidoides,Cibicidoides havanensis,havanensis,
Cibicidoides havanensis (q),benthic_forams,Cibicidoides,Cibicidoides havanensis,havanensis,
Cibicidoides hercegovinensis,benthic_forams,Cibicidoides,Cibicidoides hercegovinensis,hercegovinensis,
Cibicidoides io,benthic_forams,Cibicidoides,Cibicidoides io,io,
Cibicidoides jarvisi,benthic_forams,Cibicidoides,Cibicidoides jarvisi,jarvisi,
Cibicidoides kullenbergi,benthic_forams,Cibicidoides,Cibicidoides kullenbergi,kullenbergi,
Cibicidoides kullenbergi (q),benthic_forams,Cibicidoides,Cibicidoides kullenbergi,kullenbergi,
Cibicidoides laurisae,benthic_forams,Cibicidoides,Cibicidoides laurisae,laurisae,
Cibicidoides laurisae (q),benthic_forams,Cibicidoides,Cibicidoides laurisae,laurisae,
Cibicidoides lobatulus,benthic_forams,Cibicidoides,Cibicidoides lobatulus,lobatulus,
Cibicidoides madrugaensis (q),benthic_forams,Cibicidoides,Cibicidoides madrugaensis,madrugaensis,
Cibicidoides martinezi,benthic_forams,Cibicidoides,Cibicidoides martinezi,martinezi,
Cibicidoides mexicana,benthic_forams,Cibicidoides,Cibicidoides mexicana,mexicana,
Cibicidoides mundulus,benthic_forams,Cibicidoides,Cibicidoides mundulus,mundulus,
Cibicidoides mundulus (q),benthic_forams,Cibicidoides,Cibicidoides mundulus,mundulus,
Cibicidoides notocenicus,benthic_forams,Cibicidoides,Cibicidoides notocenicus,notocenicus,
Cibicidoides opacus (q),benthic_forams,Cibicidoides,Cibicidoides opacus,opacus,
Cibicidoides parki,benthic_forams,Cibicidoides,Cibicidoides parki,parki,
Cibicidoides perlucidus,benthic_forams,Cibicidoides,Cibicidoides perlucidus,perlucidus,
Cibicidoides pseudoungerianus,benthic_forams,Cibicidoides,Cibicidoides pseudoungerianus,pseudoungerianus,
Cibicidoides pseudoungerianus (q),benthic_forams,Cibicidoides,Cibicidoides pseudoungerianus,pseudoungerianus,
Cibicidoides pseudowuellerstorfi,benthic_forams,Cibicidoides,Cibicidoides pseudowuellerstorfi,pseudowuellerstorfi,
Cibicidoides robertsonianus,benthic_forams,Cibicidoides,Cibicidoides robertsonianus,robertsonianus,
Cibicidoides robertsonianus (q),benthic_forams,Cibicidoides,Cibicidoides robertsonianus,robertsonianus,
Cibicidoides semiteres,benthic_forams,Cibicidoides,Cibicidoides semiteres,semiteres,
Cibicidoides sinistralis,benthic_forams,Cibicidoides,Cibicidoides sinistralis,sinistralis,
Cibicidoides sp.,benthic_forams,Cibicidoides,Cibicidoides sp.,sp.,
Cibicidoides subcandidulus,benthic_forams,Cibicidoides,Cibicidoides subcandidulus,subcandidulus,
Cibicidoides subhaidingeri,benthic_forams,Cibicidoides,Cibicidoides subhaidingeri,subhaidingeri,
Cibicidoides subhaidingeri (q),benthic_forams,Cibicidoides,Cibicidoides subhaidingeri,subhaidingeri,
Cibicidoides subspiratus (q),benthic_forams,Cibicidoides,Cibicidoides subspiratus,subspiratus,
Cibicidoides succedens,benthic_forams,Cibicidoides,Cibicidoides succedens,succedens,
Cibicidoides succedens (q),benthic_forams,Cibicidoides,Cibicidoides succedens,succedens,
Cibicidoides sulzensis,benthic_forams,Cibicidoides,Cibicidoides sulzensis,sulzensis,
Cibicidoides supiratus,benthic_forams,Cibicidoides,Cibicidoides supiratus,supiratus,
Cibicidoides tholus,benthic_forams,Cibicidoides,Cibicidoides tholus,tholus,
Cibicidoides trincherasensis,benthic_forams,Cibicidoides,Cibicidoides trincherasensis,trincherasensis,
Cibicidoides trinitatensis,benthic_forams,Cibicidoides,Cibicidoides trinitatensis,trinitatensis,
Cibicidoides trinitatensis (q),benthic_forams,Cibicidoides,Cibicidoides trinitatensis,trinitatensis,
Cibicidoides tuxpamensis,benthic_forams,Cibicidoides,Cibicidoides tuxpamensis,tuxpamensis,
Cibicidoides ungerianus,benthic_forams,Cibicidoides,Cibicidoides ungerianus,ungerianus,
Cibicidoides ungerianus (q),benthic_forams,Cibicidoides,Cibicidoides ungerianus,ungerianus,
Cibicidoides verrucosus,benthic_forams,Cibicidoides,Cibicidoides verrucosus,verrucosus,
Cibicidoides westi,benthic_forams,Cibicidoides,Cibicidoides westi,westi,
Cibicidoides wuellerstorfi,benthic_forams,Cibicidoides,Cibicidoides wuellerstorfi,wuellerstorfi,
Cibicidoides wuellerstorfi (q),benthic_forams,Cibicidoides,Cibicidoides wuellerstorfi,wuellerstorfi,
Cicatricosisporites australiensis,pollen,Cicatricosisporites,Cicatricosisporites australiensis,australiensis,
Cicatricosisporites sp.,pollen,Cicatricosisporites,Cicatricosisporites sp.,sp.,
Cinclopyramis infundibulum,radiolarians,Cinclopyramis,Cinclopyramis infundibulum,infundibulum,
Cinclopyramis sp. (q),radiolarians,Cinclopyramis,Cinclopyramis sp.,sp.,
Cinctactiniscus cinctus,dinoflagellates,Cinctactiniscus,Cinctactiniscus cinctus,cinctus,
Cinctactiniscus intermedius,dinoflagellates,Cinctactiniscus,Cinctactiniscus intermedius,intermedius,
Cinctactiniscus robustus,dinoflagellates,Cinctactiniscus,Cinctactiniscus robustus,robustus,
Cingutriletes australis,pollen,Cingutriletes,Cingutriletes australis,australis,
Cingutriletes clavus,pollen,Cingutriletes,Cingutriletes clavus,clavus,
Cintactiniscus sp. (q),ebridians,Cintactiniscus,Cintactiniscus sp.,sp.,
Circodiscus ellipticus,radiolarians,Circodiscus,Circodiscus ellipticus,ellipticus,
Circodiscus microporus,radiolarians,Circodiscus,Circodiscus microporus,microporus,
Circodiscus sp.,radiolarians,Circodiscus,Circodiscus sp.,sp.,
Circospyris ellipticus,radiolarians,Circospyris,Circospyris ellipticus,ellipticus,
Cistaceae,pollen,Cistaceae,Cistaceae,,
Citharina plumoides,benthic_forams,Citharina,Citharina plumoides,plumoides,
Citharina rakauroana,benthic_forams,Citharina,Citharina rakauroana,rakauroana,
Citharina sp.,benthic_forams,Citharina,Citharina sp.,sp.,
Cladococcus abietinus (q),radiolarians,Cladococcus,Cladococcus abietinus,abietinus,
Cladococcus pinetum (q),radiolarians,Cladococcus,Cladococcus pinetum,pinetum,
Cladococcus scoparius,radiolarians,Cladococcus,Cladococcus scoparius,scoparius,
