Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Preservation,Group abundance,Emiliania huxleyi,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (closed >4 microns),Gephyrocapsa sp. (4-5.5 microns),Gephyrocapsa sp. (>5.5 microns),Pseudoemiliania lacunosa,Pseudoemiliania ovata,Reticulofenestra sp. (>7 microns),Reticulofenestra sp. (5-7 microns),Reticulofenestra sp. (3-5 microns),Reticulofenestra sp. (<3 microns),Cyclicargolithus floridanus,Cyclicargolithus abisectus,Reticulofenestra bisecta,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calcidiscus tropicus,Calcidiscus tropicus +grill,Umbilicosphaera sp.,Umbilicosphaera rotula,Umbilicosphaera jafari,Coronocyclus nitescens,Hayaster perplexus,Oolithotus sp.,Tetralithoides quadrilaminata,Clausicoccus fenestratus,Hughesius tasmaniae,Hughesius gizoensis,Helicosphaera carteri,Helicosphaera sellii,Helicosphaera intermedia,Helicosphaera euphratis,Helicosphaera ampliaperta,Helicosphaera obliqua,Helicosphaera recta,Pontosphaera sp.,Scyphosphaera apsteinii,Scyphosphaera pulcherrima,Scyphosphaera globulata,Rhabdosphaera clavigera,Syracosphaera pulchra,Braarudosphaera bigelowii,Discosphaera tubifera,Umbellosphaera tenuis,Holodiscolithus macroporus,Calciosolenia sp.,Coronosphaera mediterranea,Ilselithina fusa,Discoaster brouweri,Discoaster asymmetricus,Discoaster tamalis,Discoaster triradiatus,Discoaster calcaris,Discoaster altus,Discoaster sp. cf. D. brouweri,Discoaster surculus,Discoaster variabilis,Discoaster exilis,Discoaster deflandrei,Discoaster bollii,Discoaster musicus,Discoaster petaliformis,Discoaster kugleri,Discoaster sp. cf. D. variabilis,Discoaster pentaradiatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster berggrenii ssp. extensus,Discoaster bergenii,Discoaster bellus,Discoaster hamatus,Catinaster coalitus,Catinaster calyculus,Sphenolithus abies,Sphenolithus heteromorphus,Sphenolithus pseudoheteromorphus,Sphenolithus belemnos,Sphenolithus conicus,Sphenolithus ciperoensis,Sphenolithus calyculus,Sphenolithus delphix,Sphenolithus capricornutus,Ceratolithus cristatus,Ceratolithus armatus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Nicklithus amplificus,Orthorhabdus rugosus,Orthorhabdus striatus,Orthorhabdus serratus,Orthorhabdus rioi,Triquetrorhabdulus carinatus,Triquetrorhabdulus milowii,Triquetrorhabdulus challengeri,Minylitha convallis,Florisphaera profunda,Thoracosphaera heimii,Scrippsiella sp.,Thoracosphaera sp.,Ascidian spicules,Reworked species,Nannofossil comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
359-U1466B-37R-2-W,46,46,616.4,616.4,,,P,R,,,,,,,,,,,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,37,R,2,W
359-U1466B-39R-1-W,61,61,635.01,635.01,,,M,C,,,,,,,,,,,A,F,,,,,R,,,,,,,A,R,,,,,R,R,R,,,,,R,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,359,U1466,B,39,R,1,W
359-U1466B-39R-CC-PAL,0,5,635.82,635.87,,,M,F,,,,,,,,,,,F,F,,,,,R,,,,,,,F,F,,,,,R,,R,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,39,R,CC,P
359-U1466B-40R-1-W,42,42,644.52,644.52,,,M,C,,,,,,,,,,,,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,R,,,,,,,,P,,,,,,359,U1466,B,40,R,1,W
359-U1466B-40R-CC-PAL,0,5,644.68,644.73,,,M,C,,,,,,,,,R,R,F,F,,,R,,R,,,,,,,R,R,,,,,,F,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,F,,F,,,,,,,,,,,,,,,,,P,,,,,,,,,,unidentifiable 5 rays Discoaster,,,,359,U1466,B,40,R,CC,P
359-U1466B-41R-1-W,2,2,653.82,653.82,,,P,R,,,,,,,,,,,,P,,,,,,,,,,,,,P,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,,359,U1466,B,41,R,1,W
359-U1466B-42R-CC-PAL,0,5,664.18,664.23,,,M,F,,,,,,,,,R,R,R,R,R,,R,R,,,,,,,R,,R,,,,,,,R,,,R,,F,,P,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,R,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,R,,,,,,,,R,,unidentifiable 5 rays Discoaster,,,,359,U1466,B,42,R,CC,P
359-U1466B-43R-1-W,19,19,673.39,673.39,,,P,R,,,,,,,,,,,,P,,,,,,,,,,,,,R,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,R,,,,,,,,P,,,,,,359,U1466,B,43,R,1,W
359-U1466B-43R-CC-PAL,0,5,673.66,673.71,,,M,F,,,,,,,,,C,F,C,R,,,R,,,,,,,,R,F,R,,,,,,,F,,,F,,R,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,C,,R,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,359,U1466,B,43,R,CC,P
359-U1466B-44R-1-W,44,44,683.34,683.34,,,M,A,,,,,,,,,,R,R,R,,,,,R,,,,,,,,R,,,,,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,359,U1466,B,44,R,1,W
359-U1466B-44R-CC-PAL,0,5,683.56,683.61,,,M,C,,,,,,,,,F,A,A,F,,,R,,R,,,,,,R,R,R,,,,,R,R,R,,,F,,,,R,,,,,,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,359,U1466,B,44,R,CC,P
359-U1466B-45R-1,39,39,687.99,687.99,,,P,R,,,,,,,,,,,,P,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,R,,,,,,,,,,,,,P,,,,,,,,,,,,,,359,U1466,B,45,R,1,
359-U1466B-45R-CC-PAL,0,5,688.0,688.05,,,M,A,,,,,,,,,,R,,R,,,R,,R,,,,,R,R,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,F,,,,,,,,F,,Sphenolithus dissimilis,,,,359,U1466,B,45,R,CC,P
359-U1466B-46R-1-W,11,11,692.71,692.71,,,M,A,,,,,,,,,R,C,C,R,,,P,,R,,,,,,,,R,,,,,,,,,,R,,P,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,C,,,,,,R,,,,,,,,,,,,,P,,,,,,,,R,,Discoaster calculosus,,,,359,U1466,B,46,R,1,W
359-U1466B-46R-1-W,28,28,692.88,692.88,,,M,R,,,,,,,,,,,,R,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,P,,,,,,,,,,,,,,359,U1466,B,46,R,1,W
359-U1466B-46R-CC-PAL,0,5,693.32,693.37,,,M,A,,,,,,,,,R,R,,R,,,R,,,,,,,,,,R,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,46,R,CC,P
359-U1466B-47R-1-W,39,39,702.69,702.69,,,M,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,P,,,,,,,,,,,,,P,,,,,,,,,,,,,,359,U1466,B,47,R,1,W
359-U1466B-47R-2-W,14,14,703.93,703.93,,,M,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,47,R,2,W
359-U1466B-47R-3-W,41,41,705.57,705.57,,,M,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,47,R,3,W
359-U1466B-47R-CC-PAL,0,5,705.93,705.98,,,M,R,,,,,,,,,,R,R,R,,,,,R,,,,,,,P,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,F,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,359,U1466,B,47,R,CC,P
359-U1466B-48R-1-W,20,21,712.2,712.21,,,M,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,P,,,,,,,,,,,,,,359,U1466,B,48,R,1,W
359-U1466B-48R-2-PAL,0,4,714.25,714.29,,,M,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,48,R,2,P
359-U1466B-48R-CC-PAL,0,5,715.29,715.34,,,M,C,,,,,,,,,R,R,R,R,,,R,,R,,,,,,,,P,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,F,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,48,R,CC,P
359-U1466B-49R-1-W,98,98,722.68,722.68,,,M,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,P,,,,,,,,,,,,,,359,U1466,B,49,R,1,W
359-U1466B-49R-CC-PAL,0,5,723.08,723.13,,,M,A,,,,,,,,,R,R,R,R,,,R,,R,,,,,,,,P,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,359,U1466,B,49,R,CC,P
359-U1466B-50R-1-W,67,67,732.07,732.07,,,M,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,50,R,1,W
359-U1466B-50R-CC-PAL,0,5,732.67,732.72,,,G,A,,,,,,,,,,R,R,R,,,R,,R,,,,,,,,R,,,,,,,,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,50,R,CC,P
359-U1466B-51R-1-W,116,116,742.26,742.26,,,M,C,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,51,R,1,W
359-U1466B-51R-2-W,55,55,743.12,743.12,,,M,C,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,51,R,2,W
359-U1466B-51R-CC-PAL,0,5,743.81,743.86,,,G,A,,,,,,,,,,,,R,R,,,,R,,,,,,,,P,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,359,U1466,B,51,R,CC,P
359-U1466B-52R-1-W,51,51,751.31,751.31,,,M,C,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,R,,,,,,,,,,,F,,,,,,,,,,,,,,359,U1466,B,52,R,1,W
359-U1466B-52R-2-W,39,39,752.45,752.45,,,M,C,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,R,,,,,,,,,,,F,,,,,,,,,,,,,,359,U1466,B,52,R,2,W
359-U1466B-52R-3-W,40,40,753.97,753.97,,,M,C,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,F,,,,,,,,,,,,,,359,U1466,B,52,R,3,W
359-U1466B-52R-4-W,13,13,755.12,755.12,,,G,A,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,F,,,,,,,,,,,,,,359,U1466,B,52,R,4,W
359-U1466B-52R-5-W,21,21,756.12,756.12,,,G,A,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,F,,,,,,,,,,,,,,359,U1466,B,52,R,5,W
359-U1466B-52R-CC-PAL,0,5,757.0,757.05,,,G,A,,,,,,,,C,R,R,R,R,C,,R,,,,,,,,,,R,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,R,,,,,,,,R,,"""unidentifiable 5 rays Discoaster & Sphenolithus capricornutus """,,,,359,U1466,B,52,R,CC,P
359-U1466B-53R-1-W,59,59,761.09,761.09,,,G,A,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,F,,,,,,,,,,,,,,359,U1466,B,53,R,1,W
359-U1466B-53R-2-W,56,56,762.41,762.41,,,G,A,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,F,,,,,,,,,,,,,,359,U1466,B,53,R,2,W
359-U1466B-53R-2-W,146,146,763.31,763.31,,,G,A,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,F,,,,,,,,,,,,,,359,U1466,B,53,R,2,W
359-U1466B-53R-3-W,26,26,763.62,763.62,,,G,A,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,F,,,,,,,,,,,,,,359,U1466,B,53,R,3,W
359-U1466B-53R-CC-PAL,0,5,764.14,764.19,,,G,A,,,,,,,,,,,,R,C,,R,,P,,,,,,,,,,,,,,,,,,F,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,C,,,,,,,,,,,R,,,,,,,,R,,,,,,359,U1466,B,53,R,CC,P
359-U1466B-54R-1-W,25,25,770.45,770.45,,,G,A,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1466,B,54,R,1,W
359-U1466B-54R-2-W,5,5,771.62,771.62,,,G,A,,,,,,,,,,,,F,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1466,B,54,R,2,W
359-U1466B-54R-2-W,60,60,772.17,772.17,,,G,A,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1466,B,54,R,2,W
359-U1466B-54R-3-PAL,0,1,772.24,772.25,,,G,A,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1466,B,54,R,3,P
359-U1466B-54R-3-W,10,10,772.34,772.34,,,G,A,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1466,B,54,R,3,W
359-U1466B-54R-CC-PAL,0,5,773.15,773.2,,,G,A,,,,,,,,,,,,F,A,,F,,,,,,,,,C,R,,,,,F,,,,,C,,P,R,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,359,U1466,B,54,R,CC,P
359-U1466B-55R-2-W,64,64,781.53,781.53,,,G,A,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1466,B,55,R,2,W
359-U1466B-55R-CC-PAL,0,5,781.7,781.75,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1466,B,55,R,CC,P
359-U1466B-55R-CC-W,14,14,781.79,781.79,,,G,A,,,,,,,,,,,,A,,,F,,,,,,,,,C,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,359,U1466,B,55,R,CC,W
359-U1466B-56R-1-W,103,103,790.63,790.63,,,G,A,,,,,,,,,,,,C,,,,,,,,,,,,R,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1466,B,56,R,1,W
359-U1466B-56R-2-W,29,29,791.18,791.18,,,G,A,,,,,,,,,,,,C,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1466,B,56,R,2,W
359-U1466B-56R-2-W,59,59,791.48,791.48,,,G,A,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1466,B,56,R,2,W
359-U1466B-56R-2-W,73,73,791.62,791.62,,,G,A,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1466,B,56,R,2,W
359-U1466B-56R-CC-PAL,0,5,792.06,792.11,,,G,A,,,,,,,,,,C,A,A,,,C,,,,,,,,,R,F,,,,,C,C,,,,F,,,R,R,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,359,U1466,B,56,R,CC,P
359-U1466B-57R-1-W,28,28,800.28,800.28,,,G,A,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1466,B,57,R,1,W
359-U1466B-57R-1-W,71,71,800.71,800.71,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1466,B,57,R,1,W
359-U1466B-57R-2-W,91,91,802.18,802.18,,,G,A,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1466,B,57,R,2,W
359-U1466B-57R-3-W,71,71,803.11,803.11,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1466,B,57,R,3,W
359-U1466B-57R-3-W,112,112,803.52,803.52,,,G,A,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1466,B,57,R,3,W
359-U1466B-57R-CC-PAL,0,5,803.56,803.61,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,359,U1466,B,57,R,CC,P
