Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Preservation,Group abundance,Emiliania huxleyi,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (closed >4 microns),Gephyrocapsa sp. (4-5.5 microns),Gephyrocapsa sp. (>5.5 microns),Pseudoemiliania lacunosa,Pseudoemiliania ovata,Reticulofenestra sp. (>7 microns),Reticulofenestra sp. (5-7 microns),Reticulofenestra sp. (3-5 microns),Reticulofenestra sp. (<3 microns),Cyclicargolithus floridanus,Cyclicargolithus abisectus,Reticulofenestra bisecta,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calcidiscus tropicus,Calcidiscus tropicus +grill,Umbilicosphaera sp.,Umbilicosphaera rotula,Umbilicosphaera jafari,Coronocyclus nitescens,Hayaster perplexus,Oolithotus sp.,Tetralithoides quadrilaminata,Clausicoccus fenestratus,Hughesius tasmaniae,Hughesius gizoensis,Helicosphaera carteri,Helicosphaera sellii,Helicosphaera intermedia,Helicosphaera euphratis,Helicosphaera ampliaperta,Helicosphaera obliqua,Helicosphaera recta,Pontosphaera sp.,Scyphosphaera apsteinii,Scyphosphaera pulcherrima,Scyphosphaera globulata,Rhabdosphaera clavigera,Syracosphaera pulchra,Braarudosphaera bigelowii,Discosphaera tubifera,Umbellosphaera tenuis,Holodiscolithus macroporus,Calciosolenia sp.,Coronosphaera mediterranea,Ilselithina fusa,Discoaster brouweri,Discoaster asymmetricus,Discoaster tamalis,Discoaster triradiatus,Discoaster calcaris,Discoaster altus,Discoaster sp. cf. D. brouweri,Discoaster surculus,Discoaster variabilis,Discoaster exilis,Discoaster deflandrei,Discoaster bollii,Discoaster musicus,Discoaster petaliformis,Discoaster kugleri,Discoaster sp. cf. D. variabilis,Discoaster pentaradiatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster berggrenii ssp. extensus,Discoaster bergenii,Discoaster bellus,Discoaster hamatus,Catinaster coalitus,Catinaster calyculus,Sphenolithus abies,Sphenolithus heteromorphus,Sphenolithus pseudoheteromorphus,Sphenolithus belemnos,Sphenolithus conicus,Sphenolithus ciperoensis,Sphenolithus calyculus,Sphenolithus delphix,Sphenolithus capricornutus,Ceratolithus cristatus,Ceratolithus armatus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Nicklithus amplificus,Orthorhabdus rugosus,Orthorhabdus striatus,Orthorhabdus serratus,Orthorhabdus rioi,Triquetrorhabdulus carinatus,Triquetrorhabdulus milowii,Triquetrorhabdulus challengeri,Minylitha convallis,Florisphaera profunda,Thoracosphaera heimii,Scrippsiella sp.,Thoracosphaera sp.,Ascidian spicules,Reworked species,Nannofossil comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
359-U1468A-64X-CC-PAL,0,5,411.99,412.04,,,M,F,,,,,,,,,F,C,C,,,,,,R,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,64,X,CC,PAL,
359-U1468A-65X-CC-PAL,0,5,419.14,419.19,,,M,F,,,,,,,,R,R,R,R,,,,,,,,,,,,,,,,,,,,,P,,,,,,,P,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,65,X,CC,PAL,
359-U1468A-66X-CC-PAL,0,5,428.95,429.0,,,G,A,,,,,,,,R,R,R,R,,,,R,,,,,,,,,,,,,,,,,P,,,P,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,66,X,CC,PAL,
359-U1468A-67X-CC-PAL,0,5,447.27,447.32,,,M,C,,,,,,,,A,C,C,R,,,,R,R,,,,,,,,P,,,,,,,P,R,,,,,,,P,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,67,X,CC,PAL,
359-U1468A-68X-3-W,78,78,450.88,450.88,,,G,A,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,68,X,3,W,
359-U1468A-68X-CC-PAL,0,5,451.62,451.67,,,M,C,,,,,,,,C,R,C,R,,,,R,R,R,P,,,,,,P,P,,,,,,P,R,,,P,,,,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,P,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,68,X,CC,PAL,
359-U1468A-69X-3-W,59,59,460.46,460.46,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,69,X,3,W,
359-U1468A-69X-4-W,59,59,461.96,461.96,,,G,A,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,69,X,4,W,
359-U1468A-69X-CC-PAL,0,5,466.56,466.61,,,G,C,,,,,,,,,R,C,C,,,,R,,,P,,,,,P,C,P,,,,,,P,R,,,R,,,,R,,,,,,,,,,,,,R,,,,,,,,,,R,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,69,X,CC,PAL,
359-U1468A-70X-1-W,130,130,467.9,467.9,,,G,C,,,,,,,,C,,,,,,,C,,F,,P,P,,,F,F,R,,,,,,R,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,F,R,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,359,U1468,A,70,X,1,W,
359-U1468A-70X-3-W,53,53,470.13,470.13,,,M,A,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR S. heteromorphus and C. floridanus CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,70,X,3,W,
359-U1468A-70X-5,71,71,473.31,473.31,,,M,C,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR S. heteromorphus and C. floridanus CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,70,X,5,,
359-U1468A-70X-CC-PAL,0,5,474.79,474.84,,,G,C,,,,,,,,F,R,R,R,C,,,,,,,,,,,,,R,,,,,,,P,,,P,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,70,X,CC,PAL,
359-U1468A-71X-1-W,123,123,477.53,477.53,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR S. heteromorphus and C. floridanus CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,71,X,1,W,
359-U1468A-71X-2-W,3,3,477.75,477.75,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR S. heteromorphus and C. floridanus CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,71,X,2,W,
359-U1468A-71X-CC-PAL,0,5,478.69,478.74,,,M,R,,,,,,,,,R,R,F,R,,,,,,,,,,P,,R,R,,,,,,,P,,,R,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,71,X,CC,PAL,
359-U1468A-72X-CC-PAL,0,5,486.88,486.93,,,M,R,,,,,,,,,,R,R,P,,,P,,,,,,,,,R,,,,,,,,R,,,,,,,P,,,,,,,,,,,,,,,,,,,R,,,,P,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,72,X,CC,PAL,
359-U1468A-72X-CC-W,7,7,486.78,486.78,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR S. heteromorphus and C. floridanus CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,72,X,CC,W,
359-U1468A-73X-2-W,75,75,497.93,497.93,,,G,A,,,,,,,,,,A,A,,,,C,,,,,,,,,C,R,,,,,,,F,,,,,,,R,R,,,,,,,,,,,,,,,,,,C,,,,,,,,,C,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,73,X,2,W,
359-U1468A-73X-4-W,73,73,500.48,500.48,,,G,A,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR S. heteromorphus and C. floridanus CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,73,X,4,W,
359-U1468A-73X-6-W,78,78,503.54,503.54,,,G,A,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR S. heteromorphus and C. floridanus CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,73,X,6,W,
359-U1468A-73X-CC-PAL,0,5,505.72,505.77,,,G,A,,,,,,,,R,C,R,R,C,,,R,P,,,,,,,,R,R,,,,,,,R,P,,R,,,,P,R,,,R,,,,,,,,,,,,,,,R,,,R,P,,,,,R,,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,359,U1468,A,73,X,CC,PAL,
359-U1468A-74X-CC-PAL,0,5,512.09,512.14,,,G,A,,,,,,,,C,A,C,R,A,,,R,R,,,,,,,,R,R,,,,,,,R,P,,,,,,P,,,,,,,,,,,,,,,,,,,R,,,R,R,,,,,R,,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,359,U1468,A,74,X,CC,PAL,
359-U1468A-75X-2-W,71,71,517.41,517.41,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR H. ampliaperta species and preservation BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,75,X,2,W,
359-U1468A-75X-5-W,74,74,521.94,521.94,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ADDITIONAL SAMPLE CHECKED FOR H. ampliaperta species and preservation BUT NOT LOGGED IN DETAIL, Discoaster is common",,,,359,U1468,A,75,X,5,W,
359-U1468A-75X-CC-PAL,0,5,525.07,525.12,,,G,A,,,,,,,,,,C,R,R,,,R,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,R,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,75,X,CC,PAL,
359-U1468A-76X-1-W,66,66,525.56,525.56,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ADDITIONAL SAMPLE CHECKED FOR H. ampliaperta species and preservation BUT NOT LOGGED IN DETAIL, Discoaster is rare",,,,359,U1468,A,76,X,1,W,
359-U1468A-76X-3-W,76,76,528.68,528.68,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR H. ampliaperta species and preservation BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,76,X,3,W,
359-U1468A-76X-5-W,75,75,531.67,531.67,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR H. ampliaperta species and preservation BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,76,X,5,W,
359-U1468A-76X-CC-PAL,0,5,534.88,534.93,,,M,R,,,,,,,,,F,F,R,,,,P,,R,,,,,,,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,359,U1468,A,76,X,CC,PAL,
359-U1468A-77X-CC-PAL,0,5,535.18,535.23,,,P,R,,,,,,,,,R,R,R,P,,,,,R,,,,,,,R,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,R,,,,,R,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,77,X,CC,PAL,
359-U1468A-78X-1-W,85,85,545.15,545.15,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR H. ampliaperta species and preservation BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,78,X,1,W,
359-U1468A-78X-CC-PAL,0,5,551.15,551.2,,,M,C,,,,,,,,,R,R,R,R,,,P,P,R,,,,,,,R,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,78,X,CC,PAL,
359-U1468A-79X-CC-PAL,0,5,561.54,561.59,,,M,C,,,,,,,,,F,C,C,F,,,C,,F,,,,,,,F,P,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,A,,,,,,,,,C,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,79,X,CC,PAL,
359-U1468A-80X-CC-PAL,0,5,566.19,566.24,,,P,F,,,,,,,,,R,F,F,F,,,R,,R,,,,,,,R,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,80,X,CC,PAL,
359-U1468A-81X-CC-PAL,0,5,579.95,580.0,,,M,A,,,,,,,,,,C,F,C,,,F,,R,,,,,,,C,R,P,,,,,,F,,,P,,P,,P,,,,,,,,,,,,,,,,,,,R,,,R,R,,,,,F,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,359,U1468,A,81,X,CC,PAL,
359-U1468A-82X-1-W,114,114,584.24,584.24,,,M,C,,,,,,,,,,R,C,C,,,R,,,,,,,,R,R,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,82,X,1,W,
359-U1468A-82X-3-W,60,60,586.71,586.71,,,M,A,,,,,,,,,,F,C,C,,,F,,F,R,,,,,R,C,R,R,,R,,R,R,C,,,R,F,R,,R,,,,,,,,,,,,,,,,,,,F,,,,C,,,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR H. ampliaperta species and preservation BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,82,X,3,W,
359-U1468A-82X-4-W,77,77,588.38,588.38,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR H. ampliaperta species and preservation BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,82,X,4,W,
359-U1468A-82X-CC-PAL,0,5,590.05,590.1,,,M,C,,,,,,,,,,A,C,F,,,F,,F,,,,,,,C,P,,,P,,,R,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,C,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,P,R,,,,,,359,U1468,A,82,X,CC,PAL,
359-U1468A-83X-CC-PAL,0,5,595.19,595.24,,,M,A,,,,,,,,,,A,C,A,,,C,,,,,,,,,F,,,,,,,,R,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,359,U1468,A,83,X,CC,PAL,
359-U1468A-84X-2-W,64,64,604.62,604.62,,,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR H. ampliaperta species and preservation BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,84,X,2,W,
359-U1468A-84X-4-W,76,76,607.75,607.75,,,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR H. ampliaperta species and preservation BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,84,X,4,W,
359-U1468A-84X-CC-PAL,0,5,608.73,608.78,,,P,F,,,,,,,,,R,R,C,F,,,R,,,,,,,,R,F,,R,,,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,84,X,CC,PAL,
359-U1468A-85X-1-W,76,76,612.96,612.96,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR S. heteromorphus and S. belemnos CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,85,X,1,W,
359-U1468A-85X-2-W,15,15,613.45,613.45,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR S. heteromorphus and S. belemnos CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,85,X,2,W,
359-U1468A-85X-2-W,48,48,613.78,613.78,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR S. heteromorphus and S. belemnos CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,85,X,2,W,
359-U1468A-85X-CC-PAL,0,5,614.43,614.48,,,P,F,,,,,,,,,,F,F,C,,,,,,,,,,,,,,,,,,,,R,,,,,P,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,85,X,CC,PAL,
359-U1468A-86X-1-W,56,56,622.46,622.46,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR S. heteromorphus and S. belemnos CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,86,X,1,W,
359-U1468A-86X-1-W,109,109,622.99,622.99,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR S. heteromorphus and S. belemnos CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,86,X,1,W,
359-U1468A-86X-2-W,63,63,624.02,624.02,,,G,A,,,,,,,,,R,R,R,C,,,C,,,,,,,,,R,C,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,86,X,2,W,
359-U1468A-86X-CC-PAL,0,5,624.61,624.66,,,M,A,,,,,,,,,,A,A,A,,,C,,,,,,,,,C,F,,,,,,F,F,,,,,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,359,U1468,A,86,X,CC,PAL,
359-U1468A-87X-CC-PAL,0,5,632.31,632.36,,,P,R,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,87,X,CC,PAL,
359-U1468A-88X-3-W,13,13,643.73,643.73,,,M,A,,,,,,,,,R,R,C,C,,,C,,,,,,,,R,R,C,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,C,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,88,X,3,W,
359-U1468A-88X-CC-PAL,0,5,644.64,644.69,,,M,A,,,,,,,,,,C,P,C,,,F,,,R,,,,,,C,R,,,,,R,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,P,,,,,F,,,,,,,,,,,F,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,88,X,CC,PAL,
359-U1468A-89X-2-W,7,7,652.57,652.57,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR S. heteromorphus and S. belemnos CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,89,X,2,W,
359-U1468A-89X-3-W,14,14,653.66,653.66,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR S. heteromorphus and S. belemnos CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,89,X,3,W,
359-U1468A-89X-3-W,83,83,654.35,654.35,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR S. heteromorphus and S. belemnos CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,89,X,3,W,
359-U1468A-89X-CC-PAL,0,5,654.85,654.9,,,P,R,,,,,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,89,X,CC,PAL,
359-U1468A-90X-CC-PAL,0,5,661.19,661.24,,,P,R,,,,,,,,,,C,,,,,F,,,,,,,,,,P,,,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,90,X,CC,PAL,
359-U1468A-91X-CC-PAL,0,5,670.68,670.73,,,M,C,,,,,,,,,,,C,C,,,R,,,,,,,,C,,R,,,,,R,,R,,,,,,,,,,,,,P,,,,,,,,,,,,,P,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,91,X,CC,PAL,
359-U1468A-92X-CC-PAL,0,5,681.55,681.6,,,M,C,,,,,,,,,C,A,C,F,,,R,,,,,,,,,F,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,92,X,CC,PAL,
