Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Preservation,Group abundance,Emiliania huxleyi,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (closed >4 microns),Gephyrocapsa sp. (4-5.5 microns),Gephyrocapsa sp. (>5.5 microns),Pseudoemiliania lacunosa,Pseudoemiliania ovata,Reticulofenestra sp. (>7 microns),Reticulofenestra sp. (5-7 microns),Reticulofenestra sp. (3-5 microns),Reticulofenestra sp. (<3 microns),Cyclicargolithus floridanus,Cyclicargolithus abisectus,Reticulofenestra bisecta,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calcidiscus tropicus,Calcidiscus tropicus +grill,Umbilicosphaera sp.,Umbilicosphaera rotula,Umbilicosphaera jafari,Coronocyclus nitescens,Hayaster perplexus,Oolithotus sp.,Tetralithoides quadrilaminata,Clausicoccus fenestratus,Hughesius tasmaniae,Hughesius gizoensis,Helicosphaera carteri,Helicosphaera sellii,Helicosphaera intermedia,Helicosphaera euphratis,Helicosphaera ampliaperta,Helicosphaera obliqua,Helicosphaera recta,Pontosphaera sp.,Scyphosphaera apsteinii,Scyphosphaera pulcherrima,Scyphosphaera globulata,Rhabdosphaera clavigera,Syracosphaera pulchra,Braarudosphaera bigelowii,Discosphaera tubifera,Umbellosphaera tenuis,Holodiscolithus macroporus,Calciosolenia sp.,Coronosphaera mediterranea,Ilselithina fusa,Discoaster brouweri,Discoaster asymmetricus,Discoaster tamalis,Discoaster triradiatus,Discoaster calcaris,Discoaster altus,Discoaster sp. cf. D. brouweri,Discoaster surculus,Discoaster variabilis,Discoaster exilis,Discoaster deflandrei,Discoaster bollii,Discoaster musicus,Discoaster petaliformis,Discoaster kugleri,Discoaster sp. cf. D. variabilis,Discoaster pentaradiatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster berggrenii ssp. extensus,Discoaster bergenii,Discoaster bellus,Discoaster hamatus,Catinaster coalitus,Catinaster calyculus,Sphenolithus abies,Sphenolithus heteromorphus,Sphenolithus pseudoheteromorphus,Sphenolithus belemnos,Sphenolithus conicus,Sphenolithus ciperoensis,Sphenolithus calyculus,Sphenolithus delphix,Sphenolithus capricornutus,Ceratolithus cristatus,Ceratolithus armatus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Nicklithus amplificus,Orthorhabdus rugosus,Orthorhabdus striatus,Orthorhabdus serratus,Orthorhabdus rioi,Triquetrorhabdulus carinatus,Triquetrorhabdulus milowii,Triquetrorhabdulus challengeri,Minylitha convallis,Florisphaera profunda,Thoracosphaera heimii,Scrippsiella sp.,Thoracosphaera sp.,Ascidian spicules,Reworked species,Nannofossil comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
359-U1471A-9H-3-W,75,75,74.85,74.85,,,M,F,,F,,R,,,,,,C,R,,,,C,,C,F,,,,C,,R,,,,,,,,R,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,9,H,3,W
359-U1471A-9H-4-W,75,75,76.35,76.35,,,M,A,,A,,C,,,,,,C,C,,,,C,,F,C,,,,C,,,,R,R,,,,,R,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,9,H,4,W
359-U1471A-9H-5-W,75,75,77.85,77.85,,,M,C,,A,,C,,,,,,R,C,,,,C,,C,C,,,,C,,,,R,R,,,,,R,,,,,,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,9,H,5,W
359-U1471A-9H-6-W,75,75,79.35,79.35,,,P,R,,F,,C,,,,,,R,C,,,,R,,R,R,,,,F,,,,,,,,,,R,,,,,,,F,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,359,U1471,A,9,H,6,W
359-U1471A-9H-CC-PAL,0,5,80.65,80.7,,,M,C,,C,,R,,F,,,,C,C,,,,R,,R,F,,,,F,,P,,R,,,,,,F,R,,,,,,R,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,R,,,,,,359,U1471,A,9,H,CC,P
359-U1471A-10H-1-W,75,75,81.35,81.35,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,10,H,1,W
359-U1471A-10H-2-W,75,75,82.85,82.85,,,M,C,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,10,H,2,W
359-U1471A-10H-3-W,75,75,84.35,84.35,,,M,C,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,10,H,3,W
359-U1471A-10H-4-W,75,75,85.85,85.85,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,10,H,4,W
359-U1471A-10H-5-W,75,75,87.35,87.35,,,M,C,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,10,H,5,W
359-U1471A-10H-6-W,75,75,88.85,88.85,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,10,H,6,W
359-U1471A-10H-CC-PAL,0,5,90.29,90.34,,,M,A,,R,,R,,F,,,,C,C,,,,R,,P,,,,,F,,F,,R,,,,,,R,R,,,,,,,,,,F,F,,,,,,,,F,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,10,H,CC,P
359-U1471A-11H-1-W,73,73,90.83,90.83,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,11,H,1,W
359-U1471A-11H-2-W,75,75,92.35,92.35,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,11,H,2,W
359-U1471A-11H-3-W,75,75,93.85,93.85,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,11,H,3,W
359-U1471A-11H-4-W,75,75,95.35,95.35,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,11,H,4,W
359-U1471A-11H-CC-PAL,0,5,99.65,99.7,,,M,C,,R,,P,,F,,,,R,C,,,,R,,F,F,,,,R,,R,,,,,,,,R,P,,,,,,R,,,,,R,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,11,H,CC,P
359-U1471A-12H-1-W,75,75,100.35,100.35,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,12,H,1,W
359-U1471A-12H-2-W,75,75,101.85,101.85,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,12,H,2,W
359-U1471A-12H-3-W,75,75,103.35,103.35,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,12,H,3,W
359-U1471A-12H-4-W,75,75,104.85,104.85,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,C,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,12,H,4,W
359-U1471A-12H-5-W,75,75,106.35,106.35,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,12,H,5,W
359-U1471A-12H-6-W,75,75,107.85,107.85,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,12,H,6,W
359-U1471A-12H-CC-PAL,0,5,109.07,109.12,,,M,A,,,,R,,F,,,,C,C,,,,R,,R,R,,,,F,,R,,R,,,,,,F,P,,,,,,R,,,,R,R,,,,,R,,,R,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,12,H,CC,P
359-U1471A-13H-1-W,75,75,109.85,109.85,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,13,H,1,W
359-U1471A-13H-2-W,75,75,111.35,111.35,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,13,H,2,W
359-U1471A-13H-3-W,75,75,112.85,112.85,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,R,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,13,H,3,W
359-U1471A-13H-4-W,75,75,114.35,114.35,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,13,H,4,W
359-U1471A-13H-5-W,75,75,115.85,115.85,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,,,,R,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,13,H,5,W
359-U1471A-13H-6-W,75,75,117.35,117.35,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,13,H,6,W
359-U1471A-13H-CC-PAL,0,5,119.09,119.14,,,M,A,,,,,,,,,,A,A,,,,R,,F,C,,,,R,,R,,R,,,,,,F,,,,,,,R,,C,,,,,,,,,,,A,P,,P,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,359,U1471,A,13,H,CC,P
359-U1471A-14H-2-W,50,50,120.6,120.6,,,M,A,,A,,,,C,,,R,A,A,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,14,H,2,W
359-U1471A-14H-4-W,50,50,123.6,123.6,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,14,H,4,W
359-U1471A-14H-CC-PAL,0,5,128.24,128.29,,,M,A,,,,,,R,,,,A,R,,,,R,,R,R,,,,,,,,,,,,,,F,,,,,,,R,,,,R,R,,,,,,,,C,P,,P,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,359,U1471,A,14,H,CC,P
359-U1471A-15H-1-W,50,50,128.6,128.6,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,15,H,1,W
359-U1471A-15H-2-W,50,50,130.1,130.1,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,15,H,2,W
359-U1471A-15H-3-W,50,50,131.6,131.6,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,15,H,3,W
359-U1471A-15H-4-W,50,50,133.1,133.1,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,15,H,4,W
359-U1471A-15H-5-W,50,50,134.6,134.6,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,15,H,5,W
359-U1471A-15H-6-W,50,50,136.1,136.1,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,15,H,6,W
359-U1471A-15H-7-W,25,25,137.35,137.35,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,15,H,7,W
359-U1471A-15H-CC-PAL,0,5,138.05,138.1,,,G,A,,,,,,R,,,,A,A,,,,R,,R,R,,,,F,,F,,R,R,,,,,R,P,,,,,,F,,R,,R,R,,,,,,,,R,P,,P,,,P,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,359,U1471,A,15,H,CC,P
359-U1471A-16H-1-W,50,50,138.1,138.1,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL, LO OF S. abies",,,,359,U1471,A,16,H,1,W
359-U1471A-16H-2-W,50,50,139.6,139.6,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,16,H,2,W
359-U1471A-16H-3-W,50,50,141.1,141.1,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,16,H,3,W
359-U1471A-16H-4-W,50,50,142.6,142.6,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,16,H,4,W
359-U1471A-16H-5-W,50,50,144.1,144.1,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,16,H,5,W
359-U1471A-16H-6-W,50,50,145.6,145.6,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,C,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,16,H,6,W
359-U1471A-16H-CC-PAL,0,5,147.18,147.23,,,G,A,,,,,,R,,,,A,A,,,,R,,R,R,R,,,,,,,R,R,,,,,R,,,,,,,R,,R,,,,,,,,,,,A,F,,,,,,,R,,,,,,,,A,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,16,H,CC,P
359-U1471A-17H-CC-PAL,0,5,156.71,156.76,,,G,A,,,,,,R,,,,A,A,,,,,,R,R,,,,,,,,,,,,,,R,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,17,H,CC,P
359-U1471A-18H-CC-PAL,0,5,166.5,166.55,,,G,A,,,,,,,,,,A,A,,,,,,R,R,,,,R,,R,,,,,,,,R,,,,,,,R,,R,,,,,,,,,,,R,P,,,,,P,,,,,,,,,,R,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,18,H,CC,P
359-U1471A-19H-CC-PAL,0,5,175.66,175.71,,,M,A,,,,,,,,,F,A,A,,,,P,,R,R,,,,R,,R,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,R,P,,,,,C,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,359,U1471,A,19,H,CC,P
359-U1471A-20H-CC-PAL,0,5,185.19,185.24,,,M,A,,,,,,P,,,C,A,A,,,,,,F,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,R,,,,,,,,,,R,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,20,H,CC,P
359-U1471A-21H-CC-PAL,0,5,194.52,194.57,,,M,A,,,,,,,,,C,A,A,,,,,,F,R,,,,C,,F,,,,,,,,R,,,,,,,R,,,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,359,U1471,A,21,H,CC,P
359-U1471A-22H-CC-PAL,0,5,204.4,204.45,,,M,C,,,,,,,,,C,R,R,,,,,,,,,,,R,,R,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,22,H,CC,P
359-U1471A-23H-CC-PAL,0,5,213.91,213.96,,,M,C,,,,,,,,,C,A,A,,,,,,R,R,,,,R,,R,,,,,,,,R,,,,,,,R,,,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,23,H,CC,P
359-U1471A-24H-CC-PAL,0,5,223.42,223.47,,,M,C,,,,,,,,,R,R,C,,,,,,R,P,,,,R,,R,,,,,,,,R,,,,,,,R,,,,,R,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,24,H,CC,P
359-U1471A-25H-CC-PAL,0,5,233.11,233.16,,,P,F,,,,,,,,,F,R,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,25,H,CC,P
359-U1471A-26H-CC-PAL,0,5,242.31,242.36,,,M,C,,,,,,,,,R,R,R,,,,,,R,,,,,R,R,R,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,26,H,CC,P
