Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Watznaueria ovata,Watznaueria barnesae,Pithonella sp.,Parhabdolithus embergeri,Cretarhabdus surirellus,Cretarhabdus sp.,Thoracosphaera sp.,Watznaueria biporta,Crucibiscutum salebrosum,Manivitella pemmatoidea,Biscutum constans,Vagalapilla stradneri,Vagalapilla matalosa,Tegumentum stradneri,Prediscosphaera columnata,Parhabdolithus splendens,Microstaurus chiastius,Lithraphidites carniolensis,Eprolithus floralis,Cribrosphaerella ehrenbergii,Zygodiscus elegans,Tranolithus orionatus,Reinhardtites anthophorus,Quadrum gartneri,Prediscosphaera cretacea,Lucianorhabdus cayeuxii,Lithastrinus septenarius,Gartnerago obliquum,Eprolithus moratus,Eiffellithus turriseiffelii,Eiffellithus trabeculatus,Eiffellithus eximius,Cylindralithus gallicus,Cretarhabdus coronadventiis,Axopodorhabdus decorus,Micula staurophora,Marthasterites furcatus,Markalius circumradiatus,Lithastrinus grillii,Kamptnerius magnificus,Chiastozygus garrisonii,Microrhabdulus decoratus,Lapideacassis sp.,Chiastozygus litterarius,Parhabdolithus regularis,Flabellites oblongus,Cribrosphaerella linea,Cretarhabdus conicus,Zygodiscus diplogrammus,Rhagodiscus reniformis,Prediscosphaera spinosa,Markalius inversus,Cretarhabdus angustiforatus,Broinsonia sp.,Broinsonia parca parca,Broinsonia enormis,Biscutum coronum                ,Reinhardtites levis,Quadrum gothicum,Prediscosphaera grandis,Prediscosphaera arkhangelskyi,Ceratolithoides aculeus,Broinsonia parca constricta,Vagalapilla aachena,Quadrum trifidum,Micula concava,Discorhabdus rotatorius,Vagalapilla octoradiata,Petrarhabdus copulatus,Manivitella granulosa,Rotelapillus laffittei,Parhabdolithus angustus,Arkhangelskiella cymbiformis,Cretarhabdus schizobrachiatus,Microrhabdulus elongatus,Diazomatolithus lehmanii,Chiastozygus amphipons,Zygodiscus spiralis,Lithraphidites praequadratus,Corollithion madagaskarensis,Microrhabdulus belgicus,Lithraphidites quadratus,Nephrolithus frequens,Micula murus,Broinsonia signata,Zygodiscus bramlettei/Z. herlynii,Thoracosphaera saxea,Thoracosphaera operculata,Prinsius spp. (small),Prinsius bisulcus,Placozygus sigmoides,Ericsonia subpertusa,Ericsonia cava,Cruciplacolithus tenuis,Cruciplacolithus primus,Cruciplacolithus edwardsii,Coccolithus pelagicus,Chiasmolithus danicus,Neochiastozygus spp.,Chiasmolithus bidens,Thoracosphaera sp. A,Toweius pertusus,Cruciplacolithus latipons,Markalius astroporus,Fasciculithus pileatus,Fasciculithus magnicordis,Bomolithus elegans,Fasciculithus tympaniformis,Fasciculithus involutus,Toweius eminens,Ellipsolithus distichus,Chiasmolithus consuetus,Heliolithus kleinpellii,Ericsonia robusta,Pontosphaera sp. A,Neochiastozygus junctus,Zygodiscus plectopons,Discoaster mohleri,Scapholithus rhombiformis,Neochiastozygus chiastus,Discoaster multiradiatus,Zygrhablithus bijugatus,Fasciculithus hayi,Heliolithus riedelii,Triquetrorhabdulus challengeri,Triquetrorhabdulus carinatus,Sphenolithus moriformis,Sphenolithus grandis,Sphenolithus conicus,Sphenolithus capricornutus,Sphenolithus belemnos,Pontosphaera sp. B,Discoaster druggii,Discoaster deflandrei,Cyclicargolithus floridanus,Coronocyclus nitescens,Coccolithus eopelagicus,Helicosphaera intermedia,Triquetrorhabdulus milowii,Sphenolithus heteromorphus,Helicosphaera carteri,Hayaster perplexus,Calcidiscus leptoporus,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC26              ,              ,122, 761,B, 21,X,CC,  34.00,    179.0600,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,A                   ,              ,R                       ,C                      ,                ,                  ,                   ,                        ,                       ,                 ,                     ,                    ,                    ,                         ,R                       ,                      ,C                          ,                   ,C                           ,                  ,                     ,                         ,                ,C                       ,                       ,                        ,                   ,                  ,F                          ,                         ,                    ,R                      ,                           ,R                     ,F                 ,                       ,                        ,                    ,                      ,R                      ,C                       ,                 ,                        ,R                       ,                    ,R                     ,                    ,                       ,                      ,R                      ,R                 ,                           ,              ,                      ,F                 ,                                ,                   ,                ,R                      ,R                            ,R                      ,                           ,R                  ,                ,              ,                       ,R                      ,                      ,                     ,                      ,R                      ,F                           ,                             ,R                       ,                        ,                      ,C                  ,R                           ,                            ,                       ,R                       ,R                    ,F           ,                  ,                                 ,                    ,                         ,                     ,                 ,                    ,                    ,              ,                       ,                       ,                          ,                     ,                     ,                    ,                    ,                    ,                ,                         ,                    ,                      ,                         ,                  ,                           ,                       ,               ,                       ,                       ,                       ,                 ,                  ,                       ,                     ,                  ,                         ,                        ,                        ,                       ,                  ,                    ,                              ,                            ,                       ,                    ,                    ,                          ,                     ,                  ,                  ,                     ,                           ,                      ,                       ,                        ,                          ,                          ,                     ,                  ,                      ,from ODP Leg 122 SR Chapter 32 Table 1 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC26              ,              ,122, 761,B, 22,X, 1,  40.00,    180.1000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,A                   ,              ,R                       ,C                      ,                ,                  ,                   ,                        ,                       ,                 ,                     ,                    ,                    ,                         ,                        ,                      ,F                          ,                   ,C                           ,                  ,                     ,                         ,                ,C                       ,                       ,                        ,                   ,                  ,F                          ,                         ,                    ,F                      ,                           ,F                     ,C                 ,                       ,                        ,                    ,R                     ,R                      ,R                       ,                 ,R                       ,F                       ,                    ,R                     ,F                   ,                       ,                      ,F                      ,R                 ,                           ,              ,                      ,R                 ,                                ,                   ,                ,R                      ,                             ,R                      ,                           ,R                  ,                ,              ,R                      ,                       ,                      ,                     ,                      ,                       ,F                           ,R                            ,                        ,                        ,                      ,F                  ,R                           ,                            ,                       ,F                       ,R                    ,R           ,                  ,                                 ,                    ,                         ,                     ,                 ,                    ,                    ,              ,                       ,                       ,                          ,                     ,                     ,                    ,                    ,                    ,                ,                         ,                    ,                      ,                         ,                  ,                           ,                       ,               ,                       ,                       ,                       ,                 ,                  ,                       ,                     ,                  ,                         ,                        ,                        ,                       ,                  ,                    ,                              ,                            ,                       ,                    ,                    ,                          ,                     ,                  ,                  ,                     ,                           ,                      ,                       ,                        ,                          ,                          ,                     ,                  ,                      ,from ODP Leg 122 SR Chapter 32 Table 1 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC26              ,              ,122, 761,B, 22,X, 2,  40.00,    181.6000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,C                   ,              ,                        ,F                      ,                ,                  ,                   ,R                       ,R                      ,                 ,                     ,                    ,                    ,                         ,R                       ,                      ,C                          ,                   ,R                           ,                  ,                     ,                         ,                ,C                       ,                       ,                        ,                   ,                  ,F                          ,                         ,                    ,R                      ,                           ,                      ,C                 ,                       ,                        ,                    ,                      ,R                      ,R                       ,                 ,                        ,R                       ,                    ,R                     ,R                   ,                       ,                      ,R                      ,R                 ,                           ,              ,                      ,R                 ,R                               ,                   ,                ,R                      ,                             ,R                      ,                           ,                   ,                ,              ,                       ,                       ,                      ,                     ,                      ,R                      ,R                           ,                             ,R                       ,                        ,                      ,R                  ,R                           ,R                           ,                       ,R                       ,R                    ,R           ,R                 ,                                 ,                    ,                         ,                     ,                 ,                    ,                    ,              ,                       ,                       ,                          ,                     ,                     ,                    ,                    ,                    ,                ,                         ,                    ,                      ,                         ,                  ,                           ,                       ,               ,                       ,                       ,                       ,                 ,                  ,                       ,                     ,                  ,                         ,                        ,                        ,                       ,                  ,                    ,                              ,                            ,                       ,                    ,                    ,                          ,                     ,                  ,                  ,                     ,                           ,                      ,                       ,                        ,                          ,                          ,                     ,                  ,                      ,from ODP Leg 122 SR Chapter 32 Table 1 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC26              ,              ,122, 761,B, 22,X, 3,  40.00,    183.1000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,C                   ,              ,                        ,C                      ,                ,                  ,                   ,R                       ,R                      ,R                ,                     ,                    ,                    ,                         ,R                       ,                      ,F                          ,                   ,C                           ,                  ,                     ,                         ,                ,A                       ,                       ,                        ,                   ,                  ,F                          ,                         ,                    ,R                      ,                           ,F                     ,C                 ,                       ,                        ,                    ,                      ,R                      ,F                       ,                 ,                        ,C                       ,                    ,R                     ,F                   ,                       ,                      ,F                      ,R                 ,                           ,              ,                      ,F                 ,R                               ,                   ,R               ,R                      ,                             ,R                      ,                           ,                   ,                ,              ,                       ,                       ,                      ,R                    ,                      ,                       ,R                           ,                             ,                        ,                        ,                      ,R                  ,R                           ,                            ,                       ,F                       ,R                    ,R           ,                  ,                                 ,                    ,                         ,                     ,                 ,                    ,                    ,              ,                       ,                       ,                          ,                     ,                     ,                    ,                    ,                    ,                ,                         ,                    ,                      ,                         ,                  ,                           ,                       ,               ,                       ,                       ,                       ,                 ,                  ,                       ,                     ,                  ,                         ,                        ,                        ,                       ,                  ,                    ,                              ,                            ,                       ,                    ,                    ,                          ,                     ,                  ,                  ,                     ,                           ,                      ,                       ,                        ,                          ,                          ,                     ,                  ,                      ,from ODP Leg 122 SR Chapter 32 Table 1 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC26              ,              ,122, 761,B, 22,X, 4,  40.00,    184.6000,Bralower ,Nannofossils                                 ,A              ,                  ,R                ,C                   ,              ,R                       ,R                      ,                ,                  ,                   ,R                       ,R                      ,                 ,                     ,                    ,                    ,                         ,R                       ,                      ,C                          ,                   ,F                           ,                  ,                     ,                         ,                ,F                       ,                       ,                        ,                   ,                  ,F                          ,                         ,                    ,R                      ,                           ,R                     ,F                 ,                       ,                        ,                    ,                      ,                       ,F                       ,                 ,R                       ,R                       ,                    ,R                     ,R                   ,                       ,                      ,R                      ,R                 ,                           ,              ,                      ,R                 ,R                               ,                   ,                ,R                      ,                             ,R                      ,                           ,                   ,                ,              ,                       ,                       ,                      ,                     ,                      ,R                      ,R                           ,                             ,                        ,                        ,R                     ,R                  ,R                           ,R                           ,R                      ,R                       ,                     ,R           ,                  ,                                 ,                    ,                         ,                     ,                 ,                    ,                    ,              ,                       ,                       ,                          ,                     ,                     ,                    ,                    ,                    ,                ,                         ,                    ,                      ,                         ,                  ,                           ,                       ,               ,                       ,                       ,                       ,                 ,                  ,                       ,                     ,                  ,                         ,                        ,                        ,                       ,                  ,                    ,                              ,                            ,                       ,                    ,                    ,                          ,                     ,                  ,                  ,                     ,                           ,                      ,                       ,                        ,                          ,                          ,                     ,                  ,                      ,from ODP Leg 122 SR Chapter 32 Table 1 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC26              ,              ,122, 761,B, 22,X, 5,  40.00,    186.1000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,A                   ,              ,R                       ,F                      ,                ,                  ,                   ,R                       ,R                      ,R                ,R                    ,                    ,                    ,                         ,                        ,                      ,F                          ,                   ,A                           ,                  ,                     ,                         ,                ,A                       ,                       ,                        ,                   ,                  ,F                          ,                         ,                    ,R                      ,                           ,R                     ,F                 ,                       ,                        ,                    ,                      ,                       ,F                       ,                 ,                        ,R                       ,                    ,R                     ,                    ,                       ,                      ,F                      ,                  ,                           ,              ,                      ,R                 ,R                               ,                   ,                ,                       ,                             ,F                      ,                           ,                   ,                ,R             ,                       ,                       ,                      ,                     ,                      ,R                      ,R                           ,                             ,                        ,                        ,                      ,R                  ,R                           ,                            ,                       ,R                       ,                     ,R           ,                  ,                                 ,                    ,                         ,                     ,                 ,                    ,                    ,              ,                       ,                       ,                          ,                     ,                     ,                    ,                    ,                    ,                ,                         ,                    ,                      ,                         ,                  ,                           ,                       ,               ,                       ,                       ,                       ,                 ,                  ,                       ,                     ,                  ,                         ,                        ,                        ,                       ,                  ,                    ,                              ,                            ,                       ,                    ,                    ,                          ,                     ,                  ,                  ,                     ,                           ,                      ,                       ,                        ,                          ,                          ,                     ,                  ,                      ,from ODP Leg 122 SR Chapter 32 Table 1 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC26              ,              ,122, 761,B, 23,X, 1,  40.00,    189.6000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,C                   ,              ,R                       ,F                      ,                ,                  ,                   ,R                       ,R                      ,R                ,                     ,                    ,                    ,R                        ,R                       ,                      ,R                          ,                   ,F                           ,                  ,                     ,                         ,                ,C                       ,                       ,                        ,                   ,                  ,F                          ,                         ,                    ,R                      ,                           ,R                     ,F                 ,                       ,                        ,                    ,                      ,                       ,R                       ,R                ,R                       ,R                       ,                    ,R                     ,R                   ,                       ,                      ,F                      ,                  ,                           ,              ,                      ,F                 ,R                               ,                   ,                ,R                      ,R                            ,R                      ,                           ,R                  ,                ,              ,                       ,                       ,                      ,                     ,                      ,R                      ,R                           ,R                            ,R                       ,                        ,R                     ,F                  ,R                           ,                            ,R                      ,R                       ,R                    ,R           ,                  ,                                 ,                    ,                         ,                     ,                 ,                    ,                    ,              ,                       ,                       ,                          ,                     ,                     ,                    ,                    ,                    ,                ,                         ,                    ,                      ,                         ,                  ,                           ,                       ,               ,                       ,                       ,                       ,                 ,                  ,                       ,                     ,                  ,                         ,                        ,                        ,                       ,                  ,                    ,                              ,                            ,                       ,                    ,                    ,                          ,                     ,                  ,                  ,                     ,                           ,                      ,                       ,                        ,                          ,                          ,                     ,                  ,                      ,from ODP Leg 122 SR Chapter 32 Table 1 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC25              ,              ,122, 761,B, 23,X, 1,  81.00,    190.0100,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,C                   ,              ,                        ,F                      ,                ,                  ,                   ,                        ,R                      ,F                ,R                    ,                    ,                    ,                         ,                        ,                      ,F                          ,                   ,F                           ,                  ,                     ,                         ,                ,C                       ,                       ,                        ,                   ,                  ,R                          ,                         ,                    ,R                      ,                           ,F                     ,F                 ,                       ,                        ,                    ,                      ,R                      ,R                       ,                 ,                        ,R                       ,                    ,R                     ,R                   ,                       ,                      ,R                      ,                  ,                           ,              ,                      ,R                 ,                                ,                   ,R               ,                       ,                             ,R                      ,                           ,                   ,                ,              ,R                      ,                       ,                      ,                     ,                      ,R                      ,R                           ,                             ,                        ,R                       ,                      ,R                  ,R                           ,                            ,                       ,R                       ,                     ,            ,                  ,                                 ,                    ,                         ,                     ,                 ,                    ,                    ,              ,                       ,                       ,                          ,                     ,                     ,                    ,                    ,                    ,                ,                         ,                    ,                      ,                         ,                  ,                           ,                       ,               ,                       ,                       ,                       ,                 ,                  ,                       ,                     ,                  ,                         ,                        ,                        ,                       ,                  ,                    ,                              ,                            ,                       ,                    ,                    ,                          ,                     ,                  ,                  ,                     ,                           ,                      ,                       ,                        ,                          ,                          ,                     ,                  ,                      ,from ODP Leg 122 SR Chapter 32 Table 1 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC25              ,              ,122, 761,B, 23,X, 2,  40.00,    191.1000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,A                   ,              ,                        ,R                      ,                ,                  ,                   ,R                       ,R                      ,                 ,                     ,                    ,                    ,R                        ,F                       ,                      ,F                          ,                   ,R                           ,                  ,                     ,                         ,                ,C                       ,                       ,                        ,                   ,                  ,R                          ,                         ,                    ,R                      ,                           ,R                     ,F                 ,                       ,                        ,                    ,                      ,R                      ,R                       ,                 ,                        ,R                       ,                    ,R                     ,                    ,                       ,                      ,R                      ,                  ,                           ,              ,                      ,R                 ,R                               ,                   ,                ,R                      ,                             ,R                      ,                           ,                   ,                ,              ,                       ,                       ,                      ,R                    ,                      ,R                      ,R                           ,                             ,                        ,                        ,                      ,R                  ,R                           ,                            ,                       ,F                       ,                     ,            ,                  ,                                 ,                    ,                         ,                     ,                 ,                    ,                    ,              ,                       ,                       ,                          ,                     ,                     ,                    ,                    ,                    ,                ,                         ,                    ,                      ,                         ,                  ,                           ,                       ,               ,                       ,                       ,                       ,                 ,                  ,                       ,                     ,                  ,                         ,                        ,                        ,                       ,                  ,                    ,                              ,                            ,                       ,                    ,                    ,                          ,                     ,                  ,                  ,                     ,                           ,                      ,                       ,                        ,                          ,                          ,                     ,                  ,                      ,from ODP Leg 122 SR Chapter 32 Table 1 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC25              ,              ,122, 761,B, 23,X, 3,  40.00,    192.6000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,A                   ,              ,                        ,C                      ,                ,R                 ,                   ,R                       ,R                      ,F                ,                     ,                    ,                    ,                         ,R                       ,                      ,C                          ,                   ,C                           ,                  ,R                    ,                         ,                ,C                       ,                       ,                        ,                   ,                  ,F                          ,                         ,                    ,                       ,                           ,R                     ,F                 ,                       ,                        ,                    ,                      ,                       ,R                       ,                 ,                        ,F                       ,                    ,R                     ,R                   ,                       ,R                     ,F                      ,                  ,                           ,              ,                      ,F                 ,R                               ,                   ,                ,R                      ,                             ,R                      ,                           ,                   ,                ,              ,R                      ,R                      ,R                     ,                     ,                      ,R                      ,R                           ,                             ,                        ,                        ,                      ,R                  ,R                           ,                            ,                       ,                        ,                     ,            ,                  ,                                 ,                    ,                         ,                     ,                 ,                    ,                    ,              ,                       ,                       ,                          ,                     ,                     ,                    ,                    ,                    ,                ,                         ,                    ,                      ,                         ,                  ,                           ,                       ,               ,                       ,                       ,                       ,                 ,                  ,                       ,                     ,                  ,                         ,                        ,                        ,                       ,                  ,                    ,                              ,                            ,                       ,                    ,                    ,                          ,                     ,                  ,                  ,                     ,                           ,                      ,                       ,                        ,                          ,                          ,                     ,                  ,                      ,from ODP Leg 122 SR Chapter 32 Table 1 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC25              ,              ,122, 761,B, 23,X, 4,  40.00,    194.1000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,C                   ,              ,R                       ,C                      ,                ,                  ,                   ,R                       ,R                      ,R                ,                     ,                    ,                    ,R                        ,                        ,                      ,C                          ,                   ,F                           ,                  ,                     ,                         ,                ,C                       ,                       ,                        ,                   ,                  ,F                          ,                         ,                    ,                       ,                           ,R                     ,F                 ,                       ,                        ,                    ,                      ,                       ,F                       ,R                ,R                       ,F                       ,                    ,                      ,F                   ,                       ,                      ,R                      ,                  ,                           ,              ,                      ,R                 ,R                               ,                   ,                ,R                      ,                             ,F                      ,                           ,                   ,                ,              ,                       ,                       ,                      ,                     ,                      ,R                      ,R                           ,                             ,                        ,                        ,                      ,R                  ,R                           ,                            ,R                      ,                        ,                     ,            ,                  ,                                 ,                    ,                         ,                     ,                 ,                    ,                    ,              ,                       ,                       ,                          ,                     ,                     ,                    ,                    ,                    ,                ,                         ,                    ,                      ,                         ,                  ,                           ,                       ,               ,                       ,                       ,                       ,                 ,                  ,                       ,                     ,                  ,                         ,                        ,                        ,                       ,                  ,                    ,                              ,                            ,                       ,                    ,                    ,                          ,                     ,                  ,                  ,                     ,                           ,                      ,                       ,                        ,                          ,                          ,                     ,                  ,                      ,from ODP Leg 122 SR Chapter 32 Table 1 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC25              ,              ,122, 761,B, 23,X, 5,  40.00,    195.6000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,C                   ,              ,                        ,C                      ,                ,                  ,                   ,R                       ,R                      ,                 ,                     ,                    ,                    ,F                        ,R                       ,                      ,C                          ,                   ,F                           ,                  ,                     ,                         ,                ,C                       ,                       ,                        ,                   ,                  ,C                          ,                         ,                    ,R                      ,                           ,R                     ,F                 ,                       ,                        ,                    ,                      ,R                      ,F                       ,                 ,                        ,R                       ,R                   ,R                     ,R                   ,R                      ,                      ,F                      ,                  ,                           ,              ,                      ,R                 ,                                ,                   ,                ,R                      ,                             ,R                      ,                           ,                   ,                ,              ,                       ,                       ,R                     ,                     ,                      ,R                      ,R                           ,                             ,                        ,                        ,                      ,R                  ,                            ,                            ,                       ,                        ,                     ,            ,                  ,                                 ,                    ,                         ,                     ,                 ,                    ,                    ,              ,                       ,                       ,                          ,                     ,                     ,                    ,                    ,                    ,                ,                         ,                    ,                      ,                         ,                  ,                           ,                       ,               ,                       ,                       ,                       ,                 ,                  ,                       ,                     ,                  ,                         ,                        ,                        ,                       ,                  ,                    ,                              ,                            ,                       ,                    ,                    ,                          ,                     ,                  ,                  ,                     ,                           ,                      ,                       ,                        ,                          ,                          ,                     ,                  ,                      ,from ODP Leg 122 SR Chapter 32 Table 1 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC25              ,              ,122, 761,B, 23,X,CC,  13.00,    196.6100,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,A                   ,              ,                        ,C                      ,                ,                  ,                   ,                        ,F                      ,F                ,                     ,                    ,                    ,                         ,R                       ,                      ,R                          ,                   ,C                           ,R                 ,                     ,                         ,                ,C                       ,                       ,                        ,                   ,                  ,F                          ,                         ,                    ,R                      ,                           ,R                     ,F                 ,                       ,                        ,                    ,                      ,R                      ,F                       ,                 ,                        ,R                       ,                    ,R                     ,R                   ,                       ,R                     ,R                      ,                  ,                           ,              ,                      ,C                 ,                                ,R                  ,R               ,R                      ,                             ,F                      ,                           ,                   ,                ,              ,                       ,                       ,R                     ,R                    ,                      ,R                      ,R                           ,                             ,                        ,                        ,                      ,R                  ,R                           ,R                           ,                       ,                        ,                     ,            ,                  ,                                 ,                    ,                         ,                     ,                 ,                    ,                    ,              ,                       ,                       ,                          ,                     ,                     ,                    ,                    ,                    ,                ,                         ,                    ,                      ,                         ,                  ,                           ,                       ,               ,                       ,                       ,                       ,                 ,                  ,                       ,                     ,                  ,                         ,                        ,                        ,                       ,                  ,                    ,                              ,                            ,                       ,                    ,                    ,                          ,                     ,                  ,                  ,                     ,                           ,                      ,                       ,                        ,                          ,                          ,                     ,                  ,                      ,from ODP Leg 122 SR Chapter 32 Table 1 back pocket
