Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
355-U1457C-80R-5-A,20,51,954.4,954.71,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,80,R,5,A,
355-U1457C-80R-5-A,51,76,954.71,954.96,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),90,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),10,clay,1,silt,2,,100,planar,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,80,R,5,A,
355-U1457C-80R-5-A,76,95,954.96,955.15,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,80,R,5,A,
355-U1457C-80R-5-A,95,121,955.15,955.41,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),80,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),20,clay,1,silt,2,,100,planar,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,80,R,5,A,
355-U1457C-80R-5-A,121,150,955.41,955.7,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1457,C,80,R,5,A,
355-U1457C-80R-6-A,0,19,955.7,955.89,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),60,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),40,clay,1,silt,2,,100,planar,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,80,R,6,A,
355-U1457C-80R-6-A,19,33,955.89,956.03,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,80,R,6,A,
355-U1457C-80R-6-A,33,55,956.03,956.25,,,claystone,,claystone,,burrows,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),80,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),20,clay,1,silt,2,,100,planar,gradational,sub-horizontal,medium bedded,,,,,slight,2,pyrite,,,,,,355,U1457,C,80,R,6,A,
355-U1457C-80R-6-A,55,68,956.25,956.38,,,claystone,,claystone,,burrows,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),90,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),10,clay,1,silt,2,,100,planar,gradational,sub-horizontal,medium bedded,,,,,sparse,1,,,,,,,355,U1457,C,80,R,6,A,
355-U1457C-80R-6-A,68,86,956.38,956.56,,,claystone,,claystone,,burrows,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),80,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),20,clay,1,silt,2,,100,planar,gradational,sub-horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1457,C,80,R,6,A,
355-U1457C-80R-6-A,86,100,956.56,956.7,,,claystone,,claystone,,burrows,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),90,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),10,clay,1,silt,2,,100,,,,medium bedded,,,,,sparse,1,,,,,,,355,U1457,C,80,R,6,A,
355-U1457C-80R-7-A,0,10,956.7,956.8,,,claystone,,claystone,,tilted bedding,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),90,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),10,clay,1,silt,2,,100,planar,sharp,inclined,medium bedded,,,,,,,,,,,,,355,U1457,C,80,R,7,A,
355-U1457C-80R-7-A,10,31,956.8,957.01,,,claystone,,claystone,,tilted bedding,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,inclined,medium bedded,,,,,,,pyrite,,,,,,355,U1457,C,80,R,7,A,
355-U1457C-80R-7-A,31,62,957.01,957.32,,,claystone,,claystone,,tilted bedding,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),90,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),10,clay,1,silt,2,,100,planar,sharp,inclined,medium bedded,,,,,,,,,,,,,355,U1457,C,80,R,7,A,
355-U1457C-80R-7-A,62,73,957.32,957.43,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,pyrite,,,,,,355,U1457,C,80,R,7,A,
355-U1457C-80R-CC-A,0,15,957.43,957.58,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1457,C,80,R,CC,A,
355-U1457C-81R-1-A,0,14,957.9,958.04,,,claystone,,claystone,,tilted bedding,dark bluish gray,GLEY 2 4/10BG (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,gradational,inclined,medium bedded,,,,,sparse,1,,,,,,,355,U1457,C,81,R,1,A,
355-U1457C-81R-1-A,14,70,958.04,958.6,,silty,claystone,,silty claystone,,tilted bedding,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,sharp,inclined,thickly bedded,,,,,,,,,,,,,355,U1457,C,81,R,1,A,
355-U1457C-81R-1-A,70,92,958.6,958.82,,,claystone,,claystone,,tilted bedding,dark bluish gray,GLEY 2 4/10BG (dark greenish gray),80,clay,1,clay,1,,,claystone,,claystone,claystone,claystone,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),20,clay,1,clay,1,,100,,sharp,inclined,medium bedded,,,,,sparse,1,,,,,,,355,U1457,C,81,R,1,A,
355-U1457C-81R-1-A,92,131,958.82,959.21,,,claystone,,claystone,,tilted bedding,dark bluish gray,GLEY 2 4/10BG (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,gradational,inclined,thickly bedded,,,,,moderate,3,pyrite,,,,,,355,U1457,C,81,R,1,A,
355-U1457C-81R-1-A,131,150,959.21,959.4,,,claystone,,claystone,,burrows,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,81,R,1,A,
355-U1457C-81R-2-A,0,19,959.4,959.59,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,medium bedded,,,,,,,pyrite,,,,,,355,U1457,C,81,R,2,A,
355-U1457C-81R-2-A,19,33,959.59,959.73,,,claystone,,claystone,,tilted bedding,dark bluish gray,GLEY 2 4/10BG (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,sharp,inclined,medium bedded,,,,,,,,,,,,,355,U1457,C,81,R,2,A,
355-U1457C-81R-2-A,33,49,959.73,959.89,,,claystone,,claystone,,tilted bedding,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,sharp,inclined,medium bedded,,,,,,,,,,,,,355,U1457,C,81,R,2,A,
355-U1457C-81R-2-A,49,62,959.89,960.02,,,claystone,,claystone,,tilted bedding,dark bluish gray,GLEY 2 4/10BG (dark greenish gray),80,clay,1,clay,1,,,claystone,,claystone,claystone,claystone,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),20,clay,1,clay,1,,100,,sharp,inclined,medium bedded,,,,,,,,,,,,,355,U1457,C,81,R,2,A,
355-U1457C-81R-2-A,62,96,960.02,960.36,,,claystone,,claystone,,Zoophycos,dark bluish gray,GLEY 2 4/10BG (dark greenish gray),50,clay,1,clay,1,,,claystone,,claystone,claystone,claystone,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),50,clay,1,clay,1,,100,,sharp,inclined,medium bedded,,,,,moderate,3,pyrite,,,,,,355,U1457,C,81,R,2,A,
355-U1457C-81R-2-A,96,150,960.36,960.9,,,claystone,,claystone,,Zoophycos,dark bluish gray,GLEY 2 4/10BG (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,,355,U1457,C,81,R,2,A,
355-U1457C-81R-3-A,0,9,960.9,960.99,,,claystone,,claystone,,tilted bedding,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,sharp,inclined,medium bedded,,,,,,,,,,,,,355,U1457,C,81,R,3,A,
355-U1457C-81R-3-A,9,45,960.99,961.35,,,claystone,,claystone,,tilted bedding,dark bluish gray,GLEY 2 4/10BG (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,gradational,inclined,medium bedded,,,,,slight,2,,,,,,,355,U1457,C,81,R,3,A,
355-U1457C-81R-3-A,45,69,961.35,961.59,,silty,claystone,,silty claystone,,tilted bedding,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,scoured,inclined,medium bedded,,,,,,,,,,,,,355,U1457,C,81,R,3,A,
355-U1457C-81R-3-A,69,85,961.59,961.75,,,claystone,,claystone,,tilted bedding,dark bluish gray,GLEY 2 4/10BG (dark greenish gray),,clay,1,clay,1,,,claystone,,claystone,claystone,claystone,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),50,clay,1,clay,1,,50,,sharp,inclined,medium bedded,,,,,,,,,,,,,355,U1457,C,81,R,3,A,
355-U1457C-81R-3-A,85,150,961.75,962.4,,,claystone,,claystone,,,dark bluish gray,GLEY 2 4/10BG (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,pyrite,,,,,,355,U1457,C,81,R,3,A,
355-U1457C-81R-4-A,0,35,962.4,962.75,,,claystone,,claystone,,tilted bedding,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,sharp,inclined,thickly bedded,,,,,,,pyrite,,,,,,355,U1457,C,81,R,4,A,
355-U1457C-81R-4-A,35,98,962.75,963.38,,,claystone,,claystone,,tilted bedding,dark bluish gray,GLEY 2 4/10BG (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,sharp,inclined,thickly bedded,,,,,,,,,,,,,355,U1457,C,81,R,4,A,
355-U1457C-81R-4-A,98,122,963.38,963.62,,,claystone,,claystone,,tilted bedding,dark gray,GLEY 1 3/10Y (very dark greenish gray),80,clay,1,clay,1,,,claystone,,claystone,claystone,claystone,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),20,clay,1,clay,1,,100,,sharp,inclined,medium bedded,,,,,sparse,1,,,,,,,355,U1457,C,81,R,4,A,
355-U1457C-81R-4-A,122,150,963.62,963.9,,,claystone,,claystone,,,dark bluish gray,GLEY 2 4/10BG (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,sparse,1,pyrite,,,,,,355,U1457,C,81,R,4,A,
355-U1457C-81R-5-A,0,92,963.9,964.82,,,claystone,,claystone,,,dark bluish gray,GLEY 2 4/10BG (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,gradational,sub-horizontal,thickly bedded,,,,,,,pyrite,,,,,,355,U1457,C,81,R,5,A,
355-U1457C-81R-5-A,92,128,964.82,965.18,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),60,clay,1,clay,1,,,claystone,,claystone,claystone,claystone,dark bluish gray,GLEY 2 4/10BG (dark greenish gray),40,clay,1,clay,1,,100,,sharp,sub-horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,C,81,R,5,A,
355-U1457C-81R-5-A,128,150,965.18,965.4,,,claystone,,claystone,,,dark bluish gray,GLEY 2 4/10BG (dark greenish gray),80,clay,1,clay,1,,,claystone,,claystone,claystone,claystone,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),20,clay,1,clay,1,,100,,,,medium bedded,,,,,,,,,,,,,355,U1457,C,81,R,5,A,
355-U1457C-81R-6-A,0,31,965.4,965.71,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),60,clay,1,clay,1,,silty,claystone,with nannofossils,silty claystone,silty claystone with nannofossils,claystone with nannofossils,dark gray,GLEY 1 4/10Y (dark greenish gray),40,clay,1,silt,2,,100,irregular,scoured,horizontal,medium bedded,,,,,,,pyrite,,,,,,355,U1457,C,81,R,6,A,
355-U1457C-81R-6-A,31,59,965.71,965.99,,silty,claystone,with nannofossils,silty claystone with nannofossils,,tilted bedding,dark gray,GLEY 1 4/10Y (dark greenish gray),70,clay,1,silt,2,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),30,silt,2,silt,2,,100,,sharp,inclined,medium bedded,,,,,,,pyrite,,,,,,355,U1457,C,81,R,6,A,
355-U1457C-81R-6-A,59,150,965.99,966.9,,,claystone,,claystone,,,dark bluish gray,GLEY 2 4/10BG (dark greenish gray),80,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark bluish gray,GLEY 2 4/10BG (dark greenish gray),20,clay,1,silt,2,,100,,,,thickly bedded,,,,,sparse,1,,,,,,,355,U1457,C,81,R,6,A,
355-U1457C-81R-7-A,0,62,966.9,967.52,,,claystone,,claystone,,,dark bluish gray,GLEY 2 4/10BG (dark greenish gray),60,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark bluish gray,GLEY 2 4/10BG (dark greenish gray),40,clay,1,silt,2,,100,,,,thickly bedded,,,,,,,,,,,,,355,U1457,C,81,R,7,A,
355-U1457C-82R-1-A,0,24,967.6,967.84,,,claystone,,claystone,,tilted bedding,dark green,GLEY 1 3/10GY (very dark greenish gray),70,clay,1,silt,2,,sandy,siltstone,with calcite,sandy siltstone,sandy siltstone with calcite,siltstone with calcite,light gray,GLEY 1 6/10Y (greenish gray),30,silt,2,very fine sand,3,,100,erosive,sharp,inclined,thinly bedded,,,,,,,,,,,,,355,U1457,C,82,R,1,A,
355-U1457C-82R-1-A,24,39,967.84,967.99,,,claystone,,claystone,,tilted bedding,dark gray,GLEY 1 4/10GY (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,wavy,sub-horizontal,thinly bedded,,,,,,,pyrite,,,,,,355,U1457,C,82,R,1,A,
355-U1457C-82R-1-A,39,60,967.99,968.2,,sandy,siltstone,with calcite,sandy siltstone with calcite,,tilted bedding,light gray,GLEY 1 6/10Y (greenish gray),,silt,2,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,inclined,medium bedded,,,,,,,,,,,,,355,U1457,C,82,R,1,A,
355-U1457C-82R-1-A,60,150,968.2,969.1,,sandy,siltstone,with calcite,sandy siltstone with calcite,,tilted bedding,light gray,GLEY 1 6/10Y (greenish gray),70,silt,2,very fine sand,3,,,claystone,,claystone,claystone,claystone,dark green,GLEY 1 3/10GY (very dark greenish gray),30,silt,2,silt,2,,100,erosive,sharp,inclined,thinly bedded,,,,,,,,,,,,,355,U1457,C,82,R,1,A,
355-U1457C-82R-2-A,0,112,969.1,970.22,,sandy,siltstone,with calcite,sandy siltstone with calcite,,,light gray,GLEY 1 6/10Y (greenish gray),90,silt,2,very fine sand,3,,,claystone,,claystone,claystone,claystone,dark green,GLEY 1 3/10GY (very dark greenish gray),10,clay,1,silt,2,,100,erosive,sharp,sub-horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,82,R,2,A,
355-U1457C-82R-2-A,112,129,970.22,970.39,,,claystone,,claystone,,,dark green,GLEY 1 3/10GY (very dark greenish gray),60,clay,1,silt,2,,sandy,siltstone,with calcite,sandy siltstone,sandy siltstone with calcite,siltstone with calcite,light gray,GLEY 1 6/10Y (greenish gray),40,silt,2,very fine sand,3,,100,erosive,sharp,sub-horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,82,R,2,A,
355-U1457C-82R-2-A,129,150,970.39,970.6,,,claystone,,claystone,,,dark green,GLEY 1 3/10GY (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,82,R,2,A,
355-U1457C-82R-3-A,0,11,970.6,970.71,,sandy,siltstone,with calcite,sandy siltstone with calcite,,,light gray,GLEY 1 6/10Y (greenish gray),80,silt,2,very fine sand,3,,,claystone,,claystone,claystone,claystone,dark green,GLEY 1 3/10GY (very dark greenish gray),20,clay,1,silt,2,,100,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,82,R,3,A,
355-U1457C-82R-3-A,11,74,970.71,971.34,,,claystone,,claystone,,,dark green,GLEY 1 3/10GY (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,82,R,3,A,
355-U1457C-82R-3-A,74,124,971.34,971.84,,sandy,siltstone,with calcite,sandy siltstone with calcite,,,light gray,GLEY 1 6/10Y (greenish gray),,silt,2,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,,,,,,,pyrite,,,,,,355,U1457,C,82,R,3,A,
355-U1457C-82R-3-A,124,150,971.84,972.1,,sandy,siltstone,with calcite,sandy siltstone with calcite,,,light gray,GLEY 1 6/10Y (greenish gray),70,silt,2,very fine sand,3,,,claystone,,claystone,claystone,claystone,dark green,GLEY 1 3/10GY (very dark greenish gray),30,clay,1,silt,2,,100,,,,thinly bedded,,,,,,,pyrite,,,,,,355,U1457,C,82,R,3,A,
355-U1457C-82R-4-A,0,46,972.1,972.56,,,claystone,,claystone,,tilted bedding,dark green,GLEY 1 3/10GY (very dark greenish gray),80,clay,1,silt,2,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/10GY (dark greenish gray),20,clay,1,silt,2,,100,erosive,sharp,inclined,thinly bedded,,,,,,,pyrite,,,,,,355,U1457,C,82,R,4,A,
355-U1457C-82R-4-A,46,73,972.56,972.83,,silty,claystone,with nannofossils,silty claystone with nannofossils,,tilted bedding,green,GLEY 1 5/10GY (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,inclined,thinly bedded,,,,,,,pyrite,,,,,,355,U1457,C,82,R,4,A,
355-U1457C-82R-4-A,73,86,972.83,972.96,,,claystone,,claystone,,tilted bedding,dark green,GLEY 1 3/10GY (very dark greenish gray),90,clay,1,silt,2,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/10GY (dark greenish gray),10,clay,1,silt,2,,100,bioturbated,bioturbated,inclined,thinly bedded,,,,,,,,,,,,,355,U1457,C,82,R,4,A,
355-U1457C-82R-4-A,86,101,972.96,973.11,,silty,claystone,,silty claystone,,tilted bedding,dark gray,GLEY 1 4/10GY (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,pyrite,,,,,,355,U1457,C,82,R,4,A,
355-U1457C-82R-5-A,0,49,973.11,973.6,,,claystone,,claystone,,tilted bedding,dark green,GLEY 1 3/10GY (very dark greenish gray),90,clay,1,silt,2,,sandy,siltstone,with calcite,sandy siltstone,sandy siltstone with calcite,siltstone with calcite,light gray,GLEY 1 6/10Y (greenish gray),10,silt,2,very fine sand,3,,100,erosive,sharp,sub-horizontal,medium bedded,,,,,,,pyrite,,,,,,355,U1457,C,82,R,5,A,
355-U1457C-82R-5-A,49,77,973.6,973.88,,silty,claystone,with nannofossils,silty claystone with nannofossils,,tilted bedding,green,GLEY 1 5/10GY (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,inclined,thinly bedded,,,,,,,,,,,,,355,U1457,C,82,R,5,A,
355-U1457C-82R-5-A,77,94,973.88,974.05,,,claystone,,claystone,,tilted bedding,dark green,GLEY 1 3/10GY (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,82,R,5,A,
355-U1457C-82R-CC-A,0,14,974.05,974.19,,,claystone,,claystone,,tilted bedding,dark green,GLEY 1 3/10GY (very dark greenish gray),70,clay,1,silt,2,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/10GY (dark greenish gray),30,clay,1,silt,2,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,82,R,CC,A,
355-U1457C-83R-1-A,0,8,977.3,977.38,,silty,claystone,,silty claystone,,,bluish gray,GLEY 1 4/5G (dark greenish gray),70,clay,1,silt,2,,silty,claystone,,silty claystone,silty claystone,claystone,bluish gray,GLEY 1 4/5G (dark greenish gray),30,clay,1,silt,2,,100,gradational,gradational,horizontal,thinly bedded,,,,,slight,2,,,,,,,355,U1457,C,83,R,1,A,
355-U1457C-83R-1-A,8,22,977.38,977.52,,,claystone,,claystone,,,dark green,GLEY 1 3/10GY (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,83,R,1,A,
355-U1457C-83R-1-A,22,36,977.52,977.66,,silty,claystone,with nannofossils,silty claystone with nannofossils,,,green,GLEY 1 5/10Y (greenish gray),80,clay,1,silt,2,,silty,claystone,,silty claystone,silty claystone,claystone,bluish gray,GLEY 1 4/5G (dark greenish gray),20,clay,1,silt,2,,100,gradational,gradational,horizontal,thickly bedded,,,,,slight,2,pyrite,,,,,,355,U1457,C,83,R,1,A,
355-U1457C-83R-1-A,36,97,977.66,978.27,,,claystone,,claystone,,,dark green,GLEY 1 3/10GY (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thinly bedded,,,,,slight,2,,,,,,,355,U1457,C,83,R,1,A,
355-U1457C-83R-1-A,97,105,978.27,978.35,,sandy,siltstone,with calcite,sandy siltstone with calcite,,,green,GLEY 1 5/10GY (greenish gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,83,R,1,A,
355-U1457C-83R-1-A,105,149,978.35,978.79,,silty,claystone,,silty claystone,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,slight,2,,,,,,,355,U1457,C,83,R,1,A,
355-U1457C-83R-2-A,0,60,978.79,979.39,,silty,claystone,,silty claystone,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1457,C,83,R,2,A,
355-U1457C-83R-2-A,60,78,979.39,979.57,,,claystone,,claystone,,,dark green,GLEY 1 3/10GY (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,slight,2,pyrite,,,,,,355,U1457,C,83,R,2,A,
355-U1457C-83R-2-A,78,116,979.57,979.95,,silty,claystone,with nannofossils,silty claystone with nannofossils,,,green,GLEY 1 5/10Y (greenish gray),90,clay,1,silt,2,,silty,claystone,,silty claystone,silty claystone,claystone,bluish gray,GLEY 1 4/5G (dark greenish gray),10,clay,1,silt,2,,100,erosive,sharp,horizontal,medium bedded,,,,,slight,2,pyrite,,,,,,355,U1457,C,83,R,2,A,
355-U1457C-83R-2-A,116,150,979.95,980.29,,,claystone,,claystone,,,dark green,GLEY 1 3/10GY (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,pyrite,,,,,,355,U1457,C,83,R,2,A,
355-U1457C-83R-3-A,0,19,980.29,980.48,,silty,claystone,,silty claystone,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,,,,,slight,2,,,,,,,355,U1457,C,83,R,3,A,
355-U1457C-83R-3-A,19,42,980.48,980.71,,,claystone,,claystone,,,dark green,GLEY 1 3/10GY (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,83,R,3,A,
355-U1457C-83R-3-A,42,74,980.71,981.03,,silty,claystone,with nannofossils,silty claystone with nannofossils,,,green,GLEY 1 5/10Y (greenish gray),80,clay,1,silt,2,,silty,claystone,,silty claystone,silty claystone,claystone,bluish gray,GLEY 1 4/5G (dark greenish gray),20,clay,1,silt,2,,100,erosive,sharp,horizontal,thinly bedded,,,,,slight,2,pyrite,,,,,,355,U1457,C,83,R,3,A,
355-U1457C-83R-3-A,74,97,981.03,981.26,,,claystone,,claystone,,,dark green,GLEY 1 3/10GY (very dark greenish gray),70,clay,1,silt,2,,silty,claystone,with nannofossils,silty claystone,silty claystone with nannofossils,claystone with nannofossils,green,GLEY 1 5/10Y (greenish gray),30,clay,1,silt,2,,100,erosive,sharp,horizontal,thinly bedded,,,,,slight,2,,,,,,,355,U1457,C,83,R,3,A,
355-U1457C-83R-3-A,97,121,981.26,981.5,,,claystone,,claystone,,,dark green,GLEY 1 3/10GY (very dark greenish gray),80,clay,1,silt,2,,silty,claystone,,silty claystone,silty claystone,claystone,bluish gray,GLEY 1 4/5G (dark greenish gray),20,clay,1,silt,2,,100,erosive,sharp,horizontal,thinly bedded,,,,,slight,2,pyrite,,,,,,355,U1457,C,83,R,3,A,
