dupes and comments,Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance type,Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. color,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Lith. comment,Clast lithology,Clast size,Clast morphology (shape),Clast sorting,Clast color,Clast roundness,Clast roundness rank,Clast lithology comment,Matrix sorting,Clast/matrix texture,Matrix comment,Bioturbation intensity,Bioturbation intensity rank,General comment,File Data,Ship File Links,Shore File Links,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
,344-U1380C-9R-4-A,344,U1380,C,9,9-4,R,4,A,88,90,510.56,510.58,,,,sandy-silty [Leg339],tephra [FS84],,10Y 4/1 (dark greenish gray),sandy-silty   tephra ,sandy-silty  tephra ,fine sand [W22_2],4,fine sand [W22_2],4,"about one 1 cm, slightly lithified, light grey-color",,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,,
,344-U1380C-9R-4-A,344,U1380,C,9,9-4,R,4,A,90,150,510.58,511.18,fractured,moderate to high [drilling disturbance],5,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,silt [W22_1],2,silt [W22_1],2,rare disseminated pyrite,,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,,
,344-U1380C-9R-5-A,344,U1380,C,9,9-5,R,5,A,0,101,511.18,512.19,fractured,moderate to high [drilling disturbance],5,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,fine sand [W22_2],4,rare disseminated pyrite,,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,,
,344-U1380C-9R-6-A,344,U1380,C,9,9-6,R,6,A,0,72,512.19,512.91,fractured,moderate [drilling disturbance],4,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,fine sand [W22_2],4,rare disseminated pyrite,,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,,
,344-U1380C-9R-6-A,344,U1380,C,9,9-6,R,6,A,72,109,512.91,513.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,
,344-U1380C-9R-7-A,344,U1380,C,9,9-7,R,7,A,0,70,513.28,513.98,fractured,moderate to high [drilling disturbance],5,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,fine sand [W22_2],4,rare disseminated pyrite,,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,,
,344-U1380C-9R-CC-A,344,U1380,C,9,9-CC,R,CC,A,0,7,513.98,514.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,All to PAL,,,,,,,
,344-U1380C-10R-1-A,344,U1380,C,10,10-1,R,1,A,0,100,515.6,516.6,fractured,moderate to high [drilling disturbance],5,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,"in-situ fractures with opening, rare disseminated pyrite, calcareous fossils, with occasional cm-thick schlieren of silt  embedded in clay",,,,,,,,,well [BP01],,,common [B06],4,,,,,,,,
,344-U1380C-10R-2-A,344,U1380,C,10,10-2,R,2,A,0,5,516.6,516.65,fractured,moderate to high [drilling disturbance],5,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,"in-situ fractures with opening, rare disseminated pyrite, some more calcareous fossils, diffuse carbonate nodule between 12-15 cm depth; surrounding claystone contains some carbonaceous component ",,,,,,,,,moderately well [BP01],,,slight [B06],2,fracturing concentrates in two zones between 5-10 cm and 23-31 cm,,,,,,,
,344-U1380C-10R-2-A,344,U1380,C,10,10-2,R,2,A,5,10,516.65,516.7,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-10R-2-A,344,U1380,C,10,10-2,R,2,A,10,16,516.7,516.76,fractured,moderate to high [drilling disturbance],5,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,"in-situ fractures with opening, rare disseminated pyrite, some more calcareous fossils, diffuse carbonate nodule between 12-15 cm depth; surrounding claystone contains some carbonaceous component ",,,,,,,,,moderately well [BP01],,,slight [B06],2,fracturing concentrates in two zones between 5-10 cm and 23-31 cm,,,,,,,
,344-U1380C-10R-2-A,344,U1380,C,10,10-2,R,2,A,16,30,516.76,516.9,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-10R-2-A,344,U1380,C,10,10-2,R,2,A,30,34,516.9,516.94,fractured,moderate to high [drilling disturbance],5,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,"in-situ fractures with opening, rare disseminated pyrite, some more calcareous fossils, diffuse carbonate nodule between 12-15 cm depth; surrounding claystone contains some carbonaceous component ",,,,,,,,,moderately well [BP01],,,slight [B06],2,fracturing concentrates in two zones between 5-10 cm and 23-31 cm,,,,,,,
,344-U1380C-10R-2-A,344,U1380,C,10,10-2,R,2,A,34,65,516.94,517.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,
,344-U1380C-10R-3-A,344,U1380,C,10,10-3,R,3,A,0,10,517.25,517.35,fractured,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine sand [W22_2],4,"in-situ fractures with opening; occasional schlieren of fine sand, rare disseminated pyrite, some more calcareous fossils, ",,,,,,,,,moderate [BP01],,,common [B06],4,fracturing concentrates in two zones between 5-10 cm and 23-31 cm,,,,,,,
,344-U1380C-10R-3-A,344,U1380,C,10,10-3,R,3,A,10,12,517.35,517.37,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-10R-3-A,344,U1380,C,10,10-3,R,3,A,12,150,517.37,518.75,fractured,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine sand [W22_2],4,"in-situ fractures with opening; occasional schlieren of fine sand, rare disseminated pyrite, some more calcareous fossils, ",,,,,,,,,moderate [BP01],,,common [B06],4,fracturing concentrates in two zones between 5-10 cm and 23-31 cm,,,,,,,
,344-U1380C-10R-4-A,344,U1380,C,10,10-4,R,4,A,0,53,518.75,519.28,fractured,moderate to high [drilling disturbance],5,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,"in-situ fractures with opening; rare disseminated pyrite, some more calcareous fossils",,,,,,,,,moderately well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-10R-4-A,344,U1380,C,10,10-4,R,4,A,53,78,519.28,519.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,
,344-U1380C-10R-5-A,344,U1380,C,10,10-5,R,5,A,0,150,519.53,521.03,fractured,moderate to high [drilling disturbance],5,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,"in-situ fractures with opening; disseminated calcareous fossils and pyrite, also associated with fossils",,,,,,,,,moderately well [BP01],,,common [B06],4,,,,,,,,
,344-U1380C-10R-6-A,344,U1380,C,10,10-6,R,6,A,0,64,521.03,521.67,fractured,moderate to high [drilling disturbance],5,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,"in-situ fractures with opening; disseminated calcareous fossils and pyrite, also associated with fossils",,,,,,,,,moderately well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-10R-6-A,344,U1380,C,10,10-6,R,6,A,64,90,521.67,521.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,
,344-U1380C-10R-7-A,344,U1380,C,10,10-7,R,7,A,0,62,521.93,522.55,fractured,moderate to high [drilling disturbance],5,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,few in-situ fractures with opening; disseminated calcareous fossils and very rare pyrite,,,,,,,,,moderately well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-10R-7-A,344,U1380,C,10,10-7,R,7,A,62,72,522.55,522.65,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-10R-7-A,344,U1380,C,10,10-7,R,7,A,72,81,522.65,522.74,fractured,moderate to high [drilling disturbance],5,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,few in-situ fractures with opening; disseminated calcareous fossils and very rare pyrite,,,,,,,,,moderately well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-10R-CC-A,344,U1380,C,10,10-CC,R,CC,A,0,15,522.74,522.89,fragmented,destroyed [drilling disturbance],8,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,few in-situ fractures with opening; disseminated calcareous fossils and very rare pyrite,,,,,,,,,moderately well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-10R-CC-A,344,U1380,C,10,10-CC,R,CC,A,15,20,522.89,522.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,
,344-U1380C-11R-1-A,344,U1380,C,11,11-1,R,1,A,0,80,525.3,526.1,fractured,slight [drilling disturbance],2,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,disseminated calcareous fossils and very rare pyrite,,,,,,,,,moderately well [BP01],,,moderate [B06],3,"highly fractured zone from15 to 32cm
fractures from 47 to 46 cm",,,,,,,
,344-U1380C-11R-2-A,344,U1380,C,11,11-2,R,2,A,0,26,526.1,526.36,,minimal [drilling disturbance],1,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,rare disseminated calcareous fossils,,,,,,,,,moderately well [BP01],,,moderate [B06],3,opened fractures disseminated throughout the section. Highly fractured zones from 17 to 21 an 26 to 28 cm. ,,,,,,,
,344-U1380C-11R-2-A,344,U1380,C,11,11-2,R,2,A,26,49,526.36,526.59,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-11R-2-A,344,U1380,C,11,11-2,R,2,A,49,53,526.59,526.63,,minimal [drilling disturbance],1,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,rare disseminated calcareous fossils,,,,,,,,,moderately well [BP01],,,moderate [B06],3,opened fractures disseminated throughout the section. Highly fractured zones from 17 to 21 an 26 to 28 cm. ,,,,,,,
,344-U1380C-11R-2-A,344,U1380,C,11,11-2,R,2,A,53,55,526.63,526.65,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-11R-2-A,344,U1380,C,11,11-2,R,2,A,55,59,526.65,526.69,,minimal [drilling disturbance],1,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,rare disseminated calcareous fossils,,,,,,,,,moderately well [BP01],,,moderate [B06],3,opened fractures disseminated throughout the section. Highly fractured zones from 17 to 21 an 26 to 28 cm. ,,,,,,,
,344-U1380C-11R-2-A,344,U1380,C,11,11-2,R,2,A,59,89,526.69,526.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,
,344-U1380C-11R-3-A,344,U1380,C,11,11-3,R,3,A,0,18,526.99,527.17,,minimal [drilling disturbance],1,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,section highly fractured,,,,,,,
,344-U1380C-11R-3-A,344,U1380,C,11,11-3,R,3,A,18,21,527.17,527.2,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-11R-3-A,344,U1380,C,11,11-3,R,3,A,21,34,527.2,527.33,,minimal [drilling disturbance],1,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,section highly fractured,,,,,,,
,344-U1380C-11R-3-A,344,U1380,C,11,11-3,R,3,A,34,38,527.33,527.37,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-11R-3-A,344,U1380,C,11,11-3,R,3,A,38,150,527.37,528.49,,minimal [drilling disturbance],1,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,section highly fractured,,,,,,,
,344-U1380C-11R-4-A,344,U1380,C,11,11-4,R,4,A,0,68,528.49,529.17,,minimal [drilling disturbance],1,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,disseminated calcareous fossils ,,,,,,,,,moderate [BP01],,,moderate [B06],3,Highly fractured zones from 0 to 21 16-19 and 30 to 38 cm. ,,,,,,,
,344-U1380C-11R-4-A,344,U1380,C,11,11-4,R,4,A,68,105,529.17,529.54,,minimal [drilling disturbance],1,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,
,344-U1380C-11R-5-A,344,U1380,C,11,11-5,R,5,A,0,51,529.54,530.05,,minimal [drilling disturbance],1,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,disseminated calcareous fossils ,,,,,,,,,moderate [BP01],,,moderate [B06],3,"opened fractures disseminated throughout the section. Highly fractured zones from 17 to 22, 35 to 40 and 49-53 cm. ",,,,,,,
,344-U1380C-11R-5-A,344,U1380,C,11,11-5,R,5,A,51,54,530.05,530.08,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-11R-5-A,344,U1380,C,11,11-5,R,5,A,54,101,530.08,530.55,,minimal [drilling disturbance],1,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,disseminated calcareous fossils ,,,,,,,,,moderate [BP01],,,moderate [B06],3,"opened fractures disseminated throughout the section. Highly fractured zones from 17 to 22, 35 to 40 and 49-53 cm. ",,,,,,,
,344-U1380C-11R-6-A,344,U1380,C,11,11-6,R,6,A,0,71,530.55,531.26,,minimal [drilling disturbance],1,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,disseminated calcareous fossils ,,,,,,,,,moderate [BP01],,,moderate [B06],3,opened fractures disseminated throughout the section. Highly fractured zone from 41 to 45 cm. ,,,,,,,
,344-U1380C-11R-CC-A,344,U1380,C,11,11-CC,R,CC,A,0,10,531.26,531.36,fractured,slight [drilling disturbance],2,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,bioclastes,,,,,,,,,moderate [BP01],,,moderate [B06],3,,,,,,,,
,344-U1380C-11R-CC-A,344,U1380,C,11,11-CC,R,CC,A,10,15,531.36,531.41,,,,,,,,,,,,,,,,,,,,,,,,,,,3,IW,,,,,,,
,344-U1380C-12R-1-A,344,U1380,C,12,12-1,R,1,A,0,137,535,536.37,fractured,high [drilling disturbance],6,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,"bioclasts and rare  disseminated pyrite, section is strongly fractured in upper half

",,,,,,,,,moderate [BP01],,,slight [B06],2,in-situ factures and drilling disturbance high in upper half of section,,,,,,,
,344-U1380C-12R-1-A,344,U1380,C,12,12-1,R,1,A,137,150,536.37,536.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,
,344-U1380C-12R-2-A,344,U1380,C,12,12-2,R,2,A,0,79,536.5,537.29,fractured,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine silt [W22_2],3,few bioclasts and rare  disseminated pyrite,,,,,,,,,well [BP01],,,common [B06],4,,,,,,,,
,344-U1380C-12R-2-A,344,U1380,C,12,12-2,R,2,A,79,113,537.29,537.63,"
""",,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,
,344-U1380C-12R-3-A,344,U1380,C,12,12-3,R,3,A,0,59,537.63,538.22,fractured,moderate [drilling disturbance],4,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,"few disseminated bioclasts
",,,,,,,,,well [BP01],,,common [B06],4,highly fractured between 30-35 cm; fractures in section may be both induced by drilling and of tectonic origin,,,,,,,
,344-U1380C-12R-3-A,344,U1380,C,12,12-3,R,3,A,59,71,538.22,538.34,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-12R-3-A,344,U1380,C,12,12-3,R,3,A,71,82,538.34,538.45,fractured,moderate [drilling disturbance],4,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,"few disseminated bioclasts
",,,,,,,,,well [BP01],,,common [B06],4,highly fractured between 30-35 cm; fractures in section may be both induced by drilling and of tectonic origin,,,,,,,
,344-U1380C-12R-3-A,344,U1380,C,12,12-3,R,3,A,82,101,538.45,538.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,
,344-U1380C-12R-4-A,344,U1380,C,12,12-4,R,4,A,0,79,538.64,539.43,fractured,minimal [drilling disturbance],1,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,few disseminated bioclasts and pyrite,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-12R-4-A,344,U1380,C,12,12-4,R,4,A,79,108,539.43,539.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,
,344-U1380C-12R-5-A,344,U1380,C,12,12-5,R,5,A,0,102,539.72,540.74,fractured,minimal [drilling disturbance],1,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,"few disseminated bioclasts
",,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-12R-6-A,344,U1380,C,12,12-6,R,6,A,0,78,540.74,541.52,fractured,moderate [drilling disturbance],4,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,few disseminated bioclasts,,,,,,,,,well [BP01],,,common [B06],4,,,,,,,,
,344-U1380C-12R-6-A,344,U1380,C,12,12-6,R,6,A,78,93,541.52,541.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yamamoto structural whole round sample,,,,,,,
,344-U1380C-12R-6-A,344,U1380,C,12,12-6,R,6,A,93,110,541.67,541.84,fractured,minimal [drilling disturbance],1,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,few disseminated bioclasts,,,,,,,,,well [BP01],,,common [B06],4,,,,,,,,
,344-U1380C-12R-7-A,344,U1380,C,12,12-7,R,7,A,0,49,541.84,542.33,fractured,moderate [drilling disturbance],4,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,few disseminate bioclasts,,,,,,,,,well [BP01],,,moderate [B06],3,,,,,,,,
,344-U1380C-12R-7-A,344,U1380,C,12,12-7,R,7,A,49,60,542.33,542.44,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-12R-7-A,344,U1380,C,12,12-7,R,7,A,60,73,542.44,542.57,fractured,minimal [drilling disturbance],1,calcareous,siltstone [USGS],with clay [Leg339],10GY 3/1 (very dark greenish gray),calcareous  siltstone,calcareous siltstone with clay [Leg339],silt [W22_1],2,silt [W22_1],2,zone contains several carbonate-rich layers distributed in cm-thick schlieren,,,,,,,,,well [BP01],,,,,,,,,,,,
,344-U1380C-12R-7-A,344,U1380,C,12,12-7,R,7,A,73,122,542.57,543.06,fractured,minimal [drilling disturbance],1,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,"few disseminated bioclasts; at 99 and 107 cm contain a highly fractured zone, presumably containing probably palagonite",,,,,,,,,well [BP01],,,,,,,,,,,,
,344-U1380C-12R-8-A,344,U1380,C,12,12-8,R,8,A,0,24,543.06,543.3,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-12R-8-A,344,U1380,C,12,12-8,R,8,A,24,33,543.3,543.39,fractured,minimal [drilling disturbance],1,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,few disseminated bioclasts at 15 cm presumably containing probably palagonite between 13 and 17cm,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-12R-8-A,344,U1380,C,12,12-8,R,8,A,33,36,543.39,543.42,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-12R-8-A,344,U1380,C,12,12-8,R,8,A,36,50,543.42,543.56,fractured,minimal [drilling disturbance],1,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,few disseminated bioclasts at 15 cm presumably containing probably palagonite between 13 and 17cm,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-12R-8-A,344,U1380,C,12,12-8,R,8,A,50,52,543.56,543.58,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-12R-8-A,344,U1380,C,12,12-8,R,8,A,52,57,543.58,543.63,fractured,minimal [drilling disturbance],1,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,few disseminated bioclasts at 15 cm presumably containing probably palagonite between 13 and 17cm,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-12R-8-A,344,U1380,C,12,12-8,R,8,A,57,58,543.63,543.64,fractured,minimal [drilling disturbance],1,sandy,clay [USGS],,10GY 3/1 (very dark greenish gray),sandy  clay ,sandy clay ,clay [W22_2],1,sand [W22_1],3,orientated shell fragments paralell to fracturing,,,,,,,,,moderate [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-12R-8-A,344,U1380,C,12,12-8,R,8,A,58,62,543.64,543.68,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-12R-8-A,344,U1380,C,12,12-8,R,8,A,62,92,543.68,543.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,
,344-U1380C-12R-9-A,344,U1380,C,12,12-9,R,9,A,0,51,543.98,544.49,fractured,minimal [drilling disturbance],1,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,few disseminated bioclasts at 15 cm presumably containing probably palagonite between 13 and 17cm,carbonaceous mudstone [X344S],cobble [W22_2],elongate,,10Y 5/1 (greenish gray),rounded,5,,well [BP01],,,slight [B06],2,A carbonate conctretion fills the entire first 15 cm of the core,,,,,,,
,344-U1380C-12R-9-A,344,U1380,C,12,12-9,R,9,A,51,54,544.49,544.52,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-12R-9-A,344,U1380,C,12,12-9,R,9,A,54,74,544.52,544.72,fractured,minimal [drilling disturbance],1,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,few disseminated bioclasts at 15 cm presumably containing probably palagonite between 13 and 17cm,carbonaceous mudstone [X344S],cobble [W22_2],elongate,,10Y 5/1 (greenish gray),rounded,5,,well [BP01],,,slight [B06],2,A carbonate conctretion fills the entire first 15 cm of the core,,,,,,,
,344-U1380C-12R-CC-A,344,U1380,C,12,12-CC,R,CC,A,0,27,544.72,544.99,fractured,destroyed [drilling disturbance],8,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-13R-1-A,344,U1380,C,13,13-1,R,1,A,0,57,544.7,545.27,fractured,destroyed [drilling disturbance],8,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,well [BP01],,,sparse [B06],1,"Massive very dark greenish gray clayey siltstone with a well sorted matrix of feldspars, hornblende, quartz and accesory actinolite and biotite.  Interlayered 1.5 cm thick sandy horizon at 57 to 58 cm.  Some diatom fragments but nannofossils have become more sparse in general.  Disseminated shell fragments throughout core. Lower half of the core is extremely fractured along foliation planes which are only mm thick",,,,,,,
,344-U1380C-13R-1-A,344,U1380,C,13,13-1,R,1,A,57,58,545.27,545.28,,,,,sandstone [USGS],,10G 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,,,,,,,,,,,,,
