Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
369-U1516C-18R-2-A,0.0,151.0,351.1,352.61,,,,,,nannofossil chalk,with sponge spicules,nannofossil chalk with sponge spicules,,,2.5Y 9/1 (white),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with sponge spicules,,,,369,U1516,C,18,R,2,A,,,
369-U1516C-18R-3-A,0.0,149.0,352.61,354.1,,,,,,nannofossil chalk,with sponge spicules,nannofossil chalk with sponge spicules,,,2.5Y 9/1 (white),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with sponge spicules,,,,369,U1516,C,18,R,3,A,,,
369-U1516C-18R-4-A,0.0,151.0,354.1,355.61,,,,,,nannofossil chalk,with sponge spicules,nannofossil chalk with sponge spicules,,,2.5Y 9/1 (white),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,,color boundary or contact,irregular,gradational,,,,,,,nannofossil chalk,nannofossil chalk with sponge spicules,,,,369,U1516,C,18,R,4,A,,,
369-U1516C-18R-5-A,0.0,100.0,355.61,356.61,,,,,,nannofossil chalk,with sponge spicules,nannofossil chalk with sponge spicules,,,2.5Y 8.5/1 (white),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with sponge spicules,,,,369,U1516,C,18,R,5,A,,,
369-U1516C-18R-6-A,0.0,90.0,356.61,357.51,,,,,,nannofossil chalk,with sponge spicules,nannofossil chalk with sponge spicules,,,2.5Y 8.5/1 (white),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with sponge spicules,,,,369,U1516,C,18,R,6,A,,,
369-U1516C-18R-CC-A,0.0,16.0,357.51,357.67,,,,,,nannofossil chalk,with sponge spicules,nannofossil chalk with sponge spicules,,,2.5Y 8.5/1 (white),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with sponge spicules,,,,369,U1516,C,18,R,CC,A,,,
369-U1516C-19R-1-A,0.0,150.0,359.2,360.7,,,,,,nannofossil chalk,,nannofossil chalk,,,10YR 9.5/1 (white),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,sparse,1.0,There is slight mottling between 119-128 cm.,,,,,,,,,,nannofossil chalk,nannofossil chalk with sponge spicules,,,,369,U1516,C,19,R,1,A,,,
369-U1516C-19R-2-A,0.0,150.0,360.7,362.2,,,,,,nannofossil chalk,,nannofossil chalk,,,10YR 9.5/1 (white),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,sparse,1.0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with sponge spicules,,,,369,U1516,C,19,R,2,A,,,
369-U1516C-19R-3-A,0.0,150.0,362.2,363.7,,,,,,nannofossil chalk,,nannofossil chalk,,,10YR 9.5/1 (white),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,sparse,1.0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with sponge spicules,,,,369,U1516,C,19,R,3,A,,,
369-U1516C-19R-4-A,0.0,131.0,363.7,365.01,,,,,,nannofossil chalk,,nannofossil chalk,,,10YR 9.5/1 (white),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,sparse,1.0,There is slight mottling between 106-117 cm.,,,,,,,,,,nannofossil chalk,nannofossil chalk with sponge spicules,,,,369,U1516,C,19,R,4,A,,,
369-U1516C-19R-5-A,0.0,150.0,365.11,366.61,,,,,,nannofossil chalk,,nannofossil chalk,,,10YR 9.5/1 (white),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,sparse,1.0,There is slight mottling including Zoophycos burrows between 48-66 and 75-90 cm.,,,,,,,,,,nannofossil chalk,nannofossil chalk with sponge spicules,,,,369,U1516,C,19,R,5,A,,,
369-U1516C-19R-6-A,0.0,108.0,366.61,367.69,,,,,,nannofossil chalk,,nannofossil chalk,,,10YR 9.5/1 (white),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,sparse,1.0,There is slight mottling between 20-28 cm.,,,,,,,,,,nannofossil chalk,nannofossil chalk with sponge spicules,,,,369,U1516,C,19,R,6,A,,,
369-U1516C-19R-CC-A,0.0,7.0,367.69,367.76,,,,,,,,,,,,,,,,,,,,,,,Material sent to paleontology.,,,,,,,,,,,,,,,369,U1516,C,19,R,CC,A,,,
369-U1516C-20R-1-A,0.0,107.0,368.8,369.87,,,,,,nannofossil chalk,,nannofossil chalk,,,10YR 9.5/1 (white),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,none,0.0,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1516,C,20,R,1,A,,,
369-U1516C-20R-CC-A,0.0,8.0,369.87,369.95,,,,,,nannofossil chalk,,nannofossil chalk,,,10YR 9.5/1 (white),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,none,0.0,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1516,C,20,R,CC,A,,,
369-U1516C-21R-1-A,0.0,150.0,378.4,379.9,,,,,,nannofossil chalk,,nannofossil chalk,,,10YR 9.5/1 (white),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,low,2.0,"There is slight mottling between 58-63, 77-87, 99-107 and 122-131 cm.",,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1516,C,21,R,1,A,,,
369-U1516C-21R-2-A,0.0,150.0,379.9,381.4,,,,,,nannofossil chalk,,nannofossil chalk,,,10YR 9.5/1 (white),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,low,2.0,"There is slight mottling between 31-41, 61-70 and 89-100 cm. There is also a Zoophycos burrow at 94 cm.",,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1516,C,21,R,2,A,,,
369-U1516C-21R-3-A,0.0,101.0,381.4,382.41,,,,,,nannofossil chalk,,nannofossil chalk,,,10YR 9.5/1 (white),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,low,2.0,There is slight mottling between 36-43 and 55-65 cm. There are Zoophycos burrows between 58-61 cm.,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1516,C,21,R,3,A,,,
369-U1516C-21R-4-A,0.0,96.0,382.41,383.37,,,,,,nannofossil chalk,,nannofossil chalk,,,10YR 9.5/1 (white),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,low,2.0,There is slight mottling between 19-28 cm.,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1516,C,21,R,4,A,,,
369-U1516C-21R-5-A,0.0,151.0,383.47,384.98,,,,,,nannofossil chalk,,nannofossil chalk,,,10YR 9.5/1 (white),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,low,2.0,"There is slight mottling between 9-16, 24-30 and 90-112 cm.",,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1516,C,21,R,5,A,,,
369-U1516C-21R-6-A,0.0,138.0,384.98,386.36,,,,,,nannofossil chalk,,nannofossil chalk,,,10YR 9.5/1 (white),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,low,2.0,There is slight mottling between 107-117 cm.,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1516,C,21,R,6,A,,,
369-U1516C-21R-CC-A,0.0,14.0,386.36,386.5,,,,,,nannofossil chalk,,nannofossil chalk,,,10YR 9.5/1 (white),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1516,C,21,R,CC,A,,,
369-U1516C-22R-1-A,0.0,61.0,388.0,388.61,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,5Y 7/2 (light gray),mottled,,,structureless,,clay [W22_1],1.0,nodule,chert,moderate,2.0,"Between 39 to 51 cm, there are chert nodules throughout. There is moderate mottling between 14-24 cm.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,22,R,1,A,,,
369-U1516C-22R-2-A,0.0,101.0,388.71,389.72,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,5Y 7/2 (light gray),mottled,,,structureless,,clay [W22_1],1.0,,,moderate,2.0,There is moderate mottling between 30-38 cm.,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,22,R,2,A,,,
369-U1516C-22R-3-A,0.0,64.0,389.72,390.36,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,5Y 7/2 (light gray),mottled,,,structureless,,clay [W22_1],1.0,,,moderate,2.0,There are horizontal burrows at 21-25 cm,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,22,R,3,A,,,
369-U1516C-22R-CC-A,0.0,15.0,390.36,390.51,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,5Y 7/2 (light gray),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,low,2.0,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,22,R,CC,A,,,
369-U1516C-23R-1-A,0.0,5.0,397.6,397.65,,,,,,calcareous chalk,,calcareous chalk,,,5Y 8/1 (white),massive [BJ84],,,structureless,,clay [W22_1],1.0,nodule,chert,sparse,1.0,Chert nodules present between 0-5 cm.,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,23,R,1,A,,,
369-U1516C-23R-1-A,5.0,131.0,397.65,398.79,,,,,clayey,calcareous chalk,,clayey calcareous chalk,,,5Y 7/2 (light gray),mottled,,,structureless,,silt [W22_1],2.0,,,intense,5.0,Vertical burrows present between 35-41 cm.,,,,,,,,,,clayey calcareous chalk,calcareous chalk,,,,369,U1516,C,23,R,1,A,,,
369-U1516C-23R-2-A,0.0,128.0,398.92,400.2,,,,,clayey,calcareous chalk,,clayey calcareous chalk,,,5Y 7/2 (light gray),mottled,,,structureless,,silt [W22_1],2.0,,,intense,5.0,,,,,,,,,,,clayey calcareous chalk,calcareous chalk,,,,369,U1516,C,23,R,2,A,,,
369-U1516C-23R-3-A,0.0,84.0,400.2,401.04,,,,,clayey,calcareous chalk,,clayey calcareous chalk,,,5Y 7/2 (light gray),mottled,,,structureless,,silt [W22_1],2.0,,,intense,5.0,Vertical burrows present between 72-84 cm.,,,,,,,,,,clayey calcareous chalk,calcareous chalk,,,,369,U1516,C,23,R,3,A,,,
369-U1516C-23R-4-A,0.0,86.0,401.04,401.9,,,,,clayey,calcareous chalk,,clayey calcareous chalk,,,5Y 7/2 (light gray),mottled,,,structureless,,silt [W22_1],2.0,,,intense,5.0,There is moderate mottling between 40-51 cm.,,,,,,,,,,clayey calcareous chalk,calcareous chalk,,,,369,U1516,C,23,R,4,A,,,
369-U1516C-23R-5-A,0.0,142.0,401.9,403.32,,,,,clayey,calcareous chalk,,clayey calcareous chalk,,,5Y 7/2 (light gray),mottled,,,structureless,,silt [W22_1],2.0,,,intense,5.0,Chondrites burrows between 3-15 cm.,,,,,,,,,,clayey calcareous chalk,calcareous chalk,,,,369,U1516,C,23,R,5,A,,,
369-U1516C-23R-CC-A,0.0,7.0,403.32,403.39,,,,,,calcareous chalk,,calcareous chalk,,,5Y 8/1 (white),mottled,,,structureless,,clay [W22_1],1.0,nodule,chert,sparse,1.0,Chert nodules present between 0-7 cm.,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,23,R,CC,A,,,
369-U1516C-24R-1-A,0.0,115.0,407.2,408.35,,,,,sponge spicule rich,nannofossil chalk,with clay,sponge spicule rich nannofossil chalk with clay,,,5Y 8/1 (white),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,There is moderate mottling between 24-30 and 67-72 cm.,,,,,,,,,,sponge spicule rich nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,24,R,1,A,,,
369-U1516C-24R-2-A,0.0,76.0,408.35,409.11,,,,,sponge spicule rich,nannofossil chalk,with clay,sponge spicule rich nannofossil chalk with clay,,,5Y 8/1 (white),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,There is moderate mottling between 13-21 and 39-55 cm.,,,,,,,,,,sponge spicule rich nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,24,R,2,A,,,
369-U1516C-24R-3-A,0.0,143.0,409.11,410.54,,,,,sponge spicule rich,nannofossil chalk,with clay,sponge spicule rich nannofossil chalk with clay,,,5Y 8/1 (white),mottled,wavy strata,,structureless,,clay [W22_1],1.0,,,low,2.0,"There is moderate mottling between 0-12, 46-60 and 89-102 cm. There is native cooper at 124 cm. Microfaults are present are 137-140 cm. Wavy strata is also present at 140-144 cm.",,,,,,,,,,sponge spicule rich nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,24,R,3,A,,,
369-U1516C-24R-4-A,0.0,141.0,410.54,411.95,,,,,sponge spicule rich,nannofossil chalk,with clay,sponge spicule rich nannofossil chalk with clay,,,5Y 8/1 (white),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,There is moderate mottling between 0-9 and 86-96 cm.,,,,,,,,,,sponge spicule rich nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,24,R,4,A,,,
369-U1516C-24R-5-A,0.0,135.0,412.05,413.4,,,,,sponge spicule rich,nannofossil chalk,with clay,sponge spicule rich nannofossil chalk with clay,,,5Y 8/1 (white),mottled,,,structureless,,clay [W22_1],1.0,,,moderate,2.0,"There is severe mottling between 33-54, 68-103 and 123-131 cm.",,,,,,,,,,sponge spicule rich nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,24,R,5,A,,,
369-U1516C-24R-6-A,0.0,111.0,413.4,414.51,,,,,sponge spicule rich,nannofossil chalk,with clay,sponge spicule rich nannofossil chalk with clay,,,5Y 8/1 (white),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,There is moderate mottling between 49-59 and 101-111 cm.,,,,,,,,,,sponge spicule rich nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,24,R,6,A,,,
369-U1516C-24R-7-A,0.0,99.0,414.51,415.5,,,,,sponge spicule rich,nannofossil chalk,with clay,sponge spicule rich nannofossil chalk with clay,,,5Y 8/1 (white),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,There is moderate mottling between 30-37 and 80-89 cm.,,,,,,,,,,sponge spicule rich nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,24,R,7,A,,,
369-U1516C-24R-8-A,0.0,68.0,415.5,416.18,,,,,sponge spicule rich,nannofossil chalk,with clay,sponge spicule rich nannofossil chalk with clay,,,5Y 8/1 (white),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,There is moderate mottling between 30-37 and 80-89 cm.,,,,,,,,,,sponge spicule rich nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,24,R,8,A,,,
369-U1516C-24R-8-A,68.0,140.0,416.18,416.9,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay [W22_1],1.0,,,sparse,1.0,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,24,R,8,A,,,
369-U1516C-24R-CC-A,0.0,18.0,416.9,417.08,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay [W22_1],1.0,,,sparse,1.0,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,24,R,CC,A,,,
369-U1516C-25R-1-A,0.0,9.0,416.8,416.89,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,2.5Y 7/3 (pale yellow),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,25,R,1,A,,,
369-U1516C-25R-1-A,9.0,109.0,416.89,417.89,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,10Y 6/2 (pale green),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,25,R,1,A,,,
369-U1516C-25R-2-A,0.0,69.0,417.89,418.58,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,10Y 6/2 (pale green),mottled,,,structureless,,clay [W22_1],1.0,mineral,glauconite,intense,5.0,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,25,R,2,A,,,
369-U1516C-25R-3-A,0.0,90.0,418.63,419.53,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,10Y 6/2 (pale green),mottled,,,structureless,,clay [W22_1],1.0,mineral,glauconite,intense,5.0,,sharp boundary or contact,sharp,sharp,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,25,R,3,A,,,
369-U1516C-25R-3-A,90.0,101.0,419.53,419.64,,,,,nannofossil-rich,claystone [USGS],with chert,nannofossil-rich claystone with chert,,,10Y 5/2 (grayish green),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,,,Chert is irregularly disseminated in the interval.,sharp boundary or contact,sharp,sharp,,,,,,,nannofossil-rich claystone,claystone with chert,,,,369,U1516,C,25,R,3,A,,,
369-U1516C-25R-4-A,0.0,84.0,419.64,420.48,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,,sharp boundary or contact,sharp,sharp,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,25,R,4,A,,,
369-U1516C-25R-4-A,84.0,92.0,420.48,420.56,,,,,nannofossil-rich,claystone [USGS],with chert,nannofossil-rich claystone with chert,,,10Y 5/2 (grayish green),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,,,Chert is irregularly disseminated in the interval.,sharp boundary or contact,sharp,sharp,,,,,,,nannofossil-rich claystone,claystone with chert,,,,369,U1516,C,25,R,4,A,,,
369-U1516C-25R-4-A,92.0,139.0,420.56,421.03,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,25,R,4,A,,,
369-U1516C-25R-5-A,0.0,136.0,421.03,422.39,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,25,R,5,A,,,
369-U1516C-25R-6-A,0.0,103.0,422.39,423.42,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,,sharp boundary or contact,sharp,sharp,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,25,R,6,A,,,
369-U1516C-25R-6-A,103.0,112.0,423.42,423.51,,,,,nannofossil-rich,claystone [USGS],with chert,nannofossil-rich claystone with chert,,,10Y 5/2 (grayish green),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,,,Chert is irregularly disseminated in the interval.,sharp boundary or contact,sharp,sharp,,,,,,,nannofossil-rich claystone,claystone with chert,,,,369,U1516,C,25,R,6,A,,,
369-U1516C-25R-6-A,112.0,133.0,423.51,423.72,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,25,R,6,A,,,
369-U1516C-25R-7-A,0.0,77.0,423.72,424.49,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,,,,,,,,,,,,,,,,369,U1516,C,25,R,7,A,,,
369-U1516C-25R-CC-A,0.0,20.0,424.49,424.69,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,,,,,,,,,,,,,,,,369,U1516,C,25,R,CC,A,,,
369-U1516C-26R-1-A,0.0,137.0,426.4,427.77,,,,,,claystone [USGS],,claystone,,clasts,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,There is a irregular clast at 13 cm. Zoophycos are particularly abundant.,,,,,,,,,,claystone,claystone,,,,369,U1516,C,26,R,1,A,,,
369-U1516C-26R-2-A,0.0,129.0,427.77,429.06,,,,,,claystone [USGS],,claystone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,Zoophycos are particularly abundant.,,,,,,,,,,claystone,claystone,,,,369,U1516,C,26,R,2,A,,,
369-U1516C-26R-3-A,0.0,49.0,429.06,429.55,,,,,,claystone [USGS],,claystone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,Zoophycos are particularly abundant.,,,,,,,,,,claystone,claystone,,,,369,U1516,C,26,R,3,A,,,
369-U1516C-26R-3-A,49.0,55.0,429.55,429.61,,,,,,claystone [USGS],with chert,claystone with chert,,,10Y 5/2 (grayish green),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,,,,,,,,,,,nannofossil-rich claystone,claystone with chert,,,,369,U1516,C,26,R,3,A,,,
369-U1516C-26R-3-A,55.0,134.0,429.61,430.4,,,,,,claystone [USGS],,claystone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,Zoophycos are particularly abundant.,,,,,,,,,,claystone,claystone,,,,369,U1516,C,26,R,3,A,,,
369-U1516C-26R-4-A,0.0,105.0,430.51,431.56,,,,,,claystone [USGS],,claystone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,Zoophycos are particularly abundant.,sharp boundary or contact,sharp,sharp,,,,,,,claystone,claystone,,,,369,U1516,C,26,R,4,A,,,
369-U1516C-26R-4-A,105.0,112.0,431.56,431.63,,,,,,chert [USGS],,chert,,,2.5Y 5/3 (light olive brown),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,none,0.0,"The top of this interval, between the chert and the claystone, there is white 1 cm thick bed with parallel lamination.",sharp boundary or contact,sharp,sharp,,,,,,,chert,chert,,,,369,U1516,C,26,R,4,A,,,
369-U1516C-26R-4-A,112.0,141.0,431.63,431.92,,,,,,calcareous chalk,,calcareous chalk,,,10YR 8/1 (white),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,There is a inoceramid shell fragment at 122 cm.,sharp boundary or contact,sharp,sharp,,,,,shell fragment,rare,calcareous chalk,calcareous chalk,,,,369,U1516,C,26,R,4,A,,,
369-U1516C-26R-5-A,0.0,2.0,431.92,431.94,,,,,,chert [USGS],,chert,,,2.5Y 5/3 (light olive brown),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,none,0.0,,sharp boundary or contact,sharp,sharp,,,,,,,chert,chert,,,,369,U1516,C,26,R,5,A,,,
369-U1516C-26R-5-A,2.0,20.5,431.94,432.125,,,,,,calcareous chalk,,calcareous chalk,,,10YR 8/1 (white),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,,sharp boundary or contact,sharp,sharp,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,26,R,5,A,,,
369-U1516C-26R-5-A,20.5,23.0,432.125,432.15,,,,,,chert [USGS],,chert,,,2.5Y 5/3 (light olive brown),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,none,0.0,,sharp boundary or contact,sharp,sharp,,,,,,,chert,chert,,,,369,U1516,C,26,R,5,A,,,
369-U1516C-26R-5-A,23.0,68.0,432.15,432.6,,,,,,calcareous chalk,,calcareous chalk,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,Gradational change to light greenish gray in the bottom of the interval.,sharp boundary or contact,sharp,sharp,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,26,R,5,A,,,
369-U1516C-26R-5-A,68.0,71.0,432.6,432.63,,,,,,chert [USGS],,chert,,,2.5Y 5/3 (light olive brown),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,none,0.0,,sharp boundary or contact,sharp,sharp,,,,,,,chert,chert,,,,369,U1516,C,26,R,5,A,,,
369-U1516C-26R-5-A,71.0,93.0,432.63,432.85,,,,,,calcareous chalk,,calcareous chalk,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,Gradational change to light greenish gray in the bottom of the interval.,sharp boundary or contact,sharp,sharp,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,26,R,5,A,,,
369-U1516C-26R-5-A,93.0,98.5,432.85,432.905,,,,,,chert [USGS],,chert,,,2.5Y 5/3 (light olive brown),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,none,0.0,,sharp boundary or contact,sharp,sharp,,,,,,,chert,chert,,,,369,U1516,C,26,R,5,A,,,
369-U1516C-26R-5-A,98.5,135.0,432.905,433.27,,,,,,calcareous chalk,,calcareous chalk,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,26,R,5,A,,,
369-U1516C-26R-6-A,0.0,11.0,433.27,433.38,,,,,,calcareous chalk,,calcareous chalk,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,,sharp boundary or contact,sharp,sharp,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,26,R,6,A,,,
369-U1516C-26R-6-A,11.0,20.0,433.38,433.47,,,,,,chert [USGS],,chert,,,2.5Y 5/3 (light olive brown),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,none,0.0,,sharp boundary or contact,sharp,sharp,,,,,,,chert,chert,,,,369,U1516,C,26,R,6,A,,,
369-U1516C-26R-6-A,20.0,31.5,433.47,433.585,,,,,,calcareous chalk,,calcareous chalk,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,,sharp boundary or contact,sharp,sharp,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,26,R,6,A,,,
369-U1516C-26R-6-A,31.5,34.5,433.585,433.615,,,,,,chert [USGS],,chert,,,2.5Y 5/3 (light olive brown),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,none,0.0,,sharp boundary or contact,sharp,sharp,,,,,,,chert,chert,,,,369,U1516,C,26,R,6,A,,,
