Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
341-U1418A-6H-1-A,22,150,43.02,44.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,"thinly laminated silt (1-3mm thick) @ ~1-10cm intervals;
40-45cm: black and green color bands
",,,,,,341,U1418,A,6,H,1,A,,,,
341-U1418A-6H-2-A,0,150,44.3,45.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,"thin laminated silt @ ~1-10cm intervals
only a few granules and 1 (>2mm clast) present",,,,,,341,U1418,A,6,H,2,A,,,,
341-U1418A-6H-3-A,0,88,45.8,46.68,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"faint 2mm-2cm green black color bands;
84-85cm: black mottles",gradational contact,,,,,341,U1418,A,6,H,3,A,,,,
341-U1418A-6H-3-A,88,145,46.68,47.25,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,104-105: silt layer,,,,,,341,U1418,A,6,H,3,A,,,,
341-U1418A-6H-3-A,145,150,47.25,47.3,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1418,A,6,H,3,A,,,,
341-U1418A-6H-4-A,0,98,47.3,48.28,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,gradational contact,,,,,341,U1418,A,6,H,4,A,,,,
341-U1418A-6H-4-A,98,106,48.28,48.36,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),none [DB86],0,absent [A79],,,,,,,,,,,,gradational contact,,,,,341,U1418,A,6,H,4,A,,,,
341-U1418A-6H-4-A,106,108,48.36,48.38,,sand [Leg210],,sand ,,,normal grading,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,A,6,H,4,A,,,,
341-U1418A-6H-4-A,108,135,48.38,48.65,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),none [DB86],0,present [A79],2,,,,,,,,,,,,,,,,341,U1418,A,6,H,4,A,,,,
341-U1418A-6H-4-A,135,150,48.65,48.8,,,,,,,,,,,,,,,,,,,,,,OJIM,,,,,,341,U1418,A,6,H,4,A,,,,
341-U1418A-6H-5-A,0,145,48.8,50.25,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,"cm 0-36 12 silt laminae; cm 106-145 11 silt laminae; between 36 and 106 cm along core disturbance, mud smeared over section surface",,,,,,341,U1418,A,6,H,5,A,,,,
341-U1418A-6H-5-A,145,150,50.25,50.3,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1418,A,6,H,5,A,,,,
341-U1418A-6H-6-A,0,109,50.3,51.39,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,26 silt laminae,,,,,,341,U1418,A,6,H,6,A,,,,
341-U1418A-6H-6-A,109,112,51.39,51.42,,sand [Leg210],,sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,A,6,H,6,A,,,,
341-U1418A-6H-6-A,112,150,51.42,51.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,12 silt laminae,,,,,,341,U1418,A,6,H,6,A,,,,
341-U1418A-6H-7-A,0,65,51.8,52.45,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,13 silt laminae,,,,,,341,U1418,A,6,H,7,A,,,,
341-U1418A-6H-CC-A,0,23,52.45,52.68,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,A,6,H,CC,A,,,,
341-U1418A-6H-CC-A,23,28,52.68,52.73,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,A,6,H,CC,A,,,,
341-U1418A-7H-1-A,0,150,52.3,53.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],1,,,,,granule [W22_2],subrounded,,,,"16 silt laminae; mud colour banded dark grey (N 4) with dark greenish grey (5GY 4/1), 1 clast 0.4 cm, subrounded, argillite",,,,,,341,U1418,A,7,H,1,A,,,,
341-U1418A-7H-2-A,0,150,53.8,55.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],1,,,,,pebble [W22_2],subrounded,,,,"34 silt laminae; mud colour banded dark grey (N 4) with dark greenish grey (5GY 4/1), 1 clast 0.5 cm, subrounded, argillite",,,,,,341,U1418,A,7,H,2,A,,,,
341-U1418A-7H-3-A,0,150,55.3,56.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],1,,,,,pebble [W22_2],subangular,,,,"25 silt laminae; mud colour banded dark grey (N 4) with dark greenish grey (5GY 4/1), 1 clast 1.5 cm, subangular, argillite",,,,,,341,U1418,A,7,H,3,A,,,,
341-U1418A-7H-4-A,0,80,56.8,57.6,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,16 silt laminae; mud colour banded dark grey (N 4) with dark greenish grey (5GY 4/1),,,,,,341,U1418,A,7,H,4,A,,,,
341-U1418A-7H-4-A,80,150,57.6,58.3,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),,,present [A79],1,,,,,granule [W22_2],rounded,,,,"1 clast 0.4 cm, rounded, argillite",,,,,,341,U1418,A,7,H,4,A,,,,
341-U1418A-7H-5-A,0,74,58.3,59.04,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,,gradational contact,,,,,341,U1418,A,7,H,5,A,,,,
341-U1418A-7H-5-A,74,105,59.04,59.35,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),none [DB86],0,present [A79],3,,,,,,,,,,sparse black mottling,gradational contact,,,,,341,U1418,A,7,H,5,A,,,,
341-U1418A-7H-5-A,105,150,59.35,59.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,sparse black mottling,,,,,,341,U1418,A,7,H,5,A,,,,
341-U1418A-7H-6-A,0,84,59.8,60.64,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,A,7,H,6,A,,,,
341-U1418A-7H-6-A,84,103,60.64,60.83,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"gray/black color bands, ~1cm thick",,,,,,341,U1418,A,7,H,6,A,,,,
341-U1418A-7H-6-A,103,111,60.83,60.91,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,A,7,H,6,A,,,,
341-U1418A-7H-6-A,111,150,60.91,61.3,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"very sparse gray/black color band (~1 cm thick);
127cm: silt layer",,,,,,341,U1418,A,7,H,6,A,,,,
341-U1418A-7H-7-A,0,27,61.3,61.57,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,5-10cm: black color bands,gradational contact,,,,,341,U1418,A,7,H,7,A,,,,
341-U1418A-7H-7-A,27,29,61.57,61.59,,mud [Leg210],,mud ,,,,N 2.5 (black),none [DB86],0,absent [A79],,,,,,,,,,,,gradational contact,,,,,341,U1418,A,7,H,7,A,,,,
341-U1418A-7H-7-A,29,55,61.59,61.85,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,43: black color band,,,,,,341,U1418,A,7,H,7,A,,,,
341-U1418A-7H-CC-A,0,29,61.85,62.14,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,A,7,H,CC,A,,,,
341-U1418A-7H-CC-A,29,34,62.14,62.19,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,A,7,H,CC,A,,,,
341-U1418A-8H-1-A,0,50.5,61.8,62.305,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,gradational contact,,,,,341,U1418,A,8,H,1,A,,,,
341-U1418A-8H-1-A,50.5,51.5,62.305,62.315,,ash(tuff) [MMK88m],,ash(tuff) ,ash,4,,N 5 (gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,A,8,H,1,A,,,,
341-U1418A-8H-1-A,51.5,150,62.315,63.3,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,"82, 89, 144cm: <1cm fine silt layers",,,,,,341,U1418,A,8,H,1,A,,,,
341-U1418A-8H-2-A,0,28,63.3,63.58,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,A,8,H,2,A,,,,
341-U1418A-8H-2-A,28,56.5,63.58,63.865,,,,,,,,,,,,,,,,,,,,,,VOID - CRUSHED LINER,,,,,,341,U1418,A,8,H,2,A,,,,
341-U1418A-8H-2-A,56.5,150,63.865,64.8,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,A,8,H,2,A,,,,
341-U1418A-8H-3-A,0,2,64.8,64.82,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,A,8,H,3,A,,,,
341-U1418A-8H-3-A,2,3,64.82,64.83,,silt [Leg210],,silt ,,,,5Y 4/1 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,A,8,H,3,A,,,,
341-U1418A-8H-3-A,3,145,64.83,66.25,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],2,,,,,,,,,,"92, 138cm: ~0.5cm black bands;
108: heavily drilling disturbed sand layer;
>1cm clasts at 18, 86cm",,,,,,341,U1418,A,8,H,3,A,,,,
341-U1418A-8H-3-A,145,150,66.25,66.3,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1418,A,8,H,3,A,,,,
341-U1418A-8H-4-A,0,150,66.3,67.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,10 silt laminae; mud colour banded dark grey (N 4) with dark greenish grey (5GY 4/1); 3 black (reduced) laminae,,,,,,341,U1418,A,8,H,4,A,,,,
341-U1418A-8H-5-A,0,60,67.8,68.4,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,11 silt laminae; mud colour banded dark grey (N 4) with dark greenish grey (5GY 4/1);,,,,,,341,U1418,A,8,H,5,A,,,,
341-U1418A-8H-5-A,60,85,68.4,68.65,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,present [A79],2,,,,,pebble [W22_2],subrounded,,,,"1 clast 0.7 cm, subrounded, argillite, at 68 cm; 1 clast 0.3 cm, subrounded, argillite, at 74 cm; mud colour banded dark grey (N 4) with dark greenish grey (5GY 4/1);",,,,,,341,U1418,A,8,H,5,A,,,,
341-U1418A-8H-5-A,85,151,68.65,69.31,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,6 silt laminae; mud colour banded dark grey (N 4) with dark greenish grey (5GY 4/1);,,,,,,341,U1418,A,8,H,5,A,,,,
341-U1418A-8H-6-A,0,153,69.31,70.84,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,18 silt laminae; mud colour banded dark grey (N 4) with dark greenish grey (5GY 4/1); 2 black (reduced) laminae,,,,,,341,U1418,A,8,H,6,A,,,,
341-U1418A-8H-CC-A,0,13.5,70.84,70.975,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,A,8,H,CC,A,,,,
341-U1418A-8H-CC-A,13.5,19,70.975,71.03,volcaniclastic bearing,sand [Leg210],,volcaniclastic bearing sand ,volcaniclastic-bearing,2,,N 6 (gray),,,,,,,,,,,,,,,,,,,,341,U1418,A,8,H,CC,A,,,,
341-U1418A-8H-CC-A,19,36,71.03,71.2,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2,,,,,pebble [W22_2],subrounded,,,,"1 clast, broken, small pebble, subrounded, argillite, at 22cm; 1 clast 0.3 cm, subrounded, argillite, at 30 cm",,,,,,341,U1418,A,8,H,CC,A,,,,
341-U1418A-9H-1-A,0,150,71.3,72.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],6,,,,,,,,,,"- interbedded mud and silt
- very subtle colour banding to more greyish/greenish
- scattered lonestones
- ~0.5-1 cm thick black patches and discontinuous strata

- approx. 15 silt laminae
- continuous to discontinuous
- <7 mm thick
- spacing ~2 - > 30 cm
- sharp to gradational boundaries
",,,,,,341,U1418,A,9,H,1,A,,,,
341-U1418A-9H-2-A,0,150,72.8,74.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,"- interbedded mud and silt
- very subtle colour banding to more greyish/greenish
- scattered lonestones (one pebble in working half at 117)
- lonestone around 70.5 dragged out of silty interval? -> reworked? (not taken into account for clats lonestone numbers for plots)
- ~0.5-1 cm thick black patches and discontinuous strata
- diatom rich mud ~124 cm; thickness unknown, but the larger area around contains rel. few silty laminae & has low magnetic susceptibility

- <10 silt laminae
- continuous to discontinuous
- <7 mm thick
- spacing 3-50 cm
- sharp to gradational boundaries
",,,,,,341,U1418,A,9,H,2,A,,,,
341-U1418A-9H-3-A,0,5.5,74.3,74.355,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,- four continuous to discontinuous silt laminae (~2 mm),,,,,,341,U1418,A,9,H,3,A,,,,
341-U1418A-9H-3-A,5.5,27.5,74.355,74.575,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,layering,N 4 (dark gray),,,,,,,,,,,,,,"- 5.5-7.0: bed of fine sand
- 8.5-17.5: bed of fine to medium sand (contains shell fragments)
- 21-24: two patches of fine to medium sand; flow in?
- 27-27.5: lamina of fine sand",,,,,,341,U1418,A,9,H,3,A,,,,
341-U1418A-9H-3-A,27.5,145,74.575,75.75,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- interbedded mud and silt
- very subtle colour banding to more greyish/greenish
- scattered lonestones
- scattered black mottles
- some intervals with volcanic ash

- >25 silty laminae
- continuous to discontinuous
- <2 mm thick
- mostly sharp lower and sharp to gradational upper boundaries
- spacing <5 mm to ~7 cm
- rel. few/no laminae in the ~27 below the lowermost sand
",,,,,,341,U1418,A,9,H,3,A,,,,
341-U1418A-9H-3-A,145,150,75.75,75.8,,,,,,,,,,,,,,,,,,,,,,Sample IW,,,,,,341,U1418,A,9,H,3,A,,,,
341-U1418A-9H-4-A,0,150,75.8,77.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],5,,,,,,,,,,"- interbedded mud and silt
- very subtle colour banding to more greyish/greenish
- scattered lonestones (granules)
- scattered black mottles

- ~55-82: slightly more yellowish/brownish interval with very gradational boundaries -> enhanced bioturbation and more black mottles

- >10 silty laminae
- continuous to discontinuous
- <2 mm thick
- spacing ~0.5 - ~50 cm
- sharp to gradational, straight to irregular boundaries
- rel. few laminae above ~111 cm
- highest laminae density between ~111-~136 cm
",,,,,,341,U1418,A,9,H,4,A,,,,
341-U1418A-9H-5-A,0,150,77.3,78.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,clayey mud interbedded with silt layers (up to 1 cm thick); intensive black mottling; color banding is only slight; bioturbation is highest where black mottles occur; black mottles contain black (sometimes silty) concretions - possibly fecal (?) pellets,,,,,,341,U1418,A,9,H,5,A,,,,
341-U1418A-9H-6-A,0,150,78.8,80.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),moderate [DB86],2,present [A79],3,,,,,,,,,,clayey mud interbedded with silt layers (up to 1 cm thick); color banding is very slight; bioturbation is highest where black mottles occur; black mottles contain black (sometimes silty) concretions - possibly fecal (?) pellets; clast @ 27 cm (1 cm): subrounded meatsediment,,,,,,341,U1418,A,9,H,6,A,,,,
341-U1418A-9H-7-A,0,55,80.3,80.85,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,clayey mud interbedded with silt layers or patches (up to 0.5 cm thick); color banding is very slight,,,,,,341,U1418,A,9,H,7,A,,,,
341-U1418A-9H-CC-A,0,8,80.85,80.93,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,mud with few black mottles,,,,,,341,U1418,A,9,H,CC,A,,,,
341-U1418A-9H-CC-A,8,15,80.93,81,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,A,9,H,CC,A,,,,
341-U1418A-10H-1-A,0,7.5,80.8,80.875,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- massive mud
- black mottles
- scattered lonestones (granules)
- very subtle colour variations to more greenish/greyish

",,,,,,341,U1418,A,10,H,1,A,,,,
341-U1418A-10H-1-A,7.5,11,80.875,80.91,,,,,,,,,,,,,,,,,,,,,,VOID,,,,,,341,U1418,A,10,H,1,A,,,,
341-U1418A-10H-1-A,11,29,80.91,81.09,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,"- massive mud
- black mottles
- scattered lonestones (granules)
- very subtle colour variations to more greenish/greyish",,,,,,341,U1418,A,10,H,1,A,,,,
341-U1418A-10H-1-A,29,54.5,81.09,81.345,,,,,,,,,,,,,,,,,,,,,,VOID (crushed liner),,,,,,341,U1418,A,10,H,1,A,,,,
341-U1418A-10H-1-A,54.5,64.5,81.345,81.445,,sand [Leg210],,sand ,,,normal grading,N 4 (dark gray),,,,,,,,,,,,,,- graded sand from medium to fine -> some mud included ->> disturbance related to crushed liner above?,,,,,,341,U1418,A,10,H,1,A,,,,
341-U1418A-10H-1-A,64.5,102,81.445,81.82,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- massive mud with occasional interbedding of <2 mm thick, discontinuous laminae (3 pcs. between ~75-82)
- black mottles
- scattered lonestones (granules)
- very subtle colour variations to more greenish/greyish",,,,,,341,U1418,A,10,H,1,A,,,,
341-U1418A-10H-2-A,0,114,81.82,82.96,,mud [Leg210],with biosilica [Leg339],mud  with biosilica ,,,,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,"- mud with biosilica
- granule and pebble lonestones
- 80-82: breccia pebble
- 0-4: hole over approx. half of core


- generally mud, but intervals with increased amounts of biosiliceous components from 27-45, 77.5-113 (SS: diatom bearing mud)
- SLIGHTLY more greenish
- more bioturbated
- VERY gradational boundaries
",,,,,,341,U1418,A,10,H,2,A,,,,
341-U1418A-10H-3-A,0,20.5,82.96,83.165,,mud [Leg210],with biosilica [Leg339],mud  with biosilica ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- mud with biosilica
- granule and pebble lonestones
- gradational lower boundary


- generally mud, but intervals with increased amounts of biosiliceous components from 0-20.5 & 62-79
- SLIGHTLY more greenish
- more bioturbated
- VERY gradational boundaries
",gradational contact,,,,,341,U1418,A,10,H,3,A,,,,
341-U1418A-10H-3-A,20.5,62,83.165,83.58,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,"- interbedded mud and silt/sand
- mostly mud

- silt/sand laminae up to ~ 1.5 cm
- continuous and discontinuous
- typically sharp lower boundaries
- sharp to gradational upper boundaries
- spacing: <0.5 - ~5 cm
",gradational contact,,,,,341,U1418,A,10,H,3,A,,,,
341-U1418A-10H-3-A,62,98,83.58,83.94,,mud [Leg210],with biosilica [Leg339],mud  with biosilica ,,,,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,"- mud with biosilica
- granule and pebble lonestones
- gradational lower boundary


- generally mud, but intervals with increased amounts of biosiliceous components from 0-20.5 & 62-79
- SLIGHTLY more greenish
- more bioturbated
- VERY gradational boundaries
",,,,,,341,U1418,A,10,H,3,A,,,,
341-U1418A-10H-4-A,0,6,83.94,84,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,A,10,H,4,A,,,,
341-U1418A-10H-4-A,6,50,84,84.44,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,few black mottles (bioturbation burrow),,,,,,341,U1418,A,10,H,4,A,,,,
341-U1418A-10H-4-A,50,122,84.44,85.16,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],6,,,,,,,,,,small (1 cm) lithified burrow @ 46 cm; clasts between 95 and 122 cm include subrounded metasediments (and probably a granitoid) from 0.5 to 1 and up to 2 cm in size,,,,,,341,U1418,A,10,H,4,A,,,,
341-U1418A-10H-4-A,122,150,85.16,85.44,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,,,,,,,,slightly coarser @ 148 to 150 cm,,,,,,341,U1418,A,10,H,4,A,,,,
341-U1418A-10H-5-A,0,138,85.44,86.82,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,,,,,,,,"clayey mud, very slight color variations; very few silty layers and patches in the lower part of this section (< 0.5 cm thick); clast @ 76 cm: 1 cm subrounded black metasediment",,,,,,341,U1418,A,10,H,5,A,,,,
341-U1418A-10H-6-A,0,135,86.82,88.17,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],5,,,,,,,,,,few clasts in the upper part of this section; thin silt layers (ca. 0.5 cm thick) at lower part of this section,,,,,,341,U1418,A,10,H,6,A,,,,
341-U1418A-10H-7-A,0,110,88.17,89.27,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],4,,,,,,,,,,very thin silt layers (ca. 0.5 cm thick) @ 20 to 30 cm and @ 75 to 85 cm; clasts include subrounded metasediments,,,,,,341,U1418,A,10,H,7,A,,,,
341-U1418A-10H-8-A,0,27,89.27,89.54,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],1,,,,,,,,,,clayey mud with few silt layers (0.5 cm thick); 2 cm subrounded metasediment @ 1.5 cm,,,,,,341,U1418,A,10,H,8,A,,,,
341-U1418A-10H-CC-A,0,37,89.54,89.91,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2,,,,,,,,,,clayey massive mud with a single silt layer (0.5 cm thick); clast @ 22 cm: 1 cm subrounded metasediment,,,,,,341,U1418,A,10,H,CC,A,,,,
341-U1418A-10H-CC-A,37,43,89.91,89.97,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,A,10,H,CC,A,,,,
341-U1418A-11H-1-A,0,150,90.3,91.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- interbedded mud & silt/sand
- mainly colour banded mud with SLIGHT colour variations to lighter and darker grey
- scattered black mottles
- one granule clast


- silt and sand laminae
- continuous to discontinuous
- <5 mm
- mostly sharp lower boundaries
- sharp to gradational upper boundaries
- spacing ~1 - ~40 cm
- >10pcs


!!! silt/sand laminae often associated with darker colour bands or substituting darker colour bands",,,,,,341,U1418,A,11,H,1,A,,,,
341-U1418A-11H-2-A,0,150,91.8,93.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,"- interbedded mud & silt/sand
- mainly colour banded mud with SLIGHT colour variations to lighter and darker grey
- scattered black mottles + one black strata around 56 cm
- scattered silt/sand patches -> bioturbated?
- scattered granule and pebble clasts


- silt and sand laminae
- continuous to discontinuous
- 1 cm
- mostly sharp lower boundaries
- sharp to gradational upper boundaries
- spacing ~5 mm - ~45 cm
- ~10pcs",,,,,,341,U1418,A,11,H,2,A,,,,
341-U1418A-11H-3-A,0,145,93.3,94.75,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],4,,,,,,,,,,"- interbedded mud & silt/sand
- mainly colour banded mud with SLIGHT colour variations to lighter and darker grey
- scattered black mottles + one black strata around 17 cm
- scattered silt/sand patches -> bioturbated?
- scattered granule clasts
- relatively large darker & lighter intervals between ~52 - 138 cm


- silt and sand laminae
- continuous to discontinuous
- <5 mm
- mostly sharp lower boundaries
- sharp to gradational upper boundaries
- spacing ~5 mm - ~20 cm
- >30 pcs",,,,,,341,U1418,A,11,H,3,A,,,,
