Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,,Minor Lithology Prefix,Minor Lithology Suffix,Lithology Suffix,Lithology Prefix
340-U1394A-2H-1-A,340,U1394,A,2,2-1,H,1,A,129.0,131.0,6.09,6.11,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6,,,,,100,"Green sand layer below turbidite. Volcanic layer related to some eruption?
",0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-2H-1-A,340,U1394,A,2,2-1,H,1,A,131.0,137.0,6.11,6.17,minimal [drilling disturbance],1,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,Hemi pelagic background layer,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-2H-1-A,340,U1394,A,2,2-1,H,1,A,137.0,138.0,6.17,6.18,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100.0,fine sand [T07],4,,,,,100,Volcanic fine sand layer intercalated between hemi pelagic layer.,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-2H-1-A,340,U1394,A,2,2-1,H,1,A,138.0,150.0,6.18,6.3,minimal [drilling disturbance],1,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,Hemi pelagic background layer,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-2H-2-A,340,U1394,A,2,2-2,H,2,A,0.0,10.0,6.3,6.4,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100.0,fine mud [T07],1,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,1 biogenic  angular clast,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,100,,,,,,,,
340-U1394A-2H-2-A,340,U1394,A,2,2-2,H,2,A,10.0,15.0,6.4,6.45,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100.0,fine sand [T07],4,,,,,100,,2.0,0,,0,,0,,0,,0,,100,coarse sand [T07],0,,,,angular,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,98,250,,,,,,,
340-U1394A-2H-2-A,340,U1394,A,2,2-2,H,2,A,15.0,19.0,6.45,6.49,moderate [drilling disturbance],4,volcaniclastic-breccia [BGS-S81],100.0,pebble [W22_2],9,,,,,100,,40.0,0,,100,very coarse sand [T07],0,,0,,0,,0,,0,,,,angular,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,60,,Fine mud,,,,,,
340-U1394A-2H-2-A,340,U1394,A,2,2-2,H,2,A,19.0,25.0,6.49,6.55,minimal [drilling disturbance],1,volcaniclastic-conglomerate [BGS-S81],100.0,granule [T07],9,,,,,100,,15.0,0,,100,granule [T07],0,,0,,0,,0,,0,,,,rounded,,,,,,,,,,,,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,Fines upward from granule clasts at base to fine sand at top.,85,250,,,,,,,
340-U1394A-2H-2-A,340,U1394,A,2,2-2,H,2,A,25.0,38.0,6.55,6.68,minimal [drilling disturbance],1,volcaniclastic-breccia [BGS-S81],50.0,pebble [W22_2],9,volcaniclastic-sand [BGS-S81],50.0,medium sand [T07],6,100,,30.0,0,,93,granule [T07],7,very coarse sand [T07],0,,0,,0,,0,,,,angular,,,,,,,,,,,,poor [BP01],absent [alteration],0,,contorted strata [BJ80],,,Fines upward from coarse granule clasts at base to fine-medium sand at top.,70,250,,,,,,,
340-U1394A-2H-2-A,340,U1394,A,2,2-2,H,2,A,38.0,58.0,6.68,6.88,moderate [drilling disturbance],4,volcaniclastic-breccia [BGS-S81],60.0,granule [T07],9,volcaniclastic-sand [BGS-S81],40.0,fine sand [T07],4,100,,35.0,0,,100,granule [T07],0,,0,,0,,0,,0,,,,angular,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,contorted strata [BJ80],,,Fines upward from coarse scoriaceous clasts at base to fine sand at top.,65,250,,,,,,,
340-U1394A-2H-2-A,340,U1394,A,2,2-2,H,2,A,58.0,83.0,6.88,7.13,moderate [drilling disturbance],4,volcaniclastic-breccia [BGS-S81],100.0,pebble [W22_2],9,,,,,100,,85.0,0,,100,very coarse sand [T07],0,,0,,0,,0,,0,,,,angular,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,15,400,Largely unconsolidated scoriaceous clasts.,,,,,,
340-U1394A-2H-2-A,340,U1394,A,2,2-2,H,2,A,83.0,104.0,7.13,7.34,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100.0,fine mud [T07],1,,,,,100,,5.0,0,,100,medium sand [T07],0,,0,,0,,0,,0,,,,angular,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,95,,,,,,,,
340-U1394A-2H-2-A,340,U1394,A,2,2-2,H,2,A,104.0,150.0,7.34,7.8,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6,,,,,100,,4.0,0,,50,medium sand [T07],0,,0,,0,,0,,50,medium sand [T07],,biogenic,angular,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,96,400,,,,,,,
340-U1394A-2H-3-A,340,U1394,A,2,2-3,H,3,A,0.0,150.0,7.8,9.3,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],99.0,coarse sand [T07],7,calcareous sand [Leg210],1.0,coarse sand [T07],7,100,Coarse sand dominated but mixture of medium and coarse sand. Some parts are coarser-rich or medium sand rich. Major sand consists of fragments of andesitic lava. Biogenic fragments are also included.,0.0,0,,0,,0,,0,,0,,0,,0,,,,rounded,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-2H-4-A,340,U1394,A,2,2-4,H,4,A,0.0,150.0,9.3,10.8,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],99.0,medium sand [T07],6,volcaniclastic-mud [BGS-S81],1.0,silt-fine mud [T07],2,100,"Basically medium sand but some parts consists of coarser grains and in the middle of the core very coarse to granule grains consisting of lava fragments, in the lower part a single muddy clast is included.",1.0,0,,0,,0,,0,,0,,100,pebble [W22_2],0,,,,rounded,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-2H-5-A,340,U1394,A,2,2-5,H,5,A,0.0,150.0,10.8,12.3,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],99.0,coarse sand [T07],7,calcareous sand [Leg210],1.0,granule [T07],9,100,Basically coarse sand but granule grains and small pebble (1 cm) are scattered. Sometime biogenic (lime stone) fragments are included. There looks a grading in the entire core (upper is finer).,1.0,0,,0,,0,,0,,0,,0,,100,granule [T07],,,rounded,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-2H-6-A,340,U1394,A,2,2-6,H,6,A,0.0,24.0,12.3,12.54,,,volcaniclastic-sand [BGS-S81],99.0,coarse sand [T07],7,volcaniclastic-gravel [BGS-S81],1.0,granule [T07],9,100,,1.0,0,,0,,100,granule [T07],0,,0,,0,,0,,,,rounded,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-2H-6-A,340,U1394,A,2,2-6,H,6,A,24.0,115.0,12.54,13.45,,,carbonate ooze [Leg178],99.0,silt-fine mud [T07],2,calcareous sand [Leg210],1.0,granule [T07],9,100,,1.0,0,,0,,0,,0,,0,,0,,100,granule [T07],,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,contorted bedding,,,,,,,,,,,,
340-U1394A-2H-6-A,340,U1394,A,2,2-6,H,6,A,115.0,127.0,13.45,13.57,,,carbonate ooze [Leg178],99.0,silt-fine mud [T07],2,calcareous sand [Leg210],1.0,granule [T07],9,100,,1.0,0,,0,,0,,0,,0,,0,,100,granule [T07],,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-2H-7-A,340,U1394,A,2,2-7,H,7,A,0.0,87.0,13.57,14.44,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100.0,coarse sand [T07],7,,,,,100,,11.0,0,,0,,91,coarse sand [T07],0,,0,,0,,9,very fine mud [T07],,mud clasts,rounded,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,89,400,,,,,,,
340-U1394A-2H-CC-A,340,U1394,A,2,2-CC,H,CC,A,0.0,11.5,14.44,14.555,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100.0,coarse sand [T07],7,,,,,100,,10.0,0,,0,,100,coarse sand [T07],0,,0,,0,,0,,,,rounded,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,90,400,,,,,,,
340-U1394A-2H-CC-A,340,U1394,A,2,2-CC,H,CC,A,11.5,16.0,14.555,14.6,,,,0.0,,,,,,,0,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,absent [alteration],0,,,,,,,,PAL sample,,,,,,
340-U1394A-3H-1-A,340,U1394,A,3,3-1,H,1,A,0.0,10.5,14.3,14.405,slight to moderate [drilling disturbance],3,volcaniclastic-mud [BGS-S81],100.0,silt-fine mud [T07],2,,,,,100,,2.0,0,,50,coarse sand [T07],0,,0,,0,,50,medium sand [T07],0,,,,angular,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,98,,,,,,,,
340-U1394A-3H-1-A,340,U1394,A,3,3-1,H,1,A,10.5,18.5,14.405,14.485,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],80.0,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],20.0,fine sand [T07],4,100,Lith 2 = ash layer?,2.0,0,,0,,0,,0,,0,,100,medium sand [T07],0,,,,rounded,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,98,,,,,,,,
340-U1394A-3H-1-A,340,U1394,A,3,3-1,H,1,A,18.5,34.0,14.485,14.64,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],50.0,medium sand [T07],6,volcaniclastic-mud [BGS-S81],50.0,fine mud [T07],1,100,Intercalated mud-sand layers,30.0,0,,17,medium sand [T07],0,,0,,0,,0,,83,medium sand [T07],,biogenic,angular,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,70,300,Intercalated sand-mud layers,,,,,,
340-U1394A-3H-1-A,340,U1394,A,3,3-1,H,1,A,34.0,49.0,14.64,14.79,slight to moderate [drilling disturbance],3,volcaniclastic-mud [BGS-S81],100.0,fine mud [T07],1,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,100,,,,,,,,
340-U1394A-3H-1-A,340,U1394,A,3,3-1,H,1,A,49.0,55.5,14.79,14.855,,,,,,,,,,,,,0.0,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,absent [alteration],0,,,,,,,,Void,,,,,,
340-U1394A-3H-1-A,340,U1394,A,3,3-1,H,1,A,55.5,150.0,14.855,15.8,moderate [drilling disturbance],4,volcaniclastic-breccia [BGS-S81],100.0,pebble [W22_2],9,,0.0,,0,100,,55.0,0,,0,,55,pebble [W22_2],0,,0,,9,medium sand [T07],36,coarse sand [T07],,"15% biogenic, 5% mud clasts",angular,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,45,500,,,,,,,
340-U1394A-3H-2-A,340,U1394,A,3,3-2,H,2,A,0.0,22.0,15.8,16.02,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],70.0,very coarse sand [T07],8,calcareous sand [Leg210],30.0,very coarse sand [T07],8,100,mixed bioclastic and volcaniclastic,3.0,0,,0,,0,,0,,0,,0,very fine mud [T07],100,,,hemipelagic mud clast,rounded,,,,,,,,,,,,very poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-3H-2-A,340,U1394,A,3,3-2,H,2,A,22.0,92.0,16.02,16.72,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],70.0,coarse sand [T07],7,calcareous sand [Leg210],30.0,coarse sand [T07],7,100,mixed bioclastic and volcaniclastic,3.0,0,,0,,0,,0,,0,,0,very fine mud [T07],100,,,hemipelagic mud clast,rounded,,,,,,,,,,,,very poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-3H-2-A,340,U1394,A,3,3-2,H,2,A,92.0,150.0,16.72,17.3,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],70.0,pebble [W22_2],9,calcareous sand [Leg210],30.0,pebble [W22_2],9,100,mixed bioclastic volcaniclastic,3.0,0,,0,,0,,0,,0,,0,very fine mud [T07],100,,,hemipelagic mud clast,rounded,,,,,,,,,,,,very poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-3H-3-A,340,U1394,A,3,3-3,H,3,A,0.0,9.0,17.3,17.39,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],70.0,granule [T07],9,calcareous sand [Leg210],30.0,granule [T07],9,100,coarser granules,1.0,0,,0,,0,,70,,0,,0,,30,,,,,,,,,,,,,,,,very poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-3H-3-A,340,U1394,A,3,3-3,H,3,A,9.0,150.0,17.39,18.8,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],70.0,granule [T07],9,calcareous sand [Leg210],30.0,granule [T07],9,100,mainly contain volcaniclastic clasts and biogenic clasts.,1.0,0,,0,,0,,80,,0,,0,,20,,,,,,,,,,,,,,,,very poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-3H-4-A,340,U1394,A,3,3-4,H,4,A,0.0,150.0,18.8,20.3,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],70.0,very coarse sand [T07],8,calcareous sand [Leg210],30.0,very coarse sand [T07],8,100,mixed bioclastic volcaniclastic,2.0,0,,0,,100,pebble [W22_2],0,,0,,0,,0,,,felsic,angular,,,,,,,,,,,,very poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-3H-5-A,340,U1394,A,3,3-5,H,5,A,0.0,150.0,20.3,21.8,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],70.0,coarse sand [T07],7,calcareous sand [Leg210],30.0,coarse sand [T07],7,100,mixed bioclastic,35.0,0,,29,pebble [W22_2],0,,0,,0,,14,medium sand [T07],57,coarse sand [T07],,biogenic,angular,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,65,400,,,,,,,
340-U1394A-3H-6-A,340,U1394,A,3,3-6,H,6,A,0.0,10.0,21.8,21.9,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],70.0,very coarse sand [T07],8,calcareous sand [Leg210],30.0,very coarse sand [T07],8,100,mixed bioclastic volcaniclastic,2.0,0,,0,,100,pebble [W22_2],0,,0,,0,,0,,,,,,,,,,,,,,,,very poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-3H-6-A,340,U1394,A,3,3-6,H,6,A,10.0,111.0,21.9,22.91,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],70.0,granule [T07],9,calcareous sand [Leg210],30.0,granule [T07],9,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,very poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-3H-7-A,340,U1394,A,3,3-7,H,7,A,0.0,64.0,22.91,23.55,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],70.0,granule [T07],9,calcareous sand [Leg210],30.0,granule [T07],9,100,mixed bioclastic volcaniclastic,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,very poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-3H-CC-A,340,U1394,A,3,3-CC,H,CC,A,0.0,17.0,23.55,23.72,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],70.0,granule [T07],9,calcareous sand [Leg210],30.0,granule [T07],9,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,very poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-4H-CC-A,340,U1394,A,4,4-CC,H,CC,A,0.0,10.0,23.8,23.9,destroyed [drilling disturbance],8,volcaniclastic-sand [BGS-S81],99.9,fine sand [T07],4,calcareous sand [Leg210],0.1,fine sand [T07],4,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-5X-CC-A,340,U1394,A,5,5-CC,X,CC,A,0.0,5.0,23.9,23.95,destroyed [drilling disturbance],8,volcaniclastic-gravel [BGS-S81],50.0,pebble [W22_2],9,volcaniclastic-gravel [BGS-S81],50.0,pebble [W22_2],9,100,Two pieces of lava fragments. Hornblende andesite and olivine+cpx+pl basalt. ,100.0,0,,0,,0,,0,,0,,0,,0,,,,angular,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-6X-CC-A,340,U1394,A,6,6-CC,X,CC,A,0.0,5.0,33.5,33.55,minimal [drilling disturbance],1,volcaniclastic-breccia [BGS-S81],100.0,pebble [W22_2],9,,,,,100,Andesite pebble,0.0,0,,0,,0,,0,,0,,0,,0,,,Andesite pebbles,angular,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-6X-CC-A,340,U1394,A,6,6-CC,X,CC,A,5.0,8.5,33.55,33.585,minimal [drilling disturbance],1,volcaniclastic-breccia [BGS-S81],100.0,pebble [W22_2],9,,,,,100,Andesite pebble,0.0,0,,0,,0,,0,,0,,0,,0,,,Andesite pebble,angular,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-6X-CC-A,340,U1394,A,6,6-CC,X,CC,A,8.5,13.5,33.585,33.635,minimal [drilling disturbance],1,volcaniclastic-breccia [BGS-S81],100.0,pebble [W22_2],9,,,,,100,Andesite pebble,0.0,0,,0,,0,,0,,0,,0,,0,,,Andesite pebble.,,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-6X-CC-A,340,U1394,A,6,6-CC,X,CC,A,13.5,18.0,33.635,33.68,minimal [drilling disturbance],1,volcaniclastic-breccia [BGS-S81],100.0,pebble [W22_2],9,,,,,100,Andesite pebble,0.0,0,,0,,0,,0,,0,,0,,0,,,Andesite pebble.,,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-6X-CC-A,340,U1394,A,6,6-CC,X,CC,A,18.0,22.0,33.68,33.72,minimal [drilling disturbance],1,volcaniclastic-breccia [BGS-S81],100.0,pebble [W22_2],9,,,,,100,Andesite pebble,0.0,0,,0,,0,,0,,0,,0,,0,,,Andesite pebble.,,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-6X-CC-A,340,U1394,A,6,6-CC,X,CC,A,22.0,27.0,33.72,33.77,minimal [drilling disturbance],1,volcaniclastic-breccia [BGS-S81],100.0,pebble [W22_2],9,,,,,100,Andesite pebble,0.0,0,,0,,0,,0,,0,,0,,0,,,Andesite pebble.,,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-7X-CC-A,340,U1394,A,7,7-CC,X,CC,A,0.0,23.0,43.1,43.33,,,volcaniclastic-gravel [BGS-S81],100.0,pebble [W22_2],9,,,,,100,,100.0,0,,0,,80,pebble [W22_2],0,,0,,20,granule [T07],0,,,,rounded,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-7X-CC-A,340,U1394,A,7,7-CC,X,CC,A,23.0,29.0,43.33,43.39,minimal [drilling disturbance],1,volcaniclastic-breccia [BGS-S81],100.0,pebble [W22_2],9,,,,,100,Single clast,100.0,0,,0,,100,pebble [W22_2],0,,0,,0,,0,,,,rounded,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-7X-CC-A,340,U1394,A,7,7-CC,X,CC,A,29.0,33.0,43.39,43.43,,,,,,,,,,,,PAL sample,0.0,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-9X-1-A,340,U1394,A,9,9-1,X,1,A,0.0,10.0,62.4,62.5,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100.0,fine mud [T07],1,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,very well [BP01],absent [alteration],0,greenish coloration @ 5 cm,,,,,,,,,,,,,
340-U1394A-9X-1-A,340,U1394,A,9,9-1,X,1,A,10.0,18.0,62.5,62.58,slight [drilling disturbance],2,carbonate ooze [Leg178],100.0,fine mud [T07],1,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-9X-1-A,340,U1394,A,9,9-1,X,1,A,18.0,20.0,62.58,62.6,,,carbonate ooze [Leg178],100.0,very fine mud [T07],3,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-9X-1-A,340,U1394,A,9,9-1,X,1,A,20.0,23.0,62.6,62.63,,,carbonate ooze [Leg178],100.0,fine mud [T07],1,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-9X-1-A,340,U1394,A,9,9-1,X,1,A,23.0,24.5,62.63,62.645,,,carbonate ooze [Leg178],100.0,very fine mud [T07],3,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-9X-1-A,340,U1394,A,9,9-1,X,1,A,24.5,37.0,62.645,62.77,,,carbonate ooze [Leg178],100.0,fine mud [T07],1,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-9X-CC-A,340,U1394,A,9,9-CC,X,CC,A,0.0,5.0,62.77,62.82,,,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,Contains < 10 % carbonate grains.,,,,,,,,,,,,,
340-U1394A-9X-CC-A,340,U1394,A,9,9-CC,X,CC,A,5.0,23.0,62.82,63.0,,,carbonate ooze [Leg178],100.0,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-9X-CC-A,340,U1394,A,9,9-CC,X,CC,A,23.0,28.0,63.0,63.05,,,carbonate ooze [Leg178],100.0,fine mud [T07],1,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-9X-CC-A,340,U1394,A,9,9-CC,X,CC,A,28.0,36.0,63.05,63.13,,,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-9X-CC-A,340,U1394,A,9,9-CC,X,CC,A,36.0,41.0,63.13,63.18,,,,,,,,,,,,PAL Sample,0.0,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-9X-CC-A,340,U1394,A,9,9-CC,X,CC,A,41.0,47.0,63.18,63.24,,,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,Contains < 10 % carbonate grains.,,,,,,,,,,,,,
340-U1394A-10X-1-A,340,U1394,A,10,10-1,X,1,A,0.0,2.0,72.0,72.02,,,,,,,,,,,,VOID,0.0,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-10X-1-A,340,U1394,A,10,10-1,X,1,A,2.0,14.0,72.02,72.14,slight [drilling disturbance],2,volcaniclastic-gravel [BGS-S81],100.0,granule [T07],9,,,,,100,,80.0,0,,0,,80,granule [T07],0,,0,,20,granule [T07],0,,,,rounded,,,,,,,,,,,,,absent [alteration],0,matrix filled with wet clay,,,,,,,,,,,,,
340-U1394A-10X-1-A,340,U1394,A,10,10-1,X,1,A,14.0,15.0,72.14,72.15,slight [drilling disturbance],2,calcareous sand [Leg210],100.0,medium sand [T07],6,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-10X-1-A,340,U1394,A,10,10-1,X,1,A,15.0,22.0,72.15,72.22,slight [drilling disturbance],2,calcareous sand [Leg210],100.0,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,with carbonate fragments,,,,,,,,,,,,,
340-U1394A-10X-1-A,340,U1394,A,10,10-1,X,1,A,22.0,24.0,72.22,72.24,slight [drilling disturbance],2,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,laminated,,,,,,,,,,,,,
340-U1394A-10X-1-A,340,U1394,A,10,10-1,X,1,A,24.0,26.0,72.24,72.26,slight [drilling disturbance],2,carbonate ooze [Leg178],100.0,fine mud [T07],1,,,,,100,,2.0,0,,0,,0,,100,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,with a 5 mm clast at the bottom,,,,,,,,,,,,,
