Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology 1 prefix,Lithology 1 principal name,Lithology 1 suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Lithology 2 prefix,Lithology 2 principal name,Lithology 2 suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Shore File Links,File Data
349-U1431E-13R-6-#2-A,12,53,668.99,669.4,calcareous rich,claystone [Leg339],with silt [Leg339],calcareous rich claystone ,calcareous rich claystone with silt ,100,GLEY 1 5/10GY (greenish gray),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,poor [BP01],,,,,,,,,,100,,,,,,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-13R-6-#3-A,0,3,669.4,669.43,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 5/10GY (greenish gray),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,poor [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-13R-6-#3-A,3,45,669.43,669.85,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 4/N (dark gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,moderate [BP01],,,,,,,,,,100,,,,,,thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-13R-6-#4-A,0,10,669.85,669.95,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 4/N (dark gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,moderate [BP01],,,,,,,,,,100,,,,,,thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-13R-6-#5-A,0,6,669.95,670.01,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 4/N (dark gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,moderate [BP01],,,,,,,,,,100,,,,,,thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-1-#1-A,0,9,671.2,671.29,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-1-#10-A,0,4,672.3,672.34,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand ,100,GLEY 1 5/N (gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,100,,,,,,thin bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-1-#11-A,0,3,672.34,672.37,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand ,100,GLEY 1 5/N (gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],cross-bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-1-#12-A,0,21,672.37,672.58,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand ,100,GLEY 1 5/N (gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,100,,,,,,medium bed [B01],lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-1-#13-A,0,7,672.58,672.65,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 5/N (gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,poor [BP01],,,,,,,,,,100,,,,,,medium bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-1-#14-A,0,5,672.65,672.7,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 5/N (gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,poor [BP01],,,,,,,,,,100,,,,,,thin bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-1-#2-A,0,17,671.29,671.46,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-1-#3-A,0,10,671.46,671.56,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-1-#4-A,0,21,671.56,671.77,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-1-#5-A,0,5,671.77,671.82,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-1-#6-A,0,14,671.82,671.96,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-1-#7-A,0,5,671.96,672.01,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-1-#8-A,0,11,672.01,672.12,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 5/N (gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,poor [BP01],,,,,,,,,,100,,,,,,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-1-#9-A,0,9,672.12,672.21,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 5/N (gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,poor [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-1-#9-A,9,18,672.21,672.3,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand ,100,GLEY 1 5/N (gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,100,,,,,,thin bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-2-#1-A,0,11,672.7,672.81,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-2-#10-A,0,4,673.35,673.39,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-2-#11-A,0,6,673.39,673.45,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-2-#12-A,0,4,673.45,673.49,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-2-#13-A,0,4,673.49,673.53,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-2-#14-A,0,4,673.53,673.57,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-2-#15-A,0,5,673.57,673.62,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-2-#16-A,0,8,673.62,673.7,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-2-#17-A,0,7,673.7,673.77,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 5/N (gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,100,,,,,,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-2-#18-A,0,11,673.77,673.88,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 5/N (gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-2-#18-A,11,20,673.88,673.97,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 5/N (gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,100,,,,,,thin bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-2-#19-A,0,10,673.97,674.07,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,medium bed [B01],cross-bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-2-#2-A,0,7,672.81,672.88,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-2-#20-A,0,6,674.07,674.13,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,medium bed [B01],cross-bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-2-#3-A,0,7,672.88,672.95,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-2-#4-A,0,5,672.95,673,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-2-#5-A,0,5,673,673.05,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-2-#6-A,0,7,673.05,673.12,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-2-#7-A,0,8,673.12,673.2,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-2-#8-A,0,10,673.2,673.3,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-2-#9-A,0,5,673.3,673.35,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-3-#1-A,0,6,674.13,674.19,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-3-#10-A,0,10,674.69,674.79,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],cross-bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-3-#11-A,0,20,674.79,674.99,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,gradational,inclined,medium bed [B01],,heavy [DB86],3,syn-sedimentary or growth fault [BJ80],steeply dipping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-3-#11-A,20,44,674.99,675.23,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],cross-bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-3-#12-A,0,3,675.23,675.26,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,,,very thin bed [B01],color banding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-3-#13-A,0,3,675.26,675.29,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,,,very thin bed [B01],color banding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-3-#14-A,0,15,675.29,675.44,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand [Leg339],100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],silt [W22_1],2,coarse sand [W22_2],6,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-3-#15-A,0,19,675.44,675.63,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand [Leg339],100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],silt [W22_1],2,coarse sand [W22_2],6,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-3-#2-A,0,4,674.19,674.23,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-3-#3-A,0,6,674.23,674.29,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-3-#4-A,0,5,674.29,674.34,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-3-#5-A,0,7,674.34,674.41,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-3-#6-A,0,8,674.41,674.49,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 5/N (gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,100,,,,,,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-3-#7-A,0,5,674.49,674.54,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 5/N (gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thin bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-3-#8-A,0,7,674.54,674.61,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-3-#9-A,0,8,674.61,674.69,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,irregular,curved,thin bed [B01],cross-bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-4-#1-A,0,5,675.63,675.68,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 4/N (dark gray),lithified [B84],silt [W22_1],2,medium sand [W22_2],5,poor [BP01],,,,,,,,,,,,,,irregular,horizontal,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-4-#1-A,5,8,675.68,675.71,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 5/N (gray),lithified [B84],medium sand [W22_2],5,clay [W22_1],1,moderate [BP01],,,,,,,,,,,,,,irregular,horizontal,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-4-#1-A,8,10,675.71,675.73,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 4/N (dark gray),lithified [B84],silt [W22_1],2,medium sand [W22_2],5,poor [BP01],,,,,,,,,,,,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-4-#2-A,0,3,675.73,675.76,silty [Leg339],claystone [Leg339],,silty claystone ,silty claystone ,,GLEY 1 4/N (dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,gradational,horizontal,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-4-#2-A,3,40,675.76,676.13,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],silt [W22_1],2,medium sand [W22_2],5,poor [BP01],,,,,,,,,,,,,,gradational,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-4-#2-A,40,55,676.13,676.28,silty [Leg339],claystone [Leg339],,silty claystone ,silty claystone ,,GLEY 1 4/N (dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,laminated near top,gradational,horizontal,medium bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-4-#2-A,55,61,676.28,676.34,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],silt [W22_1],2,medium sand [W22_2],5,poor [BP01],,,,,,,,,,,,,,,,,cross-lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-4-#3-A,0,5,676.34,676.39,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 5/5GY (greenish gray),lithified [B84],silt [W22_1],2,medium sand [W22_2],5,poor [BP01],,,,,,,,,,,,,,,,,cross-lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-4-#4-A,0,4,676.39,676.43,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 5/5GY (greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderate [BP01],,,,,,,,,,,,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1431E-14R-4-#5-A,0,17,676.43,676.6,,sandstone [Leg339],,sandstone ,sandstone ,60,GLEY 1 5/N (gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderate [BP01],,,,,siltstone [Leg339],,siltstone ,siltstone ,40,100,,,,planar,horizontal,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
