Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
341-U1418E-9H-2-A,11.5,34,136.415,136.64,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,present [A79],1,,,,,,,,,,"- diatom ooze
- relatively many & big black mottles
- 1 lonestone
- small gas cracks (<10 mm wide and ~1 mm high)",gradational contact,,,,,341,U1418,E,9,H,2,A,,,,
341-U1418E-9H-2-A,34,80,136.64,137.1,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- mud with silt laminae
- slight colour change to more greenish and greyish
- few black mottles - mostly <2 mm, but some up to ~1 cm
- few mud patches <5 mm

small gas cracks (<10 mm wide and ~1 mm high)

- silt laminae (for interval 34-82 cm and 84-150 cm)
- continuous and discontinuous
- thickness: <4 mm
- number: 16 above 80 cm, ~25 below 82 cm
- spacing: 3 mm - ~19 cm
- sharp lower boundaries
- graded and massive

- parts of broken pebble of silt stone between 137.5-141.5",sharp contact,,,,,341,U1418,E,9,H,2,A,,,,
341-U1418E-9H-2-A,80,82,137.1,137.12,,sand [Leg210],,sand ,,,normal grading,5Y 4/1 (dark gray),,,,,,,,,,,,,,"- graded sand from medium to very fine
- 5Y 4/1 in upper >1 cm
- 5Y 3/1 in lower <1 cm
- poorly sorted at bottom",sharp contact,erosive,,,,341,U1418,E,9,H,2,A,,,,
341-U1418E-9H-2-A,82,150,137.12,137.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],6,,,,,,,,,,- see interval from 34-80 cm,,,,,,341,U1418,E,9,H,2,A,,,,
341-U1418E-9H-3-A,0,123.5,137.8,139.035,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,"- mud with silt laminae
- slight colour change to more greenish and greyish
- very few black mottles - mostly <1 mm
- few mud patches <8 mm

small gas cracks (<10 mm wide and ~1 mm high)

- silt laminae (for interval 34-82 cm and 84-150 cm)
- continuous and discontinuous
- thickness: <4 mm
- number: ~35
- spacing: 4 mm - ~24 cm
- sharp lower boundaries
- massive

- some intervals with nannofossils (based on smear slide from 36 cm)",sharp contact,,,,,341,U1418,E,9,H,3,A,,,,
341-U1418E-9H-3-A,123.5,124.5,139.035,139.045,,sand [Leg210],,sand ,,,normal grading,N 4 (dark gray),,,,,,,,,,,,,,"- graded sand from fine to very fine
- very irregular lower, erosive boundary",sharp contact,erosive,,,,341,U1418,E,9,H,3,A,,,,
341-U1418E-9H-3-A,124.5,150,139.045,139.3,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,"- some black mottles and mud patches
- for more details see description of top of Section 4",,,,,,341,U1418,E,9,H,3,A,,,,
341-U1418E-9H-4-A,0,150,139.3,140.8,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],5,,,,,,,,,,"mud with 10 thin (0.2 - 0.6 cm) silt laminae/patches, few black mottles; color variations from N 4 to 10Y 4/1",,,,,,341,U1418,E,9,H,4,A,,,,
341-U1418E-9H-5-A,0,150,140.8,142.3,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"clayey mud with 10 thin (0.4 cm) silt laminae/patches, few black mottles; thin sand layer @ 40-41 cm: very fine sand, erosive lower boundary",,,,,,341,U1418,E,9,H,5,A,,,,
341-U1418E-9H-6-A,0,100,142.3,143.3,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"clayey mud with 8 thin (0.3 cm) silt laminae/patches, few black mottles",,,,,,341,U1418,E,9,H,6,A,,,,
341-U1418E-9H-7-A,0,50,143.3,143.8,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"clayey mud with 7 thin (0.5 cm) silt laminae/patches, few black mottles",,,,,,341,U1418,E,9,H,7,A,,,,
341-U1418E-9H-7-A,50,55,143.8,143.85,,sand [Leg210],,sand ,,,normal grading,5Y 4/1 (dark gray),,,,,,,,,,,,,,"poorly sorted, fine to medium sand, Qz, Fsp, hornblende",sharp contact,erosive,,,,341,U1418,E,9,H,7,A,,,,
341-U1418E-9H-7-A,55,70,143.85,144,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"clayey mud with thin (0.5 cm) silt laminae/patches, few black mottles",,,,,,341,U1418,E,9,H,7,A,,,,
341-U1418E-9H-CC-A,0,27,144,144.27,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"clayey mud with 2 discontinuous silt laminae/patches, few black mottles",,,,,,341,U1418,E,9,H,CC,A,,,,
341-U1418E-9H-CC-A,27,32,144.27,144.32,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,E,9,H,CC,A,,,,
341-U1418E-10H-1-A,0,137,144.3,145.67,,diatom ooze [Leg339],with volcanic ash [Leg339],diatom ooze  with volcanic ash ,trace amount,1,,10Y 4/1 (dark greenish gray),moderate [DB86],2,present [A79],6,,,,,,,,,,"- 6 granules
- relatively many black mottles
- 122 cm: sand lamina",gradational contact,,,,,341,U1418,E,10,H,1,A,,,,
341-U1418E-10H-1-A,137,151,145.67,145.81,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- 1 granule
- silt patches (<5 mm)",,,,,,341,U1418,E,10,H,1,A,,,,
341-U1418E-10H-2-A,0,50,145.81,146.31,volcaniclastic bearing,mud [Leg210],with silt [Leg339],volcaniclastic bearing mud  with silt ,volcaniclastic-bearing,2,,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,"- 2 discontinuous laminae (<3 mm)
- some small black mottles",gradational contact,,,,,341,U1418,E,10,H,2,A,,,,
341-U1418E-10H-2-A,50,103,146.31,146.84,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,"- mud with silt laminae
- very slight colour change to more greenish and greyish
- few black mottles (<2 mm)
- few mud patches <2 mm

- silt laminae
- continuous and discontinuous
- thickness: <8 mm
- number: ~20
- spacing: 3 mm - ~7 cm
- sharp lower boundaries
- graded and massive
",gradational contact,,,,,341,U1418,E,10,H,2,A,,,,
341-U1418E-10H-2-A,103,150,146.84,147.31,,mud [Leg210],with abundant clasts,mud  with abundant clasts,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,"- 1 discontinuous lamina
- some black mottles
- some mud patches (<2 mm)
- VERY SLIGHT colour banding to greenish and greyish",,,,,,341,U1418,E,10,H,2,A,,,,
341-U1418E-10H-3-A,0,150,147.31,148.81,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,clayey mud with 14 discontinuous patches/laminae (0.4 cm) of silt; sharp lower boundaries; evenly distributed throughout section; few black mottles; color banding is very slight,,,,,,341,U1418,E,10,H,3,A,,,,
341-U1418E-10H-4-A,0,63,148.81,149.44,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],5,,,,,,,,,,clayey mud with 11 discontinuous patches/laminae (0.2-0.8 cm) of silt; sharp lower boundaries; evenly distributed throughout section; few black mottles; color banding is very slight,,,,,,341,U1418,E,10,H,4,A,,,,
341-U1418E-10H-4-A,63,69,149.44,149.5,,sand [Leg210],,sand ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,"fine to medium sand, poorly sorted, very wet - no structure visible",sharp contact,erosive,,,,341,U1418,E,10,H,4,A,,,,
341-U1418E-10H-4-A,69,150,149.5,150.31,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,clayey mud with discontinuous patches/laminae (0.2-0.8 cm) of silt; sharp lower boundaries; evenly distributed throughout section; few black mottles; color banding is very slight,,,,,,341,U1418,E,10,H,4,A,,,,
341-U1418E-10H-5-A,0,130,150.31,151.61,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],4,,,,,,,,,,clayey mud with 4 discontinuous patches/laminae (0.3 cm) of silt; sharp lower boundaries; few black mottles; color banding is slight; a piece of plastic liner got stuck @ ca. 60 cm,,,,,,341,U1418,E,10,H,5,A,,,,
341-U1418E-10H-6-A,0,121,151.61,152.82,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],4,,,,,,,,,,clayey mud with 9 discontinuous patches/laminae (0.4-1 cm) of silt and sand; sharp lower boundaries; few black mottles; 74 - 74.5 cm: very fine sand with sharp lower bounadry,,,,,,341,U1418,E,10,H,6,A,,,,
341-U1418E-11H-1-A,0,110,153.8,154.9,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,"- mud with silt laminae
- slight colour banding to greenish and greyish
- few black mottles (<2 mm)
- 2 lonestones
- some mud patches <3 mm

- silt laminae
- continuous to discontinuous
- thickness: <7 mm
- number: ~25
- spacing: ~4 mm - >16 cm
- sharp lower boundaries
- massive

NOTE: LINER BROKE DURING CORING",gradational contact,,,,,341,U1418,E,11,H,1,A,,,,
341-U1418E-11H-1-A,110,150,154.9,155.3,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- relatively large amounts of black mottles (<1 cm) between ~120-130 cm
- slight colour change to 10Y 4/1 between ~120-130 cm

NOTE: LINER BROKE DURING CORING
",,,,,,341,U1418,E,11,H,1,A,,,,
341-U1418E-11H-2-A,0,97,155.3,156.27,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],4,,,,,,,,,,"- discontinuous silt lamina
- some scattered silt patches (< 5 mm)
- slight colour change towards 10Y 4/1 around 30 cm

NOTE: LINER BROKE DURING CORING",sharp contact,irregular,,,,341,U1418,E,11,H,2,A,,,,
341-U1418E-11H-2-A,97,100,156.27,156.3,,sand [Leg210],,sand ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,"- fine sand with some mud
",sharp contact,erosive,,,,341,U1418,E,11,H,2,A,,,,
341-U1418E-11H-2-A,100,112.5,156.3,156.425,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,- relatively many black mottles,sharp contact,irregular,,,,341,U1418,E,11,H,2,A,,,,
341-U1418E-11H-2-A,112.5,114,156.425,156.44,,sand [Leg210],,sand ,,,normal grading,5Y 3/1 (very dark gray),,,,,,,,,,,,,,"- medium to fine sand
- sharp and irregular upper boundary",sharp contact,erosive,,,,341,U1418,E,11,H,2,A,,,,
341-U1418E-11H-2-A,114,150,156.44,156.8,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- some black mottles
- some inflow of sand along liner wall between ~120-~125 cm",,,,,,341,U1418,E,11,H,2,A,,,,
341-U1418E-11H-3-A,0,27,156.8,157.07,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- some black mottles
- one granule",gradational contact,,,,,341,U1418,E,11,H,3,A,,,,
341-U1418E-11H-3-A,27,36,157.07,157.16,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,present [A79],1,,,,,,,,,,,,,,,,341,U1418,E,11,H,3,A,,,,
341-U1418E-11H-3-A,36,38,157.16,157.18,,silt [Leg210],,silt ,,,,5Y 3/1 (very dark gray),,,,,,,,,,,,,,- gradational boundaries -> maybe due to bioturbation?,gradational contact,,,,,341,U1418,E,11,H,3,A,,,,
341-U1418E-11H-3-A,38,81,157.18,157.61,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,present [A79],2,,,,,,,,,,- 2 granules,,,,,,341,U1418,E,11,H,3,A,,,,
341-U1418E-11H-3-A,81,83,157.61,157.63,,sand [Leg210],,sand ,,,,5Y 3/1 (very dark gray),heavy [DB86],3,,,,,,,,,,,,"- discontinuous fine sand bed
- heavily bioturbated",,,,,,341,U1418,E,11,H,3,A,,,,
341-U1418E-11H-3-A,83,100.5,157.63,157.805,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,sharp contact,,,,,341,U1418,E,11,H,3,A,,,,
341-U1418E-11H-3-A,100.5,101.5,157.805,157.815,,sand [Leg210],,sand ,,,,5Y 3/1 (very dark gray),,,,,,,,,,,,,,- medium sand,sharp contact,erosive,,,,341,U1418,E,11,H,3,A,,,,
341-U1418E-11H-3-A,101.5,150,157.815,158.3,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,present [A79],1,,,,,,,,,,"- 1 granule
- medium sand lamina (~3 mm) around 121 cm",,,,,,341,U1418,E,11,H,3,A,,,,
341-U1418E-11H-4-A,0,118,158.3,159.48,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,present [A79],1,,,,,,,,,,clayey mud with many black mottles,,,,,,341,U1418,E,11,H,4,A,,,,
341-U1418E-11H-4-A,118,120.5,159.48,159.505,,sand [Leg210],,sand ,,,normal grading,5Y 4/1 (dark gray),,,,,,,,,,,,,,"fine to medium sand, poorly sorted",sharp contact,erosive,,,,341,U1418,E,11,H,4,A,,,,
341-U1418E-11H-4-A,120.5,146,159.505,159.76,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,present [A79],1,,,,,,,,,,many black mottles,,,,,,341,U1418,E,11,H,4,A,,,,
341-U1418E-11H-4-A,146,147,159.76,159.77,,sand [Leg210],,sand ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,fine sand,sharp contact,erosive,,,,341,U1418,E,11,H,4,A,,,,
341-U1418E-11H-4-A,147,150,159.77,159.8,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,present [A79],1,,,,,,,,,,many black mottles,,,,,,341,U1418,E,11,H,4,A,,,,
341-U1418E-11H-5-A,0,40,159.8,160.2,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,present [A79],1,,,,,,,,,,"clayey mud, less black mottles",,,,,,341,U1418,E,11,H,5,A,,,,
341-U1418E-11H-5-A,40,80,160.2,160.6,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,present [A79],1,,,,,,,,,,"clayey mud, many black mottles",,,,,,341,U1418,E,11,H,5,A,,,,
341-U1418E-11H-5-A,80,120,160.6,161,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"clayey mud, less black mottles",,,,,,341,U1418,E,11,H,5,A,,,,
341-U1418E-11H-5-A,120,150,161,161.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,clayey mud interbedded with 8 silt laminae (0.5 cm thick),,,,,,341,U1418,E,11,H,5,A,,,,
341-U1418E-11H-6-A,0,97,161.3,162.27,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,mud interbedded with 26 silt and very fine sand (hornblende rich) laminae (0.3 - 1 cm); number of laminae increases with depth,,,,,,341,U1418,E,11,H,6,A,,,,
341-U1418E-11H-7-A,0,62,162.27,162.89,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],5,,,,,,,,,,"mud interbedded with 9 silt and very fine sand laminae (0.7 cm); sandstone pebble @ 28 cm: subrounded, coarse grained, very dark gray",,,,,,341,U1418,E,11,H,7,A,,,,
341-U1418E-12H-1-A,0,150,163.3,164.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],4,,,,,,,,,,"- mud with silt laminae
- slight colour banding to greenish and greyish
- 4 lonestones (granules)
- few mud patches <1 cm wide and 3 mm high
- one sand patch (at ~117 cm); 5 mm diameter; coarse sand

- silt laminae
- continuous to discontinuous
- thickness: <5 mm, mostly <3 mm
- number: ~50
- spacing: ~3 mm - ~33 cm
- sharp lower boundaries
- graded and massive",,,,,,341,U1418,E,12,H,1,A,,,,
341-U1418E-12H-2-A,0,99,164.8,165.79,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,"- mud with silt laminae
- slight colour banding to greenish and greyish
- 3 lonestones
- some black mottles (<5 mm)
- few mud patches <5 mm
- one sand lamina between 65.5-66.5: medium to fine sand; graded; erosive lower boundary; sharp upper boundary
- one sand lense at liner wall between ~68-70 cm

- silt laminae
- continuous to discontinuous
- thickness: <5 mm
- number: ~20
- spacing: ~5 mm - ~35 cm
- sharp lower boundaries
- massive",gradational contact,,,,,341,U1418,E,12,H,2,A,,,,
341-U1418E-12H-2-A,99,150,165.79,166.3,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- colour banded mud
- some black mottles
- 1 pebble
- 1 silt lamina at ~146 cm; ~2 mm thick
- changes to 10Y 4/1 at the bottom of section",,,,,,341,U1418,E,12,H,2,A,,,,
341-U1418E-12H-3-A,0,150,166.3,167.8,,mud [Leg210],,mud ,,,color banding,10Y 4/1 (dark greenish gray),moderate [DB86],2,present [A79],5,,,,,,,,,,"- colour banded mud with rare silt & sand laminae
- black mottles up to 7 mm
- few silt patches <5 mm
- 5 granules/pebbles",,,,,,341,U1418,E,12,H,3,A,,,,
341-U1418E-12H-4-A,0,21,167.8,168.01,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,341,U1418,E,12,H,4,A,,,,
341-U1418E-12H-4-A,21,150,168.01,169.3,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,mud with 18 silt laminae (0.3 - 1 cm thick) - often discontinuous; few black mottles,,,,,,341,U1418,E,12,H,4,A,,,,
341-U1418E-12H-5-A,0,30,169.3,169.6,,mud [Leg210],with volcanic ash [Leg339],mud  with volcanic ash ,trace amount,1,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,clayey mud with micro lenses of silt and reworked ash,,,,,,341,U1418,E,12,H,5,A,,,,
341-U1418E-12H-5-A,30,32,169.6,169.62,,ash(tuff) [MMK88m],,ash(tuff) ,ash,4,,5Y 7/1 (light gray),heavy [DB86],3,,,,,,,,,,,,"fine glassy ash, highly bioturbated boundaries",sharp contact,biotubated,,,,341,U1418,E,12,H,5,A,,,,
341-U1418E-12H-5-A,32,40,169.62,169.7,,mud [Leg210],with volcanic ash [Leg339],mud  with volcanic ash ,trace amount,1,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,clayey mud with micro lenses of silt and reworked ash,,,,,,341,U1418,E,12,H,5,A,,,,
341-U1418E-12H-5-A,40,125,169.7,170.55,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,"mud interbedded with 22 silt laminae (0.1 - 1 cm); sharp boundaries, often discontinuous and patchy",,,,,,341,U1418,E,12,H,5,A,,,,
341-U1418E-12H-5-A,125,150,170.55,170.8,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,,,,,,,341,U1418,E,12,H,5,A,,,,
341-U1418E-12H-6-A,0,145,170.8,172.25,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,"diatom ooze with black mottles, few micro lenses of silt and ash, significant color variations from dark greenish gray to green to greenish-yellow-brown; 121 - 143 liner not completely filled",,,,,,341,U1418,E,12,H,6,A,,,,
341-U1418E-13H-1-A,0,150,172.8,174.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- mud with silt laminae
- slight colour banding to greenish and greyish
- 1 lonestone
- some black mottles (<5 mm)
- some mud patches <5 mm

29.5-31.0: fine to very fine sand; 5Y 3/1, graded; erosive lower boundary
110-111: muddy sand; graded; erosive lower boundary

- silt laminae
- continuous to discontinuous
- thickness: ~1 - 8 mm
- number: ~40
- spacing: ~2 mm - ~20 cm
- sharp lower boundaries
- massive
- some laminae lighter than matrix",,,,,,341,U1418,E,13,H,1,A,,,,
341-U1418E-13H-2-A,0,150,174.3,175.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],6,,,,,,,,,,"- mud with silt laminae
- slight colour banding to greenish and greyish
- 6 lonestones
- few, weak black mottles
- few mud patches <5 mm
- some mud patches with white mud -> ash?

~90-93: strongly modified interval of sand due to heavy bioturbation

- silt laminae
- continuous to discontinuous
- thickness: <2 mm
- number: ~30
- spacing: ~3 mm - >30 cm
- sharp lower boundaries
- massive",,,,,,341,U1418,E,13,H,2,A,,,,
341-U1418E-13H-3-A,0,150,175.8,177.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],2,,,,,,,,,,"- mud with silt laminae
- slight colour banding to greenish and greyish
- 2 lonestones (granules)
- some mud patches; max. 1 cm wide and 5 mm high


- silt laminae
- continuous to discontinuous
- thickness: max. 1 cm; mostly <5 mm
- number: ~40
- spacing: ~2 mm - ~40 cm
- sharp lower boundary
- graded and massive",,,,,,341,U1418,E,13,H,3,A,,,,
341-U1418E-13H-4-A,0,150,177.3,178.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"clayey mud interbedded with 43 silt and very few very fine sand laminae (0.1 - 1 cm), sharp boundaries; few black mottles; lonestone @ 10 cm: 1.5 cm subrounded greenstone",,,,,,341,U1418,E,13,H,4,A,,,,
341-U1418E-13H-5-A,0,45,178.8,179.25,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,"clayey mud interbedded with 10 silt and very few very fine sand laminae (0.1 - 0.8 cm), sharp boundaries; few black mottles",,,,,,341,U1418,E,13,H,5,A,,,,
341-U1418E-13H-5-A,45,97,179.25,179.77,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,,,,,,,341,U1418,E,13,H,5,A,,,,
341-U1418E-13H-5-A,97,150,179.77,180.3,,biosiliceous ooze [Leg339],with foraminifers [Leg339],biosiliceous ooze  with foraminifers ,trace amount,1,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],1,,,,,,,,,,"fragments of diatoms, sponge spicules, forams, nannos, volcanic glass",,,,,,341,U1418,E,13,H,5,A,,,,
341-U1418E-13H-6-A,0,23,180.3,180.53,sandy,biosiliceous ooze [Leg339],with foraminifers [Leg339],sandy biosiliceous ooze  with foraminifers ,trace amount,1,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"fragments of diatoms, sponge spicules, forams, nannos, volcanic glass",,,,,,341,U1418,E,13,H,6,A,,,,
341-U1418E-13H-6-A,23,26,180.53,180.56,,sand [Leg210],,sand ,,,normal grading,N 4 (dark gray),,,,,,,,,,,,,,"fine sand, fining upward",sharp contact,erosive,,,,341,U1418,E,13,H,6,A,,,,
341-U1418E-13H-6-A,26,120,180.56,181.5,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,heavily disturbed,,,,,,341,U1418,E,13,H,6,A,,,,
341-U1418E-13H-CC-A,0,9,181.5,181.59,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,E,13,H,CC,A,,,,
341-U1418E-13H-CC-A,9,14,181.59,181.64,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,E,13,H,CC,A,,,,
