Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data
341-U1417E-9R-3-A,0,114,421.4,422.54,diatom rich,mud [Leg210],,diatom rich mud ,,,,5Y 5/1 (gray),heavy [DB86],3,absent [A79],,,,,,,,,,,"top 23 cm gradual change from green (5GY 4/2) to grey (5Y 5/1); at 74-75 cm thin brown calcareous mud, barren. Bottom contact gradual form 108 to 114, from 5Y 5/1 to 5GY 6/2.",,,,,
341-U1417E-9R-3-A,114,139,422.54,422.79,diatom rich,mud [Leg210],,diatom rich mud ,,,,5GY 6/1 (greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-9R-3-A,139,150,422.79,422.9,calcareous bearing,mud [Leg210],,calcareous bearing mud ,,,color banding,N 4 (dark gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-9R-4-A,0,19,422.9,423.09,calcareous bearing,mud [Leg210],,calcareous bearing mud ,,,color banding,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,green/gray color bands; Zoophycus burrow at 15cm,,,,,
341-U1417E-9R-4-A,19,27,423.09,423.17,calcareous bearing,mud [Leg210],,calcareous bearing mud ,,,color banding,N 4 (dark gray),heavy [DB86],3,absent [A79],,,,,,,,,,,green/gray color bands,,,,,
341-U1417E-9R-4-A,27,84,423.17,423.74,calcareous bearing,mud [Leg210],,calcareous bearing mud ,,,color banding,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,green/gray color bands; Zoophycus burrows 45-49cm,,,,,
341-U1417E-9R-4-A,84,141,423.74,424.31,calcareous bearing,mud [Leg210],,calcareous bearing mud ,,,color banding,N 4 (dark gray),heavy [DB86],3,absent [A79],,,,,,,,,,,green/gray color bands; Zoophycus burrows 113-116cm,,,,,
341-U1417E-9R-5-A,0,74,424.31,425.05,calcareous bearing,mud [Leg210],,calcareous bearing mud ,,,color banding,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,green/gray/brown color bands,,,,,
341-U1417E-9R-CC-A,0,19,425.05,425.24,calcareous bearing,mud [Leg210],,calcareous bearing mud ,,,color banding,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,green color bands,,,,,
341-U1417E-9R-CC-A,19,24,425.24,425.29,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1417E-10R-1-A,0,88,428.1,428.98,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,N 4 (dark gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-10R-1-A,88,120,428.98,429.3,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,5GY 3/1 (very dark greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,"contact at 88 cm fuzzy, bioturbated; Transition from 114 cm to 120 cm from 5GY 3/2 (greenish) to dark grey (N 4)",,,,,
341-U1417E-10R-1-A,120,150,429.3,429.6,,mud [Leg210],,mud ,,,,N 4 (dark gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-10R-2-A,0,50,429.6,430.1,,mud [Leg210],,mud ,,,,5GY 5/1 (greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-10R-2-A,50,114,430.1,430.74,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),heavy [DB86],3,absent [A79],,,,,,,,,,,"color banding (grey - greenish grey) - laminated to thin bedded, parallel lamination between 69 und 66 cm; cf. zoophycos",,,,,
341-U1417E-10R-2-A,114,127,430.74,430.87,,,,,,,,,,,,,,,,,,,,,,SAFF,,,,,
341-U1417E-10R-2-A,127,135,430.87,430.95,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-10R-3-A,0,15,431.1,431.25,,clast-rich diamict [M89m],,clast-rich diamict ,,,,N 4 (dark gray),none [DB86],0,,,,,,,,,,,,,gradational contact,,,,
341-U1417E-10R-3-A,15,63.5,431.25,431.735,,clast-poor diamict [M89m],with mud [Leg339],clast-poor diamict  with mud ,,,,N 4 (dark gray),none [DB86],0,,,,,,,,,,,,,sharp contact,,,,
341-U1417E-10R-3-A,63.5,72,431.735,431.82,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,5G 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,gradational contact,biotubated,,,
341-U1417E-10R-3-A,72,87,431.82,431.97,sandy,diamict [M89m],with mud [Leg339],sandy diamict  with mud ,,,normal grading,N 4 (dark gray),none [DB86],0,,,,,,,,,,,,,sharp contact,,,,
341-U1417E-10R-3-A,87,96,431.97,432.06,diatom bearing,mud [Leg210],,diatom bearing mud ,,,color banding,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,green/brown color bands,gradational contact,biotubated,,,
341-U1417E-10R-3-A,96,110,432.06,432.2,sandy,diamict [M89m],with mud [Leg339],sandy diamict  with mud ,,,normal grading,N 4 (dark gray),none [DB86],0,,,,,,,,,,,,,sharp contact,,,,
341-U1417E-10R-3-A,110,133,432.2,432.43,diatom bearing,mud [Leg210],,diatom bearing mud ,,,color banding,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,green/brown color bands,,,,,
341-U1417E-10R-4-A,0,22,432.43,432.65,diatom bearing,mud [Leg210],,diatom bearing mud ,,,color banding,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,"green/brown color bands; Zoophycus burrows at: 2,17cm",gradational contact,,,,
341-U1417E-10R-4-A,22,26,432.65,432.69,,silt [Leg210],with dispersed clasts,silt  with dispersed clasts,,,,10Y 4/1 (dark greenish gray),none [DB86],0,present [A79],,,,,,,,,,,rip up,,,,,
341-U1417E-10R-4-A,26,67,432.69,433.1,diatom bearing,mud [Leg210],,diatom bearing mud ,,,color banding,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,"green/brown color bands; Zoophycus burrows at: 44, 52, 57cm",,,,,
341-U1417E-10R-CC-A,0,13.5,433.1,433.235,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,Zoophycus burrow at 7cm,,,,,
341-U1417E-10R-CC-A,13.5,16,433.235,433.26,,sand [Leg210],,sand ,,,,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-10R-CC-A,16,21,433.26,433.31,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1417E-11R-1-A,0,18,437.8,437.98,,sand [Leg210],with mud [Leg339],sand  with mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417E-11R-1-A,18,66,437.98,438.46,sandy,clast-poor diamict [M89m],with mud [Leg339],sandy clast-poor diamict  with mud ,,,,N 4 (dark gray),,,,,,,coarse sand [W22_2],subangular,,,,,,"top 3.5 cm fine sand to silt with small clasts, black, angular; most of the deposit is ungraded, normal grading only present at top, cm 22-18;
larger rounded mud clasts, 2 to 4 cm, between cm 48 and 22; sharp basal contact",,,,,
341-U1417E-11R-1-A,66,88,438.46,438.68,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417E-11R-1-A,88,97,438.68,438.77,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,N 4 (dark gray),,,,,,,sand [W22_1],subangular,,,,,,sharp base and top,,,,,
341-U1417E-11R-1-A,97,108,438.77,438.88,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417E-11R-1-A,108,121,438.88,439.01,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,N 4 (dark gray),,,,,,,sand [W22_1],subangular,,,,,,sharp base and top,,,,,
341-U1417E-11R-1-A,121,143,439.01,439.23,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417E-11R-2-A,0,30,439.23,439.53,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417E-11R-2-A,30,37.5,439.53,439.605,sandy,clast-poor diamict [M89m],with mud [Leg339],sandy clast-poor diamict  with mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,sharp base and top,,,,,
341-U1417E-11R-2-A,37.5,67,439.605,439.9,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417E-11R-CC-A,0,14,439.9,440.04,sandy,clast-poor diamict [M89m],with mud [Leg339],sandy clast-poor diamict  with mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"diamict matrix calcareous bearing, large rounded mud clasts >3cm; black, shiny quadrangular clast 1cm",,,,,
341-U1417E-12R-1-A,0,29,447.5,447.79,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417E-12R-CC-A,0,19,447.79,447.98,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1417E-13R-1-A,0,12,457.2,457.32,sandy,clast-poor diamict [M89m],,sandy clast-poor diamict ,,,,N 4 (dark gray),none [DB86],0,,,,,,,,,,,,,,,,,
341-U1417E-13R-1-A,12,14,457.32,457.34,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,,,,,,,,,,,,,gradational contact,,,,
341-U1417E-13R-1-A,14,48,457.34,457.68,muddy [Leg339],diamict [M89m],,muddy  diamict ,,,normal grading,N 4 (dark gray),none [DB86],0,,,,,,,,,,,,,sharp contact,,,,
341-U1417E-13R-1-A,48,89,457.68,458.09,,mud [Leg210],,mud ,,,,5G 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,gradational contact,,,,
341-U1417E-13R-1-A,89,98,458.09,458.18,,mud [Leg210],,mud ,,,,10GY 4/1 (dark greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,,gradational contact,,,,
341-U1417E-13R-1-A,98,113,458.18,458.33,,diamict [M89m],,diamict ,,,,N 4 (dark gray),none [DB86],0,,,,,,,,,,,,,sharp contact,,,,
341-U1417E-13R-1-A,113,120,458.33,458.4,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),none [DB86],0,,,,,,,,,,,,,,irregular,,,
341-U1417E-13R-1-A,120,137,458.4,458.57,,diamict [M89m],,diamict ,,,,N 4 (dark gray),none [DB86],0,,,,,,,,,,,,,,,,,
341-U1417E-13R-1-A,137,152,458.57,458.72,,,,,,,,,,,,,,,,,,,,,,IW,,,,,
341-U1417E-13R-2-A,0,34,458.72,459.06,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,green/brown color bands,sharp contact,,,,
341-U1417E-13R-2-A,34,44,459.06,459.16,,diamict [M89m],with sand [Leg339],diamict  with sand ,,,,N 4 (dark gray),none [DB86],0,,,,,,,,,,,,,sharp contact,,,,
341-U1417E-13R-2-A,44,78,459.16,459.5,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),heavy [DB86],3,absent [A79],,,,,,,,,,,green/brown color bands,gradational contact,,,,
341-U1417E-13R-2-A,78,98,459.5,459.7,sandy,diamict [M89m],,sandy diamict ,,,,N 4 (dark gray),none [DB86],0,,,,,,,,,,,,,,irregular,,,
341-U1417E-13R-2-A,98,135,459.7,460.07,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,green/brown color bands,,,,,
341-U1417E-13R-2-A,135,150,460.07,460.22,,,,,,,,,,,,,,,,,,,,,,OJIM,,,,,
341-U1417E-13R-CC-A,0,10,460.22,460.32,,diamict [M89m],,diamict ,,,,N 4 (dark gray),none [DB86],0,,,,,,,,,,,,,sharp contact,,,,
341-U1417E-13R-CC-A,10,13,460.32,460.35,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-13R-CC-A,13,18,460.35,460.4,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1417E-14R-1-A,0,4,466.9,466.94,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"heavy drilling disturbance, mostly destroyed",,,,,
341-U1417E-14R-1-A,4,16,466.94,467.06,,,,,,,,,,,,,,,,,,,,,,IW,,,,,
341-U1417E-14R-1-A,16,54.5,467.06,467.445,,clast-rich diamict [M89m],with sand [Leg339],clast-rich diamict  with sand ,,,,N 4 (dark gray),none [DB86],0,,,,,,,,,,,,,sharp contact,,,,
341-U1417E-14R-1-A,54.5,68,467.445,467.58,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,gradational contact,,,,
341-U1417E-14R-1-A,68,76,467.58,467.66,muddy [Leg339],diamict [M89m],,muddy  diamict ,,,,N 4 (dark gray),none [DB86],0,,,,,,,,,,,,,,,,,
341-U1417E-14R-1-A,76,77,467.66,467.67,,,,,,,,,,,,,,,,,,,,,,VOID,,,,,
341-U1417E-14R-1-A,77,86,467.67,467.76,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,"cracked, almost slurry - destroyed",,,,,
341-U1417E-14R-2-A,0,2.5,467.76,467.785,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,,,,,,,,,,,,,,,,,
341-U1417E-14R-2-A,2.5,4.5,467.785,467.805,,diamict [M89m],,diamict ,,,,N 4 (dark gray),none [DB86],0,,,,,,,,,,,,,,,,,
341-U1417E-14R-2-A,4.5,40,467.805,468.16,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,gradational contact,,,,
341-U1417E-14R-2-A,40,67,468.16,468.43,,diamict [M89m],,diamict ,,,,N 4 (dark gray),none [DB86],0,,,,,,,,,,,,,sharp contact,,,,
341-U1417E-14R-2-A,67,80,468.43,468.56,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,gradational contact,,,,
341-U1417E-14R-2-A,80,84,468.56,468.6,muddy [Leg339],diamict [M89m],,muddy  diamict ,,,,N 4 (dark gray),none [DB86],0,,,,,,,,,,,,,,,,,
341-U1417E-14R-CC-A,0,7,468.6,468.67,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,1.5cm coal clast @3cm,,,,,
341-U1417E-14R-CC-A,7,12,468.67,468.72,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1417E-15R-1-A,0,66,476.6,477.26,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,green color bands,gradational contact,biotubated,,,
341-U1417E-15R-1-A,66,107.5,477.26,477.675,,diatom ooze [Leg339],,diatom ooze ,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-15R-1-A,107.5,126,477.675,477.86,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,green color bands,,,,,
341-U1417E-15R-1-A,126,140,477.86,478,,diatom ooze [Leg339],,diatom ooze ,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-15R-1-A,140,150,478,478.1,,,,,,,,,,,,,,,,,,,,,,SCRE,,,,,
341-U1417E-15R-2-A,0,14,478.1,478.24,,diatom ooze [Leg339],,diatom ooze ,,,,5GY 4/1 (dark greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,,gradational contact,,,,
341-U1417E-15R-2-A,14,106.5,478.24,479.165,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,green color bands,sharp contact,,,,
341-U1417E-15R-2-A,106.5,130,479.165,479.4,,diatom ooze [Leg339],,diatom ooze ,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,irregular,,,
341-U1417E-15R-2-A,130,134,479.4,479.44,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-15R-2-A,134,142,479.44,479.52,,diatom ooze [Leg339],,diatom ooze ,,,,5GY 4/1 (dark greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,,gradational contact,,,,
341-U1417E-15R-2-A,142,146,479.52,479.56,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-15R-3-A,0,3,479.56,479.59,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-15R-3-A,3,22,479.59,479.78,,diatom ooze [Leg339],,diatom ooze ,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,gradational contact,biotubated,,,
341-U1417E-15R-3-A,22,54,479.78,480.1,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,green color bands,gradational contact,biotubated,,,
341-U1417E-15R-3-A,54,78,480.1,480.34,,diatom ooze [Leg339],,diatom ooze ,,,,5GY 5/1 (greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,sharp contact,biotubated,,,
341-U1417E-15R-3-A,78,86,480.34,480.42,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 5/1 (greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,maybe pyritized? feels silty,,,,,
341-U1417E-15R-3-A,86,148,480.42,481.04,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,"green color bands;
Zoophycos burrow at 115cm",,,,,
341-U1417E-15R-4-A,0,30,481.04,481.34,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,gradational contact,biotubated,,,
341-U1417E-15R-4-A,30,70,481.34,481.74,,diatom ooze [Leg339],,diatom ooze ,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,darker green at bottom,,,,,
341-U1417E-15R-4-A,70,71,481.74,481.75,silty,clast-poor diamict [M89m],,silty clast-poor diamict ,,,,N 4 (dark gray),none [DB86],0,present [A79],,,,,,,,,,,,,,,,
341-U1417E-15R-4-A,71,135,481.75,482.39,,diatom ooze [Leg339],,diatom ooze ,,,,10GY 5/1 (greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,darker green/brown at top,,,,,
341-U1417E-15R-4-A,135,150,482.39,482.54,,,,,,,,,,,,,,,,,,,,,,IW,,,,,
341-U1417E-15R-5-A,0,150,482.54,484.04,,diatom ooze [Leg339],,diatom ooze ,,,,5g 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,
341-U1417E-15R-6-A,0,55,484.04,484.59,,diatom ooze [Leg339],,diatom ooze ,,,,5g 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,
341-U1417E-15R-6-A,55,69,484.59,484.73,,mud [Leg210],,mud ,,,,10GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,
341-U1417E-15R-6-A,69,146,484.73,485.5,,mud [Leg210],,mud ,,,color banding,10Y 3/1 (very dark greenish gray),heavy [DB86],3,,,,,,,,,,,,"colour banded 10Y3/1 and 5GY 3/1 (lighter and darker greenish grey); thin bedded (=<10 cm thick), usually 2-4 cm; sharp contacts between beds, horizontal; bioturbation predominantly horizontal and within the bed, all bedding contacts undoisturbed, sharp and horizontal",,,,,
341-U1417E-15R-7-A,0,15,485.5,485.65,,mud [Leg210],,mud ,,,,10Y 3/1 (very dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,
341-U1417E-15R-7-A,15,32,485.65,485.82,diatom rich,mud [Leg210],,diatom rich mud ,,,,10GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,strongly bioturbated lower contact,,,,,
341-U1417E-15R-7-A,32,53,485.82,486.03,diatom rich,mud [Leg210],,diatom rich mud ,,,color banding,10GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,strongly bioturbated upper contact,,,,,
341-U1417E-15R-CC-A,0,16,486.03,486.19,diatom rich,mud [Leg210],,diatom rich mud ,,,parallel lamination,5G 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,
341-U1417E-16R-1-A,3,102,486.33,487.32,,interbedded mud(stone) and diamict [McKW53],with terrestrial organic components,interbedded mud(stone) and diamict  with terrestrial organic components,,,color banding,5GY 5/1 (greenish gray),moderate [DB86],2,,,,,,,,,wood,,,"- colourbanded mud with diamict

MUD:
- colour banding between 5GY 5/1, (most probably) diatom bearing mud and 5Y 4/1 (most probably) mud
- typically gradational boundaries between colour bands
- moderate to high bioturbation

DIAMICT:
- sandy mud matrix
- 2.5Y 3/1
- lithic and mud clasts up to pebble size
- clasts occasionally coal
- lower boundary often not recovered, but when recovered it is sharp
- upper boundary mostly gradational, but occasionally sharp
- fining upward and lamination occasionally visible in uppermost cm



- 22.5-24.5: plant chunk!
",,,,,
341-U1417E-16R-1-A,102,103,487.32,487.33,,,,,,,,,,,,,,,,,,,,,,Sample MBIO,,,,,
341-U1417E-16R-1-A,103,113,487.33,487.43,,,,,,,,,,,,,,,,,,,,,,Sample IW,,,,,
341-U1417E-16R-2-A,0,80,487.43,488.23,,interbedded mud(stone) and diamict [McKW53],with terrestrial organic components,interbedded mud(stone) and diamict  with terrestrial organic components,,,color banding,5GY 5/1 (greenish gray),moderate [DB86],2,,,,,,,,,,,,"- colourbanded mud with diamict

MUD:
- colour banding between 5GY 5/1, (most probably) diatom bearing mud and 5Y 4/1 (most probably) mud
- typically gradational boundaries between colour bands
- moderate to high bioturbation

DIAMICT:
- sandy mud matrix
- 2.5Y 3/1
- lithic and mud clasts up to pebble size
- clasts occasionally coal
- lower boundary often not recovered, but when recovered it is sharp
- upper boundary mostly gradational, but occasionally sharp
- fining upward and lamination occasionally visible in uppermost cm


21-25: lamination
37.5-69: diamict with coarsening upward clasts


",,,,,
341-U1417E-16R-2-A,80,151,488.23,488.94,,interbedded silt(stone) and mud(stone) [McKW53],with terrestrial organic components,interbedded silt(stone) and mud(stone)  with terrestrial organic components,,,color banding,5GY 5/1 (greenish gray),moderate [DB86],2,,,,,,,,,wood,,,"- colourbanded mud with diamict
- colour banding between 5GY 5/1, (most probably) diatom bearing mud and 5Y 4/1 (most probably) mud
- typically gradational boundaries between colour bands
- moderate to high bioturbation

pyritized burrows at 88, 98, 110.5, 113.5 (see close ups)
115-118: brown and heavily bioturbated interval with 5% plant debris and some angular glass
118-122: some lamination of greenish and greyish laminae",,,,,
341-U1417E-16R-3-A,0,48,488.94,489.42,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,clayey mud interbedded with thin (< 10 cm) beds of silty mud; silty intervals are finely laminated (< 1 mm) and occasionally cross-bedded; sharp lower boundaries (often disturbed)and bioturbated upper boundaries; bioturbation is slightly higher at topmost 1 - 10 cm,,,,,
341-U1417E-16R-CC-A,0,7,489.42,489.49,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,few black mottles,,,,,
341-U1417E-16R-CC-A,7,12,489.49,489.54,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,
341-U1417E-17R-1-A,0,3,496,496.03,,,,,,,,,,,,,,,,,,,,,,void,,,,,
341-U1417E-17R-1-A,3,56.5,496.03,496.565,,mud [Leg210],,mud ,,,,5GY 5/1 (greenish gray),slight [DB86],1,,,,,,,,,,,,mud with slight color variations; sharp color change from greenish gray to very dark greenish gray @ 56.5 cm,,,,,
341-U1417E-17R-1-A,56.5,137,496.565,497.37,,mud [Leg210],,mud ,,,color banding,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,color banded mud with slightly siltier intervals (10Y 3/1),,,,,
341-U1417E-17R-1-A,137,140,497.37,497.4,silty,mud [Leg210],,silty mud ,,,,10Y 3/1 (very dark greenish gray),moderate [DB86],2,,,,,,,,,,,,,,,,,
341-U1417E-17R-2-A,0,5,497.4,497.45,silty,mud [Leg210],,silty mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,,,,,,
341-U1417E-17R-2-A,5,16,497.45,497.56,,silt [Leg210],,silt ,,,,10Y 3/1 (very dark greenish gray),moderate [DB86],2,,,,,,,,,wood,,,very fine sand or silt containing plant debris and few reworked diatoms,,,,,
341-U1417E-17R-2-A,16,129,497.56,498.69,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,color banding (from 10Y 4/1 to 5GY 4/1) independent from diatom or silt content; pyritized burrow @ 68 cm,,,,,
341-U1417E-17R-2-A,129,131,498.69,498.71,,,,,,,,,,,,,,,,,,,,,,void,,,,,
341-U1417E-17R-2-A,131,146,498.71,498.86,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,
341-U1417E-17R-3-A,0,3,498.86,498.89,,,,,,,,,,,,,,,,,,,,,,void,,,,,
341-U1417E-17R-3-A,3,141,498.89,500.27,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,"mud interbedded with thin silty mud beds; silty layers are finely laminated (< 1 mm), are fining upwards and have sharp planar lower boundaries; biscuiting occurs predominantly within silty intervals",sharp contact,planar,,,
341-U1417E-17R-4-A,0,15,500.27,500.42,,,,,,,,,,,,,,,,,,,,,,void,,,,,
341-U1417E-17R-4-A,15,131,500.42,501.58,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,"color banded mud, slightly siltier intervals: 5GY 4/1",,,,,
341-U1417E-17R-CC-A,0,12.5,501.58,501.705,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,,,
341-U1417E-17R-CC-A,12.5,17,501.705,501.75,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,
341-U1417E-18R-1-A,0,129,505.7,506.99,,mud [Leg210],,mud ,,,color banding,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"- colour banded mud
- 10Y 4/1 (dark greenish grey), up to 15 cm thick
- 5GY 4/1 (dark greenish grey), up to 3 cm thick
- 5Y 3/1 (very dark grey), up to 3 cm thick
- gradational boundaries between different colour
- incomplete sequences may occur
- dark greenish deposits (10Y 4/1) SLIGHTLY coarser than very dark grey ones
- occasional preservation of sub-horizontal & cross lamination (sub-mm thickness), e.g. sect. 1, 111-118 cm
- occasionally heavy bioturbationl, e.g. sect. 3, 62-68 cm",,,,,
