Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
369-U1515A-34R-4-A,0,144,310.42,311.86,,,,,glauconitic,silty sandstone,,glauconitic silty sandstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,"In section 4, there are disseminated pyrite grains throughout. There are few grains of siderite at 49-50 cm.",,,,,,,,,,glauconitic silty sandstone,silty sandstone,,,,369,U1515,A,34,R,4,A
369-U1515A-34R-5-A,0,50,311.86,312.36,,,,,glauconitic,silty sandstone,,glauconitic silty sandstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,"In section 5, there are disseminated pyrite grains throughout.",,,,,,,,,,glauconitic silty sandstone,silty sandstone,,,,369,U1515,A,34,R,5,A
369-U1515A-34R-CC-A,0,15,312.36,312.51,,,,,glauconitic,silty sandstone,,glauconitic silty sandstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,,,,,,,,,,,glauconitic silty sandstone,silty sandstone,,,,369,U1515,A,34,R,CC,A
369-U1515A-35R-1-A,0,94,315.5,316.44,,,,,glauconitic,silty sandstone,,glauconitic silty sandstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,,,,,,,,,,,glauconitic silty sandstone,silty sandstone,,,,369,U1515,A,35,R,1,A
369-U1515A-35R-2-A,0,61,316.54,317.15,,,,,glauconitic,silty sandstone,,glauconitic silty sandstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,,,,,,,,,,,glauconitic silty sandstone,silty sandstone,,,,369,U1515,A,35,R,2,A
369-U1515A-36R-CC-A,0,8,325.1,325.18,,,,,glauconitic,silty sandstone,,glauconitic silty sandstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,,,,,,,,,,,glauconitic silty sandstone,silty sandstone,,,,369,U1515,A,36,R,CC,A
369-U1515A-37R-1-A,0,33,334.7,335.03,,,,,,claystone ,,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1.0,nodule,sulfide,none,0.0,"In section 1, there are nodules of pyrite and disseminated pyrite grains throughout.",,,,,,,,,,claystone,claystone,,,,369,U1515,A,37,R,1,A
369-U1515A-37R-CC-A,0,7,335.03,335.1,,,,,,claystone ,,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,none,0.0,,,,,,,,,,,claystone,claystone,,,,369,U1515,A,37,R,CC,A
369-U1515A-38R-1-A,0,8,344.3,344.38,,,,,,silty sandstone,,silty sandstone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,,,,,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,38,R,1,A
369-U1515A-38R-1-A,8,31,344.38,344.61,,,,,,sandstone ,,sandstone,,,GLEY 1 3/N (very dark gray),massive [BJ84],,,structureless,,coarse sand [W22_2],6.0,nodule,sulfide,none,0.0,"In section 1, there are nodules of pyrite and disseminated pyrite grains throughout. The sediments are poorly sorted, larger granules of quartz are present",sharp boundary or contact,straight,sharp,,,,,,,sandstone,sandstone,,,,369,U1515,A,38,R,1,A
369-U1515A-38R-1-A,31,94,344.61,345.24,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],parallel lamination,,structureless,,fine sand [W22_2],4.0,,,none,0.0,,sharp boundary or contact,straight,sharp,,,,,,,silty claystone,silty claystone,,,,369,U1515,A,38,R,1,A
369-U1515A-38R-1-A,94,140,345.24,345.7,,,,,,sandstone ,,sandstone,,,GLEY 1 3/N (very dark gray),massive [BJ84],,,structureless,,coarse sand [W22_2],6.0,,,none,0.0,"The sediments are poorly sorted, larger granules of quartz are present",,,,,,,,,,sandstone,sandstone,,,,369,U1515,A,38,R,1,A
369-U1515A-38R-2-A,0,52,345.8,346.32,,,,,,sandstone ,,sandstone,,,GLEY 1 3/N (very dark gray),massive [BJ84],,,structureless,,coarse sand [W22_2],6.0,,,none,0.0,"The sediments are poorly sorted, larger granules of quartz are present",sharp boundary or contact,straight,sharp,,,,,,,sandstone,sandstone,,,,369,U1515,A,38,R,2,A
369-U1515A-38R-2-A,52,58,346.32,346.38,,,,,,silty sandstone,,silty sandstone,,,GLEY 1 3/N (very dark gray),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,nodule,sulfide,none,0.0,"In section 2, there are nodules of pyrite and disseminated pyrite grains throughout.",,,,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,38,R,2,A
369-U1515A-38R-CC-A,0,13,346.38,346.51,,,,,,sandstone ,,sandstone,,,GLEY 1 3/N (very dark gray),massive [BJ84],,,structureless,,coarse sand [W22_2],6.0,,,none,0.0,"The sediments are poorly sorted, larger granules of quartz are present",,,,,,,,,,sandstone,sandstone,,,,369,U1515,A,38,R,CC,A
369-U1515A-39R-1-A,0,18,353.9,354.08,,,,,,silty sandstone,,silty sandstone,,,GLEY 1 3/N (very dark gray),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,nodule,sulfide,none,0.0,"In section 1, there are disseminated pyrite grains throughout.",sharp boundary or contact,irregular,sharp,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,39,R,1,A
369-U1515A-39R-1-A,18,55,354.08,354.45,,,,,,claystone ,,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1.0,nodule,sulfide,none,0.0,"In section 1, there are disseminated pyrite grains throughout.",gradational boundary or contact,irregular,gradational,,,,,roots,,claystone,claystone,,,,369,U1515,A,39,R,1,A
369-U1515A-39R-1-A,55,100,354.45,354.9,,,,,,silty claystone,,silty claystone,,,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],parallel lamination,,structureless,,fine sand [W22_2],4.0,nodule,sulfide,none,0.0,,,,,,,,,,,silty claystone,silty claystone,,,,369,U1515,A,39,R,1,A
369-U1515A-39R-2-A,0,26,355.0,355.26,,,,,,claystone ,,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1.0,nodule,sulfide,none,0.0,"In section 2, there are nodules of pyrite and disseminated pyrite grains throughout.",gradational boundary or contact,irregular,gradational,,,,,,,claystone,claystone,,,,369,U1515,A,39,R,2,A
369-U1515A-39R-2-A,26,79,355.26,355.79,,,,,,silty sandstone,,silty sandstone,,,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],parallel lamination,,structureless,,fine sand [W22_2],4.0,nodule,sulfide,none,0.0,"In section 2, there are nodules of pyrite and disseminated pyrite grains throughout. Wood fragments are common throughout the coarse-sand intervals",sharp boundary or contact,irregular,sharp,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,39,R,2,A
369-U1515A-39R-2-A,79,112,355.79,356.12,,,,,,claystone ,,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,none,0.0,,,,,,,,,,,claystone,claystone,,,,369,U1515,A,39,R,2,A
369-U1515A-39R-CC-A,0,9,356.12,356.21,,,,,,claystone ,,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1.0,nodule,sulfide,none,0.0,A large nodule is present,,,,,,,,,,claystone,claystone,,,,369,U1515,A,39,R,CC,A
369-U1515A-40R-1-A,0,28,363.5,363.78,,,,,,sandstone ,,sandstone,,,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],,,structureless,,coarse sand [W22_2],6.0,nodule,sulfide,none,0.0,A large 5cm nodule of siliciclastic grains cemented with pyrite is present,sharp boundary or contact,irregular,sharp,,,,,,,sandstone,sandstone,,,,369,U1515,A,40,R,1,A
369-U1515A-40R-1-A,28,64,363.78,364.14,,,,,,silty sandstone,,silty sandstone,,,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,nodule,sulfide,none,0.0,A large 5cm nodule of siliciclastic grains cemented with pyrite is present,sharp boundary or contact,irregular,sharp,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,40,R,1,A
369-U1515A-40R-1-A,64,78,364.14,364.28,,,,,,silty sandstone,,silty sandstone,,,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,nodule,sulfide,none,0.0,A large 5cm nodule of siliciclastic grains cemented with pyrite is present,,,,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,40,R,1,A
369-U1515A-40R-2-A,0,29,364.38,364.67,,,,,,silty sandstone,,silty sandstone,,,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,nodule,sulfide,none,0.0,Pyrite grains disseminated throughout,gradational boundary or contact,irregular,gradational,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,40,R,2,A
369-U1515A-40R-2-A,29,81,364.67,365.19,,,,,,claystone ,,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1.0,nodule,sulfide,none,0.0,A large 5cm nodule of siliciclastic grains cemented with pyrite is present,sharp boundary or contact,straight,sharp,,,,,,,claystone,claystone,,,,369,U1515,A,40,R,2,A
369-U1515A-40R-2-A,81,86,365.19,365.24,,,,,,silty sandstone,,silty sandstone,,,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,nodule,sulfide,none,0.0,Pyrite grains disseminated throughout,,,,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,40,R,2,A
369-U1515A-40R-CC-A,0,13,365.24,365.37,,,,,,silty sandstone,,silty sandstone,,,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,nodule,sulfide,none,0.0,Pyrite grains disseminated throughout,,,,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,40,R,CC,A
369-U1515A-41R-1-A,0,8,373.1,373.18,,,,,,silty sandstone,,silty sandstone,,,GLEY 1 6/10Y (greenish gray),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,nodule,sulfide,none,0.0,A large pyrite nodule from 0-5 cm.,sharp boundary or contact,irregular,sharp,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,41,R,1,A
369-U1515A-41R-1-A,8,87,373.18,373.97,,,,,,silty sandstone,,silty sandstone,,,GLEY 1 5/10Y (greenish gray),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,none,0.0,,gradational boundary or contact,irregular,gradational,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,41,R,1,A
369-U1515A-41R-1-A,87,100,373.97,374.1,,,,,,sandstone ,with gravel,sandstone with gravel,,,GLEY 1 6/N (gray),massive [BJ84],,normal grading,structureless,,coarse sand [W22_2],6.0,,,none,0.0,,,,,,,,,,,sandstone,sandstone with gravelly sand,,,,369,U1515,A,41,R,1,A
369-U1515A-41R-2-A,0,27,374.2,374.47,,,,,,sandstone ,with gravel,sandstone with gravel,,,GLEY 1 6/N (gray),massive [BJ84],parallel lamination,normal grading,structureless,,coarse sand [W22_2],6.0,,,low,2.0,,sharp boundary or contact,irregular,sharp,,,,,,,sandstone,sandstone with gravelly sand,,,,369,U1515,A,41,R,2,A
369-U1515A-41R-2-A,27,41,374.47,374.61,,,,,,sandstone ,,sandstone,,,GLEY 1 6/N (gray),massive [BJ84],parallel lamination,inverse grading,structureless,,medium sand [W22_2],5.0,,,none,0.0,,sharp boundary or contact,irregular,sharp,,,,,,,sandstone,sandstone,,,,369,U1515,A,41,R,2,A
369-U1515A-41R-2-A,41,89,374.61,375.09,,,,,,siltstone ,,siltstone,,,GLEY 1 4/N (dark gray),massive [BJ84],parallel lamination,normal grading,structureless,,fine sand [W22_2],4.0,,,low,2.0,,,,,,,,,,,siltstone,siltstone,,,,369,U1515,A,41,R,2,A
369-U1515A-41R-3-A,0,23,375.09,375.32,,,,,,silty sandstone,,silty sandstone,,,GLEY 1 6/N (gray),massive [BJ84],,normal grading,structureless,,fine sand [W22_2],4.0,,,none,0.0,,sharp boundary or contact,irregular,sharp,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,41,R,3,A
369-U1515A-41R-3-A,23,61,375.32,375.7,,,,,,silty sandstone,,silty sandstone,,,GLEY 1 4/N (dark gray),massive [BJ84],,,,,fine sand [W22_2],4.0,,,none,0.0,,gradational boundary or contact,linear,gradational,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,41,R,3,A
369-U1515A-41R-3-A,61,78,375.7,375.87,,,,,,sandstone ,,sandstone,,,GLEY 1 4/N (dark gray),massive [BJ84],parallel lamination,normal grading,structureless,,medium sand [W22_2],5.0,nodule,sulfide,none,0.0,"black organic material, possibly wood in fine layers are disseminated at the bottom of the section, 65 - 78 cm.",,,,,,,,,,sandstone,sandstone,,,,369,U1515,A,41,R,3,A
369-U1515A-42R-CC-A,0,15,382.7,382.85,,,,,,pebbles,,pebbles,,,GLEY 1 7/N (light gray),massive [BJ84],,,,,pebble [W22_3],9.0,,,,,"pebbles of chert, quartz and chert",,,,,,,,,,pebbles,pebbles,,,,369,U1515,A,42,R,CC,A
369-U1515A-43R-CC-A,0,12,392.3,392.42,,,,,,pebbles,,pebbles,,,,,,,,,pebble [W22_3],9.0,,,,,pebbles of chert and granite,,,,,,,,,,pebbles,pebbles,,,,369,U1515,A,43,R,CC,A
369-U1515A-44R-1-A,0,10,401.9,402.0,,,,,,chert ,,chert,,,,massive [BJ84],,,,,clay [W22_1],1.0,,,,,,uncertain boundary or contact,,,,,,,,,chert,chert,,,,369,U1515,A,44,R,1,A
369-U1515A-44R-1-A,10,22,402.0,402.12,,,,,,siltstone ,with clay,siltstone with clay,,,GLEY 1 3/N (very dark gray),massive [BJ84],,,,,clay [W22_1],1.0,,,,,"At 21 cm, a coal? fragment is present",sharp boundary or contact,linear,sharp,,,,,roots,,siltstone,siltstone with clay,,,,369,U1515,A,44,R,1,A
369-U1515A-44R-1-A,22,111,402.12,403.01,,,,,,silty sandstone,,silty sandstone,,,GLEY 1 4/N (dark gray),massive [BJ84],,,,,fine sand [W22_2],4.0,,,,,"Fractures filled with coal? are present at 30, 68 and 80cm",,,,,,,,roots,,silty sandstone,silty sandstone,,,,369,U1515,A,44,R,1,A
369-U1515A-44R-CC-A,0,11,403.01,403.12,,,,,,silty sandstone,,silty sandstone,,,GLEY 1 4/N (dark gray),massive [BJ84],,,,,fine sand [W22_2],4.0,,,,,,,,,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,44,R,CC,A
369-U1515A-45R-1-A,0,4,411.5,411.54,,,,,,coal,,coal,,,7.5YR 2.5/1 (black),,,,,,,,nodule,sulfide,none,0.0,,gradational boundary or contact,irregular,diffuse,,,,,,,coal,coal,,,,369,U1515,A,45,R,1,A
369-U1515A-45R-1-A,4,17,411.54,411.67,,,,,,siltstone ,with plant debris,siltstone with plant debris,,,5Y 2.5/1 (black),mottled,,,,,silt [W22_1],2.0,,,,,,gradational boundary or contact,irregular,diffuse,,,,,,,siltstone,siltstone with plant debris,,,,369,U1515,A,45,R,1,A
369-U1515A-45R-1-A,17,43,411.67,411.93,,,,,,siltstone ,,siltstone,,,7.5YR 2.5/1 (black),mottled,,,,,silt [W22_1],2.0,,,moderate,2.0,Has roots in it. The roots are likely responsible for the bioturbation and the mottling. Has some coal clasts in it.,gradational boundary or contact,irregular,diffuse,,,,,roots,,siltstone,siltstone,,,,369,U1515,A,45,R,1,A
369-U1515A-45R-1-A,43,57,411.93,412.07,,,,,,silty sandstone,,silty sandstone,,,10YR 4/1 (dark gray),mottled,,,structureless,,silt [W22_1],2.0,,,moderate,2.0,Has roots in it. The roots are likely responsible for the bioturbation and the mottling.,gradational boundary or contact,irregular,diffuse,,,,,roots,,silty sandstone,silty sandstone,,,,369,U1515,A,45,R,1,A
369-U1515A-45R-1-A,57,123,412.07,412.73,,,,,,silty claystone,,silty claystone,,,7.5YR 2.5/1 (black),mottled,,,,,silt [W22_1],2.0,,,moderate,2.0,Has some coal clasts in it.,,,,,,,,,,silty claystone,silty claystone,,,,369,U1515,A,45,R,1,A
369-U1515A-45R-2-A,0,55,412.85,413.4,,,,,,silty sandstone,,silty sandstone,,,10YR 5/2 (grayish brown),mottled,,normal grading,,,fine sand [W22_2],4.0,,,moderate,2.0,"Small faults at 32-36, and 37-46 cm. Has some coal clasts in it.",sharp boundary or contact,irregular,sharp,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,45,R,2,A
369-U1515A-45R-2-A,55,83,413.4,413.68,,,,,,siltstone ,,siltstone,,,7.5YR 2.5/1 (black),mottled,,,,,silt [W22_1],2.0,,,moderate,2.0,Has roots in it. The roots are likely responsible for the bioturbation and the mottling. Has some coal clasts in it.,gradational boundary or contact,irregular,diffuse,,,,,roots,,siltstone,siltstone,,,,369,U1515,A,45,R,2,A
369-U1515A-45R-2-A,83,139,413.68,414.24,,,,,,siltstone ,,siltstone,,,10YR 4/1 (dark gray),mottled,,normal grading,,,silt [W22_1],2.0,,,,,Has roots and leaf fragments in it. The roots are likely responsible for the bioturbation and the mottling.,,,,,,,,roots,,siltstone,siltstone,,,,369,U1515,A,45,R,2,A
369-U1515A-45R-3-A,0,2,414.24,414.26,,,,,,sandy siltstone,,sandy siltstone,,,10YR 4/1 (dark gray),mottled,,normal grading,,,silt [W22_1],2.0,,,,,Has roots and leaf fragments in it. The roots are likely responsible for the bioturbation and the mottling.,irregular boundary or contact,linear,diffuse,,,,,,,sandy siltstone,sandy siltstone,,,,369,U1515,A,45,R,3,A
369-U1515A-45R-3-A,2,58,414.26,414.82,,,,,,siltstone ,,siltstone,,,7.5YR 2.5/1 (black),mottled,,,,,silt [W22_1],2.0,,,moderate,2.0,Has roots in it. The roots are likely responsible for the bioturbation and the mottling. Has some coal clasts in it.,,,,,,,,roots,,siltstone,siltstone,,,,369,U1515,A,45,R,3,A
369-U1515A-45R-CC-A,0,15,414.82,414.97,,,,,,sandstone ,,sandstone,,,10YR 3/1 (very dark gray),mottled,,,,,fine sand [W22_2],4.0,,,moderate,2.0,Has roots in it. The roots are likely responsible for the bioturbation and the mottling. There is a fault at 0-10 cm. Has some coal clasts in it.,,,,,,,,,,sandstone,sandstone,,,,369,U1515,A,45,R,CC,A
369-U1515A-45R-CC-A,0,21,414.82,415.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,roots,,,,,,,369,U1515,A,45,R,CC,A
369-U1515A-46R-1-A,0,28,421.1,421.38,,,,,,silty sandstone,,silty sandstone,,,10YR 6/1 (gray),mottled,,normal grading,structureless,,very fine sand [W22_2],3.0,,,moderate,2.0,Has roots in it. The roots are likely responsible for the bioturbation and the mottling.,gradational boundary or contact,planar,gradational,,,,,roots,,silty sandstone,silty sandstone,,,,369,U1515,A,46,R,1,A
369-U1515A-46R-1-A,28,34,421.38,421.44,,,,,,silty claystone,,silty claystone,,,10YR 3/1 (very dark gray),mottled,,,structureless,,clay [W22_1],1.0,,,moderate,2.0,Has roots in it. The roots are likely responsible for the bioturbation and the mottling.,gradational boundary or contact,linear,diffuse,,,,,roots,,silty claystone,silty claystone,,,,369,U1515,A,46,R,1,A
369-U1515A-46R-1-A,34,81,421.44,421.91,,,,,,silty sandstone,,silty sandstone,,,10YR 5/1 (gray),mottled,,normal grading,convolute,,fine sand [W22_2],4.0,,,moderate,2.0,Has roots in it. The roots are likely responsible for the bioturbation and the mottling.,gradational boundary or contact,linear,diffuse,,,,,roots,,silty sandstone,silty sandstone,,,,369,U1515,A,46,R,1,A
369-U1515A-46R-1-A,81,149,421.91,422.59,,,,,,sandy siltstone,,sandy siltstone,,,10YR 3/1 (very dark gray),mottled,,normal grading,ball-and-pillow,,silt [W22_1],2.0,,,low,2.0,Some ripples/slight convolutions at the bottom of the section. Lens of medium grained sandstone at 130 cm. There is also an coal clast at 119-120 cm.,,,,,,,,,,sandy siltstone,sandy siltstone,,,,369,U1515,A,46,R,1,A
369-U1515A-46R-2-A,0,84,422.59,423.43,,,,,quartzitic,silty claystone,with feldspar,quartzitic silty claystone with feldspar,,,10YR 3/1 (very dark gray),mottled,,,,,clay [W22_1],1.0,,,low,2.0,Has large roots in it. The roots are likely responsible for the bioturbation and the mottling.,gradational boundary or contact,irregular,gradational,,,,,roots,,quartzitic silty claystone,silty claystone with feldspar,,,,369,U1515,A,46,R,2,A
369-U1515A-46R-2-A,84,88,423.43,423.47,,,,,,sandy siltstone,,sandy siltstone,,,2.5Y 5/3 (light olive brown),,,,,,,,,,,,Uncertain what it is. Made thin section and took an XRD sample.,,,,,,,,,,sandy siltstone,sandy siltstone,,,,369,U1515,A,46,R,2,A
369-U1515A-46R-2-A,88,92,423.47,423.51,,,,,,silty claystone,,silty claystone,,,10YR 3/1 (very dark gray),mottled,,,,,clay [W22_1],1.0,,,low,2.0,Has large roots in it. The roots are likely responsible for the bioturbation and the mottling.,,,,,,,,roots,,silty claystone,silty claystone,,,,369,U1515,A,46,R,2,A
369-U1515A-46R-3-A,0,23,423.6,423.83,,,,,,sandy siltstone,,sandy siltstone,,,10YR 3/1 (very dark gray),mottled,ripple,,,,silt [W22_1],2.0,,,low,2.0,,sharp inclined boundary or contact,linear,sharp,,,,,,,sandy siltstone,sandy siltstone,,,,369,U1515,A,46,R,3,A
369-U1515A-46R-3-A,23,49,423.83,424.09,,,,,,silty sandstone,,silty sandstone,,,2.5Y 6/2 (light brownish gray),,wavy strata,,,,fine sand [W22_2],4.0,,,none,0.0,There is planar stratification and wavy ripples,gradational boundary or contact,linear,sharp,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,46,R,3,A
369-U1515A-46R-3-A,49,112,424.09,424.72,,,,,,silty sandstone,,silty sandstone,,,10YR 5/2 (grayish brown),mottled,,normal grading,,,fine sand [W22_2],4.0,,,moderate,2.0,There is a 70 degree fault at 65-77 cm.,,,,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,46,R,3,A
369-U1515A-46R-CC-A,0,11,424.72,424.83,,,,,,silty sandstone,,silty sandstone,,,10YR 5/2 (grayish brown),mottled,,normal grading,,,fine sand [W22_2],4.0,,,moderate,2.0,There is a 70 degree fault at 65-77 cm.,sharp boundary or contact,linear,sharp,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,46,R,CC,A
369-U1515A-46R-CC-A,11,16,424.83,424.88,,,,,,sandstone ,,sandstone,,,2.5Y 6/1 (gray),massive [BJ84],,,,,fine sand [W22_2],4.0,,,none,0.0,,,,,,,,,,,sandstone,sandstone,,,,369,U1515,A,46,R,CC,A
369-U1515A-47R-1-A,0,38,430.7,431.08,,,,,,sandstone ,,sandstone,,,2.5Y 7/1 (light gray),massive [BJ84],ripple,,,,medium sand [W22_2],5.0,,,none,0.0,Some small faulting,uncertain boundary or contact,non detectable,sharp,,,,,,,sandstone,sandstone,,,,369,U1515,A,47,R,1,A
369-U1515A-47R-1-A,38,41,431.08,431.11,,,,,,coal,,coal,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,,,nodule,sulfide,,,,,,,,,,,,,coal,coal,,,,369,U1515,A,47,R,1,A
369-U1515A-47R-1-A,41,90,431.11,431.6,,,,,quartzitic,sandy siltstone,with feldspar,quartzitic sandy siltstone with feldspar,,,2.5Y 4/1 (dark gray),mottled,ripple,normal grading,ball-and-pillow,,fine sand [W22_2],4.0,,,moderate,2.0,Has roots in it. The roots are likely responsible for the bioturbation and the mottling. There are also a few burrows.,sharp boundary or contact,linear,sharp,,,,,roots,,quartzitic sandy siltstone,sandy siltstone with feldspar,,,,369,U1515,A,47,R,1,A
369-U1515A-47R-1-A,90,94,431.6,431.64,,,,,,sandstone ,,sandstone,,,2.5Y 7/1 (light gray),,ripple,,,,medium sand [W22_2],5.0,,,,,,,,,,,,,,,sandstone,sandstone,,,,369,U1515,A,47,R,1,A
369-U1515A-47R-CC-A,0,11,431.64,431.75,,,,,,sandstone ,,sandstone,,,2.5Y 7/1 (light gray),,ripple,,,,medium sand [W22_2],5.0,,,,,,,,,,,,,,,sandstone,sandstone,,,,369,U1515,A,47,R,CC,A
369-U1515A-48R-1-A,0,6,440.3,440.36,,,,,,silty sandstone,,silty sandstone,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,structureless,,fine sand [W22_2],4.0,,,,,,uncertain boundary or contact,,,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,48,R,1,A
369-U1515A-48R-1-A,6,11,440.36,440.41,,,,,,sandstone ,,sandstone,,,5Y 7/1 (light gray),massive [BJ84],,,structureless,,coarse sand [W22_2],6.0,,,,,"Between 6 and 11 cm, there are feldspar and quartz grains. There is also coaly debris in the sandstone.",uncertain boundary or contact,,,,,,,,,sandstone,sandstone,,,,369,U1515,A,48,R,1,A
369-U1515A-48R-1-A,11,21,440.41,440.51,,,,,,claystone ,,claystone,,,GLEY 1 3/N (very dark gray),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,,,"At 18 cm, there is coaly debris in the claystone.",gradational boundary or contact,sharp,sharp,,,,,,,claystone,claystone,,,,369,U1515,A,48,R,1,A
369-U1515A-48R-1-A,21,56,440.51,440.86,,,,,,silty sandstone,,silty sandstone,,,2.5Y 4/1 (dark gray),,wavy strata,,,,fine sand [W22_2],4.0,,,,,,irregular boundary or contact,irregular-stepped,sharp,,,,,roots,,silty sandstone,silty sandstone,,,,369,U1515,A,48,R,1,A
369-U1515A-48R-1-A,56,83,440.86,441.13,,,,,carbonaceous,sandstone ,,carbonaceous sandstone,,,10YR 3/1 (very dark gray),,wavy strata,,,,medium sand [W22_2],5.0,,,,,There are also parallel laminations. There is a high abundance of coaly material in the sandstones.,gradational boundary or contact,gradational,gradational,,,,,,,carbonaceous sandstone,sandstone,,,,369,U1515,A,48,R,1,A
369-U1515A-48R-1-A,83,130,441.13,441.6,,,,,carbonaceous,silty claystone,,carbonaceous silty claystone,,,2.5Y 2.5/1 (black),,rhythmic lamination,,,,clay [W22_1],1.0,,,,,Alternating silt–clay lamination.,,,,,,,,,,carbonaceous silty claystone,silty claystone,,,,369,U1515,A,48,R,1,A
369-U1515A-48R-2-A,0,16,441.65,441.81,,,,,carbonaceous,claystone ,,carbonaceous claystone,,,2.5Y 2.5/1 (black),,rhythmic lamination,,,,clay [W22_1],1.0,,,,,Alternating silt–clay lamination.,sharp boundary or contact,sharp,sharp,,,,,,,carbonaceous claystone,claystone,,,,369,U1515,A,48,R,2,A
369-U1515A-48R-2-A,16,50,441.81,442.15,,,,,,silty sandstone,,silty sandstone,,,2.5Y 3/1 (very dark gray),,,,,,very fine sand [W22_2],3.0,,,none,0.0,Plant/coaly debris throughout.,gradational boundary or contact,gradational,gradational,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,48,R,2,A
