Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Grading,Sorting,Primary sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],2nd sedimentary structure,3rd sedimentary structure,Minor components,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,General interval comment,Ship File Links,Shore File Links,File Data
375-U1518E-6H-5-A,0,94,46.63,47.57,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,,,,,,,,,,,,,,,Pervasive drilling disturbance. No sedimentary structure visible,,,
375-U1518E-6H-5-A,98,126,47.61,47.89,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,,,,,,,,,,,,,,,Pervasive drilling disturbance. No sedimentary structure visible,,,
375-U1518E-6H-6-A,0,50,48.04,48.54,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,,,,,,,,,,,,,,,Pervasive drilling disturbance. No sedimentary structure visible,,,
375-U1518E-6H-6-A,58,108,48.62,49.12,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,,,,,,,,,,,,,,,Pervasive drilling disturbance. No sedimentary structure visible,,,
375-U1518E-6H-CC-A,0,32,49.12,49.44,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,,,,,,,,,,,,,,,Pervasive drilling disturbance. No sedimentary structure visible,,,
375-U1518E-7H-1-A,0,122,49.6,50.82,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,unconsolidated,normal grading,moderate,parallel bedding,,,ash pods,,,,,,,,"Bases of silty layers at 13, 25, 39, 53, 59, 71, 81, 98, 109 cm.",,,
375-U1518E-7H-1-A,128,140,50.88,51,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,,unconsolidated,normal grading,moderate,parallel bedding,,,ash pods,,,,,,,,,,,
375-U1518E-7H-2-A,0,34,51,51.34,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,unconsolidated,normal grading,moderate,parallel bedding,,,ash pods,,,,,,,,Bases of silty layers at 11 at 28 cm.,,,
375-U1518E-7H-2-A,36,126,51.36,52.26,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,very thin bed,unconsolidated,normal grading,moderate,parallel bedding,,,ash pods,,,,,,,,"Bases of silty layers at 53, 68, 92, 95, 112 cm.",,,
375-U1518E-7H-3-A,0,150,52.41,53.91,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,,unconsolidated,normal grading,moderate,parallel bedding,,,ash pods,,,,,,,,"Bases of silty layers at 7, 28, 61, 80, 113, 131 cm.",,,
375-U1518E-7H-4-A,0,41,53.91,54.32,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,,,,,,,,,,,,,,,"Drilling disturbed, mud with former silt beds. The beds and contact are not visible, possible disturbed by drilling.",,,
375-U1518E-7H-4-A,48,85,54.39,54.76,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,,,,,,,,,,,,,,,"Drilling disturbed, mud with former silt beds. The beds and contact are not visible, possible disturbed by drilling.",,,
375-U1518E-7H-5-A,0,24,54.91,55.15,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,,,,,,,,,,,,,,,"Drilling disturbed, mud with former silt beds. The beds and contact are not visible, possible disturbed by drilling.",,,
375-U1518E-7H-5-A,50,66,55.41,55.57,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,,,,,,,,,,,,,,,"Drilling disturbed, mud with former silt beds. The beds and contact are not visible, possible disturbed by drilling.",,,
375-U1518E-7H-CC-A,0,55,55.57,56.12,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,,,,,,,,,,,,,,,"Drilling disturbed, mud with former silt beds. The beds and contact are not visible, possible disturbed by drilling.",,,
375-U1518E-8H-CC-A,0,11,56.2,56.31,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,,,,,,,,,,,,,,,"Drilling disturbed, mud with former silt beds. No beds and contacts are visible due to core disturbance.",,,
375-U1518E-9H-1-A,0,70,56.4,57.1,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,very thin bed,unconsolidated,normal grading,moderate,parallel bedding,,,,,,,,,,,Bases of silty layers at 24 and 48 cm.,,,
375-U1518E-9H-2-A,0,95,57.1,58.05,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,unconsolidated,normal grading,moderate,parallel bedding,,,,,,,,,,,"Bases of silty layers at 2, 6, 30, 48, 58, 74, 108, 119 cm.",,,
375-U1518E-9H-2-A,103,127,58.13,58.37,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,unconsolidated,normal grading,moderate,parallel bedding,,,,,,,,,,,"Bases of silty layers at 2, 6, 30, 48, 58, 74, 108, 119 cm.",,,
375-U1518E-9H-3-A,0,105,58.52,59.57,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,unconsolidated,normal grading,moderate,parallel bedding,,,ash pods,,,,,,,,"Bases of silty layers at 6, 27, 33, 44, 63, 79, 94, 105 cm. One ash pod at 27 cm.",,,
375-U1518E-9H-3-A,105,147,59.57,59.99,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5Y 5/1 (gray),,,,,,,,,,,,,,,,,,,,"Drilling disturbed, mud with former silt beds. No beds and contacts are visible due to core disturbance.",,,
375-U1518E-9H-4-A,0,65,59.99,60.64,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5Y 5/1 (gray),,,,,,,,,,,,,,,,,,,,"Drilling disturbed, mud with former silt beds. No beds and contacts are visible due to core disturbance.",,,
375-U1518E-9H-5-A,0,73,60.79,61.52,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5Y 5/1 (gray),,,,,,,,,,,,,,,,,,,,"Drilling disturbed, mud with former silt beds. No beds and contacts are visible due to core disturbance.",,,
375-U1518E-9H-CC-A,0,12,61.52,61.64,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,5Y 4/1 (dark gray),,,,,,,,,,,,,,,,,,,,"Drilling disturbed, mud with former silt beds. No beds and contacts are visible due to core disturbance.",,,
375-U1518E-10H-1-A,0,94,61.7,62.64,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,very thin bed,unconsolidated,normal grading,poor,parallel bedding,,,ash pods,,,,,,,,"Bases of silty layers at 33, 38, 49,65, 85 cm.",,,
375-U1518E-10H-CC-A,0,51,62.69,63.2,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,very thin bed,unconsolidated,normal grading,poor,parallel bedding,,,,,,,,,,,Bases of silty layers at 5 and 43 cm.,,,
375-U1518E-11F-1-A,0,21,63.3,63.51,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,unconsolidated,normal grading,poor,parallel bedding,,,,,,,,,,,Beds and contacts are little visible due to drilling disturbance.,,,
375-U1518E-11F-1-A,21,142,63.51,64.72,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,,,,,,,,,"Severe drilling disturbance has completely obscured sedimentary structure. Mud with little silt pods, carbonate and ash blebs.",,,
375-U1518E-11F-2-A,0,132,64.72,66.04,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,,,,,,,,,"Severe drilling disturbance has completely obscured sedimentary structure. Mud with little silt pods, carbonate and ash blebs.",,,
375-U1518E-11F-3-A,0,120,66.24,67.44,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,,,,,,,,,Severe drilling disturbance has completely obscured sedimentary structure. Mud with little silt pods.,,,
375-U1518E-11F-4-A,0,20,67.44,67.64,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),irregular,sharp,irregular sharp,,thin bed,unconsolidated,,poor,,,,,,,,,,,,Drilling disturbance has obscured sedimentary structure.,,,
375-U1518E-11F-4-A,20,33.5,67.64,67.775,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,,,,,,,,,Severe drilling disturbance has completely obscured sedimentary structure. Mud with little silt pods.,,,
375-U1518E-11F-4-A,41.5,72,67.855,68.16,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,,,,,,,,,Severe drilling disturbance has completely obscured sedimentary structure. Mud with little silt pods.,,,
375-U1518E-11F-CC-A,0,17,68.16,68.33,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,,,,,,,,,Severe drilling disturbance has completely obscured sedimentary structure. Mud with little silt pods.,,,
375-U1518E-11F-CC-A,30,34,68.46,68.5,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,,,,,,,,,Severe drilling disturbance has completely obscured sedimentary structure. Mud with little silt pods.,,,
375-U1518E-12F-1-A,0,48,68,68.48,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,normal grading,poor,,,,,,,,,,,,Only one clear bottom contact present in this section at 16 cm.,,,
375-U1518E-12F-2-A,0,73,68.53,69.26,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),curviplanar,sharp,curviplanar sharp,inclined,very thin bed,unconsolidated,normal grading,poor,parallel bedding,,,bleb,,,,,,,,Bottom of sandy silt layer at 34 cm. Calcareous blebs in clay at 50 and 57 cm.,,,
375-U1518E-12F-2-A,73,91,69.26,69.44,,mixed clastic,silty sand,,mixed clastic silty sand,mixed clastic silty sand,silty sand,5Y 4/1 (dark gray),,,,,thick bed,unconsolidated,normal grading,poor,parallel bedding,,,,,,,,,,,Bottom of silty sand layer is in section 3A.,,,
375-U1518E-12F-3-A,0,27,69.44,69.71,,mixed clastic,silty sand,,mixed clastic silty sand,mixed clastic silty sand,silty sand,5Y 4/1 (dark gray),curviplanar,sharp,curviplanar sharp,sub-horizontal,thick bed,unconsolidated,normal grading,poor,parallel bedding,,,,,,,,,,,"Very fine sand, normally grading to silt at the top of the layer",,,
375-U1518E-12F-3-A,27,37,69.71,69.81,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,,,,,,,,,Drilling disturbance obscures bedding,,,
375-U1518E-12F-3-A,47,62,69.91,70.06,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,,,,,,,,,Drilling disturbance obscures bedding,,,
375-U1518E-12F-3-A,78,106,70.22,70.5,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,,,,,,,,,Drilling disturbance obscures bedding,,,
375-U1518E-12F-4-A,0,51,70.5,71.01,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,,,,,,,,,Drilling disturbance obscures bedding,,,
375-U1518E-12F-5-A,0,28,71.21,71.49,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,,,,,,,,,Drilling disturbance obscures bedding,,,
375-U1518E-12F-5-A,49,112,71.7,72.33,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,,,,,,,,,Drilling disturbance obscures bedding,,,
375-U1518E-12F-CC-A,0,17,72.33,72.5,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,,,,,,,,,Drilling disturbance obscures bedding,,,
375-U1518E-13F-1-A,0,15,72.6,72.75,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,normal grading,poor,parallel bedding,,,,,,,,,,,Silty layer,,,
375-U1518E-13F-1-A,15,133,72.75,73.93,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,bleb,,,,,,,,Drilling disturbance obscures bedding. Occasional small (mm scale) ash blebs,,,
375-U1518E-13F-2-A,0,38,74,74.38,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,,,,,,,,,Drilling disturbance obscures bedding.,,,
375-U1518E-13F-2-A,41,64,74.41,74.64,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,,,,,,,,,Drilling disturbance obscures bedding.,,,
375-U1518E-13F-2-A,70,104,74.7,75.04,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,very thin bed,unconsolidated,normal grading,poor,parallel bedding,,,,,,,,,,,"Undisturbed. Bases of silt beds at 79, 93, and 100 cm.",,,
375-U1518E-13F-3-A,0,61,75.24,75.85,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,thin bed,unconsolidated,,poor,,,,ash pods,,,,,,,,Drilling disturbance obscures almost beddings. Bottom of sandy silt layer at 4 cm. Ash pods at 20-21 cm.,,,
375-U1518E-13F-3-A,72,150,75.96,76.74,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,ash pods,,,,,,,,Drilling disturbance obscures bedding. Ash pods are observed between 98-144 cm.,,,
375-U1518E-13F-4-A,0,84,76.74,77.58,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,ash pods,,,,,,,,Drilling disturbance obscures bedding. Ash pod occurs at 4-5 cm. Sandy silt occurs between 40-46 cm.,,,
375-U1518E-13F-CC-A,0,8,77.58,77.66,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,,,,,,,,,Drilling disturbance obscures bedding.,,,
375-U1518E-14F-1-A,0,42,77.3,77.72,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,inclined,very thin bed,unconsolidated,normal grading,poor,parallel bedding,,,,,,,,,,,"Bases of sandy silt layers at 10, 19 and 38 cm.",,,
375-U1518E-14F-2-A,0,100,77.72,78.72,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,unconsolidated,normal grading,poor,parallel bedding,,,,,,,,,,,"Bases of sandy silt layers at 22, 46, 62, 91 cm.",,,
375-U1518E-14F-2-A,126,131,78.98,79.03,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,,,,,,,,,Clay layer,,,
375-U1518E-14F-3-A,0,141,79.23,80.64,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,horizontal,thin bed,unconsolidated,normal grading,poor,parallel bedding,,,,,,,,,,,"Bases of sandy silt layers at 9, 40, 51, 65, 85, 110 cm. Drilling disturbance causes off-sets in some of the layers.",,,
375-U1518E-14F-4-A,0,22,80.64,80.86,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,very thin bed,unconsolidated,normal grading,poor,parallel bedding,,,,,,,,,,,Bases of sandy silt layers at 1 and 17 (incomplete layer) cm. Drilling disturbance causes off-sets in some of the layers.,,,
375-U1518E-14F-4-A,28,140,80.92,82.04,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,,,,,,,,,"Drilling disturbed, mud with former silt beds. No beds and contacts are visible due to core disturbance.",,,
375-U1518E-14F-5-A,0,70,82.04,82.74,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,,,,,,,,,"Drilling disturbed, mud with former silt beds. No beds and contacts are visible due to core disturbance.",,,
375-U1518E-14F-CC-A,0,40,82.74,83.14,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,,,,,,,,,"Drilling disturbed, mud with former silt beds. No beds and contacts are visible due to core disturbance.",,,
375-U1518E-15F-1-A,0,119,82,83.19,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,very thin bed,unconsolidated,normal grading,poor,parallel bedding,,,bleb,,,,,,,,"Bases of silt layers at 9, 26, 61, 70, 90, and 102 cm. Mm-scale blebs at 76 and 87 cm.",,,
375-U1518E-15F-2-A,0,101,83.19,84.2,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,very thin bed,unconsolidated,normal grading,poor,parallel bedding,,,,,,,,,,,"Bases of silt layers at 7, 20, 32, 45, 64, 76 cm. Quartz-rich layer at 98 cm. Silt layer at 76 cm and ash layer are offset by a fault (drilling related?). Silt layer at 64 cm is also disturbed by drilling.",,,
375-U1518E-15F-3-A,0,10,84.47,84.57,,,sandy silt,,sandy silt,sandy silt,sandy silt,5Y 3/1 (very dark gray),planar,sharp,planar sharp,sub-horizontal,medium bed,unconsolidated,normal grading,moderate,parallel bedding,,,,,,,,,,,,,,
375-U1518E-15F-3-A,10,111,84.57,85.58,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,,unconsolidated,normal grading,poor,parallel bedding,,,,,,,,,,,Bottom of sandy silt layer at 10 cm.,,,
375-U1518E-15F-4-A,0,54,85.78,86.32,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,,,,,,,,,Drilling disturbance obscures bedding.,,,
375-U1518E-15F-4-A,59,97,86.37,86.75,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,,,,,,,,,"Drilling disturbance obscures bedding. One distinct sandy silt layer can be seen at 85 cm depth, but it is also very deformed by drilling.",,,
375-U1518E-15F-CC-A,0,12,86.75,86.87,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,,,,,,,,,Bedding disturbed by drilling,,,
375-U1518E-16F-1-A,0,91,86.7,87.61,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,sharp,sharp,,thin bed,unconsolidated,normal grading,poor,parallel bedding,,,,,,,,,,,"Drilling disturbance deforms bedding. Sandy silt layers at 37, 46, 63, 71, and 87 cm depth. Several (37,46, 87 cm) show fault offsets likely due to drilling disturbance. mm-scale ash layer at 77 cm.",,,
375-U1518E-16F-2-A,0,76,87.81,88.57,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,,,,,,,,,Drilling disturbance obscures some beddings. Bottom contact of sandy silt layer at 4 cm.,,,
375-U1518E-16F-2-A,85,122,88.66,89.03,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,,,,,,,,,Drilling disturbance obscures bedding.,,,
375-U1518E-16F-3-A,0,56,89.03,89.59,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,,,,,,,,,Drilling disturbance obscures bedding.,,,
375-U1518E-16F-3-A,63,82,89.66,89.85,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,,,,,,,,,Drilling disturbance obscures bedding.,,,
375-U1518E-16F-CC-A,0,29,89.85,90.14,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,,,,,,,,,Drilling disturbance obscures bedding.,,,
375-U1518E-17F-1-A,0,141,90.2,91.61,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,unconsolidated,normal grading,poor,parallel bedding,,,,,,,,,,,"Bases of silt layers at 20, 46, 61, 70, 81, 100 cm. Drilling disturbance obscures bedding after 100 cm.",,,
375-U1518E-17F-2-A,0,34,91.61,91.95,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,,,,,,,,,Drilling disturbance obscures bedding.,,,
375-U1518E-18F-1-A,0,122,92,93.22,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,very thin bed,unconsolidated,normal grading,poor,parallel bedding,,,ash pods,,,,,,,,"Bases of silt layers at 10, 30, 46, 89 cm.",,,
375-U1518E-18F-2-A,0,98,93.22,94.2,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,very thin bed,unconsolidated,normal grading,poor,parallel bedding,,,ash pods,,,,,,,,"Bases of silt layer at 6 and 61 cm. Drilling disturbance obscures bedding between ~6 and ~51 cm, and after 61 cm.",,,
375-U1518E-18F-3-A,0,101,94.4,95.41,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,very thin bed,unconsolidated,normal grading,poor,parallel bedding,,,ash pods,,,,,,,,Bases of silt layers at 13 and 30 cm. Drilling disturbance obscures after 30 cm.,,,
375-U1518E-18F-4-A,0,26,95.45,95.71,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,,,,,,,,,,,,,,,Drilling disturbance obscures bedding.,,,
375-U1518E-18F-4-A,31,69,95.76,96.14,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,,,,,,,,,,,,,,,Drilling disturbance obscures bedding.,,,
