Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
353-U1443B-6H-3-A,0,29,50,50.29,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,mottling,,,,Mottling with darker shades of gray with black bleb deposits (iron sulphide or iron oxide?),,,,353,U1443,B,6,H,3,A,
353-U1443B-6H-3-A,29,31,50.29,50.31,,,Volcanic ash,with nannofossils,Volcanic ash,Volcanic ash with nannofossils,Volcanic ash with nannofossils,,dark gray,GLEY 1 4/10Y (dark greenish gray),irregular,sharp,,,non-graded,vitric,common,4,,,,,,,,,353,U1443,B,6,H,3,A,
353-U1443B-6H-3-A,31,150,50.31,51.5,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,mottling,,,,Mottling with darker shades of gray with black bleb deposits (iron sulphide or iron oxide?),,,,353,U1443,B,6,H,3,A,
353-U1443B-6H-4-A,0,120,51.5,52.7,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,mottling,,,,Mottling with darker shades of gray with black bleb deposits (iron sulphide or iron oxide?),,,,353,U1443,B,6,H,4,A,
353-U1443B-6H-4-A,120,123,52.7,52.73,,,Volcanic ash,,Volcanic ash,Volcanic ash,Volcanic ash,,dark gray,GLEY 1 4/10Y (dark greenish gray),irregular,sharp,,,non-graded,vitric,abundant,5,,,,,,,,,353,U1443,B,6,H,4,A,
353-U1443B-6H-4-A,123,150,52.73,53,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 8/5GY (light greenish gray),,,,,non-graded,,,,mottling,,,,Mottling with darker shades of gray with black bleb deposits (iron sulphide or iron oxide?),,,,353,U1443,B,6,H,4,A,
353-U1443B-6H-5-A,0,150,53,54.5,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 8/10Y (light greenish gray),,,,,non-graded,,,,mottling,,,,Mottling with darker shades of gray with black bleb deposits (iron sulphide or iron oxide?). Volcanic ash at 41 cm,,,,353,U1443,B,6,H,5,A,
353-U1443B-6H-6-A,0,150,54.5,56,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 8/10Y (light greenish gray),,,,,non-graded,,,,mottling,,,,Mottling with darker shades of gray with black bleb deposits (iron sulphide or iron oxide?),,,,353,U1443,B,6,H,6,A,
353-U1443B-6H-7-A,0,65,56,56.65,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 8/10Y (light greenish gray),,,,,non-graded,,,,mottling,,,,Mottling with darker shades of gray with black bleb deposits (iron sulphide or iron oxide?),,,,353,U1443,B,6,H,7,A,
353-U1443B-6H-CC-A,0,24,56.65,56.89,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 8/10Y (light greenish gray),,,,,non-graded,,,,mottling,,,,Mottling with darker shades of gray with black bleb deposits (iron sulphide or iron oxide?),,,,353,U1443,B,6,H,CC,A,
353-U1443B-7H-1-A,0,28,56.5,56.78,,clayey,nannofossil ooze,,clayey nannofossil ooze,clayey nannofossil ooze,nannofossil ooze,,light gray,GLEY 1 8/10Y (light greenish gray),gradational,bioturbated,,,non-graded,,,,mottling,,,,Mottling with darker shades of gray with black bleb deposits (iron sulphide or iron oxide?),,,,353,U1443,B,7,H,1,A,
353-U1443B-7H-1-A,28,37,56.78,56.87,,,Volcanic ash,,Volcanic ash,Volcanic ash,Volcanic ash,,dark gray,GLEY 1 3/10Y (very dark greenish gray),irregular,sharp,,,non-graded,vitric,abundant,5,,,,,,,,,353,U1443,B,7,H,1,A,
353-U1443B-7H-1-A,37,150,56.87,58,,clayey,nannofossil ooze,,clayey nannofossil ooze,clayey nannofossil ooze,nannofossil ooze,,light gray,GLEY 1 8/10Y (light greenish gray),,,,,non-graded,,,,mottling,,,,Mottling with darker shades of gray with black bleb deposits (iron sulphide or iron oxide?). There is an ash patch at 109-111 cm.,,,,353,U1443,B,7,H,1,A,
353-U1443B-7H-2-A,0,150,58,59.5,,clayey,nannofossil ooze,,clayey nannofossil ooze,clayey nannofossil ooze,nannofossil ooze,,light gray,GLEY 1 8/10Y (light greenish gray),,,,,non-graded,,,,mottling,,,,Mottling with darker shades of gray with black bleb deposits (iron sulphide or iron oxide?).,,,,353,U1443,B,7,H,2,A,
353-U1443B-7H-3-A,0,150,59.5,61,,clayey,nannofossil ooze,,clayey nannofossil ooze,clayey nannofossil ooze,nannofossil ooze,,light gray,GLEY 1 8/10Y (light greenish gray),,,,,non-graded,,,,mottling,,,,Mottling with darker shades of gray with black bleb deposits (iron sulphide or iron oxide?).,,,,353,U1443,B,7,H,3,A,
353-U1443B-7H-4-A,0,150,61,62.5,,clayey,nannofossil ooze,with authigenic carbonate,clayey nannofossil ooze,clayey nannofossil ooze with authigenic carbonate,nannofossil ooze with authigenic carbonate,,light gray,GLEY 1 8/10Y (light greenish gray),,,,,non-graded,,,,mottling,,,,Mottling with darker shades of gray with black bleb deposits (iron sulphide or iron oxide?).,,,,353,U1443,B,7,H,4,A,
353-U1443B-7H-5-A,0,150,62.5,64,,clayey,nannofossil ooze,with authigenic carbonate,clayey nannofossil ooze,clayey nannofossil ooze with authigenic carbonate,nannofossil ooze with authigenic carbonate,,light gray,GLEY 1 8/10Y (light greenish gray),gradational,bioturbated,,,non-graded,,,,mottling,,,,Mottling with darker shades of gray with black bleb deposits (iron sulphide or iron oxide?).,,,,353,U1443,B,7,H,5,A,
353-U1443B-7H-5-A,120,125,63.7,63.75,,,Volcanic ash,,Volcanic ash,Volcanic ash,Volcanic ash,,dark gray,GLEY 1 3/10Y (very dark greenish gray),irregular,sharp,,,non-graded,vitric,abundant,5,,,,,,,,,353,U1443,B,7,H,5,A,
353-U1443B-7H-5-A,125,150,63.75,64,,clayey,nannofossil ooze,with authigenic carbonate,clayey nannofossil ooze,clayey nannofossil ooze with authigenic carbonate,nannofossil ooze with authigenic carbonate,,light gray,GLEY 1 8/10Y (light greenish gray),,,,,non-graded,,,,mottling,,,,Mottling with darker shades of gray with black bleb deposits (iron sulphide or iron oxide?).,,,,353,U1443,B,7,H,5,A,
353-U1443B-7H-6-A,0,134,64,65.34,,clayey,nannofossil ooze,with authigenic carbonate,clayey nannofossil ooze,clayey nannofossil ooze with authigenic carbonate,nannofossil ooze with authigenic carbonate,,light gray,GLEY 1 8/10Y (light greenish gray),,,,,non-graded,,,,mottling,,,,Mottling with darker shades of gray with black bleb deposits (iron sulphide or iron oxide?).,,,,353,U1443,B,7,H,6,A,
353-U1443B-7H-7-A,0,56,65.34,65.9,,clayey,nannofossil ooze,with authigenic carbonate,clayey nannofossil ooze,clayey nannofossil ooze with authigenic carbonate,nannofossil ooze with authigenic carbonate,,light gray,GLEY 1 8/10Y (light greenish gray),,,,,non-graded,,,,mottling,,,,Mottling with darker shades of gray with black bleb deposits (iron sulphide or iron oxide?).,,,,353,U1443,B,7,H,7,A,
353-U1443B-7H-CC-A,0,21,65.9,66.11,,clayey,nannofossil ooze,with authigenic carbonate,clayey nannofossil ooze,clayey nannofossil ooze with authigenic carbonate,nannofossil ooze with authigenic carbonate,,light gray,GLEY 1 8/10Y (light greenish gray),,,,,non-graded,,,,mottling,,,,Mottling with darker shades of gray with black bleb deposits (iron sulphide or iron oxide?).,,,,353,U1443,B,7,H,CC,A,
353-U1443B-8H-1-A,0,65,66,66.65,,clayey,nannofossil ooze,with authigenic carbonate,clayey nannofossil ooze,clayey nannofossil ooze with authigenic carbonate,nannofossil ooze with authigenic carbonate,,light gray,GLEY 1 8/10Y (light greenish gray),gradational,bioturbated,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,8,H,1,A,
353-U1443B-8H-1-A,65,69,66.65,66.69,,,Volcanic ash,,Volcanic ash,Volcanic ash,Volcanic ash,,dark gray,GLEY 1 3/10Y (very dark greenish gray),irregular,sharp,,,non-graded,vitric,abundant,5,,,,,,,,,353,U1443,B,8,H,1,A,
353-U1443B-8H-1-A,69,150,66.69,67.5,,clayey,nannofossil ooze,with authigenic carbonate,clayey nannofossil ooze,clayey nannofossil ooze with authigenic carbonate,nannofossil ooze with authigenic carbonate,,light gray,GLEY 1 8/10Y (light greenish gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,8,H,1,A,
353-U1443B-8H-2-A,0,150,67.5,69,,clayey,nannofossil ooze,with authigenic carbonate,clayey nannofossil ooze,clayey nannofossil ooze with authigenic carbonate,nannofossil ooze with authigenic carbonate,,light gray,GLEY 1 8/10Y (light greenish gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,8,H,2,A,
353-U1443B-8H-3-A,0,150,69,70.5,,clayey,nannofossil ooze,with authigenic carbonate,clayey nannofossil ooze,clayey nannofossil ooze with authigenic carbonate,nannofossil ooze with authigenic carbonate,,light gray,GLEY 1 8/10Y (light greenish gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,8,H,3,A,
353-U1443B-8H-4-A,0,150,70.5,72,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/10Y (light greenish gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,8,H,4,A,
353-U1443B-8H-5-A,0,38,72,72.38,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,5Y 7/1 (light gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,8,H,5,A,
353-U1443B-8H-5-A,38,39,72.38,72.39,,,Volcanic ash,,Volcanic ash,Volcanic ash,Volcanic ash,,dark gray,GLEY 1 3/10Y (very dark greenish gray),irregular,sharp,,,non-graded,vitric,abundant,5,,,,,,,,,353,U1443,B,8,H,5,A,
353-U1443B-8H-5-A,39,150,72.39,73.5,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,5Y 7/1 (light gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,8,H,5,A,
353-U1443B-8H-6-A,0,121,73.5,74.71,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/10Y (light greenish gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,8,H,6,A,
353-U1443B-8H-7-A,0,72,74.71,75.43,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,8,H,7,A,
353-U1443B-8H-CC-A,0,14,75.43,75.57,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,8,H,CC,A,
353-U1443B-9H-1-A,0,127,75.5,76.77,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,mottling,,,,Dark mottled splotches throughout section,,,,353,U1443,B,9,H,1,A,
353-U1443B-9H-2-A,0,150,76.77,78.27,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,mottling,,,,Dark mottled splotches throughout section,,,,353,U1443,B,9,H,2,A,
353-U1443B-9H-3-A,0,150,78.27,79.77,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,mottling,,,,Dark mottled splotches throughout section,,,,353,U1443,B,9,H,3,A,
353-U1443B-9H-4-A,0,150,79.77,81.27,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,mottling,,,,Dark mottled splotches throughout section,,,,353,U1443,B,9,H,4,A,
353-U1443B-9H-5-A,0,119,81.27,82.46,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,mottling,,,,Dark mottled splotches throughout section,,,,353,U1443,B,9,H,5,A,
353-U1443B-9H-CC-A,0,25,82.46,82.71,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,mottling,,,,Dark mottled splotches throughout section,,,,353,U1443,B,9,H,CC,A,
353-U1443B-10H-1-A,0,114,85,86.14,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,mottling,,,,Top portion contains chert fragments,,,,353,U1443,B,10,H,1,A,
353-U1443B-10H-1-A,114,118,86.14,86.18,,,Volcanic ash,,Volcanic ash,Volcanic ash,Volcanic ash,,dark gray,GLEY 1 3/10Y (very dark greenish gray),irregular,sharp,,,non-graded,vitric,abundant,5,,,,,,,,,353,U1443,B,10,H,1,A,
353-U1443B-10H-1-A,118,150,86.18,86.5,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,10,H,1,A,
353-U1443B-10H-2-A,0,150,86.5,88,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,10,H,2,A,
353-U1443B-10H-3-A,0,150,88,89.5,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,10,H,3,A,
353-U1443B-10H-4-A,0,138,89.5,90.88,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,10,H,4,A,
353-U1443B-10H-5-A,0,62,90.88,91.5,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,10,H,5,A,
353-U1443B-10H-CC-A,0,9,91.5,91.59,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,10,H,CC,A,
353-U1443B-11H-1-A,0,150,91.5,93,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,11,H,1,A,
353-U1443B-11H-2-A,0,105,93,94.05,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,11,H,2,A,
353-U1443B-11H-3-A,0,150,94.05,95.55,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,11,H,3,A,
353-U1443B-11H-4-A,0,150,95.55,97.05,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,11,H,4,A,
353-U1443B-11H-5-A,0,151,97.05,98.56,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,11,H,5,A,
353-U1443B-11H-6-A,0,100,98.56,99.56,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,11,H,6,A,
353-U1443B-11H-7-A,0,95,99.56,100.51,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,11,H,7,A,
353-U1443B-11H-CC-A,0,14,100.51,100.65,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,11,H,CC,A,
353-U1443B-12H-1-A,0,91,101,101.91,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),gradational,gradational,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,12,H,1,A,
353-U1443B-12H-1-A,91,96,101.91,101.96,,volcaniclastic rich,nannofossil ooze,with clay,volcaniclastic rich nannofossil ooze,volcaniclastic rich nannofossil ooze with clay,nannofossil ooze with clay,,gray,GLEY 1 6/N (gray),gradational,gradational,,,non-graded,,,,,,,,,,,,353,U1443,B,12,H,1,A,
353-U1443B-12H-1-A,96,147,101.96,102.47,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,12,H,1,A,
353-U1443B-12H-2-A,0,150,102.5,104,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,mottling,,,,"Dark mottled splotches between 84 and 92 cm, and between 127 and 133 cm .",,,,353,U1443,B,12,H,2,A,
353-U1443B-12H-3-A,0,150,104,105.5,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,mottling,,,,Dark mottled splotches throughout section,,,,353,U1443,B,12,H,3,A,
353-U1443B-12H-4-A,0,150,105.5,107,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,mottling,,,,Dark mottled splotches throughout section,,,,353,U1443,B,12,H,4,A,
353-U1443B-12H-5-A,0,150,107,108.5,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,mottling,,,,Dark mottled splotches throughout section,,,,353,U1443,B,12,H,5,A,
353-U1443B-12H-6-A,0,153,108.5,110.03,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,mottling,,,,"Dark mottled splotches betwen 58 and 66 (layer of moderate amount of ash), and between 73 and 76.",,,,353,U1443,B,12,H,6,A,
353-U1443B-12H-CC-A,0,13,110.03,110.16,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,12,H,CC,A,
353-U1443B-13H-1-A,0,150,110.5,112,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,mottling,,,,"Gradual change in color along the section, from white grey (GLEY 1 8/N) to white (2.5Y 8/1).",,,,353,U1443,B,13,H,1,A,
353-U1443B-13H-2-A,0,150,112,113.5,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,mottling,,,,Still some gradual change in color along the section toward white (2.5Y 8/1).,,,,353,U1443,B,13,H,2,A,
353-U1443B-13H-3-A,0,115,113.5,114.65,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,white,2.5Y 8/1 (white),,,,,non-graded,,,,mottling,,,,"Still some gradual change in color along the section, dominantly white (2.5Y 8/1) but with some intervals still white grey (GLEY 1 8/N).",,,,353,U1443,B,13,H,3,A,
353-U1443B-13H-4-A,0,150,114.65,116.15,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,white,2.5Y 8/1 (white),,,,,non-graded,,,,mottling,,,,"Still some gradual change in color along the section, dominantly white (2.5Y 8/1) but with some intervals still white grey (GLEY 1 8/N).",,,,353,U1443,B,13,H,4,A,
353-U1443B-13H-5-A,0,150,116.15,117.65,,clayey,nannofossil ooze,,clayey nannofossil ooze,clayey nannofossil ooze,nannofossil ooze,,white,2.5Y 8/1 (white),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,13,H,5,A,
353-U1443B-13H-6-A,0,130,117.65,118.95,,clayey,nannofossil ooze,,clayey nannofossil ooze,clayey nannofossil ooze,nannofossil ooze,,white,2.5Y 8/1 (white),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,13,H,6,A,
353-U1443B-13H-7-A,0,77,118.95,119.72,,clayey,nannofossil ooze,,clayey nannofossil ooze,clayey nannofossil ooze,nannofossil ooze,,white,2.5Y 8/1 (white),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,13,H,7,A,
353-U1443B-14H-1-A,0,60,120,120.6,,clayey,nannofossil ooze,,clayey nannofossil ooze,clayey nannofossil ooze,nannofossil ooze,,white,2.5Y 8/1 (white),gradational,gradational,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,14,H,1,A,
353-U1443B-14H-1-A,60,150,120.6,121.5,,clayey,nannofossil ooze,,clayey nannofossil ooze,clayey nannofossil ooze,nannofossil ooze,,brown,10YR 8/3 (very pale brown),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,14,H,1,A,
353-U1443B-14H-2-A,0,150,121.5,123,,clayey,nannofossil ooze,,clayey nannofossil ooze,clayey nannofossil ooze,nannofossil ooze,,brown,10YR 8/3 (very pale brown),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,14,H,2,A,
353-U1443B-14H-3-A,0,150,123,124.5,,clayey,nannofossil ooze,,clayey nannofossil ooze,clayey nannofossil ooze,nannofossil ooze,,brown,10YR 8/3 (very pale brown),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,14,H,3,A,
353-U1443B-14H-4-A,0,150,124.5,126,,clayey,nannofossil ooze,with authigenic carbonate,clayey nannofossil ooze,clayey nannofossil ooze with authigenic carbonate,nannofossil ooze with authigenic carbonate,,brown,10YR 8/3 (very pale brown),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,14,H,4,A,
353-U1443B-14H-5-A,0,149,126,127.49,,clayey,nannofossil ooze,with authigenic carbonate,clayey nannofossil ooze,clayey nannofossil ooze with authigenic carbonate,nannofossil ooze with authigenic carbonate,,brown,10YR 8/3 (very pale brown),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,14,H,5,A,
353-U1443B-14H-6-A,0,70,127.49,128.19,,clayey,nannofossil ooze,with authigenic carbonate,clayey nannofossil ooze,clayey nannofossil ooze with authigenic carbonate,nannofossil ooze with authigenic carbonate,,brown,10YR 8/3 (very pale brown),gradational,gradational,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,14,H,6,A,
353-U1443B-14H-6-A,70,124,128.19,128.73,,,calcareous ooze,with nannofossils,calcareous ooze,calcareous ooze with nannofossils,calcareous ooze with nannofossils,,white,2.5Y 8/1 (white),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,B,14,H,6,A,
353-U1443B-15H-1-A,0,148,129.5,130.98,,,calcareous ooze,with nannofossils,calcareous ooze,calcareous ooze with nannofossils,calcareous ooze with nannofossils,,white,2.5Y 8/1 (white),,,,,non-graded,,,,mottling,,,,Color variation from pale yellow (2.5Y 8/3) to white (2.5Y 8/1) along the section.,,,,353,U1443,B,15,H,1,A,
353-U1443B-15H-2-A,0,150,131,132.5,,,calcareous ooze,with nannofossils,calcareous ooze,calcareous ooze with nannofossils,calcareous ooze with nannofossils,,white,2.5Y 8/1 (white),,,,,non-graded,,,,mottling,,,,Color variation from pale brown (10YR 8/3) to white (2.5Y 8/1) along the section. Dark mottled splotches between 42 and 50 cm.,,,,353,U1443,B,15,H,2,A,
353-U1443B-15H-3-A,0,150,132.5,134,,,calcareous ooze,with nannofossils,calcareous ooze,calcareous ooze with nannofossils,calcareous ooze with nannofossils,,white,2.5Y 8/1 (white),,,,,non-graded,,,,mottling,,,,Color variation from pale brown (10YR 8/3) to white (2.5Y 8/1) along the section. Dark mottled splotches between 42 and 50 cm.,,,,353,U1443,B,15,H,3,A,
353-U1443B-15H-4-A,0,56,134,134.56,,,calcareous ooze,with nannofossils,calcareous ooze,calcareous ooze with nannofossils,calcareous ooze with nannofossils,,white,2.5Y 8/1 (white),,,,,non-graded,,,,mottling,,,,Color variation from pale brown (10YR 8/3) to white (2.5Y 8/1) along the section. Dark mottled splotches between 42 and 50 cm.,,,,353,U1443,B,15,H,4,A,
353-U1443B-15H-CC-A,0,17.5,134.56,134.735,,,calcareous ooze,with nannofossils,calcareous ooze,calcareous ooze with nannofossils,calcareous ooze with nannofossils,,white,2.5Y 8/1 (white),,,,,non-graded,,,,mottling,,,,Color variation from pale brown (10YR 8/3) to white (2.5Y 8/1) along the section. Dark mottled splotches between 42 and 50 cm.,,,,353,U1443,B,15,H,CC,A,
353-U1443B-16H-1-A,0,150,136,137.5,,,calcareous ooze,with nannofossils,calcareous ooze,calcareous ooze with nannofossils,calcareous ooze with nannofossils,,white,2.5Y 8/1 (white),,,,,non-graded,,,,mottling,,,,Color variation from pale brown (10YR 8/3) to white (2.5Y 8/1) along the section.,,,,353,U1443,B,16,H,1,A,
353-U1443B-16H-2-A,0,40,137.5,137.9,,,calcareous ooze,with nannofossils,calcareous ooze,calcareous ooze with nannofossils,calcareous ooze with nannofossils,,white,2.5Y 8/1 (white),gradational,gradational,,,non-graded,,,,mottling,,,,Color variation from pale brown (10YR 8/3) to white (2.5Y 8/1) along the section.,,,,353,U1443,B,16,H,2,A,
