Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top[cm] [cm],Bottom[cm] [cm],Top Depth[m] [m],Bottom Depth[m] [m],Color(name),PREFIX,PRINCIPALLITHOLOGY,Classification,SUFFIX,COMPLETE NAME,"Dominantgrain size(Wentworth, 1922)",Clastic grainRoundness,LITHIFICATION,LITHOLOGY COMMENTS,File Data
334-U1379C-37X-3-A,334,U1379,C,37,37-3,X,3,A,0,150,278.3,279.8,5G 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,"Clay is variably calcareous throughout the core. Several calcareous concretions, including one with a diameter of 4 cm in Section 6, 115-119 cm",
334-U1379C-37X-4-A,334,U1379,C,37,37-4,X,4,A,0,150,279.8,281.3,5G 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,"Clay is variably calcareous throughout the core. Several calcareous concretions, including one with a diameter of 4 cm in Section 6, 115-119 cm",
334-U1379C-37X-5-A,334,U1379,C,37,37-5,X,5,A,0,150,281.3,282.8,5G 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,"Clay is variably calcareous throughout the core. Several calcareous concretions, including one with a diameter of 4 cm in Section 6, 115-119 cm",
334-U1379C-37X-6-A,334,U1379,C,37,37-6,X,6,A,0,130,282.8,284.1,5G 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,"Clay is variably calcareous throughout the core. Several calcareous concretions, including one with a diameter of 4 cm in Section 6, 115-119 cm",
334-U1379C-37X-7-A,334,U1379,C,37,37-7,X,7,A,0,59,284.1,284.69,5G 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,"Clay is variably calcareous throughout the core. Several calcareous concretions, including one with a diameter of 4 cm in Section 6, 115-119 cm",
334-U1379C-37X-CC-A,334,U1379,C,37,37-CC,X,CC,A,0,62,284.69,285.31,5G 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,"Clay is variably calcareous throughout the core. Several calcareous concretions, including one with a diameter of 4 cm in Section 6, 115-119 cm",
334-U1379C-38X-1-A,334,U1379,C,38,38-1,X,1,A,0,150,285.1,286.6,5G 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Clay is variably calcareous throughout the core. Several calcareous concretions up to 3 cm in diameter distributed throughout the core.,
334-U1379C-38X-2-A,334,U1379,C,38,38-2,X,2,A,0,150,286.6,288.1,5G 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Clay is variably calcareous throughout the core. Several calcareous concretions up to 3 cm in diameter distributed throughout the core.,
334-U1379C-38X-3-A,334,U1379,C,38,38-3,X,3,A,0,150,288.1,289.6,5G 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Clay is variably calcareous throughout the core. Several calcareous concretions up to 3 cm in diameter distributed throughout the core.,
334-U1379C-38X-4-A,334,U1379,C,38,38-4,X,4,A,0,150,289.6,291.1,5G 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Clay is variably calcareous throughout the core. Several calcareous concretions up to 3 cm in diameter distributed throughout the core.,
334-U1379C-38X-5-A,334,U1379,C,38,38-5,X,5,A,0,150,291.1,292.6,5G 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Clay is variably calcareous throughout the core. Several calcareous concretions up to 3 cm in diameter distributed throughout the core.,
334-U1379C-38X-6-A,334,U1379,C,38,38-6,X,6,A,0,150,292.6,294.1,5G 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Clay is variably calcareous throughout the core. Several calcareous concretions up to 3 cm in diameter distributed throughout the core.,
334-U1379C-38X-7-A,334,U1379,C,38,38-7,X,7,A,0,49,294.1,294.59,5G 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Clay is variably calcareous throughout the core. Several calcareous concretions up to 3 cm in diameter distributed throughout the core.,
334-U1379C-38X-CC-A,334,U1379,C,38,38-CC,X,CC,A,0,56,294.59,295.15,5G 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Clay is variably calcareous throughout the core. Several calcareous concretions up to 3 cm in diameter distributed throughout the core.,
334-U1379C-39X-1-A,334,U1379,C,39,39-1,X,1,A,0,150,294.9,296.4,5G 3/1,,sandy clay [S54],"Shepard, 1954",,sandy clay,clay [U14W22],,consolidated,"Calcareous clay. Two levels of calcareous concretions (Section 3, 8 cm; Section 6, 73 cm) Few interspersed fine sand layers starting in section 3.",
334-U1379C-39X-2-A,334,U1379,C,39,39-2,X,2,A,0,150,296.4,297.9,5G 3/1,,sandy clay [S54],"Shepard, 1954",,sandy clay,clay [U14W22],,consolidated,"Calcareous clay. Two levels of calcareous concretions (Section 3, 8 cm; Section 6, 73 cm) Few interspersed fine sand layers starting in section 3.",
334-U1379C-39X-3-A,334,U1379,C,39,39-3,X,3,A,0,150,297.9,299.4,5G 3/1,,sandy clay [S54],"Shepard, 1954",,sandy clay,clay [U14W22],,consolidated,"Calcareous clay. Two levels of calcareous concretions (Section 3, 8 cm; Section 6, 73 cm) Few interspersed fine sand layers starting in section 3.",
334-U1379C-39X-4-A,334,U1379,C,39,39-4,X,4,A,0,150,299.4,300.9,5G 3/1,,sandy clay [S54],"Shepard, 1954",,sandy clay,clay [U14W22],,consolidated,"Calcareous clay. Two levels of calcareous concretions (Section 3, 8 cm; Section 6, 73 cm) Few interspersed fine sand layers starting in section 3.",
334-U1379C-39X-5-A,334,U1379,C,39,39-5,X,5,A,0,150,300.9,302.4,5G 3/1,,sandy clay [S54],"Shepard, 1954",,sandy clay,clay [U14W22],,consolidated,"Calcareous clay. Two levels of calcareous concretions (Section 3, 8 cm; Section 6, 73 cm) Few interspersed fine sand layers starting in section 3.",
334-U1379C-39X-6-A,334,U1379,C,39,39-6,X,6,A,0,134,302.4,303.74,5G 3/1,,sandy clay [S54],"Shepard, 1954",,sandy clay,clay [U14W22],,consolidated,"Calcareous clay. Two levels of calcareous concretions (Section 3, 8 cm; Section 6, 73 cm) Few interspersed fine sand layers starting in section 3.",
334-U1379C-39X-CC-A,334,U1379,C,39,39-CC,X,CC,A,0,33,303.74,304.07,5G 3/1,,sandy clay [S54],"Shepard, 1954",,sandy clay,clay [U14W22],,consolidated,"Calcareous clay. Two levels of calcareous concretions (Section 3, 8 cm; Section 6, 73 cm) Few interspersed fine sand layers starting in section 3.",
334-U1379C-40X-1-A,334,U1379,C,40,40-1,X,1,A,0,116,304.7,305.86,5G 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,,,consolidated,,
334-U1379C-40X-1-A,334,U1379,C,40,40-1,X,1,A,116,145,305.86,306.15,5G 4/1,,silty clay [S54],"Shepard, 1954",,silty clay,,,consolidated,"calcarious concretions (<3 cm) and cataclasitic fragments, and sand lenses.",
334-U1379C-40X-1-A,334,U1379,C,40,40-1,X,1,A,145,150,306.15,306.2,5G 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,,,consolidated,,
334-U1379C-40X-2-A,334,U1379,C,40,40-2,X,2,A,0,150,306.2,307.7,5G 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,,,consolidated,,
334-U1379C-40X-3-A,334,U1379,C,40,40-3,X,3,A,0,113,307.7,308.83,5G 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,,,consolidated,,
334-U1379C-40X-3-A,334,U1379,C,40,40-3,X,3,A,113,116,308.83,308.86,10R 4/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,,,consolidated,Ash layer. ,
334-U1379C-40X-3-A,334,U1379,C,40,40-3,X,3,A,116,120,308.86,308.9,5G 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,,,consolidated,,
334-U1379C-40X-3-A,334,U1379,C,40,40-3,X,3,A,120,121,308.9,308.91,5G 4/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,,,consolidated,Possibly reworked tephra or ash,
334-U1379C-40X-3-A,334,U1379,C,40,40-3,X,3,A,121,150,308.91,309.2,5G 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,,,consolidated,,
334-U1379C-40X-4-A,334,U1379,C,40,40-4,X,4,A,0,127,309.2,310.47,5G 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,,,consolidated,,
334-U1379C-40X-5-A,334,U1379,C,40,40-5,X,5,A,0,150,310.47,311.97,5G 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,,,consolidated,,
334-U1379C-40X-6-A,334,U1379,C,40,40-6,X,6,A,0,150,311.97,313.47,5G 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,,,consolidated,,
334-U1379C-40X-7-A,334,U1379,C,40,40-7,X,7,A,0,66,313.47,314.13,5G 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,,,consolidated,,
334-U1379C-40X-CC-A,334,U1379,C,40,40-CC,X,CC,A,0,31,314.13,314.44,5G 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,,,consolidated,,
334-U1379C-41X-1-A,334,U1379,C,41,41-1,X,1,A,0,150,314.5,316,5GY 5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-41X-2-A,334,U1379,C,41,41-2,X,2,A,0,150,316,317.5,5GY 5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-41X-3-A,334,U1379,C,41,41-3,X,3,A,0,150,317.5,319,5GY 5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-41X-4-A,334,U1379,C,41,41-4,X,4,A,0,150,319,320.5,5GY 5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-41X-5-A,334,U1379,C,41,41-5,X,5,A,0,150,320.5,322,5GY 5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-41X-6-A,334,U1379,C,41,41-6,X,6,A,0,140,322,323.4,5GY 5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-41X-7-A,334,U1379,C,41,41-7,X,7,A,0,58,323.4,323.98,5GY 5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-41X-CC-A,334,U1379,C,41,41-CC,X,CC,A,0,43,323.98,324.41,5GY 5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-42X-1-A,334,U1379,C,42,42-1,X,1,A,0,21,324.2,324.41,10Y 2.5/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-42X-1-A,334,U1379,C,42,42-1,X,1,A,21,33,324.41,324.53,,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,,,,,
334-U1379C-42X-1-A,334,U1379,C,42,42-1,X,1,A,33,150,324.53,325.7,10Y 2.5/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-42X-2-A,334,U1379,C,42,42-2,X,2,A,0,150,325.7,327.2,10Y 2.5/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,One calcareous  layer in Section 2 from 75 to 81cm.,
334-U1379C-42X-3-A,334,U1379,C,42,42-3,X,3,A,0,90,327.2,328.1,10Y 2.5/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-42X-3-A,334,U1379,C,42,42-3,X,3,A,90,97,328.1,328.17,,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,,,,,
334-U1379C-42X-3-A,334,U1379,C,42,42-3,X,3,A,97,99,328.17,328.19,10Y 2.5/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-42X-3-A,334,U1379,C,42,42-3,X,3,A,99,102,328.19,328.22,,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,,,,,
334-U1379C-42X-3-A,334,U1379,C,42,42-3,X,3,A,102,145,328.22,328.65,10Y 2.5/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-42X-4-A,334,U1379,C,42,42-4,X,4,A,0,95,328.65,329.6,10Y 2.5/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-42X-4-A,334,U1379,C,42,42-4,X,4,A,95,101,329.6,329.66,,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,,,,,
334-U1379C-42X-4-A,334,U1379,C,42,42-4,X,4,A,101,103,329.66,329.68,10Y 2.5/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-42X-4-A,334,U1379,C,42,42-4,X,4,A,103,105,329.68,329.7,,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,,,,,
334-U1379C-42X-4-A,334,U1379,C,42,42-4,X,4,A,105,125,329.7,329.9,10Y 2.5/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-42X-4-A,334,U1379,C,42,42-4,X,4,A,125,126,329.9,329.91,,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,,,,,
334-U1379C-42X-4-A,334,U1379,C,42,42-4,X,4,A,126,129,329.91,329.94,10Y 2.5/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-42X-5-A,334,U1379,C,42,42-5,X,5,A,0,32,329.94,330.26,10Y 2.5/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-42X-5-A,334,U1379,C,42,42-5,X,5,A,32,35,330.26,330.29,,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,,,,,
334-U1379C-42X-5-A,334,U1379,C,42,42-5,X,5,A,35,107,330.29,331.01,10Y 2.5/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-42X-CC-A,334,U1379,C,42,42-CC,X,CC,A,0,49,331.01,331.5,10Y 2.5/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-43X-1-A,334,U1379,C,43,43-1,X,1,A,0,150,333.7,335.2,5GY 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,,,consolidated,"The bottom of the core is composed of fine silty Sand with some slightly more clay rich horizons (Section 6 and 7 being most sandy). The middle of the core (Sections 3, 4, and 5) are composed of clayey silt to silty clay (although silty clay is dominant). The upper sections of the core (Sections 1 and 2) are clay rich, with only horizons of silty clay present. The Sediment no longer reacts with HCL.",
334-U1379C-43X-2-A,334,U1379,C,43,43-2,X,2,A,0,150,335.2,336.7,5GY 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,,,consolidated,"The bottom of the core is composed of fine silty Sand with some slightly more clay rich horizons (Section 6 and 7 being most sandy). The middle of the core (Sections 3, 4, and 5) are composed of clayey silt to silty clay (although silty clay is dominant). The upper sections of the core (Sections 1 and 2) are clay rich, with only horizons of silty clay present. The Sediment no longer reacts with HCL.",
334-U1379C-43X-3-A,334,U1379,C,43,43-3,X,3,A,0,150,336.7,338.2,5GY 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,,,consolidated,"The bottom of the core is composed of fine silty Sand with some slightly more clay rich horizons (Section 6 and 7 being most sandy). The middle of the core (Sections 3, 4, and 5) are composed of clayey silt to silty clay (although silty clay is dominant). The upper sections of the core (Sections 1 and 2) are clay rich, with only horizons of silty clay present. The Sediment no longer reacts with HCL.",
334-U1379C-43X-4-A,334,U1379,C,43,43-4,X,4,A,0,150,338.2,339.7,5GY 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,,,consolidated,"The bottom of the core is composed of fine silty Sand with some slightly more clay rich horizons (Section 6 and 7 being most sandy). The middle of the core (Sections 3, 4, and 5) are composed of clayey silt to silty clay (although silty clay is dominant). The upper sections of the core (Sections 1 and 2) are clay rich, with only horizons of silty clay present. The Sediment no longer reacts with HCL.",
334-U1379C-43X-5-A,334,U1379,C,43,43-5,X,5,A,0,90,339.7,340.6,5GY 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,,,consolidated,"The bottom of the core is composed of fine silty Sand with some slightly more clay rich horizons (Section 6 and 7 being most sandy). The middle of the core (Sections 3, 4, and 5) are composed of clayey silt to silty clay (although silty clay is dominant). The upper sections of the core (Sections 1 and 2) are clay rich, with only horizons of silty clay present. The Sediment no longer reacts with HCL.",
334-U1379C-43X-6-A,334,U1379,C,43,43-6,X,6,A,0,46,340.6,341.06,5GY 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,,,consolidated,"The bottom of the core is composed of fine silty Sand with some slightly more clay rich horizons (Section 6 and 7 being most sandy). The middle of the core (Sections 3, 4, and 5) are composed of clayey silt to silty clay (although silty clay is dominant). The upper sections of the core (Sections 1 and 2) are clay rich, with only horizons of silty clay present. The Sediment no longer reacts with HCL.",
334-U1379C-43X-6-A,334,U1379,C,43,43-6,X,6,A,46,48,341.06,341.08,10YR 4/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,,,soft,,
334-U1379C-43X-6-A,334,U1379,C,43,43-6,X,6,A,48,107,341.08,341.67,5GY 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,,,consolidated,"The bottom of the core is composed of fine silty Sand with some slightly more clay rich horizons (Section 6 and 7 being most sandy). The middle of the core (Sections 3, 4, and 5) are composed of clayey silt to silty clay (although silty clay is dominant). The upper sections of the core (Sections 1 and 2) are clay rich, with only horizons of silty clay present. The Sediment no longer reacts with HCL.",
334-U1379C-43X-7-A,334,U1379,C,43,43-7,X,7,A,0,150,341.67,343.17,5GY 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,,,consolidated,"The bottom of the core is composed of fine silty Sand with some slightly more clay rich horizons (Section 6 and 7 being most sandy). The middle of the core (Sections 3, 4, and 5) are composed of clayey silt to silty clay (although silty clay is dominant). The upper sections of the core (Sections 1 and 2) are clay rich, with only horizons of silty clay present. The Sediment no longer reacts with HCL.",
334-U1379C-43X-CC-A,334,U1379,C,43,43-CC,X,CC,A,0,53,343.17,343.7,5GY 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,,,consolidated,"The bottom of the core is composed of fine silty Sand with some slightly more clay rich horizons (Section 6 and 7 being most sandy). The middle of the core (Sections 3, 4, and 5) are composed of clayey silt to silty clay (although silty clay is dominant). The upper sections of the core (Sections 1 and 2) are clay rich, with only horizons of silty clay present. The Sediment no longer reacts with HCL.",
334-U1379C-44X-1-A,334,U1379,C,44,44-1,X,1,A,0,28,343.2,343.48,5GY 2.5/1,sandy,clayey silt [S54],"Shepard, 1954",,sandy clayey silt,clay [U14W22],,consolidated,Alternating clayey silt and fine sand beds of one to several cm. Sand layers at 10-12 cm; 20-22 cm; 23-24 cm; 41-43 cm; 46-48 cm.,
334-U1379C-44X-1-A,334,U1379,C,44,44-1,X,1,A,28,30,343.48,343.5,2.5Y 2.5/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,soft,brownish ash layer moderate disturbed,
334-U1379C-44X-1-A,334,U1379,C,44,44-1,X,1,A,30,44,343.5,343.64,5GY 2.5/1,sandy,clayey silt [S54],"Shepard, 1954",,sandy clayey silt,clay [U14W22],,consolidated,Alternating clayey silt and fine sand beds of one to several cm. Sand layers at 10-12 cm; 20-22 cm; 23-24 cm; 41-43 cm; 46-48 cm.,
334-U1379C-44X-1-A,334,U1379,C,44,44-1,X,1,A,44,73,343.64,343.93,5GY 2.5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,"Moderately disturbed brownish ash layer may be observable at Section 1, 23-30 cm",
334-U1379C-44X-1-A,334,U1379,C,44,44-1,X,1,A,73,80,343.93,344,2.5Y 2.5/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,consolidated,brownish ash layer,
334-U1379C-44X-1-A,334,U1379,C,44,44-1,X,1,A,80,150,344,344.7,5GY 2.5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,"Moderately disturbed brownish ash layer may be observable at Section 1, 23-30 cm",
334-U1379C-44X-2-A,334,U1379,C,44,44-2,X,2,A,0,150,344.7,346.2,5GY 2.5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,"Moderately disturbed brownish ash layer may be observable at Section 1, 23-30 cm",
334-U1379C-44X-3-A,334,U1379,C,44,44-3,X,3,A,0,150,346.2,347.7,5GY 2.5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,"Moderately disturbed brownish ash layer may be observable at Section 1, 23-30 cm",
334-U1379C-44X-4-A,334,U1379,C,44,44-4,X,4,A,0,150,347.7,349.2,5GY 2.5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,"Moderately disturbed brownish ash layer may be observable at Section 1, 23-30 cm",
334-U1379C-44X-5-A,334,U1379,C,44,44-5,X,5,A,0,90,349.2,350.1,5GY 2.5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,"Moderately disturbed brownish ash layer may be observable at Section 1, 23-30 cm",
334-U1379C-44X-6-A,334,U1379,C,44,44-6,X,6,A,0,16,350.1,350.26,5GY 2.5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,"Moderately disturbed brownish ash layer may be observable at Section 1, 23-30 cm",
334-U1379C-44X-6-A,334,U1379,C,44,44-6,X,6,A,16,30,350.26,350.4,2.5Y 2.5/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,consolidated,brownish ash layer,
334-U1379C-44X-6-A,334,U1379,C,44,44-6,X,6,A,30,107,350.4,351.17,5GY 2.5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-44X-7-A,334,U1379,C,44,44-7,X,7,A,0,150,351.17,352.67,5GY 2.5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-44X-CC-A,334,U1379,C,44,44-CC,X,CC,A,0,57,352.67,353.24,5GY 2.5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-45X-1-A,334,U1379,C,45,45-1,X,1,A,0,150,352.7,354.2,10Y 3/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,,fine laminated clay deposits,
334-U1379C-45X-2-A,334,U1379,C,45,45-2,X,2,A,0,150,354.2,355.7,10Y 3/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,,fine laminated clay deposits,
334-U1379C-45X-3-A,334,U1379,C,45,45-3,X,3,A,0,150,355.7,357.2,10Y 3/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,,fine laminated clay deposits,
334-U1379C-45X-4-A,334,U1379,C,45,45-4,X,4,A,0,140,357.2,358.6,10Y 3/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,,fine laminated clay deposits,
334-U1379C-45X-5-A,334,U1379,C,45,45-5,X,5,A,0,150,358.6,360.1,10Y 3/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,,fine laminated clay deposits,
334-U1379C-45X-6-A,334,U1379,C,45,45-6,X,6,A,0,150,360.1,361.6,10Y 3/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,,fine laminated clay deposits,
334-U1379C-45X-7-A,334,U1379,C,45,45-7,X,7,A,0,58,361.6,362.18,10Y 2.5/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,,
334-U1379C-45X-CC-A,334,U1379,C,45,45-CC,X,CC,A,0,72,362.18,362.9,10Y 2.5/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,,
334-U1379C-46X-1-A,334,U1379,C,46,46-1,X,1,A,0,150,361.7,363.2,10Y 2.5/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,,
334-U1379C-46X-2-A,334,U1379,C,46,46-2,X,2,A,0,150,363.2,364.7,10Y 2.5/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,,
334-U1379C-46X-3-A,334,U1379,C,46,46-3,X,3,A,0,68,364.7,365.38,10Y 2.5/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,,
334-U1379C-46X-3-A,334,U1379,C,46,46-3,X,3,A,68,150,365.38,366.2,10Y 2.5/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,Fining upwards sequence: the upper part being completely composed of clay with the lower 20 cm becoming more silty clay.  ,
334-U1379C-46X-4-A,334,U1379,C,46,46-4,X,4,A,0,145,366.2,367.65,10Y 2.5/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,Fining upwards sequence: the upper part being completely composed of clay with the lower 20 cm becoming more silty clay.  ,
334-U1379C-46X-4-A,334,U1379,C,46,46-4,X,4,A,145,148,367.65,367.68,10G 2.5/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,soft,,
334-U1379C-46X-4-A,334,U1379,C,46,46-4,X,4,A,148,150,367.68,367.7,10Y 2.5/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,Fining upwards sequence: the upper part being completely composed of clay with the lower 20 cm becoming more silty clay.  ,
334-U1379C-46X-5-A,334,U1379,C,46,46-5,X,5,A,0,100,367.7,368.7,10Y 2.5/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,Fining upwards sequence: the upper part being completely composed of clay with the lower 20 cm becoming more silty clay.  ,
334-U1379C-46X-6-A,334,U1379,C,46,46-6,X,6,A,0,20,368.7,368.9,10Y 2.5/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,Fining upwards sequence: the upper part being completely composed of clay with the lower 20 cm becoming more silty clay.  ,
334-U1379C-46X-6-A,334,U1379,C,46,46-6,X,6,A,20,28,368.9,368.98,N 4,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,very fine silt [U14W22],,soft,,
334-U1379C-46X-6-A,334,U1379,C,46,46-6,X,6,A,28,150,368.98,370.2,10Y 2.5/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,Fining upwards sequence: the upper part being completely composed of clay with the lower 20 cm becoming more silty clay.  ,
334-U1379C-46X-7-A,334,U1379,C,46,46-7,X,7,A,0,95,370.2,371.15,10Y 2.5/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,Fining upwards sequence: the upper part being completely composed of clay with the lower 20 cm becoming more silty clay.  ,
334-U1379C-46X-CC-A,334,U1379,C,46,46-CC,X,CC,A,0,42,371.15,371.57,10Y 2.5/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,Fining upwards sequence: the upper part being completely composed of clay with the lower 20 cm becoming more silty clay.  ,
334-U1379C-47X-1-A,334,U1379,C,47,47-1,X,1,A,0,150,370.7,372.2,10Y 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Fining upwards sequence: the upper part being completely composed of clay with the lower 20 cm becoming more silty clay.  ,
334-U1379C-47X-2-A,334,U1379,C,47,47-2,X,2,A,0,150,372.2,373.7,10Y 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Fining upwards sequence: the upper part being completely composed of clay with the lower 20 cm becoming more silty clay.  ,
334-U1379C-47X-3-A,334,U1379,C,47,47-3,X,3,A,0,150,373.7,375.2,10Y 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Fining upwards sequence: the upper part being completely composed of clay with the lower 20 cm becoming more silty clay.  ,
