Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Extra Sample ID Data
341-U1418F-18R-3-A,51.0,79.5,418.71,418.995,,mud [Leg210],,mud ,,,,5G 4/1 (dark greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,18,R,3,A,,,,
341-U1418F-18R-3-A,79.5,131.0,418.995,419.51,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,18,R,3,A,,,,
341-U1418F-18R-3-A,131.0,140.0,419.51,419.6,,mud [Leg210],with abundant clasts,mud  with abundant clasts,,,,N 4 (dark gray),none [DB86],0,present [A79],2,,,,,,,,,,,,,,,,341,U1418,F,18,R,3,A,,,,
341-U1418F-18R-3-A,140.0,150.0,419.6,419.7,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,18,R,3,A,,,,
341-U1418F-18R-4-A,0.0,41.0,419.7,420.11,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),,,,,,,,,,,,,,"IRD layer, coarse sand + granules, at 6 cm; faintly laminated dark grey (N 4) with grey (N 5); ",,,,,,341,U1418,F,18,R,4,A,,,,
341-U1418F-18R-4-A,41.0,150.0,420.11,421.2,,mud [Leg210],with common clasts,mud  with common clasts,,,parallel lamination,5GY 4/1 (dark greenish gray),,,,,,,,,,,,,,"IRD layers, coarse sand + granules, at 114 and 127 cm; faintly laminated dark greenish grey (5YG 4/1) with dark grey (N 4); ",,,,,,341,U1418,F,18,R,4,A,,,,
341-U1418F-18R-5-A,0.0,24.0,421.2,421.44,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,faintly laminated dark grey (N 4) with grey (N 5); ,,,,,,341,U1418,F,18,R,5,A,,,,
341-U1418F-18R-5-A,24.0,60.0,421.44,421.8,,mud [Leg210],with common clasts,mud  with common clasts,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,faintly laminated dark grey (N 4) with grey (N 5); mud clast 4 cm long axis with coarse sand and granules,,,,,,341,U1418,F,18,R,5,A,,,,
341-U1418F-18R-5-A,60.0,150.0,421.8,422.7,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,"IRD layer, coarse sand + granules, at 97 cm; faintly laminated dark grey (N 4) with grey (N 5); ",,,,,,341,U1418,F,18,R,5,A,,,,
341-U1418F-18R-6-A,0.0,129.0,422.7,423.99,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,18,R,6,A,,,,
341-U1418F-18R-CC-A,0.0,11.0,423.99,424.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,18,R,CC,A,,,,
341-U1418F-18R-CC-A,11.0,16.0,424.1,424.15,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,F,18,R,CC,A,,,,
341-U1418F-19R-1-A,0.0,31.0,424.9,425.21,,mud [Leg210],,mud ,,,,5G 4/1 (dark greenish gray),moderate [DB86],2,present [A79],1,,,,,pebble [W22_2],subrounded,,,,"0-8cm: largely destroyed by drilling disturbance;
2cm: ~5cm long metasiltstone;
voids (1-2mm size) (gas pockets?)",,,,,,341,U1418,F,19,R,1,A,,,,
341-U1418F-19R-1-A,31.0,148.5,425.21,426.385,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,parallel lamination: 106-134cm,,,,,,341,U1418,F,19,R,1,A,,,,
341-U1418F-19R-1-A,148.5,150.0,426.385,426.4,,sand [Leg210],with clay [Leg339],sand  with clay ,,,,N 6 (gray),moderate [DB86],2,absent [A79],,,,,,,,,,,with black silt sized particles,,,,,,341,U1418,F,19,R,1,A,,,,
341-U1418F-19R-2-A,0.0,0.5,426.4,426.405,,sand [Leg210],with clay [Leg339],sand  with clay ,,,,N 6 (gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,19,R,2,A,,,,
341-U1418F-19R-2-A,0.5,28.0,426.405,426.68,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,greenish gray color bands (1-2cm thick),,,,,,341,U1418,F,19,R,2,A,,,,
341-U1418F-19R-2-A,28.0,96.0,426.68,427.36,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],2,,,,,,,,,,45-52cm: field of 1mm pyrite pieces (burrows?),,,,,,341,U1418,F,19,R,2,A,,,,
341-U1418F-19R-2-A,96.0,150.0,427.36,427.9,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,laminae with color bands,,,,,,341,U1418,F,19,R,2,A,,,,
341-U1418F-19R-3-A,0.0,42.0,427.9,428.32,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,19,R,3,A,,,,
341-U1418F-19R-3-A,42.0,98.0,428.32,428.88,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,"heavy drilling disturbance (biscuit + gas(?)), may have been parallel laminae here as well",,,,,,341,U1418,F,19,R,3,A,,,,
341-U1418F-19R-3-A,98.0,150.0,428.88,429.4,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,color banded laminae,,,,,,341,U1418,F,19,R,3,A,,,,
341-U1418F-19R-4-A,0.0,150.0,429.4,430.9,,mud [Leg210],with silt [Leg339],mud  with silt ,,,parallel lamination,N 4 (dark gray),,,present [A79],1,granule [W22_2],rounded,,,,,,,,"lonestone granule, basalt, at 46 cm; parallel laminated dark grey (N 4) with grey (N 5), colour banded N 4 with N 5, lamination and colour banding in inverted relationship; silt laminae 1 grain size thick at 23, 33, and 34 cm",,,,,,341,U1418,F,19,R,4,A,,,,
341-U1418F-19R-5-A,0.0,135.0,430.9,432.25,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),,,present [A79],1,,,granule [W22_2],rounded,,,,,,"lonestone granule, siltstone, at 53 cm; parallel laminated dark grey (N 4) with grey (N 5), colour banded N 4 with N 5, lamination and colour banding in inverted relationship; ",,,,,,341,U1418,F,19,R,5,A,,,,
341-U1418F-19R-5-A,135.0,150.0,432.25,432.4,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1418,F,19,R,5,A,,,,
341-U1418F-19R-6-A,0.0,44.0,432.4,432.84,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,N 4 (dark gray),heavy [DB86],3,,,,,,,,,,,," colour banded N 4 with N 5; at 43 cm cf. zoophycos;
",sharp contact,,,,,341,U1418,F,19,R,6,A,,,,
341-U1418F-19R-6-A,44.0,67.0,432.84,433.07,calcareous bearing,mud [Leg210],with common clasts,calcareous bearing mud  with common clasts,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,,gradational contact,,,,,341,U1418,F,19,R,6,A,,,,
341-U1418F-19R-6-A,67.0,150.0,433.07,433.9,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,color banding,,,,,,341,U1418,F,19,R,6,A,,,,
341-U1418F-19R-7-A,0.0,67.0,433.9,434.57,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"parallel laminated dark grey (N 4) with grey (N 5), colour banded N 4 with N 5, lamination and colour banding in inverted relationship; ",,,,,,341,U1418,F,19,R,7,A,,,,
341-U1418F-19R-CC-A,0.0,17.0,434.57,434.74,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"parallel laminated dark grey (N 4) with grey (N 5), colour banded N 4 with N 5, lamination and colour banding in inverted relationship; ",,,,,,341,U1418,F,19,R,CC,A,,,,
341-U1418F-20R-1-A,0.0,14.0,434.6,434.74,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,20,R,1,A,,,,
341-U1418F-20R-1-A,14.0,29.0,434.74,434.89,calcareous bearing,mud [Leg210],with common clasts,calcareous bearing mud  with common clasts,,,,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,"color greenish, but not distinguishable by Munsell;
granules increase in abundance toward top of interval",gradational contact,biotubated,,,,341,U1418,F,20,R,1,A,,,,
341-U1418F-20R-1-A,29.0,150.0,434.89,436.1,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,faint greenish gray color bands,,,,,,341,U1418,F,20,R,1,A,,,,
341-U1418F-20R-2-A,0.0,16.0,436.1,436.26,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,gradational contact,biotubated,,,,341,U1418,F,20,R,2,A,,,,
341-U1418F-20R-2-A,16.0,67.0,436.26,436.77,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),heavy [DB86],3,present [A79],2,,,,,pebble [W22_2],subrounded,,,,"greenish gray color bands(1-4cm thick);
56cm: argilite clast",,,,,,341,U1418,F,20,R,2,A,,,,
341-U1418F-20R-2-A,67.0,92.0,436.77,437.02,,mud [Leg210],with common clasts,mud  with common clasts,,,,5G 4/1 (dark greenish gray),slight [DB86],1,present [A79],1,pebble [W22_2],subangular,,,,,,,,"granules increase in abundance toward top of interval;
72cm: <1cm granite clast;
82-83cm: pyritized burrows",gradational contact,,,,,341,U1418,F,20,R,2,A,,,,
341-U1418F-20R-2-A,92.0,140.0,437.02,437.5,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,20,R,2,A,,,,
341-U1418F-20R-2-A,140.0,150.0,437.5,437.6,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1418,F,20,R,2,A,,,,
341-U1418F-20R-3-A,0.0,150.0,437.6,439.1,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,20,R,3,A,,,,
341-U1418F-20R-4-A,0.0,118.0,439.1,440.28,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,20,R,4,A,,,,
341-U1418F-20R-4-A,118.0,135.0,440.28,440.45,,mud [Leg210],with common clasts,mud  with common clasts,,,,5G 4/1 (dark greenish gray),moderate [DB86],2,present [A79],,,,,,,,,,,"granules increase in abundance toward top of interval;
pyritized burrows;
bioturbation from 126-135cm;
gradation to N 4 at bottom of interval",,,,,,341,U1418,F,20,R,4,A,,,,
341-U1418F-20R-4-A,135.0,150.0,440.45,440.6,,mud [Leg210],with common clasts,mud  with common clasts,,,,5G 4/1 (dark greenish gray),moderate [DB86],2,present [A79],,,,,,,,,,,"granules increase in abundance toward top of interval;
bioturbation from 139-150cm;
gradation to N 4 at bottom of interval",,,,,,341,U1418,F,20,R,4,A,,,,
341-U1418F-20R-5-A,0.0,8.0,440.6,440.68,,mud [Leg210],,mud ,,,,N 4 (dark gray),heavy [DB86],3,,,,,,,,,,,,,sharp contact,planar,,,,341,U1418,F,20,R,5,A,,,,
341-U1418F-20R-5-A,8.0,73.0,440.68,441.33,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,parallel laminated dark grey (N 4) with very dark grey (N 3); I lamina consisting of 4 granules (IRD) at 26.5 cm;,,,,,,341,U1418,F,20,R,5,A,,,,
341-U1418F-20R-5-A,73.0,150.0,441.33,442.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,20,R,5,A,,,,
341-U1418F-20R-6-A,0.0,60.0,442.1,442.7,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,20,R,6,A,,,,
341-U1418F-20R-6-A,60.0,100.0,442.7,443.1,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,20,R,6,A,,,,
341-U1418F-20R-7-A,0.0,17.0,443.1,443.27,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,gradational contact,,,,,341,U1418,F,20,R,7,A,,,,
341-U1418F-20R-7-A,17.0,69.0,443.27,443.79,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,20,R,7,A,,,,
341-U1418F-20R-CC-A,0.0,25.0,443.79,444.04,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,20,R,CC,A,,,,
341-U1418F-20R-CC-A,25.0,30.0,444.04,444.09,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,F,20,R,CC,A,,,,
341-U1418F-21R-1-A,0.0,45.0,444.3,444.75,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,21,R,1,A,,,,
341-U1418F-21R-1-A,45.0,85.0,444.75,445.15,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 4 (dark gray),moderate [DB86],2,present [A79],2,,,,,,,,,,increasing numbers of clasts toward top of interval,gradational contact,biotubated,,,,341,U1418,F,21,R,1,A,,,,
341-U1418F-21R-1-A,85.0,150.0,445.15,445.8,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,21,R,1,A,,,,
341-U1418F-21R-2-A,0.0,150.0,445.8,447.3,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,"greenish gray color banded laminae;
67cm: pyritized burrow",,,,,,341,U1418,F,21,R,2,A,,,,
341-U1418F-21R-3-A,0.0,38.0,447.3,447.68,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,21,R,3,A,,,,
341-U1418F-21R-3-A,38.0,82.0,447.68,448.12,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),moderate [DB86],2,present [A79],,,,,,,,,,,increasing numbers of clasts toward top of interval,,,,,,341,U1418,F,21,R,3,A,,,,
341-U1418F-21R-3-A,82.0,135.0,448.12,448.65,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),none [DB86],0,present [A79],2,,,,,,,,,,,,,,,,341,U1418,F,21,R,3,A,,,,
341-U1418F-21R-3-A,135.0,150.0,448.65,448.8,,,,,,,,,,,,,,,,,,,,,,OJIM,,,,,,341,U1418,F,21,R,3,A,,,,
341-U1418F-21R-4-A,0.0,150.0,448.8,450.3,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,21,R,4,A,,,,
341-U1418F-21R-5-A,0.0,39.0,450.3,450.69,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),,,present [A79],1,granule [W22_2],rounded,,,,,,,,"plutonic clast, elongate, 1.3 cm, at 39 cm",sharp contact,,,,,341,U1418,F,21,R,5,A,,,,
341-U1418F-21R-5-A,39.0,52.0,450.69,450.82,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 4 (dark gray),heavy [DB86],3,,,,,,,,,,,,,sharp contact,,,,,341,U1418,F,21,R,5,A,,,,
341-U1418F-21R-5-A,52.0,140.0,450.82,451.7,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),,,present [A79],2,granule [W22_2],rounded,,,,,,,,2 granules (IRD) in one lamina at 54 cm; ,,,,,,341,U1418,F,21,R,5,A,,,,
341-U1418F-21R-5-A,140.0,150.0,451.7,451.8,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1418,F,21,R,5,A,,,,
341-U1418F-21R-6-A,0.0,45.0,451.8,452.25,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,"basal contact gradational lithologically, sharp color-wise",gradational contact,,,,,341,U1418,F,21,R,6,A,,,,
341-U1418F-21R-6-A,45.0,71.0,452.25,452.51,,mud [Leg210],with common clasts,mud  with common clasts,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,,,,,,,341,U1418,F,21,R,6,A,,,,
341-U1418F-21R-6-A,71.0,145.0,452.51,453.25,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,21,R,6,A,,,,
341-U1418F-21R-7-A,0.0,59.0,453.25,453.84,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,21,R,7,A,,,,
341-U1418F-21R-CC-A,0.0,14.0,453.84,453.98,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,21,R,CC,A,,,,
341-U1418F-21R-CC-A,14.0,19.0,453.98,454.03,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,F,21,R,CC,A,,,,
341-U1418F-22R-1-A,0.0,89.0,454.0,454.89,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,22,R,1,A,,,,
341-U1418F-22R-1-A,89.0,130.0,454.89,455.3,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,present [A79],1,,,,,,,,,,,gradational contact,biotubated,,,,341,U1418,F,22,R,1,A,,,,
341-U1418F-22R-1-A,130.0,150.0,455.3,455.5,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,greenish gray color bands,,,,,,341,U1418,F,22,R,1,A,,,,
341-U1418F-22R-2-A,0.0,118.0,455.5,456.68,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,greenish gray color bands (~1-3cm thick),,,,,,341,U1418,F,22,R,2,A,,,,
341-U1418F-22R-2-A,118.0,140.0,456.68,456.9,,mud [Leg210],with common clasts,mud  with common clasts,,,,5G 4/1 (dark greenish gray),moderate [DB86],2,present [A79],5,,,,,,,,,,"color gradational to N 4 @ bottom of interval;
increased clast abundance @ top of interval",gradational contact,,,,,341,U1418,F,22,R,2,A,,,,
341-U1418F-22R-2-A,140.0,150.0,456.9,457.0,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,22,R,2,A,,,,
341-U1418F-22R-3-A,0.0,9.0,457.0,457.09,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,biotubated,,,,341,U1418,F,22,R,3,A,,,,
341-U1418F-22R-3-A,9.0,79.0,457.09,457.79,,mud [Leg210],with common clasts,mud  with common clasts,,,color banding,5G 4/1 (dark greenish gray),moderate [DB86],2,present [A79],,,,,,,,,,,"greenish gray color bands (1-2cm thick);
increased clast abundance @ top of interval",gradational contact,,,,,341,U1418,F,22,R,3,A,,,,
341-U1418F-22R-3-A,79.0,95.0,457.79,457.95,,mud [Leg210],with common clasts,mud  with common clasts,,,,5G 4/1 (dark greenish gray),moderate [DB86],2,present [A79],1,,,,,,,,,,"increased clast abundance @ top of interval;
color gradational to N 4 @ bottom of interval",gradational contact,biotubated,,,,341,U1418,F,22,R,3,A,,,,
341-U1418F-22R-3-A,95.0,115.0,457.95,458.15,silty,mud [Leg210],with common clasts,silty mud  with common clasts,,,,5G 4/1 (dark greenish gray),moderate [DB86],2,present [A79],1,,,,,,,,,,"increased clast abundance @ top of interval;
color gradational to N 4 @ bottom of interval;
103cm: pyritized burrows",,,,,,341,U1418,F,22,R,3,A,,,,
341-U1418F-22R-3-A,115.0,122.0,458.15,458.22,sandy,mud [Leg210],with common clasts,sandy mud  with common clasts,,,,N 4 (dark gray),slight [DB86],1,present [A79],,,,,,,,,,,,,,,,,341,U1418,F,22,R,3,A,,,,
341-U1418F-22R-3-A,122.0,137.0,458.22,458.37,,mud [Leg210],,mud ,,,,5G 4/1 (dark greenish gray),slight [DB86],1,present [A79],1,,,,,,,,,,,,,,,,341,U1418,F,22,R,3,A,,,,
341-U1418F-22R-3-A,137.0,150.0,458.37,458.5,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1418,F,22,R,3,A,,,,
341-U1418F-22R-4-A,0.0,90.5,458.5,459.405,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,broken worm burrow tubes with pyrite at 75 to 53 cm; ,sharp contact,,,,,341,U1418,F,22,R,4,A,,,,
341-U1418F-22R-4-A,90.5,109.0,459.405,459.59,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"""frozen"" sandclasts at 96-105 cm",gradational contact,,,,,341,U1418,F,22,R,4,A,,,,
341-U1418F-22R-4-A,109.0,150.0,459.59,460.0,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,coarse sand + granule lamina at 121 cm,,,,,,341,U1418,F,22,R,4,A,,,,
341-U1418F-22R-5-A,0.0,21.0,460.0,460.21,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 4 (dark gray),,,,,,,,,,,,,,"""frozen"" sandclasts at 19 cm",,,,,,341,U1418,F,22,R,5,A,,,,
341-U1418F-22R-5-A,21.0,150.0,460.21,461.5,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,broken worm burrow tubes with pyrite at 105 to 112 cm; ,,,,,,341,U1418,F,22,R,5,A,,,,
341-U1418F-22R-6-A,0.0,98.0,461.5,462.48,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,22,R,6,A,,,,
341-U1418F-22R-CC-A,0.0,20.0,462.48,462.68,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,22,R,CC,A,,,,
341-U1418F-23R-1-A,0.0,68.0,463.7,464.38,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),none [DB86],0,present [A79],4,pebble [W22_2],subangular,pebble [W22_2],subrounded,,,,,,"3 siltstones (1-2.5cm size) @ 0-3cm;
5mm granite clast @ 39cm",,,,,,341,U1418,F,23,R,1,A,,,,
341-U1418F-23R-1-A,68.0,75.0,464.38,464.45,calcareous bearing,mud [Leg210],,calcareous bearing mud ,,,parallel lamination,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,23,R,1,A,,,,
341-U1418F-23R-1-A,75.0,111.0,464.45,464.81,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,23,R,1,A,,,,
341-U1418F-23R-1-A,111.0,150.0,464.81,465.2,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),none [DB86],0,present [A79],2,,,,,,,,,,,,,,,,341,U1418,F,23,R,1,A,,,,
341-U1418F-23R-2-A,0.0,13.0,465.2,465.33,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,gradational contact,,,,,341,U1418,F,23,R,2,A,,,,
341-U1418F-23R-2-A,13.0,138.0,465.33,466.58,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,113cm: pyritized material (burrow?),,,,,,341,U1418,F,23,R,2,A,,,,
341-U1418F-23R-2-A,138.0,150.0,466.58,466.7,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1418,F,23,R,2,A,,,,
341-U1418F-23R-3-A,0.0,90.0,466.7,467.6,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),,,,1,,,cobble [W22_2],rounded,,,,,,"1 clast 8 cm at 80 - 90 cm, lithic sandstone",,,,,,341,U1418,F,23,R,3,A,,,,
341-U1418F-23R-3-A,90.0,112.0,467.6,467.82,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),,,,,,,,,,,,,,upward increasing clast abundance,,,,,,341,U1418,F,23,R,3,A,,,,
341-U1418F-23R-3-A,112.0,124.0,467.82,467.94,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,,sharp contact,,,,,341,U1418,F,23,R,3,A,,,,
341-U1418F-23R-3-A,124.0,150.0,467.94,468.2,,mud [Leg210],with common clasts,mud  with common clasts,,,,,,,,,,,,,,,,,,upward increasing clast abundance,,,,,,341,U1418,F,23,R,3,A,,,,
341-U1418F-23R-4-A,0.0,100.0,468.2,469.2,,mud [Leg210],with silt [Leg339],mud  with silt ,,,parallel lamination,N 4 (dark gray),,,present [A79],1,pebble [W22_2],rounded,,,,,,,,"pebble 2.5 cm, mafic, at 5 cm",,,,,,341,U1418,F,23,R,4,A,,,,
341-U1418F-23R-5-A,0.0,44.0,469.2,469.64,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,sharp contact,,,,,341,U1418,F,23,R,5,A,,,,
341-U1418F-23R-5-A,44.0,60.0,469.64,469.8,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,upward increasing clast abundance,,,,,,341,U1418,F,23,R,5,A,,,,
341-U1418F-23R-CC-A,0.0,23.0,469.8,470.03,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,23,R,CC,A,,,,
341-U1418F-23R-CC-A,23.0,28.0,470.03,470.08,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,F,23,R,CC,A,,,,
341-U1418F-24R-1-A,0.0,12.0,473.4,473.52,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 4 (dark gray),slight [DB86],1,present [A79],,,,,,,,,,,increased abundance of clasts @ top of interval,,,,,,341,U1418,F,24,R,1,A,,,,
