Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Extra Sample ID Data
353-U1444A-15X-5-A,92.0,96.0,124.83,124.87,,silty,clay,,silty clay,silty clay,clay,,light gray,5Y 5/1 (gray),erosive,sharp,,thin bed,normally graded,,,,,,,,Rich in organics and sulfides.,,,,353,U1444,A,15,X,5,A,,,,
353-U1444A-15X-5-A,96.0,150.0,124.87,125.41,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Many black and green bandings along the section.,,,,353,U1444,A,15,X,5,A,,,,
353-U1444A-15X-6-A,0.0,4.0,125.41,125.45,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,bioturbated,,,,,,,mottling,,,,Many black and green bandings along the section.,,,,353,U1444,A,15,X,6,A,,,,
353-U1444A-15X-6-A,4.0,8.0,125.45,125.49,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,15,X,6,A,,,,
353-U1444A-15X-6-A,8.0,36.0,125.49,125.77,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,bioturbated,,,,,,,mottling,,,,Many black and green bandings along the section.,,,,353,U1444,A,15,X,6,A,,,,
353-U1444A-15X-6-A,36.0,41.0,125.77,125.82,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,15,X,6,A,,,,
353-U1444A-15X-6-A,41.0,76.0,125.82,126.17,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,bioturbated,,,,,,,mottling,,,,Many black and green bandings along the section.,,,,353,U1444,A,15,X,6,A,,,,
353-U1444A-15X-6-A,76.0,79.0,126.17,126.2,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,15,X,6,A,,,,
353-U1444A-15X-6-A,79.0,87.0,126.2,126.28,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,bioturbated,,,,,,,mottling,,,,Many black and green bandings along the section.,,,,353,U1444,A,15,X,6,A,,,,
353-U1444A-15X-6-A,87.0,110.0,126.28,126.51,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,Succession of 4 thin beds normally graded from sand to clay.,,,,353,U1444,A,15,X,6,A,,,,
353-U1444A-15X-6-A,110.0,130.0,126.51,126.71,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,bioturbated,,,,,,,mottling,,,,Many black and green bandings along the section.,,,,353,U1444,A,15,X,6,A,,,,
353-U1444A-15X-7-A,0.0,60.0,126.71,127.31,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,bioturbated,,,,,,,mottling,,,,Many black and green bandings along the section.,,,,353,U1444,A,15,X,7,A,,,,
353-U1444A-15X-CC-A,0.0,44.0,127.31,127.75,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,bioturbated,,,,,,,mottling,,,,Many black and green bandings along the section.,,,,353,U1444,A,15,X,CC,A,,,,
353-U1444A-16X-1-A,0.0,110.0,127.6,128.7,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,bioturbated,,,,,,,mottling,,,,Many black and green bandings along the section.,,,,353,U1444,A,16,X,1,A,,,,
353-U1444A-16X-1-A,110.0,119.0,128.7,128.79,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,16,X,1,A,,,,
353-U1444A-16X-1-A,119.0,150.0,128.79,129.1,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint black and green bandings along the section.,,,,353,U1444,A,16,X,1,A,,,,
353-U1444A-16X-2-A,0.0,150.0,129.1,130.6,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint black and green bandings along the section.,,,,353,U1444,A,16,X,2,A,,,,
353-U1444A-16X-3-A,0.0,87.0,130.6,131.47,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,bioturbated,,,,,,,mottling,,,,Faint black and green bandings along the section.,,,,353,U1444,A,16,X,3,A,,,,
353-U1444A-16X-3-A,87.0,89.0,131.47,131.49,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,very thin bed,normally graded,,,,,,,,Lots of organic fragments plus sulfides,,,,353,U1444,A,16,X,3,A,,,,
353-U1444A-16X-3-A,89.0,150.0,131.49,132.1,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Lots of black and some green bandings along the section.,,,,353,U1444,A,16,X,3,A,,,,
353-U1444A-16X-4-A,0.0,150.0,132.1,133.6,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Lots of black and some green bandings along the section. Grey nodules 1 cm thick at 68-69, 97-98 cm (layer of 3 nodules).",,,,353,U1444,A,16,X,4,A,,,,
353-U1444A-16X-5-A,0.0,58.5,133.6,134.185,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Lots of black and some green bandings along the section. Grey nodules 1 cm thick at 68-69, 97-98 cm (layer of 3 nodules).",,,,353,U1444,A,16,X,5,A,,,,
353-U1444A-16X-5-A,58.5,61.0,134.185,134.21,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,16,X,5,A,,,,
353-U1444A-16X-5-A,61.0,69.0,134.21,134.29,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Some black and green bandings.,,,,353,U1444,A,16,X,5,A,,,,
353-U1444A-16X-5-A,69.0,72.0,134.29,134.32,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,16,X,5,A,,,,
353-U1444A-16X-5-A,72.0,81.0,134.32,134.41,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Some black and green bandings along the section.,,,,353,U1444,A,16,X,5,A,,,,
353-U1444A-16X-5-A,81.0,83.0,134.41,134.43,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,16,X,5,A,,,,
353-U1444A-16X-5-A,83.0,94.5,134.43,134.545,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Some black and green bandings along the section.,,,,353,U1444,A,16,X,5,A,,,,
353-U1444A-16X-5-A,94.5,97.0,134.545,134.57,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,,353,U1444,A,16,X,5,A,,,,
353-U1444A-16X-5-A,97.0,117.0,134.57,134.77,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Some black and green bandings along the section.,,,,353,U1444,A,16,X,5,A,,,,
353-U1444A-16X-5-A,117.0,120.5,134.77,134.805,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,16,X,5,A,,,,
353-U1444A-16X-5-A,120.5,150.0,134.805,135.1,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Some black and green bandings along the section.,,,,353,U1444,A,16,X,5,A,,,,
353-U1444A-16X-6-A,0.0,140.0,135.1,136.5,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Some black and green bandings along the section. Nodule at 113-114 cm.,,,,353,U1444,A,16,X,6,A,,,,
353-U1444A-16X-7-A,0.0,5.0,136.5,136.55,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Some black and green bandings along the section. Nodule at 113-114 cm.,,,,353,U1444,A,16,X,7,A,,,,
353-U1444A-16X-7-A,5.0,11.0,136.55,136.61,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,2 sandy to clay turbidites.,,,,353,U1444,A,16,X,7,A,,,,
353-U1444A-16X-7-A,11.0,17.0,136.61,136.67,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Some black and green bandings along the section. Nodule at 113-114 cm.,,,,353,U1444,A,16,X,7,A,,,,
353-U1444A-16X-7-A,17.0,19.0,136.67,136.69,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,,353,U1444,A,16,X,7,A,,,,
353-U1444A-16X-7-A,19.0,22.0,136.69,136.72,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Some black and green bandings along the section. Nodule at 113-114 cm.,,,,353,U1444,A,16,X,7,A,,,,
353-U1444A-16X-7-A,22.0,25.0,136.72,136.75,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,16,X,7,A,,,,
353-U1444A-16X-7-A,25.0,56.0,136.75,137.06,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Some black and green bandings along the section. Nodule at 113-114 cm.,,,,353,U1444,A,16,X,7,A,,,,
353-U1444A-16X-CC-A,0.0,37.0,137.06,137.43,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Some black and green bandings along the section. Nodule at 113-114 cm.,,,,353,U1444,A,16,X,CC,A,,,,
353-U1444A-17X-1-A,0.0,60.0,137.3,137.9,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Some black and green bandings along the section. Nodule at 113-114 cm.,,,,353,U1444,A,17,X,1,A,,,,
353-U1444A-17X-1-A,60.0,64.5,137.9,137.945,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,17,X,1,A,,,,
353-U1444A-17X-1-A,64.5,150.0,137.945,138.8,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section. Nodule at 109-110 cm.,,,,353,U1444,A,17,X,1,A,,,,
353-U1444A-17X-2-A,0.0,3.0,138.8,138.83,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,17,X,2,A,,,,
353-U1444A-17X-2-A,3.0,5.0,138.83,138.85,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,,353,U1444,A,17,X,2,A,,,,
353-U1444A-17X-2-A,5.0,18.0,138.85,138.98,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,17,X,2,A,,,,
353-U1444A-17X-2-A,18.0,20.0,138.98,139.0,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,,353,U1444,A,17,X,2,A,,,,
353-U1444A-17X-2-A,20.0,29.0,139.0,139.09,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,17,X,2,A,,,,
353-U1444A-17X-2-A,29.0,32.0,139.09,139.12,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,,353,U1444,A,17,X,2,A,,,,
353-U1444A-17X-2-A,32.0,137.0,139.12,140.17,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,17,X,2,A,,,,
353-U1444A-17X-2-A,137.0,141.5,140.17,140.215,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,17,X,2,A,,,,
353-U1444A-17X-2-A,141.5,150.0,140.215,140.3,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,17,X,2,A,,,,
353-U1444A-17X-3-A,0.0,12.0,140.3,140.42,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,17,X,3,A,,,,
353-U1444A-17X-3-A,12.0,15.5,140.42,140.455,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,17,X,3,A,,,,
353-U1444A-17X-3-A,15.5,46.0,140.455,140.76,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,17,X,3,A,,,,
353-U1444A-17X-3-A,46.0,57.0,140.76,140.87,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,3 sandy to clay turbidites.,,,,353,U1444,A,17,X,3,A,,,,
353-U1444A-17X-3-A,57.0,66.0,140.87,140.96,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section. N,,,,353,U1444,A,17,X,3,A,,,,
353-U1444A-17X-3-A,66.0,72.0,140.96,141.02,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,17,X,3,A,,,,
353-U1444A-17X-3-A,72.0,150.0,141.02,141.8,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,17,X,3,A,,,,
353-U1444A-17X-4-A,0.0,61.0,141.8,142.41,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,17,X,4,A,,,,
353-U1444A-17X-4-A,61.0,64.0,142.41,142.44,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,17,X,4,A,,,,
353-U1444A-17X-4-A,64.0,131.0,142.44,143.11,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,17,X,4,A,,,,
353-U1444A-17X-4-A,131.0,137.0,143.11,143.17,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,17,X,4,A,,,,
353-U1444A-17X-4-A,137.0,150.0,143.17,143.3,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,17,X,4,A,,,,
353-U1444A-17X-5-A,0.0,37.0,143.3,143.67,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,17,X,5,A,,,,
353-U1444A-17X-5-A,37.0,40.0,143.67,143.7,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,17,X,5,A,,,,
353-U1444A-17X-5-A,40.0,87.0,143.7,144.17,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,17,X,5,A,,,,
353-U1444A-17X-5-A,87.0,91.0,144.17,144.21,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,17,X,5,A,,,,
353-U1444A-17X-5-A,91.0,150.0,144.21,144.8,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,17,X,5,A,,,,
353-U1444A-17X-6-A,0.0,32.0,144.8,145.12,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,17,X,6,A,,,,
353-U1444A-17X-6-A,32.0,36.0,145.12,145.16,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,17,X,6,A,,,,
353-U1444A-17X-6-A,36.0,142.0,145.16,146.22,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,17,X,6,A,,,,
353-U1444A-17X-CC-A,0.0,49.0,146.22,146.71,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section. Light gray silty layer between 26 and 27 cm.,,,,353,U1444,A,17,X,CC,A,,,,
353-U1444A-18X-1-A,0.0,22.0,147.0,147.22,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,18,X,1,A,,,,
353-U1444A-18X-1-A,22.0,30.0,147.22,147.3,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,18,X,1,A,,,,
353-U1444A-18X-1-A,30.0,82.0,147.3,147.82,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,18,X,1,A,,,,
353-U1444A-18X-1-A,82.0,87.0,147.82,147.87,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,18,X,1,A,,,,
353-U1444A-18X-1-A,87.0,150.0,147.87,148.5,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,18,X,1,A,,,,
353-U1444A-18X-2-A,0.0,41.0,148.5,148.91,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,18,X,2,A,,,,
353-U1444A-18X-2-A,41.0,45.5,148.91,148.955,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,18,X,2,A,,,,
353-U1444A-18X-2-A,45.5,58.0,148.955,149.08,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,18,X,2,A,,,,
353-U1444A-18X-2-A,58.0,60.5,149.08,149.105,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,,353,U1444,A,18,X,2,A,,,,
353-U1444A-18X-2-A,60.5,141.5,149.105,149.915,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,18,X,2,A,,,,
353-U1444A-18X-2-A,141.5,145.0,149.915,149.95,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,18,X,2,A,,,,
353-U1444A-18X-2-A,145.0,150.0,149.95,150.0,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,18,X,2,A,,,,
353-U1444A-18X-3-A,0.0,6.0,150.0,150.06,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,18,X,3,A,,,,
353-U1444A-18X-3-A,6.0,9.5,150.06,150.095,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,18,X,3,A,,,,
353-U1444A-18X-3-A,9.5,14.0,150.095,150.14,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,18,X,3,A,,,,
353-U1444A-18X-3-A,14.0,15.5,150.14,150.155,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,,353,U1444,A,18,X,3,A,,,,
353-U1444A-18X-3-A,15.5,57.0,150.155,150.57,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,18,X,3,A,,,,
353-U1444A-18X-3-A,57.0,61.5,150.57,150.615,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,18,X,3,A,,,,
