Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Sorting,Primary sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],2nd sedimentary structure,3rd sedimentary structure,Minor components,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
372-U1517C-8F-4-A,43,80,43.18,43.55,III,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,mottling [BJ80],,,,,,,,,,,clayey silt featureless apart from some mottling,,,,372,U1517,C,8,F,4,A,,,,
372-U1517C-8F-CC-A,0,21,43.55,43.76,III,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,mottling [BJ80],,,,,,,,,,,,,,,372,U1517,C,8,F,CC,A,,,,
372-U1517C-9F-1-A,0,128,43.4,44.68,III,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,convolute bedded,,,mottling [BJ80],,,,,,,,Clayey silt interval showing distorted and chaotic character with convolute bedding and clasts. Mottling throughout whole section.,,,,372,U1517,C,9,F,1,A,,,,
372-U1517C-9F-2-A,0,125,44.69,45.94,III,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,GLEY 1 4/5GY (dark greenish gray),,,,,,,,color banding,slight [DB91],3,mottling [BJ80],,,,,,,,Clayey silt interval showing color banding with sporadic fs lamina. Scattered shell fragments <1mm in the clayey silt layers. Weak mottling throughout section. Base of core has irregular fs lamina and v thin bed of fs with erosional basal contact. In places some of the thin beds appear truncated,,,,372,U1517,C,9,F,2,A,,,,
372-U1517C-9F-3-A,0,77,46.09,46.86,III,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,GLEY 1 4/5GY (dark greenish gray),,,,,very thin bed [B01],,,planar lamination,,,mottling [BJ80],color banding,,,,,,,Alternating very thinly clayey silt and silt layers. Silt layers show erosional basal contacts; interpreted as thinly bedded turbidites. Mottling is sporadic. Some of the beds appear truncated,,,,372,U1517,C,9,F,3,A,,,,
372-U1517C-9F-4-A,0,35,47.06,47.41,III,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,GLEY 1 4/5GY (dark greenish gray),,,,,very thin bed [B01],,,planar lamination,,,mottling [BJ80],color banding,,,,,,,Alternating very thinly clayey silt and vf sand layers. Vf sand layers show erosional basal contacts; interpreted as thinly bedded turbidites. Mottling is sporadic. Some beds appear truncated,,,,372,U1517,C,9,F,4,A,,,,
372-U1517C-9F-4-A,38,68,47.44,47.74,III,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,GLEY 1 4/5GY (dark greenish gray),,,,,very thin bed [B01],,,planar lamination,,,mottling [BJ80],color banding,,,,,,,Alternating very thinly clayey silt and vf sand layers. Vf sand layers show erosional basal contacts; interpreted as thinly bedded turbidites. Mottling is sporadic. Some beds appear truncated and/or slightly offset,,,,372,U1517,C,9,F,4,A,,,,
372-U1517C-9F-CC-A,0,21,47.74,47.95,III,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,GLEY 1 4/5GY (dark greenish gray),,,,,very thin bed [B01],,,convolute bedded,,,mottling [BJ80],color banding,,,,,,,Alternating very thinly clayey silt and vf sand layers. Vf sand layers show erosional basal contacts; interpreted as thinly bedded turbidites. Mottling is sporadic.,,,,372,U1517,C,9,F,CC,A,,,,
372-U1517C-10F-1-A,0,45,48.1,48.55,III,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,mud clast,,,,,,,,,,,"At 27-29cm there is a mud clast with dark and light banding, at an angle and sort of smeared. Some layers appear offset by a few mm. A layer appears sheared at 53cm",,,,372,U1517,C,10,F,1,A,,,,
372-U1517C-10F-1-A,45,108,48.55,49.18,III,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,GLEY 1 4/5GY (dark greenish gray),,,,,very thin bed [B01],,,parallel bedding,,,tilted bedding,mottling [BJ80],,,,,,,"Couplets of fine sand and mud, tilted 15-20 degrees",,,,372,U1517,C,10,F,1,A,,,,
372-U1517C-10F-2-A,0,132,49.29,50.61,III,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,GLEY 1 4/5GY (dark greenish gray),,,,,very thin bed [B01],,,parallel bedding,,,mottling [BJ80],,,,,,,,Couplets of fine sand and mud,,,,372,U1517,C,10,F,2,A,,,,
372-U1517C-10F-3-A,0,124,50.61,51.85,III,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,GLEY 1 4/5GY (dark greenish gray),,,,,very thin bed [B01],,,parallel bedding,,,mottling [BJ80],,,,,,,,"Alternating sand and clayey silt, with some offset bases and a truncated bed at 121cm",,,,372,U1517,C,10,F,3,A,,,,
372-U1517C-10F-4-A,0,75,51.86,52.61,III,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,GLEY 1 4/5GY (dark greenish gray),,,,,very thin bed [B01],,,parallel bedding,,,mottling [BJ80],,,,,,,,"Alternating sand and clayey silt, but at 66cm there is a black layer, possibly organic rich, also at 101 there are shell fragments and sulfides around them",,,,372,U1517,C,10,F,4,A,,,,
372-U1517C-10F-CC-A,0,26,52.61,52.87,III,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,GLEY 1 4/5GY (dark greenish gray),,,,,very thin bed [B01],,,parallel bedding,,,,,,,,,,,some shells near the base,,,,372,U1517,C,10,F,CC,A,,,,
372-U1517C-11F-1-A,0,82,52.8,53.62,III,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,GLEY 1 4/5GY (dark greenish gray),,,,,very thin bed [B01],,,parallel bedding,,,mottling [BJ80],,,,,,,,"alternating v.f. sand and clayey silt, sands shows normal grading. At 88-91 offset layers. 109-113 it looks like there is mixing. At 122cm there is a base with staircase geometry (microfaults offsetting it)",,,,372,U1517,C,11,F,1,A,,,,
372-U1517C-11F-1-A,85,128,53.65,54.08,III,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,GLEY 1 4/5GY (dark greenish gray),,,,,very thin bed [B01],,,parallel bedding,,,mottling [BJ80],,,,,,,,"alternating v.f. sand and clayey silt, sands shows normal grading. At 88-91 offset layers. 109-113 it looks like there is mixing. At 122cm there is a base with staircase geometry (microfaults offsetting it)",,,,372,U1517,C,11,F,1,A,,,,
372-U1517C-11F-2-A,0,104,54.1,55.14,III,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,GLEY 1 4/5GY (dark greenish gray),,,,,lamina [M&W53],,,planar lamination,,,mottling [BJ80],,,,,,,,"getting thinner downcore, starting to look like rhythmites (compressed perhaps?)",,,,372,U1517,C,11,F,2,A,,,,
372-U1517C-11F-3-A,0,44,55.2,55.64,III,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,GLEY 1 4/5GY (dark greenish gray),,,,,lamina [M&W53],,,planar lamination,,,mottling [BJ80],,,,,,,,very thinly laminated couplets of silt and clay. They look smeared (compressed?),,,,372,U1517,C,11,F,3,A,,,,
372-U1517C-11F-3-A,48,66,55.68,55.86,III,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,GLEY 1 4/5GY (dark greenish gray),,,,,lamina [M&W53],,,planar lamination,,,mottling [BJ80],,,,,,,,very thinly laminated couplets of silt and clay. They look smeared (compressed?),,,,372,U1517,C,11,F,3,A,,,,
372-U1517C-11F-4-A,0,58,55.96,56.54,III,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,GLEY 1 4/5GY (dark greenish gray),,,,,lamina [M&W53],,,planar lamination,,,mottling [BJ80],,,,,,,,very thinly laminated couplets of silt and clay. They look smeared (compressed?),,,,372,U1517,C,11,F,4,A,,,,
372-U1517C-11F-4-A,67,120,56.63,57.16,III,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,GLEY 1 4/5GY (dark greenish gray),,,,,lamina [M&W53],,,planar lamination,,,mottling [BJ80],,,,,,,,very thinly laminated couplets of silt and clay. They look smeared (compressed?),,,,372,U1517,C,11,F,4,A,,,,
372-U1517C-11F-CC-A,0,25,57.16,57.41,III,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,GLEY 1 4/5GY (dark greenish gray),,,,,very thin bed [B01],,,parallel bedding,,,mottling [BJ80],,,,,,,,"core catcher shows the true thickness of the beds, closer to a few cm rather than mm. Estimate that it's been compressed by 50-75% (based on thickness comparison).",,,,372,U1517,C,11,F,CC,A,,,,
372-U1517C-12F-1-A,0,64,57.5,58.14,III,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,bleb,,,mottling [BJ80],,,,,,,,small blebs of silt and hints of convolute bedding (but not clear). Mottling is pervasive,,,,372,U1517,C,12,F,1,A,,,,
372-U1517C-12F-1-A,67,105,58.17,58.55,III,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,mottling [BJ80],,,,,,,,,,,,372,U1517,C,12,F,1,A,,,,
372-U1517C-12F-2-A,0,99,58.7,59.69,III,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,bleb,,,mottling [BJ80],,,,,,,,small blebs of silt. Mottling pervasive,,,,372,U1517,C,12,F,2,A,,,,
372-U1517C-12F-3-A,0,43,59.8,60.23,III,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,bleb,,,mottling [BJ80],,,,,,,,mottling not so obvious anymore,,,,372,U1517,C,12,F,3,A,,,,
372-U1517C-12F-3-A,47,51,60.27,60.31,III,,very fine sand [F54],,very fine sand,very fine sand,very fine sand,GLEY 1 4/5GY (dark greenish gray),irregular,sharp,irregular sharp,inclined,,normal grading,well [2014],,,,,,,,,,,,,,,,372,U1517,C,12,F,3,A,,,,
372-U1517C-12F-3-A,51,92,60.31,60.72,III,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,bleb,,,mottling [BJ80],,,,,,,,"at 62cm there is a lamina of volcanic material, possibly an ash layer",,,,372,U1517,C,12,F,3,A,,,,
372-U1517C-12F-4-A,0,24,60.72,60.96,III,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,mottling [BJ80],,,,,,,,,,,,,,,372,U1517,C,12,F,4,A,,,,
372-U1517C-12F-4-A,24,67,60.96,61.39,III,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,convolute bedded,,,bleb,mottling [BJ80],,,,,,,"Evidence of sharp truncated clast boundaries, looks chaotic, inclines surfaces at 61-63cm (32degrees) interpreted as debrite",,,,372,U1517,C,12,F,4,A,,,,
372-U1517C-12F-CC-A,0,24,61.39,61.63,III,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,convolute bedded,,,bleb,mottling [BJ80],,,,,,,"Continues from section 4, looks chaotic, interpreted as debrite",,,,372,U1517,C,12,F,CC,A,,,,
372-U1517C-13F-1-A,0,84,62.2,63.04,III,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,GLEY 1 4/5GY (dark greenish gray),,,,,lamina [M&W53],,,planar lamination,,,color banding,mottling [BJ80],,,,,,,thin-bedded couplets of silt and clayey silt. Sharp bases. Color banding produced by organic rich layers that are also rhythmic. Possible cyclicity.,,,,372,U1517,C,13,F,1,A,,,,
372-U1517C-13F-1-A,92,135,63.12,63.55,III,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,GLEY 1 4/5GY (dark greenish gray),,,,,lamina [M&W53],,,planar lamination,,,color banding,mottling [BJ80],,,,,,,thin-bedded couplets of silt and clayey silt. Sharp bases. Color banding produced by organic rich layers that are also rhythmic. Possible cyclicity.,,,,372,U1517,C,13,F,1,A,,,,
372-U1517C-13F-2-A,0,85,63.7,64.55,III,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,GLEY 1 4/5GY (dark greenish gray),,,,,lamina [M&W53],,,planar lamination,,,color banding,mottling [BJ80],,,,,,,thin-bedded couplets of silt and clayey silt. Sharp bases. Color banding produced by organic rich layers that are also rhythmic. Possible cyclicity.,,,,372,U1517,C,13,F,2,A,,,,
372-U1517C-13F-2-A,89,117,64.59,64.87,III,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,GLEY 1 4/5GY (dark greenish gray),,,,,lamina [M&W53],,,planar lamination,,,color banding,mottling [BJ80],,,,,,,thin-bedded couplets of silt and clayey silt. Sharp bases. Color banding produced by organic rich layers that are also rhythmic. Possible cyclicity.,,,,372,U1517,C,13,F,2,A,,,,
372-U1517C-13F-3-A,0,28,65.12,65.4,III,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,GLEY 1 4/5GY (dark greenish gray),,,,,lamina [M&W53],,,planar lamination,,,color banding,mottling [BJ80],,,,,,,thin-bedded couplets of silt and clayey silt. Sharp bases. Color banding produced by organic rich layers that are also rhythmic. Possible cyclicity.,,,,372,U1517,C,13,F,3,A,,,,
372-U1517C-13F-4-A,0,44,65.51,65.95,III,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,GLEY 1 3/5GY (very dark greenish gray),,,,,lamina [M&W53],,,planar lamination,,,color banding,mottling [BJ80],,,,,,,"thin-bedded couplets of silt and clayey silt. Sharp bases. Color banding produced by organic rich layers that are also rhythmic. Possible cyclicity. Varies only by getting darker, more organic-rich (smellier)",,,,372,U1517,C,13,F,4,A,,,,
372-U1517C-13F-5-A,0,25,66.05,66.3,III,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,GLEY 1 4/5GY (dark greenish gray),,,,,very thin bed [B01],,,parallel bedding,,,color banding,mottling [BJ80],,,,,,,thin-bedded couplets of silt and clayey silt. Sharp bases. Color banding produced by organic rich layers that are also rhythmic. Possible cyclicity. Color bands are wider,,,,372,U1517,C,13,F,5,A,,,,
372-U1517C-13F-5-A,25,33,66.3,66.38,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,,,,,,,,372,U1517,C,13,F,5,A,,,,
372-U1517C-13F-CC-A,0,11,66.38,66.49,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,,,,"colour change across 11cm, facies transition?",,,,372,U1517,C,13,F,CC,A,,,,
372-U1517C-13F-CC-A,11,22,66.49,66.6,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,color banding,,,,,,,,,,,weak color-banding,,,,372,U1517,C,13,F,CC,A,,,,
372-U1517C-14F-1-A,0,58,66.9,67.48,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,,volcanic glass,,,,,,massive clayey silt. Occasional tephra blebs,,,,372,U1517,C,14,F,1,A,,,,
372-U1517C-14F-1-A,62,145,67.52,68.35,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,,volcanic glass,,,,,,massive clayey silt. Occasional tephra blebs,,,,372,U1517,C,14,F,1,A,,,,
372-U1517C-14F-2-A,0,102,68.35,69.37,IV,,clayey silt [S54],with sand,clayey silt,clayey silt with sand,clayey silt with sand,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,,volcanic glass,,,,,,scattered sand grains through out section. small light colored ash blebs,,,,372,U1517,C,14,F,2,A,,,,
372-U1517C-14F-3-A,0,52,69.48,70,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,,volcanic glass,,,,,,massive clayey silt. occasional ash blebs and shell fragments. occasional dark brownish grey clasts (?pyrite),,,,372,U1517,C,14,F,3,A,,,,
372-U1517C-14F-3-A,54,119,70.02,70.67,IV,,clayey silt [S54],with sand,clayey silt,clayey silt with sand,clayey silt with sand,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,,volcanic glass,,,,,,massive clayey silt. occasional ash blebs and shell fragments.,,,,372,U1517,C,14,F,3,A,,,,
372-U1517C-14F-4-A,0,54,70.67,71.21,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,,volcanic glass,,,,,,massive clayey silt. occasional ash blebs and shell fragments. occasional dark brownish grey clasts (?pyrite),,,,372,U1517,C,14,F,4,A,,,,
372-U1517C-14F-CC-A,0,36,71.21,71.57,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,,volcanic glass,,,,,,massive clayey silt. occasional ash blebs,,,,372,U1517,C,14,F,CC,A,,,,
372-U1517C-15H-1-A,0,53,71.6,72.13,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,massive [BJ84],,,,,,,,,,,massive clayey silt. Some black mottling. occasional shell blebs. Core liner deformed within the section,,,,372,U1517,C,15,H,1,A,,,,
372-U1517C-15H-2-A,0,108,72.13,73.21,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,massive [BJ84],,,bleb,,volcanic glass,,,,,,massive clayey silt. Occasional ash blebs and shell fragments. occasional dark brownish grey clasts (?pyrite),,,,372,U1517,C,15,H,2,A,,,,
372-U1517C-15H-3-A,0,63,73.46,74.09,IV,,ash/tuff,,ash/tuff,ash/tuff,ash/tuff,,,,,,,,,,,,,,,,,,,,One-cm thick ash layer,,,,372,U1517,C,15,H,3,A,,,,
372-U1517C-15H-3-A,63,143,74.09,74.89,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,massive [BJ84],,,bleb,,volcanic glass,,,,,,massive clayey silt. Ash blebs. occasional dark brownish grey clasts (?pyrite).,,,,372,U1517,C,15,H,3,A,,,,
372-U1517C-15H-4-A,0,96,74.99,75.95,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,massive [BJ84],,,bleb,,volcanic glass,,,,,,massive clayey silt. Occasional ash blebs and shell fragments. occasional dark brownish grey clasts (?pyrite),,,,372,U1517,C,15,H,4,A,,,,
372-U1517C-15H-5-A,0,118,76.06,77.24,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,convolute bedded,,,bleb,,volcanic glass,,,,,,massive clayey silt. Occasional ash blebs and shell fragments. Dark brownish grey clasts (?pyrite). One-cm thick shells layer (106-107 cm),,,,372,U1517,C,15,H,5,A,,,,
372-U1517C-15H-6-A,0,87,77.49,78.36,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,massive [BJ84],,,bleb,,volcanic glass,,,,,,massive clayey silt. Occasional ash blebs and shell fragments. One oxidized pyrite clast at top section.,,,,372,U1517,C,15,H,6,A,,,,
372-U1517C-15H-7-A,0,125,78.46,79.71,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,massive [BJ84],,,bleb,,volcanic glass,,,,,,massive clayey silt. Occasional ash blebs and shell fragments.,,,,372,U1517,C,15,H,7,A,,,,
372-U1517C-15H-8-A,0,54,79.81,80.35,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,massive [BJ84],,,bleb,,volcanic glass,,,,,,massive clayey silt. Few ash blebs and shell fragments.,,,,372,U1517,C,15,H,8,A,,,,
372-U1517C-15H-9-A,0,45,80.35,80.8,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,massive [BJ84],,,bleb,,volcanic glass,,,,,,massive clayey silt. Few ash blebs and many shell fragments. One oxidized pyrite fragment.,,,,372,U1517,C,15,H,9,A,,,,
372-U1517C-16H-1-A,0,10,81.1,81.2,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,,,,structure disturbed by drilling,,,,372,U1517,C,16,H,1,A,,,,
372-U1517C-16H-1-A,24,64,81.34,81.74,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,mottling [BJ80],volcanic glass,,,,,,massive clayey silt. Few ash blebs and many shell fragments. minor mottling,,,,372,U1517,C,16,H,1,A,,,,
372-U1517C-16H-2-A,0,63,81.82,82.45,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,mottling [BJ80],volcanic glass,,,,,,massive clayey silt. Sparse ash blebs and shell fragments. minor mottling,,,,372,U1517,C,16,H,2,A,,,,
372-U1517C-16H-2-A,63,77,82.45,82.59,IV,,,,,,,,,,,,,,,convolute bedded,,,bleb,mottling [BJ80],,,,,,,,,,,372,U1517,C,16,H,2,A,,,,
372-U1517C-16H-3-A,0,40,82.59,82.99,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,mottling [BJ80],volcanic glass,,,,,,massive clayey silt. sparse ash blebs and shell fragments. Sparse oxidized pyrite fragment.,,,,372,U1517,C,16,H,3,A,,,,
372-U1517C-16H-3-A,44,57,83.03,83.16,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,mottling [BJ80],volcanic glass,,,,,,massive clayey silt. Sparse ash blebs and shell fragments. dark mottles.,,,,372,U1517,C,16,H,3,A,,,,
372-U1517C-16H-3-A,60,94,83.19,83.53,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,mottling [BJ80],volcanic glass,,,,,,massive clayey silt. Sparse ash blebs and shell fragments. dark mottles.,,,,372,U1517,C,16,H,3,A,,,,
372-U1517C-16H-4-A,0,30,83.53,83.83,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,mottling [BJ80],volcanic glass,,,,,,massive clayey silt. Sparse ash blebs and shell fragments. Common dark mottles.,,,,372,U1517,C,16,H,4,A,,,,
372-U1517C-16H-4-A,30,38,83.83,83.91,IV,,silt [S54],,silt,silt,silt,GLEY 1 4/10Y (dark greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],,,planar lamination,,,,,,,,,,,isolated graded bed. Minor shell fragments,,,,372,U1517,C,16,H,4,A,,,,
372-U1517C-16H-4-A,38,68,83.91,84.21,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,mottling [BJ80],volcanic glass,,,,,,massive clayey silt. Sparse ash blebs. Common dark mottles.,,,,372,U1517,C,16,H,4,A,,,,
372-U1517C-16H-4-A,73,105,84.26,84.58,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,mottling [BJ80],volcanic glass,,,,,,massive clayey silt. Sparse ash blebs and shell fragments. Minor dark mottles.,,,,372,U1517,C,16,H,4,A,,,,
372-U1517C-16H-5-A,0,36,84.68,85.04,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,mottling [BJ80],volcanic glass,,,,,,massive clayey silt. Sparse ash blebs and shell fragments. Minor dark mottles.,,,,372,U1517,C,16,H,5,A,,,,
372-U1517C-16H-5-A,43,79,85.11,85.47,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,mottling [BJ80],volcanic glass,,,,,,massive clayey silt. Sparse ash blebs. Minor dark mottles.,,,,372,U1517,C,16,H,5,A,,,,
372-U1517C-16H-6-A,0,123,85.57,86.8,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,mottling [BJ80],volcanic glass,,,,,,massive clayey silt. Sparse ash blebs and shell fragments. Minor dark mottles.,,,,372,U1517,C,16,H,6,A,,,,
372-U1517C-16H-7-A,0,126,86.99,88.25,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,mottling [BJ80],volcanic glass,,,,,,massive clayey silt. Sparse ash blebs. Minor dark mottles towards top of section only.,,,,372,U1517,C,16,H,7,A,,,,
372-U1517C-16H-8-A,0,111,88.45,89.56,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,mottling [BJ80],volcanic glass,,,,,,massive clayey silt. Sparse ash blebs.,,,,372,U1517,C,16,H,8,A,,,,
372-U1517C-16H-9-A,0,54,89.85,90.39,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,bleb,mottling [BJ80],,,,,,,massive clayey silt. vertical ash bleb at 23 cm.,,,,372,U1517,C,16,H,9,A,,,,
372-U1517C-16H-9-A,58,126,90.43,91.11,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,,mottling [BJ80],,,,,,,massive clayey silt. very minor mottling. Convolute beds at base of section suggest core disturbance,,,,372,U1517,C,16,H,9,A,,,,
