Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology prefix,Principal  lithology,Lithology suffix,Lithology name,Grain size max. [mm],Lithification,Lithification rank,Lithology [%],Lithology classification,Comment,File Data,
317-U1352B-9H-2-A,317,U1352,B,9,9-2,H,2,A,0,140,76.2,77.6,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision",Homogeous mud.  Trace (<5%) vf micaceous sand.  Rare Chondrites and rare shell fragments.,,
317-U1352B-9H-3-A,317,U1352,B,9,9-3,H,3,A,0,150,77.7,79.2,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision",Homogeous mud.  Trace (<5%) vf micaceous sand.  Rare Chondrites and rare shell fragments.,,
317-U1352B-9H-4-A,317,U1352,B,9,9-4,H,4,A,0,140,79.2,80.6,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision",Homogeous mud.  Trace (<5%) vf micaceous sand.  Rare Chondrites and rare shell fragments.,,
317-U1352B-9H-5-A,317,U1352,B,9,9-5,H,5,A,0,150,80.7,82.2,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision",Homogeous mud.  Trace (<5%) vf micaceous sand.  Rare Chondrites and rare shell fragments.,,
317-U1352B-9H-6-A,317,U1352,B,9,9-6,H,6,A,0,32,82.2,82.52,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision",Homogeous mud.  Trace (<5%) vf micaceous sand.  Rare Chondrites and rare shell fragments.,,
317-U1352B-9H-6-A,317,U1352,B,9,9-6,H,6,A,32,58,82.52,82.78,,Muddy Sand [S54-Leg183],,Muddy Sand,,firm,,,"Shepard, 1954 - Leg 183 revision","Shelly muddy sand to sandy mud. Fine grading upward to vf  well sorted sand.  Contains broken shells of bivalves.  Sharp lower contact, gradational upper contact.  No burrows extending below lower contact.",,
317-U1352B-9H-6-A,317,U1352,B,9,9-6,H,6,A,58,100,82.78,83.2,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud with trace of vf sand and rare shell fragments.,,
317-U1352B-9H-7-A,317,U1352,B,9,9-7,H,7,A,0,67,83.2,83.87,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud with trace of vf sand and rare shell fragments.,,
317-U1352B-9H-7-A,317,U1352,B,9,9-7,H,7,A,67,68,83.87,83.88,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision",Sandy mud with common shell fragments.  F-VF slightly micaceous well sorted sand.,,
317-U1352B-9H-CC-A,317,U1352,B,9,9-CC,H,CC,A,0,4,83.87,83.91,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision",Sandy mud with common shell fragments.  F-VF slightly micaceous well sorted sand.,,
317-U1352B-9H-CC-A,317,U1352,B,9,9-CC,H,CC,A,4,29,83.91,84.16,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Homogeneous mud with trace of vf sand
",,
317-U1352B-10H-1-A,317,U1352,B,10,10-1,H,1,A,0,15,84.2,84.35,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous,,
317-U1352B-10H-1-A,317,U1352,B,10,10-1,H,1,A,15,20,84.35,84.4,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1352B-10H-1-A,317,U1352,B,10,10-1,H,1,A,20,26,84.4,84.46,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous,,
317-U1352B-10H-2-A,317,U1352,B,10,10-2,H,2,A,0,138,84.46,85.84,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous,,
317-U1352B-10H-3-A,317,U1352,B,10,10-3,H,3,A,0,54,85.96,86.5,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous,,
317-U1352B-10H-3-A,317,U1352,B,10,10-3,H,3,A,54,70,86.5,86.66,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1352B-10H-3-A,317,U1352,B,10,10-3,H,3,A,70,130,86.66,87.26,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-10H-4-A,317,U1352,B,10,10-4,H,4,A,0,137,87.46,88.83,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous,,
317-U1352B-10H-5-A,317,U1352,B,10,10-5,H,5,A,0,113,88.96,90.09,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous,,
317-U1352B-10H-5-A,317,U1352,B,10,10-5,H,5,A,113,119,90.09,90.15,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",sharp basal contact and finning upwad. light mottling throughout the section.,,
317-U1352B-10H-5-A,317,U1352,B,10,10-5,H,5,A,119,144,90.15,90.4,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous,,
317-U1352B-10H-6-A,317,U1352,B,10,10-6,H,6,A,0,16,90.46,90.62,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous,,
317-U1352B-10H-6-A,317,U1352,B,10,10-6,H,6,A,16,42,90.62,90.88,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",sharp basal contact gradational top contact.,,
317-U1352B-10H-6-A,317,U1352,B,10,10-6,H,6,A,42,142,90.88,91.88,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous,,
317-U1352B-10H-6-A,317,U1352,B,10,10-6,H,6,A,142,150,91.88,91.96,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1352B-10H-7-A,317,U1352,B,10,10-7,H,7,A,0,100,91.96,92.96,,Interbedded sand and mud  [Exp.317],,Interbedded sand and mud ,,,,,Expedition 317,alternation of muddy v. f. sand and mud. sand has sharp basal contact and gradational top contact. slight mottling. ,,
317-U1352B-10H-8-A,317,U1352,B,10,10-8,H,8,A,0,65,92.96,93.61,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","homogeneous with discrete muddy sand beds, which has sharp basal contact and gradual top contact. ",,
317-U1352B-10H-CC-A,317,U1352,B,10,10-CC,H,CC,A,0,50,93.61,94.11,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous,,
317-U1352B-11H-1-A,317,U1352,B,11,11-1,H,1,A,0,150,93.7,95.2,,Interbedded sand and mud  [Exp.317],,Interbedded sand and mud ,,,,,Expedition 317,,,
317-U1352B-11H-2-A,317,U1352,B,11,11-2,H,2,A,0,140,95.2,96.6,,Interbedded sand and mud  [Exp.317],,Interbedded sand and mud ,,,,,Expedition 317,,,
317-U1352B-11H-3-A,317,U1352,B,11,11-3,H,3,A,0,148,96.7,98.18,,Interbedded sand and mud  [Exp.317],,Interbedded sand and mud ,,,,,Expedition 317,,,
317-U1352B-11H-3-A,317,U1352,B,11,11-3,H,3,A,0,149,96.7,98.19,,Interbedded sand and mud  [Exp.317],,Interbedded sand and mud ,,,,,Expedition 317,,,
317-U1352B-11H-4-A,317,U1352,B,11,11-4,H,4,A,0,30,98.18,98.48,,Interbedded sand and mud  [Exp.317],,Interbedded sand and mud ,,,,,Expedition 317,,,
317-U1352B-11H-4-A,317,U1352,B,11,11-4,H,4,A,30,150,98.48,99.68,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-11H-5-A,317,U1352,B,11,11-5,H,5,A,0,150,99.68,101.18,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-11H-6-A,317,U1352,B,11,11-6,H,6,A,0,100,101.18,102.18,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-11H-7-A,317,U1352,B,11,11-7,H,7,A,0,90,102.18,103.08,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-11H-7-A,317,U1352,B,11,11-7,H,7,A,0,96,102.18,103.14,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-11H-CC-A,317,U1352,B,11,11-CC,H,CC,A,0,60,103.14,103.74,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-12H-1-A,317,U1352,B,12,12-1,H,1,A,0,150,103.2,104.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-12H-2-A,317,U1352,B,12,12-2,H,2,A,0,136,104.7,106.06,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-12H-3-A,317,U1352,B,12,12-3,H,3,A,0,150,106.16,107.66,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-12H-4-A,317,U1352,B,12,12-4,H,4,A,0,150,107.66,109.16,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-12H-5-A,317,U1352,B,12,12-5,H,5,A,0,150,109.16,110.66,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-12H-6-A,317,U1352,B,12,12-6,H,6,A,0,150,110.66,112.16,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-12H-7-A,317,U1352,B,12,12-7,H,7,A,0,66,112.16,112.82,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-12H-CC-A,317,U1352,B,12,12-CC,H,CC,A,0,16,112.82,112.98,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-13H-1-A,317,U1352,B,13,13-1,H,1,A,0,148,112.7,114.18,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-13H-1-A,317,U1352,B,13,13-1,H,1,A,0,149,112.7,114.19,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-13H-2-A,317,U1352,B,13,13-2,H,2,A,0,50,114.18,114.68,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-13H-2-A,317,U1352,B,13,13-2,H,2,A,52,111,114.7,115.29,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-13H-2-A,317,U1352,B,13,13-2,H,2,A,111,111,115.29,115.29,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922",,,
317-U1352B-13H-2-A,317,U1352,B,13,13-2,H,2,A,111,140,115.29,115.58,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-13H-3-A,317,U1352,B,13,13-3,H,3,A,0,150,115.68,117.18,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-13H-4-A,317,U1352,B,13,13-4,H,4,A,0,128,117.18,118.46,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-13H-4-A,317,U1352,B,13,13-4,H,4,A,128,150,118.46,118.68,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1352B-13H-5-A,317,U1352,B,13,13-5,H,5,A,0,2,118.68,118.7,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1352B-13H-5-A,317,U1352,B,13,13-5,H,5,A,2,150,118.7,120.18,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-13H-6-A,317,U1352,B,13,13-6,H,6,A,0,91,120.18,121.09,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-14H-1-A,317,U1352,B,14,14-1,H,1,A,0,150,122.2,123.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud,,
317-U1352B-14H-2-A,317,U1352,B,14,14-2,H,2,A,0,140,123.7,125.1,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud,,
317-U1352B-14H-3-A,317,U1352,B,14,14-3,H,3,A,0,150,125.2,126.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud,,
317-U1352B-14H-4-A,317,U1352,B,14,14-4,H,4,A,0,150,126.7,128.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud,,
317-U1352B-14H-5-A,317,U1352,B,14,14-5,H,5,A,0,150,128.2,129.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud,,
317-U1352B-14H-6-A,317,U1352,B,14,14-6,H,6,A,0,56,129.7,130.26,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud,,
317-U1352B-14H-CC-A,317,U1352,B,14,14-CC,H,CC,A,0,65,130.26,130.91,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud,,
317-U1352B-15H-1-A,317,U1352,B,15,15-1,H,1,A,0,150,131.7,133.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-15H-2-A,317,U1352,B,15,15-2,H,2,A,0,140,133.2,134.6,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-15H-3-A,317,U1352,B,15,15-3,H,3,A,0,150,134.63,136.13,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-15H-4-A,317,U1352,B,15,15-4,H,4,A,0,100,136.13,137.13,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-15H-5-A,317,U1352,B,15,15-5,H,5,A,0,140,137.5,138.9,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-15H-6-A,317,U1352,B,15,15-6,H,6,A,0,150,139,140.5,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-15H-7-A,317,U1352,B,15,15-7,H,7,A,0,65,140.5,141.15,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-15H-CC-A,317,U1352,B,15,15-CC,H,CC,A,0,55,141.14,141.69,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-16H-1-A,317,U1352,B,16,16-1,H,1,A,0,150,141.2,142.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-16H-2-A,317,U1352,B,16,16-2,H,2,A,0,135,142.7,144.05,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-16H-3-A,317,U1352,B,16,16-3,H,3,A,0,84,144.17,145.01,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-16H-3-A,317,U1352,B,16,16-3,H,3,A,84,126,145.01,145.43,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1352B-16H-3-A,317,U1352,B,16,16-3,H,3,A,126,150,145.43,145.67,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-16H-4-A,317,U1352,B,16,16-4,H,4,A,0,97,145.67,146.64,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-16H-4-A,317,U1352,B,16,16-4,H,4,A,97,150,146.64,147.17,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1352B-16H-5-A,317,U1352,B,16,16-5,H,5,A,0,12,147.17,147.29,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1352B-16H-5-A,317,U1352,B,16,16-5,H,5,A,0,150,147.17,148.67,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-16H-6-A,317,U1352,B,16,16-6,H,6,A,0,138,148.67,150.05,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-16H-7-A,317,U1352,B,16,16-7,H,7,A,0,25,150.04,150.29,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-16H-7-A,317,U1352,B,16,16-7,H,7,A,25,57,150.29,150.61,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1352B-16H-7-A,317,U1352,B,16,16-7,H,7,A,57,70,150.61,150.74,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-16H-CC-A,317,U1352,B,16,16-CC,H,CC,A,0,5,150.74,150.79,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-17H-1-A,317,U1352,B,17,17-1,H,1,A,0,90,150.7,151.6,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision",Mottled muddy sand fining upward through sandy mud to mud.  Sand component is vf-f well sorted slightly micaceous.  Textural transitions are gradual throughout sections 1-4,,
317-U1352B-17H-1-A,317,U1352,B,17,17-1,H,1,A,90,130,151.6,152,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision",Mottled muddy sand fining upward through sandy mud to mud.  Sand component is vf-f well sorted slightly micaceous and calcareous.,,
317-U1352B-17H-1-A,317,U1352,B,17,17-1,H,1,A,130,150,152,152.2,,Muddy Sand [S54-Leg183],,Muddy Sand,,firm,,,"Shepard, 1954 - Leg 183 revision",Mottled muddy sand fining upward through sandy mud to mud.  Sand component is vf-f moderately sorted slightly micaceous and calcareous.,,
317-U1352B-17H-2-A,317,U1352,B,17,17-2,H,2,A,0,4,152.2,152.24,,Muddy Sand [S54-Leg183],,Muddy Sand,,firm,,,"Shepard, 1954 - Leg 183 revision",Mottled muddy sand fining upward through sandy mud to mud.  Sand component is vf-f moderately sorted slightly micaceous and calcareous.,,
317-U1352B-17H-2-A,317,U1352,B,17,17-2,H,2,A,4,60,152.24,152.8,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision",Mottled muddy sand coarsening upward from mud through sandy mud to muddy sand.  Sand component is vf-f well sorted slightly micaceous and calcareous in sandy mud and muddy sand.,,
317-U1352B-17H-2-A,317,U1352,B,17,17-2,H,2,A,60,96,152.8,153.16,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision",Mottled muddy sand coarsening upward from mud through sandy mud to muddy sand.  Sand component is vf-f well sorted slightly micaceous and calcareous in sandy mud and muddy sand.,,
317-U1352B-17H-2-A,317,U1352,B,17,17-2,H,2,A,96,140,153.16,153.6,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision",Mottled muddy sand coarsening upward from mud through sandy mud to muddy sand.  Sand component is vf-f well sorted slightly micaceous and calcareous in sandy mud and muddy sand.,,
317-U1352B-17H-2-A,317,U1352,B,17,17-2,H,2,A,140,150,153.6,153.7,,Muddy Sand [S54-Leg183],,Muddy Sand,,firm,,,"Shepard, 1954 - Leg 183 revision",Mottled muddy sand coarsening upward from mud through sandy mud to muddy sand.  Sand component is vf-f moderately sorted slightly micaceous and calcareous in sandy mud and muddy sand.,,
317-U1352B-17H-3-A,317,U1352,B,17,17-3,H,3,A,0,35,153.7,154.05,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision",Mottled muddy sand fining upward through sandy mud to mud.  Sand component is vf-f well sorted slightly micaceous and calcareous.,,
317-U1352B-17H-3-A,317,U1352,B,17,17-3,H,3,A,35,80,154.05,154.5,,Muddy Sand [S54-Leg183],,Muddy Sand,,firm,,,"Shepard, 1954 - Leg 183 revision",Mottled muddy sand fining upward through sandy mud to mud.  Sand component is vf-f moderately sorted slightly micaceous and calcareous.,,
317-U1352B-17H-4-A,317,U1352,B,17,17-4,H,4,A,0,9,154.49,154.58,,Muddy Sand [S54-Leg183],,Muddy Sand,,firm,,,"Shepard, 1954 - Leg 183 revision",Mottled muddy sand fining upward through sandy mud to mud.  Sand component is vf-f moderately sorted slightly micaceous and calcareous.,,
317-U1352B-17H-4-A,317,U1352,B,17,17-4,H,4,A,9,150,154.58,155.99,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision",Clay-rich mud from 4-100 cm; mud from 100-130 cm; shelly mud from 130 cm  to CC,,
317-U1352B-17H-CC-A,317,U1352,B,17,17-CC,H,CC,A,0,9,155.99,156.08,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision",Clay-rich mud from 4-100 cm; mud from 100-130 cm; shelly mud from 130 cm  to CC,,
317-U1352B-18H-1-A,317,U1352,B,18,18-1,H,1,A,0,31,156.2,156.51,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",Calcareous muddy f. sand. rich in shell fragments (common bivalves)  and forams.  ,,
317-U1352B-18H-1-A,317,U1352,B,18,18-1,H,1,A,31,90,156.51,157.1,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud.  highly burrowed filled with muddy shell v.f. to f. sand.  ,,
317-U1352B-18H-1-A,317,U1352,B,18,18-1,H,1,A,90,150,157.1,157.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud.,,
317-U1352B-18H-2-A,317,U1352,B,18,18-2,H,2,A,0,31,157.7,158.01,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",muddy v.f. sand with rare scattered broken shells.  Mottled in color and shows overall color change from the base to top gradationally.,,
317-U1352B-18H-2-A,317,U1352,B,18,18-2,H,2,A,31,57,158.01,158.27,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision","moderately well-sorted, muddy f. sand, grades up into mud.  ",,
317-U1352B-18H-2-A,317,U1352,B,18,18-2,H,2,A,57,83,158.27,158.53,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",mud with a few % of v.f. sand.,,
317-U1352B-18H-2-A,317,U1352,B,18,18-2,H,2,A,83,97,158.53,158.67,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision","moderately well-sorted, muddy f. sand, grades up into mud",,
317-U1352B-18H-2-A,317,U1352,B,18,18-2,H,2,A,97,107,158.67,158.77,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",mud with a few % of v.f. sand.,,
317-U1352B-18H-2-A,317,U1352,B,18,18-2,H,2,A,107,128,158.77,158.98,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision","moderately well-sorted, muddy f. sand, grades up into mud",,
317-U1352B-18H-2-A,317,U1352,B,18,18-2,H,2,A,128,137,158.98,159.07,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",mud and muddy sand with shell fragments and forams.  Mixed by burowing ,,
317-U1352B-18H-3-A,317,U1352,B,18,18-3,H,3,A,0,7,159.2,159.27,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",mud with a few percent of v.f. sand. ,,
317-U1352B-18H-3-A,317,U1352,B,18,18-3,H,3,A,7,15,159.27,159.35,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision","calcareous, muddy , moderadely well-sorted v.f. to f. sand with sharp base.  With abundant shell fragments of bivalves. ",,
317-U1352B-18H-3-A,317,U1352,B,18,18-3,H,3,A,15,107,159.35,160.27,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",calcareous mud with a few percent of v.f. sand.  scatterd with shell fragments (common).  ,,
317-U1352B-18H-4-A,317,U1352,B,18,18-4,H,4,A,0,33,160.27,160.6,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Calcareous mud with a few percent of v.f. sand. Scattered shells less than above.,,
317-U1352B-18H-5-A,317,U1352,B,18,18-5,H,5,A,0,40,160.6,161,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",mud with a few percent of v.f. sand.  mottled in color with rare scattered shell fragments.  ,,
317-U1352B-18H-5-A,317,U1352,B,18,18-5,H,5,A,40,150,161,162.1,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",mud with a few percent of v.f. sand.  lacking of bioturbation and mottling. ,,
317-U1352B-18H-6-A,317,U1352,B,18,18-6,H,6,A,0,111,162.1,163.21,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",mud with a few percent of v.f. sand.  lacking of bioturbation and mottling. ,,
317-U1352B-18H-7-A,317,U1352,B,18,18-7,H,7,A,0,52,163.2,163.72,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Mottled mud wuth a few percent of v.f. sand.  no shells.  ,,
317-U1352B-18H-7-A,317,U1352,B,18,18-7,H,7,A,52,55,163.72,163.75,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922","muddy, moderately well-sorted vf. - f. sand (mostly sand ) with forams.",,
317-U1352B-19H-1-A,317,U1352,B,19,19-1,H,1,A,0,150,165.7,167.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","Largely homogeneous mud. Trace (<1% of vf sand).  Core is very faintly mottled except for clay intervals. Exceptions are:  

Sect. 1, 122-125 cm, muddy sand-vf-f well sorted sand, abundant shell fragments, sharp to slightly bioturbated lower contact, diffuse upper contact. 

Sect. 1, 140-143 cm; Sect. 2, 4-5 cm: mudstone nodules

Sect. 3, 37-38, 140-144, 147-150 cm. Sect. 4, 40-41, 48-49, 61-66, 80-85 cm.  Clay beds with sharp to diffuse contacts.",,
