Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Grading,Sorting,Primary sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],2nd sedimentary structure,3rd sedimentary structure,Minor components,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,General interval comment,Ship File Links,Shore File Links,File Data
375-U1520C-12R-3-A,0,152,740.18,741.7,,,marl,,marl,marl,marl,10GY 6/1 (greenish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,Marl layers range from light gray to greenish gray. Tuff layer at 112 cm. Bioturbation obscures sedimentary features.,,,
375-U1520C-12R-4-A,0,129,741.7,742.99,,,marl,,marl,marl,marl,10GY 6/1 (greenish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,Marl layers range from light greenish gray to greenish gray. Tuff layers at 30 and 64 cm. Bioturbation obscures sedimentary features.,,,
375-U1520C-12R-5-A,0,45,743.2,743.65,,,marl,,marl,marl,marl,10GY 6/1 (greenish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,Marl layers range from light greenish gray to greenish gray. Bioturbation obscures sedimentary features.,,,
375-U1520C-12R-5-A,45,77,743.65,743.97,,,debris flow,,debris flow,debris flow,debris flow,10GY 6/1 (greenish gray),,,,,,lithified,,poor,,moderate,2,,,,marl,volcanic,sub-rounded,,,"Debris flow deposit is matrix-supported, including <2 cm rounded to subrounded marl/chalk (light greenish gray, partly recrystallized) clasts and <1 cm angular altered basalt clasts (mm-scale at top).",,,
375-U1520C-12R-5-A,77,109,743.97,744.29,,,marl,,marl,marl,marl,10GY 6/1 (greenish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,Marl layers range from light greenish gray to greenish gray. Bioturbation obscures sedimentary features.,,,
375-U1520C-12R-5-A,109,151,744.29,744.71,,,debris flow,,debris flow,debris flow,debris flow,5GY 6/1 (greenish gray),,,,,,lithified,,poor,,moderate,2,,,,volcanic,marl,sub-rounded,,,"Debris flow deposit is matrix-supported, including <1 cm rounded to subrounded marl/chalk (light greenish gray, partly recrystallized) clasts and <1 cm angular altered basalt clasts (mm-scale at top). Flow banding structures are visible.",,,
375-U1520C-12R-6-A,0,96,744.71,745.67,,,debris flow,,debris flow,debris flow,debris flow,10GY 6/1 (greenish gray),,,,,,lithified,,poor,,,,,,,marl,volcanic,sub-rounded,,,"Debris flow deposit is matrix-supported, including <7 cm rounded to sub-rounded marl/chalk (light greenish gray to greenish gray, partly recrystallized) clasts and <2 cm altered basalt clasts. Flow banding structure are dominant.",,,
375-U1520C-12R-6-A,96,150,745.67,746.21,,,marl,,marl,marl,marl,10GY 6/1 (greenish gray),,,,,,lithified,,well,,slight,1,planar lamination,,,,,,,,Marl layers range from light greenish gray to greenish gray. Bioturbation obscures sedimentary features.,,,
375-U1520C-12R-7-A,0,61,746.21,746.82,,,marl,,marl,marl,marl,10GY 6/1 (greenish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,Marl layers range from light greenish gray to greenish gray. Bioturbation obscures sedimentary features. Very thin (<1cm) black layer including opaque minerals and nannofossils (relatively well preserved) at 23 cm.,,,
375-U1520C-13R-1-A,0,150,747.1,748.6,,,marl,,marl,marl,marl,10GY 6/1 (greenish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,Marl layers range from light greenish gray to greenish gray. Bioturbation obscures sedimentary features.,,,
375-U1520C-13R-2-A,0,150,748.6,750.1,,,marl,,marl,marl,marl,10GY 6/1 (greenish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,Marl layers range from light greenish gray to greenish gray. Bioturbation obscures sedimentary features.,,,
375-U1520C-13R-3-A,0,19,750.1,750.29,,,marl,,marl,marl,marl,10GY 6/1 (greenish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,Marl layers range from light greenish gray to greenish gray. Bioturbation obscures sedimentary features.,,,
375-U1520C-13R-3-A,19,31,750.29,750.41,,,debris flow,,debris flow,debris flow,debris flow,10GY 6/1 (greenish gray),,,,,,lithified,,poor,,moderate,2,,,,marl,volcanic,sub-rounded,,,"Debris flow deposit is matrix-supported, including <3 cm rounded to sub-rounded, or lenticular marl/chalk (light greenish gray to greenish gray) clasts and <1 cm altered basalt clasts.",,,
375-U1520C-13R-3-A,31,68,750.41,750.78,,,marl,,marl,marl,marl,10GY 6/1 (greenish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,Marl layers range from light greenish gray to greenish gray. Bioturbation obscures sedimentary features.,,,
375-U1520C-13R-3-A,68,79,750.78,750.89,,,ash/tuff,,ash/tuff,ash/tuff,ash/tuff,N 4 (dark gray),,,,,,lithified,,well,planar lamination,moderate,2,,,,,,,,,Dark gray tuff with layer-parallel planar lamination and dispersed marl clasts due to bioturbation.,,,
375-U1520C-13R-3-A,79,101.5,750.89,751.115,,,marl,,marl,marl,marl,10GY 6/1 (greenish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,Marl layers range from light greenish gray to greenish gray. Bioturbation obscures sedimentary features.,,,
375-U1520C-13R-3-A,124,151,751.34,751.61,,,marl,,marl,marl,marl,10GY 6/1 (greenish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,Marl layers range from light greenish gray to greenish gray. Bioturbation obscures sedimentary features.,,,
375-U1520C-13R-4-A,0,127,751.61,752.88,,,marl,,marl,marl,marl,10GY 6/1 (greenish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,Marl layers range from light greenish gray to greenish gray. Bioturbation obscures sedimentary features.,,,
375-U1520C-13R-5-A,0,150,753.11,754.61,,,marl,,marl,marl,marl,10GY 6/1 (greenish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,Marl layers range from light greenish gray to greenish gray. Bioturbation obscures sedimentary features.,,,
375-U1520C-13R-6-A,0,150,754.61,756.11,,,marl,,marl,marl,marl,10GY 6/1 (greenish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,Marl layers range from light greenish gray to greenish gray. Bioturbation obscures sedimentary features.,,,
375-U1520C-13R-7-A,0,51,756.11,756.62,,,marl,,marl,marl,marl,10GY 6/1 (greenish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,Marl layers range from light greenish gray to greenish gray. Bioturbation obscures sedimentary features.,,,
375-U1520C-14R-1-A,0,135,756.7,758.05,,,marl,,marl,marl,marl,10GY 6/1 (greenish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,Marl layers range from light greenish gray to greenish gray. Bioturbation obscures sedimentary features.,,,
375-U1520C-14R-2-A,0,150,758.2,759.7,,,marl,,marl,marl,marl,10GY 6/1 (greenish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,Marl layers range from light greenish gray to greenish gray. One layer of whitish gray foraminiferal silt at 71 cm. Bioturbation obscures sedimentary features.,,,
375-U1520C-14R-3-A,0,150,759.7,761.2,,,marl,,marl,marl,marl,10GY 6/1 (greenish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,"Marl layers range from light greenish gray to greenish gray. Whitish gray layer of foraminiferal silt at 53-56 and 145 cm. Both of these are biscuited, with the layer at 145 cm almost completely washed away except for a couple of clasts. Bioturbation obscures sedimentary features.",,,
375-U1520C-14R-4-A,0,67,761.2,761.87,,,marl,,marl,marl,marl,10GY 6/1 (greenish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,Marl layers range from light greenish gray to greenish gray. Contorted layer of matrix (chalk) supported flow with marl and foraminiferal silt clasts from 50-57 cm. Bioturbation and drilling disturbance obscures sedimentary features.,,,
375-U1520C-14R-4-A,91,122,762.11,762.42,,,marl,,marl,marl,marl,10GY 6/1 (greenish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,Marl layers range from light greenish gray to greenish gray. Bioturbation and drilling disturbance obscures sedimentary features.,,,
375-U1520C-14R-5-A,0,77,762.42,763.19,,,marl,,marl,marl,marl,10GY 6/1 (greenish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,Marl layers range from light greenish gray to greenish gray. Bioturbation and drilling disturbance obscures sedimentary features.,,,
375-U1520C-14R-5-A,77,99,763.19,763.41,,,debris flow,,debris flow,debris flow,debris flow,5GY 8/1 (light greenish gray),,,,,,lithified,,poor,,moderate,2,,,,,,,,,"Debris flow with a few, mm-scale altered basalt clasts, and some fragmented whitish-gray forameniferal silt. Clasts occurrence is dominated by one large (14 cm long) and a few smaller chalk clasts.",,,
375-U1520C-14R-5-A,99,131,763.41,763.73,,,marl,,marl,marl,marl,10GY 6/1 (greenish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,Marl layers range from light greenish gray to greenish gray. Bioturbation and drilling disturbance obscures sedimentary features.,,,
375-U1520C-14R-5-A,131,146,763.73,763.88,,,debris flow,,debris flow,debris flow,debris flow,5GY 8/1 (light greenish gray),,,,,,lithified,,poor,,moderate,2,,,,,,,,,"Debris flow with a few, mm-scale altered basalt clasts, and some cm-scale chalk clasts.",,,
375-U1520C-14R-5-A,146,151,763.88,763.93,,,marl,,marl,marl,marl,10GY 6/1 (greenish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,Marl layers range from light greenish gray to greenish gray. Bioturbation and drilling disturbance obscures sedimentary features.,,,
375-U1520C-14R-6-A,0,86,763.93,764.79,,,debris flow,,debris flow,debris flow,debris flow,5GY 7/1 (light greenish gray),,,,,,lithified,,poor,,slight,1,,,,,,,,,"Debris flow with a few, mm-scale altered basalt clasts, and chalk clasts ranging from ~1-10 cm. Darker green layer on top exhibits flow banding.",,,
375-U1520C-14R-6-A,86,115,764.79,765.08,,,chalk,,chalk,chalk,chalk,5GY 8/1 (light greenish gray),,,,,,lithified,,well,,moderate,2,planar lamination,,,,,,,,Light greenish gray chalk with subhorizontal lamination and an altered basalt clast at 112-114 cm.,,,
375-U1520C-14R-7-A,0,87,765.28,766.15,,,chalk,,chalk,chalk,chalk,5GY 8/1 (light greenish gray),,,,,,lithified,,well,,moderate,2,planar lamination,,,,,,,,Light greenish gray chalk with subhorizontal lamination.,,,
375-U1520C-15R-1-A,0,117,766.3,767.47,,,debris flow,,debris flow,debris flow,debris flow,5GY 6/1 (greenish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,"Debris flow with rounded clasts of chalk ranging in size from ~1-10 cm, and cm- to mm-scale sub-angular clasts of altered basalt, dispersed in a calcareous mudstone matrix exhibiting flow banding. Flow banding is especially concentrated in the top 30 cm of the section.",,,
375-U1520C-15R-2-A,0,115,767.47,768.62,,,debris flow,,debris flow,debris flow,debris flow,5GY 6/1 (greenish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,"Debris flow with rounded clasts of chalk ranging in size from ~1-10 cm, and cm- to mm-scale sub-angular clasts of altered basalt, dispersed in a calcareous mudstone matrix exhibiting flow banding from top to 108 cm. Marl layers range from light greenish gray to greenish gray with moderate bioturbation from 108 cm to the bottom.",,,
375-U1520C-15R-2-A,135,151,768.82,768.98,,,marl,,marl,marl,marl,5GY 5/1 (greenish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,Marl layers range from light greenish gray to greenish gray with moderate bioturbations.,,,
375-U1520C-15R-3-A,0,136,768.98,770.34,,,marl,,marl,marl,marl,5GY 6/1 (greenish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,Marl layers range from light greenish gray to greenish gray. Bioturbation and drilling disturbance obscures sedimentary features. A foraminiferous siltstone layer at 28-33 cm.,,,
375-U1520C-15R-4-A,0,151,770.48,771.99,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,Marl layers range from light greenish gray to greenish gray. Bioturbation and drilling disturbance obscures sedimentary features.,,,
375-U1520C-15R-5-A,0,127,771.99,773.26,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,Marl layers range from light greenish gray to greenish gray. Bioturbation and drilling disturbance obscures sedimentary features.,,,
375-U1520C-15R-6-A,0,56,773.5,774.06,,,chalk,,chalk,chalk,chalk,2.5Y 8/1 (white),,,,,,lithified,,well,,moderate,2,,,,,,,,,White chalk with subhorizontal lamination. A foraminiferous silt layer at 46-56 cm.,,,
375-U1520C-15R-6-A,56,69,774.06,774.19,,,debris flow,,debris flow,debris flow,debris flow,2.5Y 8/1 (white),,,,,,lithified,,poor,,slight,1,,,,,,,,,"Debris flow with rounded clasts of chalk ranging in size from ~1-10 cm, and cm- to mm-scale sub-angular clasts of altered basalt, dispersed in a calcareous mudstone matrix exhibiting flow banding.",,,
375-U1520C-15R-6-A,69,72,774.19,774.22,,,chalk,,chalk,chalk,chalk,2.5Y 8/1 (white),,,,,,lithified,,well,,moderate,2,,,,,,,,,White chalk with subhorizontal lamination. A foraminiferous silt layer at 46-56 cm.,,,
375-U1520C-15R-7-A,0,95,774.22,775.17,,,chalk,,chalk,chalk,chalk,2.5Y 8/1 (white),,,,,,lithified,,well,,moderate,2,,,,,,,,,White chalk with subhorizontal lamination.,,,
375-U1520C-15R-7-A,99,115,775.21,775.37,,,chalk,,chalk,chalk,chalk,2.5Y 8/1 (white),,,,,,lithified,,well,,moderate,2,,,,,,,,,White chalk with subhorizontal lamination and an altered basalt clast at 112-114 cm.,,,
375-U1520C-16R-1-A,0,18,775.9,776.08,,,debris flow,,debris flow,debris flow,debris flow,10YR 6/2 (light brownish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,"Debris flow with rounded clasts of volcaniclastics ranging in size from ~1-5 cm, and cm- to mm-scale sub-angular clasts of altered basalt, dispersed in a chalk matrix exhibiting flow banding.",,,
375-U1520C-16R-1-A,18,28,776.08,776.18,,,chalk,,chalk,chalk,chalk,10YR 8/1 (white),,,,,,lithified,,well,,moderate,2,,,,,,,,,White chalk with subhorizontal lamination. Chalk shows dispersed mm-scale volcaniclastic clasts at 95-98 cm without sharp boundaries with the background chalk.,,,
375-U1520C-16R-1-A,52.5,138,776.425,777.28,,,chalk,,chalk,chalk,chalk,10YR 8/1 (white),,,,,,lithified,,well,,moderate,2,,,,,,,,,White chalk with subhorizontal lamination.,,,
375-U1520C-16R-2-A,0,142,777.28,778.7,,,chalk,,chalk,chalk,chalk,10YR 8/1 (white),,,,,,lithified,,well,,moderate,2,,,,,,,,,White chalk with subhorizontal lamination. Chalk shows dispersed mm-scale volcaniclastic clasts at 78-114 cm with a sharp boundary at bottom and without a sharp boundary at top with the background chalk.,,,
375-U1520C-16R-3-A,0,109,778.81,779.9,,,chalk,,chalk,chalk,chalk,10YR 8/1 (white),,,,,,lithified,,well,,moderate,2,,,,,,,,,White chalk with subhorizontal lamination. Chalk shows dispersed mm- to cm-scale volcaniclastic clasts at 94-109 cm with a sharp boundary at the top with the background chalk.,,,
375-U1520C-16R-4-A,0,122,779.9,781.12,,,chalk,,chalk,chalk,chalk,10YR 8/1 (white),,,,,,lithified,,well,,moderate,2,,,,,,,,,"White chalk with subhorizontal lamination. Chalk shows dispersed mm-scale volcaniclastic clasts at 0-8, 58-77, 99-104 cm without sharp boundaries with the background chalk.",,,
375-U1520C-16R-4-A,122,144,781.12,781.34,,,debris flow,,debris flow,debris flow,debris flow,10YR 6/2 (light brownish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,"Debris flow with rounded clasts of volcaniclasitcs ranging in size from ~1-15 cm, and mm- to a few cm-scale sub-angular clasts of altered basalt., dispersed in chalk matrix exhibiting flow banding.",,,
375-U1520C-16R-5-A,0,136,781.4,782.76,,,debris flow,,debris flow,debris flow,debris flow,10YR 6/2 (light brownish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,"Debris flow with rounded clasts of volcaniclasitcs ranging in size from ~1-15 cm, and mm- to a few cm-scale sub-angular clasts of altered basalt., dispersed in chalk matrix exhibiting flow banding.",,,
375-U1520C-16R-6-A,0,77,782.92,783.69,,,debris flow,,debris flow,debris flow,debris flow,10YR 6/2 (light brownish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,"Debris flow with rounded clasts of volcaniclastics ranging in size from ~1-15 cm, and mm-scale to a few cm big sub-angular clasts of altered basalt, dispersed in chalk matrix exhibiting flow banding.",,,
375-U1520C-16R-CC-A,0,22,783.69,783.91,,,debris flow,,debris flow,debris flow,debris flow,10YR 6/2 (light brownish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,"Debris flow with rounded clasts of volcaniclastics ranging in size from ~1-15 cm, and mm-scale to a few cm big sub-angular clasts of altered basalt, dispersed in chalk matrix exhibiting flow banding.",,,
375-U1520C-17R-1-A,0,104,785.4,786.44,,,debris flow,,debris flow,debris flow,debris flow,10YR 6/2 (light brownish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,"Debris flow with sub-rounded clasts of volcaniclastics, and altered basalts ranging in size from mm to 5 cm, dispersed in chalk matrix with color changing from light brownish gray to graysh brown. and exhibiting locally flow banding.",,,
375-U1520C-17R-CC-A,0,20,786.44,786.64,,,debris flow,,debris flow,debris flow,debris flow,10YR 6/2 (light brownish gray),,,,,,lithified,,well,,moderate,2,,,,,,,,,"Debris flow with sub-rounded clasts of volcaniclastics, and altered basalts ranging in size from mm to 5 cm, dispersed in chalk matrix with color changing from light brownish gray to graysh brown. and exhibiting locally flow banding.",,,
375-U1520C-18R-1-A,0,45,795,795.45,,,debris flow,,debris flow,debris flow,debris flow,10YR 6/3 (pale brown),,,,,,lithified,,well,,moderate,2,,,,,,,,,"Debris flow with rounded clasts of volcaniclasitcs ranging in size from ~1-8 cm, mm-scale sub-angular clasts of possibly altered basalt, cm- to mm-scale white chalk clasts, and cm-scale clasts of brownish to light gray bioturbated chalks, all dispersed in a yellowish brown muddy chalk matrix exhibiting flow banding. Moderate to strong bioturbation obscures most of the primary structures and boundaries.",,,
375-U1520C-18R-1-A,45,129,795.45,796.29,,muddy,chalk,,muddy chalk,muddy chalk,chalk,10YR 6/3 (pale brown),,,,,,lithified,,well,,moderate,2,,,,,,,,,"Pale to greyish brown muddy chalk with dispersed mm- to cm-scale, rounded, elliptic clasts yellowish chalk. Bioturbation is moderate to strong and obscures any primary structure. Elongation of clasts and some bioturbation mimic a sub-horizontal layering.",,,
375-U1520C-18R-2-A,0,150,796.49,797.99,,,debris flow,,debris flow,debris flow,debris flow,10YR 6/3 (pale brown),,,,,,lithified,,well,,moderate,2,,,,,,,,,"Debris flow with rounded clasts of volcaniclasitcs ranging in size from ~1-10 cm, mm-scale sub-angular clasts of possibly altered basalt., cm- to mm-scale white chalk clasts, and 1-10 cm big clasts of brownish to light gray bioturbated chalks, all dispersed in a yellowish brown muddy chalk matrix exhibiting flow banding. Moderate to strong bioturbation obscures most of the primary structures and boundaries.",,,
375-U1520C-18R-3-A,0,130,797.99,799.29,,muddy,chalk,,muddy chalk,muddy chalk,chalk,10YR 7/3 (very pale brown),,,,,,lithified,,well,,moderate,2,,,,,,,,,"Pale brown muddy chalk with dispersed mm- to cm-scale, rounded, elliptic clasts of milky to yellowish white chalk. Bioturbation is moderate to strong and obscures any primary structure. Elongation of clasts and some bioturbation mimic a sub-horizontal layering.",,,
375-U1520C-18R-4-A,0,69,799.49,800.18,,muddy,chalk,,muddy chalk,muddy chalk,chalk,10YR 7/3 (very pale brown),,,,,,lithified,,well,,moderate,2,,,,,,,,,"Pale brown muddy chalk with dispersed mm- to cm-scale, rounded, elliptic clasts of milky to yellowish white chalk. Bioturbation is moderate to strong and obscures any primary structure.",,,
375-U1520C-18R-4-A,94,151,800.43,801,,muddy,chalk,,muddy chalk,muddy chalk,chalk,10YR 7/3 (very pale brown),,,,,,lithified,,well,,moderate,2,,,,,,,,,"Pale brown muddy chalk with dispersed mm- to cm-scale, rounded, elliptic clasts of milky to yellowish white chalk. Bioturbation is moderate to strong and obscures any primary structure. Additional drilling disturbance overprints structure.",,,
375-U1520C-18R-5-A,0,122,801,802.22,,muddy,chalk,,muddy chalk,muddy chalk,chalk,10YR 7/3 (very pale brown),,,,,,lithified,,well,,moderate,2,,,,,,,,,"Pale brown muddy chalk with dispersed mm- to cm-scale, rounded, elliptic clasts of milky to yellowish white chalk. From 36 cm to bottom of section chalk appear softer and core has expanded to fill the core liner, whereas the other RCB cores are smaller than the liner, suggesting a slight change in composition. Bioturbation is moderate to strong and obscures any primary structure.",,,
375-U1520C-18R-6-A,0,74,802.22,802.96,,muddy,chalk,,muddy chalk,muddy chalk,chalk,10YR 7/3 (very pale brown),,,,,,lithified,,well,,moderate,2,,,,,,,,,"Pale brown muddy chalk with dispersed mm- to cm-scale, rounded, elliptic clasts of milky to yellowish white chalk. Core has expanded to fill the core liner. Bioturbation is moderate to strong and obscures any primary structure. Highly fractured by drilling.",,,
375-U1520C-18R-CC-A,0,25,802.96,803.21,,muddy,chalk,,muddy chalk,muddy chalk,chalk,10YR 7/3 (very pale brown),,,,,,lithified,,well,,moderate,2,,,,,,,,,"Pale brown muddy chalk with dispersed mm- to cm-scale, rounded, elliptic clasts of milky to yellowish white chalk. Core has expanded to fill core liner. Bioturbation is moderate to strong and obscures any primary structure. Highly fractured by drilling.",,,
375-U1520C-19R-1-A,0,120,804.6,805.8,,muddy,chalk,,muddy chalk,muddy chalk,chalk,10YR 7/3 (very pale brown),,,,,,lithified,,well,,strong,3,planar lamination,,,,,,,,"Pale brown muddy chalk with dispersed mm- to cm-scale, rounded, elliptic clasts of white chalk. Parallel lamination of different shades of chalk from 91-106 cm. Clast of altered basalt at 1-4 cm. Bioturbation is moderate to strong and obscures some primary structure.",,,
375-U1520C-19R-2-A,0,125,806.1,807.35,,muddy,chalk,,muddy chalk,muddy chalk,chalk,10YR 7/3 (very pale brown),,,,,,lithified,,well,,strong,3,planar lamination,,,,,,,,"Pale brown muddy chalk with dispersed mm- to cm-scale, rounded, elliptic clasts of white chalk, likely Ophiomorpha burrows, sometimes overprinted by later bioturbation. Parallel lamination of different shades of chalk from 0-48 cm. Layer of bioturbated white chalk at 119-124 cm. Bioturbation is moderate to strong and obscures some primary structure.",,,
375-U1520C-19R-3-A,0,143,807.61,809.04,,muddy,chalk,,muddy chalk,muddy chalk,chalk,10YR 7/3 (very pale brown),,,,,,lithified,,well,,strong,3,,,,,,,,,"Pale brown muddy chalk with dispersed mm- to cm-scale, rounded, elliptic clasts of white chalk, likely Ophiomorpha burrows, sometimes overprinted by later bioturbation. Bioturbation is moderate to strong and obscures some primary structure.",,,
375-U1520C-19R-CC-A,0,18,809.04,809.22,,muddy,chalk,,muddy chalk,muddy chalk,chalk,10YR 7/3 (very pale brown),,,,,,lithified,,well,,strong,3,,,,,,,,,"Pale brown muddy chalk with dispersed cm-scale, rounded, elliptic clasts of white chalk. Some cm-scale basalt clasts can be found in the biscuits, however, any structure has been destroyed by severe drilling disturbance.",,,
375-U1520C-20R-1-A,0,133,814.3,815.63,,muddy,chalk,,muddy chalk,muddy chalk,chalk,10YR 7/3 (very pale brown),,,,,,lithified,,well,,strong,3,,,,,,,,,"Pale brown muddy chalk with dispersed mm- to cm-scale, rounded, elliptic clasts of white chalk, likely Ophiomorpha burrows, sometimes overprinted by later bioturbation. Bioturbation is moderate to strong and obscures some primary structure.",,,
375-U1520C-20R-2-A,0,24,815.79,816.03,,,debris flow,,debris flow,debris flow,debris flow,,,,,,,lithified,,poor,,,,,,,,,,,,This debris flow consists of a section of out of place mixed sediment conglomerate with grains ranging in color from green to black to orangy-brown. Larger grains are altered volcaniclastics and fossils and the finer cement is composed of nannofossils and clay. The base of the debris flow in this section is obscured by drilling disturbance and could extend up to 43 cm where chalk and altered basalt clasts are observed within the drilling biscuits.,,,
375-U1520C-20R-2-A,24,131,816.03,817.1,,muddy,chalk,,muddy chalk,muddy chalk,chalk,10YR 7/3 (very pale brown),,,,,,lithified,,well,,strong,3,planar lamination,,,,,,,,"Pale brown muddy chalk with dispersed mm- to cm-scale, rounded, elliptic clasts of white chalk, likely Ophiomorpha burrows, sometimes overprinted by later bioturbation. Bioturbation is moderate to strong and obscures some primary structure. The base of the debris flow in this section is obscured by drilling disturbance and could extend up to 43 cm.",,,
375-U1520C-20R-3-A,35,99,817.65,818.29,,muddy,chalk,,muddy chalk,muddy chalk,chalk,10YR 7/3 (very pale brown),,,,,,lithified,,well,,strong,3,,,,,,,,,"Pale brown muddy chalk with dispersed mm- to cm-scale, rounded, elliptic clasts of white chalk, likely Ophiomorpha burrows, sometimes overprinted by later bioturbation. Bioturbation is moderate to strong and obscures some primary structure.",,,
375-U1520C-20R-4-A,0,72,818.29,819.01,,muddy,chalk,,muddy chalk,muddy chalk,chalk,10YR 7/3 (very pale brown),,,,,,lithified,,well,,moderate,2,planar lamination,,,,,,,,"Pale brown muddy chalk with a laminated white chalk layer (49-50 cm), offset by drilling disturbance and cut by bioturbation. A hard (harder than a stainless steel pick) black 3 cm long nodule at 59 cm is offset by drilling disturbance. Bioturbation is moderate to strong and obscures some primary structure.",,,
375-U1520C-20R-CC-A,0,16,819.01,819.17,,muddy,chalk,,muddy chalk,muddy chalk,chalk,,,,,,,lithified,,well,,moderate,2,,,,,,,,,Pale brown muddy chalk . Bioturbation is moderate to strong. This and drilling disturbance obscures some primary structure.,,,
375-U1520C-21R-1-A,0,30,823.9,824.2,,muddy,chalk,,muddy chalk,muddy chalk,chalk,10YR 8/1 (white),,,,,,lithified,,well,,strong,3,,,,,,,,,"Brownish-white muddy chalk with dispersed mm- to cm-scale, rounded, elliptic clasts of white chalk, likely Ophiomorpha burrows, sometimes overprinted by later bioturbation. A debris flow is represented by loose basalt and altered basalt clasts in the top 6 cm of the section. Bioturbation is moderate to strong and obscures some primary structure.",,,
375-U1520C-21R-1-A,56,151,824.46,825.41,,muddy,chalk,,muddy chalk,muddy chalk,chalk,10YR 8/1 (white),,,,,,lithified,,well,,strong,3,,,,,,,,,"Brownish-white muddy chalk with dispersed mm- to cm-scale, rounded, elliptic clasts of white chalk, likely Ophiomorpha burrows, sometimes overprinted by later bioturbation. Bioturbation is moderate to strong and obscures some primary structure.",,,
375-U1520C-21R-2-A,0,151,825.41,826.92,,muddy,chalk,,muddy chalk,muddy chalk,chalk,10YR 8/1 (white),,,,,,lithified,,well,,strong,3,,,,,,,,,"Brownish-white muddy chalk with dispersed mm- to cm-scale, rounded, elliptic clasts of white chalk, likely Ophiomorpha burrows, sometimes overprinted by later bioturbation. Forameniferal silt layers at 73-76, 133-137, and laminae between 141-145 cm are deformed by drilling disturbance and bioturbation. Bioturbation is moderate to strong and obscures some primary structure.",,,
375-U1520C-21R-CC-A,0,12,826.92,827.04,,muddy,chalk,,muddy chalk,muddy chalk,chalk,10YR 8/1 (white),,,,,,lithified,,well,,moderate,2,,,,,,,,,"Brownish-white muddy chalk with dispersed mm- to cm-scale, rounded, elliptic clasts of white chalk, likely Ophiomorpha burrows, sometimes overprinted by later bioturbation. Bioturbation is moderate to strong and obscures some primary structure.",,,
375-U1520C-22R-1-A,0,141,833.5,834.91,,muddy,chalk,,muddy chalk,muddy chalk,chalk,10YR 8/1 (white),,,,,,lithified,,well,,strong,3,mottling,planar lamination,,,,,,,"Brownish-white muddy chalk with dispersed mm- to cm-scale, rounded, elliptic clasts of white chalk, likely Ophiomorpha burrows, sometimes overprinted by later bioturbation. Core exhibits brown mottling throughout. Bioturbation is moderate to strong and obscures some primary structure. Some fine (<mm scale) lamination from 121-141 cm.",,,
