Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,Lithology Prefix,Lithology Principal Name,Texture Rank,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
356-U1460B-13F-1-A,13.0,150.0,50.03,51.4,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,creamy gray,bivalve,,,,,,,,Unlithified creamy gray packstone with greenish glauonite-rich patches towards the bottom; large fragment of pectinid bivalve,,,,356,U1460,B,13,F,1,A,,,
356-U1460B-13F-2-A,0.0,150.0,51.4,52.9,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,creamy gray,bivalve,,,,,,,,Unlithified creamy gray packstone with scattered green patches,,,,356,U1460,B,13,F,2,A,,,
356-U1460B-13F-3-A,0.0,146.0,52.9,54.36,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,creamy gray,,,,,,,,,Unlithified creamy gray packstone with a few small scattered greenish patches; crystalline concretion 90-92 cm,,,,356,U1460,B,13,F,3,A,,,
356-U1460B-13F-CC-A,0.0,7.0,54.36,54.43,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,creamy gray,Sponge spicules N/A,,,,,,,,Unlithified creamy gray packstone with sponge spicules,,,,356,U1460,B,13,F,CC,A,,,
356-U1460B-14F-1-A,0.0,150.0,54.6,56.1,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,bivalve,,,,,,,,Unlithified beige packstone; crystalline elongate concret at 48 to 51 cm,,,,356,U1460,B,14,F,1,A,,,
356-U1460B-14F-2-A,0.0,150.0,56.1,57.6,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,serpulid,,concretion [BJ80],,,,,,Unlithified beige packstone; few small crystalline concretions,,,,356,U1460,B,14,F,2,A,,,
356-U1460B-14F-2-A,0.0,150.0,56.1,57.6,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1460,B,14,F,2,A,,,
356-U1460B-14F-3-A,0.0,120.0,57.6,58.8,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,Sponge spicules N/A,,,,,,,,Unlithified beige packstone;,,,,356,U1460,B,14,F,3,A,,,
356-U1460B-14F-CC-A,0.0,20.0,58.8,59.0,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,Sponge spicules N/A,,,,,,,,Unlithified beige packstone,,,,356,U1460,B,14,F,CC,A,,,
356-U1460B-15F-1-A,0.0,23.0,59.3,59.53,unlithified [Leg194],skeletal,packstone [E&K72; D62],3.0,,skeletal packstone,neritic,cream,bivalve,,,,,,,,Unlithified skeletal packstone (fall-in),,,,356,U1460,B,15,F,1,A,,,
356-U1460B-15F-1-A,0.0,23.0,59.3,59.53,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1460,B,15,F,1,A,,,
356-U1460B-15F-1-A,0.0,23.0,59.3,59.53,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1460,B,15,F,1,A,,,
356-U1460B-15F-1-A,0.0,23.0,59.3,59.53,,,,,,,,,gastropod,,,,,,,,,,,,356,U1460,B,15,F,1,A,,,
356-U1460B-15F-1-A,23.0,150.0,59.53,60.8,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,bryozoa,,,,,,,,Unlithified beige packstone with few small greenish patches,,,,356,U1460,B,15,F,1,A,,,
356-U1460B-15F-1-A,23.0,150.0,59.53,60.8,,,,,,,,,Sponge spicules N/A,,,,,,,,,,,,356,U1460,B,15,F,1,A,,,
356-U1460B-15F-2-A,0.0,150.0,60.8,62.3,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,,brown,bryozoa,,,,,,,,Unlithified brown packstone with few small greenish patches,,,,356,U1460,B,15,F,2,A,,,
356-U1460B-15F-2-A,0.0,150.0,60.8,62.3,,,,,,,,,Sponge spicules N/A,,,,,,,,,,,,356,U1460,B,15,F,2,A,,,
356-U1460B-15F-3-A,0.0,151.0,62.3,63.81,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,brown,bryozoa,,,,,,,,Unlithified brown packstone with occassional small greenish patches,,,,356,U1460,B,15,F,3,A,,,
356-U1460B-15F-CC-A,0.0,17.0,63.81,63.98,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,brown,,,,,,,,,Unlithified brown packstone,,,,356,U1460,B,15,F,CC,A,,,
356-U1460B-16F-1-A,0.0,150.0,64.0,65.5,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light brown,gastropod,,concretion [BJ80],,,,,,Unlithified light brown packstone,,,,356,U1460,B,16,F,1,A,,,
356-U1460B-16F-1-A,0.0,150.0,64.0,65.5,,,,,,,,,Sponge spicules N/A,,,,,,,,,,,,356,U1460,B,16,F,1,A,,,
356-U1460B-16F-2-A,0.0,150.0,65.5,67.0,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light brown,Sponge spicules N/A,,concretion [BJ80],,,,,,Unlithified light brown packstone; tubular concretion 70-79 cm,,,,356,U1460,B,16,F,2,A,,,
356-U1460B-16F-3-A,0.0,126.0,67.0,68.26,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light brown,Sponge spicules N/A,,,,,,,,Unlithified light brown packstone,,,,356,U1460,B,16,F,3,A,,,
356-U1460B-16F-CC-A,0.0,24.0,68.26,68.5,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light bluish gray,Sponge spicules N/A,,concretion [BJ80],,,,,,Unlithified light brown packstone,,,,356,U1460,B,16,F,CC,A,,,
356-U1460B-17F-1-A,0.0,9.0,68.7,68.79,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light gray,,,,,,,,,"Unlithified light gray packstone, finegrained to muddy",,,,356,U1460,B,17,F,1,A,,,
356-U1460B-17F-1-A,9.0,34.0,68.79,69.04,unlithified [Leg194],,grainstone [E&K72; D62],4.0,,grainstone,neritic,creamy gray,bivalve,,,,,,,,"Unlithified grainstone (mixed bio- and lithoclasts), interbedded gravel, maybe fall-in",,,,356,U1460,B,17,F,1,A,,,
356-U1460B-17F-1-A,9.0,34.0,68.79,69.04,,,,,,,,,gastropod,,,,,,,,,,,,356,U1460,B,17,F,1,A,,,
356-U1460B-17F-1-A,34.0,150.0,69.04,70.2,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light grayish green,Sponge spicules N/A,,,,,,,,"Unlithified light grayish green packstone, few glauconite grains",,,,356,U1460,B,17,F,1,A,,,
356-U1460B-17F-1-A,34.0,150.0,69.04,70.2,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1460,B,17,F,1,A,,,
356-U1460B-17F-2-A,0.0,150.0,70.2,71.7,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light brown,Sponge spicules N/A,,,,,,,,Unlithified light brown packstone,,,,356,U1460,B,17,F,2,A,,,
356-U1460B-17F-2-A,0.0,150.0,70.2,71.7,,,,,,,,,bivalve,,,,,,,,,,,,356,U1460,B,17,F,2,A,,,
356-U1460B-17F-3-A,0.0,101.0,71.7,72.71,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light brown,Sponge spicules N/A,,,,,,,,Unlithified light brown packstone,,,,356,U1460,B,17,F,3,A,,,
356-U1460B-17F-4-A,0.0,52.0,72.71,73.23,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light brown,Sponge spicules N/A,,,,,,,,Unlithified light brown packstone,,,,356,U1460,B,17,F,4,A,,,
356-U1460B-17F-4-A,0.0,52.0,72.71,73.23,,,,,,,,,bivalve,,,,,,,,,,,,356,U1460,B,17,F,4,A,,,
356-U1460B-17F-CC-A,0.0,17.0,73.23,73.4,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light brown,Sponge spicules N/A,,,,,,,,Unlithified light brown packstone,,,,356,U1460,B,17,F,CC,A,,,
356-U1460B-18F-1-A,0.0,150.0,73.4,74.9,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light gray,Sponge spicules N/A,,,,,,,,Unlithified light gray pachstone with sponge spicules,,,,356,U1460,B,18,F,1,A,,,
356-U1460B-18F-2-A,0.0,150.0,74.9,76.4,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light gray,Sponge spicules N/A,,,,,,,,unlithified light gray packstone with sponge spicules,,,,356,U1460,B,18,F,2,A,,,
356-U1460B-18F-3-A,0.0,150.0,76.4,77.9,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light gray,Sponge spicules N/A,,,,,,,,Unlithified light gray packstone with sponge spicules,,,,356,U1460,B,18,F,3,A,,,
356-U1460B-18F-3-A,0.0,150.0,76.4,77.9,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1460,B,18,F,3,A,,,
356-U1460B-18F-CC-A,0.0,23.0,77.9,78.13,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light gray,Sponge spicules N/A,,,,,,,,Unlithified light gray packstone with sponge spicules,,,,356,U1460,B,18,F,CC,A,,,
356-U1460B-19F-1-A,0.0,10.0,78.1,78.2,lithified [B84],glauconite rich,wackestone [E&K72; D62],2.0,,glauconite rich wackestone,hemipelagic,creamy gray,,,,,moderate [B06],3.0,,,Lithified creamy gray wackestone with bioeroded cavities filled with lithified material,,,,356,U1460,B,19,F,1,A,,,
356-U1460B-19F-1-A,10.0,150.0,78.2,79.6,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,Sponge spicules N/A,,,,,,,,Lithified beige pachstone with sponge spicules,,,,356,U1460,B,19,F,1,A,,,
356-U1460B-19F-2-A,0.0,150.0,79.6,81.1,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,Sponge spicules N/A,,,,,,,,Unlithified beige packstone with sponge spicules. two small (~1 cm) dark green glauconite rich spots at 28-32 cm,,,,356,U1460,B,19,F,2,A,,,
356-U1460B-19F-3-A,0.0,100.0,81.1,82.1,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,Sponge spicules N/A,,,,,,,,Unlithified beige packstone with sponge spicules,,,,356,U1460,B,19,F,3,A,,,
356-U1460B-19F-4-A,0.0,55.0,82.1,82.65,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,Sponge spicules N/A,,,,,,,,Unlithified beige packstone with sponge spicules,,,,356,U1460,B,19,F,4,A,,,
356-U1460B-19F-CC-A,0.0,17.0,82.65,82.82,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,Sponge spicules N/A,,,,,,,,Unlithified beige packstone with sponge spicules,,,,356,U1460,B,19,F,CC,A,,,
356-U1460B-20F-1-A,0.0,60.0,82.8,83.4,unlithified [Leg194],,grainstone [E&K72; D62],4.0,with skeletal carbonate,grainstone with skeletal carbonate,neritic,brown,bryozoa,,,,,,sharp,inclined,"Unlithified brown grainstone (fall-in) of unconsolidated, graded gravel with bryozoa,foraminifers, gastropods, bivalves and scaphopods",,,,356,U1460,B,20,F,1,A,,,
356-U1460B-20F-1-A,0.0,60.0,82.8,83.4,,,,,,,,,bivalve,,,,,,,,,,,,356,U1460,B,20,F,1,A,,,
356-U1460B-20F-1-A,0.0,60.0,82.8,83.4,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1460,B,20,F,1,A,,,
356-U1460B-20F-1-A,0.0,60.0,82.8,83.4,,,,,,,,,gastropod,,,,,,,,,,,,356,U1460,B,20,F,1,A,,,
356-U1460B-20F-1-A,0.0,60.0,82.8,83.4,,,,,,,,,scaphopod,,,,,,,,,,,,356,U1460,B,20,F,1,A,,,
356-U1460B-20F-1-A,60.0,150.0,83.4,84.3,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light gray,Sponge spicules N/A,,,,,,,,,,,,356,U1460,B,20,F,1,A,,,
356-U1460B-20F-1-A,60.0,150.0,83.4,84.3,,,,,,,,,bivalve,,,,,,,,,,,,356,U1460,B,20,F,1,A,,,
356-U1460B-20F-1-A,60.0,150.0,83.4,84.3,,,,,,,,,,,,,,,,,Unlithified light gray packstone witth abundant sponge spicules and a few bivalve fragments,,,,356,U1460,B,20,F,1,A,,,
356-U1460B-20F-2-A,0.0,142.0,84.3,85.72,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light gray,Sponge spicules N/A,,,,,,,,Unlithified light gray packstone with sponge spicules,,,,356,U1460,B,20,F,2,A,,,
356-U1460B-20F-CC-A,0.0,37.0,85.72,86.09,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light gray,Sponge spicules N/A,,,,,,,,Unlithified light gray packstone with sponge spicules,,,,356,U1460,B,20,F,CC,A,,,
356-U1460B-21F-1-A,0.0,10.0,87.5,87.6,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,,,,,,,gradational,horizontal,Unlithified beige packstone; compacted by corer?,,,,356,U1460,B,21,F,1,A,,,
356-U1460B-21F-1-A,10.0,150.0,87.6,89.0,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,Sponge spicules N/A,,,,,,,,Unlithified beige packstone with very sparse sponge spicules,,,,356,U1460,B,21,F,1,A,,,
356-U1460B-21F-2-A,0.0,150.0,89.0,90.5,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,Sponge spicules N/A,,,,,,,,Unlithified beige packstone with sparse sponge spicules,,,,356,U1460,B,21,F,2,A,,,
356-U1460B-21F-3-A,0.0,112.0,90.5,91.62,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,Sponge spicules N/A,,,,,,,,Unlithified beige packstone with sponge spicules,,,,356,U1460,B,21,F,3,A,,,
356-U1460B-21F-4-A,0.0,60.0,91.62,92.22,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,Sponge spicules N/A,,,,,,,,Unlithified beige packstone with sponge spicules,,,,356,U1460,B,21,F,4,A,,,
356-U1460B-21F-CC-A,0.0,10.0,92.22,92.32,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,Sponge spicules N/A,,,,,,,,Unlithified beige packstone with sponge spicules,,,,356,U1460,B,21,F,CC,A,,,
356-U1460B-22F-1-A,0.0,150.0,92.2,93.7,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,sponge spicules,,,,,,,,"Unlithiied, beige homogeneous packstone with sponge spicules",,,,356,U1460,B,22,F,1,A,,,
356-U1460B-22F-2-A,0.0,150.0,93.7,95.2,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light brown,sponge spicules,,,,,,,,"Unlithified, light brown, homogeneous packstone with sponge spicules and glauconite",,,,356,U1460,B,22,F,2,A,,,
356-U1460B-22F-3-A,0.0,141.0,95.2,96.61,unlithified [Leg194],glauconite rich,packstone [E&K72; D62],3.0,,glauconite rich packstone,hemipelagic,light greenish gray,sponge spicules,,,,,,,,"Unlithified, light greenish gray, homogeneous, glauconite rich packstone",,,,356,U1460,B,22,F,3,A,,,
356-U1460B-22F-3-A,141.0,146.0,96.61,96.66,,,,,,,,,,,,,,,,,void,,,,356,U1460,B,22,F,3,A,,,
356-U1460B-22F-CC-A,0.0,14.0,96.66,96.8,unlithified [Leg194],glauconite rich,packstone [E&K72; D62],3.0,,glauconite rich packstone,hemipelagic,light greenish gray,sponge spicules,,,,,,,,"Unlithfied, light greenish gray, homogeneous, glauconite rich packstone with sponge spicules",,,,356,U1460,B,22,F,CC,A,,,
356-U1460B-22F-CC-A,14.0,19.0,96.8,96.85,,,,,,,,,,,,,,,,,sample to paleo,,,,356,U1460,B,22,F,CC,A,,,
356-U1460B-23F-1-A,0.0,20.0,96.9,97.1,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light greenish gray,bivalve,,,,,,,,"Unlithified,light greenish gray, gravel size packstone (caved in). It contains bivalves, gastropods, bryozoa and lithic grains such as glauconite and cemented carbonates",,,,356,U1460,B,23,F,1,A,,,
356-U1460B-23F-1-A,0.0,20.0,96.9,97.1,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1460,B,23,F,1,A,,,
356-U1460B-23F-1-A,0.0,20.0,96.9,97.1,,,,,,,,,gastropod,,,,,,,,,,,,356,U1460,B,23,F,1,A,,,
356-U1460B-23F-1-A,20.0,150.0,97.1,98.4,unlithified [Leg194],,packstone [E&K72; D62],3.0,with glauconite [2014],packstone with glauconite,hemipelagic,light brown,sponge spicules,,,,,,,,"Unlithiied, light brown, homogeneous packstone with glauconite and sponge spicules",,,,356,U1460,B,23,F,1,A,,,
356-U1460B-23F-2-A,0.0,150.0,98.4,99.9,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,sponge spicules,,,,,,,,"Unlithified, beige, homogeneous packstone with rare disseminated glauconite ad rare sponge spicules",,,,356,U1460,B,23,F,2,A,,,
356-U1460B-23F-3-A,0.0,143.0,99.9,101.33,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,sponge spicules,,,,,,,,"Unlithiied, beige, homogeneous packstone with rare sponge spiclues",,,,356,U1460,B,23,F,3,A,,,
356-U1460B-23F-CC-A,0.0,14.0,101.33,101.47,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,sponge spicules,,,,,,,,"Unlithified, beige, homogeneous packstone with rare sponge spiclues",,,,356,U1460,B,23,F,CC,A,,,
356-U1460B-23F-CC-A,14.0,19.0,101.47,101.52,,,,,,,,,,,,,,,,,sample to paleo,,,,356,U1460,B,23,F,CC,A,,,
356-U1460B-24F-1-A,0.0,12.0,101.6,101.72,unlithified [Leg194],skeletal,packstone [E&K72; D62],3.0,,skeletal packstone,hemipelagic,light greenish gray,bivalve,,,,,,,,"Unlithified, gravel size, light greenish gray packstone (caved in). It contain abundant lithif grains (glauconite, carbonates) and brivalve, bryozoan, scaphopods",,,,356,U1460,B,24,F,1,A,,,
356-U1460B-24F-1-A,0.0,12.0,101.6,101.72,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1460,B,24,F,1,A,,,
356-U1460B-24F-1-A,0.0,12.0,101.6,101.72,,,,,,,,,scaphopod,,,,,,,,,,,,356,U1460,B,24,F,1,A,,,
356-U1460B-24F-1-A,12.0,150.0,101.72,103.1,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,sponge,,,,,,,,"Unlithified, beige, homogeneous pacstone. It contains a whole sponge (few mm thick). Rare disseminated small glauconite grains",,,,356,U1460,B,24,F,1,A,,,
356-U1460B-24F-2-A,0.0,150.0,103.1,104.6,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,,,,,,,,,"Unlithified, beige, homogeneous packstone with disseminated glauconite (rare)",,,,356,U1460,B,24,F,2,A,,,
356-U1460B-24F-3-A,0.0,139.0,104.6,105.99,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,sponge spicules,,,,,,,,"Unlithified, beige, homogeneous packstone with sponge spicules",,,,356,U1460,B,24,F,3,A,,,
356-U1460B-24F-CC-A,0.0,10.0,105.99,106.09,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light greenish gray,sponge spicules,,,,,,,,"Unlithified, light greenish gray, homogeneous packstone with sponge spicules",,,,356,U1460,B,24,F,CC,A,,,
356-U1460B-24F-CC-A,9.0,15.0,106.08,106.14,,,,,,,,,,,,,,,,,sample to paleo,,,,356,U1460,B,24,F,CC,A,,,
356-U1460B-25F-1-A,0.0,38.0,106.3,106.68,unlithified [Leg194],skeletal,packstone [E&K72; D62],3.0,,skeletal packstone,hemipelagic,light greenish gray,bivalve,,,,,,,,"Unlithified, light greenish gray, gravel size packstone containing bivalves, scaphopods, bryozoans, echinodems and lithic grains (glauconite, cemented carbonates)",,,,356,U1460,B,25,F,1,A,,,
356-U1460B-25F-1-A,0.0,38.0,106.3,106.68,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1460,B,25,F,1,A,,,
356-U1460B-25F-1-A,0.0,38.0,106.3,106.68,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1460,B,25,F,1,A,,,
356-U1460B-25F-1-A,0.0,38.0,106.3,106.68,,,,,,,,,scaphopod,,,,,,,,,,,,356,U1460,B,25,F,1,A,,,
356-U1460B-25F-1-A,38.0,150.0,106.68,107.8,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,sponge spicules,,,,,,,,"Unlithified, beige, homogeneous packstone with sponge spicules",,,,356,U1460,B,25,F,1,A,,,
356-U1460B-25F-2-A,0.0,150.0,107.8,109.3,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,sponge spicules,,,,,,,,"Unlithified, beige, homogeneous packstone with sponge spicules",,,,356,U1460,B,25,F,2,A,,,
356-U1460B-25F-3-A,0.0,133.0,109.3,110.63,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,sponge spicules,,,,,,,,"Unlithified, beige, homogenous packstone with sponge spicules",,,,356,U1460,B,25,F,3,A,,,
356-U1460B-25F-CC-A,0.0,16.0,110.63,110.79,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,sponge spicules,,,,,,,,"Unlithified, beige, homogeneous packstone with sponge spicules",,,,356,U1460,B,25,F,CC,A,,,
356-U1460B-25F-CC-A,16.0,21.0,110.79,110.84,,,,,,,,,,,,,,,,,sample to paleo,,,,356,U1460,B,25,F,CC,A,,,
356-U1460B-26F-1-A,0.0,150.0,111.0,112.5,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,sponge spicules,,,,,,,,"Unlithified, beige, homogeneous packstone with three intervals of glauconite at (60, 65 and 146 cm). Sponge spicules are present throughout the Section",,,,356,U1460,B,26,F,1,A,,,
356-U1460B-26F-2-A,0.0,150.0,112.5,114.0,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,sponge spicules,,,,,,,,"Unlithified, beige, homogeneous packstone with sponge spicules. Rare patches of disseminated glauconite",,,,356,U1460,B,26,F,2,A,,,
356-U1460B-26F-3-A,0.0,140.0,114.0,115.4,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,sponge spicules,,,,,,,,"Unlithified, beige, homogeneous packstone with sponge spicules",,,,356,U1460,B,26,F,3,A,,,
356-U1460B-26F-CC-A,0.0,9.0,115.4,115.49,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,sponge spicules,,,,,,,,"Unlithified, beige, homogeneous packstone with sponge spicules",,,,356,U1460,B,26,F,CC,A,,,
356-U1460B-27F-1-A,0.0,150.0,115.7,117.2,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,,,concretion [BJ80],,,,,,"Unlithified, beige,h omogeneous packstone with sparse sponge spicules. at 125 cm a glauconite nodule 3 cm long",,,,356,U1460,B,27,F,1,A,,,
356-U1460B-27F-2-A,0.0,150.0,117.2,118.7,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,,,,,,,,,"Unlithified, beige, homogeneous packstone, rare dissemintated glauconite below 90 cm",,,,356,U1460,B,27,F,2,A,,,
356-U1460B-27F-3-A,0.0,110.0,118.7,119.8,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light brown,,,,,,,,,"Unlithiified, light brown, homogeneous packstone with sparse sponge spiclues and rare disseminated glauconite throughout the core",,,,356,U1460,B,27,F,3,A,,,
356-U1460B-27F-4-A,0.0,52.0,119.8,120.32,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,,,,,,,,,"Unlithified, biege, unlithfied packstone with very sparse sponge spicules and very sparse glauconite",,,,356,U1460,B,27,F,4,A,,,
356-U1460B-27F-CC-A,0.0,12.0,120.32,120.44,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,,,,,absent [B06],0.0,,,"Unlithified, beige, homogeneous packstone with rare sponges spicules and disseminated glauconite",,,,356,U1460,B,27,F,CC,A,,,
356-U1460B-27F-CC-A,12.0,17.0,120.44,120.49,,,,,,,,,,,,,absent [B06],0.0,,,sample to paleo,,,,356,U1460,B,27,F,CC,A,,,
356-U1460B-28F-1-A,0.0,32.0,120.4,120.72,unlithified [Leg194],skeletal,packstone [E&K72; D62],3.0,,skeletal packstone,hemipelagic,light greenish gray,foraminifera (small benthic),,,,absent [B06],0.0,,,"Unlithified, light greenish gray, garvel size packstone with various bioclasts and lithic grains (glauconite and micrite). Caved in material",,,,356,U1460,B,28,F,1,A,,,
356-U1460B-28F-1-A,0.0,32.0,120.4,120.72,,,,,,,,,bivalve,,,,absent [B06],0.0,,,,,,,356,U1460,B,28,F,1,A,,,
356-U1460B-28F-1-A,0.0,32.0,120.4,120.72,,,,,,,,,bryozoa,,,,absent [B06],0.0,,,,,,,356,U1460,B,28,F,1,A,,,
356-U1460B-28F-1-A,0.0,32.0,120.4,120.72,,,,,,,,,gastropod,,,,absent [B06],0.0,,,,,,,356,U1460,B,28,F,1,A,,,
356-U1460B-28F-1-A,32.0,150.0,120.72,121.9,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,,,concretion [BJ80],,absent [B06],0.0,,,"Unlithified, beige, homogeneous, packstone with a concreation of glauconite near the base",,,,356,U1460,B,28,F,1,A,,,
356-U1460B-28F-2-A,0.0,150.0,121.9,123.4,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,sponge spicules,,,,absent [B06],0.0,,,"Unlithified, beige, homogeneous packstone with rare sponge spicules",,,,356,U1460,B,28,F,2,A,,,
356-U1460B-28F-3-A,0.0,120.0,123.4,124.6,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,,,,,absent [B06],0.0,,,"Unlithified, beige, homogeneous packstone with rare sponge spicules",,,,356,U1460,B,28,F,3,A,,,
356-U1460B-28F-CC-A,0.0,15.0,124.6,124.75,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,,,,,absent [B06],0.0,,,"Unlithified, beige, homogeneous packstone",,,,356,U1460,B,28,F,CC,A,,,
356-U1460B-29F-1-A,0.0,150.0,125.1,126.6,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,,,concretion [BJ80],,absent [B06],0.0,,,"Unlithified, beige, homogeneous packstone. Several concretions of an unidentified mineral",,,,356,U1460,B,29,F,1,A,,,
356-U1460B-29F-2-A,0.0,150.0,126.6,128.1,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,,,,,absent [B06],0.0,,,"Unlithified, beige, homogenous packstone. From 119 to 125 cm glauconite and benthic foraminifer, dark gray patch.",,,,356,U1460,B,29,F,2,A,,,
