Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,REFERENCE,Lithology Prefix,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
323-U1339C-17H-6-A,323,U1339,C,17,17-6,H,6,A,0.0,60.0,154.24,154.84,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 3/2,,,,,,,,,,,,,,,,
323-U1339C-17H-6-A,323,U1339,C,17,17-6,H,6,A,60.0,150.0,154.84,155.74,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-17H-7-A,323,U1339,C,17,17-7,H,7,A,0.0,47.0,155.74,156.21,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-17H-7-A,323,U1339,C,17,17-7,H,7,A,47.0,90.0,156.21,156.64,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-17H-8-A,323,U1339,C,17,17-8,H,8,A,0.0,49.0,156.64,157.13,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-17H-CC-A,323,U1339,C,17,17-CC,H,CC,A,0.0,40.0,157.13,157.53,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-18H-1-A,323,U1339,C,18,18-1,H,1,A,0.0,11.0,156.8,156.91,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-18H-1-A,323,U1339,C,18,18-1,H,1,A,11.0,17.0,156.91,156.97,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-18H-1-A,323,U1339,C,18,18-1,H,1,A,17.0,27.0,156.97,157.07,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-18H-1-A,323,U1339,C,18,18-1,H,1,A,27.0,31.0,157.07,157.11,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,5Y 5/1,,,,,,,,,,,,,,,,
323-U1339C-18H-2-A,323,U1339,C,18,18-2,H,2,A,0.0,19.0,157.11,157.3,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-18H-2-A,323,U1339,C,18,18-2,H,2,A,19.0,26.0,157.3,157.37,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,5Y 2.5/1,,,,,,,,,,,,,,,,
323-U1339C-18H-2-A,323,U1339,C,18,18-2,H,2,A,26.0,150.0,157.37,158.61,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-18H-3-A,323,U1339,C,18,18-3,H,3,A,0.0,106.0,158.61,159.67,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-18H-3-A,323,U1339,C,18,18-3,H,3,A,106.0,117.0,159.67,159.78,dolostone [USGS-LP62],'',,dolostone,,soft,5Y 5/3,,,,,currently precipitating dolostone layer,,,,,,,,,,,
323-U1339C-18H-3-A,323,U1339,C,18,18-3,H,3,A,117.0,142.0,159.78,160.03,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-18H-4-A,323,U1339,C,18,18-4,H,4,A,0.0,43.0,160.03,160.46,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-18H-4-A,323,U1339,C,18,18-4,H,4,A,43.0,53.0,160.46,160.56,dolostone [USGS-LP62],'',,dolostone,,soft,5Y 5/3,,,,,,,,,,,,,,,,
323-U1339C-18H-4-A,323,U1339,C,18,18-4,H,4,A,53.0,150.0,160.56,161.53,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-18H-5-A,323,U1339,C,18,18-5,H,5,A,0.0,40.0,161.53,161.93,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-18H-5-A,323,U1339,C,18,18-5,H,5,A,40.0,76.0,161.93,162.29,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-18H-5-A,323,U1339,C,18,18-5,H,5,A,76.0,110.0,162.29,162.63,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1339C-18H-5-A,323,U1339,C,18,18-5,H,5,A,110.0,147.0,162.63,163.0,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-18H-6-A,323,U1339,C,18,18-6,H,6,A,0.0,50.0,163.0,163.5,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-18H-6-A,323,U1339,C,18,18-6,H,6,A,50.0,114.0,163.5,164.14,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1339C-18H-6-A,323,U1339,C,18,18-6,H,6,A,114.0,150.0,164.14,164.5,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-18H-7-A,323,U1339,C,18,18-7,H,7,A,0.0,135.0,164.5,165.85,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-18H-CC-A,323,U1339,C,18,18-CC,H,CC,A,0.0,17.0,165.85,166.02,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-19H-1-A,323,U1339,C,19,19-1,H,1,A,0.0,36.0,166.3,166.66,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-19H-2-A,323,U1339,C,19,19-2,H,2,A,0.0,31.0,166.66,166.97,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-19H-2-A,323,U1339,C,19,19-2,H,2,A,31.0,47.0,166.97,167.13,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1339C-19H-2-A,323,U1339,C,19,19-2,H,2,A,47.0,50.0,167.13,167.16,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,,2.5/N,,,,,Black ash,,,,,,,,,,,
323-U1339C-19H-2-A,323,U1339,C,19,19-2,H,2,A,50.0,123.0,167.16,167.89,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-19H-2-A,323,U1339,C,19,19-2,H,2,A,123.0,131.0,167.89,167.97,dolostone [USGS-LP62],'',,dolostone,,,5Y 5/3,,,,,"Dolomite Rock (6 cm width, 4 cm thick)",,,,,,,,,,,
323-U1339C-19H-2-A,323,U1339,C,19,19-2,H,2,A,131.0,135.0,167.97,168.01,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-19H-3-A,323,U1339,C,19,19-3,H,3,A,0.0,25.0,168.01,168.26,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/2,,,,,,,,,,,,,,,,
323-U1339C-19H-3-A,323,U1339,C,19,19-3,H,3,A,25.0,144.0,168.26,169.45,diatom ooze,Leg 323,,diatom ooze,,,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-19H-4-A,323,U1339,C,19,19-4,H,4,A,0.0,20.0,169.45,169.65,diatom ooze,Leg 323,,diatom ooze,,,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-19H-4-A,323,U1339,C,19,19-4,H,4,A,20.0,23.0,169.65,169.68,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,,10YR 6/2,,,,,,,,,,,,,,,,
323-U1339C-19H-4-A,323,U1339,C,19,19-4,H,4,A,23.0,33.0,169.68,169.78,diatom ooze,Leg 323,,diatom ooze,50.0,,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-19H-4-A,323,U1339,C,19,19-4,H,4,A,23.0,33.0,169.68,169.78,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,50.0,,10YR 6/2,,,,,,,,,,,,,,,,
323-U1339C-19H-4-A,323,U1339,C,19,19-4,H,4,A,33.0,150.0,169.78,170.95,diatom ooze,Leg 323,,diatom ooze,,,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-19H-5-A,323,U1339,C,19,19-5,H,5,A,0.0,10.0,170.95,171.05,diatom ooze,Leg 323,,diatom ooze,,,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-19H-5-A,323,U1339,C,19,19-5,H,5,A,10.0,13.0,171.05,171.08,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,,2.5/N,,,,,,,,,,,,,,,,
323-U1339C-19H-5-A,323,U1339,C,19,19-5,H,5,A,13.0,150.0,171.08,172.45,diatom ooze,"International Union of Geological Sciences-Le Maitre, 1989",,diatom ooze,,,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-19H-6-A,323,U1339,C,19,19-6,H,6,A,0.0,120.0,172.45,173.65,diatom ooze,Leg 323,,diatom ooze,,,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-19H-6-A,323,U1339,C,19,19-6,H,6,A,120.0,150.0,173.65,173.95,diatom ooze,Leg 323,,diatom ooze,,,5GY 4/1,,,,,,,,,,,,,,,,
323-U1339C-19H-7-A,323,U1339,C,19,19-7,H,7,A,0.0,60.0,173.95,174.55,diatom ooze,Leg 323,,diatom ooze,,,5GY 4/1,,,,,,,,,,,,,,,,
323-U1339C-19H-7-A,323,U1339,C,19,19-7,H,7,A,60.0,70.0,174.55,174.65,diatom fine ash,Leg 323,,diatom fine ash,,,5Y 5/3,,,,,,,,,,,,,,,,
323-U1339C-19H-7-A,323,U1339,C,19,19-7,H,7,A,70.0,98.0,174.65,174.93,diatom ooze,Leg 323,,diatom ooze,,,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-19H-8-A,323,U1339,C,19,19-8,H,8,A,0.0,80.0,174.93,175.73,diatom ooze,Leg 323,,diatom ooze,,,10Y 4/1,,,,,'',,,,,,,,,,,
323-U1339C-19H-CC-A,323,U1339,C,19,19-CC,H,CC,A,0.0,75.0,175.73,176.48,diatom ooze,Leg 323,,diatom ooze,,,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-20H-1-A,323,U1339,C,20,20-1,H,1,A,0.0,24.0,175.8,176.04,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-20H-1-A,323,U1339,C,20,20-1,H,1,A,24.0,30.0,176.04,176.1,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100.0,soft,10Y 2.5/1,,,,,,,,,,,,,,,,
323-U1339C-20H-1-A,323,U1339,C,20,20-1,H,1,A,30.0,94.0,176.1,176.74,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-20H-1-A,323,U1339,C,20,20-1,H,1,A,94.0,99.0,176.74,176.79,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100.0,soft,10Y 2.5/1,,,,,,,,,,,,,,,,
323-U1339C-20H-1-A,323,U1339,C,20,20-1,H,1,A,99.0,150.0,176.79,177.3,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-20H-2-A,323,U1339,C,20,20-2,H,2,A,0.0,130.0,177.3,178.6,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-20H-2-A,323,U1339,C,20,20-2,H,2,A,130.0,150.0,178.6,178.8,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1339C-20H-3-A,323,U1339,C,20,20-3,H,3,A,0.0,10.0,178.8,178.9,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1339C-20H-3-A,323,U1339,C,20,20-3,H,3,A,10.0,38.0,178.9,179.18,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-20H-3-A,323,U1339,C,20,20-3,H,3,A,38.0,42.0,179.18,179.22,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1339C-20H-3-A,323,U1339,C,20,20-3,H,3,A,42.0,146.0,179.22,180.26,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1339C-20H-4-A,323,U1339,C,20,20-4,H,4,A,0.0,150.0,180.26,181.76,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1339C-20H-5-A,323,U1339,C,20,20-5,H,5,A,0.0,10.0,181.76,181.86,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1339C-20H-5-A,323,U1339,C,20,20-5,H,5,A,10.0,12.0,181.86,181.88,coarse ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,coarse ash,100.0,soft,10Y 2.5/1,,,,,,,,,,,,,,,,
323-U1339C-20H-5-A,323,U1339,C,20,20-5,H,5,A,12.0,97.0,181.88,182.73,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1339C-20H-5-A,323,U1339,C,20,20-5,H,5,A,97.0,150.0,182.73,183.26,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1339C-20H-6-A,323,U1339,C,20,20-6,H,6,A,0.0,133.0,183.26,184.59,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1339C-20H-7-A,323,U1339,C,20,20-7,H,7,A,0.0,68.0,184.59,185.27,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1339C-20H-CC-A,323,U1339,C,20,20-CC,H,CC,A,0.0,57.0,185.27,185.84,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1339C-21H-1-A,323,U1339,C,21,21-1,H,1,A,0.0,9.0,185.3,185.39,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-21H-1-A,323,U1339,C,21,21-1,H,1,A,9.0,12.0,185.39,185.42,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100.0,soft,5YR 2.5/1,,,,,,,,,,,,,,,,
323-U1339C-21H-1-A,323,U1339,C,21,21-1,H,1,A,12.0,150.0,185.42,186.8,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-21H-2-A,323,U1339,C,21,21-2,H,2,A,0.0,7.0,186.8,186.87,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-21H-2-A,323,U1339,C,21,21-2,H,2,A,7.0,19.0,186.87,186.99,diatom silt,Leg 323,authigenic-carbonate-rich,authigenic-carbonate-rich diatom silt,,soft,5Y 4/3,,,,,,,,,,,,,,,,
323-U1339C-21H-2-A,323,U1339,C,21,21-2,H,2,A,19.0,150.0,186.99,188.3,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-21H-3-A,323,U1339,C,21,21-3,H,3,A,0.0,120.0,188.3,189.5,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-21H-3-A,323,U1339,C,21,21-3,H,3,A,120.0,127.0,189.5,189.57,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100.0,soft,5Y 5/1,,,,,,,,,,,,,,,,
323-U1339C-21H-3-A,323,U1339,C,21,21-3,H,3,A,127.0,150.0,189.57,189.8,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-21H-4-A,323,U1339,C,21,21-4,H,4,A,0.0,150.0,189.8,191.3,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-21H-5-A,323,U1339,C,21,21-5,H,5,A,0.0,150.0,191.3,192.8,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-21H-6-A,323,U1339,C,21,21-6,H,6,A,0.0,150.0,192.8,194.3,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-21H-7-A,323,U1339,C,21,21-7,H,7,A,0.0,63.0,194.3,194.93,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-21H-CC-A,323,U1339,C,21,21-CC,H,CC,A,0.0,15.0,194.93,195.08,diatom silt,"Shepard, 1954",'',diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1339C-21H-CC-A,323,U1339,C,21,21-CC,H,CC,A,15.0,30.0,195.08,195.23,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
