Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Grading,Sorting,Primary sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],2nd sedimentary structure,3rd sedimentary structure,Minor components,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
375-U1519C-17R-5-A,0,114,552.23,553.37,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,slight,1,,,,,,,,,Mudstone with abundant fine sand distributed throughout. Sand is also present as normally graded layer (23 cm).,,,,375,U1519,C,17,R,5,A,
375-U1519C-18R-1-A,0,150,556.7,558.2,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,slight,1,,,,,,,,,"Mudstone with abundant fine sand distributed throughout. One coarse sand disrupted layer at 55 cm. A possible unconformity at 31 cm, visible as an abrupt change of bedding orientation across a sharp surface.",,,,375,U1519,C,18,R,1,A,
375-U1519C-18R-2-A,0,82,558.2,559.02,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,normal grading,,,slight,1,,,,,,,,,Mudstone with abundant fine sand distributed throughout. Sand is also present as normally graded layer (49 cm).,,,,375,U1519,C,18,R,2,A,
375-U1519C-18R-3-A,0,126,559.27,560.53,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,slight,1,,,,,,,,,"Mudstone with abundant fine sand distributed throughout. Coarse sand intervals at 20, 67, 78, 116 cm.",,,,375,U1519,C,18,R,3,A,
375-U1519C-18R-4-A,0,151,560.78,562.29,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,normal grading,,,slight,1,planar lamination,,,,,,,,"Mudstone with abundant fine sand distributed throughout. Sand is also present as normally graded, or parallel laminated layer (9, 14, 23, 35, 61, 78, 99, 115, 135 cm). Interval 23 to 33 cm shows layer-parallel strands of coarse grained sand alternating with the mudstone. Interval 0 to 33 cm is an open fold (syn-sedimentary)",,,,375,U1519,C,18,R,4,A,
375-U1519C-18R-5-A,0,137,562.29,563.66,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,slight,1,planar lamination,,,,,,,,"Mudstone with abundant fine sand distributed throughout. Sand and coarse sand layers or laminae, often showing parallel lamination, are also present at 90, 113, 119, 132, 144 cm. At 27 cm a thin layer of silt with delicate injection structures. One ash pod layer at 60 cm.",,,,375,U1519,C,18,R,5,A,
375-U1519C-18R-6-A,0,60,563.66,564.26,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,slight,1,,,,,,,,,"Mudstone with abundant fine sand distributed throughout. Sand is also present as normally graded layers or laminae at 9, 19, 48 cm. Ash layer at 60 cm.",,,,375,U1519,C,18,R,6,A,
375-U1519C-18R-7-A,0,136,564.53,565.89,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,slight,1,,,,,,,,,"Mudstone with abundant fine sand distributed throughout. Sand is also present as normally graded layers or laminae at 39, 45, 67, 103, 106, 113, 136 cm. One ash layer at 85 cm.",,,,375,U1519,C,18,R,7,A,
375-U1519C-18R-CC-A,0,4,565.89,565.93,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,slight,1,,,,,,,,,Mudstone with abundant fine sand distributed throughout.,,,,375,U1519,C,18,R,CC,A,
375-U1519C-19R-1-A,0,103,566.2,567.23,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,,1,,,,,,,,,Mudstone with abundant fine sand distributed throughout.,,,,375,U1519,C,19,R,1,A,
375-U1519C-19R-2-A,0,110,567.58,568.68,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,,1,,,,,,,,,"Mudstone to sandy mudstone is the dominant lithology. Dispersed in the mudstone are rounded clasts of the same lithology, ranging in size from 1 cm to 7 cm. Some of those show parallel lamination and some flow banding and folding (i.e. clast at 35-42 cm).",,,,375,U1519,C,19,R,2,A,
375-U1519C-19R-3-A,0,150,568.94,570.44,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,,1,,,,,,,,,"Mudstone to sandy mudstone is the dominant lithology. Dispersed in the mudstone are rounded clasts of the same lithology, ranging in size from 1 cm to 4cm. Some of those show parallel lamination and some flow banding and folding.",,,,375,U1519,C,19,R,3,A,
375-U1519C-19R-4-A,0,150,570.44,571.94,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,,1,,,,,,,,,"Mudstone to sandy mudstone is the dominant lithology. Dispersed in the mudstone are rounded clasts of the same lithology, ranging in size from 1 cm to 14 cm. Some of those show parallel lamination and some flow banding and folding (i.e. clast at 114-128 cm). Bedding is variable throughout the section. Ash pods at 3 and 35 cm.",,,,375,U1519,C,19,R,4,A,
375-U1519C-19R-5-A,0,13,571.94,572.07,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,,1,,,,,,,,,"Mudstone to sandy mudstone is the dominant lithology. Dispersed in the mudstone are rounded clasts of the same lithology, ranging in size from 1 cm to 5 cm, but their frequency decreases in this section compared to the rest of the core. Bedding is variable throughout the section, but a subtle parallel lamination is visible.",,,,375,U1519,C,19,R,5,A,
375-U1519C-19R-5-A,13,113,572.07,573.07,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,,,,,,,,,,,"Mudstone to sandy mudstone is the dominant lithology. Bedding is variable throughout the section, but a subtle parallel lamination is visible.",,,,375,U1519,C,19,R,5,A,
375-U1519C-19R-6-A,0,150,573.38,574.88,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,,1,,,,,,,,,"Mudstone to sandy mudstone is the dominant lithology. Frequency of mud clasts decreases in this section compared to the rest of the core. Bedding is variable throughout the section, but a subtle parallel lamination is visible. Two, irregular whitish ash layers at 78 and 88 cm.",,,,375,U1519,C,19,R,6,A,
375-U1519C-19R-CC-A,0,5,574.88,574.93,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,,1,,,,,,,,,Mudstone to sandy mudstone.,,,,375,U1519,C,19,R,CC,A,
375-U1519C-20R-1-A,0,127,575.7,576.97,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,slight,1,,,,,,,,,"Mudstone with very fine sand distributed throughout. Sand is present as layers (18, 71, 108 cm).",,,,375,U1519,C,20,R,1,A,
375-U1519C-20R-2-A,0,104,576.97,578.01,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,slight,1,,,,,,,,,Mudstone with very fine sand distributed throughout. Sand is present as layers (32 cm).,,,,375,U1519,C,20,R,2,A,
375-U1519C-20R-3-A,0,149,578.3,579.79,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,slight,1,,,,,,,,,Mudstone with very fine sand distributed throughout. Ash layer at 33 cm.,,,,375,U1519,C,20,R,3,A,
375-U1519C-20R-4-A,0,59,579.79,580.38,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,slight,1,,,,,,,,,Mudstone with very fine sand distributed throughout. Ash pods at ~4 cm.,,,,375,U1519,C,20,R,4,A,
375-U1519C-21R-1-A,0,71,585.3,586.01,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,,,,,,,,,,,Convoluted mud clasts and folding of bedding. Large clast (68-72 cm) has white mud wrapped around it.,,,,375,U1519,C,21,R,1,A,
375-U1519C-21R-1-A,71,91,586.01,586.21,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,,,,,,,,,,,Mudstone with very fine sand distributed throughout.,,,,375,U1519,C,21,R,1,A,
375-U1519C-21R-2-A,0,98,586.65,587.63,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,,,,,,,,,,,"Mudstone with very fine sand distributed throughout. Sand layers at 21, 29, 51, 65, 74, 82, and 95 cm. Hydrate layer found by thermal scan between 60-67 cm. Convoluted bed between 65-72 cm.",,,,375,U1519,C,21,R,2,A,
375-U1519C-21R-3-A,0,69,587.63,588.32,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,,,,,,,,,,,"Mudstone with very fine sand distributed throughout. Sand layers at 7, 13, 33, 39, 52, and 61 cm.",,,,375,U1519,C,21,R,3,A,
375-U1519C-21R-4-A,0,32,588.39,588.71,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,,,,,,,,,,,"Mudstone with very fine sand distributed throughout. Sand layers at 11, 21, and 26 cm.",,,,375,U1519,C,21,R,4,A,
375-U1519C-21R-4-A,32,69,588.71,589.08,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,,,,,,,,,,,Convoluted mud clasts including shell fragments and a large (~7 cm) clast with clear bioturbation.,,,,375,U1519,C,21,R,4,A,
375-U1519C-21R-4-A,69,78,589.08,589.17,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,,,,,,,,,,,Mudstone with very find sand distributed throughout.,,,,375,U1519,C,21,R,4,A,
375-U1519C-21R-5-A,0,98,589.61,590.59,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,,,,,,,,,,,"Mudstone with very find sand distributed throughout. Sand layers at 15, 42, and 88 cm.",,,,375,U1519,C,21,R,5,A,
375-U1519C-21R-6-A,0,58,590.84,591.42,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,,,,,,,,,,,Convoluted bed exhibiting folding and vertical beds.,,,,375,U1519,C,21,R,6,A,
375-U1519C-21R-CC-A,0,13,591.42,591.55,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,,,,,,,,,,,Convoluted bed exhibiting folding and vertical beds.,,,,375,U1519,C,21,R,CC,A,
375-U1519C-22R-1-A,0,142,594.9,596.32,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,5GY 5/1 (greenish gray),,,,,,lithified,,,,,,,,,,,,,,"Convoluted bed with vertical beds and pervasive folding. Mudstone clasts distributed throughout, with some exhibiting planar lamination. Some sandstone clasts.",,,,375,U1519,C,22,R,1,A,
375-U1519C-22R-2-A,0,109,596.32,597.41,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,5GY 5/1 (greenish gray),,,,,,lithified,,,,,,,,,,,,,,"Convoluted bed with pervasive folding. Mudstone clasts distributed throughout, with some exhibiting planar lamination. Some sandstone clasts.",,,,375,U1519,C,22,R,2,A,
375-U1519C-22R-3-A,0,122,597.66,598.88,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,5GY 5/1 (greenish gray),,,,,,lithified,,,,,,,,,,,,,,"Convoluted bed with pervasive folding. Mudstone clasts distributed throughout, with some exhibiting planar lamination.",,,,375,U1519,C,22,R,3,A,
375-U1519C-22R-4-A,0,76,599.13,599.89,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 5/1 (greenish gray),,,,,,lithified,,,parallel bedding,,,,,,,,,,,"Mudstone with interbedded sandstone layers. Some sandstone layers are very fine (F), but beginning in this core, very coarse (VC) sand is consistently observed. The coarse sand layers have abundant shells, sedimentary clasts. The finer layers have abundant volcaniclastic material. Sand layers are observed at 4 (VC), 13 (F), 29 (F), and 45 (VC) cm. Below the sand layer at 45 cm, bedding dips more steeply.",,,,375,U1519,C,22,R,4,A,
375-U1519C-22R-5-A,0,54,599.89,600.43,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 5/1 (greenish gray),,,,,,lithified,,,parallel bedding,,,,,,,,,,,"Mudstone with interbedded sandstone layers. Sandstone layers are much finer with occasional shell fragments. Sand layers are observed at 6, 40, 50 cm.",,,,375,U1519,C,22,R,5,A,
375-U1519C-22R-6-A,0,18,600.68,600.86,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 5/1 (greenish gray),,,,,,lithified,,,parallel bedding,,,,,,,,,,,Mudstone with interbedded sandstone layers.,,,,375,U1519,C,22,R,6,A,
375-U1519C-22R-6-A,18,65,600.86,601.33,,,coarse sandstone,,coarse sandstone,coarse sandstone,coarse sandstone,5GY 5/1 (greenish gray),,,,,,lithified,,,parallel bedding,,,,,,,,,,,"Very coarse sandstone layer with abundant shells, sedimentary clasts. Primary sedimentary structure obscured by drilling disturbance.",,,,375,U1519,C,22,R,6,A,
375-U1519C-22R-6-A,65,101,601.33,601.69,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 5/1 (greenish gray),,,,,,lithified,,,parallel bedding,,,,,,,,,,,"Mudstone with interbedded sandstone layers. Sandstone layers are much finer with occasional shell fragments. The coarse sand layers have abundant shells, sedimentary clasts. The finer layers have abundant volcaniclastic material. Sand layers are observed at 93, and 95 cm.",,,,375,U1519,C,22,R,6,A,
375-U1519C-22R-6-A,101,115,601.69,601.83,,,coarse sandstone,,coarse sandstone,coarse sandstone,coarse sandstone,5GY 5/1 (greenish gray),,,,,,lithified,,,parallel bedding,,,,,,,,,,,"Coarse sandstone layer with abundant shells, sedimentary clasts. Primary sedimentary structure obscured by drilling disturbance.",,,,375,U1519,C,22,R,6,A,
375-U1519C-22R-6-A,115,146,601.83,602.14,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 5/1 (greenish gray),,,,,,lithified,,,parallel bedding,,,,,,,,,,,"Mudstone with interbedded sandstone layers. Sandstone layers are generally finer with abundant volcaniclastic material and occasional shell fragments. Sand layers are observed at 128 (very coarse), 136, and 146 cm.",,,,375,U1519,C,22,R,6,A,
375-U1519C-22R-7-A,0,71,602.14,602.85,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 5/1 (greenish gray),,,,,,lithified,,,parallel bedding,,,,,,,,,,,"Mudstone with interbedded sandstone layers. Sandstone layers are very coarse with abundant shells, sedimentary clasts. Sand layers are observed at 15, 38 (2-4 cm long wood fragments), 47, 49, and 66 cm.",,,,375,U1519,C,22,R,7,A,
375-U1519C-22R-CC-A,0,13,602.85,602.98,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 5/1 (greenish gray),,,,,,lithified,,,,,,,,,,,,,,Mudstone with interbedded sandstone layers.,,,,375,U1519,C,22,R,CC,A,
375-U1519C-23R-1-A,0,34,604.5,604.84,,,sandstone,,sandstone,sandstone,sandstone,GLEY 1 4/N (dark gray),,,,,,lithified,,,,,,,,,,,,,,"Mixed clastic sand layer with visible shell fragments. In working half, some lighter pummice-rich material floated to the top of the core after splitting.",,,,375,U1519,C,23,R,1,A,
375-U1519C-23R-1-A,34,106,604.84,605.56,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,parallel bedding,,,planar lamination,,,,,,,,Mudstone with interbedded silt to sand layers. Planar laminations also visible.,,,,375,U1519,C,23,R,1,A,
375-U1519C-23R-2-A,0,33,605.56,605.89,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,,,,,,,,,,,"Mudstone is biscuited and has sand next to it. However, it is not clear if this sand is from biscuit-bounding layers or was emplaced from surrounding layers due to drilling disturbance. Ash pod layer at 18 cm.",,,,375,U1519,C,23,R,2,A,
375-U1519C-23R-2-A,33,70,605.89,606.26,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,parallel bedding,,,planar lamination,,,,,,,,"Mudstone with interbedded silt to sand layers, some of which exhibit planar lamination. Silt to sand layers at 51 and 70 cm.",,,,375,U1519,C,23,R,2,A,
375-U1519C-23R-3-A,0,147,606.56,608.03,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,parallel bedding,,,planar lamination,,,,,,,,"Mudstone with interbedded silt to sand layers, some of which exhibit planar lamination. Silt to sand layers at 5, 19, 28, 49, 65, 84, and 98 cm. A very fine sand layer at 123 cm is offset. Sand pods are observed at the bottom of the section at ~137 cm.",,,,375,U1519,C,23,R,3,A,
375-U1519C-23R-4-A,0,70,608.03,608.73,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,parallel bedding,,,planar lamination,,,,,,,,"Mudstone with interbedded silt to sand layers, some of which exhibit planar lamination. Silt to sand layers at 20 and 47 cm. Sand has shell fragments.",,,,375,U1519,C,23,R,4,A,
375-U1519C-23R-5-A,0,45,608.98,609.43,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,,,,,,,,,,,Convoluted bed with mud rounded to sub-rounded varigated mud clasts (< 1 cm in size) and shell fragments.,,,,375,U1519,C,23,R,5,A,
375-U1519C-23R-5-A,45,102,609.43,610,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,parallel bedding,,,planar lamination,,,,,,,,"Mudstone with interbedded silt to sand layers, some of which exhibit planar lamination. Silt to sand layers at 81 and 87 cm.",,,,375,U1519,C,23,R,5,A,
375-U1519C-23R-6-A,23,74,610.23,610.74,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,parallel bedding,,,planar lamination,,,,,,,,"Mudstone with interbedded silt to sand layers, some of which exhibit planar lamination. Silt to sand layers at 52 and 73 cm.",,,,375,U1519,C,23,R,6,A,
375-U1519C-23R-CC-A,0,7,610.74,610.81,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,parallel bedding,,,planar lamination,,,,,,,,Mudstone,,,,375,U1519,C,23,R,CC,A,
375-U1519C-24R-1-A,0,21,614,614.21,,,very fine sand,,very fine sand,very fine sand,very fine sand,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,,,,,,,,,,,Very fine sand with mm-scale shell fragments.,,,,375,U1519,C,24,R,1,A,
375-U1519C-24R-1-A,21,104,614.21,615.04,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,,,,,,,,,,,"Mudstone with interbedded silt to sand layers at 21, 55, and 97 cm.",,,,375,U1519,C,24,R,1,A,
375-U1519C-24R-2-A,26,149,615.53,616.76,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,parallel bedding,,,,,,,,,,,"Mudstone with interbedded silty clay layers at 51, 66, and 82 cm. Silty clay layers have mm-scale lithified mud clasts.",,,,375,U1519,C,24,R,2,A,
375-U1519C-24R-3-A,0,116,616.76,617.92,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,parallel bedding,slight,1,,,,,,,,,"Mudstone with interbedded silt to sand layers at 15, 30, 40, 48, 101 cm. Contorted bed with <1 cm clasts at 110 cm.",,,,375,U1519,C,24,R,3,A,
375-U1519C-24R-4-A,0,66,617.92,618.58,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,,,planar lamination,,,,,,,,Mudstone with interbedded silt to sand layers at 21 cm.,,,,375,U1519,C,24,R,4,A,
375-U1519C-24R-CC-A,0,9,618.7,618.79,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,,,,,,,,,,,"Mudstone with interbedded silt to sand layers at 21, 55, and 97 cm.",,,,375,U1519,C,24,R,CC,A,
375-U1519C-25R-1-A,0,50,623.6,624.1,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,parallel bedding,,,planar lamination,,,,,,,,"Mudstone with interbedded silt to sand layers at 8, 18, 31 and 50 cm.",,,,375,U1519,C,25,R,1,A,
375-U1519C-25R-2-A,0,55,624.22,624.77,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,parallel bedding,,,planar lamination,,,,,,,,"Mudstone with interbedded silt to sand layers at 8, 15, 28, 40 and 55 cm.",,,,375,U1519,C,25,R,2,A,
375-U1519C-25R-3-A,0,131,625.23,626.54,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,parallel bedding,,,planar lamination,,,,,,,,"Mudstone with interbedded silt to sand layers at 13, 39, 70, and 112 cm.",,,,375,U1519,C,25,R,3,A,
375-U1519C-25R-4-A,0,69,626.71,627.4,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,5GY 4/1 (dark greenish gray),,,,,,lithified,,,parallel bedding,,,planar lamination,,,,,,,,Convoluted mudstone bed with rounded to sub-rounded varigated mud clasts (< 2 cm in size) and shell fragments.,,,,375,U1519,C,25,R,4,A,
375-U1519C-26R-1-A,0,73,633.2,633.93,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,parallel bedding,,,,,,,,,,,Mudstone with very fine sand distributed throughout and defining a rough bedding. Rounded mud clast at 56-60 cm seems to ductily deform a sand-rich domain with parallel bedding.,,,,375,U1519,C,26,R,1,A,
375-U1519C-26R-2-A,0,88,634.27,635.15,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,,,,,,,,,,,Mudstone with rounded to sub-rounded varigated mud clasts (< 1 cm in size) and shell fragments.,,,,375,U1519,C,26,R,2,A,
375-U1519C-26R-2-A,108,133,635.35,635.6,,,alternating sandstone and mudstone,,alternating sandstone and mudstone,alternating sandstone and mudstone,alternating sandstone and mudstone,5GY 4/1 (dark greenish gray),,,,,,lithified,,,,,,,,,,,,,,Mudstone with rounded to sub-rounded varigated mud clasts (< 1 cm in size) and shell fragments.,,,,375,U1519,C,26,R,2,A,
