Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data
353-U1445A-9H-7-A,69,90,81.3,81.51,,,clay,,clay,clay,clay,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-9H-7-A,90,94,81.51,81.55,,silty,sand,,silty sand,silty sand,sand,,white,5Y 8/1 (white),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-9H-7-A,94,102,81.55,81.63,,,clay,,clay,clay,clay,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-9H-7-A,102,104,81.63,81.65,,silty,sand,,silty sand,silty sand,sand,,green,5Y 5/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-9H-7-A,104,108,81.65,81.69,,,clay,,clay,clay,clay,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-9H-7-A,108,110,81.69,81.71,,silty,sand,,silty sand,silty sand,sand,,green,5Y 5/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-9H-7-A,110,121,81.71,81.82,,,clay,,clay,clay,clay,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-9H-7-A,121,123,81.82,81.84,,silty,sand,,silty sand,silty sand,sand,,green,5Y 5/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-9H-7-A,123,133,81.84,81.94,,,clay,,clay,clay,clay,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-9H-7-A,133,134.5,81.94,81.955,,silty,sand,,silty sand,silty sand,sand,,green,5Y 5/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-9H-7-A,134.5,150,81.955,82.11,,,clay,,clay,clay,clay,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-9H-8-A,0,12,82.11,82.23,,,clay,,clay,clay,clay,,light gray,5Y 7/1 (light gray),,,,,,,,,,,,,,,,
353-U1445A-9H-8-A,12,19,82.23,82.3,,,clay,,clay,clay,clay,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-9H-8-A,19,25,82.3,82.36,,silty,sand,,silty sand,silty sand,sand,,green,5Y 5/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-9H-8-A,25,67,82.36,82.78,,,clay,,clay,clay,clay,,light gray,5Y 7/1 (light gray),,,,,,,,,,,,,,,,
353-U1445A-9H-8-A,67,107,82.78,83.18,,,clay,,clay,clay,clay,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-9H-CC-A,0,50,83.18,83.68,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-10H-1-A,0,116,82.9,84.06,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-10H-2-A,0,141,84.06,85.47,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-10H-3-A,0,124,85.47,86.71,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-10H-3-A,124,133,86.71,86.8,,silty,sand,,silty sand,silty sand,sand,,green,5Y 5/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-10H-3-A,133,141,86.8,86.88,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-10H-4-A,0,44,86.88,87.32,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-10H-4-A,44,50,87.32,87.38,,silty,sand,,silty sand,silty sand,sand,,green,5Y 5/2 (olive gray),,,,thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-10H-4-A,50,122.5,87.38,88.105,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-10H-4-A,122.5,124,88.105,88.12,,silty,sand,,silty sand,silty sand,sand,,green,5Y 5/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-10H-4-A,124,146,88.12,88.34,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-10H-5-A,0,148,88.34,89.82,,,clay,,clay,clay,clay,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-10H-6-A,0,14.5,89.82,89.965,,,clay,,clay,clay,clay,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-10H-6-A,14.5,15.5,89.965,89.975,,silty,sand,,silty sand,silty sand,sand,,green,5Y 5/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-10H-6-A,15.5,41.5,89.975,90.235,,,clay,,clay,clay,clay,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-10H-6-A,41.5,42,90.235,90.24,,silty,sand,,silty sand,silty sand,sand,,green,5Y 5/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-10H-6-A,42,151,90.24,91.33,,,clay,,clay,clay,clay,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-10H-7-A,0,106,91.33,92.39,,,clay,,clay,clay,clay,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-10H-CC-A,0,23,92.39,92.62,,,clay,,clay,clay,clay,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-11H-1-A,0,140,92.4,93.8,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations,,,
353-U1445A-11H-2-A,0,95,93.8,94.75,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations,,,
353-U1445A-11H-3-A,0,146,94.75,96.21,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations,,,
353-U1445A-11H-4-A,0,138,96.21,97.59,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations,,,
353-U1445A-11H-5-A,0,109,97.59,98.68,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations,,,
353-U1445A-11H-6-A,0,20,98.68,98.88,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/10Y (dark greenish gray),gradational,,,,,,,,mottling,,,,Very faint color variations,,,
353-U1445A-11H-6-A,20,142,98.88,100.1,,clayey,calcareous ooze,,clayey calcareous ooze,clayey calcareous ooze,calcareous ooze,,light gray,5Y 6/2 (light olive gray),,,,,,,,,mottling,,,,Rapid color fluctuations between white (2.5Y 8/2) and light gray (5Y 6/2),,,
353-U1445A-11H-7-A,0,10,100.15,100.25,,clayey,calcareous ooze,,clayey calcareous ooze,clayey calcareous ooze,calcareous ooze,,light gray,5Y 6/2 (light olive gray),,,,,,,,,mottling,,,,,,,
353-U1445A-11H-7-A,25,26,100.4,100.41,,authigenic carbonate rich,silt,,authigenic carbonate rich silt,authigenic carbonate rich silt,silt,,white,2.5Y 8/2 (pale yellow),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,Turbidite appears to be diagenetically altered,,,
353-U1445A-11H-7-A,26,55,100.41,100.7,,clayey,calcareous ooze,,clayey calcareous ooze,clayey calcareous ooze,calcareous ooze,,light gray,5Y 6/2 (light olive gray),,,,,,,,,mottling,,,,,,,
353-U1445A-11H-7-A,55,56,100.7,100.71,,authigenic carbonate rich,silt,,authigenic carbonate rich silt,authigenic carbonate rich silt,silt,,white,2.5Y 8/2 (pale yellow),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,Turbidite appears to be diagenetically altered,,,
353-U1445A-11H-7-A,56,125,100.71,101.4,,clayey,calcareous ooze,,clayey calcareous ooze,clayey calcareous ooze,calcareous ooze,,light gray,5Y 6/2 (light olive gray),,,,,,,,,mottling,,,,,,,
353-U1445A-11H-CC-A,0,35,101.4,101.75,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,
353-U1445A-12H-1-A,0,13,101.9,102.03,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-12H-1-A,13,17,102.03,102.07,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,,,,,Turbidite,,,
353-U1445A-12H-1-A,17,45,102.07,102.35,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-12H-2-A,0,116,102.35,103.51,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Faint white coloration at 24-25 cm (well-sorted quartz),,,
353-U1445A-12H-3-A,0,142,103.51,104.93,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Faint white coloration at 19 cm (well-sorted quartz),,,
353-U1445A-12H-4-A,0,150,104.93,106.43,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,"Thin, wispy, white colored band at 47-48 cm (well-sorted quartz). Lighter green and darker green blebs visible throughout.",,,
353-U1445A-12H-5-A,0,141,106.43,107.84,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Lighter and darker green blebs visible throughout.,,,
353-U1445A-12H-6-A,0,150,107.84,109.34,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,"Thin, white colored band at 132.5 cm (well-sorted quartz). Lighter green blebs visible throughout.",,,
353-U1445A-12H-7-A,0,150,109.34,110.84,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,"Thin, white colored band at 132.5 cm. Lighter green blebs visible throughout.",,,
353-U1445A-12H-8-A,0,125,110.85,112.1,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,"Thin, white colored band at 132.5 cm. Lighter green blebs visible throughout.",,,
353-U1445A-12H-CC-A,0,13,112.1,112.23,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,"Thin, white colored band at 132.5 cm. Lighter green blebs visible throughout.",,,
353-U1445A-13H-1-A,0,17,111.4,111.57,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/10Y (dark greenish gray),erosive,,,,,,,,mottling,,,,,,,
353-U1445A-13H-1-A,17,20,111.57,111.6,,foraminifer rich,silt,,foraminifer rich silt,foraminifer rich silt,silt,,light gray,5Y 5/2 (olive gray),planar,sharp,,thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-13H-1-A,20,132,111.6,112.72,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,
353-U1445A-13H-2-A,0,148,112.72,114.2,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),erosive,,,,,,,,mottling,,,,,,,
353-U1445A-13H-2-A,131,132,114.03,114.04,,foraminifer rich,silt,,foraminifer rich silt,foraminifer rich silt,silt,,light gray,5Y 5/2 (olive gray),planar,sharp,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-13H-2-A,132,148,114.04,114.2,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,
353-U1445A-13H-3-A,0,33,114.2,114.53,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),erosive,,,,,,,,mottling,,,,,,,
353-U1445A-13H-3-A,33,34,114.53,114.54,,foraminifer rich,silt,,foraminifer rich silt,foraminifer rich silt,silt,,light gray,5Y 5/2 (olive gray),planar,sharp,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-13H-3-A,34,86,114.54,115.06,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),erosive,,,,,,,,mottling,,,,,,,
353-U1445A-13H-3-A,86,89,115.06,115.09,,foraminifer rich,silt,,foraminifer rich silt,foraminifer rich silt,silt,,light gray,5Y 5/2 (olive gray),planar,sharp,,thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-13H-3-A,89,98,115.09,115.18,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),erosive,,,,,,,,mottling,,,,,,,
353-U1445A-13H-3-A,98,99,115.18,115.19,,foraminifer rich,silt,,foraminifer rich silt,foraminifer rich silt,silt,,light gray,5Y 5/2 (olive gray),planar,sharp,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-13H-3-A,99,135,115.19,115.55,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),erosive,,,,,,,,mottling,,,,,,,
353-U1445A-13H-3-A,135,137,115.55,115.57,,foraminifer rich,silt,,foraminifer rich silt,foraminifer rich silt,silt,,light gray,5Y 5/2 (olive gray),planar,sharp,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-13H-3-A,137,142,115.57,115.62,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),erosive,,,,,,,,mottling,,,,,,,
353-U1445A-13H-4-A,0,121,115.62,116.83,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),erosive,,,,,,,,mottling,,,,,,,
353-U1445A-13H-4-A,121,122,116.83,116.84,,foraminifer rich,silt,,foraminifer rich silt,foraminifer rich silt,silt,,light gray,5Y 5/2 (olive gray),planar,sharp,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-13H-4-A,122,150,116.84,117.12,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,
353-U1445A-13H-5-A,0,151,117.13,118.64,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,
353-U1445A-13H-6-A,0,150,118.64,120.14,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,
353-U1445A-13H-7-A,0,98,120.14,121.12,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,
353-U1445A-13H-CC-A,0,31,121.12,121.43,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,
353-U1445A-14H-1-A,0,15,120.9,121.05,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,
353-U1445A-14H-2-A,0,150,121.05,122.55,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,
353-U1445A-14H-3-A,0,150,122.55,124.05,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,
353-U1445A-14H-4-A,0,35,124.06,124.41,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,
353-U1445A-14H-4-A,35,36,124.41,124.42,,,silt,,silt,silt,silt,,light gray,5Y 7/1 (light gray),,,,very thick bed,normally graded,,,,,Turbidite,,,Quartz-dominated silt with mica and pyrite,,,
353-U1445A-14H-4-A,36,150,124.42,125.56,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,
353-U1445A-14H-5-A,0,150,125.57,127.07,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,
353-U1445A-14H-6-A,0,150,127.07,128.57,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,
353-U1445A-14H-7-A,0,145,128.58,130.03,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,
353-U1445A-14H-8-A,0,88,130.09,130.97,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,
353-U1445A-14H-CC-A,0,22,130.97,131.19,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,
353-U1445A-15H-1-A,0,151,130.4,131.91,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark gray,GLEY 1 4/N (dark gray),,,,,,,,,mottling,,,,Green glauconite-rich band at 60 cm,,,
353-U1445A-15H-2-A,0,155,131.91,133.46,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark gray,GLEY 1 4/N (dark gray),,,,,,,,,mottling,,,,Faint color gradation from top (lighter) to bottom (darker),,,
353-U1445A-15H-3-A,0,28,133.46,133.74,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark gray,GLEY 1 4/10Y (dark greenish gray),erosive,,,,,,,,mottling,,,,Faint color variations,,,
353-U1445A-15H-3-A,28,30,133.74,133.76,,foraminifer rich,silt,with clay,foraminifer rich silt,foraminifer rich silt with clay,silt with clay,,gray,5Y 4/2 (olive gray),irregular,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-15H-3-A,30,153,133.76,134.99,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Faint color variations,,,
353-U1445A-15H-4-A,0,145,134.99,136.44,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark gray,GLEY 1 4/N (dark gray),,,,,,,,,mottling,,,,Faint color variations,,,
353-U1445A-15H-5-A,0,122,136.44,137.66,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark gray,GLEY 1 4/N (dark gray),erosive,,,,,,,,mottling,,,,"Faint color variations. Thin, wispy whit band at 78 cm",,,
353-U1445A-15H-5-A,122,123,137.66,137.67,,foraminifer rich,silt,with clay,foraminifer rich silt,foraminifer rich silt with clay,silt with clay,,gray,5Y 4/2 (olive gray),irregular,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-15H-5-A,123,145,137.67,137.89,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark gray,GLEY 1 4/N (dark gray),,,,,,,,,mottling,,,,"Faint color variations. Thin, wispy whit band at 78 cm",,,
353-U1445A-15H-6-A,0,130,137.89,139.19,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark gray,GLEY 1 4/N (dark gray),erosive,,,,,,,,mottling,,,,"White, wispy band at 18 cm. Faint color variations throughout section.",,,
353-U1445A-15H-6-A,130,132,139.19,139.21,,foraminifer rich,silt,with clay,foraminifer rich silt,foraminifer rich silt with clay,silt with clay,,gray,5Y 4/2 (olive gray),irregular,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-15H-6-A,132,147,139.21,139.36,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark gray,GLEY 1 4/N (dark gray),,,,,,,,,mottling,,,,"White, wispy band at 18 cm. Faint color variations throughout section.",,,
353-U1445A-15H-7-A,0,98,139.36,140.34,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark gray,GLEY 1 4/N (dark gray),,,,,,,,,mottling,,,,Faint color variations,,,
353-U1445A-15H-CC-A,0,24,140.34,140.58,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark gray,GLEY 1 4/N (dark gray),,,,,,,,,mottling,,,,Faint color variations,,,
353-U1445A-16H-1-A,0,88,139.9,140.78,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),erosive,,,,,,,,mottling,,,,,,,
353-U1445A-16H-1-A,88,90,140.78,140.8,,foraminifer rich,silt,,foraminifer rich silt,foraminifer rich silt,silt,,gray,2.5Y 3/2 (very dark grayish brown),irregular,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-16H-1-A,90,126,140.8,141.16,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,
353-U1445A-16H-2-A,0,119,141.16,142.35,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),erosive,,,,,,,,mottling,,,,,,,
353-U1445A-16H-2-A,96,104,142.12,142.2,,foraminifer rich,silt,,foraminifer rich silt,foraminifer rich silt,silt,,gray,2.5Y 3/1 (very dark gray),irregular,,,thin bed,normally graded,,,,mottling,,,,,,,
353-U1445A-16H-2-A,104,119,142.2,142.35,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,
353-U1445A-16H-3-A,0,29,142.35,142.64,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,
353-U1445A-16H-3-A,29,31,142.64,142.66,,foraminifer rich,silt,,foraminifer rich silt,foraminifer rich silt,silt,,gray,2.5Y 3/1 (very dark gray),irregular,,,very thin bed,normally graded,,,,mottling,,,,,,,
353-U1445A-16H-3-A,31,139,142.66,143.74,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,
353-U1445A-16H-4-A,0,2,143.74,143.76,,foraminifer rich,silt,,foraminifer rich silt,foraminifer rich silt,silt,,gray,2.5Y 3/1 (very dark gray),irregular,,,very thin bed,normally graded,,,,mottling,,,,,,,
353-U1445A-16H-4-A,2,51,143.76,144.25,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,
353-U1445A-16H-4-A,51,54,144.25,144.28,,foraminifer rich,silt,,foraminifer rich silt,foraminifer rich silt,silt,,gray,2.5Y 3/1 (very dark gray),irregular,,,thin bed,normally graded,,,,mottling,,,,,,,
353-U1445A-16H-4-A,54,142,144.28,145.16,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,
353-U1445A-16H-5-A,0,132,145.16,146.48,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,
353-U1445A-16H-6-A,0,143,146.48,147.91,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,
353-U1445A-16H-7-A,0,109,147.91,149,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark gray,GLEY 1 4/N (dark gray),,,,,,,,,mottling,,,,,,,
353-U1445A-16H-8-A,0,64,149,149.64,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark gray,GLEY 1 4/N (dark gray),,,,,,,,,mottling,,,,,,,
353-U1445A-16H-CC-A,0,15,149.64,149.79,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark gray,GLEY 1 4/N (dark gray),,,,,,,,,mottling,,,,,,,
353-U1445A-17H-1-A,0,150,149.4,150.9,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,
353-U1445A-17H-2-A,0,150,150.9,152.4,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,
353-U1445A-17H-3-A,0,96,152.4,153.36,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 3/10Y (very dark greenish gray),erosive,,,,,,,,mottling,,,,,,,
353-U1445A-17H-3-A,96,99,153.36,153.39,,foraminifer rich,sand,with glauconite,foraminifer rich silt,foraminifer rich silt with glauconite,silt with glauconite,,gray,2.5Y 3/1 (very dark gray),irregular,,,thin bed,normally graded,,,,,,,,,,,
353-U1445A-17H-3-A,99,151,153.39,153.91,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,
