Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links
350-U1436A-6H-1-A,350,U1436,A,6,6-1,H,1,A,34,52,35.64,35.82,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-6H-1-A,350,U1436,A,6,6-1,H,1,A,52,53,35.82,35.83,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,vitric [2014],,,,,,,,,pumice [2014],,,,,,,,,,,,,,,,,,,
350-U1436A-6H-1-A,350,U1436,A,6,6-1,H,1,A,53,91,35.83,36.21,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-6H-1-A,350,U1436,A,6,6-1,H,1,A,91,94,36.21,36.24,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-6H-1-A,350,U1436,A,6,6-1,H,1,A,94,101,36.24,36.31,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-6H-1-A,350,U1436,A,6,6-1,H,1,A,101,102,36.31,36.32,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-6H-1-A,350,U1436,A,6,6-1,H,1,A,102,124,36.32,36.54,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-6H-1-A,350,U1436,A,6,6-1,H,1,A,124,125,36.54,36.55,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,vitric [2014],crystal [2014],,,,,,,,pumice [2014],,,,,,,,,,,,,,,,,,,
350-U1436A-6H-1-A,350,U1436,A,6,6-1,H,1,A,125,145,36.55,36.75,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-6H-2-A,350,U1436,A,6,6-2,H,2,A,0,5,36.8,36.85,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-6H-2-A,350,U1436,A,6,6-2,H,2,A,5,8,36.85,36.88,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-6H-2-A,350,U1436,A,6,6-2,H,2,A,8,24,36.88,37.04,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-6H-2-A,350,U1436,A,6,6-2,H,2,A,24,28,37.04,37.08,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-6H-2-A,350,U1436,A,6,6-2,H,2,A,28,38,37.08,37.18,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-6H-2-A,350,U1436,A,6,6-2,H,2,A,38,43,37.18,37.23,I,,,,"clast-supported, polymictic, mafic [2014]",lapilli-ash [2014],,"clast-supported, polymictic, mafic lapilli-ash","clast-supported, polymictic, mafic lapilli-ash",lapilli-ash,,,,,,,,,,,,,,,,,,,,,vitric [2014],crystal [2014],,,,,,,,pumice [2014],,scoria [2014],,,,quartz,,feldspar,,hornblende,,,,,,,,,
350-U1436A-6H-2-A,350,U1436,A,6,6-2,H,2,A,43,65,37.23,37.45,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-6H-2-A,350,U1436,A,6,6-2,H,2,A,65,71,37.45,37.51,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,vitric [2014],crystal [2014],,,,,,,,shards,,,,,,quartz,,,,,,,,,,,,,
350-U1436A-6H-2-A,350,U1436,A,6,6-2,H,2,A,71,110,37.51,37.9,I,,,,tuffaceous,mud,,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-6H-3-A,350,U1436,A,6,6-3,H,3,A,0,8,38.3,38.38,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-6H-3-A,350,U1436,A,6,6-3,H,3,A,8,31,38.38,38.61,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-6H-3-A,350,U1436,A,6,6-3,H,3,A,31,39,38.61,38.69,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-6H-3-A,350,U1436,A,6,6-3,H,3,A,39,75,38.69,39.05,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-6H-3-A,350,U1436,A,6,6-3,H,3,A,75,79,39.05,39.09,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],lithic matrix [2014],,,,,
350-U1436A-6H-3-A,350,U1436,A,6,6-3,H,3,A,79,118,39.09,39.48,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,
350-U1436A-6H-3-A,350,U1436,A,6,6-3,H,3,A,118,145,39.48,39.75,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-6H-4-A,350,U1436,A,6,6-4,H,4,A,0,128,39.75,41.03,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-6H-5-A,350,U1436,A,6,6-5,H,5,A,0,150,41.03,42.53,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-6H-6-A,350,U1436,A,6,6-6,H,6,A,0,117,42.53,43.7,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-6H-CC-A,350,U1436,A,6,6-CC,H,CC,A,0,17,43.7,43.87,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-7H-1-A,350,U1436,A,7,7-1,H,1,A,0,26,43.9,44.16,I,,,,"clast-supported, polymictic, mafic [2014]",lapilli-ash [2014],,"clast-supported, polymictic, mafic lapilli-ash","clast-supported, polymictic, mafic lapilli-ash",lapilli-ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-7H-1-A,350,U1436,A,7,7-1,H,1,A,26,71,44.16,44.61,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-7H-2-A,350,U1436,A,7,7-2,H,2,A,0,37,44.61,44.98,I,,,,"clast-supported, polymictic, evolved [2014]",lapilli-ash [2014],,"clast-supported, polymictic, evolved lapilli-ash","clast-supported, polymictic, evolved lapilli-ash",lapilli-ash,,,,,,,,,,,,,,,,,,,,,vitric [2014],lithic [2014],,"volcanic, mafic [2014]",angular,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,,,,,,,
350-U1436A-7H-2-A,350,U1436,A,7,7-2,H,2,A,37,74,44.98,45.35,I,,,,"clast-supported, polymictic, evolved [2014]",lapilli [2014],,"clast-supported, polymictic, evolved lapilli","clast-supported, polymictic, evolved lapilli",lapilli,,,,,,,,,,,,,,,,,,,,,vitric [2014],lithic [2014],,"volcanic, mafic [2014]",angular,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,,,,,,,
350-U1436A-7H-2-A,350,U1436,A,7,7-2,H,2,A,74,128,45.35,45.89,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-7H-2-A,350,U1436,A,7,7-2,H,2,A,128,145,45.89,46.06,I,,,,,mud [2014],with foraminifera,mud,mud with foraminifera,mud with foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-7H-3-A,350,U1436,A,7,7-3,H,3,A,0,25,46.11,46.36,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-7H-3-A,350,U1436,A,7,7-3,H,3,A,25,34,46.36,46.45,I,,,,evolved,lapilli-ash [2014],,evolved lapilli-ash,evolved lapilli-ash,lapilli-ash,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-7H-3-A,350,U1436,A,7,7-3,H,3,A,34,41,46.45,46.52,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-7H-3-A,350,U1436,A,7,7-3,H,3,A,41,48,46.52,46.59,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-7H-3-A,350,U1436,A,7,7-3,H,3,A,48,88,46.59,46.99,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-7H-3-A,350,U1436,A,7,7-3,H,3,A,88,90,46.99,47.01,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-7H-3-A,350,U1436,A,7,7-3,H,3,A,90,94,47.01,47.05,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-7H-3-A,350,U1436,A,7,7-3,H,3,A,94,95,47.05,47.06,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-7H-3-A,350,U1436,A,7,7-3,H,3,A,95,110,47.06,47.21,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-7H-4-A,350,U1436,A,7,7-4,H,4,A,0,10,47.61,47.71,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-7H-4-A,350,U1436,A,7,7-4,H,4,A,10,18,47.71,47.79,I,,,,mafic,ash [2014],with foraminifera,mafic ash,mafic ash with foraminifera,ash with foraminifera,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-7H-4-A,350,U1436,A,7,7-4,H,4,A,18,26,47.79,47.87,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-7H-4-A,350,U1436,A,7,7-4,H,4,A,26,42,47.87,48.03,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-7H-4-A,350,U1436,A,7,7-4,H,4,A,42,124,48.03,48.85,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-7H-4-A,350,U1436,A,7,7-4,H,4,A,124,127,48.85,48.88,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,,,,,,,ash pod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-7H-4-A,350,U1436,A,7,7-4,H,4,A,127,151,48.88,49.12,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-7H-5-A,350,U1436,A,7,7-5,H,5,A,0,110,49.12,50.22,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-7H-CC-A,350,U1436,A,7,7-CC,H,CC,A,0,14,50.22,50.36,I,,,,mafic,ash [2014],with mud,mafic ash,mafic ash with mud,ash with mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,
350-U1436A-8H-1-A,350,U1436,A,8,8-1,H,1,A,0,118,50.4,51.58,I,,,,mafic,ash [2014],with foraminifera,mafic ash,mafic ash with foraminifera,ash with foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,
350-U1436A-8H-2-A,350,U1436,A,8,8-2,H,2,A,0,108,51.58,52.66,I,,,,mafic,ash [2014],with foraminifera,mafic ash,mafic ash with foraminifera,ash with foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,
350-U1436A-8H-2-A,350,U1436,A,8,8-2,H,2,A,108,140,52.66,52.98,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-8H-3-A,350,U1436,A,8,8-3,H,3,A,0,49,52.98,53.47,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-8H-3-A,350,U1436,A,8,8-3,H,3,A,49,64,53.47,53.62,I,,,,mafic,ash [2014],with foraminifera,mafic ash,mafic ash with foraminifera,ash with foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,
350-U1436A-8H-3-A,350,U1436,A,8,8-3,H,3,A,64,69,53.62,53.67,I,,,,mafic,ash [2014],with mud,mafic ash,mafic ash with mud,ash with mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-8H-3-A,350,U1436,A,8,8-3,H,3,A,69,87,53.67,53.85,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-8H-3-A,350,U1436,A,8,8-3,H,3,A,87,90,53.85,53.88,I,,,,mafic,ash [2014],with mud,mafic ash,mafic ash with mud,ash with mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-8H-3-A,350,U1436,A,8,8-3,H,3,A,90,97,53.88,53.95,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-8H-3-A,350,U1436,A,8,8-3,H,3,A,97,103,53.95,54.01,I,,,,mafic,ash [2014],with mud,mafic ash,mafic ash with mud,ash with mud,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-8H-3-A,350,U1436,A,8,8-3,H,3,A,103,108,54.01,54.06,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-9H-1-A,350,U1436,A,9,9-1,H,1,A,0,144,54.1,55.54,I,,,,"clast-supported, polymictic, mafic [2014]",lapilli [2014],,"clast-supported, polymictic, mafic lapilli","clast-supported, polymictic, mafic lapilli",lapilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-9H-2-A,350,U1436,A,9,9-2,H,2,A,0,52,55.54,56.06,I,,,,"clast-supported, polymictic, mafic [2014]",lapilli [2014],,"clast-supported, polymictic, mafic lapilli","clast-supported, polymictic, mafic lapilli",lapilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-9H-2-A,350,U1436,A,9,9-2,H,2,A,52,76,56.06,56.3,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-9H-2-A,350,U1436,A,9,9-2,H,2,A,76,84,56.3,56.38,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-9H-2-A,350,U1436,A,9,9-2,H,2,A,84,93,56.38,56.47,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-9H-2-A,350,U1436,A,9,9-2,H,2,A,93,97,56.47,56.51,I,,,,mafic,ash [2014],with mud,mafic ash,mafic ash with mud,ash with mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-9H-2-A,350,U1436,A,9,9-2,H,2,A,97,101,56.51,56.55,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-9H-3-A,350,U1436,A,9,9-3,H,3,A,0,8,56.55,56.63,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-9H-3-A,350,U1436,A,9,9-3,H,3,A,8,11,56.63,56.66,I,,,,,ash [2014],,ash,ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-9H-3-A,350,U1436,A,9,9-3,H,3,A,11,25,56.66,56.8,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-9H-3-A,350,U1436,A,9,9-3,H,3,A,25,42,56.8,56.97,I,,,,mafic,ash [2014],with mud,mafic ash,mafic ash with mud,ash with mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-9H-3-A,350,U1436,A,9,9-3,H,3,A,42,74,56.97,57.29,I,,,,evolved,lapilli-ash [2014],,evolved lapilli-ash,evolved lapilli-ash,lapilli-ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-9H-4-A,350,U1436,A,9,9-4,H,4,A,0,57,57.29,57.86,I,,,,evolved,lapilli-ash [2014],,evolved lapilli-ash,evolved lapilli-ash,lapilli-ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-9H-4-A,350,U1436,A,9,9-4,H,4,A,57,62,57.86,57.91,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-9H-4-A,350,U1436,A,9,9-4,H,4,A,62,71,57.91,58,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-9H-4-A,350,U1436,A,9,9-4,H,4,A,71,86,58,58.15,I,,,,"matrix-supported, polymictic, mafic [2014]",lapilli-ash [2014],with pumice,"matrix-supported, polymictic, mafic lapilli-ash","matrix-supported, polymictic, mafic lapilli-ash with pumice",lapilli-ash with pumice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pumice [2014],,,,,,,,,,,,,,,,,,,
350-U1436A-9H-4-A,350,U1436,A,9,9-4,H,4,A,86,98,58.15,58.27,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-9H-4-A,350,U1436,A,9,9-4,H,4,A,98,152,58.27,58.81,I,,,,"matrix-supported, polymictic, mafic [2014]",lapilli-ash [2014],with pumice,"matrix-supported, polymictic, mafic lapilli-ash","matrix-supported, polymictic, mafic lapilli-ash with pumice",lapilli-ash with pumice,,,,,,,,,,,,,,reversely coarse-tail graded,,,,,,,,,,,,,,,,pumice [2014],,,,,,,,,,,,,,,,,,,
350-U1436A-9H-5-A,350,U1436,A,9,9-5,H,5,A,0,88,58.81,59.69,I,,,,"matrix-supported, polymictic, mafic [2014]",lapilli-ash [2014],with pumice,"matrix-supported, polymictic, mafic lapilli-ash","matrix-supported, polymictic, mafic lapilli-ash with pumice",lapilli-ash with pumice,,,,,,,,,,,,,,reversely coarse-tail graded,,,,,,,,,,,,,,,,pumice [2014],,,,,,,,,,,,,,,,,,,
350-U1436A-10F-1-A,350,U1436,A,10,10-1,F,1,A,0,149,59.7,61.19,I,,,,"clast-supported, polymictic, mafic [2014]",lapilli [2014],,"clast-supported, polymictic, mafic lapilli","clast-supported, polymictic, mafic lapilli",lapilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-10F-2-A,350,U1436,A,10,10-2,F,2,A,0,19,61.19,61.38,I,,,,"clast-supported, polymictic, mafic [2014]",lapilli [2014],,"clast-supported, polymictic, mafic lapilli","clast-supported, polymictic, mafic lapilli",lapilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-10F-2-A,350,U1436,A,10,10-2,F,2,A,19,23,61.38,61.42,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-10F-2-A,350,U1436,A,10,10-2,F,2,A,23,52,61.42,61.71,I,,,,mafic,ash [2014],with mud,mafic ash,mafic ash with mud,ash with mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-10F-2-A,350,U1436,A,10,10-2,F,2,A,52,66,61.71,61.85,I,,,,,ash [2014],with mud,ash,ash with mud,ash with mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-11F-1-A,350,U1436,A,11,11-1,F,1,A,0,49,62.2,62.69,I,,,,"clast-supported, polymictic, mafic [2014]",lapilli [2014],,"clast-supported, polymictic, mafic lapilli","clast-supported, polymictic, mafic lapilli",lapilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-12F-1-A,350,U1436,A,12,12-1,F,1,A,0,126,62.8,64.06,I,,,,"clast-supported, polymictic, mafic [2014]",lapilli [2014],,"clast-supported, polymictic, mafic lapilli","clast-supported, polymictic, mafic lapilli",lapilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-12F-1-A,350,U1436,A,12,12-1,F,1,A,126,150,64.06,64.3,I,,,,mafic,ash [2014],with foraminifera,mafic ash,mafic ash with foraminifera,ash with foraminifera,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
