Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
353-U1448A-9H-6-A,0,150,76.4,77.9,,foraminifer rich,clay,,foraminifer rich clay,foraminifer rich clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide) dots and nodules along the section.,,,,353,U1448,A,9,H,6,A,
353-U1448A-9H-7-A,0,61,77.9,78.51,,foraminifer rich,clay,,foraminifer rich clay,foraminifer rich clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide) dots and nodules along the section.,,,,353,U1448,A,9,H,7,A,
353-U1448A-9H-CC-A,0,30,78.51,78.81,,foraminifer rich,clay,,foraminifer rich clay,foraminifer rich clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide) dots and nodules along the section.,,,,353,U1448,A,9,H,CC,A,
353-U1448A-10H-1-A,0,150,78.4,79.9,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide) dots and nodules along the section.,,,,353,U1448,A,10,H,1,A,
353-U1448A-10H-2-A,0,150,79.9,81.4,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide) dots and nodules along the section.,,,,353,U1448,A,10,H,2,A,
353-U1448A-10H-3-A,0,150,81.4,82.9,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,"Some pyritzed wood fragments, small dark gray (sulphide) dots and nodules along the section.",,,,353,U1448,A,10,H,3,A,
353-U1448A-10H-4-A,0,150,82.9,84.4,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,"Some pyritzed wood fragments, small dark gray (sulphide) dots and nodules along the section.",,,,353,U1448,A,10,H,4,A,
353-U1448A-10H-5-A,0,150,84.4,85.9,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide) dots and nodules along the section.,,,,353,U1448,A,10,H,5,A,
353-U1448A-10H-6-A,0,150,85.9,87.4,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide) dots and nodules along the section.,,,,353,U1448,A,10,H,6,A,
353-U1448A-10H-7-A,0,65,87.4,88.05,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide) dots and nodules along the section.,,,,353,U1448,A,10,H,7,A,
353-U1448A-10H-CC-A,0,29,88.05,88.34,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide) dots and nodules along the section.,,,,353,U1448,A,10,H,CC,A,
353-U1448A-11H-1-A,0,150,87.9,89.4,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,11,H,1,A,
353-U1448A-11H-2-A,0,150,89.4,90.9,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,11,H,2,A,
353-U1448A-11H-3-A,0,150,90.9,92.4,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,11,H,3,A,
353-U1448A-11H-4-A,0,150,92.4,93.9,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,11,H,4,A,
353-U1448A-11H-5-A,0,150,93.9,95.4,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,11,H,5,A,
353-U1448A-11H-6-A,0,140,95.4,96.8,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,11,H,6,A,
353-U1448A-11H-7-A,0,71,96.8,97.51,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,11,H,7,A,
353-U1448A-11H-CC-A,0,26,97.51,97.77,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,11,H,CC,A,
353-U1448A-12H-1-A,0,151,97.4,98.91,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,12,H,1,A,
353-U1448A-12H-2-A,0,142,98.91,100.33,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,12,H,2,A,
353-U1448A-12H-3-A,0,142,100.33,101.75,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,12,H,3,A,
353-U1448A-12H-4-A,0,141,101.75,103.16,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,12,H,4,A,
353-U1448A-12H-5-A,0,142,103.16,104.58,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,12,H,5,A,
353-U1448A-12H-6-A,0,150,104.58,106.08,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,12,H,6,A,
353-U1448A-12H-7-A,0,103,106.08,107.11,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,12,H,7,A,
353-U1448A-12H-CC-A,0,13,107.11,107.24,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,12,H,CC,A,
353-U1448A-13H-1-A,0,151,106.9,108.41,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,13,H,1,A,
353-U1448A-13H-2-A,0,144,108.41,109.85,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,13,H,2,A,
353-U1448A-13H-3-A,0,142,109.85,111.27,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,13,H,3,A,
353-U1448A-13H-4-A,0,142,111.27,112.69,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,13,H,4,A,
353-U1448A-13H-5-A,0,142,112.69,114.11,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,13,H,5,A,
353-U1448A-13H-6-A,0,150,114.11,115.61,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,13,H,6,A,
353-U1448A-13H-7-A,0,34,115.61,115.95,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,13,H,7,A,
353-U1448A-13H-7-A,34,37,115.95,115.98,,,volcanic ash,,volcanic ash,volcanic ash,volcanic ash,,light gray,5Y 7/2 (light gray),,,,,,,,,,,,,,,,,353,U1448,A,13,H,7,A,
353-U1448A-13H-7-A,37,96,115.98,116.57,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,13,H,7,A,
353-U1448A-14H-1-A,0,142,116.4,117.82,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,14,H,1,A,
353-U1448A-14H-2-A,0,147,117.82,119.29,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,14,H,2,A,
353-U1448A-14H-3-A,0,142,119.29,120.71,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,14,H,3,A,
353-U1448A-14H-4-A,0,142,120.71,122.13,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,14,H,4,A,
353-U1448A-14H-5-A,0,144,122.13,123.57,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,14,H,5,A,
353-U1448A-14H-6-A,0,150,123.57,125.07,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,14,H,6,A,
353-U1448A-14H-7-A,0,113,125.07,126.2,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,14,H,7,A,
353-U1448A-14H-CC-A,0,28,126.2,126.48,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,14,H,CC,A,
353-U1448A-15H-1-A,0,142,125.9,127.32,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,15,H,1,A,
353-U1448A-15H-2-A,0,141,127.32,128.73,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,15,H,2,A,
353-U1448A-15H-3-A,0,141,128.73,130.14,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,15,H,3,A,
353-U1448A-15H-4-A,0,142,130.14,131.56,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,15,H,4,A,
353-U1448A-15H-5-A,0,142,131.56,132.98,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,15,H,5,A,
353-U1448A-15H-6-A,0,146,132.98,134.44,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,15,H,6,A,
353-U1448A-15H-6-A,0,150,132.98,134.48,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,15,H,6,A,
353-U1448A-15H-7-A,0,110,134.48,135.58,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,15,H,7,A,
353-U1448A-15H-CC-A,0,7,135.58,135.65,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,15,H,CC,A,
353-U1448A-16H-1-A,0,151,135.4,136.91,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,16,H,1,A,
353-U1448A-16H-2-A,0,150,136.91,138.41,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,16,H,2,A,
353-U1448A-16H-3-A,0,152,138.41,139.93,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,16,H,3,A,
353-U1448A-16H-4-A,0,144,139.93,141.37,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,16,H,4,A,
353-U1448A-16H-5-A,0,144,141.37,142.81,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,16,H,5,A,
353-U1448A-16H-6-A,0,152,142.81,144.33,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,increase in quartz content,,,,353,U1448,A,16,H,6,A,
353-U1448A-16H-7-A,0,88,144.33,145.21,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,16,H,7,A,
353-U1448A-16H-CC-A,0,20,145.21,145.41,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,16,H,CC,A,
353-U1448A-17H-1-A,0,151,144.9,146.41,,,clay,,clay,clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,17,H,1,A,
353-U1448A-17H-2-A,0,154,146.41,147.95,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,17,H,2,A,
353-U1448A-17H-3-A,0,152,147.95,149.47,,,clay,,clay,clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,17,H,3,A,
353-U1448A-17H-4-A,0,146,149.47,150.93,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,17,H,4,A,
353-U1448A-17H-5-A,0,143,150.93,152.36,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,17,H,5,A,
353-U1448A-17H-6-A,0,151,152.36,153.87,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,17,H,6,A,
353-U1448A-17H-7-A,0,83,153.87,154.7,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,17,H,7,A,
353-U1448A-17H-CC-A,0,27,154.7,154.97,,,clay,,clay,clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,17,H,CC,A,
353-U1448A-18H-1-A,0,142,154.4,155.82,,,clay,,clay,clay,clay,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,"Nodules and flecks continue to persist through the core. The nodules contain pyrite, bioclastic carbonate and plant debris.",,,,353,U1448,A,18,H,1,A,
353-U1448A-18H-2-A,0,143,155.82,157.25,,,clay,,clay,clay,clay,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,18,H,2,A,
353-U1448A-18H-3-A,0,145,157.25,158.7,,,clay,,clay,clay,clay,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,18,H,3,A,
353-U1448A-18H-4-A,0,144,158.7,160.14,,,clay,,clay,clay,clay,,gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,18,H,4,A,
353-U1448A-18H-5-A,0,144,160.14,161.58,,,clay,,clay,clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,18,H,5,A,
353-U1448A-18H-6-A,0,142,161.58,163,,,clay,,clay,clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,18,H,6,A,
353-U1448A-18H-7-A,0,120,163,164.2,,,clay,,clay,clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,18,H,7,A,
353-U1448A-18H-CC-A,0,19,164.2,164.39,,,clay,,clay,clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,18,H,CC,A,
353-U1448A-19H-1-A,0,150,163.9,165.4,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,19,H,1,A,
353-U1448A-19H-2-A,0,151,165.4,166.91,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,19,H,2,A,
353-U1448A-19H-3-A,0,151,166.91,168.42,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,19,H,3,A,
353-U1448A-19H-4-A,0,144,168.42,169.86,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,19,H,4,A,
353-U1448A-19H-5-A,0,144,169.86,171.3,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,19,H,5,A,
353-U1448A-19H-6-A,0,146,171.3,172.76,,,clay,with silt,clay,clay with silt,clay with silt,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,19,H,6,A,
353-U1448A-19H-7-A,0,72,172.82,173.54,,,clay,with silt,clay,clay with silt,clay with silt,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,19,H,7,A,
353-U1448A-19H-CC-A,0,13,173.54,173.67,,,clay,with silt,clay,clay with silt,clay with silt,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,19,H,CC,A,
353-U1448A-20H-1-A,0,141,173.4,174.81,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,20,H,1,A,
353-U1448A-20H-2-A,0,141,174.81,176.22,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,20,H,2,A,
353-U1448A-20H-3-A,0,141,176.22,177.63,,,clay,,clay,clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,20,H,3,A,
353-U1448A-20H-4-A,0,142,177.63,179.05,,,clay,,clay,clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,20,H,4,A,
353-U1448A-20H-5-A,0,143,179.05,180.48,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,20,H,5,A,
353-U1448A-20H-6-A,0,42,180.48,180.9,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),erosive,,,,,,,,mottling,,,,,,,,353,U1448,A,20,H,6,A,
353-U1448A-20H-6-A,42,42.5,180.9,180.905,,bioclastic,silt,with sand,bioclastic silt,bioclastic silt with sand,silt with sand,,black,GLEY 1 2.5/N (black),bioturbated,,,very thin bed,,,,,,Turbidite,,,Very thin layer,,,,353,U1448,A,20,H,6,A,
353-U1448A-20H-6-A,42.5,145,180.905,181.93,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,20,H,6,A,
353-U1448A-20H-7-A,0,84,181.98,182.82,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,20,H,7,A,
353-U1448A-20H-CC-A,0,29,182.82,183.11,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,20,H,CC,A,
353-U1448A-21H-1-A,0,26,182.9,183.16,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1448,A,21,H,1,A,
353-U1448A-21H-1-A,26,27.5,183.16,183.175,,bioclastic,silt,with foraminifers,bioclastic silt,bioclastic silt with foraminifers,silt with foraminifers,,black,GLEY 1 2.5/N (black),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1448,A,21,H,1,A,
353-U1448A-21H-1-A,27.5,47,183.175,183.37,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1448,A,21,H,1,A,
353-U1448A-21H-1-A,47,51,183.37,183.41,,bioclastic,silt,with foraminifers,bioclastic silt,bioclastic silt with foraminifers,silt with foraminifers,,dark gray,GLEY 1 4/N (dark gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1448,A,21,H,1,A,
353-U1448A-21H-1-A,51,109,183.41,183.99,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1448,A,21,H,1,A,
353-U1448A-21H-1-A,109,112.5,183.99,184.025,,bioclastic,silt,with foraminifers,bioclastic silt,bioclastic silt with foraminifers,silt with foraminifers,,dark gray,2.5Y 4/1 (dark gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1448,A,21,H,1,A,
353-U1448A-21H-1-A,112.5,138,184.025,184.28,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,21,H,1,A,
353-U1448A-21H-2-A,0,148,184.28,185.76,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Dark gray sandy bleb between 54 and 55 cm.,,,,353,U1448,A,21,H,2,A,
353-U1448A-21H-3-A,0,149,185.76,187.25,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,21,H,3,A,
353-U1448A-21H-4-A,0,146,187.25,188.71,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,21,H,4,A,
353-U1448A-21H-5-A,0,148,188.71,190.19,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,21,H,5,A,
353-U1448A-21H-6-A,0,145,190.19,191.64,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,21,H,6,A,
353-U1448A-21H-CC-A,0,28,191.64,191.92,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,21,H,CC,A,
353-U1448A-22H-1-A,0,141,192.4,193.81,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,22,H,1,A,
353-U1448A-22H-2-A,0,102,193.81,194.83,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,22,H,2,A,
