Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology prefix,Principal lithology,Lithology suffix,Lithology name,Grain size max. [mm],Lithification,Lithification rank,Lithology [%],Lithology classification,Comment,File Data,
317-U1352C-60R-2-A,317,U1352,C,60,60-2,R,2,A,0,150.0,1180.9,1182.4,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"Micaceous v.f. - f. sandy (mostly v.f.)  marlstone (a litle sandier and harder tha previous ones), no shells.  Highly bioturbated with Helminthopsis and Chondrites (minor,  in less cemented dark background), and overprinting sandier larger burrows of Terevellina and others (more cemented).",,
317-U1352C-60R-3-A,317,U1352,C,60,60-3,R,3,A,0,129.0,1182.4,1183.69,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"Micaceous v.f. - f. sandy (mostly v.f.)  marlstone (a litle sandier and harder tha previous ones), no shells.  Highly bioturbated with Helminthopsis and Chondrites (minor,  in less cemented dark background), and overprinting sandier larger burrows of Terevellina and others (more cemented).",,
317-U1352C-60R-3-A,317,U1352,C,60,60-3,R,3,A,0,130.0,1182.4,1183.7,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"Micaceous v.f. - f. sandy (mostly v.f.)  marlstone (a litle sandier and harder tha previous ones), no shells.  Highly bioturbated with Helminthopsis and Chondrites (minor,  in less cemented dark background), and overprinting sandier larger burrows of Terevellina and others (more cemented).",,
317-U1352C-60R-4-A,317,U1352,C,60,60-4,R,4,A,0,149.0,1183.9,1185.39,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"Micaceous v.f. - f. sandy (mostly v.f.)  marlstone (a litle sandier and harder tha previous ones), no shells.  Highly bioturbated with Helminthopsis and Chondrites (minor,  in less cemented dark background), and overprinting sandier larger burrows of Terevellina and others (more cemented).",,
317-U1352C-60R-5-A,317,U1352,C,60,60-5,R,5,A,0,150.0,1185.4,1186.9,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"Micaceous v.f. - f. sandy marlstone, no shells.  Highly bioturbated with Helminthopsis and Chondrites (less cemented dark background), and overprinting sandier larger burrows of Thalasinoides, Planolite, Paleophycus and others.",,
317-U1352C-60R-6-A,317,U1352,C,60,60-6,R,6,A,0,130.0,1186.9,1188.2,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"Micaceous v.f. - f. sandy marlstone, no shells.  Highly bioturbated with Helminthopsis and Chondrites (less cemented dark background), and overprinting sandier larger burrows of Thalasinoides, probably Teichichnus and others.",,
317-U1352C-60R-7-A,317,U1352,C,60,60-7,R,7,A,0,55.0,1188.2,1188.75,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"Micaceous v.f. - f. sandy marlstone (little coarser than above), no shells.  Highly bioturbated with Helminthopsis and Chondrites.",,
317-U1352C-61R-1-A,317,U1352,C,61,61-1,R,1,A,0,29.0,1189.0,1189.29,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,calcareous sandy marlstone at the top grading down into muddy sandstone at base.,,
317-U1352C-61R-1-A,317,U1352,C,61,61-1,R,1,A,29,85.0,1189.29,1189.85,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,well sorted v f sandy marlstone with darker less bioturbated zones of sandy mudstone,,
317-U1352C-61R-1-A,317,U1352,C,61,61-1,R,1,A,85,89.0,1189.85,1189.89,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"mod sorter, v f to fine sandy marlstone",,
317-U1352C-61R-1-A,317,U1352,C,61,61-1,R,1,A,89,132.0,1189.89,1190.32,,Muddy Sandstone [S54-Leg183],,Muddy Sandstone,,lithified,,,"Shepard, 1954 - Leg 183 revision","well sorted, finely laminated v f muddy sandstone",,
317-U1352C-61R-1-A,317,U1352,C,61,61-1,R,1,A,132,150.0,1190.32,1190.5,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"well sorted, micaceous, v f sandy marlstone",,
317-U1352C-61R-2-A,317,U1352,C,61,61-2,R,2,A,0,150.0,1190.5,1192.0,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"well sorted, micaceous, v f sandy marlstone",,
317-U1352C-61R-3-A,317,U1352,C,61,61-3,R,3,A,0,150.0,1192.0,1193.5,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"well sorted, micaceous, v f sandy marlstone",,
317-U1352C-61R-4-A,317,U1352,C,61,61-4,R,4,A,0,150.0,1193.5,1195.0,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"well sorted, micaceous, v f sandy marlstone",,
317-U1352C-61R-5-A,317,U1352,C,61,61-5,R,5,A,0,150.0,1195.0,1196.5,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"well sorted, micaceous, v f sandy marlstone",,
317-U1352C-61R-6-A,317,U1352,C,61,61-6,R,6,A,0,107.0,1196.5,1197.57,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"well sorted, micaceous, v f sandy marlstone",,
317-U1352C-62R-1-A,317,U1352,C,62,62-1,R,1,A,0,149.0,1198.6,1200.09,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"Greenish gray micaceous v.f. sandy marlstone. No shells.  Highly bioturbated throughout with burrows Helminthopsis, Chondrites, Thalasinoides, Terevellina and others.  ",,
317-U1352C-62R-2-A,317,U1352,C,62,62-2,R,2,A,0,136.0,1200.1,1201.46,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"Greenish gray micaceous v.f. sandy marlstone. No shells.  Highly bioturbated throughout with burrows Helminthopsis, Chondrites, Thalasinoides, Terevellina and others.  ",,
317-U1352C-62R-2-A,317,U1352,C,62,62-2,R,2,A,136,139.0,1201.46,1201.49,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,,,,"Shepard, 1954 - Leg 183 revision",Dark greenish gray calcareous sandy mudstone.,,
317-U1352C-62R-2-A,317,U1352,C,62,62-2,R,2,A,139,149.0,1201.49,1201.59,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"Greenish gray micaceous v.f. sandy marlstone. No shells.  Highly bioturbated throughout with burrows Helminthopsis, Chondrites, Thalasinoides, Terevellina and others.  ",,
317-U1352C-62R-3-A,317,U1352,C,62,62-3,R,3,A,0,149.0,1201.6,1203.09,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"Greenish gray micaceous v.f. sandy marlstone. No shells.  Highly bioturbated throughout with burrows Helminthopsis, Chondrites, Thalasinoides, Terevellina and others.  ",,
317-U1352C-62R-4-A,317,U1352,C,62,62-4,R,4,A,0,129.0,1203.1,1204.39,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"Greenish gray micaceous v.f. sandy marlstone. No shells.  Highly bioturbated throughout with burrows Helminthopsis, Chondrites, Thalasinoides, Terevellina and others.  ",,
317-U1352C-62R-4-A,317,U1352,C,62,62-4,R,4,A,129,149.0,1204.39,1204.59,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,,,,"Shepard, 1954 - Leg 183 revision",Slightly dark calcareous v.f. sandy mudstone with gradational base. ,,
317-U1352C-62R-5-A,317,U1352,C,62,62-5,R,5,A,0,12.0,1204.6,1204.72,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,,,,"Shepard, 1954 - Leg 183 revision",Slightly dark calcareous v.f. sandy mudstone with gradational base. ,,
317-U1352C-62R-5-A,317,U1352,C,62,62-5,R,5,A,12,27.0,1204.72,1204.87,,Marlstone [Leg210],,Marlstone,,,,,Leg210,well-sorted v.f. calcareous sandy mudstone.  ,,
317-U1352C-62R-5-A,317,U1352,C,62,62-5,R,5,A,27,33.0,1204.87,1204.93,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,,,,"Shepard, 1954 - Leg 183 revision",Slightly dark colored calcareous v.f. sandy mudstone.,,
317-U1352C-62R-5-A,317,U1352,C,62,62-5,R,5,A,33,99.0,1204.93,1205.59,,Marlstone [Leg210],,Marlstone,,,,,Leg210,well-sorted v.f. calcareous sandy mudstone.  ,,
317-U1352C-62R-6-A,317,U1352,C,62,62-6,R,6,A,0,8.0,1205.6,1205.68,,Marlstone [Leg210],,Marlstone,,,,,Leg210,well-sorted v.f. calcareous sandy mudstone.  ,,
317-U1352C-62R-6-A,317,U1352,C,62,62-6,R,6,A,8,14.0,1205.68,1205.74,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,,,,"Shepard, 1954 - Leg 183 revision",light colored sandy marlstone.,,
317-U1352C-62R-6-A,317,U1352,C,62,62-6,R,6,A,14,25.0,1205.74,1205.85,,Marlstone [Leg210],,Marlstone,,,,,Leg210,darker colored v.f. calcareous sandy mudstone.,,
317-U1352C-62R-6-A,317,U1352,C,62,62-6,R,6,A,25,29.0,1205.85,1205.89,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,,,,"Shepard, 1954 - Leg 183 revision",light colored sandy marlstone.,,
317-U1352C-62R-6-A,317,U1352,C,62,62-6,R,6,A,29,43.0,1205.89,1206.03,,Marlstone [Leg210],,Marlstone,,,,,Leg210,darker colored v.f. calcareous sandy mudstone.,,
317-U1352C-62R-6-A,317,U1352,C,62,62-6,R,6,A,43,50.0,1206.03,1206.1,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,,,,"Shepard, 1954 - Leg 183 revision",light colored sandy marlstone.,,
317-U1352C-62R-6-A,317,U1352,C,62,62-6,R,6,A,50,67.0,1206.1,1206.27,,Marlstone [Leg210],,Marlstone,,,,,Leg210,darker colored v.f. calcareous sandy mudstone.,,
317-U1352C-63R-CC-A,317,U1352,C,63,63-CC,R,CC,A,0,25.0,1208.2,1208.45,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,micaceous vf well sorted sandy marlstone,,
317-U1352C-65R-1-A,317,U1352,C,65,65-1,R,1,A,0,81.0,1221.4,1222.21,,Marlstone [Leg210],,Marlstone,,,,,Leg210,Micaceous vf well sorted sandy marlstone. A minor lithology is light greenish gray marlstone with trace amounts of silt and vf sand from 19-33 cm.,,
317-U1352C-66R-CC-A,317,U1352,C,66,66-CC,R,CC,A,0,10.0,1227.4,1227.5,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,Micaceous vf well sorted sandy marlstone,,
317-U1352C-67R-CC-A,317,U1352,C,67,67-CC,R,CC,A,0,4.0,1232.0,1232.04,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"Micaceous vf well sorted sandy marlstone. Only a single piece was recovered and appeared to be homogeneous in lithology. 
",,
317-U1352C-70R-1-A,317,U1352,C,70,70-1,R,1,A,0,149.0,1246.7,1248.19,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"Micaceous vf well sorted sandy marlstone. A minor lithology is marlstone with a trace of micaceous vf well sorted sand in section 1. The fabric is mostly bioturbated, but sections 2-4 contain wavy, discontinuous laminations, <1 mm thick, discontinuous over a few mm, fine-grain and dark greenish gray in color.  The laminations are convex to concave in morphology and have a horizontal habit.",,
317-U1352C-70R-2-A,317,U1352,C,70,70-2,R,2,A,0,150.0,1248.2,1249.7,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"Micaceous vf well sorted sandy marlstone. A minor lithology is marlstone with a trace of micaceous vf well sorted sand in section 1. The fabric is mostly bioturbated, but sections 2-4 contain wavy, discontinuous laminations, <1 mm thick, discontinuous over a few mm, fine-grain and dark greenish gray in color.  The laminations are convex to concave in morphology and have a horizontal habit.",,
317-U1352C-70R-3-A,317,U1352,C,70,70-3,R,3,A,0,146.0,1249.7,1251.16,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"Micaceous vf well sorted sandy marlstone. A minor lithology is marlstone with a trace of micaceous vf well sorted sand in section 1. The fabric is mostly bioturbated, but sections 2-4 contain wavy, discontinuous laminations, <1 mm thick, discontinuous over a few mm, fine-grain and dark greenish gray in color.  The laminations are convex to concave in morphology and have a horizontal habit.",,
317-U1352C-70R-4-A,317,U1352,C,70,70-4,R,4,A,0,150.0,1251.16,1252.66,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"Micaceous vf well sorted sandy marlstone. A minor lithology is marlstone with a trace of micaceous vf well sorted sand in section 1. The fabric is mostly bioturbated, but sections 2-4 contain wavy, discontinuous laminations, <1 mm thick, discontinuous over a few mm, fine-grain and dark greenish gray in color.  The laminations are convex to concave in morphology and have a horizontal habit.",,
317-U1352C-70R-5-A,317,U1352,C,70,70-5,R,5,A,0,150.0,1252.66,1254.16,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"Micaceous vf well sorted sandy marlstone. A minor lithology is marlstone with a trace of micaceous vf well sorted sand in section 1. The fabric is mostly bioturbated, but sections 2-4 contain wavy, discontinuous laminations, <1 mm thick, discontinuous over a few mm, fine-grain and dark greenish gray in color.  The laminations are convex to concave in morphology and have a horizontal habit.",,
317-U1352C-70R-6-A,317,U1352,C,70,70-6,R,6,A,0,150.0,1254.16,1255.66,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"Micaceous vf well sorted sandy marlstone. A minor lithology is marlstone with a trace of micaceous vf well sorted sand in section 1. The fabric is mostly bioturbated, but sections 2-4 contain wavy, discontinuous laminations, <1 mm thick, discontinuous over a few mm, fine-grain and dark greenish gray in color.  The laminations are convex to concave in morphology and have a horizontal habit.",,
317-U1352C-70R-7-A,317,U1352,C,70,70-7,R,7,A,0,76.0,1255.66,1256.42,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"Micaceous vf well sorted sandy marlstone. A minor lithology is marlstone with a trace of micaceous vf well sorted sand in section 1. The fabric is mostly bioturbated, but sections 2-4 contain wavy, discontinuous laminations, <1 mm thick, discontinuous over a few mm, fine-grain and dark greenish gray in color.  The laminations are convex to concave in morphology and have a horizontal habit.",,
317-U1352C-70R-CC-A,317,U1352,C,70,70-CC,R,CC,A,0,19.0,1256.42,1256.61,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"Micaceous vf well sorted sandy marlstone. A minor lithology is marlstone with a trace of micaceous vf well sorted sand in section 1. The fabric is mostly bioturbated, but sections 2-4 contain wavy, discontinuous laminations, <1 mm thick, discontinuous over a few mm, fine-grain and dark greenish gray in color.  The laminations are convex to concave in morphology and have a horizontal habit.",,
317-U1352C-71R-1-A,317,U1352,C,71,71-1,R,1,A,0,150.0,1256.3,1257.8,,Marlstone [Leg210],,Marlstone,,,,,Leg210,blocks of marlstone,,
317-U1352C-71R-2-A,317,U1352,C,71,71-2,R,2,A,0,150.0,1257.8,1259.3,,Marlstone [Leg210],,Marlstone,,,,,Leg210,blocks of marlstone,,
317-U1352C-71R-3-A,317,U1352,C,71,71-3,R,3,A,0,150.0,1259.3,1260.8,,Marlstone [Leg210],,Marlstone,,,,,Leg210,blocks of marlstone,,
317-U1352C-71R-4-A,317,U1352,C,71,71-4,R,4,A,0,149.0,1260.8,1262.29,,Marlstone [Leg210],,Marlstone,,,,,Leg210,blocks of marlstone,,
317-U1352C-71R-5-A,317,U1352,C,71,71-5,R,5,A,0,104.0,1262.3,1263.34,,Marlstone [Leg210],,Marlstone,,,,,Leg210,blocks of marlstone,,
317-U1352C-71R-5-A,317,U1352,C,71,71-5,R,5,A,104,149.0,1263.34,1263.79,,Marlstone [Leg210],,Marlstone,,,,,Leg210,blocks of marlstone,,
317-U1352C-71R-6-A,317,U1352,C,71,71-6,R,6,A,0,144.0,1263.8,1265.24,,Marlstone [Leg210],,Marlstone,,,,,Leg210,blocks of marlstone,,
317-U1352C-71R-7-A,317,U1352,C,71,71-7,R,7,A,0,69.0,1265.3,1265.99,,Marlstone [Leg210],,Marlstone,,,,,Leg210,blocks of marlstone,,
317-U1352C-71R-CC-A,317,U1352,C,71,71-CC,R,CC,A,0,11.0,1266.04,1266.15,,Marlstone [Leg210],,Marlstone,,,,,Leg210,blocks of marlstone,,
317-U1352C-72R-1-A,317,U1352,C,72,72-1,R,1,A,0,58.0,1265.8,1266.38,,Marlstone [Leg210],,Marlstone,,,,,Leg210,blocks of v.f. micaceous sandy marlstone,,
317-U1352C-73R-1-A,317,U1352,C,73,73-1,R,1,A,0,149.0,1275.0,1276.49,,Marlstone [Leg210],,Marlstone,,,,,Leg210,blocks of marlstone,,
317-U1352C-73R-2-A,317,U1352,C,73,73-2,R,2,A,0,150.0,1276.5,1278.0,,Marlstone [Leg210],,Marlstone,,,,,Leg210,blocks of marlstone,,
317-U1352C-73R-3-A,317,U1352,C,73,73-3,R,3,A,0,150.0,1278.0,1279.5,,Marlstone [Leg210],,Marlstone,,,,,Leg210,blocks of marlstone,,
317-U1352C-73R-4-A,317,U1352,C,73,73-4,R,4,A,0,20.0,1279.5,1279.7,,Marlstone [Leg210],,Marlstone,,,,,Leg210,blocks of marlstone,,
317-U1352C-73R-4-A,317,U1352,C,73,73-4,R,4,A,20,40.0,1279.7,1279.9,,Mudstone [S54-Leg210],,Mudstone,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352C-73R-4-A,317,U1352,C,73,73-4,R,4,A,40,149.0,1279.9,1280.99,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-73R-5-A,317,U1352,C,73,73-5,R,5,A,0,150.0,1281.0,1282.5,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-73R-6-A,317,U1352,C,73,73-6,R,6,A,0,145.0,1282.5,1283.95,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-73R-CC-A,317,U1352,C,73,73-CC,R,CC,A,0,5.0,1283.95,1284.0,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-76R-1-A,317,U1352,C,76,76-1,R,1,A,0,132.0,1303.9,1305.22,,Marl [Leg210],,Marl,,,,,Leg 210,,,
317-U1352C-76R-CC-A,317,U1352,C,76,76-CC,R,CC,A,0,9.0,1305.22,1305.31,,Marl [Leg210],,Marl,,,,,Leg 210,,,
317-U1352C-77R-1-A,317,U1352,C,77,77-1,R,1,A,0,150.0,1308.4,1309.9,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"interbedded v.f. sandy marlstone (10Y 4/1, < 50 cm in thickness) and calcareous sandy mudstone (N4, 1-3 cm in thickness). lenticular and parallel laminae are present in v.f. sandy marlstone.",,
317-U1352C-77R-2-A,317,U1352,C,77,77-2,R,2,A,0,85.0,1309.9,1310.75,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"interbedded v.f. sandy marlstone (10Y 4/1, < 50 cm in thickness) and calcareous sandy mudstone (N4, 1-3 cm in thickness). lenticular and parallel laminae are present in v.f. sandy marlstone.",,
317-U1352C-78R-1-A,317,U1352,C,78,78-1,R,1,A,0,144.0,1313.4,1314.84,,Marlstone [Leg210],,Marlstone,,,,,Leg210,Color banding of v.f. sandy marlstone and calcareous sandy mudstone.,,
317-U1352C-78R-2-A,317,U1352,C,78,78-2,R,2,A,0,150.0,1314.84,1316.34,,Marlstone [Leg210],,Marlstone,,,,,Leg210,Color banding of v.f. sandy marlstone and calcareous sandy mudstone.,,
317-U1352C-78R-3-A,317,U1352,C,78,78-3,R,3,A,0,110.0,1316.34,1317.44,,Marlstone [Leg210],,Marlstone,,,,,Leg210,Color banding of v.f. sandy marlstone and calcareous sandy mudstone.,,
317-U1352C-78R-4-A,317,U1352,C,78,78-4,R,4,A,0,71.0,1317.44,1318.15,,Marlstone [Leg210],,Marlstone,,,,,Leg210,Color banding of v.f. sandy marlstone and calcareous sandy mudstone.,,
317-U1352C-79R-1-A,317,U1352,C,79,79-1,R,1,A,0,149.0,1317.9,1319.39,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-79R-2-A,317,U1352,C,79,79-2,R,2,A,0,119.0,1319.4,1320.59,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-79R-3-A,317,U1352,C,79,79-3,R,3,A,0,72.0,1320.58,1321.3,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-80R-1-A,317,U1352,C,80,80-1,R,1,A,0,149.0,1322.9,1324.39,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-80R-2-A,317,U1352,C,80,80-2,R,2,A,0,150.0,1324.4,1325.9,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-80R-3-A,317,U1352,C,80,80-3,R,3,A,0,110.0,1325.9,1327.0,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-81R-1-A,317,U1352,C,81,81-1,R,1,A,0,150.1,1327.5,1329.001,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"The core is characterized by sandy marlstone and a minor lithology is mudstone with a trace of micaceous vf well sorted sand. 

Sandy Marlstone: vf-f micaceous sand.  Dark greenish gray (10Y 4/1) in color. Contains wavy laminations, <1 mm thick, discontinuous over a few mm, fine-grain and dark greenish gray in color. The laminations are convex to concave in morphology and have a horizontal habit.  Also contains lenses of vf-f micaceous sand, gray to whitish in appearance.  Lenses are typically <1 mm thick and discontinuous over a few mm.  Some sandy lenses are several mm thick and up to 1 cm wide.

Sandy Mudstone: vf-f micaceous sand. Very dark greenish gray (10Y 3/1).  Composition changes from mudstone at base of layers to calcareous mudstone at the top.  Layers tend to have sharp, often bioturbated contacts and gradational upper contacts.  The mudstone fabric has several types: homogenous with a slight color transition from darker at the base to lighter at the top; homogenous as above but slightly bioturbated; fining upward with the same color transition as above; coarsening to fining upward; parallel to ripple cross laminated",,
317-U1352C-81R-2-A,317,U1352,C,81,81-2,R,2,A,0,145.0,1329.0,1330.45,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"The core is characterized by sandy marlstone and a minor lithology is mudstone with a trace of micaceous vf well sorted sand. 

Sandy Marlstone: vf-f micaceous sand.  Dark greenish gray (10Y 4/1) in color. Contains wavy laminations, <1 mm thick, discontinuous over a few mm, fine-grain and dark greenish gray in color. The laminations are convex to concave in morphology and have a horizontal habit.  Also contains lenses of vf-f micaceous sand, gray to whitish in appearance.  Lenses are typically <1 mm thick and discontinuous over a few mm.  Some sandy lenses are several mm thick and up to 1 cm wide.

Sandy Mudstone: vf-f micaceous sand. Very dark greenish gray (10Y 3/1).  Composition changes from mudstone at base of layers to calcareous mudstone at the top.  Layers tend to have sharp, often bioturbated contacts and gradational upper contacts.  The mudstone fabric has several types: homogenous with a slight color transition from darker at the base to lighter at the top; homogenous as above but slightly bioturbated; fining upward with the same color transition as above; coarsening to fining upward; parallel to ripple cross laminated",,
317-U1352C-82R,317,U1352,C,82,,R,,,0,46.0,1332.5,1332.96,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"Micaceous vf well sorted sandy marlstone. Contains wavy laminations, <1 mm thick, discontinuous over a few mm, fine-grain and dark greenish gray in color. The laminations are convex to concave in morphology and have a horizontal habit.  Also contains lenses of vf-f micaceous sand, gray to whitish in appearance.  Lenses are typically <1 mm thick and discontinuous over a few mm.  Some sandy lenses are several mm thick and up to 1 cm wide. ",,
317-U1352C-83R-CC-A,317,U1352,C,83,83-CC,R,CC,A,0,7.0,1337.1,1337.17,,Marlstone [Leg210],,Marlstone,,,,,Leg210,Micaceous f.v. - f. marlstone,,
317-U1352C-84R-CC-A,317,U1352,C,84,84-CC,R,CC,A,0,38.0,1342.1,1342.48,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"Micaceous v.f. - f. (mostly f.sd.) sandy marlstone, with wavy lamination and rare shell fragments (resolved). ",,
317-U1352C-85R-1-A,317,U1352,C,85,85-1,R,1,A,0,124.0,1346.7,1347.94,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"v.f. - f. sandy marlstone, with lenticular - wavy bedding. Horizontal burrows of 2-3 mm width throughout.",,
317-U1352C-85R-1-A,317,U1352,C,85,85-1,R,1,A,124,129.0,1347.94,1347.99,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,,,,"Shepard, 1954 - Leg 183 revision","Dark-colored v.f. sandy mudstone, with sharp lower contact and gradual upper contact.",,
317-U1352C-85R-1-A,317,U1352,C,85,85-1,R,1,A,129,132.0,1347.99,1348.02,,Very fine-fine sandstone [S54-W22],,Very fine-fine sandstone,,,,,"Shepard, 1954; Wentworth, 1922",laminated.,,
317-U1352C-85R-1-A,317,U1352,C,85,85-1,R,1,A,132,138.0,1348.02,1348.08,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"v.f. - f. sandy marlstone, with lenticular - wavy bedding. Horizontal burrows of 2-3 mm width throughout.",,
317-U1352C-85R-1-A,317,U1352,C,85,85-1,R,1,A,138,142.0,1348.08,1348.12,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,,,,"Shepard, 1954 - Leg 183 revision","Dark-colored v.f. sandy mudstone, with sharp lower contact and gradual upper contact.",,
317-U1352C-85R-1-A,317,U1352,C,85,85-1,R,1,A,142,146.0,1348.12,1348.16,,Very fine-fine sandstone [S54-W22],,Very fine-fine sandstone,,,,,"Shepard, 1954; Wentworth, 1922","v.f. - f. sandy marlstone, with wavy bedding.",,
317-U1352C-85R-1-A,317,U1352,C,85,85-1,R,1,A,146,149.0,1348.16,1348.19,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,,,,"Shepard, 1954 - Leg 183 revision","Dark-colored v.f. sandy mudstone, with sharp lower contact and gradual upper contact.",,
317-U1352C-85R-2-A,317,U1352,C,85,85-2,R,2,A,0,3.0,1348.2,1348.23,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"v.f. - f. sandy marlstone, with wavy bedding.",,
317-U1352C-85R-2-A,317,U1352,C,85,85-2,R,2,A,3,6.0,1348.23,1348.26,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,,,,"Shepard, 1954 - Leg 183 revision","Dark-colored v.f. sandy mudstone, with sharp lower contact and gradual upper contact.",,
317-U1352C-85R-2-A,317,U1352,C,85,85-2,R,2,A,6,19.0,1348.26,1348.39,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"v.f. - f. sandy marlstone, with wavy bedding.",,
317-U1352C-85R-2-A,317,U1352,C,85,85-2,R,2,A,19,21.0,1348.39,1348.41,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,,,,"Shepard, 1954 - Leg 183 revision","Dark-colored v.f. sandy mudstone, with sharp lower contact and gradual upper contact.",,
317-U1352C-85R-2-A,317,U1352,C,85,85-2,R,2,A,21,35.0,1348.41,1348.55,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"v.f. - f. sandy marlstone, with wavy bedding.",,
317-U1352C-85R-2-A,317,U1352,C,85,85-2,R,2,A,35,38.0,1348.55,1348.58,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,,,,"Shepard, 1954 - Leg 183 revision","Dark-colored v.f. sandy mudstone, with sharp lower contact and gradual upper contact.",,
317-U1352C-85R-2-A,317,U1352,C,85,85-2,R,2,A,38,120.0,1348.58,1349.4,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"v.f. - f. sandy marlstone, with wavy bedding.",,
317-U1352C-85R-2-A,317,U1352,C,85,85-2,R,2,A,120,131.0,1349.4,1349.51,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,,,,"Shepard, 1954 - Leg 183 revision","Dark-colored v.f. sandy mudstone, with sharp lower contact and gradual upper contact.",,
317-U1352C-85R-2-A,317,U1352,C,85,85-2,R,2,A,131,135.0,1349.51,1349.55,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"v.f. - f. sandy marlstone, with wavy bedding.",,
317-U1352C-85R-2-A,317,U1352,C,85,85-2,R,2,A,135,137.0,1349.55,1349.57,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,,,,"Shepard, 1954 - Leg 183 revision","Dark-colored v.f. sandy mudstone, with sharp lower contact and gradual upper contact.",,
