Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Classification,Lithology Suffix,Complete name,Lithology [%],"Dominant grain size (Wentworth, 1922)",Clastic grain: roundness,Lithification,Lithology comment,Color,Color code,Volcaniclastic grain size name,Volcaniclastic grain minerals,,
324-U1348A-15R-4-A,324,U1348,A,15,15-4,R,4,A,0.0,21.0,212.85,213.06,,coarse tuff,Exp 324,with carbonate and volcaniclastics,coarse tuff with carbonate and volcaniclastics,100,,subangular (Default),lithified,"Mostly medium to coarse sandstone with occasional layer of lighter colored granules. Abundant carbonate cement. Clasts appear angular, few small (0.5mm) dark grains.",dark greenish gray,,,,,
324-U1348A-15R-4-A,324,U1348,A,15,15-4,R,4,A,0.0,21.0,212.85,213.06,,granular hyaloclastite [324],Exp 324,,granular hyaloclastite,100,,,lithified,granules in med sand with interbedded black dense med-fine sandstones,greenish gray,,,,,
324-U1348A-15R-4-A,324,U1348,A,15,15-4,R,4,A,21.0,30.0,213.06,213.15,,coarse tuff,Exp 324,with carbonate and volcaniclastics,coarse tuff with carbonate and volcaniclastics,100,coarse sand [U14W22],,lithified,"Mostly medium to coarse sandstone with occasional layer of lighter colored granules. Abundant carbonate cement. Clasts appear angular, few small (0.5mm) dark grains.",dark greenish gray,10GY 4/1,coarse ash [S81],basalt,,
324-U1348A-15R-4-A,324,U1348,A,15,15-4,R,4,A,28.61,58.0,213.136,213.43,,coarse tuff,Exp 324,,coarse tuff,60,,subangular (Default),lithified,coarse grained gray sandstone highly weathered with gaps filled with fine white carbonate or clay,dark greenish gray,,lapillus [S81],basalt,,
324-U1348A-15R-4-A,324,U1348,A,15,15-4,R,4,A,30.0,58.0,213.15,213.43,,coarse tuff,Exp 324,,coarse tuff,60,,,lithified,coarse grained gray sandstone highly weathered with gaps filled with fine white carbonate or clay,dark greenish gray,10Y 4/1,coarse ash [S81],,,
324-U1348A-15R-4-A,324,U1348,A,15,15-4,R,4,A,30.0,58.0,213.15,213.43,,granular hyaloclastite [324],Exp 324,,granular hyaloclastite,40,,subangular (Default),lithified,"Layers of angular granules, some are very dark grey others are greenish or lighter grey and two layers surrounded by light colored carbonate-clay (43cm and 55cm).",greenish grey,10GY 6/1,,,,
324-U1348A-15R-4-A,324,U1348,A,15,15-4,R,4,A,58.0,65.0,213.43,213.5,,coarse tuff,Exp 324,,coarse tuff,100,,subangular (Default),lithified,"medium grained sandstone with some angular, coarser grains of dark grey, black and greenish colors",gray,N 5,coarse ash [S81],basalt,,
324-U1348A-15R-4-A,324,U1348,A,15,15-4,R,4,A,65.0,88.0,213.5,213.73,,granular hyaloclastite [324],Exp 324,with carbonate and volcaniclastics,granular hyaloclastite with carbonate and volcaniclastics,100,,subangular (Default),lithified,"Matrix supported lapilli-tuff, angular clasts (3mm->2cm), poorly sorted in coarse angular sand. Color is mostly dark greenish grey though some clasts look to be slightly altered basalt and are very dark grey while others are light grey in color and highly vesicular. Calcite is present in cement and in few veins which cut horizontally and vertically across and down the core. Sand matrix is very dark grey to black . Few powdery green clays can be seen on some clasts as well as reddish (iron oxides?) coatings on others. ",dark greenish grey,,,,,
324-U1348A-15R-5-A,324,U1348,A,15,15-5,R,5,A,0.0,137.0,213.73,215.1,,granular hyaloclastite [324],Exp 324,with carbonate and volcaniclastics,granular hyaloclastite with carbonate and volcaniclastics,100,pebble [U14W22],subangular (Default),lithified,"Matrix supported lapilli-tuff, angular clasts (3mm->2cm), poorly sorted in coarse angular sand. Color is mostly dark greenish grey though some clasts look to be slightly altered basalt and are very dark grey while others are light grey in color and highly vesicular. Calcite is present in cement and in few veins which cut horizontally and vertically across and down the core. Sand matrix is very dark grey to black . few powdery green clays can be seen on some clasts as well as reddish (iron oxides?) coatings on others. ",dark greenish grey,5GY 4/1,lapillus [S81],basalt,,
324-U1348A-15R-6-A,324,U1348,A,15,15-6,R,6,A,0.0,117.0,215.1,216.27,,granular hyaloclastite [324],Exp 324,with carbonate and volcaniclastics,granular hyaloclastite with carbonate and volcaniclastics,100,pebble [U14W22],subangular (Default),lithified,"Matrix supported lapilli-tuff, angular clasts (3mm->2cm), poorly sorted in coarse angular sand. Color is mostly dark greenish grey though some clasts look to be slightly altered basalt and are very dark grey while others are light grey in color and highly vesicular. Calcite is present in cement and in few veins which cut horizontally and vertically across and down the core. Sand matrix is very dark grey to black . Few powdery green clays can be seen on some clasts as well as reddish (iron oxides?) coatings on others. ",dark greenish grey,5GY 4/1,lapillus [S81],basalt,,
324-U1348A-15R-7-A,324,U1348,A,15,15-7,R,7,A,0.0,61.0,216.27,216.88,,granular hyaloclastite [324],Exp 324,with carbonate and volcaniclastics,granular hyaloclastite with carbonate and volcaniclastics,100,pebble [U14W22],subangular (Default),lithified,"Matrix supported lapilli-tuff, angular clasts (3mm->2cm), poorly sorted in coarse angular sand. Color is mostly dark greenish grey though some clasts look to be slightly altered basalt and are very dark grey while others are light grey in color and highly vesicular. Calcite is present in cement and in few veins which cut horizontally and vertically across and down the core. Sand matrix is very dark grey to black . Few powdery green clays can be seen on some clasts as well as reddish (iron oxides?) coatings on others. ",dark greenish grey,5GY 4/1,lapillus [S81],basalt,,
324-U1348A-15R-CC-A,324,U1348,A,15,15-CC,R,CC,A,0.0,37.0,216.88,217.25,,granular hyaloclastite [324],Exp 324,with carbonate and volcaniclastics,granular hyaloclastite with carbonate and volcaniclastics,100,pebble [U14W22],subangular (Default),lithified,"Matrix supported lapilli-tuff, angular clasts (3mm->2cm), poorly sorted in coarse angular sand. Color is mostly dark greenish grey though some clasts look to be slightly altered basalt and are very dark grey while others are light grey in color and highly vesicular. Calcite is present in cement and in few veins which cut horizontally and vertically across and down the core. Sand matrix is very dark grey to black . Few powdery green clays can be seen on some clasts as well as reddish (iron oxides?) coatings on others. ",dark greenish grey,5GY 4/1,lapillus [S81],basalt,,
324-U1348A-16R-1-A,324,U1348,A,16,16-1,R,1,A,0.0,108.0,218.7,219.78,Calcite cemented,granular hyaloclastite [324],Exp 324,,Calcite cemented granular hyaloclastite,100,granule [U14W22],angular (Default),well indurated,"Dark greenish gray lapillistone.  Abundant dark clasts, which are subangular to very angular in shape. Massive and poorly sorted. Large dark to light gray vesicular clasts are interpreted as scoria, some dark clasts are basalt. Light gray to light greenish gray clasts are altered basalt.",dark greenish gray,10BG 4/1,lapillus [S81],basalt,,
324-U1348A-16R-1-A,324,U1348,A,16,16-1,R,1,A,108.0,142.0,219.78,220.12,Calcite cemented,coarse tuff,Exp 324,,calcite cemented coarse tuff,100,very coarse sand [U14W22],angular (Default),well indurated,"Greenish black calcite cemented coarse tuff / lapillistone alt.  Abundant dark clasts, which are subangular to very angular in shape. Massive and poorly sorted. Large dark to light gray vesicular clasts are interpreted as scoria. some dark clasts are basalt. Light gray to light greenish gray clasts are altered basalt.",greenish black,5G 2.5/1,lapillus [S81],basalt,,
324-U1348A-16R-2-A,324,U1348,A,16,16-2,R,2,A,0.0,150.0,220.12,221.62,Calcite cemented,granular hyaloclastite [324],Exp 324,,Calcite cemented granular hyaloclastite,100,granule [U14W22],angular (Default),well indurated,"Dark greenish gray lapillistone.  Abundant dark clasts, which are subangular to very angular in shape. Clast supported and poorly sorted. Mainly massive or graded and partly/slightly laminated. Large dark to light gray vesicular clasts are interpreted as scoria. some dark clasts are basalt. Light gray to light greenish gray clasts are altered basalt.",dark greenish gray,10BG 4/1,lapillus [S81],basalt,,
324-U1348A-16R-3-A,324,U1348,A,16,16-3,R,3,A,0.0,142.0,221.62,223.04,Calcite cemented,granular hyaloclastite [324],Exp 324,,Calcite cemented granular hyaloclastite,100,granule [U14W22],angular (Default),well indurated,"Dark greenish gray lapillistone.  Abundant dark clasts, which are subangular to very angular in shape. Clast supported and poorly sorted. Mainly massive or graded and partly/slightly laminated. Large dark to light gray vesicular clasts are interpreted as scoria. some dark clasts are basalt. Light gray to light greenish gray clasts are altered basalt.",dark greenish gray,10BG 4/1,lapillus [S81],basalt,,
324-U1348A-16R-4-A,324,U1348,A,16,16-4,R,4,A,0.0,148.0,223.04,224.52,Calcite cemented,granular hyaloclastite [324],Exp 324,,Calcite cemented granular hyaloclastite,100,granule [U14W22],angular (Default),well indurated,"Dark greenish gray lapillistone.  Abundant dark clasts, which are subangular to very angular in shape. Clast supported and poorly sorted. Mainly massive or graded and partly/slightly laminated. Large dark to light gray vesicular clasts are interpreted as scoria. some dark clasts are basalt. Light gray to light greenish gray clasts are altered basalt.",dark greenish gray,10BG 4/1,lapillus [S81],basalt,,
324-U1348A-16R-5-A,324,U1348,A,16,16-5,R,5,A,0.0,125.5,224.52,225.775,Calcite cemented,granular hyaloclastite [324],Exp 324,,Calcite cemented granular hyaloclastite,100,granule [U14W22],angular (Default),well indurated,"Dark greenish gray lapillistone.  Abundant dark clasts, which are subangular to very angular in shape. Clast supported and poorly sorted. Mainly massive or graded and partly/slightly laminated. Large dark to light gray vesicular clasts are interpreted as scoria. some dark clasts are basalt. Light gray to light greenish gray clasts are altered basalt.",dark greenish gray,10BG 4/1,lapillus [S81],basalt,,
324-U1348A-16R-6-A,324,U1348,A,16,16-6,R,6,A,0.0,61.0,225.775,226.385,Calcite cemented,granular hyaloclastite [324],Exp 324,,Calcite cemented granular hyaloclastite,100,granule [U14W22],angular (Default),well indurated,"Dark greenish gray lapillistone.  Abundant dark clasts, which are subangular to very angular in shape. Clast supported and poorly sorted. Mainly massive or graded and partly/slightly laminated. Large dark to light gray vesicular clasts are interpreted as scoria. some dark clasts are basalt. Light gray to light greenish gray clasts are altered basalt.",dark greenish gray,10BG 4/1,lapillus [S81],basalt,,
324-U1348A-16R-CC-A,324,U1348,A,16,16-CC,R,CC,A,0.0,19.0,226.385,226.575,Calcite cemented,granular hyaloclastite [324],Exp 324,,Calcite cemented granular hyaloclastite,100,granule [U14W22],angular (Default),well indurated,"Dark greenish gray lapillistone.  Abundant dark clasts, which are subangular to very angular in shape. Clast supported and poorly sorted. Mainly massive or graded and partly/slightly laminated. Large dark to light gray vesicular clasts are interpreted as scoria. some dark clasts are basalt. Light gray to light greenish gray clasts are altered basalt.",dark greenish gray,10BG 4/1,lapillus [S81],basalt,,
324-U1348A-17R-1-A,324,U1348,A,17,17-1,R,1,A,0.0,127.0,228.3,229.57,calcite cemented,granular hyaloclastite [324],Exp 324,,calcite cemented granular hyaloclastite,100,pebble [U14W22],angular (Default),well indurated,"Dark greenish gray lapillistone.  Abundant dark clasts, which are subangular to very angular in shape. Massive and poorly sorted. Large dark to light gray vesicular clasts are interpreted as scoria. Dark clasts are basalt. Light gray to light greenish gray clasts are altered basalt.",dark greenish gray,10BG 4/1,lapillus [S81],basalt,,
324-U1348A-17R-2-A,324,U1348,A,17,17-2,R,2,A,0.0,137.0,229.57,230.94,calcite cemented,granular hyaloclastite [324],Exp 324,,calcite cemented granular hyaloclastite,100,pebble [U14W22],angular (Default),well indurated,"Dark greenish gray lapillistone.  Abundant dark clasts, which are subangular to very angular in shape. Massive and poorly sorted. Large dark to light gray vesicular clasts are interpreted as scoria. Dark clasts are basalt. Light gray to light greenish gray clasts are altered basalt.",dark greenish gray,10BG 4/1,lapillus [S81],basalt,,
324-U1348A-17R-3-A,324,U1348,A,17,17-3,R,3,A,0.0,15.0,230.94,231.09,calcite cemented,granular hyaloclastite [324],Exp 324,,calcite cemented granular hyaloclastite,100,pebble [U14W22],angular (Default),well indurated,"Dark greenish gray lapillistone.  Abundant dark clasts, which are subangular to very angular in shape. Massive and poorly sorted. Large dark to light gray vesicular clasts are interpreted as scoria. Dark clasts are basalt. Light gray to light greenish gray clasts are altered basalt.",dark greenish gray,10BG 4/1,lapillus [S81],basalt,,
324-U1348A-17R-3-A,324,U1348,A,17,17-3,R,3,A,15.0,116.5,231.09,232.105,calcite cemented,granular hyaloclastite [324],Exp 324,,calcite cemented granular hyaloclastite,100,pebble [U14W22],angular (Default),well indurated,"Gray lapillistone / volcanoclastic sandstone alt.  Abundant dark grains, which are subangular to very angular in shape. Lapillistone mainly poorly sorted and massive or graded. Partly reverse graded. Mostly coarse sand to lapilli sized. Large dark to light gray vesicular grains are interpreted as scoria. Dark clasts are basalt. Light gray to light greenish gray clasts are altered basalt.",dark greenish gray,10BG 4/1,lapillus [S81],basalt,,
324-U1348A-17R-4-A,324,U1348,A,17,17-4,R,4,A,0.0,117.0,232.105,233.275,calcite cemented,granular hyaloclastite [324],Exp 324,,calcite cemented granular hyaloclastite,100,pebble [U14W22],angular (Default),well indurated,"Gray lapillistone / volcanoclastic sandstone alt.  Abundant dark grains, which are subangular to very angular in shape. Lapillistone mainly poorly sorted and massive or graded. Partly reverse graded. Mostly coarse sand to lapilli sized. Large dark to light gray vesicular grains are interpreted as scoria. Dark clasts are basalt. Light gray to light greenish gray clasts are altered basalt.",dark greenish gray,10BG 4/1,lapillus [S81],basalt,,
324-U1348A-17R-5-A,324,U1348,A,17,17-5,R,5,A,0.0,108.0,233.275,234.355,calcite cemented,granular hyaloclastite [324],Exp 324,,calcite cemented granular hyaloclastite,100,pebble [U14W22],angular (Default),well indurated,"Gray lapillistone / volcanoclastic sandstone alt.  Abundant dark grains, which are subangular to very angular in shape. Lapillistone mainly poorly sorted and massive or graded. Partly reverse graded. Mostly coarse sand to lapilli sized. Large dark to light gray vesicular grains are interpreted as scoria. Dark clasts are basalt. Light gray to light greenish gray clasts are altered basalt.",dark greenish gray,10BG 4/1,lapillus [S81],basalt,,
324-U1348A-17R-6-A,324,U1348,A,17,17-6,R,6,A,0.0,2.0,234.355,234.375,calcite cemented,granular hyaloclastite [324],Exp 324,,calcite cemented granular hyaloclastite,100,pebble [U14W22],angular (Default),well indurated,"Gray lapillistone / volcanoclastic sandstone alt.  Abundant dark grains, which are subangular to very angular in shape. Lapillistone mainly poorly sorted and massive or graded. Partly reverse graded. Mostly coarse sand to lapilli sized. Large dark to light gray vesicular grains are interpreted as scoria. Dark clasts are basalt. Light gray to light greenish gray clasts are altered basalt.",dark greenish gray,10BG 4/1,lapillus [S81],basalt,,
324-U1348A-17R-6-A,324,U1348,A,17,17-6,R,6,A,2.0,140.0,234.375,235.755,calcite cemented,granular hyaloclastite [324],Exp 324,,calcite cemented granular hyaloclastite,100,pebble [U14W22],angular (Default),well indurated,"Dark greenish gray lapillistone.  Abundant dark clasts, which are subangular to very angular in shape. Massive and poorly sorted. Large dark to light gray vesicular clasts are interpreted as scoria. Dark clasts are basalt. Light gray to light greenish gray clasts are altered basalt.",dark greenish gray,10BG 2.5/1,lapillus [S81],basalt,,
324-U1348A-17R-7-A,324,U1348,A,17,17-7,R,7,A,0.0,100.0,235.755,236.755,calcite cemented,granular hyaloclastite [324],Exp 324,,calcite cemented granular hyaloclastite,100,pebble [U14W22],angular (Default),well indurated,"Dark greenish gray lapillistone.  Abundant dark clasts, which are subangular to very angular in shape. Massive and poorly sorted. Large dark to light gray vesicular clasts are interpreted as scoria. Dark clasts are basalt. Light gray to light greenish gray clasts are altered basalt.",dark greenish gray,10BG 2.5/1,lapillus [S81],basalt,,
324-U1348A-17R-8-A,324,U1348,A,17,17-8,R,8,A,0.0,77.0,236.755,237.525,calcite cemented,granular hyaloclastite [324],Exp 324,,calcite cemented granular hyaloclastite,100,pebble [U14W22],angular (Default),well indurated,"Dark greenish gray lapillistone.  Abundant dark clasts, which are subangular to very angular in shape. Massive and poorly sorted. Large dark to light gray vesicular clasts are interpreted as scoria. Dark clasts are basalt. Light gray to light greenish gray clasts are altered basalt.",dark greenish gray,10BG 2.5/1,lapillus [S81],basalt,,
324-U1348A-17R-CC-A,324,U1348,A,17,17-CC,R,CC,A,0.0,20.0,237.525,237.725,calcite cemented,granular hyaloclastite [324],Exp 324,,calcite cemented granular hyaloclastite,100,pebble [U14W22],angular (Default),well indurated,"Dark greenish gray lapillistone.  Abundant dark clasts, which are subangular to very angular in shape. Massive and poorly sorted. Large dark to light gray vesicular clasts are interpreted as scoria. Dark clasts are basalt. Light gray to light greenish gray clasts are altered basalt.",dark greenish gray,10BG 2.5/1,lapillus [S81],basalt,,
324-U1348A-18R-1-A,324,U1348,A,18,18-1,R,1,A,0.0,64.0,237.9,238.54,calcite cemented,granular hyaloclastite [324],Exp 324,,calcite cemented granular hyaloclastite,100,granule [U14W22],angular (Default),well indurated,"dark gray, clastic-rich sequence. lamination and grading (normal and reverse?) present throughout. Section 1 and 2 are more laminated than 3 and 4. ",very dark gray,N 3,lapillus [S81],basalt,,
324-U1348A-18R-1-A,324,U1348,A,18,18-1,R,1,A,64.0,77.0,238.54,238.67,calcite cemented,coarse tuff,Exp 324,,calcite cemented coarse tuff,100,medium sand [U14W22],,well indurated,"dark gray, clastic-rich sequence. lamination and grading (normal and reverse?) present throughout. Section 1 and 2 are more laminated than 3 and 4. ",very dark gray,N 3,coarse ash [S81],basalt,,
324-U1348A-18R-1-A,324,U1348,A,18,18-1,R,1,A,77.0,80.0,238.67,238.7,calcite cemented,granular hyaloclastite [324],Exp 324,,calcite cemented granular hyaloclastite,100,granule [U14W22],angular (Default),well indurated,"dark gray, clastic-rich sequence. lamination and grading (normal and reverse?) present throughout. Section 1 and 2 are more laminated than 3 and 4. ",gray,N 6,lapillus [S81],basalt,,
324-U1348A-18R-1-A,324,U1348,A,18,18-1,R,1,A,80.0,81.0,238.7,238.71,,,,,,,,,,,,N 3,coarse ash [S81],basalt,,
324-U1348A-18R-1-A,324,U1348,A,18,18-1,R,1,A,80.0,83.0,238.7,238.73,calcite cemented,coarse tuff,Exp 324,,calcite cemented coarse tuff,100,medium sand [U14W22],,well indurated,"dark gray, clastic-rich sequence. lamination and grading (normal and reverse?) present throughout. Section 1 and 2 are more laminated than 3 and 4. ",very dark gray,,,,,
324-U1348A-18R-1-A,324,U1348,A,18,18-1,R,1,A,81.0,83.0,238.71,238.73,calcite cemented,coarse tuff,Exp 324,,calcite cemented coarse tuff,100,very coarse sand [U14W22],angular (Default),well indurated,"dark gray, clastic-rich sequence. lamination and grading (normal and reverse?) present throughout. Section 1 and 2 are more laminated than 3 and 4. ",gray,N 6,coarse ash [S81],basalt,,
324-U1348A-18R-1-A,324,U1348,A,18,18-1,R,1,A,83.0,85.0,238.73,238.75,calcite cemented,coarse tuff,Exp 324,,calcite cemented coarse tuff,100,medium sand [U14W22],,well indurated,"dark gray, clastic-rich sequence. lamination and grading (normal and reverse?) present throughout. Section 1 and 2 are more laminated than 3 and 4. ",very dark gray,N 3,coarse ash [S81],basalt,,
324-U1348A-18R-1-A,324,U1348,A,18,18-1,R,1,A,85.0,88.0,238.75,238.78,calcite cemented,coarse tuff,Exp 324,,calcite cemented coarse tuff,100,granule [U14W22],,well indurated,"dark gray, clastic-rich sequence. lamination and grading (normal and reverse?) present throughout. Section 1 and 2 are more laminated than 3 and 4. ",gray,N 6,coarse ash [S81],basalt,,
324-U1348A-18R-1-A,324,U1348,A,18,18-1,R,1,A,85.0,92.0,238.75,238.82,,,,,,,,angular (Default),,,,,,,,
324-U1348A-18R-2-A,324,U1348,A,18,18-2,R,2,A,0.0,22.0,238.82,239.04,calcite cemented,coarse tuff,Exp 324,,calcite cemented coarse tuff,100,medium sand [U14W22],,well indurated,"dark gray, clastic-rich sequence. lamination and grading (normal and reverse?) present throughout. Section 1 and 2 are more laminated than 3 and 4. ",very dark gray,N 3,coarse ash [S81],basalt,,
324-U1348A-18R-2-A,324,U1348,A,18,18-2,R,2,A,22.0,36.0,239.04,239.18,calcite cemented,granular hyaloclastite [324],Exp 324,,calcite cemented granular hyaloclastite,100,granule [U14W22],angular (Default),well indurated,"dark gray, clastic-rich sequence. lamination and grading (normal and reverse?) present throughout. Section 1 and 2 are more laminated than 3 and 4. ",gray,N 6,lapillus [S81],basalt,,
324-U1348A-18R-2-A,324,U1348,A,18,18-2,R,2,A,36.0,85.0,239.18,239.67,calcite cemented,coarse tuff,Exp 324,,calcite cemented coarse tuff,100,medium sand [U14W22],,well indurated,"dark gray, clastic-rich sequence. lamination and grading (normal and reverse?) present throughout. Section 1 and 2 are more laminated than 3 and 4. ",dark gray,N 4,coarse ash [S81],basalt,,
324-U1348A-18R-2-A,324,U1348,A,18,18-2,R,2,A,85.0,92.0,239.67,239.74,calcite cemented,coarse tuff,Exp 324,,calcite cemented coarse tuff,100,very coarse sand [U14W22],,well indurated,"dark gray, clastic-rich sequence. lamination and grading (normal and reverse?) present throughout. Section 1 and 2 are more laminated than 3 and 4. ",gray,N 6,coarse ash [S81],basalt,,
324-U1348A-18R-2-A,324,U1348,A,18,18-2,R,2,A,92.0,125.0,239.74,240.07,calcite cemented,coarse tuff,Exp 324,,calcite cemented coarse tuff,100,coarse sand [U14W22],,well indurated,"dark gray, clastic-rich sequence. lamination and grading (normal and reverse?) present throughout. Section 1 and 2 are more laminated than 3 and 4. ",gray,N 5,coarse ash [S81],basalt,,
324-U1348A-18R-2-A,324,U1348,A,18,18-2,R,2,A,125.0,145.0,240.07,240.27,calcite cemented,coarse tuff,Exp 324,,calcite cemented coarse tuff,100,granule [U14W22],angular (Default),well indurated,"dark gray, clastic-rich sequence. lamination and grading (normal and reverse?) present throughout. Section 1 and 2 are more laminated than 3 and 4. ",gray,N 5,coarse ash [S81],basalt,,
324-U1348A-18R-3-A,324,U1348,A,18,18-3,R,3,A,0.0,102.0,240.27,241.29,calcite cemented,granular hyaloclastite [324],Exp 324,,calcite cemented granular hyaloclastite,100,pebble [U14W22],angular (Default),well indurated,"mostly coarse sand to granule size, some large clasts up to 1cm in diameter.",gray,N 5,lapillus [S81],basalt,,
324-U1348A-18R-4-A,324,U1348,A,18,18-4,R,4,A,0.0,74.0,241.29,242.03,calcite cemented,granular hyaloclastite [324],Exp 324,,calcite cemented granular hyaloclastite,100,pebble [U14W22],angular (Default),well indurated,"mostly coarse sand to granule size, some large clasts up to 1cm in diameter.",dark greenish gray,5GY 4/1,lapillus [S81],basalt,,
324-U1348A-18R-CC-A,324,U1348,A,18,18-CC,R,CC,A,0.0,9.0,242.03,242.12,calcite cemented,sandstone [MMK88],"Mazullo, Meyer ",,calcite cemented sandstone,100,coarse sand [U14W22],subrounded (Default),well indurated,cream colored calcite cemented sandstone/sandy limestone. Clasts are subrounded and mostly pale-mid gray in color. ,light gray,10YR 7/1,coarse ash [S81],basalt,,
324-U1348A-18R-CC-A,324,U1348,A,18,18-CC,R,CC,A,9.0,27.0,242.12,242.3,"calcite cemented, bioclastic?",sandstone [MMK88],"Mazullo, Meyer ",with glauconite,"calcite cemented, bioclastic? sandstone with glauconite",100,very coarse sand [U14W22],subrounded (Default),friable,"Friable, bioclastic(?) calcite cemented sandstone. clasts are rounded. glauconite and small dark clasts throughout. Some red oxidized grains (scoria?). ",light gray,10YR 7/2,coarse ash [S81],basalt,,
324-U1348A-19R-1-A,324,U1348,A,19,19-1,R,1,A,0.0,107.0,247.5,248.57,calcite cemented,sandstone [MMK88],"Mazullo, Meyer ",with glauconite,calcite cemented sandstone with glauconite,100,coarse sand [U14W22],subrounded (Default),well indurated,Yellowy gray calcite cemented sandstone with glauconite and reddish oxidized pieces (scoria?). One large black clast is 1.5cm long. black basaltic scoria,light gray,2.5Y 7/2,coarse ash [BGS],basalt,,
324-U1348A-19R-1-A,324,U1348,A,19,19-1,R,1,A,0.0,125.0,247.5,248.75,"calcite cemented, bioclastic?",sandstone [MMK88],"Mazullo, Meyer ",with glauconite,"calcite cemented, bioclastic? sandstone with glauconite",100,very coarse sand [U14W22],subrounded (Default),friable,"Friable, bioclastic(?) calcite cemented sandstone. clasts are rounded. glauconite and small dark clasts throughout. Some red oxidized grains (scoria?). ",light gray,10YR 7/2,coarse ash [S81],basalt,,
324-U1348A-19R-1-A,324,U1348,A,19,19-1,R,1,A,107.0,125.0,248.57,248.75,"calcite cemented, bioclastic",sandstone [MMK88],"Mazullo, Meyer ",with shell fragments,"calcite cemented, bioclastic sandstone with shell fragments",100,very coarse sand [U14W22],subrounded (Default),well indurated,Gray calcite cemented sandstone with some larger clasts and bioclastics (mostly bivalve shells). ,gray,2.5Y 5/1,coarse ash [BGS],basalt,,
324-U1348A-19R-2-A,324,U1348,A,19,19-2,R,2,A,0.0,62.0,248.75,249.37,"calcite cemented, bioclastic",sandstone [MMK88],"Mazullo, Meyer ",with shell fragments,"calcite cemented, bioclastic sandstone with shell fragments",100,,,well indurated,Gray calcite cemented sandstone with some larger clasts and bioclastics (mostly bivalve shells). ,gray,,,,,
324-U1348A-19R-2-A,324,U1348,A,19,19-2,R,2,A,0.0,62.0,248.75,249.37,"calcite cemented, bioclastic?",sandstone [MMK88],"Mazullo, Meyer ",with glauconite,"calcite cemented, bioclastic? sandstone with glauconite",100,very coarse sand [U14W22],subrounded (Default),friable,"Friable, bioclastic(?) calcite cemented sandstone. clasts are rounded. glauconite and small dark clasts throughout. Some red oxidized grains (scoria?). ",light gray,10YR 7/2,coarse ash [BGS],basalt,,
324-U1348A-19R-2-A,324,U1348,A,19,19-2,R,2,A,0.0,62.0,248.75,249.37,,,,,,,,,,,,2.5Y 5/1,coarse ash [S81],,,
324-U1348A-19R-CC-A,324,U1348,A,19,19-CC,R,CC,A,0.0,2.0,249.37,249.39,"calcite cemented, bioclastic",sandstone [MMK88],"Mazullo, Meyer ",with shell fragments,"calcite cemented, bioclastic sandstone with shell fragments",100,very coarse sand [U14W22],subrounded (Default),well indurated,Gray calcite cemented sandstone with some larger clasts and bioclastics (mostly bivalve shells). ,gray,2.5Y 5/1,coarse ash [BGS],basalt,,
324-U1348A-19R-CC-A,324,U1348,A,19,19-CC,R,CC,A,0.0,20.0,249.37,249.57,"calcite cemented, bioclastic?",sandstone [MMK88],"Mazullo, Meyer ",with glauconite,"calcite cemented, bioclastic? sandstone with glauconite",100,very coarse sand [U14W22],subrounded (Default),friable,"Friable, bioclastic(?) calcite cemented sandstone. clasts are rounded. glauconite and small dark clasts throughout. Some red oxidized grains (scoria?). ",light gray,10YR 7/2,coarse ash [S81],basalt,,
324-U1348A-19R-CC-A,324,U1348,A,19,19-CC,R,CC,A,12.0,12.0,249.49,249.49,"calcite cemented, bioclastic",sandstone [MMK88],"Mazullo, Meyer ",with shell fragments,"calcite cemented, bioclastic sandstone with shell fragments",100,granule [U14W22],subrounded (Default),well indurated,Coarse granule lag. lots of shells (bivalves) and possibly crinoid segments and siliciclastic clasts. ,gray,2.5Y 5/1,coarse ash [BGS],basalt,,
324-U1348A-19R-CC-A,324,U1348,A,19,19-CC,R,CC,A,12.0,20.0,249.49,249.57,"calcite cemented, bioclastic",sandstone [MMK88],"Mazullo, Meyer ",with shell fragments,"calcite cemented, bioclastic sandstone with shell fragments",100,coarse sand [U14W22],subrounded (Default),well indurated,Gray calcite cemented sandstone with some larger clasts and bioclastics (bivalve shells mostly). ,gray,2.5Y 5/1,coarse ash [BGS],basalt,,
324-U1348A-20R-1-A,324,U1348,A,20,20-1,R,1,A,0.0,143.0,257.0,258.43,calcite cemented,coarse tuff,Exp 324,"with bivalves, crinoids and gastropods ","calcite cemented coarse tuff with bivalves, crinoids and gastropods ",100,coarse sand [U14W22],subangular (Default),well indurated,"indurated, bioclastic sandstone. Lots of calcite cement throughout. Coarser lags of material (very coarse sand-sized) present in places. ",very dark greenish gray,10Y 3/1,,,,
324-U1348A-20R-1-A,324,U1348,A,20,20-1,R,1,A,0.0,143.0,257.0,258.43,"calcite cemented, bioclastic?",sandstone [MMK88],"Mazullo, Meyer ",with glauconite,"calcite cemented, bioclastic? sandstone with glauconite",100,very coarse sand [U14W22],subrounded (Default),friable,"Friable, bioclastic(?) calcite cemented sandstone. clasts are rounded. glauconite and small dark clasts throughout. Some red oxidized grains (scoria?). ",light gray,10YR 7/2,coarse ash [S81],basalt,,
