Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
353-U1444B-10X-4-A,66.0,67.5,124.03,124.045,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,very thin bed,normally graded,,,,,,,,,,,,353,U1444,B,10,X,4,A
353-U1444B-10X-4-A,67.5,150.0,124.045,124.87,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section.",,,,353,U1444,B,10,X,4,A
353-U1444B-10X-5-A,0.0,29.5,124.87,125.165,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section.",,,,353,U1444,B,10,X,5,A
353-U1444B-10X-5-A,29.5,30.5,125.165,125.175,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,very thin bed,normally graded,,,,,,,,,,,,353,U1444,B,10,X,5,A
353-U1444B-10X-5-A,30.5,35.0,125.175,125.22,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section.",,,,353,U1444,B,10,X,5,A
353-U1444B-10X-5-A,35.0,37.0,125.22,125.24,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,very thin bed,normally graded,,,,,,,,,,,,353,U1444,B,10,X,5,A
353-U1444B-10X-5-A,37.0,57.0,125.24,125.44,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section.",,,,353,U1444,B,10,X,5,A
353-U1444B-10X-5-A,57.0,58.5,125.44,125.455,,clayey,silt,,clayey silt,clayey silt,silt,,dark gray,GLEY 1 3/N (very dark gray),,,,very thin bed,normally graded,,,,,,,,Organic matter and sulphide rich turbidite.,,,,353,U1444,B,10,X,5,A
353-U1444B-10X-5-A,58.5,121.0,125.455,126.08,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section.",,,,353,U1444,B,10,X,5,A
353-U1444B-10X-5-A,121.0,123.0,126.08,126.1,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,very thin bed,normally graded,,,,,,,,,,,,353,U1444,B,10,X,5,A
353-U1444B-10X-5-A,123.0,150.0,126.1,126.37,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section.",,,,353,U1444,B,10,X,5,A
353-U1444B-10X-6-A,0.0,50.5,126.37,126.875,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section.",,,,353,U1444,B,10,X,6,A
353-U1444B-10X-6-A,50.5,52.5,126.875,126.895,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,very thin bed,normally graded,,,,,,,,,,,,353,U1444,B,10,X,6,A
353-U1444B-10X-6-A,52.5,64.5,126.895,127.015,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section.",,,,353,U1444,B,10,X,6,A
353-U1444B-10X-6-A,64.5,79.0,127.015,127.16,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,very thin bed,normally graded,,,,,,,,5 silt to clay turbidites. White color turbidite at 76-79 cm,,,,353,U1444,B,10,X,6,A
353-U1444B-10X-6-A,79.0,129.0,127.16,127.66,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section.",,,,353,U1444,B,10,X,6,A
353-U1444B-10X-CC-A,0.0,57.0,127.66,128.23,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations and bandings (green, black) along the section.",,,,353,U1444,B,10,X,CC,A
