Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
363-U1486C-13H-4-A,40,58,101.7,101.88,,ash(tuff) [MMK88m],ash(tuff),,10YR 4/2 (dark grayish brown),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,13,H,4,A
363-U1486C-13H-4-A,58,150,101.88,102.8,ash-bearing foraminifer-rich [X363],nannofossil clay [X363],ash-bearing foraminifer-rich nannofossil clay,,10Y 5/2 (grayish green),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,13,H,4,A
363-U1486C-13H-5-A,0,50,102.8,103.3,ash-bearing foraminifer-rich [X363],nannofossil clay [X363],ash-bearing foraminifer-rich nannofossil clay,,10Y 5/2 (grayish green),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,13,H,5,A
363-U1486C-13H-5-A,50,58,103.3,103.38,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,13,H,5,A
363-U1486C-13H-5-A,58,150,103.38,104.3,ash-bearing foraminifer-rich [X363],nannofossil clay [X363],ash-bearing foraminifer-rich nannofossil clay,,10Y 5/2 (grayish green),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,13,H,5,A
363-U1486C-13H-6-A,0,55,104.3,104.85,ash-bearing foraminifer-rich [X363],nannofossil clay [X363],ash-bearing foraminifer-rich nannofossil clay,,10Y 5/2 (grayish green),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,13,H,6,A
363-U1486C-13H-6-A,55,60,104.85,104.9,,ash(tuff) [MMK88m],ash(tuff),,10Y 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,13,H,6,A
363-U1486C-13H-6-A,60,104,104.9,105.34,ash-bearing foraminifer-rich [X363],nannofossil clay [X363],ash-bearing foraminifer-rich nannofossil clay,,10Y 5/2 (grayish green),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,13,H,6,A
363-U1486C-13H-CC-A,0,12,105.34,105.46,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/2 (grayish green),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,13,H,CC,A
363-U1486C-14H-1-A,0,60,106.3,106.9,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,1,A
363-U1486C-14H-1-A,60,61,106.9,106.91,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,1,A
363-U1486C-14H-1-A,61,84,106.91,107.14,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,1,A
363-U1486C-14H-1-A,84,96,107.14,107.26,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,N 4 (dark gray),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,1,A
363-U1486C-14H-1-A,96,114,107.26,107.44,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,1,A
363-U1486C-14H-1-A,114,127,107.44,107.57,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,N 4 (dark gray),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,1,A
363-U1486C-14H-1-A,127,150,107.57,107.8,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,1,A
363-U1486C-14H-2-A,0,5,107.8,107.85,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,N 4 (dark gray),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,2,A
363-U1486C-14H-2-A,5,78,107.85,108.58,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,2,A
363-U1486C-14H-2-A,78,103,108.58,108.83,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,N 4 (dark gray),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,2,A
363-U1486C-14H-2-A,103,124,108.83,109.04,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,2,A
363-U1486C-14H-2-A,124,137,109.04,109.17,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,N 4 (dark gray),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,2,A
363-U1486C-14H-2-A,137,150,109.17,109.3,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,2,A
363-U1486C-14H-3-A,0,68,109.3,109.98,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,3,A
363-U1486C-14H-3-A,68,81,109.98,110.11,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,N 3 (very dark gray),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,3,A
363-U1486C-14H-3-A,81,104,110.11,110.34,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,3,A
363-U1486C-14H-3-A,104,109,110.34,110.39,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,N 4 (dark gray),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,3,A
363-U1486C-14H-3-A,109,134,110.39,110.64,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,3,A
363-U1486C-14H-3-A,134,137,110.64,110.67,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,N 4 (dark gray),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,3,A
363-U1486C-14H-3-A,137,150,110.67,110.8,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,3,A
363-U1486C-14H-4-A,0,16,110.8,110.96,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,4,A
363-U1486C-14H-4-A,16,21,110.96,111.01,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,N 4 (dark gray),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,4,A
363-U1486C-14H-4-A,21,69,111.01,111.49,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,4,A
363-U1486C-14H-4-A,69,89,111.49,111.69,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,4,A
363-U1486C-14H-4-A,89,111,111.69,111.91,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,N 5 (gray),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,4,A
363-U1486C-14H-4-A,111,124,111.91,112.04,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,4,A
363-U1486C-14H-4-A,124,125,112.04,112.05,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10YR 3/1 (very dark gray),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,4,A
363-U1486C-14H-4-A,125,150,112.05,112.3,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,4,A
363-U1486C-14H-5-A,0,46,112.3,112.76,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,5,A
363-U1486C-14H-5-A,46,53,112.76,112.83,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,N 3 (very dark gray),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,5,A
363-U1486C-14H-5-A,53,79,112.83,113.09,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,5,A
363-U1486C-14H-5-A,79,82,113.09,113.12,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,N 4 (dark gray),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,5,A
363-U1486C-14H-5-A,82,120,113.12,113.5,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,5,A
363-U1486C-14H-5-A,120,135,113.5,113.65,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,N 4 (dark gray),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,5,A
363-U1486C-14H-5-A,135,137,113.65,113.67,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,5,A
363-U1486C-14H-5-A,137,141,113.67,113.71,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,5,A
363-U1486C-14H-5-A,141,150,113.71,113.8,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,5,A
363-U1486C-14H-6-A,0,8,113.8,113.88,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,6,A
363-U1486C-14H-6-A,8,31,113.88,114.11,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,6,A
363-U1486C-14H-6-A,31,33,114.11,114.13,,ash(tuff) [MMK88m],ash(tuff),,10YR 3/2 (very dark grayish brown),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,6,A
363-U1486C-14H-6-A,33,109,114.13,114.89,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,6,A
363-U1486C-14H-6-A,109,117,114.89,114.97,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,N 4 (dark gray),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,6,A
363-U1486C-14H-6-A,117,135,114.97,115.15,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,6,A
363-U1486C-14H-6-A,135,140,115.15,115.2,,ash(tuff) [MMK88m],ash(tuff),,10YR 4/2 (dark grayish brown),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,6,A
363-U1486C-14H-6-A,140,147,115.2,115.27,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,6,A
363-U1486C-14H-6-A,147,150,115.27,115.3,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,N 3 (very dark gray),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,6,A
363-U1486C-14H-7-A,0,5,115.3,115.35,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,N 3 (very dark gray),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,7,A
363-U1486C-14H-7-A,5,65,115.35,115.95,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,7,A
363-U1486C-14H-CC-A,0,3,115.95,115.98,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,CC,A
363-U1486C-14H-CC-A,3,6,115.98,116.01,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,CC,A
363-U1486C-14H-CC-A,6,23,116.01,116.18,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,14,H,CC,A
363-U1486C-15H-1-A,0,20,115.8,116.0,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,1,A
363-U1486C-15H-1-A,20,61,116.0,116.41,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,1,A
363-U1486C-15H-1-A,61,65,116.41,116.45,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,1,A
363-U1486C-15H-1-A,65,80,116.45,116.6,,ash(tuff) [MMK88m],ash(tuff),,10Y 4/1 (dark greenish gray),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,1,A
363-U1486C-15H-1-A,80,134,116.6,117.14,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,1,A
363-U1486C-15H-1-A,134,138,117.14,117.18,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,1,A
363-U1486C-15H-1-A,138,140,117.18,117.2,,ash(tuff) [MMK88m],ash(tuff),,5YR 4/4 (reddish brown),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,1,A
363-U1486C-15H-1-A,140,150,117.2,117.3,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,1,A
363-U1486C-15H-2-A,0,101,117.3,118.31,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,2,A
363-U1486C-15H-2-A,101,102,118.31,118.32,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,2,A
363-U1486C-15H-2-A,102,130,118.32,118.6,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,2,A
363-U1486C-15H-2-A,130,134,118.6,118.64,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,N 4 (dark gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,2,A
363-U1486C-15H-2-A,134,150,118.64,118.8,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,2,A
363-U1486C-15H-3-A,0,80,118.8,119.6,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,3,A
363-U1486C-15H-3-A,80,96,119.6,119.76,,ash(tuff) [MMK88m],ash(tuff),,5YR 5/1 (gray),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,3,A
363-U1486C-15H-3-A,96,97,119.76,119.77,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,3,A
363-U1486C-15H-3-A,97,116,119.77,119.96,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,3,A
363-U1486C-15H-3-A,116,118,119.96,119.98,,ash(tuff) [MMK88m],ash(tuff),,N 5 (gray),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,3,A
363-U1486C-15H-3-A,118,150,119.98,120.3,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,3,A
363-U1486C-15H-4-A,0,24,120.3,120.54,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,4,A
363-U1486C-15H-4-A,24,27,120.54,120.57,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,N 4 (dark gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,4,A
363-U1486C-15H-4-A,27,118,120.57,121.48,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,4,A
363-U1486C-15H-4-A,118,123,121.48,121.53,,ash(tuff) [MMK88m],ash(tuff),,5YR 2.5/1 (black),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,4,A
363-U1486C-15H-4-A,123,150,121.53,121.8,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,4,A
363-U1486C-15H-5-A,0,99,121.8,122.79,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,5,A
363-U1486C-15H-5-A,99,101,122.79,122.81,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,5,A
363-U1486C-15H-5-A,101,150,122.81,123.3,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,5,A
363-U1486C-15H-6-A,0,38,123.3,123.68,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,6,A
363-U1486C-15H-6-A,38,39,123.68,123.69,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,6,A
363-U1486C-15H-6-A,39,100,123.69,124.3,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,6,A
363-U1486C-15H-6-A,100,123,124.3,124.53,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,6,A
363-U1486C-15H-6-A,123,150,124.53,124.8,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10YR 6/1 (gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,6,A
363-U1486C-15H-7-A,0,14,124.8,124.94,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10YR 6/1 (gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,7,A
363-U1486C-15H-7-A,14,15,124.94,124.95,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,N 4 (dark gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,7,A
363-U1486C-15H-7-A,15,55,124.95,125.35,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10YR 6/1 (gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,7,A
363-U1486C-15H-CC-A,0,14,125.35,125.49,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10YR 6/1 (gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,CC,A
363-U1486C-15H-CC-A,14,23,125.49,125.58,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,N 4 (dark gray),moderate [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,C,15,H,CC,A
363-U1486C-16H-1-A,0,70,125.3,126.0,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,16,H,1,A
363-U1486C-16H-1-A,70,71,126.0,126.01,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,16,H,1,A
363-U1486C-16H-1-A,71,119,126.01,126.49,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10YR 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,16,H,1,A
363-U1486C-16H-1-A,119,124,126.49,126.54,foraminifer-bearing nannofossil-bearing [X363],ash(tuff) [MMK88m],foraminifer-bearing nannofossil-bearing ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,16,H,1,A
363-U1486C-16H-1-A,124,135,126.54,126.65,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,16,H,1,A
363-U1486C-16H-1-A,135,150,126.65,126.8,foraminifer-bearing nannofossil-bearing [X363],ash(tuff) [MMK88m],foraminifer-bearing nannofossil-bearing ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,16,H,1,A
363-U1486C-16H-2-A,0,14,126.8,126.94,foraminifer-bearing nannofossil-bearing [X363],ash(tuff) [MMK88m],foraminifer-bearing nannofossil-bearing ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,16,H,2,A
363-U1486C-16H-2-A,14,29,126.94,127.09,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10YR 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,16,H,2,A
363-U1486C-16H-2-A,29,34,127.09,127.14,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,16,H,2,A
