Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Sample comment,Preservation,Group abundance,Florisphaera profunda,Emiliania huxleyi,Gephyrocapsa ericsonii,Gephyrocapsa oceanica,Gephyrocapsa caribbeanica,Pseudoemiliania lacunosa,Pseudoemiliania ovata,Reticulofenestra asanoi,Reticulofenestra pseudoumbilicus,Reticulofenestra minuta,Reticulofenestra haqii,Reticulofenestra rotaria,Dictyococcites antarcticus,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Umbilicosphaera sibogae,Umbilicosphaera jafari,Umbilicosphaera rotula,Oolithotus fragilis,Helicosphaera carteri,Helicosphaera wallichii,Helicosphaera pavimentum,Helicosphaera intermedia,Helicosphaera inversa,Helicosphaera sellii,Helicosphaera stalis,Helicosphaera walbersdorfensis,Pontosphaera multipora,Pontosphaera japonica,Pontosphaera discopora,Scyphosphaera apsteinii,Scyphosphaera pulcherrima,Scyphosphaera canescens,Scyphosphaera globulata,Rhabdosphaera clavigera,Discosphaera tubifera,Umbellosphaera irregularis,Umbellosphaera tenuis,Syracosphaera pulchra,Syracosphaera lamina,Calciosolenia murrayi,Ceratolithus cristatus,Ceratolithus acutus,Amaurolithus tricorniculatus,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus amplificus,Sphenolithus abies,Sphenolithus moriformis,Sphenolithus heteromorphus,Sphenolithus belemnos,Discoaster brouweri,Discoaster triradiatus,Discoaster variabilis,Discoaster pentaradiatus,Discoaster surculus,Discoaster tamalis,Discoaster asymmetricus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster bollii,Discoaster bellus,Discoaster loeblichii,Discoaster hamatus,Discoaster neohamatus,Discoaster deflandrei,Discoaster kugleri,Discoaster petaliformis,Discoaster signus,Discoaster druggii,Orthorhabdus rugosus,Calcidiscus premacintyrei,Catinaster calyculus,Catinaster coalitus,Ceratolithus larrymayeri,Gephyrocapsa omega,Coronocyclus nitescens,Helicosphaera ampliaperta,Helicosphaera euphratis,Minylitha convallis,Orthorhabdus serratus,Sphenolithus capricornutus,Sphenolithus disbelemnos,Triquetrorhabdulus carinatus,Algirosphaera robusta,Braarudosphaera bigelowii,Calcidiscus pacificanus,Calcidiscus pataecus,Calcidiscus quadriperforatus,Calcidiscus tropicus,Calciosolenia brasiliensis,Catinaster mexicanus,Cryptococcolithus mediaperforate,Dictyococcites bisectus,Discoaster altus,Discoaster bergenii,Discoaster braarudii,Discoaster calcaris,Discoaster challengeri,Discoaster exilis,Discoaster extensus,Discoaster musicus,Discoaster neorectus,Discoaster prepentaradiatus,Discoaster spp.,Gephyrocapsa lumina,Gephyrocapsa muellerae,Gladiolithus flabellatus,Hayaster perplexus,Hayella challengeri,Helicosphaera gertae,Helicosphaera granulata,Helicosphaera magnifica,Helicosphaera mediterranea,Helicosphaera obliqua,Helicosphaera orientalis,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera scissura,Ceratolithus atlanticus,Helicosphaera truempyi,Helicosphaera vedderi,Helicosphaera waltrans,Holodiscolithus macroporus,Hughesius gizoensis,Hughesius tasmaniae,Ilselithina fusa,Orthorhabdus rioi,Orthorhabdus striatus,Pontosphaera spp.,Pontosphaera syracusana,Reticulofenestra daviesii,Reticulofenestra gelida,Reticulofenestra minutula,Rhabdosphaera poculii,Rhabdosphaera spp.,Scyphosphaera apsteinii forma dilatata,Scyphosphaera cylindrica,Scyphosphaera intermedia,Scyphosphaera lagena,Scyphosphaera tubifera,Scyphosphaera ventriosa,Solidopons petrae,Sphenolithus calyculus,Sphenolithus conicus,Sphenolithus dissimilis,Syracolithus schilleri,Tetralithoides quadrilaminata,Tetralithoides symeonidesii,Triquetrorhabdulus challengeri,Triquetrorhabdulus milowii,Umbilicosphaera hulburtiana,Reworked species,Diatoms,Radiolarian fragments,Datum type,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Zone name
363-U1487A-12H-3-W 106/106-NANNO,0,0,105.46,105.46,,"TDJ - D. brouweri, low side of frequent abundance. No D. pentaradiatus seen.",VG [P33],C [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A30],,,x [A115],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,12,H,3,W,106/106-NANNO,
363-U1487A-12H-5-W 138/138-NANNO,0,0,108.78,108.78,,TDJ - low D. brouweri abundance; 1 D. pentaradiatus,VG [P33],C [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A30],,,P [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,12,H,5,W,138/138-NANNO,
363-U1487A-12H-CC-PAL-NANNO,0,5,110.69,110.74,NN17 [M71],"LB - TDJ - D. brouweri present but low abundance, no D. pentaradiatus seen",VG [P33],F [A22],A [A23],,x [A115],,,C [A04],A [A23],F [A30],,A [A23],,,,,C [A04],,C [A04],,F [A30],,,,C [A04],,,,,,,,,,,,,,,F [A30],,,P [A30],F [A30],F [A30],,,,,,,,,,,,F [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,12,H,CC,PAL,NANNO,
363-U1487A-13H-3-W 146/146-NANNO,0,0,115.36,115.36,,TDJ - D. brouweri frequent; rare D. pentaradiatus,VG [P33],C [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A30],,,P [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,13,H,3,W,146/146-NANNO,
363-U1487A-13H-CC-PAL-NANNO,0,5,120.27,120.32,NN17 [M71],"TDJ - preservation, some fragmentation in the discoasters (but these are sieved ,20um assemblages to remove sand / ash)",G [P33],C [A22],C [A04],,,,,F [A30],C [A04],,,C [A04],,,,,F [A30],,C [A04],,F [A30],C [A04],,F [A30],C [A04],,,,,,,,,,F [A30],R [A30],,,,F [A30],,,,F [A30],,,,,,,,,,,,,C [A04],,,F [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,13,H,CC,PAL,NANNO,
363-U1487A-14H-2-W 81/81-NANNO,0,0,122.71,122.71,,TDJ - D. surculus not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x [A115],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,14,H,2,W,81/81-NANNO,
363-U1487A-14H-3-W 85/85-NANNO,0,0,124.25,124.25,,TDJ - 1 D. surculus present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,14,H,3,W,85/85-NANNO,
363-U1487A-14H-CC-PAL-NANNO,0,5,125.23,125.28,NN16 [M71],TDJ - D. surculus present,G [P33],C [A22],C [A04],,,,,C [A04],C [A04],,,C [A04],,,,,C [A04],,C [A04],F [A30],C [A04],C [A04],,,C [A04],,,,,,,,,,F [A30],F [A30],,,,F [A30],,,,F [A30],,F [A30],,,,,,,,,,,C [A04],,,F [A30],P [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,14,H,CC,PAL,NANNO,
363-U1487A-15H-CC-PAL-NANNO,0,5,134.99,135.04,NN16 [M71],TDJ -,G [P33],D [A22],V [A94],,,,,F [A30],C [A04],,,C [A04],,,,,C [A04],,C [A04],F [A30],C [A04],C [A04],,,C [A04],,,,,F [A30],,,,,F [A30],F [A30],,,,,,,,F [A30],,,R [A30],,,,,,,,,,C [A04],,,F [A30],P [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,15,H,CC,PAL,NANNO,
363-U1487A-16H-CC-PAL-NANNO,0,5,144.53,144.58,NN16 [M71],"TDJ - low discoaster abundance, but rest of the assemblage well preserved, dominated by R. minuta and F. profunda.",G [P33],D [A22],A [A23],,,,,,,,,A [A23],,,,,C [A04],,C [A04],F [A30],C [A04],C [A04],,,C [A04],,,,,F [A30],,,,,F [A30],R [A30],,,,F [A30],,,,C [A04],,,R [A30],,,,,,,,,,F [A30],,P [A30],F [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1487,A,16,H,CC,PAL,NANNO,
