Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Schackoina spp.	Praeglobotruncana spp.	Marginotruncana tarfayaensis	Marginotruncana sinuosa	Marginotruncana pseudolinneiana	Marginotruncana coronata	Heterohelix globulosa	Hedbergella simplex	Hedbergella planispira	Hedbergella hoelzli	Falsotruncana maslakovae	Dicarinella imbricata	Dicarinella hagni	Heterohelix spp.	Hedbergella flandrini	Globotruncanita sp. cf. G. stuartiformis	Globotruncanita elevata	Globotruncana ventricosa	Globotruncana linneiana	Dicarinella asymetrica	Rugoglobigerina rugosa	Rugoglobigerina pilula	Globotruncana bulloides	Globigerinelloides asper	Contusotruncana fornicata	Globotruncana arca	Pseudotextularia nuttalli	Heterohelix rajagopalani	Globotruncana spp.	Globigerinelloides subcarinatus	Globigerinelloides messinae	Contusotruncana cf. patelliformis	Planoglobulina spp.	Planoglobulina carseyae	Globotruncanella havanensis	Globotruncana falsostuarti	Globotruncana cf. ventricosa	Planoglobulina multicamerata	Globotruncanella pschadae	Rugoglobigerina milamensis	Gublerina cuvillieri	Abathomphalus intermedius	Globotruncanita insignis	Racemiguembelina cf. fructicosa	Pseudotextularia elegans	Contusotruncana patelliformis	Abathomphalus cf. mayaroensis	Rugoglobigerina hexacamerata	Racemiguembelina fructicosa	Globotruncanita stuartiformis	Globotruncanita stuarti	Globotruncana dupeublei	Abathomphalus mayaroensis	Rugoglobigerina rotundata	Rugoglobigerina pennyi	Globotruncanita angulata	Contusotruncana walfischensis	Contusotruncana contusa	Gublerina acuta	Globotruncanita cf. stuarti	Rugoglobigerina spp.	Paragloborotalia opima nana	Globoquadrina venezuelana	Globoquadrina tripartita	Globoquadrina galavisi/G. globularis	Globigerina woodi/G. apertura	Globigerina praebulloides	Globigerina angulisuturalis	Catapsydrax unicavus	Catapsydrax dissimilis	Paragloborotalia mayeri	Globigerinita glutinata	Globigerina ciperoensis	Globorotalia mendacis	Globoquadrina binaiensis	Globigerinoides primordius	Globigerina brazieri	Globorotalia kugleri	Globoquadrina baroemoenensis	Globigerinella praesiphonifera	Globigerina angustiumbilicata	Globoquadrina altispira	Globigerinoides trilobus	Globigerinoides parawoodi	Globigerina druryi/G. nepenthes	Sphaeroidinellopsis disjuncta	Globorotalia birnageae	Globoquadrina dehiscens	Globigerinoides subquadratus	Globigerinoides altiaperturus	Catapsydrax stainforthi	Globorotalia praescitula	Globigerinoides diminutus	Globigerinoides bulloideus	Catapsydrax parvulus	Globorotalia peripheroronda	Globigerinoides sicanus	Globigerinatella insueta	Praeorbulina glomerosa	Globorotalia archeomenardii	Globigerinoides obliquus	Orbulina spp.	Globorotalia peripheroacuta	Globorotalia praefohsi	Sphaeroidinellopsis seminulina	Globorotalia fohsi	Sphaeroidinellopsis kochi	Globorotalia menardii	Sphaeroidinella dehiscens	Pulleniatina primalis	Pulleniatina obliquiloculata	Neogloboquadrina dutertrei	Neogloboquadrina acostaensis/N. humerosa	Globorotalia tumida	Globorotalia truncatulinoides	Globorotalia tosaensis	Globorotalia plesiotumida	Globorotalia partimlabiata	Globorotalia margaritae	Globorotalia inflata	Globorotalia crassaformis	Globigerinoides ruber (white)	Globigerinoides extremus	Globigerinoides conglobatus	Candeina nitida	Globorotalia conoidea	Globigerinoides fistulosus	Globigerina rubescens	Globigerinoides ruber (pink)	Globigerina calida	Comment

  SR	Early Miocene    	                 	G. insueta        	              	122	 761	B	  6	H	 4	  73.00	     47.4300	Zachariasse	Planktonic Foraminifers                      	               	                  	               	                      	                            	                       	                               	                        	                     	                   	                      	                   	                        	                     	                 	                	                     	                                        	                       	                        	                       	                      	                      	                      	                       	                        	                         	                  	                         	                        	                  	                               	                           	                                 	                   	                       	                           	                          	                            	                            	                         	                          	                    	                         	                        	                               	                        	                             	                             	                            	                           	                             	                       	                       	                         	                         	                      	                        	                             	                       	               	                           	                    	                           	                         	                        	                                    	+                            	+                        	                           	                    	                      	+                      	+                      	                       	                     	                        	                          	+                   	                    	+                           	+                             	+                            	+                      	+                       	                         	+                              	+                            	+                     	+                      	+                           	                             	                       	+                       	+                        	+                         	+                   	+                          	+                      	                        	                      	                           	                        	             	                           	                      	                              	                  	                         	                     	                         	                     	                            	                          	                                        	                   	                             	                      	                         	                          	                       	                    	                         	                             	                        	                           	               	                     	                          	                     	                            	                  	from ODP Leg 122 Chapter 39 Figure 3 p 698

  SR	Early Miocene    	                 	C. stainforthi    	              	122	 761	B	  6	H	 5	  73.00	     48.9300	Zachariasse	Planktonic Foraminifers                      	               	                  	               	                      	                            	                       	                               	                        	                     	                   	                      	                   	                        	                     	                 	                	                     	                                        	                       	                        	                       	                      	                      	                      	                       	                        	                         	                  	                         	                        	                  	                               	                           	                                 	                   	                       	                           	                          	                            	                            	                         	                          	                    	                         	                        	                               	                        	                             	                             	                            	                           	                             	                       	                       	                         	                         	                      	                        	                             	                       	               	                           	                    	                           	                         	                        	                                    	+                            	+                        	                           	+                   	+                     	+                      	+                      	                       	                     	                        	                          	+                   	                    	+                           	+                             	+                            	+                      	+                       	+                        	+                              	+                            	+                     	+                      	+                           	                             	+                      	+                       	+                        	+                         	+                   	                           	                       	                        	                      	                           	                        	             	                           	                      	                              	                  	                         	                     	                         	                     	                            	                          	                                        	                   	                             	                      	                         	                          	                       	                    	                         	                             	                        	                           	               	                     	                          	                     	                            	                  	from ODP Leg 122 Chapter 39 Figure 3 p 699

  SR	Early Miocene    	                 	C. stainforthi    	              	122	 761	B	  6	H	 6	  73.00	     50.4300	Zachariasse	Planktonic Foraminifers                      	               	                  	               	                      	                            	                       	                               	                        	                     	                   	                      	                   	                        	                     	                 	                	                     	                                        	                       	                        	                       	                      	                      	                      	                       	                        	                         	                  	                         	                        	                  	                               	                           	                                 	                   	                       	                           	                          	                            	                            	                         	                          	                    	                         	                        	                               	                        	                             	                             	                            	                           	                             	                       	                       	                         	                         	                      	                        	                             	                       	               	                           	                    	+                          	                         	                        	+                                   	+                            	+                        	                           	+                   	+                     	+                      	+                      	                       	                     	+                       	                          	+                   	                    	+                           	+                             	+                            	+                      	+                       	+                        	+                              	+                            	+                     	+                      	+                           	+                            	+                      	                        	                         	                          	                    	                           	                       	                        	                      	                           	                        	             	                           	                      	                              	                  	                         	                     	                         	                     	                            	                          	                                        	                   	                             	                      	                         	                          	                       	                    	                         	                             	                        	                           	               	                     	                          	                     	                            	                  	from ODP Leg 122 Chapter 39 Figure 3 p 700

  SR	Early Miocene    	                 	G. kugleri        	              	122	 761	B	  7	H	 1	  60.00	     52.3000	Zachariasse	Planktonic Foraminifers                      	               	                  	               	                      	                            	                       	                               	                        	                     	                   	                      	                   	                        	                     	                 	                	                     	                                        	                       	                        	                       	                      	                      	                      	                       	                        	                         	                  	                         	                        	                  	                               	                           	                                 	                   	                       	                           	                          	                            	                            	                         	                          	                    	                         	                        	                               	                        	                             	                             	                            	                           	                             	                       	                       	                         	                         	                      	                        	                             	                       	               	                           	                    	+                          	+                        	+                       	+                                   	+                            	+                        	                           	+                   	+                     	+                      	+                      	                       	                     	+                       	                          	+                   	+                   	+                           	+                             	+                            	+                      	+                       	+                        	+                              	                             	                      	                       	                            	                             	                       	                        	                         	                          	                    	                           	                       	                        	                      	                           	                        	             	                           	                      	                              	                  	                         	                     	                         	                     	                            	                          	                                        	                   	                             	                      	                         	                          	                       	                    	                         	                             	                        	                           	               	                     	                          	                     	                            	                  	reworked Eocene taxa; from ODP Leg 122 Chapter 39 Figure 3 p 701

  SR	Early Miocene    	                 	G. kugleri        	              	122	 761	B	  7	H	 2	  60.00	     53.8000	Zachariasse	Planktonic Foraminifers                      	               	                  	               	                      	                            	                       	                               	                        	                     	                   	                      	                   	                        	                     	                 	                	                     	                                        	                       	                        	                       	                      	                      	                      	                       	                        	                         	                  	                         	                        	                  	                               	                           	                                 	                   	                       	                           	                          	                            	                            	                         	                          	                    	                         	                        	                               	                        	                             	                             	                            	                           	                             	                       	                       	                         	                         	                      	                        	                             	                       	               	                           	                    	+                          	+                        	+                       	+                                   	+                            	+                        	                           	+                   	+                     	+                      	+                      	                       	                     	+                       	                          	+                   	+                   	+                           	+                             	+                            	                       	                        	                         	                               	                             	                      	                       	                            	                             	                       	                        	                         	                          	                    	                           	                       	                        	                      	                           	                        	             	                           	                      	                              	                  	                         	                     	                         	                     	                            	                          	                                        	                   	                             	                      	                         	                          	                       	                    	                         	                             	                        	                           	               	                     	                          	                     	                            	                  	reworked Eocene taxa; from ODP Leg 122 Chapter 39 Figure 3 p 701

  SR	Early Miocene    	                 	G. kugleri        	              	122	 761	B	  7	H	 3	  60.00	     55.3000	Zachariasse	Planktonic Foraminifers                      	               	                  	               	                      	                            	                       	                               	                        	                     	                   	                      	                   	                        	                     	                 	                	                     	                                        	                       	                        	                       	                      	                      	                      	                       	                        	                         	                  	                         	                        	                  	                               	                           	                                 	                   	                       	                           	                          	                            	                            	                         	                          	                    	                         	                        	                               	                        	                             	                             	                            	                           	                             	                       	                       	                         	                         	                      	                        	                             	                       	               	                           	                    	+                          	+                        	+                       	+                                   	+                            	+                        	                           	+                   	+                     	+                      	+                      	                       	                     	+                       	+                         	+                   	+                   	+                           	+                             	+                            	                       	                        	                         	                               	                             	                      	                       	                            	                             	                       	                        	                         	                          	                    	                           	                       	                        	                      	                           	                        	             	                           	                      	                              	                  	                         	                     	                         	                     	                            	                          	                                        	                   	                             	                      	                         	                          	                       	                    	                         	                             	                        	                           	               	                     	                          	                     	                            	                  	reworked Eocene taxa; from ODP Leg 122 Chapter 39 Figure 3 p 701

  SR	Early Miocene    	                 	G. kugleri        	              	122	 761	B	  7	H	 4	  60.00	     56.8000	Zachariasse	Planktonic Foraminifers                      	               	                  	               	                      	                            	                       	                               	                        	                     	                   	                      	                   	                        	                     	                 	                	                     	                                        	                       	                        	                       	                      	                      	                      	                       	                        	                         	                  	                         	                        	                  	                               	                           	                                 	                   	                       	                           	                          	                            	                            	                         	                          	                    	                         	                        	                               	                        	                             	                             	                            	                           	                             	                       	                       	                         	                         	                      	                        	                             	                       	               	                           	                    	+                          	+                        	+                       	+                                   	+                            	+                        	                           	+                   	+                     	+                      	+                      	                       	                     	+                       	+                         	+                   	+                   	+                           	+                             	+                            	                       	                        	                         	                               	                             	                      	                       	                            	                             	                       	                        	                         	                          	                    	                           	                       	                        	                      	                           	                        	             	                           	                      	                              	                  	                         	                     	                         	                     	                            	                          	                                        	                   	                             	                      	                         	                          	                       	                    	                         	                             	                        	                           	               	                     	                          	                     	                            	                  	reworked Eocene taxa; from ODP Leg 122 Chapter 39 Figure 3 p 701

  SR	Early Miocene    	                 	G. kugleri        	              	122	 761	B	  7	H	 5	  60.00	     58.3000	Zachariasse	Planktonic Foraminifers                      	               	                  	               	                      	                            	                       	                               	                        	                     	                   	                      	                   	                        	                     	                 	                	                     	                                        	                       	                        	                       	                      	                      	                      	                       	                        	                         	                  	                         	                        	                  	                               	                           	                                 	                   	                       	                           	                          	                            	                            	                         	                          	                    	                         	                        	                               	                        	                             	                             	                            	                           	                             	                       	                       	                         	                         	                      	                        	                             	                       	               	                           	                    	+                          	+                        	+                       	+                                   	+                            	+                        	+                          	+                   	+                     	+                      	+                      	                       	+                    	+                       	+                         	+                   	+                   	+                           	+                             	+                            	                       	                        	                         	                               	                             	                      	                       	                            	                             	                       	                        	                         	                          	                    	                           	                       	                        	                      	                           	                        	             	                           	                      	                              	                  	                         	                     	                         	                     	                            	                          	                                        	                   	                             	                      	                         	                          	                       	                    	                         	                             	                        	                           	               	                     	                          	                     	                            	                  	from ODP Leg 122 Chapter 39 Figure 3 p 701

  SR	Oligocene        	                 	G. ciperoensis    	              	122	 761	B	  7	H	 6	  60.00	     59.8000	Zachariasse	Planktonic Foraminifers                      	               	                  	               	                      	                            	                       	                               	                        	                     	                   	                      	                   	                        	                     	                 	                	                     	                                        	                       	                        	                       	                      	                      	                      	                       	                        	                         	                  	                         	                        	                  	                               	                           	                                 	                   	                       	                           	                          	                            	                            	                         	                          	                    	                         	                        	                               	                        	                             	                             	                            	                           	                             	                       	                       	                         	                         	                      	                        	                             	                       	               	                           	                    	+                          	+                        	+                       	+                                   	+                            	+                        	+                          	+                   	+                     	+                      	+                      	+                      	+                    	+                       	+                         	+                   	                    	                            	                              	                             	                       	                        	                         	                               	                             	                      	                       	                            	                             	                       	                        	                         	                          	                    	                           	                       	                        	                      	                           	                        	             	                           	                      	                              	                  	                         	                     	                         	                     	                            	                          	                                        	                   	                             	                      	                         	                          	                       	                    	                         	                             	                        	                           	               	                     	                          	                     	                            	                  	reworked Eocene taxa; from ODP Leg 122 Chapter 39 Figure 3 p 701

  SR	Oligocene        	                 	G. ciperoensis    	              	122	 761	B	  7	H	 7	  60.00	     61.3000	Zachariasse	Planktonic Foraminifers                      	               	                  	               	                      	                            	                       	                               	                        	                     	                   	                      	                   	                        	                     	                 	                	                     	                                        	                       	                        	                       	                      	                      	                      	                       	                        	                         	                  	                         	                        	                  	                               	                           	                                 	                   	                       	                           	                          	                            	                            	                         	                          	                    	                         	                        	                               	                        	                             	                             	                            	                           	                             	                       	                       	                         	                         	                      	                        	                             	                       	               	                           	                    	+                          	+                        	+                       	+                                   	+                            	+                        	+                          	+                   	+                     	+                      	+                      	+                      	                     	                        	                          	                    	                    	                            	                              	                             	                       	                        	                         	                               	                             	                      	                       	                            	                             	                       	                        	                         	                          	                    	                           	                       	                        	                      	                           	                        	             	                           	                      	                              	                  	                         	                     	                         	                     	                            	                          	                                        	                   	                             	                      	                         	                          	                       	                    	                         	                             	                        	                           	               	                     	                          	                     	                            	                  	reworked Eocene taxa; from ODP Leg 122 Chapter 39 Figure 3 p 701

  SR	Oligocene        	                 	G. ciperoensis    	              	122	 761	B	  8	H	 1	  60.00	     61.8000	Zachariasse	Planktonic Foraminifers                      	               	                  	               	                      	                            	                       	                               	                        	                     	                   	                      	                   	                        	                     	                 	                	                     	                                        	                       	                        	                       	                      	                      	                      	                       	                        	                         	                  	                         	                        	                  	                               	                           	                                 	                   	                       	                           	                          	                            	                            	                         	                          	                    	                         	                        	                               	                        	                             	                             	                            	                           	                             	                       	                       	                         	                         	                      	                        	                             	                       	               	                           	                    	+                          	+                        	+                       	+                                   	+                            	+                        	+                          	+                   	+                     	                       	                       	                       	                     	                        	                          	                    	                    	                            	                              	                             	                       	                        	                         	                               	                             	                      	                       	                            	                             	                       	                        	                         	                          	                    	                           	                       	                        	                      	                           	                        	             	                           	                      	                              	                  	                         	                     	                         	                     	                            	                          	                                        	                   	                             	                      	                         	                          	                       	                    	                         	                             	                        	                           	               	                     	                          	                     	                            	                  	reworked Eocene taxa; from ODP Leg 122 Chapter 39 Figure 3 p 701

  SR	Maestrichtian    	                 	A. mayaroensis    	              	122	 761	B	 22	X	 3	  60.00	    183.3000	Wonders  	Planktonic Foraminifers                      	               	                  	               	                      	                            	                       	                               	                        	                     	                   	                      	                   	                        	                     	                 	                	                     	                                        	                       	                        	                       	                      	                      	                      	                       	                        	                         	C                 	                         	                        	                  	                               	                           	                                 	                   	                       	                           	                          	R                           	                            	                         	C                         	                    	                         	                        	                               	                        	                             	                             	                            	+                          	                             	R                      	                       	C                        	                         	                      	                        	R                            	+                      	               	                           	C                   	                           	                         	                        	                                    	                             	                         	                           	                    	                      	                       	                       	                       	                     	                        	                          	                    	                    	                            	                              	                             	                       	                        	                         	                               	                             	                      	                       	                            	                             	                       	                        	                         	                          	                    	                           	                       	                        	                      	                           	                        	             	                           	                      	                              	                  	                         	                     	                         	                     	                            	                          	                                        	                   	                             	                      	                         	                          	                       	                    	                         	                             	                        	                           	               	                     	                          	                     	                            	                  	from ODP Leg 122 SR Chapter 35 Figure 2 back pocket

  SR	Maestrichtian    	                 	A. mayaroensis    	              	122	 761	B	 22	X	 4	  60.00	    184.8000	Wonders  	Planktonic Foraminifers                      	               	                  	               	                      	                            	                       	                               	                        	                     	                   	                      	                   	                        	                     	                 	C               	                     	                                        	                       	                        	                       	                      	                      	                      	                       	                        	                         	R                 	                         	+                       	                  	                               	                           	                                 	                   	                       	                           	                          	                            	                            	+                        	+                         	+                   	                         	                        	                               	                        	                             	                             	                            	                           	                             	C                      	                       	C                        	                         	                      	                        	                             	C                      	               	                           	R                   	                           	                         	                        	                                    	                             	                         	                           	                    	                      	                       	                       	                       	                     	                        	                          	                    	                    	                            	                              	                             	                       	                        	                         	                               	                             	                      	                       	                            	                             	                       	                        	                         	                          	                    	                           	                       	                        	                      	                           	                        	             	                           	                      	                              	                  	                         	                     	                         	                     	                            	                          	                                        	                   	                             	                      	                         	                          	                       	                    	                         	                             	                        	                           	               	                     	                          	                     	                            	                  	from ODP Leg 122 SR Chapter 35 Figure 2 back pocket
