Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Ulmus taxa,Tsuga taxa,Tilia taxa,Taxodiaceae taxa,Sphagnum taxa,Selaginella  taxa,Sciadopitys taxa,Quercus taxa,Pterocarya taxa,Polypodiaceae taxa,Pinus taxa,Picea taxa,Nyssa  taxa,Myrica taxa,Lycopodiaceae taxa,Liquidambar taxa,Larix type taxa,Juglans taxa,Ilex taxa,Gramineae taxa,Fagus taxa,Ericaceae taxa,Ephedra taxa,Cyperaceae taxa,Cryptomeria  taxa,Corylus taxa,Compositae taxa,Chenopodiaceae taxa,Celtis taxa,Carya taxa,Carpinus taxa,Betula taxa,Alnus taxa,Acer taxa,Abies taxa,Zelkova taxa,Quercus (evergreen) taxa,Quercus (deciduous)  taxa,Persicaria taxa,Pasania  taxa,Metasequoia  taxa,Engelhardia taxa,Castanea taxa,Larix taxa,Cupressaceae taxa,Aesculus  taxa,Dacrydium taxa,Carduoideae  taxa,Rhus taxa,Cichorioideae taxa,Artemisia taxa,Sparganium taxa,Comment
  SR,                 ,                 ,                  ,              ,127, 794,A, 10,H, 1,  62.00,     83.4200,Heusser  ,Pollen/Spores                                ,               ,                  ,6         ,20        ,0         ,16              ,0            ,0                ,1               ,12          ,1              ,20                ,82        ,39        ,0          ,0          ,0                 ,0               ,0              ,0           ,0        ,0             ,3         ,0             ,1           ,10             ,4                ,0           ,5              ,1                  ,0          ,0         ,0            ,7          ,4         ,0        ,4         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 10,H, 2,  62.00,     84.9200,Heusser  ,Pollen/Spores                                ,               ,                  ,7         ,7         ,0         ,16              ,0            ,0                ,1               ,26          ,0              ,2                 ,81        ,27        ,0          ,0          ,0                 ,0               ,0              ,0           ,0        ,1             ,12        ,0             ,0           ,9              ,5                ,0           ,6              ,0                  ,0          ,0         ,0            ,10         ,3         ,0        ,0         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 10,H, 4,  62.00,     87.9200,Heusser  ,Pollen/Spores                                ,               ,                  ,5         ,15        ,0         ,12              ,0            ,0                ,0               ,5           ,0              ,60                ,72        ,61        ,0          ,0          ,0                 ,0               ,0              ,1           ,0        ,4             ,6         ,0             ,0           ,2              ,2                ,0           ,13             ,0                  ,0          ,0         ,0            ,8          ,1         ,0        ,4         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 10,H, 5,  71.00,     89.5100,Heusser  ,Pollen/Spores                                ,               ,                  ,4         ,5         ,0         ,0               ,0            ,0                ,0               ,22          ,0              ,4                 ,102       ,30        ,0          ,0          ,1                 ,0               ,               ,1           ,0        ,1             ,5         ,0             ,1           ,4              ,0                ,1           ,11             ,0                  ,0          ,0         ,0            ,11         ,4         ,0        ,4         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 10,H, 6,  62.00,     90.9200,Heusser  ,Pollen/Spores                                ,               ,                  ,4         ,14        ,0         ,17              ,1            ,0                ,1               ,25          ,0              ,31                ,53        ,48        ,1          ,0          ,0                 ,1               ,1              ,0           ,0        ,0             ,2         ,0             ,1           ,10             ,3                ,0           ,12             ,1                  ,0          ,0         ,1            ,10         ,5         ,0        ,2         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 11,H, 1,  62.00,     92.9200,Heusser  ,Pollen/Spores                                ,               ,                  ,3         ,5         ,0         ,36              ,0            ,0                ,0               ,26          ,1              ,18                ,44        ,42        ,0          ,0          ,1                 ,0               ,2              ,1           ,0        ,2             ,3         ,0             ,0           ,18             ,15               ,1           ,11             ,0                  ,1          ,0         ,0            ,8          ,1         ,0        ,1         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 11,H, 2,  62.00,     94.4200,Heusser  ,Pollen/Spores                                ,               ,                  ,4         ,15        ,0         ,3               ,0            ,0                ,0               ,30          ,0              ,90                ,89        ,14        ,0          ,0          ,0                 ,0               ,0              ,1           ,1        ,1             ,8         ,0             ,0           ,15             ,2                ,1           ,3              ,1                  ,0          ,0         ,1            ,15         ,1         ,0        ,4         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 11,H, 3,  62.00,     95.9200,Heusser  ,Pollen/Spores                                ,               ,                  ,2         ,23        ,0         ,4               ,0            ,0                ,                ,18          ,0              ,40                ,56        ,30        ,0          ,0          ,0                 ,4               ,               ,0           ,0        ,1             ,25        ,0             ,0           ,3              ,4                ,0           ,4              ,2                  ,0          ,0         ,0            ,20         ,7         ,1        ,2         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 11,H, 4,  62.00,     97.4200,Heusser  ,Pollen/Spores                                ,               ,                  ,6         ,8         ,0         ,3               ,0            ,0                ,0               ,37          ,0              ,12                ,91        ,25        ,0          ,0          ,0                 ,0               ,2              ,1           ,0        ,1             ,5         ,0             ,3           ,5              ,7                ,1           ,9              ,0                  ,0          ,0         ,0            ,10         ,3         ,0        ,5         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 11,H, 6,  62.00,    100.4200,Heusser  ,Pollen/Spores                                ,               ,                  ,4         ,7         ,1         ,3               ,0            ,0                ,2               ,35          ,2              ,24                ,85        ,22        ,1          ,0          ,0                 ,0               ,2              ,2           ,0        ,1             ,5         ,0             ,2           ,18             ,2                ,1           ,3              ,0                  ,0          ,0         ,0            ,7          ,3         ,0        ,3         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 11,H, 7,  60.00,    101.9000,Heusser  ,Pollen/Spores                                ,               ,                  ,0         ,19        ,0         ,13              ,0            ,1                ,                ,33          ,0              ,24                ,38        ,56        ,1          ,0          ,0                 ,0               ,               ,0           ,0        ,4             ,3         ,0             ,1           ,13             ,6                ,2           ,4              ,1                  ,0          ,0         ,1            ,10         ,2         ,0        ,9         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 12,H, 1,  62.00,    102.4200,Heusser  ,Pollen/Spores                                ,               ,                  ,11        ,6         ,0         ,5               ,0            ,0                ,                ,33          ,1              ,40                ,97        ,8         ,0          ,0          ,0                 ,1               ,               ,4           ,0        ,5             ,10        ,0             ,1           ,10             ,6                ,4           ,4              ,0                  ,0          ,0         ,0            ,15         ,0         ,1        ,4         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 12,H, 2,  62.00,    103.9200,Heusser  ,Pollen/Spores                                ,               ,                  ,6         ,11        ,2         ,15              ,0            ,0                ,2               ,43          ,0              ,10                ,76        ,19        ,0          ,0          ,1                 ,2               ,0              ,3           ,0        ,1             ,4         ,0             ,0           ,13             ,4                ,3           ,3              ,1                  ,0          ,0         ,0            ,11         ,3         ,1        ,3         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 12,H, 3,  62.00,    105.4200,Heusser  ,Pollen/Spores                                ,               ,                  ,4         ,13        ,0         ,6               ,1            ,2                ,2               ,31          ,1              ,7                 ,85        ,31        ,0          ,1          ,1                 ,0               ,0              ,2           ,0        ,2             ,4         ,0             ,0           ,14             ,3                ,2           ,13             ,0                  ,0          ,0         ,0            ,8          ,1         ,0        ,5         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 12,H, 4,  62.00,    106.9200,Heusser  ,Pollen/Spores                                ,               ,                  ,3         ,11        ,0         ,15              ,0            ,0                ,1               ,12          ,0              ,56                ,80        ,66        ,0          ,0          ,0                 ,1               ,0              ,3           ,0        ,0             ,7         ,1             ,1           ,11             ,4                ,0           ,4              ,0                  ,0          ,0         ,0            ,4          ,2         ,0        ,4         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 1; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 12,H, 5,  62.00,    108.4200,Heusser  ,Pollen/Spores                                ,               ,                  ,2         ,11        ,1         ,6               ,0            ,0                ,2               ,25          ,0              ,20                ,87        ,61        ,0          ,0          ,0                 ,2               ,0              ,1           ,0        ,0             ,4         ,0             ,1           ,2              ,1                ,0           ,2              ,0                  ,0          ,0         ,1            ,5          ,2         ,0        ,4         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 12,H, 6,  62.00,    109.9200,Heusser  ,Pollen/Spores                                ,               ,                  ,6         ,2         ,3         ,12              ,0            ,1                ,1               ,18          ,0              ,44                ,39        ,8         ,9          ,0          ,0                 ,9               ,2              ,0           ,1        ,3             ,42        ,2             ,0           ,12             ,14               ,5           ,9              ,1                  ,0          ,1         ,0            ,4          ,5         ,0        ,1         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 1; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 12,H, 7,  31.00,    111.1100,Heusser  ,Pollen/Spores                                ,               ,                  ,5         ,6         ,1         ,4               ,1            ,0                ,1               ,26          ,0              ,40                ,81        ,31        ,1          ,0          ,0                 ,0               ,1              ,6           ,0        ,4             ,12        ,0             ,0           ,9              ,7                ,2           ,9              ,0                  ,0          ,0         ,0            ,10         ,2         ,0        ,2         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 13,H, 1,  70.00,    112.0000,Heusser  ,Pollen/Spores                                ,               ,                  ,4         ,13        ,1         ,3               ,1            ,0                ,0               ,14          ,0              ,24                ,87        ,9         ,1          ,0          ,0                 ,3               ,0              ,1           ,0        ,6             ,13        ,0             ,0           ,4              ,5                ,3           ,7              ,1                  ,0          ,1         ,0            ,13         ,5         ,0        ,2         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 13,H, 2,  62.00,    113.4200,Heusser  ,Pollen/Spores                                ,               ,                  ,5         ,8         ,1         ,6               ,1            ,0                ,2               ,17          ,2              ,24                ,58        ,21        ,           ,0          ,0                 ,4               ,0              ,3           ,0        ,3             ,28        ,0             ,2           ,15             ,6                ,0           ,5              ,0                  ,1          ,2         ,0            ,12         ,6         ,0        ,4         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 13,H, 3,  62.00,    114.9200,Heusser  ,Pollen/Spores                                ,               ,                  ,6         ,10        ,1         ,7               ,0            ,0                ,2               ,28          ,0              ,16                ,66        ,23        ,0          ,0          ,0                 ,0               ,2              ,2           ,0        ,3             ,12        ,0             ,0           ,19             ,4                ,1           ,3              ,1                  ,0          ,0         ,0            ,18         ,          ,0        ,4         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 13,H, 4,  62.00,    116.4200,Heusser  ,Pollen/Spores                                ,               ,                  ,2         ,5         ,1         ,18              ,0            ,0                ,2               ,31          ,2              ,76                ,45        ,18        ,0          ,1          ,0                 ,5               ,1              ,1           ,0        ,0             ,16        ,0             ,0           ,9              ,23               ,0           ,4              ,0                  ,0          ,2         ,1            ,10         ,3         ,0        ,5         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 13,H, 5,  62.00,    117.9200,Heusser  ,Pollen/Spores                                ,               ,                  ,10        ,1         ,5         ,14              ,0            ,0                ,0               ,39          ,5              ,42                ,15        ,2         ,4          ,0          ,0                 ,8               ,0              ,2           ,0        ,2             ,60        ,0             ,0           ,3              ,12               ,0           ,7              ,0                  ,0          ,4         ,1            ,12         ,1         ,0        ,1         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 13,H, 6,  62.00,    119.4200,Heusser  ,Pollen/Spores                                ,               ,                  ,6         ,2         ,4         ,10              ,0            ,0                ,2               ,33          ,5              ,10                ,25        ,1         ,3          ,1          ,0                 ,8               ,1              ,6           ,0        ,5             ,47        ,0             ,0           ,7              ,16               ,1           ,3              ,0                  ,0          ,6         ,2            ,10         ,5         ,0        ,1         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 2; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 13,H, 7,  62.00,    120.9200,Heusser  ,Pollen/Spores                                ,               ,                  ,4         ,2         ,3         ,15              ,0            ,0                ,2               ,30          ,2              ,40                ,40        ,3         ,1          ,1          ,0                 ,4               ,0              ,3           ,0        ,1             ,45        ,0             ,0           ,6              ,11               ,0           ,10             ,1                  ,0          ,5         ,1            ,4          ,1         ,0        ,0         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 1; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 14,H, 1,  62.00,    121.4200,Heusser  ,Pollen/Spores                                ,               ,                  ,4         ,2         ,4         ,25              ,0            ,0                ,4               ,20          ,2              ,32                ,50        ,14        ,0          ,0          ,0                 ,2               ,2              ,0           ,1        ,5             ,30        ,0             ,0           ,5              ,23               ,1           ,3              ,0                  ,1          ,0         ,1            ,9          ,4         ,1        ,3         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 14,H, 2,  62.00,    122.9200,Heusser  ,Pollen/Spores                                ,               ,                  ,9         ,1         ,5         ,5               ,0            ,0                ,3               ,37          ,0              ,50                ,20        ,2         ,4          ,1          ,0                 ,4               ,0              ,1           ,1        ,7             ,63        ,1             ,0           ,9              ,10               ,1           ,7              ,0                  ,3          ,4         ,0            ,7          ,3         ,0        ,0         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 1; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 14,H, 3,  62.00,    124.4200,Heusser  ,Pollen/Spores                                ,               ,                  ,4         ,10        ,2         ,31              ,0            ,0                ,1               ,25          ,3              ,83                ,33        ,8         ,2          ,1          ,0                 ,5               ,0              ,1           ,0        ,6             ,40        ,0             ,0           ,3              ,22               ,2           ,5              ,0                  ,0          ,1         ,0            ,2          ,6         ,0        ,1         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 2; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 14,H, 4,  62.00,    125.9200,Heusser  ,Pollen/Spores                                ,               ,                  ,4         ,6         ,5         ,5               ,0            ,0                ,1               ,25          ,7              ,12                ,28        ,3         ,0          ,0          ,0                 ,10              ,0              ,1           ,1        ,4             ,66        ,0             ,0           ,               ,8                ,5           ,3              ,0                  ,1          ,8         ,1            ,9          ,7         ,0        ,1         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 6; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 14,H, 5,  62.00,    127.4200,Heusser  ,Pollen/Spores                                ,               ,                  ,6         ,0         ,2         ,25              ,0            ,0                ,0               ,19          ,2              ,32                ,20        ,1         ,1          ,0          ,1                 ,4               ,0              ,1           ,1        ,4             ,65        ,0             ,0           ,12             ,19               ,1           ,4              ,0                  ,2          ,7         ,0            ,11         ,7         ,0        ,0         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 9; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 14,H, 6,  62.00,    128.9200,Heusser  ,Pollen/Spores                                ,               ,                  ,7         ,7         ,2         ,9               ,0            ,0                ,1               ,30          ,1              ,20                ,67        ,4         ,0          ,0          ,0                 ,7               ,1              ,2           ,1        ,7             ,33        ,0             ,0           ,5              ,4                ,2           ,9              ,1                  ,0          ,4         ,0            ,4          ,3         ,0        ,1         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 14,H, 7,  31.00,    130.1100,Heusser  ,Pollen/Spores                                ,               ,                  ,9         ,4         ,5         ,15              ,1            ,                 ,0               ,33          ,4              ,40                ,54        ,3         ,4          ,0          ,                  ,                ,1              ,2           ,0        ,2             ,47        ,0             ,0           ,15             ,5                ,1           ,3              ,0                  ,0          ,3         ,0            ,13         ,1         ,0        ,1         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 15,H, 1,  63.00,    130.9300,Heusser  ,Pollen/Spores                                ,               ,                  ,14        ,3         ,1         ,20              ,0            ,0                ,2               ,30          ,4              ,30                ,57        ,8         ,1          ,2          ,0                 ,3               ,1              ,3           ,0        ,4             ,25        ,0             ,0           ,16             ,14               ,3           ,8              ,0                  ,0          ,4         ,2            ,12         ,1         ,0        ,3         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 1; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 15,H, 2,  63.00,    132.4300,Heusser  ,Pollen/Spores                                ,               ,                  ,5         ,5         ,2         ,12              ,1            ,0                ,1               ,38          ,0              ,30                ,88        ,11        ,0          ,0          ,0                 ,1               ,2              ,3           ,0        ,1             ,15        ,0             ,1           ,12             ,8                ,2           ,6              ,0                  ,1          ,1         ,0            ,11         ,5         ,0        ,2         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 1; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 15,H, 3,  63.00,    133.9300,Heusser  ,Pollen/Spores                                ,               ,                  ,5         ,12        ,0         ,30              ,0            ,0                ,1               ,20          ,1              ,27                ,50        ,36        ,1          ,1          ,0                 ,1               ,1              ,5           ,0        ,4             ,3         ,0             ,2           ,26             ,23               ,0           ,3              ,0                  ,0          ,0         ,0            ,5          ,4         ,0        ,1         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 15,H, 4,  63.00,    135.4300,Heusser  ,Pollen/Spores                                ,               ,                  ,4         ,11        ,0         ,29              ,0            ,0                ,2               ,35          ,1              ,48                ,58        ,21        ,0          ,1          ,0                 ,0               ,1              ,3           ,0        ,0             ,2         ,0             ,0           ,11             ,14               ,0           ,9              ,2                  ,0          ,0         ,1            ,6          ,2         ,1        ,3         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
