Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Abyssamina poagi,Abyssamina quadrata,Alabammina dissonata,Alabamminella weddellensis,Alabammina spp.,Allomorphina pacifica,Amphicoryna sp.,Ammodiscus spp.,Anomalinoides globulosus,Anomalinoides spp.,Astacolus spp.,Astrononion echolsi,Astrononion spp.,Bigenerina spp.,Bolivina huneri,Bolivina spp.,Brizalina pusilla,Brizalina spp.,Bulimina alazanensis,Bulimina spp.,Buliminella parvula,Buliminella spp.,Cassidulina spp.,Cassidulinoides tenuis,Caudamina spp.,Chilostomella oolina,Chilostomella spp.,Chrysalogonium crassitestum,Chrysalogonium  equisetiformis,Chrysalogonium spp.,Cibicides lobatulus,Cibicidoides barnetti,Cibicidoides bradyi,Cibicidoides eocaenus,Cibicidoides grimsdalei,Cibicidoides havanensis,Cibicidoides micrus,Cibicidoides mundulus,Cibicidoides praemundulus,Cibicidoides wuellerstorfi,Cibicidoides robertsonianus,Cibicidoides spp,Cystammina pauciloculata,Cyclammina spp.,Dentalina spp.,Eggerella bradyi,Eggerella spp.,Ehrenbergina histrix,Eubuliminella exilis,Epistominella spp.,Favocassidulina favus,Favocassidulina spinifer,Favocassidulina subfavus,Fissurina formosa,Fissurina spp.,Fursenkoina bradyi,Fursenkoina spp.,Gaudryina pyramidata,Gaudryina spp.,Glandulina spp.,Glandulonodosaria spp.,Globulina spp.,Globobulimina pacifica,Globobulimina ovata,Globocassidulina subglobosa,Globocassidulina spp.,Globobulimina spp.,Glomospira charoides,Glomospira gordialis,Glomospira irregularis,Gyroidinoides soldanii,Gyroidinoides orbicularis,Gyroidinoides spp.,Haplophragmoides walteri,Haplophragmoides spp.,Heronallenia spp.,Karreriella bradyi,Karreriella chapapotensis,Karreriella spp.,Karrerulina coniformis,Laticarinina pauperata,Lenticulina orbicularis,Lenticulina spp.,Marginulina obesa,Martinotiella communis,Melonis barleeanum,Melonis pompilioides,Melonis sphaeroides,Myllostomella spp.,Neoeponides campester,Nodosarella robusta,Nonion affine,Nonion havanensis,Nonion spp.,Nodosaria spp.,Nuttallides truempyi,Nuttallides umbonifer,Nuttallides spp.,Oolina spp.,Oridorsalis umbonatus,Orthomorphina spp.,Osangularia plummerae,Paracassidulina spp.,Planulina costata,Planulina renzi,Planulina spp.,Pleurostomella brevis,Pleurostomella sp.,Polymorphina spp.,Procerolagena gracillima,Pseudoglandulina glanduliniformis,Pseudoparrella exigua,Pseudopleurostomella spp.,Pullenia bulloides,Pullenia osloensis,Pullenia quinqueloba,Pullenia salisburyi,Pullenia subcarinata,Pullenia spp.,Pyrgo murrhina,Pyrgo serrata,Pyrgo spp.,Pyrulina spp.,Quadrimorphina profunda,Quadrimorphina spp.,Quinqueloculina sp.,Rectuvigerina senni,Rectuvigerina striata,Recurvoides spp.,Reophax spp.,Reussella spinulosa,Reticulophragmium amplectens,Reticulophragmium spp.,Siphogenerinoides spp.,Siphonodosaria abyssorum,Siphonodosaria antillea,Siphonodosaria annulifera,Siphonodosaria hispidula,Siphonodosaria spinata,Siphonodosaria spp.,Sphaeroidina bulloides,Spiroloculina spp.,Spiroplectammina spectabilis,Spiroplectammina spp.,Spiroplectella earlandi,Stilostomella spp.,Textularia spp.,Triloculina spp.,Trochammina spp.,Trochamminoides spp.,Unilocular species,Tube-shaped agglutinated forms,Turrilina brevispira,Turrilina robertsi,Turrilina spp.,Uvigerina hispida,Uvigerina peregrina,Uvigerina proboscidea,Uvigerina peregrina bradyiana,Uvigerina spp.,Valvulammina spp.,Vulvulina spinosa,Agglutinated gen. et sp. indet.,Calcareous gen. et sp. indet.,,Cribrostomoides subglobosus,Cyclammina cancellata,Fissurina cucullata,Pyrgo lucernula,Trochamminoides olszewskii,Comment,eodp_id
321-U1337A-14H-4-W 39/41-FORAM33,321,U1337,A,14,14-4,H,4,W,39/41-FORAM33,0,0,124.44,124.44,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,,,2,,,,,,,,,,8,,,,,,12,1,1,,,,,,,,1,,,,,,,2,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; P/B=43/57,317bb3277907c8432f92fd80ce688401
321-U1337A-14H-CC-PAL,321,U1337,A,14,14-CC,H,CC,PAL,,0,0,129.37,129.37,G,,,,,,,,,,,,13,,,,,,,,,,,,,,1,,,,,,,3,,,,,32,,5,,3,,,2,6,,,,,,,,1,8,,,,,,,3,,1,6,,,,,,,,,,,,,,,,14,,,,2,,,4,,,,,,,,,2,,,20,,1,,,,,,,,,1,,,,,,,,,5,5,8,,,,18,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,Bathymetry=LB-A; P/B=35/65,6a0988aa3ab762065b8d10162db7c4c7
321-U1337A-15H-2-W 30/32-FORAM,321,U1337,A,15,15-2,H,2,W,30/32-FORAM,0,0,130.795,130.795,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,,,1,2,,,,,,,,,4,,,,,,,1,,,2,,,,,,3,1,1,,,,1,,,,3,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,1,1,,,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Bathymetry=LB-A; P/B=33/67,db9c0453f42cc721b5f676b3d5cfd778
321-U1337A-15H-4-W 104/106-FORAM,321,U1337,A,15,15-4,H,4,W,104/106-FORAM,0,0,134.535,134.535,G,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,1,,,,4,,,,,,,,,7,,,,,,,,,,1,,,,,,4,,,,,,,,,,6,,,,1,,,1,,,,,,,,,,,,9,,,,,,,,,1,,,,,,,1,,,,1,3,1,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Bathymetry=LB-A; P/B=35/65,35978efd33d4fe0dd62e52a9e11f52d5
321-U1337A-15H-CC-PAL,321,U1337,A,15,15-CC,H,CC,PAL,,0,0,138.82,138.82,G,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,12,,,,2,,,7,,,,,,,,,1,2,,,,,,3,,1,,8,,,,,,8,,,,,,,,,,14,,,,4,,,,,,,,,,,,,,,9,,,,,,,,,,,1,,,,,,,,,3,4,2,,,,1,,,,,,,,,11,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Bathymetry=LB-A; P/B=50/50,55a0d72ee25f1256a96839315fcb6442
321-U1337A-16H-2-W 32/34-FORAM94,321,U1337,A,16,16-2,H,2,W,32/34-FORAM94,0,0,140.32,140.32,G,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,1,,,,,1,,,,,,,,,3,,,,,,,,,,5,,,,,,3,,,,,,,,,,3,,,,2,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; P/B=21/79,2332e74467376551b0f2f83d8df465a0
321-U1337A-16H-4-W 24/26-FORAM96,321,U1337,A,16,16-4,H,4,W,24/26-FORAM96,0,0,143.24,143.24,G,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,1,,,4,1,,,,,,,,,4,,,,,,,,,,4,,,,,,1,,,,,,1,,,,6,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,1,,,,,3,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; P/B=64/36,260a72aae38390f1265924c450d442d4
321-U1337A-16H-CC-PAL,321,U1337,A,16,16-CC,H,CC,PAL,,0,0,148.52,148.52,G,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,2,,,5,,1,,,11,,,,2,,,2,1,,,,,,,,,4,1,,,,,,,,,11,,,,,,5,,,,,,,,,,8,,,,3,,,1,,,,,,,,,,,,6,,1,,,,,,,,,1,,,2,,1,,,,6,,1,1,,,5,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,Bathymetry=LB-A; P/B=20/80,8968e5dc7eec059417f6bc1f222ddbd2
321-U1337A-17H-3-W 71/73-FORAM93,321,U1337,A,17,17-3,H,3,W,71/73-FORAM93,0,0,151.71,151.71,G,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,1,,,1,,,,,8,,,1,1,,,,1,,,,,,,,,3,1,,,,,,,,,2,,,,,,,,,,,,1,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,1,,1,,,,3,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,Bathymetry=LB-A; P/B=35/65,9ed1ebdb7ddcfd9c7f52bf8f3dfbf8e7
321-U1337A-17H-5-W 86/88-FORAM94,321,U1337,A,17,17-5,H,5,W,86/88-FORAM94,0,0,154.86,154.86,G,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,7,,5,2,1,,,1,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,2,,,,,,2,2,,,,,,,,,,,,4,,,,,,,,,,,1,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,Bathymetry=LB-A; P/B=14/86,2037feb857b6000e5df707d09c0855e9
321-U1337A-17H-CC-PAL,321,U1337,A,17,17-CC,H,CC,PAL,,0,0,157.99,157.99,G,,,,,,,,,1,,,14,,,,,,,,,,,,,,,,,,3,,,4,,,,,22,,,,3,,,7,3,,,,,,,,,12,,,,,,,3,1,,7,,,,,,8,,,,,,,,,,13,1,,,,,1,5,,,,,,,,,,,,14,,,,,,,,,,,,,,5,,3,,,,3,3,4,,,,7,,,3,,,,,,4,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; P/B=20/80,03ee0264f89982b6f19d2ceac92e439c
321-U1337A-18H-3-W 141/143-FORAM,321,U1337,A,18,18-3,H,3,W,141/143-FORAM,0,0,161.93,161.93,G,,,,,,,,,1,,1,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,2,,,,,,,,,7,,,,3,,1,,,,,,,,,,,,,4,,,,,,,,,1,,,,,1,,,,,,1,1,1,,,,3,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; P/B=35/65,38c619fd7c6f676fdcc650d0a372fef4
321-U1337A-18H-5-W 83/85-FORAM,321,U1337,A,18,18-5,H,5,W,83/85-FORAM,0,0,164.37,164.37,G,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,1,,,1,,,,,10,,,,,,,,3,,,,,,,,,1,,,,,,,,,,5,,,,,,1,,,,,,,,,,6,,,,1,,,,,,,,,,,,,,,9,,,,,,,,2,,,,,,5,,,,,,,,,,,,3,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,Bathymetry=LB-A; P/B=40/60,9e27f6d66995dfb5c1d16294817b0e03
321-U1337A-18H-CC-PAL,321,U1337,A,18,18-CC,H,CC,PAL,,0,0,167.5,167.5,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; P/B=-,01d3dbff190d6fcca5759b3cf6d4f8f2
321-U1337A-19H-4-W 95/97-FORAM69,321,U1337,A,19,19-4,H,4,W,95/97-FORAM69,0,0,172.45,172.45,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,3,,,,,,1,,,,,,,,,,1,,,1,1,,,2,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,1,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,Bathymetry=LB-A; P/B=88/12,2fe961246cadf647455542e5eda19f78
321-U1337A-19H-6-W 110/112-FORAM68,321,U1337,A,19,19-6,H,6,W,110/112-FORAM68,0,0,175.6,175.6,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; P/B=99/1,c4f85debb6cdcd3dee721b2d38b4774a
321-U1337A-19H-CC-PAL,321,U1337,A,19,19-CC,H,CC,PAL,,0,0,177,177,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,2,,,1,,,,,,,,,,,,,,,,,,,,4,,,,,,1,,,,,,,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; P/B=-,b47290d51ed02c9f1a600d8065c4e913
321-U1337A-20H-7-W 10/12-FORAM52,321,U1337,A,20,20-7,H,7,W,10/12-FORAM52,0,0,185.6,185.6,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,11,,,,2,,1,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; P/B=90/10,7531ed5db84f425c78dc54137e367c7d
321-U1337A-20H-7-W 55/57-FORAM51,321,U1337,A,20,20-7,H,7,W,55/57-FORAM51,0,0,186.05,186.05,G,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; P/B=99/1,e456b79bcd326241a71ced0804849cc8
321-U1337A-20H-CC-PAL,321,U1337,A,20,20-CC,H,CC,PAL,,0,0,186.38,186.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; Diatom mat,75699bb0e145dd546ad174386958b3a5
321-U1337A-21H-2-W 104/106-FORAM17,321,U1337,A,21,21-2,H,2,W,104/106-FORAM17,0,0,188.54,188.54,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,5,,3,,,,,,1,,,,,,,,,1,,,,1,,,,,,9,,,,,,7,,,,,,,,,,2,,,1,1,,1,5,,,,,,,,,,,,4,,,,,,,2,,,,1,,,7,,,,,,1,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Bathymetry=LB-A; P/B=99/1,ef941cda8a7e59594413e4817b969940
321-U1337A-21H-5-W 92/94-FORAM18,321,U1337,A,21,21-5,H,5,W,92/94-FORAM18,0,0,192.93,192.93,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,2,,3,,1,,,1,1,,,,,,,,,2,,,,,,,,,,3,,,,,,8,,,,,,1,,,,11,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,1,,,2,,,,,,,4,,,,,,,,1,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Bathymetry=LB-A; P/B=99/1,5c8f5ae9687470226bc9584ad6aa00c2
321-U1337A-21H-CC-PAL,321,U1337,A,21,21-CC,H,CC,PAL,,0,0,195.62,195.62,G,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,5,,,,,,5,,,,,,,,,,3,,,,,,,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Bathymetry=LB-A; P/B=-,ddd9ff30b6786cdbdd00a1509b5cae29
321-U1337A-22X-1-W 50/52-FORAM,321,U1337,A,22,22-1,X,1,W,50/52-FORAM,0,0,196,196,G,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; P/B=99/1,026f5395ae983e28884ad5769e0c9545
321-U1337A-22X-CC-PAL,321,U1337,A,22,22-CC,X,CC,PAL,,0,0,198.04,198.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; Diatom mat,e7aaa39c33c3bd8b9370b7fa6c7cfd7b
321-U1337A-23X-2-W 120/122-FORAM98,321,U1337,A,23,23-2,X,2,W,120/122-FORAM98,0,0,207,207,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; P/B=90/10,4929892b6a4231eb36115590b3bb19ac
321-U1337A-23X-4-W 32/34-FORAM99,321,U1337,A,23,23-4,X,4,W,32/34-FORAM99,0,0,209.12,209.12,G,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Bathymetry=LB-A; P/B=99/1,198c9fd4953894f672c6b03f2eb6471c
321-U1337A-23X-CC-PAL,321,U1337,A,23,23-CC,X,CC,PAL,,0,0,213.87,213.87,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; P/B=-,64906346ad9a51b6579de2ba541f92d5
321-U1337A-24X-2-W 35/37-FORAM3,321,U1337,A,24,24-2,X,2,W,35/37-FORAM3,0,0,215.75,215.75,M,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; P/B=99/1,6c1e1de0459e0799c190788b69867eef
321-U1337A-24X-4-W 28/30-FORAM4,321,U1337,A,24,24-4,X,4,W,28/30-FORAM4,0,0,218.28,218.28,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A,b032371b5fbce2e4652a399fbad4a69d
321-U1337A-24X-CC-PAL,321,U1337,A,24,24-CC,X,CC,PAL,,0,0,218.98,218.98,G,,1,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,1,,,,,,5,,,1,2,,,,,,,,,,,,,2,,,,1,,,1,,,1,,,,,,1,2,,,,,,,,,3,,,3,1,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,1,,,,,,1,2,2,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Bathymetry=LB-A; P/B=50/50,6e4761aa2637d68122d07e253ce37992
321-U1337A-25X-3-W 35/37-FORAM84,321,U1337,A,25,25-3,X,3,W,35/37-FORAM84,0,0,226.75,226.75,G,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Bathymetry=LB-A; P/B=31/59,9155558d4b758e92599984b703ca0c47
321-U1337A-25X-5-W 36/38-FORAM87,321,U1337,A,25,25-5,X,5,W,36/38-FORAM87,0,0,229.76,229.76,M,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; P/B=15/35,92102bc3b15dd2126d873f95df006ebd
321-U1337A-25X-CC-PAL,321,U1337,A,25,25-CC,X,CC,PAL,,0,0,232.87,232.87,G,,,,,,,,,2,,1,5,,,,,,,,,,,,,,,,,,1,,,2,,,,,12,,1,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,4,,,,,,3,,,,26,,1,,,,,1,,,,,,,,,,,,7,,,,,,,,,5,,,,,2,,,,,,3,5,2,1,,,4,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,Bathymetry=LB-A; P/B=31/59,79e7b696ac96105d6990b135a581787e
321-U1337A-26X-3-W 115/117-FORAM18,321,U1337,A,26,26-3,X,3,W,115/117-FORAM18,0,0,237.15,237.15,M,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,2,,,,,2,,2,,,11,,2,,3,,,,2,,,,,,,,,1,,,,,,,,,,4,,,,,,7,2,,,,,,,,,3,,,,,,,1,,,,,,,,,,,,10,,,,,,,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; P/B=35/65,f9dcf41b3bbada1e36f34f46e4a0578c
321-U1337A-26X-5-W 40/42-FORAM19,321,U1337,A,26,26-5,X,5,W,40/42-FORAM19,0,0,239.4,239.4,G,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,1,,,,,13,,,2,1,,1,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,,,,,,,,,,,,,,,6,,,,,,,,,1,,,,,4,,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Bathymetry=LB-A; P/B=40/60,088275a576f909653d507b4e4f20736d
321-U1337A-26X-CC-PAL,321,U1337,A,26,26-CC,X,CC,PAL,,0,0,242.42,242.42,G,,,,,,,,,4,,,5,,,,,,,,,,,,,,,,,,3,,,7,,,,,80,,9,6,,,2,1,6,,,,,,,,,5,,,,,,,1,,,3,,,,,,11,4,3,,,,2,,,,23,,2,,1,,,8,,,,,,,,,1,,,18,,,,,,,,3,4,,,,,,,,,,,3,2,3,1,,,12,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Bathymetry=LB-A; P/B=9/81,49541887ba0547510db839fd57c62be2
321-U1337A-27X-CC-PAL,321,U1337,A,27,27-CC,X,CC,PAL,,0,0,243.46,243.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; Diatom mat,b5931b7109b2f44a9df1d8723a1c95d0
321-U1337A-28X-2-W 76/78-FORAM,321,U1337,A,28,28-2,X,2,W,76/78-FORAM,0,0,253.96,253.96,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,,1,5,,,,,,,,,3,,,,,,,,,,,,,,,,6,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,18,,,,,,,,2,,,,,,2,,,,,,1,1,,,,,1,,,,,,,,,5,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; P/B=21/79,73d0303018bb3588eb9bea36a2e9787a
321-U1337A-29X-3-W 38/40-FORAM64,321,U1337,A,29,29-3,X,3,W,38/40-FORAM64,0,0,264.68,264.68,G,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,16,,6,1,,,,1,4,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; P/B=50/50,ae3f52aa0346baecf29f7118f535d994
321-U1337A-29X-5-W 32/34-FORAM65,321,U1337,A,29,29-5,X,5,W,32/34-FORAM65,0,0,267.62,267.62,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,2,,,1,,10,,4,,,,,1,1,,,,,,,,,,,,,1,,,,,,1,,,,,,4,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; P/B=48/52,c8c197e3d3839eb5137187978224b068
