Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,calcispheres,Neobiscutum spp.,Coccolithus pelagicus,Cruciplacolithus primus,Cruciplacolithus intermedius,Chiasmolithus danicus,Prinsius tenuiculus,Fasciculithus magnus,Ellipsolithus macellus,Toweius pertusus,Sphenolithus moriformis,Neochiastozygus perfectus,Fasciculithus ullii,Fasciculithus tympaniformis,Sphenolithus anarrhopus,Discoaster mohleri,Heliolithus kleinpellii,Heliolithus cantabriae,Fasciculithus richardii,Discoaster multiradiatus,Fasciculithus alanii,Ericsonia robusta,Rhomboaster spp.,Rhomboaster bramlettei,Fasciculithus spp.,Discoaster diastypus,Tribrachiatus orthostylus,Sphenolithus radians,Tribrachiatus contortus,Discoaster lodoensis,Discoaster sublodoensis,Girgisia gammation,Nannotetrina cristata,Nannotetrina  fulgens,Chiasmolithus gigas,Sphenolithus furcatolithoides,Reticulofenestra umbilicus (>14µm),Reticulofenestra reticulata,Chiasmolithus solitus,Dictyococcites bisectus (>10 µm),Isthmolithus recurvus,Chiasmolithus grandis,Chiasmolithus oamaruensis,Discoaster barbadiensis,Discoaster saipanensis,Coccolithus formosus,Sphenolithus distentus,Sphenolithus ciperoensis,Sphenolithus predistentus,Triquetrorhabdulus sp. (long),Triquetrorhabdulus carinatus,Sphenolithus delphix,Biantholithus sparsus,Biantholithus? flosculus,Blackites amplus bases,Blackites creber,Blackites gladius,Blackites herculesii,Blackites inflatus,Blackites perlongus,Blackites spinosus,Blackites tenuis,Bomolithus elegans,Bomolithus megastypus,Bomolithus supremus,Braarudosphaera bigelowii,Bramletteius serraculoides,Calcidiscus pacificanus,Calcidiscus protoannulus,Calciosolenia aperta,Calciosolenia fossilis,Campylosphaera dela,Chiasmolithus altus,Chiasmolithus bidens,Chiasmolithus californicus (>13µm),Chiasmolithus consuetus,Chiasmolithus expansus,Chiasmolithus nitidus,Chiasmolithus titus,Chiphragmolithus acanothodes,Chiphragmolithus armatus,Chiphragmolithus barbatus,Chiphragmolithus calathus,Clausicoccus fenestratus,Clausicoccus subdistichus,Clausicoccus vanheckiae,Coccolithus bownii,Coccolithus cachaoi,Coccolithus eopelagicus ( >14µm),Coronocyclus nitescens,Cruciplacolithus asymmetricus,Cruciplacolithus cruciformis,Cruciplacolithus edwardsii,Cruciplacolithus frequens,Cruciplacolithus latipons,Cyclagelosphaera reinhardtii,Cyclicargolithus abisectus (11 µm),Cyclicargolithus floridanus (5-11µm),Cyclicargolithus floridanus small (<5µm),Cyclicargolithus? luminis,Daktylethra punctulata,Dictyococcites scrippsae (<10µm),Discoaster anartios,Discoaster araneus,Discoaster backmanii,Discoaster bifax,Discoaster binodosus,Discoaster deflandrei,Discoaster delicatus,Discoaster distinctus,Discoaster falcatus,Discoaster kuepperi,Discoaster lenticularis,Discoaster mahmoudii,Discoaster mediosus,Discoaster nodifer,Discoaster ornatus,Discoaster pacificus,Discoaster paelikei,Discoaster salisburgensis,Discoaster tanii,Discoaster wemmelensis,Ellipsolithus anadoluensis,Ellipsolithus distichus,Ericsonia robusta (small),Ericsonia subpertusa,Fasciculithus involutus,Fasciculithus lilianae,Fasciculithus pileatus,Fasciculithus shaubii,Fasciculithus clinatus,Futyania petalosus,Goniolithus fluckigeri,Hayella situliformis,Helicosphaera bramlettei,Helicosphaera clarissima,Helicosphaera compacta,Helicosphaera ethologa,Helicosphaera euphratis,Helicosphaera gartneri,Helicosphaera heezenii,Helicosphaera lophota,Helicosphaera obliqua,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera reticulata,Helicosphaera seminulum,Helicosphaera wilcoxonii,Ilselithina fusa,Jakubowskia leoniae,Lanternilithus duocavus,Lanternithus minutus,Lapideacassis sp.,Lophodolithus acutus,Lophodolithus mochlophorus,Lophodolithus nascens,Lophodolithus reniformis,Lophodolithus rotundus,Markalius apertus,Markalius inversus,Micrantholithus attenuatus,Micrantholithus flos,Neochiastozygus junctus,Neochiastozygus modestus,Neochiastozygus rosenkrantzii,Neochiastozygus saepes,Neococcolithes dubius,Neococcolithes protenus,Neocrepidolithus cruciatus,Neocrepidolithus dirimosus,Neocrepidolithus fossus,Neocrepidolithus neocrassus,Octolithus multiplus,Pedinocyclus larvalis,Pemma basquense,Pemma papillatum,Pontosphaera exilis,Pontosphaera multipora,Pontosphaera plana,Pontosphaera versa,Prinsius martinii,Prinsius bisulcus,Pseudotriquetrorhabdulus inversus,Reticulofenestra daviesii,Reticulofenestra dictyoda  (10-14µm),Reticulofenestra dictyoda  (3-10µm),Reticulofenestra lockeri,Reticulofenestra minuta (<3µm),Rhomboaster calcitrapa,Rhomboaster cuspis,Scyphosphaera apsteinii,Semihololithus biskayae,Sphenolithus akropodus,Sphenolithus arthurii,Sphenolithus conicus,Sphenolithus conspicuus,Sphenolithus editus,Sphenolithus obtusus,Sphenolithus orphanknollensis,Sphenolithus pseudoradians,Sphenolithus runus,Sphenolithus spiniger,Sphenolithus strigosus,Sphenolithus tribulosus,Sphenolithus villae,Toweius callosus,Toweius crassus,Toweius eminens,Toweius magnicrassus,Toweius occultatus,Toweius serontinus,Tribrachiatus digitalis,Umbilicosphaera bramlettei,Umbilicosphaera jordanii,Zeugrhabdotus sigmoides,Zygodiscus plectopons,Zygrhablithus bijugatus,Comments,File Data,eodp_id
342-U1410A-21X-2-W 70/70-NANNO,342,U1410,A,21,21-2,X,2,W,70/70-NANNO,0,0,190.74,190.74,NP15b,"NP15b - Chiasmolithus gigas (Gradstein et al., 2012)",,M-G,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,R,,P,,,R,2,2,cf,,,F,,,F,,F,F,F,,,,,,,,,,F,,,,,F,,,,,,,,,,,F,,,,,R,F,,,,,,,,R,,,,,,,,,,,,C,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,F,,,26401d46ff9246eb1641f24ba3a8bc73
342-U1410A-21X-4-W 75/75-NANNO,342,U1410,A,21,21-4,X,4,W,75/75-NANNO,0,0,193.75,193.75,NP15a,"NP15a (Gradstein et al., 2012)",,M-G,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,R,1,,cf,,,F,,,F,,F,F,F,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,,R,F,,,,,,,,R,,,,,,R,,,,,,C,,,,,,,,,,F,,,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,C,,,,F,,,fc78c0384ffc923faae3e33e2132bb32
342-U1410A-21X-CC-PAL,342,U1410,A,21,21-CC,X,CC,PAL,,0,5,199.1,199.15,NP15a,"NP15a (Gradstein et al., 2012)",,M-G,A,,,C,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,F,1,,cf,,,C,,,C,,F,F,F,,,,,,,,,,,,,,,F,C,,,,,,,,,,F,,,,,R,F,,,,,,,,R,,,,,,R,,,,,,C,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,R,,,,,,,,R,,,R,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,F,,,79c83a6f186696633cb7479755af534a
342-U1410A-22X-CC-PAL,342,U1410,A,22,22-CC,X,CC,PAL,,0,5,208.9,208.95,NP15a,"NP15a (Gradstein et al., 2012)",,M-G,A,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,2,,cf,,,C,,,F,,F,F,F,,,,,,,,,,,,,,,,F,,,,,,,,,,F,,,,,F,,,,,,,,,R,,,,,,,,,,,,C,,,,,,,,,,F,,,,,,,,,,,,,,R,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,C,,,ec9be19e0f2a13a6cbb281161b01ecdc
342-U1410A-23X-2-W 67/69-FORAM,342,U1410,A,23,23-2,X,2,W,67/69-FORAM,0,2,210.67,210.69,NP14b,,,M-G,A,R,,F,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,F-C,,F,,,,,,F,,,F,,F,,F,,,,,,,,,,,,,F,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,C,,,e770bfd8d8c17040f2a3c227141696c4
342-U1410A-23X-4-W 108/108-NANNO,342,U1410,A,23,23-4,X,4,W,108/108-NANNO,0,0,214.08,214.08,NP14b,,,M-G,A,R,,F,,,,,,,,F,,,,,,,,,,,,,,,,,F,,,F,,R,,,,,,C,,,F,,F,,F,,,,,,,,,,,,,R,,,,,,,,,,,,,F,,,,,R,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,C,,,e8601508d32cee22d25d136df589e7b3
342-U1410A-23X-6-W 28/28-NANNO,342,U1410,A,23,23-6,X,6,W,28/28-NANNO,0,0,216.28,216.28,NP14b,,,M-G,A,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,F,,,F,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2eeba0708e98c6c81ca1ffa0093a13a8
342-U1410A-23X-CC-PAL,342,U1410,A,23,23-CC,X,CC,PAL,,0,5,218.4,218.45,NP14a,,,M,A,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,F,,,F,C,R,,,,,,F,,,F,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,R,,,R,,F,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,F,,,adb44c44952b417f668ec286955157a4
342-U1410A-24X-2-W 93/93-NANNO,342,U1410,A,24,24-2,X,2,W,93/93-NANNO,0,0,220.43,220.43,NP14a,,,M,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,F,,R-F,F,F,2,,,,,,F,,,F,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,R,,R,,,,,,,,,,,,,,,,C,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f6cebb3ce7c2811a54d4509fb437759
342-U1410A-24X-4-W 84/84-NANNO,342,U1410,A,24,24-4,X,4,W,84/84-NANNO,0,0,223.34,223.34,NP14a,,,M,A,C,,C,,,,,,,,F,,,,,,,,,,,,,,,,,F,,F,F,F,,,,,,,F,,,F,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,R,,R,,,,,,,,,,,,,,,,C,,,,,,,,,,R,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,F,,,,F,,,6ebb28753653807695b8fcc49bcb8e5a
342-U1410A-24X-CC-PAL,342,U1410,A,24,24-CC,X,CC,PAL,,0,5,227.03,227.08,NP14a,,,M,A,,,C,,,,,,,,,,,,,,,,,,,,,,,,,F,,C,R,C,,,,,,,F,,,F,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,R,,,,,,,,,,,,,,,,C,,,,,,,,,,R,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,F,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,F,,,,C,,,827e11349ca22b0c837377a4b9f9fb38
342-U1410A-25X-1-W 76/76-NANNO,342,U1410,A,25,25-1,X,1,W,76/76-NANNO,0,0,228.26,228.26,NP13,"NP13 - Discoaster lodoensis (Gradstein et al., 2012)",,M,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,F,,F,1?,F,,,,,,,F,,,R,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,R,,,,,,,,,,,,,F,,,,,,,,,R,,,,,F,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,F,,,,C,,,2e9f5e905e9ff593e84909459811b73b
342-U1410A-25X-2-W 86/88-FORAM,342,U1410,A,25,25-2,X,2,W,86/88-FORAM,0,2,229.86,229.88,NP13,"NP13 - Discoaster lodoensis (Gradstein et al., 2012)",,M,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,F,,C,,C,,,,,,,F,,,F,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,R,R,,,,F,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,-,1,-,F,-,-,,F,,,,C,,,ebf2c3f9b873cf5d058848365c657cf5
342-U1410A-25X-CC-PAL,342,U1410,A,25,25-CC,X,CC,PAL,,0,8,233.15,233.23,NP13,"NP13 - Discoaster lodoensis (Gradstein et al., 2012)",,M,A,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,F,,F,1?,F,,,,,,,F,,,F,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,R,,,,,,,,,,,,,,C,,,,,,,,,R,R,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,F,,,,F,,,,C,,,b10974343ece98817d89e279fdddfe12
342-U1410A-26X-4-W 85/85-NANNO,342,U1410,A,26,26-4,X,4,W,85/85-NANNO,0,0,242.45,242.45,NP13,"NP13 - Discoaster lodoensis (Gradstein et al., 2012)",,M,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,F,,F,,F,,,,,,,F,,,F,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,R,,,,,,,,,,,,,cf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,R,,,,,,,,,,-,R,-,F,,,,F,,,,C,,,8bcd82ccacf06de91aa34625e26fccc3
342-U1410A-26X-5-W 97/98-FORAM,342,U1410,A,26,26-5,X,5,W,97/98-FORAM,0,1,244.07,244.08,NP12,"NP12 - Tribrachiatus orthostylus (Gradstein et al., 2012)",,M,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,2,F,,F,,R,,,,,,,R,,,R,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,cf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,F,,,,C,,,37b9189ce1b08f7735d7bed3735ecc32
342-U1410A-26X-6-W 56/56-NANNO,342,U1410,A,26,26-6,X,6,W,56/56-NANNO,0,0,245.16,245.16,NP12,"NP12 - Tribrachiatus orthostylus (Gradstein et al., 2012)",,M,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,-,R,F,,F,,F,,,,,,,F,,,F,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,C,,,,,,,,,,,,,,,,,,,,,,cf,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,1,R,,F,,,,F,,,,C,,,2a9c5dafdea6a533362b3aeda4af4779
342-U1410A-26X-CC-PAL,342,U1410,A,26,26-CC,X,CC,PAL,,0,8,246.05,246.13,NP12,"NP12 - Tribrachiatus orthostylus (Gradstein et al., 2012)",,M,A,R,,C,,,,,,,RR,F,,,,,,,,,,,,,,,2,R,F,,F,,F,,,,,,,F,,,R,,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,C,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2?,,,,,,,,,,,,,,,,,,,,R,R,,F,,,,F,,,,C,,,e7116151ae82a18fe229715ef78336c7
342-U1410A-27X-CC-PAL,342,U1410,A,27,27-CC,X,CC,PAL,,0,12,255.08,255.2,NP12,"NP12 - Tribrachiatus orthostylus (Gradstein et al., 2012)",,M,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,R,R,F,,F,,R,,,,,,,F,,,R,,,,F,,,,,,,,,,,,,,,,,,,,,,1?,,,,F,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,F,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F-C,,,F,,,,R,,,,C,,,ba76774e4b53e48be788ebedbed392fd
342-U1410A-28X-CC-PAL,342,U1410,A,28,28-CC,X,CC,PAL,,0,8,258.65,258.73,NP12,"Np12 - Tribrachiatus orthostylus (Gradstein et al., 2012)",,M,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,F,F,F,,2,,R,,,,,,,F,,,R,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,F-C,,,R,,,,R,,,,C,,,dfe03ed1529e528a358fbcf2c07fb0db
