Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Valvulineria sadonica	Textularia sp.	Stainforthia sp.	Stainforthia cf. S. bradyi	Spirosigmoilinella compressa	Spirosigmoilinella cf. S. compressa	Nonionella miocenica	Martinottiella communis	Haplophragmoides sp. D	Haplophragmoides sp. C	Haplophragmoides sp. A	Haplophragmoides compressum	Globobulimina auriculata	Eggerella bradyi	Cyclammina pusilla	Chilostomella cf. C. czizeki	Bulimina cf. B. imamurai	Ammodiscus sp. A	Ammodiscus incertus	Agglutinated spp. (indeterminate)	Valvulineria masudai	Rhabdammina spp.	Recurvoides(?) sp.	Pullenia subcarinata	Pullenia quinqueloba	Pullenia bulloides	Plectina nipponica	Gyroidinoides planulatus	Globocassidulina globosa	Globobulimina pupoides	Eggerella sp. A	Cyclammina sp. A	Cribrostomoides? sp.	Cribrostomoides cf. crassimargo	Cibicidoides bradyi	Chilostomella oolina	Bathysiphon spp.	Ammodiscus macilentus	Uvigerina proboscidea	Pullenia(?) sp.	Oolina hexagona	Nonionellina labradorica	Marginulina sp.	Lenticulina spp.	Gyroidina orbicularis	Globocassidulina sp. A	Globobulimina spp.	Globobulimina perversa	Fursenkoina sp. A 	Evolvocassidulina kuwanoi	Dentalina sp.	Cibicidoides sp. A	Bulimina striata	Bulimina sp.	Astrononion sp.	Uvigerina cf. segundoensis	Tosaia hanzawai	Sphaeroidina japonica	Saracenaria sp.	Pyrgo spp.	Pyrgo murrhina	Planodiscorbis sp.	Oridorsalis umbonatus	Nonionella stella	Islandiella sp. A	Globobulimina cf. perversa	Elphidium spp.	Cyclammina? sp.	Brizalina sp.	Quinqueloculina vulgaris	Pyrgo sp.	Pyrgo cf. P. fornasinii	Pullenia salisburyi	Parafissurina cf. P. curta	Oridorsalis tener	Melonis nicobarense	Martinottiella nodulosa	Lenticulina lucidus	Haplophragmoides cf. H. compressum	Gyroidina sp. A	Gyroidina soldanii	Globobulimina elongata	Globobulimina cf. G. pupoides	Cibicides asanoi	Caribbeanella cf. C. ogiensis	Calcareous sp. indeterminate	Reophax(?) sp.	Reophax spp.	Quinqueloculina(?) sp.	Quinqueloculina spp.	Quinqueloculina sp. B	Quinqueloculina sp. A	Pyrgo cf. vespertilio	Proteonina(?) sp.	Plectina(?) sp.	Parafissulina sp.	Nonionella cf. miocenica	Nodosaria(?) sp.	Miliolinella sp.	Fissurina sp. A	Fissurina orbignyana	Dentalina insecta	Cyclammina orbicularis	Cibicidoides sp. B	Cibicides sp.	Ammodiscus tenuis	Uvigerina cf. modeloensis	Reophax excentricus	Oridorsalis sp.	Melonis pompilioides	Fissurina marginata	Oolina(?) sp.	Valvulineria spp.	Spirosigmoilina (?) sp.	Nonionella sp.	Dentalina sp.	Cibicidoides wuellerstorfi	Ammovertellina sp.	Ammodiscus spp.	Thalmannammina cf. parkerae	Pullenia cf. subcarinata	Martinottiella cf. communis	Gyroidinoides cf. planulatus	Glomospira sp.	Bulimina cf. striata	Eilohedra rotunda	Cibicides wuellerstorfi	Uvigerina cf. proboscidea	Sphaeroidina cf. japonica	Hippocrepinella(?) sp.	Oolina globosa	Cibicidoides sp.	Saccammina spp.	Gyroidina nitidulus	Globobulimina cf. G. pacifica	Cibicides cf. C. lobatulus	Nonion spp.	Gyroidina lamarckiana	Globocassidulina subglobosa	Cibicides spp.	Cibicides lobatulus	Triloculina sp.	Quinqueloculina cf. seminula	Valvulineria cf. sadonica	Schizammina sp.           	Pullenia sp.	Ammosphaeroidina sp.	Sphaeroidina bulloides	Haplophragmoides sp. E	Cyclammina spp.	Quadrimorphina sp.	Uvigerina excellens	Trochulina spp.	Sigmavirgulina sp. A	Lagena asanoi	Islandiella norcrossi	Globocassidulina cf. G. subglobosa	Glabratellina sp. A	Fissurina cf. F. orbignyana	Fissurina cf. F. exculpta	Elphidium subincertum	Elphidium hanzawai	Cassidulinoides sp.	Cassidulinoides sasaokaensis	Cassidulina japonica	Brizalina cf. B. pacifica	Bolivina seminuda	Trifarina sp.	Sphaeroidina cf. compacta	Lagena cf. apiopleura	Islandiella helenae	Islandiella cf. compressa	Glabratella suboperculosis	Gavelinopsis sp.	Elphidium subarcticum	Elphidium cf. jenseni	Cibicides cf. refulgens	Bulimina rostrata	Buccella cf. kuromatsunaiensis	Cyclammina cancellata	Cribrostomoides sp. A	Truncoheronallenia sp. A	Elphidium advenum	Elphidium sp.	Cibicides aknerianus	Miliammina echigoensis	Globocassidulina norvangi	Gyroidina cf. G. lamarckiana	Cibicides cf. C. wuellerstorfi	Triloculina tricarinata	Quinqueloculina dainitiensis	Fissurina cf. F. semimarginata	Cibicides sp. A	Trochammina cf. T. inflata	Stilostomella spp.	Pseudoglandulina laevigata	Trochammina spp.	Gyroidina tumidulus	Fursenkoina seminuda	Caribbeanella cf. C. polystoma	Bolivina pacifica	Stainforthia complanata	Nonionella spp.	Brizalina pacifica	Uvigerina akitaensis	Trifarina kokozuraensis	Trifarina hughesi	Trifarina cf. T. kokozuraensis	Globocassidulina setanaensis	Fissurina cf. F. circulo-costa	Epistominella pacifica	Comment

  SR	                 	                 	                  	              	127	 797	B	 48	X	 2	  53.00	    447.9300	Nomura   	Benthic Foraminifers                         	               	                  	                     	              	                	                          	                            	                                   	                    	                       	                      	                      	                      	                           	                        	                	                  	                            	                        	                	                   	                                 	                    	                	                  	                    	                    	2.6%              	                  	1.9%                    	4.5%                    	1.1%                  	               	9.1%            	                    	                               	4.9%               	                    	+               	.4%                  	                     	               	.4%            	                        	               	.4%             	1.5%                 	                      	                  	                      	                  	                         	             	2.3%              	1.5%            	            	               	                          	               	                     	               	          	              	                  	4.9%                 	                 	                 	.4%                       	.4%           	               	             	1.5%                    	         	                       	2.3%               	                          	                 	.4%                	                       	                   	                                  	               	                  	                      	                             	                	                             	                            	              	            	                      	.4%                 	                     	                     	                     	                 	               	                 	                        	                	                	.4%            	                    	                 	                      	                  	             	                 	                         	                   	               	                    	1.9%               	             	.4%              	                       	              	             	55.9%                     	.4%               	.4%            	                           	                        	                           	                            	              	                    	                 	                       	                         	                         	                      	              	                	               	                   	                             	                          	           	                     	                           	              	                   	               	                            	                         	                          	            	                    	                      	                      	               	                  	                   	               	                    	             	                     	                                  	                   	                           	                         	                     	                  	                   	                            	                    	                         	                 	             	                         	                     	                   	                         	                          	                	                     	                     	                       	                 	                              	                     	                     	                        	                 	             	                    	                      	                         	                            	                              	                       	                            	                              	               	                          	                  	                          	                	                   	                    	                              	                 	                       	               	                  	                    	                       	                 	                              	                            	                              	                      	from ODP Legs 127&128 SR Chapter 29 Table 3 p 508-515

  SR	                 	                 	                  	              	127	 797	B	 48	X	 4	  56.00	    450.9600	Nomura   	Benthic Foraminifers                         	               	                  	                     	              	                	                          	                            	                                   	                    	15.8%                  	                      	                      	                      	                           	                        	                	                  	                            	                        	                	                   	                                 	                    	                	                  	21.1%               	                    	                  	                  	                        	                        	                      	               	                	                    	                               	                   	                    	+               	                     	                     	               	               	                        	               	                	10.5%                	                      	                  	                      	                  	                         	             	                  	                	            	               	                          	               	                     	               	          	              	                  	10.5%                	                 	                 	                          	              	               	             	                        	         	                       	                   	                          	                 	                   	                       	                   	                                  	               	                  	                      	                             	                	                             	                            	              	            	                      	                    	                     	                     	                     	                 	               	                 	                        	                	                	               	                    	                 	                      	                  	             	10.5%            	                         	                   	               	                    	                   	             	                 	                       	              	             	15.8%                     	                  	               	                           	                        	                           	                            	              	                    	                 	                       	                         	                         	                      	              	                	               	                   	                             	                          	           	                     	                           	              	                   	               	                            	                         	                          	            	                    	                      	                      	               	                  	                   	               	                    	             	                     	                                  	                   	                           	                         	                     	                  	                   	                            	                    	                         	                 	             	                         	                     	                   	                         	                          	                	                     	                     	                       	                 	                              	                     	                     	                        	                 	             	                    	                      	                         	                            	                              	                       	                            	                              	               	                          	                  	                          	                	                   	                    	                              	                 	                       	               	                  	                    	                       	                 	                              	                            	                              	                      	Miscellaneous taxa = 15.79%; from ODP Legs 127&128 SR Chapter 29 Table 3 p 508-515

  SR	                 	                 	                  	              	127	 797	B	 48	X	CC	  34.00	    453.2300	Brunner  	Benthic Foraminifers                         	               	                  	                     	              	                	                          	3                           	                                   	                    	9                      	                      	2                     	                      	                           	                        	                	2                 	                            	                        	                	                   	2                                	                    	                	                  	                    	                    	                  	                  	                        	                        	                      	               	                	                    	                               	                   	                    	                	                     	                     	               	               	                        	               	                	                     	                      	                  	                      	                  	                         	             	                  	                	            	               	                          	               	                     	               	          	              	                  	                     	                 	                 	                          	              	               	             	                        	         	                       	                   	                          	                 	                   	                       	                   	                                  	               	                  	                      	                             	                	                             	                            	              	            	                      	                    	                     	                     	                     	                 	               	                 	                        	                	                	               	                    	                 	                      	                  	             	                 	                         	                   	               	                    	                   	             	                 	                       	              	             	                          	                  	               	                           	                        	                           	                            	              	                    	                 	                       	                         	                         	                      	              	                	               	                   	                             	                          	           	                     	                           	              	                   	               	                            	                         	                          	            	                    	                      	                      	               	                  	                   	               	                    	             	                     	                                  	                   	                           	                         	                     	                  	                   	                            	                    	                         	                 	             	                         	                     	                   	                         	                          	                	                     	                     	                       	                 	                              	                     	                     	                        	                 	             	                    	                      	                         	                            	                              	                       	                            	                              	               	                          	                  	                          	                	                   	                    	                              	                 	                       	               	                  	                    	                       	                 	                              	                            	                              	                      	from ODP Leg 127&128 Chapter 12 Table 5 p 202-207

  SR	                 	                 	                  	              	127	 797	B	 49	X	 2	  50.00	    457.5000	Nomura   	Benthic Foraminifers                         	               	                  	                     	              	                	                          	                            	                                   	                    	1.0%                   	                      	                      	                      	                           	                        	                	                  	                            	                        	                	                   	                                 	                    	                	                  	4.9%                	                    	8.7%              	                  	5.8%                    	                        	7.8%                  	               	                	                    	                               	                   	                    	+               	                     	                     	               	               	                        	               	                	4.9%                 	                      	1.9%              	                      	                  	                         	             	18.5%             	                	            	               	                          	               	                     	               	          	              	                  	1.9%                 	                 	                 	                          	              	1.9%           	             	                        	         	                       	                   	                          	                 	4.9%               	                       	                   	                                  	               	                  	                      	                             	                	                             	                            	              	            	                      	2.9%                	                     	                     	                     	                 	               	                 	                        	                	                	               	                    	                 	                      	                  	             	3.9%             	                         	                   	               	                    	                   	             	1.0%             	1.0%                   	1.0%          	2.9%         	23.3%                     	1.0%              	               	                           	                        	                           	                            	              	                    	                 	                       	                         	                         	                      	              	                	               	                   	                             	                          	           	                     	                           	              	                   	               	                            	                         	                          	            	                    	                      	                      	               	                  	                   	               	                    	             	                     	                                  	                   	                           	                         	                     	                  	                   	                            	                    	                         	                 	             	                         	                     	                   	                         	                          	                	                     	                     	                       	                 	                              	                     	                     	                        	                 	             	                    	                      	                         	                            	                              	                       	                            	                              	               	                          	                  	                          	                	                   	                    	                              	                 	                       	               	                  	                    	                       	                 	                              	                            	                              	                      	Miscellaneous taxa = 0.97%; from ODP Legs 127&128 SR Chapter 29 Table 3 p 508-515

  SR	                 	                 	                  	              	127	 797	B	 49	X	 4	  52.00	    460.5200	Nomura   	Benthic Foraminifers                         	               	                  	                     	              	                	                          	                            	                                   	                    	14.3%                  	                      	                      	                      	                           	                        	                	                  	                            	                        	                	                   	                                 	                    	                	                  	                    	                    	                  	                  	                        	                        	                      	               	                	                    	                               	                   	                    	                	                     	                     	               	               	                        	               	                	14.3%                	                      	                  	                      	                  	                         	             	42.9%             	                	            	               	                          	               	                     	               	          	              	                  	                     	                 	                 	                          	              	               	             	                        	         	                       	                   	                          	                 	                   	                       	                   	                                  	               	                  	                      	                             	                	                             	                            	              	            	                      	                    	                     	                     	                     	                 	               	                 	                        	                	                	               	                    	                 	                      	                  	             	                 	                         	                   	               	                    	                   	             	                 	                       	              	             	                          	                  	               	                           	                        	                           	                            	              	                    	                 	                       	                         	                         	                      	              	                	               	                   	                             	                          	           	                     	                           	              	                   	               	                            	                         	                          	            	                    	                      	                      	               	                  	                   	               	                    	             	                     	                                  	                   	                           	                         	                     	                  	                   	                            	                    	                         	                 	             	                         	                     	                   	                         	                          	                	                     	                     	                       	                 	                              	                     	                     	                        	                 	             	                    	                      	                         	                            	                              	                       	                            	                              	               	                          	                  	                          	                	                   	                    	                              	                 	                       	               	                  	                    	                       	                 	                              	                            	                              	                      	Miscellaneous taxa = 28.57%; from ODP Legs 127&128 SR Chapter 29 Table 3 p 508-515

  SR	                 	                 	                  	              	127	 797	B	 49	X	CC	  37.00	    463.7600	Brunner  	Benthic Foraminifers                         	               	                  	                     	              	                	                          	                            	                                   	                    	                       	                      	                      	                      	                           	                        	                	                  	                            	                        	                	                   	                                 	                    	                	                  	                    	                    	                  	                  	                        	                        	                      	               	                	                    	                               	                   	                    	                	                     	                     	               	               	                        	               	                	                     	                      	                  	                      	                  	                         	             	                  	                	            	               	                          	               	                     	               	          	              	                  	                     	                 	                 	                          	              	               	             	                        	         	                       	                   	                          	                 	                   	                       	                   	                                  	               	                  	                      	                             	                	                             	1                           	              	            	                      	                    	                     	                     	                     	                 	               	                 	                        	                	                	               	                    	                 	                      	                  	             	                 	                         	                   	               	                    	                   	             	                 	                       	              	             	                          	                  	               	                           	                        	                           	                            	              	                    	                 	                       	                         	                         	                      	              	                	               	                   	                             	                          	           	                     	                           	              	                   	               	                            	                         	                          	            	                    	                      	                      	               	                  	                   	               	                    	             	                     	                                  	                   	                           	                         	                     	                  	                   	                            	                    	                         	                 	             	                         	                     	                   	                         	                          	                	                     	                     	                       	                 	                              	                     	                     	                        	                 	             	                    	                      	                         	                            	                              	                       	                            	                              	               	                          	                  	                          	                	                   	                    	                              	                 	                       	               	                  	                    	                       	                 	                              	                            	                              	                      	from ODP Leg 127&128 Chapter 12 Table 5 p 202-207

  SR	                 	                 	                  	              	127	 797	B	 51	X	 1	  51.00	    475.4100	Nomura   	Benthic Foraminifers                         	               	                  	                     	              	                	                          	                            	                                   	                    	3.6%                   	                      	                      	                      	                           	                        	                	2.9%              	                            	                        	                	                   	                                 	2.9%                	                	                  	2.2%                	.7%                 	17.3%             	                  	3.6%                    	.7%                     	2.9%                  	               	                	                    	2.2%                           	                   	                    	                	2.9%                 	                     	               	               	                        	               	                	5.8%                 	                      	2.2%              	4.3%                  	                  	                         	             	                  	                	            	               	                          	.7%            	                     	               	.7%       	              	                  	                     	                 	                 	                          	              	.7%            	             	                        	         	                       	                   	                          	                 	                   	                       	                   	                                  	               	                  	                      	                             	                	                             	                            	              	            	                      	                    	                     	                     	                     	                 	               	                 	                        	                	                	2.2%           	                    	                 	                      	20.9%             	             	                 	.7%                      	                   	               	5.8%                	                   	.7%          	                 	                       	              	             	                          	                  	               	                           	                        	                           	                            	              	                    	                 	                       	                         	                         	                      	              	                	               	                   	                             	                          	           	                     	                           	              	                   	               	                            	                         	                          	            	                    	                      	                      	               	                  	                   	               	                    	             	                     	                                  	                   	                           	                         	                     	                  	                   	                            	                    	                         	                 	             	                         	                     	                   	                         	                          	                	                     	                     	                       	                 	                              	                     	                     	                        	                 	             	                    	                      	                         	                            	                              	                       	                            	                              	               	                          	                  	                          	                	                   	                    	                              	                 	                       	               	                  	                    	                       	                 	                              	                            	                              	                      	Miscellaneous taxa = 13.67%; from ODP Legs 127&128 SR Chapter 29 Table 3 p 508-515

  SR	                 	                 	                  	              	127	 797	B	 51	X	 3	  51.00	    478.4100	Nomura   	Benthic Foraminifers                         	               	                  	                     	              	                	                          	3.9%                        	                                   	                    	20.1%                  	                      	                      	                      	                           	                        	                	6.7%              	                            	                        	                	                   	                                 	                    	                	                  	                    	                    	3.4%              	                  	                        	2.8%                    	                      	               	.6%             	1.1%                	.6%                            	3.4%               	                    	                	1.1%                 	1.1%                 	               	               	                        	               	                	13.4%                	.6%                   	4.5%              	.6%                   	                  	                         	1.1%         	15.6%             	                	            	               	                          	               	                     	               	.6%       	              	                  	7.3%                 	                 	1.1%             	.6%                       	              	               	             	                        	         	                       	1.1%               	                          	                 	1.1%               	                       	                   	                                  	               	                  	                      	                             	                	                             	                            	              	            	                      	                    	                     	                     	                     	                 	               	                 	.6%                     	                	                	               	1.1%                	                 	                      	                  	             	                 	.6%                      	.6%                	.6%            	.6%                 	1.1%               	             	                 	                       	              	             	                          	                  	               	                           	                        	                           	                            	              	                    	                 	                       	                         	                         	                      	              	                	               	                   	                             	                          	           	                     	                           	              	                   	               	                            	                         	                          	            	                    	                      	                      	               	                  	                   	               	                    	             	                     	                                  	                   	                           	                         	                     	                  	                   	                            	                    	                         	                 	             	                         	                     	                   	                         	                          	                	                     	                     	                       	                 	                              	                     	                     	                        	                 	             	                    	                      	                         	                            	                              	                       	                            	                              	               	                          	                  	                          	                	                   	                    	                              	                 	                       	               	                  	                    	                       	                 	                              	                            	                              	                      	Miscellaneous taxa = 2.79%; from ODP Legs 127&128 SR Chapter 29 Table 3 p 508-515

  SR	                 	                 	                  	              	127	 797	B	 51	X	 5	  51.00	    481.4100	Nomura   	Benthic Foraminifers                         	               	                  	                     	              	                	                          	                            	                                   	                    	                       	                      	                      	                      	                           	                        	                	                  	                            	                        	                	                   	                                 	10.4%               	                	                  	3.8%                	.5%                 	9.0%              	                  	10.9%                   	                        	                      	               	                	                    	3.3%                           	1.4%               	1.0%                	+               	.5%                  	                     	               	               	                        	1.0%           	.5%             	5.7%                 	                      	1.4%              	2.4%                  	                  	1.0%                     	.5%          	6.6%              	                	            	               	                          	5.2%           	.5%                  	               	          	2.4%          	                  	1.4%                 	                 	                 	                          	              	3.8%           	             	                        	         	                       	                   	                          	                 	1.9%               	                       	                   	                                  	               	                  	                      	                             	                	                             	                            	1.0%          	1.4%        	.5%                   	1.0%                	1.0%                 	2.4%                 	1.0%                 	1.0%             	1.0%           	.5%              	.5%                     	.5%             	.5%             	1.0%           	1.0%                	1.0%             	.5%                   	1.0%              	.5%          	1.4%             	                         	                   	               	                    	                   	             	                 	                       	              	             	                          	                  	               	                           	                        	                           	                            	              	                    	                 	                       	                         	                         	                      	              	                	               	                   	                             	                          	           	                     	                           	              	                   	               	                            	                         	                          	            	                    	                      	                      	               	                  	                   	               	                    	             	                     	                                  	                   	                           	                         	                     	                  	                   	                            	                    	                         	                 	             	                         	                     	                   	                         	                          	                	                     	                     	                       	                 	                              	                     	                     	                        	                 	             	                    	                      	                         	                            	                              	                       	                            	                              	               	                          	                  	                          	                	                   	                    	                              	                 	                       	               	                  	                    	                       	                 	                              	                            	                              	                      	Miscellaneous taxa = 7.11%; from ODP Legs 127&128 SR Chapter 29 Table 3 p 508-515

  SR	                 	                 	                  	              	127	 797	B	 51	X	CC	  40.00	    483.7000	Brunner  	Benthic Foraminifers                         	               	                  	3                    	              	                	                          	                            	1                                  	                    	3                      	                      	                      	                      	                           	8                       	2               	                  	                            	                        	                	                   	                                 	                    	                	                  	                    	2                   	11                	                  	                        	                        	                      	               	                	                    	                               	                   	                    	                	                     	                     	               	               	                        	               	                	6                    	                      	                  	                      	                  	                         	             	                  	                	            	               	                          	               	                     	               	          	9             	                  	                     	                 	                 	                          	              	               	             	6                       	1        	5                      	3                  	1                         	12               	2                  	1                      	1                  	1                                 	1              	1                 	1                     	1                            	1               	1                            	3                           	              	            	                      	                    	                     	                     	                     	                 	               	                 	                        	                	                	               	                    	                 	                      	                  	             	                 	                         	                   	               	                    	                   	             	                 	                       	              	             	                          	                  	               	                           	                        	                           	                            	              	                    	                 	                       	                         	                         	                      	              	                	               	                   	                             	                          	           	                     	                           	              	                   	               	                            	                         	                          	            	                    	                      	                      	               	                  	                   	               	                    	             	                     	                                  	                   	                           	                         	                     	                  	                   	                            	                    	                         	                 	             	                         	                     	                   	                         	                          	                	                     	                     	                       	                 	                              	                     	                     	                        	                 	             	                    	                      	                         	                            	                              	                       	                            	                              	               	                          	                  	                          	                	                   	                    	                              	                 	                       	               	                  	                    	                       	                 	                              	                            	                              	                      	from ODP Leg 127&128 Chapter 12 Table 5 p 202-207
