Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Preservation,Group Abundance,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus tricorniculatus,Braarudosphaera bigelowii,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calcidiscus tropicus,Catinaster calyculus,Catinaster coalitus,Ceratolithus acutus,Ceratolithus cristatus,Chiasmolithus grandis,Clausicoccus subdistichus,Coccolithus eopelagicus,Coccolithus formosus,Coccolithus miopelagicus,Coccolithus pelagicus,Coronocyclus nitescens,Cyclicargolithus abisectus,Cyclicargolithus floridanus,Cyclicargolithus luminis,Discoaster adamanteus,Discoaster asymmetricus,Discoaster bellus,Discoaster berggrenii,Discoaster bollii,Discoaster brouweri,Discoaster calcaris,Discoaster calculosus,Discoaster deflandrei,Discoaster druggii,Discoaster exilis,Discoaster hamatus,Discoaster kugleri,Discoaster loeblichii,Discoaster moorei,Discoaster neohamatus,Discoaster nodifer,Discoaster pentaradiatus,Discoaster petaliformis,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster sanmiguelensis,Discoaster signus,Discoaster spp.,Discoaster surculus,Discoaster tamalis,Discoaster tanii,Discoaster triradiatus,Discoaster variabilis,Discoaster williamsii,Emiliania huxleyi,Florisphaera profunda,Gephyrocapsa omega,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (>5.5 microns),Gephyrocapsa sp. (4-5.5 microns),Helicosphaera ampliaperta,Helicosphaera bramlettei,Helicosphaera burkei,Helicosphaera carteri,Helicosphaera compacta,Helicosphaera euphratis,Helicosphaera sellii,Lanternithus minutus,Minylitha convallis,Nicklithus amplificus,Orthorhabdus serratus,Pontosphaera exilis,Pontosphaera millepuncta,Pontosphaera multipora,Pontosphaera punctosa,Pontosphaera spp.,Pseudoemiliania lacunosa,Reticulofenestra asanoi,Reticulofenestra bisecta (>10 microns),Reticulofenestra bisecta (5-10 microns),Reticulofenestra circus,Reticulofenestra erbae,Reticulofenestra lockeri,Reticulofenestra pseudoumbilicus,Reticulofenestra sp. (5-7 microns),Reticulofenestra spp. small,Reticulofenestra umbilicus,Rhabdosphaera spp.,Scyphosphaera spp.,Sphenolithus abies,Sphenolithus belemnos,Sphenolithus calyculus,Sphenolithus capricornutus,Sphenolithus ciperoensis,Sphenolithus conicus,Sphenolithus delphix,Sphenolithus disbelemnos,Sphenolithus dissimilis,Sphenolithus distentus,Sphenolithus heteromorphus,Sphenolithus moriformis,Sphenolithus pospichalii,Sphenolithus predistentus,Sphenolithus pseudoheteromorphus,Sphenolithus spp.,Syracosphaera spp.,Triquetrorhabdulus carinatus,Triquetrorhabdulus longus,Triquetrorhabdulus rugosus,Umbilicosphaera rotula,Umbilicosphaera sibogae,Zygrhablithus bijugatus,Comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
368-U1505C-51X-CC-PAL-NANNO,0,5,355.53,355.58,NN2,G,A,,,,,,,,,,,,,,,,,C,C,C,C,A,,,,,,,,,,C,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,C,,,,C,,,,,,,,,,,,,,,,368,U1505,C,51,X,CC,PAL,78892ecbda28861d28c94398ff6ebdb2
368-U1505C-52X-CC-PAL-NANNO,0,5,364.93,364.98,NN2,M,A,,,,,,,,,,,,,,F,,,F,C,F,,A,,,,,,,,,,C,F,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,F,C,A,,,,,,,,,,,C,,,,C,,,,C,,F,,,C,,,OVERGROWTH IN DISCOASTERIDS,,,,368,U1505,C,52,X,CC,PAL,8554e7b81be1954872be2c077ef07edd
368-U1505C-53X-CC-PAL-NANNO,0,5,374.52,374.57,NN2,M,A,,,,,,,,,,,,,,F,,,F,C,F,R,A,,,,,,,,,,C,F,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,F,,,,,,,,,,R,,,,,,,,,C,A,,,,,,,,,,,F,C,,,C,,,,C,,F,F,,C,,,OVERGROWTH IN DISCOASTERIDS,,,,368,U1505,C,53,X,CC,PAL,62875c8db337550d61b3fd7575e0f295
368-U1505C-54X-CC-PAL-NANNO,0,5,383.9,383.95,NN1,M,A,,,,,,,,,,,,,,C,,,F,C,R,F,A,,,,,,,,,,C,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,C,A,,,,,,F,F,,,C,,C,,,C,,,,C,,F,F,,F,,,OVERGROWTH IN DISCOASTERIDS and Sphenolithus,,,,368,U1505,C,54,X,CC,PAL,043dd5b22fb4bd57c748dcc98c8b4c70
368-U1505C-55X-CC-PAL(44-49)-NANNO,0,5,394.06,394.11,NP25,M,A,,,,,,,,,,,,,,C,,,R,C,R,C,A,,,,,,,,,,C,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,F,,,,,,,,,,R,,,,,,,,,R,C,,,,,,C,F,,,,,C,,,C,,,,A,,F,R,,,,,HEAVY OVERGROWTH IN DISCOASTERIDS and Sphenolithus,,,,368,U1505,C,55,X,CC,PAL,9b0ae33e6ee5f4592aff2222cbdf79fc
368-U1505C-56X-CC-PAL(37-42)-NANNO,0,5,403.79,403.84,NP25,M,A,,,,,,,,,,,,,,C,,,C,C,F,C,A,,,,,,,,,,C,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,F,,,,,,,,,,R,,,,,,,,,,C,,,,,,,,C,,,,C,,,C,,,,C,,R,F,,,,,HEAVY OVERGROWTH,,,,368,U1505,C,56,X,CC,PAL,dcb9a8ce557d3b123c096167bd3100e0
368-U1505C-57X-1-W 0/1-NANNO,0,1,403.5,403.51,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,57,X,1,W,1798a01f41ae949705dfd678fccbf77f
368-U1505C-57X-1-W 144/145-NANNO,0,1,404.94,404.95,,,R,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,57,X,1,W,51c1fc764d2e13a00b8b86c66b762a25
368-U1505C-57X-1-W 24/25-NANNO,0,1,403.74,403.75,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,57,X,1,W,3e8e86bf9ddfd7006cf81bc0c898fcba
368-U1505C-57X-6-W 1/2-NANNO,0,1,411.06,411.07,NP24,G,C,,,,,,,,,,,,,,,,,C,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,368,U1505,C,57,X,6,W,0b12951f1aca5288b799a3ddd5229aa3
368-U1505C-57X-6-W 120/121-NANNO,0,1,412.25,412.26,NP24,G,C,,,,,,,,,,,,,,,,,C,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,368,U1505,C,57,X,6,W,8fa7c88ecbb32b99e357ed3e1cae0a7f
368-U1505C-57X-7-W 1/2-NANNO,0,1,412.55,412.56,NP24,G,C,,,,,,,,,,,,,,,,,C,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,368,U1505,C,57,X,7,W,0e118762a0b95dafcced070aa79b47d1
368-U1505C-57X-CC-PAL(39-44)-NANNO,0,5,413.44,413.49,NP24,M,A,,,,,,,,,,,,,,C,,,C,C,F,C,C,,,,,,,,,,C,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,F,,,,,,,,,F,R,,,,,,,,,,C,,,,,,,,,,,,,,,C,,C,,C,,,,,,,,,,,,368,U1505,C,57,X,CC,PAL,279224540817b2910cecbde9dd96342a
368-U1505C-57X-CC-W 1/2-NANNO,0,1,413.06,413.07,NP24,G,C,,,,,,,,,,,,,,,,,C,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,368,U1505,C,57,X,CC,W,6191fde03952063e9958b2ee5d92fb92
368-U1505C-58X-CC-PAL(37-42)-NANNO,0,5,419.53,419.58,NP24,M,A,,,,,,,,,,,,,,C,,,F,F,,,C,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,C,,,,,,,,,,F,,,F,,,,C,,,C,,,,,,,,,,,,,,,C,,C,,,,,,,,,F,,,,,368,U1505,C,58,X,CC,PAL,4772fb104fa47a5a98189952b2b6c18a
368-U1505C-59X-CC-PAL(46-51)-NANNO,0,5,430.21,430.26,NP22,M,A,,,,C,,,,,,,,,,C,,,C,C,,,C,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,,,,,,,C,,,C,,,,C,,C,C,C,,,C,F,,,,,,,,,,,,,,C,,C,,,,,,,,,C,,,,,368,U1505,C,59,X,CC,PAL,ff298cd9710d7a9397c500e512eb2347
368-U1505C-60X-CC-PAL-NANNO,0,5,442.26,442.31,NP22,M,A,,,,C,,,,,,,,,,C,,,C,C,,,C,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,,,,,,,,,,C,C,,,C,,C,C,C,,,C,C,,,,,,,,,,,,,,C,,C,,,,,,,,,C,,,,,368,U1505,C,60,X,CC,PAL,63468a2318c030a646a3371bbd1581cd
368-U1505C-61X-CC-PAL-NANNO,0,5,451.88,451.93,NP22,G,A,,,,C,,,,,,,,,,F,,,F,C,F,,C,,,,,,,,,,F,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,C,,,C,,,,,,,,,,C,C,,,F,,,R,C,,C,C,F,F,,,,,,,,,,,,,C,,F,,,,,,,,,C,,,,,368,U1505,C,61,X,CC,PAL,21d7b36d9b3fcc1bf1b78c66999c0a65
368-U1505C-62X-CC-PAL-NANNO,0,5,461.44,461.49,NP22,G,A,,,,C,,,,,,,,,,F,,,F,C,F,,C,,,,,,,,,,F,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,C,,,C,,,F,,,,,,,C,C,,,F,,,R,C,,C,C,F,F,,,,,,,,,,,,,C,,F,,,,,,,,,C,,,,,368,U1505,C,62,X,CC,PAL,d6e8a890b5b1e2d64dd18235d4e4fd99
368-U1505C-63X-CC-PAL-NANNO,0,5,471.04,471.09,NP22,G,A,,,,F,,,,,,,,,,F,,,F,C,F,,C,,,,,,,,,,F,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,F,,,F,,,F,,,,,,,F,F,,,R,,,,C,,C,C,F,F,,,,,,,,,,,,,C,,F,,,,,,,,,C,,,,,368,U1505,C,63,X,CC,PAL,afda7b6f1adbe40b7d2685e31dbb7a3b
368-U1505C-64X-CC-PAL(36-41)-NANNO,0,5,480.49,480.54,NN19 - NN20,G,A,,,,F,,,,,,,,,,F,,,R,C,F,,C,,,,,,,,,,F,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,F,,,F,,,,,,,F,F,,,R,,,,C,,C,A,F,F,,,,,,,,,,,,,C,,F,,,,,,,,,F,"typical Reticulefenestra isabellae, R westerholdii, R onusta; R reticulata not typical; Cruicilacolithus tarquinius, C klausii, Markalius inversus",,,,368,U1505,C,64,X,CC,PAL,ea69ecb657d20d12e604a130399b3993
