Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Preservation,Group abundance,Emiliania huxleyi,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (closed >4 microns),Gephyrocapsa sp. (4-5.5 microns),Gephyrocapsa sp. (>5.5 microns),Pseudoemiliania lacunosa,Pseudoemiliania ovata,Reticulofenestra sp. (>7 microns),Reticulofenestra sp. (5-7 microns),Reticulofenestra sp. (3-5 microns),Reticulofenestra sp. (<3 microns),Cyclicargolithus floridanus,Cyclicargolithus abisectus,Reticulofenestra bisecta,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calcidiscus tropicus,Calcidiscus tropicus +grill,Umbilicosphaera sp.,Umbilicosphaera rotula,Umbilicosphaera jafari,Coronocyclus nitescens,Hayaster perplexus,Oolithotus sp.,Tetralithoides quadrilaminata,Clausicoccus fenestratus,Hughesius tasmaniae,Hughesius gizoensis,Helicosphaera carteri,Helicosphaera sellii,Helicosphaera intermedia,Helicosphaera euphratis,Helicosphaera ampliaperta,Helicosphaera obliqua,Helicosphaera recta,Pontosphaera sp.,Scyphosphaera apsteinii,Scyphosphaera pulcherrima,Scyphosphaera globulata,Rhabdosphaera clavigera,Syracosphaera pulchra,Braarudosphaera bigelowii,Discosphaera tubifera,Umbellosphaera tenuis,Holodiscolithus macroporus,Calciosolenia sp.,Coronosphaera mediterranea,Ilselithina fusa,Discoaster brouweri,Discoaster asymmetricus,Discoaster tamalis,Discoaster triradiatus,Discoaster calcaris,Discoaster altus,Discoaster sp. cf. D. brouweri,Discoaster surculus,Discoaster variabilis,Discoaster exilis,Discoaster deflandrei,Discoaster bollii,Discoaster musicus,Discoaster petaliformis,Discoaster kugleri,Discoaster sp. cf. D. variabilis,Discoaster pentaradiatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster berggrenii ssp. extensus,Discoaster bergenii,Discoaster bellus,Discoaster hamatus,Catinaster coalitus,Catinaster calyculus,Sphenolithus abies,Sphenolithus heteromorphus,Sphenolithus pseudoheteromorphus,Sphenolithus belemnos,Sphenolithus conicus,Sphenolithus ciperoensis,Sphenolithus calyculus,Sphenolithus delphix,Sphenolithus capricornutus,Ceratolithus cristatus,Ceratolithus armatus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Nicklithus amplificus,Orthorhabdus rugosus,Orthorhabdus striatus,Orthorhabdus serratus,Orthorhabdus rioi,Triquetrorhabdulus carinatus,Triquetrorhabdulus milowii,Triquetrorhabdulus challengeri,Minylitha convallis,Florisphaera profunda,Thoracosphaera heimii,Scrippsiella sp.,Thoracosphaera sp.,Ascidian spicules,Reworked species,Nannofossil comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
359-U1471E-21R-CC-PAL,0,5,785.36,785.41,,,M,A,,,,,,,,C,A,A,,,,,F,,,,,,,,F,C,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,C,,,,,,,,,C,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,21,R,CC,PAL,a9122554c545e752cc129970c44f0b00
359-U1471E-22R-2-W,88,88,792.73,792.73,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,22,R,2,W,8fecb73c4780b8d23b2ecc3cf2665992
359-U1471E-22R-4-W,51,51,794.94,794.94,,,M,A,,,,,,,,F,F,A,A,,,,F,,,F,,,,,,C,,,,,,,,F,,R,,,,,R,R,,,,,,,,,,,,,,,,,,F,,,,,,,,,F,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,22,R,4,W,e49bec32479944674333d9412bb57eb3
359-U1471E-23R-1-W,53,53,800.53,800.53,,,M,C,,,,,,,,,C,A,A,,,,F,,R,R,,,,,F,C,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,F,,,,,,,,,F,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,23,R,1,W,69efd657de97f4c6d7a2c87734649211
359-U1471E-23R-CC-PAL,0,3,804.25,804.28,,,M,A,,,,,,,,F,A,A,,,,,C,,F,R,,,,,C,A,,,,,,,,R,,,,,,,F,,,,,,,,,,,,,,,,,,,F,,,,,,,,,F,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,23,R,CC,PAL,e4583bc77ac9b3336772f8e2d349b1ba
359-U1471E-24R-1-W,31,31,810.01,810.01,,,P,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,24,R,1,W,d354740b836e8a7f14fd696ca426782e
359-U1471E-24R-3-W,32,32,812.14,812.14,,,P,C,,,,,,,,,C,A,A,,,,F,,,R,,,,,,F,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,F,,,,,,,,,F,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,24,R,3,W,ced051ac2fe6983972071f0fada6866e
359-U1471E-24R-CC-PAL,0,3,812.74,812.77,,,M,C,,,,,,,,F,C,C,A,,,,R,,R,,,,,,,C,,,,,,,,R,,R,,,,,R,,,,,,,,,,,,,,,,,,,F,,,,,,,,,F,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,24,R,CC,PAL,f1123143cded48cb4574fa8c50135c8d
359-U1471E-25R-1-W,99,99,820.39,820.39,,,P,F,,,,,,,,,,C,A,,,,R,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,25,R,1,W,aa2584ec5a381fe488ba15a787d179b1
359-U1471E-25R-3,73,73,823.02,823.02,,,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,25,R,3,,9ad41b7eee3041767c0492bc3bb9e5ed
359-U1471E-25R-4-PAL,0,1,824.76,824.77,,,P,F,,,,,,,,,F,F,C,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,25,R,4,PAL,50c7ad003d827a21d6b7769e6d9dac25
359-U1471E-26R-2-W,41,41,830.98,830.98,,,P,R,,,,,,,,,R,R,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,26,R,2,W,663963f74bf175856dcca8b18329a839
359-U1471E-26R-3-W,32,32,832.38,832.38,,,M,F,,,,,,,,,C,A,A,,,,,,R,,,,,,,F,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,F,,,,,,,,,F,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,26,R,3,W,42e9a4d186a4909d85534d4b51c82aec
359-U1471E-27R-1-W,62,63,839.42,839.43,,,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,27,R,1,W,6bf3f2ed8d1d5d7439db78c897c42604
359-U1471E-27R-3-PAL,0,1,843.02,843.03,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,27,R,3,PAL,66d2e9504bdfc7f1e8798b558f1aa237
359-U1471E-27R-3-W,95,96,842.64,842.65,,,M,A,,,,,,,,,A,A,A,,,,R,,,,,,,,,A,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,27,R,3,W,579e9155eeb5e986f53d220276d4f9fb
359-U1471E-28R-2-W,10,11,849.87,849.88,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,28,R,2,W,5789a9d2f45b21a707e10ea54ff75e7e
359-U1471E-28R-3-W,36,37,851.37,851.38,,,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,28,R,3,W,b107387fdf159db640b50c3d67ad1456
359-U1471E-28R-4-PAL,0,5,853.04,853.09,,,M,A,,,,,,,,,C,A,A,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,28,R,4,PAL,c92d054daecdc9c1fce710ff1172cd91
359-U1471E-29R-1-W,122,122,859.42,859.42,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,29,R,1,W,1a84d356380c6696f911445d83321ac5
359-U1471E-29R-2-W,104,104,860.7,860.7,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,29,R,2,W,8fb065159a6ff351796252326d44a878
359-U1471E-29R-3-PAL,0,4,861.53,861.57,,,M,C,,,,,,,,,C,A,C,,,,R,,,P,,,,,,F,,,,,,,,,,,,,,,F,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,29,R,3,PAL,35bdeb15823b551d0a7e02389af958e0
359-U1471E-29R-3-W,28,28,861.26,861.26,,,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,29,R,3,W,a5f45568896a32a78d5997dba66d08d1
359-U1471E-30R-1-W,25,25,868.15,868.15,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,30,R,1,W,63696f7b029cc063d4a0d1df95051e1b
359-U1471E-30R-2-W,76,76,870.18,870.18,,,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,30,R,2,W,65f1683bb3f1d495e32117d6b97a3d85
359-U1471E-30R-3-PAL,0,1,871.92,871.93,,,M,A,,,,,,,,,C,A,F,,,,F,,,,,,,,,F,,,,,,,,F,,,,,,,R,,,,,,,,,,,,,,,,,,,F,,F,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,30,R,3,PAL,c3f274277f41c72ac4f5f6e3311fe654
359-U1471E-30R-3-W,20,20,871.01,871.01,,,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,30,R,3,W,519b57bd8f4bfe84d9f8ec39586d9760
359-U1471E-31R-1-W,106,107,878.66,878.67,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,31,R,1,W,31ddb6d242bfaa674848aa460beb0cd5
359-U1471E-31R-2-W,31,32,879.32,879.33,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,31,R,2,W,a0d5494af239bbfb0cc259adc4910dec
359-U1471E-31R-3-W,85,86,881.35,881.36,,,M,A,,,,,,,,,C,A,C,,,,R,,R,R,,,,,,,,,,,,,,F,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,31,R,3,W,a99c3760a04352c801eb38042a9b364e
359-U1471E-32R-2-W,111,112,889.29,889.3,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,32,R,2,W,eb016d74dc21516bfcb8d2f1514e8796
359-U1471E-32R-3-PAL,0,2,890.04,890.06,,,M,C,,,,,,,,R,C,A,A,,,,R,,R,R,,,,,,R,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,32,R,3,PAL,6f8f2cab72b1853120bfa8b53d5ff40f
359-U1471E-33R-1-W,90,90,897.9,897.9,,,M,C,,,,,,,,R,R,F,C,,,,R,R,,R,,,,,R,,A,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,F,,,,R,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,33,R,1,W,3e9f1eb2e7ef8b267cdd7257ba8e9abd
359-U1471E-33R-2-W,69,70,898.78,898.79,,,M,A,,,,,,,,F,C,A,C,,,,R,,,,,,,,F,F,A,,,,,,,F,,,,,,,F,R,,,,,,,,,,,,,,,,,,R,,,,P,,,,,R,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,33,R,2,W,0d3802bf4d53ff31254091d2664de249
359-U1471E-33R-3-PAL,0,2,900.61,900.63,,,M,A,,,,,,,,C,C,C,A,,,,R,R,,R,,,,,C,,A,,,,,,,R,,P,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,33,R,3,PAL,f6576e4274d58c529830cb23cf9ddf37
359-U1471E-34R-1-W,91,91,907.61,907.61,,,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,34,R,1,W,39b8371304926aadaba34c2c6f6e058e
359-U1471E-34R-2-W,89,89,908.91,908.91,,,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,34,R,2,W,3db6b5394c8fff6a1533a55d242146c8
359-U1471E-34R-3-W,65,65,910.07,910.07,,,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,34,R,3,W,6f1b59fd644392b149b7d4cfcd99b9e8
359-U1471E-34R-4,60,60,911.37,911.37,,,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,34,R,4,,d3cff73279bfdeb5d2c777439137ef06
359-U1471E-34R-4-W,86,86,911.63,911.63,,,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,34,R,4,W,ed8bb11dc5e08e15019a56279fc557d4
359-U1471E-34R-5-W,70,70,912.34,912.34,,,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,34,R,5,W,bcb90ef4f15fe4b06dda106e6b5f33d7
359-U1471E-34R-6-W,7,7,913.06,913.06,,,M,C,,,,,,,,R,C,C,C,,,,R,R,R,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,34,R,6,W,86c31cd699011ad1e4e91d384a27f3e6
359-U1471E-34R-6-W,84,84,913.83,913.83,,,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,34,R,6,W,677c4f8ac2be8aa2ddb15b75699ce787
359-U1471E-34R-CC-PAL,0,5,913.93,913.98,,,M,C,,,,,,,,F,C,C,C,,,,F,R,R,R,P,,,,R,,P,,,,,,P,R,,,R,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,P,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,34,R,CC,PAL,31757eaee6342fd4d5f6a1c89f8409e8
359-U1471E-35R-1-W,7,7,916.47,916.47,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,35,R,1,W,cdce9c8a3d6f125c53e1a630ed50463d
359-U1471E-35R-2-W,95,95,918.77,918.77,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,35,R,2,W,0f246f22d91d5ac77a48f18d264ef6ae
359-U1471E-35R-3-W,43,43,919.69,919.69,,,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,35,R,3,W,f16696e5a56ebe0b734259a683e4c596
359-U1471E-35R-4-W,44,44,920.48,920.48,,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,35,R,4,W,ef48046067af92a44a4fd9d73fee0ce3
359-U1471E-35R-CC-PAL,0,1,921.19,921.2,,,M,C,,,,,,,,C,C,A,A,,,,F,F,F,R,,,,,F,R,C,,,,,,R,R,,,F,,,,R,,,,,,,,,,,,,F,,,,,,F,,,C,R,,,,,R,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,35,R,CC,PAL,a201adfc132d4b83c630c7a9003b1c91
359-U1471E-36R-1-W,40,40,926.5,926.5,,,M,R,,,,,,,,R,R,R,R,,,,R,,R,R,,,,,,R,R,,,,,,,R,,,R,,,,R,,,,R,R,,,,,,,,,,,,,,R,,R,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,36,R,1,W,632f41d2794c50c84cd4bc997d04fb30
359-U1471E-36R-2-W,77,77,928.44,928.44,,,M,C,,,,,,,,R,R,C,R,,,,R,,R,C,,,,,R,R,R,,,,,,,R,,,R,,,,R,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,A,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,36,R,2,W,c2c28061a116d4d7306eade3212f2431
359-U1471E-36R-2-W,132,132,928.99,928.99,,,M,C,,,,,,,,F,R,C,R,C,,,F,,R,R,,,,,R,F,F,,,,,,,C,,,R,,,,R,,,,,,,,,,,,,,,,,,,R,,R,R,,,,,,R,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,36,R,2,W,a337f6b112608fa89b0e69f952335eac
359-U1471E-36R-3-W,64,64,929.71,929.71,,,M,A,,,,,,,,F,C,C,C,C,,,R,,R,F,,,,,C,C,F,,,,,,,C,,,R,,,,R,,,,R,,,,,,,,,,,,,,,R,,R,R,,,,,,R,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,36,R,3,W,8b7cb044af7daaf5525f5f720678d7f9
359-U1471E-36R-CC-PAL,0,5,931.23,931.28,,,M,C,,,,,,,,,R,R,R,C,,,F,F,F,R,,,,,,F,F,,,,,,,F,,,R,,,,R,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,36,R,CC,PAL,5228a40f1d84f97b846851115163f262
359-U1471E-37R-1-W,41,41,936.21,936.21,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,37,R,1,W,f44fa45e8dbc747e7b4ce6ad4c4d44be
