Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Preservation,Group abundance,Emiliania huxleyi,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (closed >4 microns),Gephyrocapsa sp. (4-5.5 microns),Gephyrocapsa sp. (>5.5 microns),Pseudoemiliania lacunosa,Pseudoemiliania ovata,Reticulofenestra sp. (>7 microns),Reticulofenestra sp. (5-7 microns),Reticulofenestra sp. (3-5 microns),Reticulofenestra sp. (<3 microns),Cyclicargolithus floridanus,Cyclicargolithus abisectus,Reticulofenestra bisecta,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calcidiscus tropicus,Calcidiscus tropicus +grill,Umbilicosphaera sp.,Umbilicosphaera rotula,Umbilicosphaera jafari,Coronocyclus nitescens,Hayaster perplexus,Oolithotus sp.,Tetralithoides quadrilaminata,Clausicoccus fenestratus,Hughesius tasmaniae,Hughesius gizoensis,Helicosphaera carteri,Helicosphaera sellii,Helicosphaera intermedia,Helicosphaera euphratis,Helicosphaera ampliaperta,Helicosphaera obliqua,Helicosphaera recta,Pontosphaera sp.,Scyphosphaera apsteinii,Scyphosphaera pulcherrima,Scyphosphaera globulata,Rhabdosphaera clavigera,Syracosphaera pulchra,Braarudosphaera bigelowii,Discosphaera tubifera,Umbellosphaera tenuis,Holodiscolithus macroporus,Calciosolenia sp.,Coronosphaera mediterranea,Ilselithina fusa,Discoaster brouweri,Discoaster asymmetricus,Discoaster tamalis,Discoaster triradiatus,Discoaster calcaris,Discoaster altus,Discoaster sp. cf. D. brouweri,Discoaster surculus,Discoaster variabilis,Discoaster exilis,Discoaster deflandrei,Discoaster bollii,Discoaster musicus,Discoaster petaliformis,Discoaster kugleri,Discoaster sp. cf. D. variabilis,Discoaster pentaradiatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster berggrenii ssp. extensus,Discoaster bergenii,Discoaster bellus,Discoaster hamatus,Catinaster coalitus,Catinaster calyculus,Sphenolithus abies,Sphenolithus heteromorphus,Sphenolithus pseudoheteromorphus,Sphenolithus belemnos,Sphenolithus conicus,Sphenolithus ciperoensis,Sphenolithus calyculus,Sphenolithus delphix,Sphenolithus capricornutus,Ceratolithus cristatus,Ceratolithus armatus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Nicklithus amplificus,Orthorhabdus rugosus,Orthorhabdus striatus,Orthorhabdus serratus,Orthorhabdus rioi,Triquetrorhabdulus carinatus,Triquetrorhabdulus milowii,Triquetrorhabdulus challengeri,Minylitha convallis,Florisphaera profunda,Thoracosphaera heimii,Scrippsiella sp.,Thoracosphaera sp.,Ascidian spicules,Reworked species,Nannofossil comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
359-U1467B-11H-5-W,50,50,94.89,94.89,,,M,C,,,,,,R,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,11,H,5,W,8acc9847fea2f53536b8a2be4f5781d7
359-U1467B-11H-CC-PAL,0,5,97.87,97.92,,,G,A,,,,,,R,,,,A,A,,,,R,R,,R,,,,F,,R,,P,R,,,,,R,,,,,,,R,,,,R,R,P,,,,,,,A,,,,,,,,,,,,,,,,A,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,359,U1467,B,11,H,CC,PAL,71bca510608a44c5313f40e410186285
359-U1467B-12H-CC-PAL,0,5,100.54,100.59,,,M,C,,,,,,P,,,,A,A,,,,P,,,R,,,,C,,R,,R,R,,,,,R,,,,,,,R,,,,P,R,P,,R,,,,,C,P,,,,,R,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,12,H,CC,PAL,71e67a80553e265bb793ee4cc9acef1c
359-U1467B-13H-2-W,50,50,102.4,102.4,,,M,C,,,,,,P,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,P,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,13,H,2,W,c241cb3bc9a71a4288d5cedb6bf825da
359-U1467B-13H-5-W,50,50,106.9,106.9,,,M,C,,,,,,P,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,13,H,5,W,3ac61d036628bbb80373baaa143ca1af
359-U1467B-13H-CC-PAL,0,5,109.69,109.74,,,M,C,,,,,,P,,,,C,C,,,,,,,R,,,,R,,P,,P,R,,,,,R,,,,,,,R,,,,P,P,,,P,,,,,C,R,,,,,R,,,,,,,,,,C,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,UNIDENTIFIABLE DISCOASTER 5 RAYS,,,,359,U1467,B,13,H,CC,PAL,574e2fdff0b241e6dd4670ffba5dde48
359-U1467B-14H-CC-PAL,0,5,118.97,119.02,,,M,C,,,,,,P,,,,A,A,,,,P,,R,R,,,,C,,P,,P,R,,,,,R,,,,,,,P,,,,P,R,,,P,,,,,C,R,,,,,R,,,,,,,,,,C,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,UNIDENTIFIABLE DISCOASTER 5 RAYS,,,,359,U1467,B,14,H,CC,PAL,f9574932314083658947ca13077bf3a6
359-U1467B-15H-2-W,75,75,121.65,121.65,,,M,C,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,P,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,15,H,2,W,888ae08529c8545cbf47a15df089879d
359-U1467B-15H-4-W,75,75,124.65,124.65,,,M,C,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,P,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,15,H,4,W,995492f593b8bb86b09f457b397feae3
359-U1467B-15H-CC-PAL,0,5,128.55,128.6,,,M,C,,,,,,R,,,,C,C,,,,P,,,R,,,,C,,F,,P,C,,,,,R,,,,,,,R,,,,P,R,P,,,,R,,,C,P,,,,,P,,,,,,,,,,C,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,UNIDENTIFIABLE DISCOASTER 5 RAYS,,,,359,U1467,B,15,H,CC,PAL,0783adfb16e2c93da084d23fa4b87922
359-U1467B-16H-2-W,75,75,131.15,131.15,,,M,A,,,,,,R,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,16,H,2,W,b99bafa9a465c6769304b35af67777da
359-U1467B-16H-4-W,75,75,134.15,134.15,,,M,C,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,P,,,,,,,,,,P,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,16,H,4,W,ef97a9515fbe4d4173186d03ef48d4b5
359-U1467B-16H-CC-PAL,0,5,137.88,137.93,,,G,A,,,,,,P,,,,A,A,,,,R,,,R,,,,R,,P,,P,R,,,,,R,,,,,,,P,,,,P,C,P,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,359,U1467,B,16,H,CC,PAL,7b057689728d997a4a876b8d9e8a0f97
359-U1467B-17H-2-W,75,75,140.65,140.65,,,M,C,,,,,,,,P,R,R,R,,,,,,,R,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,P,,,,,P,,,,,,,,,,P,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIDENTIFIABLE DISCOASTER 5 RAYS,,,,359,U1467,B,17,H,2,W,4ca1deee5106833d193e017438cbc676
359-U1467B-17H-4-W,75,75,143.65,143.65,,,M,C,,,,,,,,P,R,R,,,,,,,,R,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,P,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIDENTIFIABLE DISCOASTER 5 RAYS,,,,359,U1467,B,17,H,4,W,8213fc8b8f8feeb66a9edc1f6bc12551
359-U1467B-17H-CC-PAL,0,5,147.49,147.54,,,M,A,,,,,,,,,,A,A,,,,,,,R,,,,R,,R,,P,R,,,,,P,,,,,,,,,,,P,P,P,,,,,,,R,P,,,,,P,,,,,,,,,,P,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,UNIDENTIFIABLE DISCOASTER 5 RAYS,,,,359,U1467,B,17,H,CC,PAL,3dc5ad29ba181bf8ca2c5ee8c2e48259
359-U1467B-18H-2-W,75,75,150.15,150.15,,,P,C,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIDENTIFIABLE DISCOASTER 5 RAYS,,,,359,U1467,B,18,H,2,W,89b2e141e278750664be216b301d46c2
359-U1467B-18H-4-W,75,75,153.15,153.15,,,P,C,,,,,,,,,R,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,R,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,18,H,4,W,a1ea19bf091e80ee1b9d898cf36d2858
359-U1467B-18H-CC-PAL,0,5,157.16,157.21,,,M,A,,,,,,,,,,A,A,,,,R,,R,R,,,,C,,R,,P,R,,,,,R,,,,,,,P,,,,P,R,P,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,UNIDENTIFIABLE DISCOASTER 5 RAYS,,,,359,U1467,B,18,H,CC,PAL,bf817558d39900827867d20caf1712fb
359-U1467B-19H-CC-PAL,0,5,166.87,166.92,,,P,C,,,,,,,,R,R,,,,,,,,,R,,,,R,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,R,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,UNIDENTIFIABLE DISCOASTER 5 RAYS,,,,359,U1467,B,19,H,CC,PAL,3eccb62795b31b2d73808e7895c44e5b
359-U1467B-20H-CC-PAL,0,5,176.3,176.35,,,M,C,,,,,,,,,C,A,A,,,,,,,,,,,C,,,,,,,,,,P,,,,,,,,,,P,,R,,,P,,,,,P,,,,,,P,,,,,,,,,,R,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,UNIDENTIFIABLE DISCOASTER 5 RAYS,,,,359,U1467,B,20,H,CC,PAL,0ef53c0c2fae67d88e7aa014fd46eb37
359-U1467B-21H-2-W,75,75,178.65,178.65,,,P,R,,,,,,,,,R,,,,,,,,,,,,,R,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,21,H,2,W,75dc0129f9908075d599cf8b4cfefe28
359-U1467B-21H-4-W,75,75,181.65,181.65,,,M,C,,,,,,,,,R,C,C,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,21,H,4,W,f6a1281213e518ad37d660813116b2f9
359-U1467B-21H-CC-PAL,0,5,185.66,185.71,,,P,R,,,,,,,,,R,C,C,,,,,,,,,,,R,,,,,P,,,,,R,,,,,,,,,,,P,P,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,21,H,CC,PAL,c427e215524cd1bb828f330898404a44
359-U1467B-22H-CC-PAL,0,5,195.4,195.45,,,P,R,,,,,,,,,,R,R,,,,,,,,,,,P,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIDENTIFIABLE DISCOASTER 5 RAYS,,,,359,U1467,B,22,H,CC,PAL,9041376a15e04c689f5bcaf359bef1ea
359-U1467B-23H-2-W,25,25,197.15,197.15,,,P,R,,,,,,,,,R,,R,,,,,,,,,,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,23,H,2,W,5ffaa219c7123100d53809892393385d
359-U1467B-23H-4-W,25,25,200.15,200.15,,,M,R,,,,,,,,,R,R,R,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,23,H,4,W,6fd86dd5d49b9c4a342f856e30fd822d
359-U1467B-23H-CC-PAL,0,5,204.84,204.89,,,P,R,,,,,,,,,,,R,,,,,,,,,,,P,P,P,,,,,,,,P,,,,,,,P,R,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIDENTIFIABLE DISCOASTER 5 RAYS,,,,359,U1467,B,23,H,CC,PAL,d6b34c5800129b49e8401c54f477663f
359-U1467B-24H-CC-PAL,0,5,214.7,214.75,,,M,C,,,,,,,,,R,R,R,,,,,,,,,,,R,,,,,,,,,,P,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,24,H,CC,PAL,868187924a68d7f6019d3d2378e8cfec
359-U1467B-25H-CC-PAL,0,5,224.08,224.13,,,P,R,,,,,,,,,,R,R,,,,,,,,,,,R,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIDENTIFIABLE DISCOASTER 5 RAYS,,,,359,U1467,B,25,H,CC,PAL,9e7a56ad366754e47456644d343be031
359-U1467B-26H-2-W,50,50,225.9,225.9,,,M,C,,,,,,,,R,R,R,C,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,26,H,2,W,bdc492298c8772c159554ad4e3b37f23
359-U1467B-26H-4-W,50,50,228.9,228.9,,,M,C,,,,,,,,R,R,R,C,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,26,H,4,W,53576b1338cbc0a1debfeaeedeae1051
359-U1467B-26H-CC-PAL,0,5,233.57,233.62,,,P,A,,,,,,,,,,A,A,,,,,,,,,,,,,A,,,,,,,,C,,,,,,,F,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,359,U1467,B,26,H,CC,PAL,b2aefce2bc64b852c4d471e22849c1d2
359-U1467B-27H-3-W,55,55,236.95,236.95,,,M,C,,,,,,,,R,R,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,27,H,3,W,065b4be87bd7a7d0791182511971f7c5
359-U1467B-27H-7-W,73,73,243.13,243.13,,,M,C,,,,,,,,,F,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,R,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,27,H,7,W,e3ccbdb85d600ef6188d80dcccdd1b9e
359-U1467B-27H-CC-PAL,0,5,243.41,243.46,,,M,A,,,,,,,,F,A,A,,,,,,,R,,,F,P,,C,C,,,,,,,,,,,,,,,F,R,,R,,R,,,,,,,,,,,,,,R,P,,,,,,,,P,P,,,,,,,,,,A,,,,,,,,,,,,,P,,,,,,,,,,,,,,R,,,,,,359,U1467,B,27,H,CC,PAL,ea23312f5abfd8938e000c66abf2cae8
359-U1467B-28H-2-W,50,50,244.9,244.9,,,M,C,,,,,,,,,R,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,28,H,2,W,dcf172f2413bbfb2c6d2e1e7b597a8b3
359-U1467B-28H-5-W,50,50,249.4,249.4,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,28,H,5,W,80690d2345d0ce05845f12dbdf59a731
359-U1467B-28H-CC-PAL,0,5,252.7,252.75,,,P,A,,,,,,,,,F,C,A,,,,,,,,,R,,,F,F,,,,,,,,R,,,,,,,F,R,,R,,,,,,,,,,P,,,,,,R,,,,,,,,,,R,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,359,U1467,B,28,H,CC,PAL,eee16f97f8f463b4e325ef83d77ecee4
359-U1467B-29H-2-W,50,50,254.4,254.4,,,M,C,,,,,,,,,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,29,H,2,W,59d7baf0b3fc042bfdcbf5f0125c8adc
359-U1467B-29H-5-W,60,60,259,259,,,P,R,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,29,H,5,W,7bf6c30ff2a48350fcff203ccb73be37
359-U1467B-29H-CC-PAL,0,5,262.32,262.37,,,M,A,,,,,,,,,F,C,A,,,,,,,,,F,,,F,,,,,,,,,R,,,,,,,F,R,P,,,,,,,,,,,,P,,,,,R,R,,,,,,,,,P,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,29,H,CC,PAL,ef04a9872f257cd08525b6a306615184
359-U1467B-30H-2-W,75,75,264.15,264.15,,,M,C,,,,,,,,,R,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,R,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,30,H,2,W,92d8cdb4b329fdccec7636e1d0458ab5
359-U1467B-30H-CC-PAL,0,5,271.83,271.88,,,M,A,,,,,,,,,F,C,A,,,,,,C,,,,F,,,F,,,,,,,,F,,,,,,,,R,,R,,,,,,,,,,,,,,,,R,P,,,,,,,,,R,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,30,H,CC,PAL,44b11f45ad82a8b2d059626d02fbd554
359-U1467B-31H-CC-PAL,0,5,281.21,281.26,,,M,A,,,,,,,,,F,A,A,,,,,,F,,,,,,,F,,,,,,,,C,,,,,,,F,P,,P,,,,,,,,,,,,,P,,,R,P,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,31,H,CC,PAL,9106461dbc69976888dbf7ef81ac9630
359-U1467B-32H-3-W,98,98,284.88,284.88,,,M,C,,,,,,,,,F,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,P,P,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,32,H,3,W,f08ea99cba78abe3d08e51414476760b
359-U1467B-32H-5-W,21,21,287.11,287.11,,,M,C,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,P,R,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,32,H,5,W,9050974fda9c0364125dbfad5dfe9457
359-U1467B-32H-CC-PAL,0,5,290.86,290.91,,,M,A,,,,,,,,,A,A,A,,,,,,,,,,,,F,C,,,,,,,,C,,,,,,,F,,,F,,,,,,,,,,,,,,,,P,,,,,,,,,P,R,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,F,,R,,,,,,,359,U1467,B,32,H,CC,PAL,42555251343ebc305e3f52e6ce5f97b7
359-U1467B-33H-2-W,123,123,293.13,293.13,,,M,A,,,,,,,,,C,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,R,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,33,H,2,W,f140d07ce5bad79ba2e37196454dc210
359-U1467B-33H-4-W,76,76,295.66,295.66,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",G,C,,,,,,,,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,R,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,33,H,4,W,7079e452aade8d4d126da48d75ebf15a
359-U1467B-33H-CC-PAL,0,5,300.35,300.4,,,M,A,,,,,,,,,C,A,C,,,,,,F,,,F,,,,,,P,,,,,,F,,,,,,,F,R,,R,,,,,,,,,,,,,,,,F,R,,,,,,,,,R,,R,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIDENTIFIABLE DISCOASTER 5 RAYS,,,,359,U1467,B,33,H,CC,PAL,0336c681cf9fb1e5e9b56652887036f7
359-U1467B-34H-2-W,76,76,302.16,302.16,,,M,C,,,,,,,,,R,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,34,H,2,W,cb268b36d25ace6e7f019947d6335994
359-U1467B-34H-4-W,74,74,305.14,305.14,,,M,C,,,,,,,,,R,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,34,H,4,W,decd576e1538f93c9a34b3e9c922689a
359-U1467B-34H-CC-PAL,0,5,309.81,309.86,,,M,A,,,,,,,,,F,A,C,,,,,,F,,,F,,,,F,,,,P,,,,F,,,,,,,R,R,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,R,,F,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIDENTIFIABLE DISCOASTER 5 RAYS,,,,359,U1467,B,34,H,CC,PAL,b7ddaa83864024092c24090482d63776
