Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,Achnanthes brevipes,Achnanthes diapar,Achnanthes groenlandica,Achnanthes lanceolata,Actinocyclus curvatulus,Actinocyclus ingens,Actinocyclus ingens var. nodus,Actinocyclus oculatus,Actinocyclus ochotensis,Actinocyclus octonarius,Actinocyclus radionovae,Actinoptychus senarius,Actinoptychus splendens,Amphiprora sp.,Amphora ovalis,Amphora sp.,Asteromphalus darwinii,Asteromphalus flabellatus,Asterolampra marylandica,Asteromphalus robustus,Aulacoseira granulata,Aulacoseira spp.,Azpeitia endoi,Azpeitia nodulifera,Azpeitia tabularis,Bacterosira fragilis,Bacillaria paradoxa,Biddulphia sinensis,Calloneis bacillum,Chaetoceros spp. and similar spores,Charcotia actinochilus,Cocconeis californica,Cocconeis decipiens,Cocconeis costata,Cocconeis disculus,Cocconeis fluminensis,Cocconeis pellucida,Cocconeis placentula,Cocconeis placentula var. euglypta,Cocconeis pseudomarginatus,Cocconeis scutellum,Cocconeis vitrea,Coscinodiscus elegans,Coscinodiscus marginatus,Coscinodiscus obscurus,Coscinodiscus oculus-iridis,Coscinodiscus radiatus,Coscinodiscus stellaris,Coscinodiscus subtilis,Coscinodiscus symbolophorus,Coscinodiscus vetustissimus,Cosmiodiscus insignis,Crucidenticula nicobarica,Crucidenticula punctata,Cyclotella antiqua,Cyclotella chaetoceras,Cyclotella comta,Cyclotella striata,Cyclotella kutzingiana,Cyclotella styroleum,Cymatosira debyi,Cymatotheca weissflogii,Cymbella sinensis,Cymbella tumida,Delphineis angustata,Delphineis ischaboensis,Delphineis kippae,Delphineis margalitalimbata,Delphineis simonsenii,Delphineis surirella,Denticulopsis crassa,Denticulopsis dimorpha,Denticulopsis hustedtii,Denticulopsis hustedtii (elliptical),Denticulopsis hyalina,Denticulopsis katayamae,Denticulopsis lauta (miocenica type),Denticulopsis lauta,Denticulopsis praedimorpha,Denticulopsis praehyalina,Denticulopsis praekatayamae,Denticulopsis praelauta,Diploneis bombus,Diploneis coffeiformis,Diploneis constricta,Diploneis elliptica,Diploneis fusca,Diploneis interrupta,Diploneis nitescens,Diploneis oculata,Diploneis ovalis,Diploneis smithii,Diploneis suborbicularis,Diploneis weissflogi,Entopyla spp.,Epithemia argus,Epithemia turgida,Eunotia spp.,Fragilaria construens,Fragilariopsis doliolus,Fragilaria leptostauron,Gomphonema abbreviatum,Gomphonema angustatum,Gomphonema lanceolata,Gomphonema longiceps,Gomphonema olivacium,Gomphonema spp.,Gomphonema tergrstinum,Goniothecium tenue,Grammatophora spp.,Hemiaulus polymorphus,Hemiaulus sp.,Hemidiscus cuneiformis,Kisseleviella carina,Lithodesmium undulatum,Mastogloia capitata,Mediaria splendida,Melosira albicans,Melosira polaris,Melosira westii,Navicula directa,Navicula lyra,Navicula mutica,Navicula pygmaea,Navicula spp.,Neodenticula kamtschatica,Neodenticula koizumii,Neodenticula seminae,Nitzschia braarudii,Nitzschia cylindrica,Nitzschia extincta,Nitzschia fossilis,Nitzschia granulata,Nitzschia grunowii,Nitzschia marina,Nitzschia pliocena,Nitzschia punctata,Nitzschia reinholdii,Nitzschia reiholdii,Nitzschia sicula,Nitzschia sp. 1,Odontella aurita,Opephora martyi,Paralia clavigera,Paralia sulcata,Pinnularia alphina,Pinnularia appendiculata,Pinnularia borealis,Pinnularia molaris,Pinnularia spp.,Plagiogramma staurophorum,Porosira glaciais,Proboscia curvirostris,Proboscia spp.,Pseudopodosira elegans,Rhabdonema japonicum,Rhaphoneis amphiceros,Rhaphoneis elegans,Rhaphoneis miocenica,Rhizosolenia alata,Rhizosolenia barboi,Rhizosolenia bergonii,Rhizosolenia curvirostris,Rhizosolenia hebetata,Rhizosolenia hebetata f. hiemalis,Rhizosolenia hebetata f. semispina,Rhizosolenia imbricata,Rhizosolenia miocenica,Rhizosolenia  semispina,Rhizosolenia setigera,Rhizosolenia styliformis,Rhopalodia gibberula,"Roperia tesselata (Roper) Grunow in Van Heurck, 1883",Rossiella tatsunokuchiensis,Rouxia californica,Shionodiscus oestrupii,Shionodiscus tetraoestrupii,Stephanodiscus astraea,Stephanogonia hanzawae,Stephanopyxis palmeriana,Stephanopyxis turris,Stephanopyxis spp.,Synedra jouseana,Synedra jouseana var.,Synedra ulna,Tetracyclus lacustris,Thalassionema bacillaris,Thalassionema hirosakiensis,Thalassionema nitzschioides  var. parva,Thalassionema nitzschioides var. nitzschioides,Thalassionema nitzschioides,Thalassionema schraderi,Thalassiosira antiqua,Thalassiosira burckliana,Thalassiosira convexa,Thalassiosira convexa var. convexa,Thalassiosira decipiens,Thalassiosira eccentrica,Thalassiosira gravida,Thalassiosira gravida spore,Thalassiosira hyalina,Thalassiosira jacksonii,Thalassiosira jouseae,Thalassiosira lacustris,Thalassiosira leptopus s. ampl.,Thalassiosira leptopus,Thalassiosira lineata,Thalassiosira manifesta,Thalassiosira nidulus,Thalassiosira nordenskioeldii,Thalassiosira pacifica,Thalassiosira plicata,Thalassiosira praeoestrupii,Thalassiosira singularis,Thalassiosira temperei,Thalassiosira trifulta,Thalassiosira yabei,Thalassiosira zabellinae,Thalassiothrix frauenfeldii,Thalassiothrix longissima,Trachyneis aspera,Comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
346-U1430A-11H-CC-PAL,0,5,98.84,98.89,NPD 7A,NP Rouxia californica,LCO T. schraderi (GTS2012),G,A-D,,,,,A,C,,,,,,A,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,R,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,A,A,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,346,U1430,A,11,H,CC,PAL,cbef9bc95a14ed6d9d9d49fd06f292e8
346-U1430A-12H-CC-PAL,0,5,108.41,108.46,,,,M,A,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,A,A,,,,,,F,,,,,,,,,,,,,R,,,,,,,,,,,,,,,346,U1430,A,12,H,CC,PAL,34f0eb8b952b4c8b07742283c8e27396
346-U1430A-13H-CC-PAL,0,5,117.93,117.98,,,,G,A,,,,,C,,,,,,,A,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,A,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,,,,,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,346,U1430,A,13,H,CC,PAL,deda3ed9d9b62bbc3f83035e8bbf66ea
346-U1430A-14H-CC-PAL,0,5,127.42,127.47,,,,P,C,,,,,R,,,,,,,A,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,14,H,CC,PAL,cf3b3688c678c61d43855936a75de0bc
346-U1430A-15H-CC-PAL,0,5,136.91,136.96,NPD 6B,NP Thalassionema schraderi,"LO Denticulopsis katayamae (Koizumi, 1990)",G,A,,,,,R,A,,,,,,R,,,,,,,,,,,,R,,,,,,A,,,,,,,,,,,,,,C,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,A,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,15,H,CC,PAL,53727ec3c21b3d2ec6de1c04880f095e
346-U1430A-16H-CC-PAL,0,5,146.47,146.52,,,,G,A,,,,,,A,,,,,,A,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,A,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,16,H,CC,PAL,df7b504f7371271a0b7098a149793cb7
346-U1430A-17H-CC-PAL,0,5,155.96,156.01,NPD 5D,Denticulopsis dimorpha,LO D. dimorpha (GTS2012),G,C,,,,,,C,,,,,,R,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,A,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,17,H,CC,PAL,37946f727ddcc4e25f60af6afb866702
346-U1430A-18H-CC-PAL,0,5,165.1,165.15,,,,M,C,,,,,R,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,18,H,CC,PAL,4d5388a6948ac8237229e0e038e1b7dd
346-U1430A-19H-CC-PAL,0,5,174.96,175.01,,,,M,C,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,19,H,CC,PAL,a0618b3232267adefb4a45430ccd860e
346-U1430A-20H-CC-PAL,0,5,183.48,183.53,,,"LO Denticulopsis hustedtii (Barron and Gladenkov, 1995)",M,C,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,20,H,CC,PAL,3e5f351e6653ec86d6993ece0b9d862c
346-U1430A-21H-CC-PAL,0,5,192.9,192.95,,,,G,A,,,,,R,R,,,,,,F,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,F,A,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,21,H,CC,PAL,54fc238cf890e1ff1afc35393ce9d873
346-U1430A-22H-CC-PAL,0,5,202.2,202.25,,,,G,A,,,,,F,C,,,,,,C,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,R,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,22,H,CC,PAL,97743329d8215b4402c78d6fbeee6834
346-U1430A-23H-CC-PAL,0,5,211.81,211.86,,,,G,A-D,,,,,F,R,,,,,,A,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,A,,,,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,23,H,CC,PAL,f9f0d6c03e9d7f41e905cda31cb9ea6e
346-U1430A-24H-CC-PAL,0,5,221.43,221.48,,,,G,D,,,,,,A,,,,,,A,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,A,,,R,,,,,,,,,,,,,,,,,,,,,,A,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,24,H,CC,PAL,a1810c3f139780ba1702d771c284240b
346-U1430A-25H-CC-PAL,0,5,230.65,230.7,,,,G,D,,,,,A,,,,,,,,,,,,,,,,,,,R,,,,,,A,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,A,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,25,H,CC,PAL,64fa38fb9a60a638ad43b9a8b856d7f7
346-U1430A-26H-CC-PAL,0,5,235.64,235.69,,,,G,A,,,,,C,,,,,,,F,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,F,,,,F,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,26,H,CC,PAL,ba426c79e373a2d963fdfa43f4826f1f
346-U1430A-27H-CC-PAL,0,5,240.38,240.43,NPD 5B,NP Denticulopsis praedimorpha,"FAD Denticulopsis simonsenii (Cody et al., 2008)",G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,C,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,27,H,CC,PAL,36a79d44b82f5588c2e3d203e1af4cf5
346-U1430A-28H-CC-PAL,0,5,245.06,245.11,,,,G,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,28,H,CC,PAL,d0c0927ed3863901667f29d410c5ddaf
346-U1430A-29H-CC-PAL,0,5,249.5,249.55,,,,?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,29,H,CC,PAL,93849a4fe2ecc98ef752e4771552bb19
346-U1430A-30X-CC-PAL,0,5,249.68,249.73,,,,SAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,30,X,CC,PAL,3143a9fd4a38554b79bcd6196ddfcc98
346-U1430A-31X-CC-PAL,0,5,255.07,255.12,,,,SAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,31,X,CC,PAL,29cc23d811e78184302220b2468255b3
346-U1430A-32X-CC-PAL,0,5,265.2,265.25,,,,SAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,A,32,X,CC,PAL,3578322c774974bf812716cd7f083c71
