Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Preservation,Group abundance,Emiliania huxleyi,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (closed >4 microns),Gephyrocapsa sp. (4-5.5 microns),Gephyrocapsa sp. (>5.5 microns),Pseudoemiliania lacunosa,Pseudoemiliania ovata,Reticulofenestra sp. (>7 microns),Reticulofenestra sp. (5-7 microns),Reticulofenestra sp. (3-5 microns),Reticulofenestra sp. (<3 microns),Cyclicargolithus floridanus,Cyclicargolithus abisectus,Reticulofenestra bisecta,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calcidiscus tropicus,Calcidiscus tropicus +grill,Umbilicosphaera sp.,Umbilicosphaera rotula,Umbilicosphaera jafari,Coronocyclus nitescens,Hayaster perplexus,Oolithotus sp.,Tetralithoides quadrilaminata,Clausicoccus fenestratus,Hughesius tasmaniae,Hughesius gizoensis,Helicosphaera carteri,Helicosphaera sellii,Helicosphaera intermedia,Helicosphaera euphratis,Helicosphaera ampliaperta,Helicosphaera obliqua,Helicosphaera recta,Pontosphaera sp.,Scyphosphaera apsteinii,Scyphosphaera pulcherrima,Scyphosphaera globulata,Rhabdosphaera clavigera,Syracosphaera pulchra,Braarudosphaera bigelowii,Discosphaera tubifera,Umbellosphaera tenuis,Holodiscolithus macroporus,Calciosolenia sp.,Coronosphaera mediterranea,Ilselithina fusa,Discoaster brouweri,Discoaster asymmetricus,Discoaster tamalis,Discoaster triradiatus,Discoaster calcaris,Discoaster altus,Discoaster sp. cf. D. brouweri,Discoaster surculus,Discoaster variabilis,Discoaster exilis,Discoaster deflandrei,Discoaster bollii,Discoaster musicus,Discoaster petaliformis,Discoaster kugleri,Discoaster sp. cf. D. variabilis,Discoaster pentaradiatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster berggrenii ssp. extensus,Discoaster bergenii,Discoaster bellus,Discoaster hamatus,Catinaster coalitus,Catinaster calyculus,Sphenolithus abies,Sphenolithus heteromorphus,Sphenolithus pseudoheteromorphus,Sphenolithus belemnos,Sphenolithus conicus,Sphenolithus ciperoensis,Sphenolithus calyculus,Sphenolithus delphix,Sphenolithus capricornutus,Ceratolithus cristatus,Ceratolithus armatus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Nicklithus amplificus,Orthorhabdus rugosus,Orthorhabdus striatus,Orthorhabdus serratus,Orthorhabdus rioi,Triquetrorhabdulus carinatus,Triquetrorhabdulus milowii,Triquetrorhabdulus challengeri,Minylitha convallis,Florisphaera profunda,Thoracosphaera heimii,Scrippsiella sp.,Thoracosphaera sp.,Ascidian spicules,Reworked species,Nannofossil comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
359-U1468A-55X-CC-PAL,0,5,342.33,342.38,,,P,F,,,,,,,,R,F,F,F,,,,R,P,,,,,,,,F,P,,,,,,,P,,,,,,,P,,,,,,,,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,359,U1468,A,55,X,CC,PAL,46bbafad0bbbd240c7bda26a3cd89cb2
359-U1468A-57X-CC-PAL,0,5,346.1,346.15,,,M,F,,,,,,,,P,R,F,C,,,,P,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,359,U1468,A,57,X,CC,PAL,5339b5b3fcc893340c5be010d876c343
359-U1468A-58X-CC-PAL,0,5,352.75,352.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BARREN,,,,359,U1468,A,58,X,CC,PAL,8d3c20991961591a19533c225f46750e
359-U1468A-59X-CC-PAL,0,5,368.22,368.27,,,P,F,,,,,,,,R,R,F,F,,,,R,,,,,,,,,F,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,59,X,CC,PAL,25c3a60b5918eaab7b9c5506b1176ac3
359-U1468A-60X-CC-PAL,0,5,370.23,370.28,,,P,R,,,,,,,,R,R,F,C,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,60,X,CC,PAL,ff02cfba217b0c2ab53dc2440430acbe
359-U1468A-61X-CC-PAL,0,5,388.96,389.01,,,P,F,,,,,,,,F,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,61,X,CC,PAL,7347cd242c07ee0eaff1ad24bb73f9e7
359-U1468A-62X-CC-PAL,0,5,389.06,389.11,,,P,R,,,,,,,,R,R,R,R,,,,P,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,62,X,CC,PAL,fa2b945477d38ab0013a1d47c7275403
359-U1468A-63X-CC-PAL,0,5,403.2,403.25,,,P,F,,,,,,,,,R,F,F,,,,P,,C,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,63,X,CC,PAL,fcb5c260e18d9be0069f1cad7f0f3876
359-U1468A-64X-CC-PAL,0,5,411.99,412.04,,,M,F,,,,,,,,,F,C,C,,,,,,R,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,64,X,CC,PAL,56316261efa42efd7768ced54ccf90df
359-U1468A-65X-CC-PAL,0,5,419.14,419.19,,,M,F,,,,,,,,R,R,R,R,,,,,,,,,,,,,,,,,,,,,P,,,,,,,P,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,65,X,CC,PAL,1298e17ba2f0120c0dba93f192be92ba
359-U1468A-66X-CC-PAL,0,5,428.95,429,,,G,A,,,,,,,,R,R,R,R,,,,R,,,,,,,,,,,,,,,,,P,,,P,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,66,X,CC,PAL,428cbab7dcbcd405d4c1aba16057d7dd
359-U1468A-67X-CC-PAL,0,5,447.27,447.32,,,M,C,,,,,,,,A,C,C,R,,,,R,R,,,,,,,,P,,,,,,,P,R,,,,,,,P,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,67,X,CC,PAL,31da42b08dc83a0e942accc514487b92
359-U1468A-68X-3-W,78,78,450.88,450.88,,,G,A,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,68,X,3,W,ed506e21b8eb6a48cdaac79d3d371b3d
359-U1468A-68X-CC-PAL,0,5,451.62,451.67,,,M,C,,,,,,,,C,R,C,R,,,,R,R,R,P,,,,,,P,P,,,,,,P,R,,,P,,,,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,P,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,68,X,CC,PAL,d67490e3ea6b43658ac31ab309f4b9f0
359-U1468A-69X-3-W,59,59,460.46,460.46,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,69,X,3,W,8743ccca43546e0e8316b0c31afa87be
359-U1468A-69X-4-W,59,59,461.96,461.96,,,G,A,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,69,X,4,W,10e1a3172c33837ccf34b12680c3a0f7
359-U1468A-69X-CC-PAL,0,5,466.56,466.61,,,G,C,,,,,,,,,R,C,C,,,,R,,,P,,,,,P,C,P,,,,,,P,R,,,R,,,,R,,,,,,,,,,,,,R,,,,,,,,,,R,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,69,X,CC,PAL,f2272af25feab82fc4aad3e8640e09b1
359-U1468A-70X-1-W,130,130,467.9,467.9,,,G,C,,,,,,,,C,,,,,,,C,,F,,P,P,,,F,F,R,,,,,,R,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,F,R,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,359,U1468,A,70,X,1,W,ae123d69e03dd37e6fcdf16c6591bddc
359-U1468A-70X-3-W,53,53,470.13,470.13,,,M,A,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR S. heteromorphus and C. floridanus CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,70,X,3,W,f62f1ecc36734375d20f10e255553d7a
359-U1468A-70X-5,71,71,473.31,473.31,,,M,C,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR S. heteromorphus and C. floridanus CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,70,X,5,,63b277ba364664d01391c46df3752978
359-U1468A-70X-CC-PAL,0,5,474.79,474.84,,,G,C,,,,,,,,F,R,R,R,C,,,,,,,,,,,,,R,,,,,,,P,,,P,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,70,X,CC,PAL,c756ec8543bcbb62f010795e02b1a2ec
359-U1468A-71X-1-W,123,123,477.53,477.53,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR S. heteromorphus and C. floridanus CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,71,X,1,W,b1e09c82b6dcb89b8cef97adee018a16
359-U1468A-71X-2-W,3,3,477.75,477.75,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR S. heteromorphus and C. floridanus CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,71,X,2,W,11a18f4269f475704dd96a978725e4a4
359-U1468A-71X-CC-PAL,0,5,478.69,478.74,,,M,R,,,,,,,,,R,R,F,R,,,,,,,,,,P,,R,R,,,,,,,P,,,R,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,71,X,CC,PAL,6b0814e39994203daeafe2398a8f0121
359-U1468A-72X-CC-PAL,0,5,486.88,486.93,,,M,R,,,,,,,,,,R,R,P,,,P,,,,,,,,,R,,,,,,,,R,,,,,,,P,,,,,,,,,,,,,,,,,,,R,,,,P,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,72,X,CC,PAL,93f756c3386328276650097faa831a53
359-U1468A-72X-CC-W,7,7,486.78,486.78,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR S. heteromorphus and C. floridanus CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,72,X,CC,W,2865a3c52805cb650d0a4c45fdb8a945
359-U1468A-73X-2-W,75,75,497.93,497.93,,,G,A,,,,,,,,,,A,A,,,,C,,,,,,,,,C,R,,,,,,,F,,,,,,,R,R,,,,,,,,,,,,,,,,,,C,,,,,,,,,C,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,73,X,2,W,7e2839acf53a92bd033baa5a8b749a02
359-U1468A-73X-4-W,73,73,500.48,500.48,,,G,A,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR S. heteromorphus and C. floridanus CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,73,X,4,W,407e64aff6b5b3d20ba7ff787508f227
359-U1468A-73X-6-W,78,78,503.54,503.54,,,G,A,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR S. heteromorphus and C. floridanus CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,73,X,6,W,174992bc0a4224742dd0e6fd856b8f23
359-U1468A-73X-CC-PAL,0,5,505.72,505.77,,,G,A,,,,,,,,R,C,R,R,C,,,R,P,,,,,,,,R,R,,,,,,,R,P,,R,,,,P,R,,,R,,,,,,,,,,,,,,,R,,,R,P,,,,,R,,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,359,U1468,A,73,X,CC,PAL,eec09b434cee99f394f532fd950623db
359-U1468A-74X-CC-PAL,0,5,512.09,512.14,,,G,A,,,,,,,,C,A,C,R,A,,,R,R,,,,,,,,R,R,,,,,,,R,P,,,,,,P,,,,,,,,,,,,,,,,,,,R,,,R,R,,,,,R,,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,359,U1468,A,74,X,CC,PAL,a368176e5c0f05a8145b837c47d45540
359-U1468A-75X-2-W,71,71,517.41,517.41,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR H. ampliaperta species and preservation BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,75,X,2,W,6b27e875cab7f7dfb602b41050b13e45
359-U1468A-75X-5-W,74,74,521.94,521.94,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ADDITIONAL SAMPLE CHECKED FOR H. ampliaperta species and preservation BUT NOT LOGGED IN DETAIL, Discoaster is common",,,,359,U1468,A,75,X,5,W,418c3e219b9f7914cdb7f7253da19a0b
359-U1468A-75X-CC-PAL,0,5,525.07,525.12,,,G,A,,,,,,,,,,C,R,R,,,R,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,R,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,75,X,CC,PAL,0b1afe12b9ee921f54a0d14eb258ef91
359-U1468A-76X-1-W,66,66,525.56,525.56,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ADDITIONAL SAMPLE CHECKED FOR H. ampliaperta species and preservation BUT NOT LOGGED IN DETAIL, Discoaster is rare",,,,359,U1468,A,76,X,1,W,2cf527f09e7fd5b9c616d4c587670972
359-U1468A-76X-3-W,76,76,528.68,528.68,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR H. ampliaperta species and preservation BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,76,X,3,W,c7640c86178615ba9090108b00b924aa
359-U1468A-76X-5-W,75,75,531.67,531.67,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR H. ampliaperta species and preservation BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,76,X,5,W,171d2d353c8321622d0656925cc2a82c
359-U1468A-76X-CC-PAL,0,5,534.88,534.93,,,M,R,,,,,,,,,F,F,R,,,,P,,R,,,,,,,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,359,U1468,A,76,X,CC,PAL,8c9775bd14285b2e1ffd3b421b5c52ec
359-U1468A-77X-CC-PAL,0,5,535.18,535.23,,,P,R,,,,,,,,,R,R,R,P,,,,,R,,,,,,,R,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,R,,,,,R,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,77,X,CC,PAL,adf80e940cca352fb1f3309c929e2657
359-U1468A-78X-1-W,85,85,545.15,545.15,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR H. ampliaperta species and preservation BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,78,X,1,W,8cb93837b194d87148dab94616026ccc
359-U1468A-78X-CC-PAL,0,5,551.15,551.2,,,M,C,,,,,,,,,R,R,R,R,,,P,P,R,,,,,,,R,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,78,X,CC,PAL,6bc0e7f6ee24dcff76c8a32dadc5494a
359-U1468A-79X-CC-PAL,0,5,561.54,561.59,,,M,C,,,,,,,,,F,C,C,F,,,C,,F,,,,,,,F,P,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,A,,,,,,,,,C,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,79,X,CC,PAL,0182aed7566a897020c1ac3a1f4f60c7
359-U1468A-80X-CC-PAL,0,5,566.19,566.24,,,P,F,,,,,,,,,R,F,F,F,,,R,,R,,,,,,,R,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,80,X,CC,PAL,20c06419dbf7f81b3fb4dd6c892ca2c7
359-U1468A-81X-CC-PAL,0,5,579.95,580,,,M,A,,,,,,,,,,C,F,C,,,F,,R,,,,,,,C,R,P,,,,,,F,,,P,,P,,P,,,,,,,,,,,,,,,,,,,R,,,R,R,,,,,F,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,359,U1468,A,81,X,CC,PAL,b755499b34bf0a180b31b16e16b8f4c2
359-U1468A-82X-1-W,114,114,584.24,584.24,,,M,C,,,,,,,,,,R,C,C,,,R,,,,,,,,R,R,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,82,X,1,W,3f99ffbf7f1391d73967b21974c96752
359-U1468A-82X-3-W,60,60,586.71,586.71,,,M,A,,,,,,,,,,F,C,C,,,F,,F,R,,,,,R,C,R,R,,R,,R,R,C,,,R,F,R,,R,,,,,,,,,,,,,,,,,,,F,,,,C,,,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR H. ampliaperta species and preservation BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,82,X,3,W,cfd02bc2dbaea29641385bd7dfbf165c
359-U1468A-82X-4-W,77,77,588.38,588.38,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR H. ampliaperta species and preservation BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,82,X,4,W,ae45b388f7588e8ed2a8168e3b6a99f5
359-U1468A-82X-CC-PAL,0,5,590.05,590.1,,,M,C,,,,,,,,,,A,C,F,,,F,,F,,,,,,,C,P,,,P,,,R,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,C,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,P,R,,,,,,359,U1468,A,82,X,CC,PAL,c79789f7f605c7f49f8241194db0c336
359-U1468A-83X-CC-PAL,0,5,595.19,595.24,,,M,A,,,,,,,,,,A,C,A,,,C,,,,,,,,,F,,,,,,,,R,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,359,U1468,A,83,X,CC,PAL,9585ff93086a9f3975f409c95088cbf4
359-U1468A-84X-2-W,64,64,604.62,604.62,,,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR H. ampliaperta species and preservation BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,84,X,2,W,902985a9a2e456a29d6f4b81d0f574e5
359-U1468A-84X-4-W,76,76,607.75,607.75,,,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR H. ampliaperta species and preservation BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,84,X,4,W,7ec4e3b72a2876d8d34ae145723bb832
359-U1468A-84X-CC-PAL,0,5,608.73,608.78,,,P,F,,,,,,,,,R,R,C,F,,,R,,,,,,,,R,F,,R,,,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,84,X,CC,PAL,065dfd7a994b757af13edf55660616f0
359-U1468A-85X-1-W,76,76,612.96,612.96,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR S. heteromorphus and S. belemnos CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,85,X,1,W,feeef2d3d238b92d4992d5ccfd63f10b
359-U1468A-85X-2-W,15,15,613.45,613.45,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR S. heteromorphus and S. belemnos CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,85,X,2,W,2f61f01ea004e5be6cad81b68833e54e
359-U1468A-85X-2-W,48,48,613.78,613.78,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR S. heteromorphus and S. belemnos CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,85,X,2,W,3f8edb0565712e7847e121396db4d57c
359-U1468A-85X-CC-PAL,0,5,614.43,614.48,,,P,F,,,,,,,,,,F,F,C,,,,,,,,,,,,,,,,,,,,R,,,,,P,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,85,X,CC,PAL,5defa406358b9c3e8248f0975047256d
359-U1468A-86X-1-W,56,56,622.46,622.46,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR S. heteromorphus and S. belemnos CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,86,X,1,W,d5244d1c03efbcfc11dd1f95e35f4950
