Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name,Preservation,Foram abundance,Archaeoglobigerina australis,Archaeoglobigerina bosquensis,Archaeoglobigerina cretacea,Archaeoglobigerina mateola,Archaeoglobigerina sp.,Biticinella breggiensis,Clavihedbergella simplex,Contusotruncana fornicata,Contusotruncana plummerae,Costellagerina pilula,Dicarinella canaliculata,Dicarinella hagni,Dicarinella sp.,Falsotruncana maslakovae,Globigerinelloides alvarezi,Globigerinelloides asper,Globigerinelloides bentonensis,Globigerinelloides bollii,Globigerinelloides ehrenbergi,Globigerinelloides impensus,Globigerinelloides praevolutus,Globigerinelloides prairiehillensis,Globigerinelloides sp.,Globigerinelloides ultramicrus,Globotruncana arca,Globotruncana bulloides,Globotruncana linneiana,Globotruncana neotricarinata,Globotruncana ventricosa,Globotruncanella havanensis,Gublerina rajagopalani,Guembelitria cretacea,Hedbergella delrioensis,Hedbergella planispira,Hedbergella simplex,Hedbergella sliteri,Hedbergella sp.,Helvetoglobotruncana helvetica,Helvetoglobotruncana praehelvetica,Laeviheterohelix dentata,Laeviheterohelix pulchra,Marginotruncana angusticarenata,Marginotruncana coldreriensis,Marginotruncana coronata,Marginotruncana marginata,Marginotruncana pseudolinneiana,Marginotruncana spp.,Microhedbergella praeplanispira,Microhedbergella rischi,Microhedbergella sp.,Muricohedbergella crassa,Muricohedbergella delrioensis,Muricohedbergella flandrini,Muricohedbergella holmdelensis,Muricohedbergella planispira,Muricohedbergella praelibyca,Muricohedbergella sp.,Planoheterohelix globulosa,Planoheterohelix moremani,Planoheterohelix papula,Planoheterohelix planata,Planoheterohelix postmoremani,Planoheterohelix reussi,Planoheterohelix sp.,Praeglobotruncana delrioensis,Praeglobotruncana stephani,Pseudoguembelina hariaensis,Pseudotextularia elegans,Rugoglobigerina rugosa,Schackoina cenomana,Schackoina multispinata,Thalmanninella gandolfii,Ticinella madecassiana,Ticinella praeticinensis,Ticinella primula,Ticinella raynaudi,Ticinella sp.,Whiteinella aumalensis,Whiteinella baltica,Whiteinella brittonensis,Whiteinella paradubia,Whiteinella sp.,Acarinina alticonica,Acarinina angulosa,Acarinina coalingensis,Acarinina cuneicamerata,Acarinina esnaensis,Acarinina mckannai,Acarinina pentacamerata,Acarinina primitiva,Acarinina pseudotopilensis,Acarinina quetra,Acarinina soldadoensis,Acarinina subsphaerica,Acarinina wilcoxensis,Catapsydrax africanus,Catapsydrax dissimilis,Catapsydrax globiformis,Catapsydrax unicavus,Chiloguembelina crinita,Chiloguembelina cubensis,Chiloguembelina midwayensis,Chiloguembelina morsei,Chiloguembelina sp.,Chiloguembelina trinitatensis,Chiloguembelina wilcoxensis,Dentoglobigerina galavisi,Dentoglobigerina pseudovenezualana,Dentoglobigerina sellii,Dentoglobigerina tripartita,Dentoglobigerina venezuelana,Eoglobigerina eobulloides,Globanomalina australiformis,Globanomalina imitata,Globanomalina planocompressa,Globanomalina pseudomenardii,Globanomalina sp.,Globigerina angulisuturalis,Globigerina euapertura,Globigerina labiacrassata,Globigerinatheka barri,Globigerinatheka index,Globigerinatheka korotkovi,Globigerinatheka kugleri,Globigerinatheka semiinvoluta,Globigerinatheka sp.,Globigerinatheka tropicalis,Globoquadrina rohri,Globorotaloides quadrocameratus,Globorotaloides suteri,Guembelitrioides nuttali,Hantkenina dumblei,Igorina albeari,Igorina tadjikistanensis,Morozovella acuta,Morozovella aequa,Morozovella angulata,Morozovella aragonensis,Morozovella formosa,Morozovella quetra,Morozovella subbotinae,Morozovella velascoensis,Morozovelloides crassatus,Morozovelloides lehneri,Paragloborotalia griffinoides,Paragloborotalia nana,Paragloborotalia opima,Paragloborotalia semivera,Paragloborotalia siakensis,Pearsonites broedermanni,Planorotalites pseudoscitula,Praemurica nikolsae,Praemurica taurica,Praemurica uncinata,Pseudohastigerina micra,Rectoguembelina cretacea,Subbotina angiporoides,Subbotina cancellata,Subbotina corpulenta,Subbotina eocaena,Subbotina gortanii,Subbotina hornibrooki,Subbotina linaperta,Subbotina patagonica,Subbotina roesnaesensis,Subbotina senni,Subbotina triloculinoides,Subbotina trivialis,Subbotina utilisindex,Subbotina velascoensis,Tenuitella gemma,Turborotalia ampliapertura,Turborotalia cerroazulensis,Turborotalia frontosa,Turborotalia increbescens,Turborotalia pomeroli,Woodringina hornerstownensis,Zeauvigerina waiparaensis,Beella digitata,Dentoglobigerina altispira,Globigerina aequilateralis,Globigerina angustiumbilicata,Globigerina bulloides,Globigerina calida,Globigerina ciperoensis,Globigerina decoraperta,Globigerina druryi,Globigerina falconensis,Globigerina glutinata,Globigerina praebulloides,Globigerinella obesa,Globigerinoides bulloideus,Globigerinoides conglobatus,Globigerinoides extremus,Globigerinoides immaturus,Globigerinoides obliquus,Globigerinoides parawoodi,Globigerinoides primordius,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides seiglei,Globigerinoides subquadratus,Globoconella conoidea,Globoconella conomiozea,Globoconella miozea,Globoconella praescitula,Globoconella puncticulata,Globoconella sphericomiozea,Globoquadrina dehiscens dehiscens,Globorotalia cibaoensis,Globorotalia crassaformis,Globorotalia crassula,Globorotalia inflata,Globorotalia lenguaensis,Globorotalia margaritae,Globorotalia merotumida,Globorotalia plesiotumida,Globorotalia scitula,Globorotalia tumida,Globorotalia tumida flexuosa,Globoturborotalita apertura,Globoturborotalita brazieri,Globoturborotalita connecta,Globoturborotalita nepenthes,Globoturborotalita rubescens,Globoturborotalita woodi,Hastigerina pelagica,Menardella limbata,Menardella menardii,Menardella multicamerata,Menardella praemenardii,Neogloboquadrina acostaensis,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina pachyderma,Orbulina bilobata,Orbulina suturalis,Orbulina universa,Paragloborotalia continuosa,Paragloborotalia kugleri,Paragloborotalia mayeri,Paragloborotalia pseudocontinuosa,Pulleniatina finalis,Pulleniatina obliquiloculata,Pulleniatina praecursor,Pulleniatina primalis,Sphaeroidinella dehiscens,Sphaeroidinella disjuncta,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Tenuitella clemenciae,Tenuitella sp.,Trilobatus primordius,Trilobatus sacculifer,Trilobatus trilobus,Truncorotalia tosaensis,Truncorotalia truncatulinoides,General comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
369-U1513A-18X-CC-PAL,0,5,108.64,108.69,P. papula (D. asymetrica eq.),G,A,,,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,F,,R,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,18,X,CC,PAL
369-U1513A-19X-CC-PAL,0,5,122.17,122.22,D. concavata eq.,M,C,,,,,,,,,,F,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,,F,,,,,,,,,,,,,,,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,19,X,CC,PAL
369-U1513A-20X-CC-PAL,0,5,132.52,132.57,D. concavata eq.,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,R,,,,,,,,,,,,P,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,20,X,CC,PAL
369-U1513A-21X-CC-PAL,0,5,134.52,134.57,D. concavata eq.,G,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,F,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,21,X,CC,PAL
369-U1513A-22X-CC-PAL,0,5,138.94,138.99,D. concavata eq.,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,F,R,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,22,X,CC,PAL
369-U1513A-23X-CC-PAL,0,5,148.95,149,D. concavata eq.,M,C,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,23,X,CC,PAL
369-U1513A-24X-CC-PAL,0,5,150.37,150.42,D. concavata eq.,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,24,X,CC,PAL
369-U1513A-25X-CC-PAL,0,3,154.79,154.82,D. concavata eq.,P,R,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,F,F,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,25,X,CC,PAL
369-U1513A-26X-2-PAL,0,3,159.01,159.04,D. concavata eq.,M,A,,,,,,,,,,,,,,,,,,C,,,,F,,,,,,,,,,,,F,,,,,,,,,,A,R,R,,,,,,,,,,,,,F,,,,F,,,,,,,,,,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,26,X,2,PAL
369-U1513A-26X-CC-W 19/23-PAL,0,4,159.23,159.27,D. concavata eq.,M,A,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,R,,,,,,,,,,,,F,,,,F,,,,,,,,,,,,,,,,,F,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,26,X,CC,W
369-U1513A-27X-CC-PAL,0,5,164.23,164.28,D. concavata eq.,G,A,,F,,,,,,,,,,,,,,,,F,,,,F,,,,,,,,,,,,F,F,,,,,,R,,,A,R,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,27,X,CC,PAL
369-U1513A-28X-CC-PAL,0,5,169.68,169.73,F. maslakovae (lower D. concavata - M. schneegansi eq.),M,C,,,,,,,,,,,,,,R,,,,F,,,,R,,,,,,,,,,,,F,,,,,,,,,,A,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,28,X,CC,PAL
369-U1513A-29X-CC-PAL,0,5,174.06,174.11,F. maslakovae (lower D. concavata - M. schneegansi eq.),M,F,,,,,,,,,,,,,,R,,,,F,,,,,,,,,,,,,,,,F,R,,,,,,,,,F,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,29,X,CC,PAL
369-U1513A-30X-CC-PAL,0,5,177.49,177.54,F. maslakovae (lower D. concavata - M. schneegansi eq.),P,R,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,30,X,CC,PAL
369-U1513A-31X-CC-PAL,0,5,180.95,181,F. maslakovae (lower D. concavata - M. schneegansi eq.),P,F,,,R,,,,,,,,,,,R,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,R,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,31,X,CC,PAL
369-U1513A-32X-CC-PAL,0,7,186.78,186.85,F. maslakovae (lower D. concavata - M. schneegansi eq.),G,C,,,,,,,,,,,,,,R,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,32,X,CC,PAL
369-U1513A-33X-CC-PAL,0,5,192.14,192.19,not zoned,M,R,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,R,,,,,,,,,,,,,,,P,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,33,X,CC,PAL
369-U1513A-34X-CC-PAL,0,5,196.42,196.47,not zoned,M,P,,,,,,,,,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,F,R,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,34,X,CC,PAL
369-U1513A-35X-CC-PAL,0,5,201.66,201.71,not zoned,M,P,,,,,,,,,,,,,P,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,35,X,CC,PAL
369-U1513A-36X-CC-PAL,0,5,206.53,206.58,not zoned,G,R,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,F,,,,,,,,,,,,,,,F,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,36,X,CC,PAL
369-U1513A-37X-CC-PAL,0,5,211.92,211.97,not zoned,G,F,,,,,,,,,,,,F,,,,,,P,P,,,,F,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,37,X,CC,PAL
369-U1513A-38X-CC-PAL,0,5,216.43,216.48,not zoned,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,38,X,CC,PAL
369-U1513A-39X-CC-PAL,0,5,220.12,220.17,not zoned,P,R,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,39,X,CC,PAL
369-U1513A-40X-CC-PAL,0,5,226.72,226.77,not zoned,G,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,40,X,CC,PAL
369-U1513A-41X-CC-PAL,0,5,229.69,229.74,not zoned,G,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,41,X,CC,PAL
369-U1513A-42X-CC-PAL,0,5,236.39,236.44,not zoned,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,42,X,CC,PAL
369-U1513A-43X-CC-PAL,0,5,238,238.05,not zoned,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,43,X,CC,PAL
369-U1513A-44X-CC-PAL,0,5,240.78,240.83,not zoned,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,44,X,CC,PAL
369-U1513A-45X-CC-PAL,0,5,247.32,247.37,Barren,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,45,X,CC,PAL
369-U1513A-46X-CC-PAL,0,5,253.51,253.56,not zoned,G,R,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,46,X,CC,PAL
369-U1513A-47X-2-W 130/133-PAL,0,3,256.9,256.93,not zoned,G,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,47,X,2,W
369-U1513A-47X-3-W 15/17-PAL,0,2,257.26,257.28,not zoned,G,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,F,,,,,,,,,R,,,,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,47,X,3,W
369-U1513A-47X-3-W 78/80-PAL,0,2,257.89,257.91,not zoned,G,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,F,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,U1513,A,47,X,3,W
