Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Group abundance,Percentage of benthic forams in total foram assemblage [%],"Reworking comment (1= <1%, 2= light 1-10%, 3= >10%)","PALEO WATER DEPTH (IS=inner shelf, MS=middle shelf, OS=outer shelf)",Temperature Range,Aspect comment (etching),Comment (general),Large Benthic Forams [%],Acervulina mabahethi,Agglutinated spp. (indeterminate),Ammodiscus sp.,Ammonia spp.,Amphicoryna scalaris,Amphicoryna separans,Amphicoryna spp.,Amphistegina hauerina,Amphistegina lessonii,Amphistegina lobifera,Amphistegina papillosa,Amphistegina radiata,Amphistegina spp.,Anomalinella rostrata,Anomalinoides globulosus,Anomalinoides spp.,Articulina alticostata,Articulina pacifica,Assilina ammonoides,Astacolus spp.,Asterorotalia concinna,Astrononion spp.,Astrororalia milletti,Bolivina pusilla,Bolivina robusta,Bolivina sp.,Bolivina striatula,Bolivinella elegans,Bolivinita quadrilatera,Borelis spp.,Brizalina semilineata,Brizalina spp.,Bulimina aculeata,Bulimina barbata,Bulimina marginata,Bulimina sp.,Bulimina striata,Buliminella spp.,Buliminoides spp.,Cancris auriculus,Cancris spp.,Cassidulina carinata,Cassidulina sp.,Cassidulinoides spp.,Cerebrina lacunata,Challengeria spp.,Chilostomella oolina,Chilostomella sp.,Chrysalidinella dimorpha,Cibicides mediocris,Cibicides praecinctus,Cibicides spp.,Cibicides tenuimargo,Cibicides wuellerstorfi,Cibicidoides bradyi,Cibicidoides globulosus,Cibicidoides mundula,Cibicidoides renzi,Cibicidoides sp.,Cibicidoides subhaidingerii,Clavulina subangularis,Cornuspira spp.,Cristellaria bradyi,Cycloclypeus? sp.,Cymbaloporetta sp. 1,Cymbaloporetta spp.,Discorbia spp.,Discorbinella sp. 1,Discorbinella spp.,Discorbis spp.,Eggerella bradyi,Ehrenbergina pacifica,Ehrenbergina spp.,Elhpidium craticulatum,Elongobula crispum,Elongobula parallela,Elphidium advenum limbatum,Elphidium excavatum,Elphidium hispidulum,Elphidium macellum,Elphidium spp.,Epistominella exigua,Epistominella spp.,Euloxostomum pseudobeyrichi,Eusphaeroidina inflata,Favocassidulina favus,Fissurina formosa,Fissurina marginata,Fissurina sp.,Frondricularia spp.,Gaudryina convexa,Gavelinopsis praegeri,Glabratella spp.,Glandulina spp.,Globobulimina affinis,Globocassidulina spp.,Globocassidulina subglobosa,Globogyroidina boninensis,Guttulina communis,Guttulina spp.,Guttulina yabei,Gyroidina neosoldanii,Gyroidinoides spp.,Hauerina spp.,Heterolepa bradyi,Heterostegina depressa,Hoeglundina elegans,Homotrema rubra,Hyalinea spp.,Inaequilina spp.,Karreriella bradyi,Laevidentalina communis,Laevidentalina inflexa,Laevidentalina spp.,Lagena sp.,Laticarinina pauperata,Lenticulina rotulata,Lenticulina sp.,Lobatula Lobatula,Marginopora spp.,Marginulina obesa,Martinotiella spp.,Martinottiella communis,Martinottiella hosoyaensis,Melonis barleeanus,Melonis pompilioides,Melonis spp.,Migros flintii,Miliolina spp.,Miliolinella oceanica,Miliolinella sp. 1,Miliolinella subrotunda,Monalysidium spp.,Mucronina compressa,Neoeponides margaritifer,Neoeponides procerus,Neoeponides spp.,Neorotalia spp.,Nephrolepidina ferrori,Nephrolepidina Spp.,Neugeborina longiscata,Nodosaria spp.,Nonionella sp.,Nonionoides grateloupi,Nonionoides spp.,Numullites spp.,Nuttallides umbonifera,Obesopleurostomella brevis,Olgia spp.,Oolina globosa,Oolina spp.,Operculina ammonoides,Operculina complanata,Operculina spp.,Operculinella venosa,Ophthalmidium circularis,Oridorsalis spp.,Oridorsalis umbonatus,Osangulariella bradyi,Parafissurina sp.,Parasorites spp.,Patellina spp.,Patellinella spp.,Peneroplis spp.,Pileolina spp.,Planispirinella spp.,Planogypsina sp. 1,Planorbulina spp.,Planorbulinella larvata,Planospirina spp.,Planularia gemmata,Planularia spp.,Planulina spp.,Pleurostomella acuminata,Pleurostomella acuta,Pleurostomella sp. A,Pleurostomella spp.,Procerolagena spp.,Pseudoclavulina juncea,Pseudonodosaria sp.,Pseudonodosaria spp.,Pseudorotalia angusta,Pseudorotalia annectens,Pseudorotalia globosa,Pseudorotalia indopacifica,Pseudorotalia inermis,Pseudorotalia schroetiana,Pseudorotalia spp.,Pullenia bulloides,Pullenia quinqueloba,Pullenia simplex,Pullenia sp.,Pyramidulina glanduliniformis,Pyrgo denticulata,Pyrgo lucernula,Pyrgo murrhina,Pyrgo spp.,Quinqueloculina exmouthensis,Quinqueloculina lamarckiana,Quinqueloculina neocostata,Quinqueloculina patagonica,Quinqueloculina philippinensis,Quinqueloculina spp.,Quinqueloculina subpolygona,Rectobolivina bifrons,Recurvoides sp.,Reophax spp.,Reusella spp.,Rhabdammina? sp.,Rhizammina sp.,"Rhizammina sp. (Kaiho, 1992)",Rosalina spp.,Rotalinoides gaimardii,Rotalinoides spp.,Rotliammina sp.,Rudigaudryina minor,Sagrinella jugosa,Sagrinella spp.,Sahulia barkeri,Saraceneria spp.,Semicassis craticulata,Septotextularia rugosa,Sigmoidella elegantissima,Sigmoidella spp.,Sigmoilopsis schlumbergeri,Siphogeneria raphana,Siphogenerina dimorpha,Siphogenerina indica,Siphonaperta spp.,Siphoniferoides siphonifera,Siphonina tubulosa,Siphouvigerina hispida,Siphouvigerina interrupta,Siphouvigerina porrecta,Siphouvigerina proboscidae,Sorites spp.,Sphaerogypsina globulus,Sphaeroidina bulloides,Spiroloculina sp. N/A,Spiroloculina spp.,Spirotextularia fistulosa,Spirotextularia spp.,Spirotextularia tubulosa,Sprioloculina corrugata,Stilostomella abyssorum,Stilostomella gracillima,Stilostomella lepidula,Stilostomella sp.,Textularia agglutinans,Textularia catenata,Textularia lateralis,Textularia spp.,Textularia sp. 1,Textulariella barrettii,Tosaia hanzawai,Tretomphaloides spp.,Tribliolepidina spp.,Trifarina spp.,Triloculina spp.,Tritaxis fusca,Unidentified benthic forams,Uvigerina graciliformis,Uvigerina hispidocostata,Uvigerina peregrina,Uvigerina senticosa,Uvigerina spp.,Vaginulinopsis bradyi,Vertebralina spp.,Wiesnerella spp.,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
356-U1462C-89R-CC-PAL-FORAM-150-2000,0,10,467.41,467.51,P [P39],,31,,,,,"Heavy encrustation and fragmentation. Glauconite present, ostracods present.",,,,,,P,,,,,,,,,,,,,,,,,,,,P,A,,P,,,,,,,,,,,,,P,,,,,,,,,,,A,,,,,,,D,,,,,,,,,,P,,,,,,,,P,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,P,,,R,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,P,,,,,,,,,,,,,,P,,,,,,,,,R,,,P,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30850911,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30850911,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30850911,",356,U1462,C,89,R,CC,PAL,38aafb0d191add3ad51ed51266ca5bce
356-U1462C-93R-CC-PAL-FORAM-150-2000,0,5,487.46,487.51,P [P39],,25,,,,,Heavy encrustation and fragmentation.,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,R,,,,,,,,,,P,,,,,,,,,,,F,,,,,,,D,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,P,,,,,,,,,,,,,,,R,,,P,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,,,R,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30853491,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30853491,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30853491,",356,U1462,C,93,R,CC,PAL,8455e25613985ce4a6fd15b2efcf3ebf
356-U1462C-97R-CC-PAL-FORAM-150-2000,0,5,506.82,506.87,M [P39],,37,,,,,"One single LBF, increased diversity.",,,,,,,P,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,P,P,,,,,,,,,,,A,,,,,R,,A,,,,P,,,,,,,,,,,,,,P,,,,P,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,,,,,,R,,,R,,,,,,,,,R,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,R,,,,,,,,,,,,,,,R,,,A,,,,,,,,,,,,R,,,,,,,,,,,,,,P,,,,,,P,,,R,,,R,,R,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30858491,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30858491,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30858491,",356,U1462,C,97,R,CC,PAL,e9ddf425ec47a40c6ec188c7d82f393c
356-U1462C-101R-CC-PAL-FORAM-150-2000,0,5,527.45,527.5,M [P39],,28,,,,,Low abundance of Rotalinoides and Meoeponides.,,,,,,,,,,,,,,,,,,,,,,,,,,R,P,,,,,A,,,,,,,,,,,,,,,,,,,,,F,,,,,P,,A,,,,P,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,P,,,,,,R,,,,,,,,,,R,,,R,,,,,,,,,P,P,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,F,,,R,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30866631,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30866631,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30866631,",356,U1462,C,101,R,CC,PAL,39c5471bcc8a92fa05e959c68bb859b2
356-U1462C-105R-CC-PAL-FORAM-150-2000,0,5,546.56,546.61,P [P39],F,25,,OS/UB,,,High fragmentation.,0,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,R,P,,,,,,,,,,,,,,,,,,,,F,,,,,,,D,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,R,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,P,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30878641,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30878641,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30878641,",356,U1462,C,105,R,CC,PAL,204085cfdaa9ff7a2fcbd950bb7f1536
356-U1462C-109R-CC-PAL-FORAM-150-2000,0,5,565.6,565.65,M [P39],C,34,,OS/UB,,,Shallow water/sandy ostracods present. Influx of more shallower water foraminiferal species but in low abundance.,10,F,,,,,,,,,,,,,,,,,,,,,,,,F,A,,,,,P,,,,,,,,,,,,,,,,,,,,,R,,,,,,,A,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,P,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,,,,,A,P,,,,,R,,,,,,R,,P,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30883321,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30883321,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30883321,",356,U1462,C,109,R,CC,PAL,a0d0780f3207371fde6c14f66fa8b0f1
356-U1462C-113R-CC-PAL-FORAM-150-2000,0,5,584.7,584.75,M [P39],C,34,,OS/UB,,,Shallow water/sandy ostracods present. Influx of more shallower water foraminiferal species but in low abundance.,0,,,,,,,,,,,,,,,,,,,,,,,,,A,D,,,,,P,,,,,,,,,,,,,,,,,,,,,F,,,,,,,A,,,,,,,,P,,R,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,R,,,,,,,,,,P,,,,,,P,,,A,,,,,,,,,F,,,,,,,,,,,,,,,R,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,A,,,,,,,,,F,,,,,,,,,,P,P,,,,,R,,,,,,P,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30886861,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30886861,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30886861,",356,U1462,C,113,R,CC,PAL,b87f6116970ebf8a0b37056d440f0b19
356-U1462C-117R-CC-PAL-FORAM-150-2000,0,6,605.66,605.72,P [P39],F,24,,OS/UB,,,High fragmentation. Shallow water taxa gone. Ostracods present.,0,,,,,,,,,,,,,,,,,,,,,,,,,A,D,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,A,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,P,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30890161,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30890161,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30890161,",356,U1462,C,117,R,CC,PAL,ad2ca16c5c900a1bf652633eddb25a77
356-U1462C-121R-CC-PAL-FORAM-150-2000,0,5,625.02,625.07,P [P39],,43,,,,,Heavy abrasion and fragmentation. Very poor preservation. Ostracods present.,,,,,,,,,,P,,,,,,,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,P,,D,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,R,P,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,P,,,,,,R,,,P,,,R,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30896141,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30896141,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30896141,",356,U1462,C,121,R,CC,PAL,82a841841f8436d099c35af4db2983b5
356-U1462C-125R-CC-PAL-FORAM-150-2000,0,5,641.78,641.83,P [P39],,39,,,,,Heavy abrasion and fragmentation. Pyrite present.,,,,,,,,,,,,,,,,,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,F,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,,,,,,,,,P,,,A,,,,,,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,P,,,,,,R,,,,,,A,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30901881,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30901881,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30901881,",356,U1462,C,125,R,CC,PAL,41b47969466398731fef9caf6d619ed1
356-U1462C-128R-5-W 68/69-FORAM,0,1,659.75,659.76,P [P39],,,,,,,Tests abraded through scrach sampling technique.,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,P,,A,P,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,P,,,,P,,,F,,,,,,,,,,,,,,P,,,,A,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,356,U1462,C,128,R,5,W,a0004ab66848fec3b2aeaa79b290d83c
356-U1462C-129R-CC-PAL-FORAM-150-2000,0,5,664.41,664.46,P [P39],,28,,,,,Heavy abrasion and fragmentation.,,,,,,,,,,,,,,,,,,,,,,,,,,A,P,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,A,,,,,,,,,,P,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,,,,,P,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,A,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,P,,,,,,,,,,,,A,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30906861,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30906861,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30906861,",356,U1462,C,129,R,CC,PAL,f8cfa0d51df6308a603083e39be9ff49
356-U1462C-133R-CC-PAL-FORAM-150-2000,0,5,684.24,684.29,M [P39],A,25,,,,,Ostracods present.,0,,,,,,,P,,,,,,,,,,,,,,,,,,A,D,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,D,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,P,F,,,,,,,,,,,,,,,,,P,R,,,A,,,,,,,,,F,,,,,,,P,R,,,,,,,R,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,F,,,,F,,,,,,,,,,A,,,,,,F,,,,,,A,,P,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30926101,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30926101,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30926101,",356,U1462,C,133,R,CC,PAL,ba2cc35cc96dc49b3d2efc244e29d09b
356-U1462C-135R-CC-PAL-FORAM-150-2000,0,7,703.74,703.81,P [P39],C,26,,,,,Ostracods present.,0,,,,,,,,,,,,,,,,,,,,,,,,,A,D,,,,,F,,,,,,,,,,,,,,,,,,,,,R,,,,,,,D,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,F,P,,,,,,,,,,,,,,,,,,P,,,F,,,,,,,,,A,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,,,,,,,,P,,,,F,,,,,,,,,P,,,,,,,,,,P,,,,,,R,,,R,,,A,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30927941,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30927941,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30927941,",356,U1462,C,135,R,CC,PAL,b5823ad25db8f3a47a6ace3fb4a2fd9e
356-U1462C-137R-CC-PAL-FORAM-150-2000,0,5,723.74,723.79,P [P39],F,35,,,,,Ostracods present. Highly fragmented with abundant quartz.,0,,,,,,,,,,,,,,,,,,,,,,,,,P,A,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,A,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,P,,,R,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30930681,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30930681,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30930681,",356,U1462,C,137,R,CC,PAL,4fd68e9ec4745f4b7a52770d8cfd1285
356-U1462C-139R-CC-PAL-FORAM-150-2000,0,10,742.66,742.76,M [P39],C,25,,,,,Ostracods are mixed shallow and lower neritic,0,,,,,,,,,,,,,,,,,,,,,,,,,F,A,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,P,,,,F,,,,,,,,,F,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,P,,,,,,,P,,,,,,,,,,,,,,,,,,,,,R,,,,,P,,,,P,,,,,,,,,,F,,,,,,,,,,,,D,,R,,,,,,,356,U1462,C,139,R,CC,PAL,3753ce892baca37a77306f8db4dfb578
356-U1462C-141R-CC-PAL-FORAM-150-2000,0,5,759.59,759.64,P [P39],F,12,,,,,Ostracods present. Highly dolomitized.,0,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,A,,,,,,,,,,,,,,,,,,,,,R,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30936321,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30936321,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30936321,",356,U1462,C,141,R,CC,PAL,f5d998e8d965309522095eea20d15f89
356-U1462C-143R-CC-PAL-FORAM-150-2000,0,5,778.07,778.12,P [P39],F,25,,,,,Dolomitized and very fragmented,10,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,F,,,,,,,,,,,,,,,,,,,,,P,,,,,,,D,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,P,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30936751,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30936751,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30936751,",356,U1462,C,143,R,CC,PAL,a2a6033ec69f7339ae5f56d039107339
356-U1462C-145R-CC-PAL-FORAM-150 2000,0,5,786.62,786.67,P [P39],R,20,,,,,Heavily dolomitized.,1,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,P,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30937931,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30937931,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30937931,",356,U1462,C,145,R,CC,PAL,38faf63fe32f80cdc07a80734ed98480
356-U1462C-149R-CC-PAL-FORAM-150-2000,0,5,809.1,809.15,P [P39],,46,,,,,"Highly fragmented and abraded, increasing quartz grains.",,P,,,,,,,,P,,,,,,,,,,,,,,,,R,R,,,,,R,,,,,,,,,,,,,,,,,,,,,P,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,P,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,A,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,R,,,,,,,,,356,U1462,C,149,R,CC,PAL,65ffd658b482d11345ace27d2564bd4b
356-U1462C-149R-CC-PAL-FORAM-150-2000,0,5,809.1,809.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30943731,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30943731,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30943731,",356,U1462,C,149,R,CC,PAL,81a49837535f26f06ac17dc49fe6a8ac
