Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Group abundance,Preservation,Beella digitata,Dentoglobigerina altispira,Globigerina bulloides,Globigerina falconensis,Globigerina glutinata,Globigerinella calida,Globigerinella obesa,Globigerinella siphonifera,Globigerinoides conglobatus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides obliquus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides sacculifer,Globoquadrina venezuelana,Globorotalia conoidea,Globorotalia conomiozea,Globorotalia crassaformis,Globorotalia crassula,Globorotalia flexuosa,Globorotalia hirsuta (dex),Globorotalia inflata,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia merotumida,Globorotalia multicamerata,Globorotalia plesiotumida,Globorotalia pliozea,Globorotalia pseudomiocenica,Globorotalia puncticulata,Globorotalia scitula,Globorotalia sphericomiozea,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globorotaloides hexagona,"Globoturborotalita apertura (Cushman, 1918)",Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globoturborotalita rubescens,"Globoturborotalita woodi (Jenkins, 1960)",Neogloboquadrina acostaensis,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina pachyderma (dextral),Neogloboquadrina pachyderma (sinistral),Orbulina universa,Pulleniatina obliquiloculata,Pulleniatina primalis,Sphaeroidinella dehiscens,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Tenuitella anfracta,preservation,File Data,Ship File Links,Shore File Links,Sample,eodp_id
361,U1479,B,18,18-CC,H,CC,PAL,FORAM,0,5,168.18,168.23,,C,M,,,A,,,,,P,,F,,P,,P,R,,,,P,R,,,F,,,,,,,,P,,,R,,,,,P,,,,,,P,,,,,,,,,P,,,,,,361-U1479B-18H-CC-PAL-FORAM,d592b239f80ad8b1bcda9c6deb273fbf
361,U1479,B,19,19-1,H,1,W,70/72-FORAM,0,2,168.4,168.42,,C,M,,P,A,,R,,,R,,P,,,,,R,,,,R,,,,A,,,,,,,,F,,P,,,,,,R,,,,,,,,,,,,P,,,P,,,,,,361-U1479B-19H-1-W 70/72-FORAM,7537f3c010b0c4e1667e108b20332d73
361,U1479,B,19,19-3,H,3,W,70/72-FORAM,0,2,171.4,171.42,,C,M,,,A,A,R,,P,P,P,R,,R,,,R,,,,R,,,,A,,,,,,,,P,,,,,,P,,R,,,,,P,R,,,,R,,,,,P,,,,,,361-U1479B-19H-3-W 70/72-FORAM,89ad4079bc8570026cad46026dcf9674
361,U1479,B,19,19-5,H,5,W,70/72-FORAM,0,2,174.4,174.42,,C,M,,,A,A,R,,P,P,P,F,,R,,P,R,,,,R,,,,A,,P,,,,,,P,,,,,,,,R,,,,,P,R,,,,R,,,,,P,,,,,,361-U1479B-19H-5-W 70/72-FORAM,dc577b5a4ab27796d13a2611c7876d89
361,U1479,B,19,19-CC,H,CC,PAL,FORAM,0,5,176.92,176.97,"T Globorotalia margaritae (Gradstein et al., 2012)",C,M,,,A,,,,,P,,P,,,,R,R,,,,F,P,,,A,,P,,,,P,,R,,P,P,,,P,,R,,,,,P,,,,,R,,P,,,,,,,,,361-U1479B-19H-CC-PAL-FORAM,4c45a9ce1b44d5027bad0d5ba04a59fe
361,U1479,B,20,20-1,H,1,W,70/72-FORAM,0,2,177.9,177.92,,C,G,,P,A,A,R,,P,P,P,P,,P,,,P,,,,P,P,,,D,,R,,,,P,,R,R,R,R,,,P,,R,,,,P,P,,,,,R,,,,,,,,,,,361-U1479B-20H-1-W 70/72-FORAM,6c4df3e8d0ff4d72b9ad507e9195618a
361,U1479,B,20,20-3,H,3,W,70/72-FORAM,0,2,180.9,180.92,,C,G,,P,P,A,R,,P,P,P,P,,P,,,P,,,P,P,P,,,A,,R,,,,,,R,P,P,,,,P,,R,P,,,R,P,,,P,,R,,,,,,,,,,,361-U1479B-20H-3-W 70/72-FORAM,30efb052eb9d17f0614b1c600c124023
361,U1479,B,20,20-5,H,5,W,70/72-FORAM,0,2,183.9,183.92,,C,M,,P,A,A,R,,R,P,,R,,,,,R,,,P,R,,,,A,,P,,,,P,,R,R,P,P,,,P,,R,,,,P,,P,,F,,R,,P,,P,P,,,,,,361-U1479B-20H-5-W 70/72-FORAM,443c56c90e19d29848f057b99a5b5206
361,U1479,B,20,20-CC,H,CC,PAL,FORAM,0,5,187.1,187.15,,C,M,,,A,,,,P,,,P,,,,R,F,,,,,,R,,A,,R,,,,P,,R,F,P,,,,R,,P,,,,,,,,P,,,,,,,P,,,,,,361-U1479B-20H-CC-PAL-FORAM,9fa6ff2e538300a50fce49f547340eaf
361,U1479,B,21,21-1,H,1,W,70/72-FORAM,0,2,187.4,187.42,,C,M,,R,A,,R,,,P,,P,,,,R,R,,,,R,,P,,A,,R,,,,P,F,P,,,,,,P,,P,,,,,P,,,P,,R,,,,,,,,,,,361-U1479B-21H-1-W 70/72-FORAM,10c7057b6c2ab3245d09d6c40d49eef3
361,U1479,B,21,21-3,H,3,W,70/72-FORAM,0,2,190.4,190.42,,C,M,,R,A,,R,,,P,,P,,,,R,R,,,,R,,P,,A,,R,,,,,F,P,,,,,,,,P,,,,,P,,,P,,R,,,,,,,,,,,361-U1479B-21H-3-W 70/72-FORAM,45b043de4b50d98c91456269434db0ed
361,U1479,B,21,21-5,H,5,W,70/72-FORAM,0,2,193.4,193.42,,C,M,,R,A,,R,,,P,,,,,,R,R,,,,R,,P,,,,R,,,,,,P,,,,,,P,,P,,,,,P,,,P,,R,R,,,,,,,,,,361-U1479B-21H-5-W 70/72-FORAM,022f5e50a1b8445d2c6aa82a59f11b84
361,U1479,B,21,21-CC,H,CC,PAL,FORAM,0,5,196.68,196.73,,C,M,,,A,,,,,P,,P,,,,,R,,,,F,,,,A,,R,,,,P,F,R,A,P,,,,R,,R,,,,,,,,,,,,,,,,,,,,,361-U1479B-21H-CC-PAL-FORAM,b8c48ddf86a0f956d7fa67711569b897
361,U1479,B,22,22-1,H,1,W,70/72-FORAM,0,2,196.9,196.92,,C,G,,P,F,F,P,,P,P,,P,,,,,F,,,F,F,P,,,A,R,R,,,,,,R,A,,P,,,P,,R,,,,R,P,,,R,R,R,,,,,,,,,,,361-U1479B-22H-1-W 70/72-FORAM,199133505040f4503dc44e7f465cbcee
361,U1479,B,22,22-3,H,3,W,70/72-FORAM,0,2,199.9,199.92,,C,G,,R,A,R,P,,R,P,,R,,F,,,R,,,R,F,,,,A,P,R,R,,,,,R,A,P,R,,,P,P,R,R,,,R,R,,,,,R,,,,,,,,,,,361-U1479B-22H-3-W 70/72-FORAM,73d34f39159e364e9e5d6e78da09c1e4
361,U1479,B,22,22-5,H,5,W,70/72-FORAM,0,2,202.9,202.92,,C,G,,R,F,F,R,,R,P,R,R,,R,,R,R,,,R,F,,,,F,,R,,,,,R,,A,P,R,,,P,,F,,,,R,,F,,,F,R,,P,,,,,,,,,361-U1479B-22H-5-W 70/72-FORAM,11bba45ff59c7e41577bf3fff25946e2
361,U1479,B,22,22-CC,H,CC,PAL,FORAM,0,5,206.11,206.16,,C,M,,R,A,,P,,,,,P,,,,,,,,,R,,P,,F,,P,,,,,F,R,R,,P,,,R,,R,,,,,P,P,,,,R,,P,,,P,,,,,,361-U1479B-22H-CC-PAL-FORAM,f22185a319a71da0b9b7a111dcb9fb67
361,U1479,B,23,23-1,H,1,W,70/72-FORAM,0,2,206.4,206.42,,C,G,,,R,F,P,,R,,,R,,,,R,R,,,R,F,,,,R,R,,,,,,F,,A,R,R,,,,P,R,P,,,P,,R,,,F,R,,,,,,,,,,,361-U1479B-23H-1-W 70/72-FORAM,f063aaf0ab1619dff7bcd955fb33178d
361,U1479,B,23,23-3,H,3,W,70/72-FORAM,0,2,209.4,209.42,,C,G,,R,F,F,R,,R,R,,F,,R,,R,R,,,R,F,,,,R,,P,R,,P,,R,R,A,R,R,,,R,P,R,P,,,P,,R,,,F,R,,R,,,R,,,,,,361-U1479B-23H-3-W 70/72-FORAM,4df6f922d2b80cb7be92abba7ccf20cd
361,U1479,B,23,23-5,H,5,W,70/72-FORAM,0,2,212.4,212.42,,C,G,,R,F,F,R,,R,,,F,,R,,R,R,,,R,F,,,,R,R,,R,,,,R,P,A,R,R,,,R,P,R,P,,,P,,A,,,A,R,,R,R,,R,,,,,,361-U1479B-23H-5-W 70/72-FORAM,541303bdbdfcff22b67efc436a26c727
361,U1479,B,23,23-CC,H,CC,PAL,FORAM,0,5,215.6,215.65,"B Globorotalia inflata (modern form) (Miwa, 2013)",C,M,,,A,,,,,P,,,,,,R,P,,,,R,,,,R,,,,,,P,P,,F,,,,,P,,,,,,,P,F,,P,,,,,,,,,,,,,361-U1479B-23H-CC-PAL-FORAM,5c9cc2042a55269d9797c629e2a67fd7
361,U1479,B,24,24-1,H,1,W,70/72-FORAM,0,2,215.9,215.92,,C,G,,R,F,F,R,,R,,,F,,R,,,P,,,,A,,,,,P,P,R,,,P,P,P,,P,,,,P,,R,R,,,R,,F,,R,A,P,,,,,P,,,,,,361-U1479B-24H-1-W 70/72-FORAM,3bdfb68d427b28c231f0b546a14e92b0
361,U1479,B,24,24-3,H,3,W,70/72-FORAM,0,2,218.9,218.92,,C,M,,,F,F,R,,F,,,R,,,,,R,,,,F,,,,,R,P,R,,,,,P,,,,,,P,,R,,,,P,P,F,,,,P,,,,,P,,,,,,361-U1479B-24H-3-W 70/72-FORAM,001e9d16778ab868407250fb029040b7
361,U1479,B,24,24-5,H,5,W,70/72-FORAM,0,2,221.9,221.92,,C,G,,R,F,F,R,,R,,,R,,R,,,R,,,R,F,,,,,R,P,P,,,P,P,P,,,P,,,,,P,,P,,R,P,F,,R,A,R,,R,,,,,,,,,361-U1479B-24H-5-W 70/72-FORAM,c337a987f33e3a0e15b35131d15d7604
361,U1479,B,24,24-CC,H,CC,PAL,FORAM,0,5,225.0,225.05,,C,G,,,A,A,R,,P,P,,R,,,,,P,,,,A,P,,,,P,R,P,,,R,R,P,F,R,,,,P,,R,,,,R,,A,,F,F,R,,,,,R,,,,,,361-U1479B-24H-CC-PAL-FORAM,d089f0f213f39a7735cbadc2f34f3761
361,U1479,B,25,25-1,H,1,W,70/72-FORAM,0,2,225.4,225.42,,C,G,,R,A,A,R,,F,,,R,,P,,,R,,,,F,,,,,R,R,R,,,R,R,R,,R,,,,P,,R,,,,R,P,A,,P,P,R,,R,,,,,,,,,361-U1479B-25H-1-W 70/72-FORAM,3b996015cc0031dea626551671c594f5
361,U1479,B,25,25-3,H,3,W,70/72-FORAM,0,2,228.4,228.42,,C,G,,R,A,A,R,,R,P,,F,,R,,,R,,,,F,,,,,R,F,R,,,,F,R,R,R,,,,P,,,,,,,P,F,,,,,,,,,P,,,,,,361-U1479B-25H-3-W 70/72-FORAM,407d836494555e1106a2995dde61b35d
361,U1479,B,25,25-5,H,5,W,70/72-FORAM,0,2,231.4,231.42,,C,G,,R,A,A,R,,R,P,,R,,,,,R,,,,F,,,,,R,R,R,,R,,F,R,,P,,,,P,,,,,,,P,A,,,F,R,,R,,,R,,,,,,361-U1479B-25H-5-W 70/72-FORAM,ef97e5f2adda3ba593114574c74c67c0
361,U1479,B,25,25-CC,H,CC,PAL,FORAM,0,5,234.54,234.59,,C,G,,P,A,A,R,,P,P,,F,,R,,,R,,,,R,P,,,,P,R,P,,,P,F,P,R,P,,,,P,,P,,,,R,P,A,,A,F,P,,R,,,R,,,,,,361-U1479B-25H-CC-PAL-FORAM,e71ed84a15983e152f4f2a4ab843617f
361,U1479,B,26,26-1,H,1,W,70/72-FORAM,0,2,234.9,234.92,,C,G,,P,A,A,P,,P,P,,F,,P,,,R,,,,R,,,,,P,,P,,,P,F,P,P,P,,,,,,R,,,,P,P,P,,R,F,P,,,,,,,,,,,361-U1479B-26H-1-W 70/72-FORAM,35206fffb8385feeccf46530df200d72
361,U1479,B,26,26-3,H,3,W,70/72-FORAM,0,2,237.9,237.92,"B Globorotalia tumida(Gradstein et al., 2012)",C,G,,P,A,A,P,,P,P,,R,,P,,,R,,,,P,,,,,P,P,P,,,,P,P,P,P,,,,P,,P,P,,,P,P,P,,P,,P,,,,P,,,,,,,361-U1479B-26H-3-W 70/72-FORAM,9f10ebb3e74e4e71d1e2ee30ddfe8da8
361,U1479,B,26,26-5,H,5,W,70/72-FORAM,0,2,240.9,240.92,,C,G,,R,A,P,P,,P,P,,R,,R,,,R,,,R,R,,,,,R,,R,,,P,F,P,P,P,,,,,P,P,,,,P,P,P,,P,P,R,,P,,,,,,,,,361-U1479B-26H-5-W 70/72-FORAM,f9cf1ce12c4529d467e0b2985e9d3744
361,U1479,B,26,26-CC,H,CC,PAL,FORAM,0,5,244.14,244.19,,C,G,,P,A,A,P,,P,P,P,F,,R,,,P,P,,R,P,,,,,P,F,P,,,P,A,,,R,,,,,,F,,,,F,R,P,,A,F,P,,P,,,R,,,,,,361-U1479B-26H-CC-PAL-FORAM,6db58cbed391a1907d2cff65b46f34df
361,U1479,B,27,27-1,H,1,W,70/72-FORAM,0,2,244.4,244.42,,C,G,,R,A,A,R,,R,,,R,,R,,,R,,,R,F,,,,,R,R,R,,,R,F,R,R,R,,,,,,,,,,,R,R,,,,,,,,,R,,,,,,361-U1479B-27H-1-W 70/72-FORAM,8fe5d7ec15e2de4508910548dc21975a
361,U1479,B,27,27-3,H,3,W,70/72-FORAM,0,2,247.4,247.42,,C,M,,P,P,P,,,P,,,P,,P,,,P,,,P,F,,,,,R,,R,,,R,F,R,R,,,,,,,,,,,,,R,,R,,R,,,,P,P,,,,,,361-U1479B-27H-3-W 70/72-FORAM,cb3132b0405dcef17054359e535c97a3
361,U1479,B,27,27-5,H,5,W,70/72-FORAM,0,2,250.4,250.42,,C,G,,P,P,P,P,,P,P,,P,,P,,,P,,,P,F,,,,,P,,P,,,R,F,R,,,,,,,,,,,,,P,F,,R,R,R,,,,,,,,,,,361-U1479B-27H-5-W 70/72-FORAM,ccd6f3a959b22057eaf0bb4ad7ef35fd
361,U1479,B,27,27-CC,H,CC,PAL,FORAM,0,5,253.29,253.34,,C,G,,P,F,F,P,,R,P,,F,,F,,,R,P,,R,R,,,,,R,R,P,,,,F,P,R,R,,,,,,R,P,,,F,P,A,,A,F,P,,,,P,P,,,,,,361-U1479B-27H-CC-PAL-FORAM,3af61d178696d538572a7816b1201c34
361,U1479,B,28,28-1,H,1,W,70/72-FORAM,0,2,253.9,253.92,,F,M,,,R,R,,,R,R,,,,R,,,R,,,R,R,,,,,R,,R,,,R,R,R,,,,,P,P,,,,,,,,F,,,,R,,P,,,,,,,,,361-U1479B-28H-1-W 70/72-FORAM,48f5bf3d26cb99c1271f86b840458d1a
361,U1479,B,28,28-3,H,3,W,70/72-FORAM,0,2,256.9,256.92,,F,M,,,R,R,,,,,,R,,R,,,R,,,R,,,,,,P,P,,,,P,A,,,P,,,,,,,,,,,,P,,P,,P,,,,P,P,,,,,,361-U1479B-28H-3-W 70/72-FORAM,d93f6d57f0927a96cf860d50bfab3ad9
361,U1479,B,28,28-5,H,5,W,72/72-FORAM,0,0,259.92,259.92,,A,G,,P,A,F,,,P,,,,,,,,R,,,R,R,,,,,R,,R,,,P,A,,,,,,,,,,,,,,,F,,,,R,,,,,,,,,,,361-U1479B-28H-5-W 72/72-FORAM,8b3dc3beb5e27657f650ec61a0127d89
361,U1479,B,28,28-CC,H,CC,PAL,FORAM,0,5,263.17,263.22,,A,G,,R,F,F,P,,R,P,,F,,F,,,R,,,F,R,,,,,R,R,P,,,,F,R,R,P,,,,,,R,,,,F,P,A,,A,F,P,,,,,,,,,,,361-U1479B-28H-CC-PAL-FORAM,1e9a5979417b0ec99d67bd838a7bdae0
361,U1479,B,29,29-1,H,1,W,70/72-FORAM,0,2,263.4,263.42,,A,G,,P,P,P,P,,P,,,P,,P,,,P,,,P,P,,,,,P,P,P,,,P,P,P,,P,,,,,,P,,,,P,,P,,P,P,P,,,,,P,,,,,,361-U1479B-29H-1-W 70/72-FORAM,cea641f64245c547b2edc11e7928d681
361,U1479,B,29,29-3,H,3,W,70/72-FORAM,0,2,266.4,266.42,,A,G,,P,P,P,P,,P,,,P,,P,,,P,,,P,P,P,,,,P,P,P,,,P,P,P,P,P,,,,P,,P,P,R,,P,P,P,,,F,P,,P,,P,P,,,,,,361-U1479B-29H-3-W 70/72-FORAM,58aa81f920bad96f35f6622e293f041e
361,U1479,B,29,29-5,H,5,W,70/72-FORAM,0,2,269.4,269.42,,C,G,,P,P,P,P,,P,P,,P,,P,,,P,,,P,P,P,,,,P,,P,,,P,P,,,P,,,,,,P,P,,,P,P,P,P,P,,P,,,,P,P,,,,,,361-U1479B-29H-5-W 70/72-FORAM,73d28479c6dfbb1cb6d84985654c56f4
361,U1479,B,29,29-CC,H,CC,PAL,FORAM,0,5,272.08,272.13,,C,M,,P,R,F,P,,R,,,P,,P,,,R,,,F,F,,,,,,R,P,,,P,,,,P,,,,P,,R,,,,R,,A,,A,,P,,P,,,P,,,,,,361-U1479B-29H-CC-PAL-FORAM,a321c7de2ada3b1a2c46e755bef74a40
361,U1479,B,30,30-1,H,1,W,70/72-FORAM,0,2,272.9,272.92,,C,M,,P,R,,P,,P,,,P,,P,,R,R,,,F,F,,,,,P,,P,,,P,P,,,P,,,,,,R,,,,R,,,,,,P,,P,,P,P,,,,,,361-U1479B-30H-1-W 70/72-FORAM,b14db1a0e3a1f2904b947e1102f5e32a
361,U1479,B,30,30-3,H,3,W,70/72-FORAM,0,2,275.9,275.92,,C,M,,P,R,,P,,,,,,,P,,R,R,,,,F,,,,,,,,,,P,,,,P,,,,,,R,,,,R,,,,R,,P,,,,,,,,,,,361-U1479B-30H-3-W 70/72-FORAM,d0b6c2512fc4bbb4d5f3288b04bba1eb
361,U1479,B,30,30-5,H,5,W,70/72-FORAM,0,2,278.9,278.92,,C,M,,P,R,,P,,,,,P,,P,,,R,,,,F,,,,,P,,,,,P,,,,P,,,,,,R,,,,R,,,,F,P,P,,,,,P,,,,,,361-U1479B-30H-5-W 70/72-FORAM,393c0cdc4908093917d8bac3d2797f20
361,U1479,B,30,30-CC,H,CC,PAL,FORAM,0,5,282.2,282.25,,C,M,,P,R,F,P,,P,,,P,,R,,,R,,,,F,,,,,P,,,,,P,,P,,P,,,,,,R,,,,F,,,,P,F,P,,,,P,P,,,,,,361-U1479B-30H-CC-PAL-FORAM,8e1aa1b4ee816ff2bb2339c153ddad89
361,U1479,B,31,31-1,H,1,W,75/77-FORAM,0,2,282.45,282.47,,C,M,,P,P,P,P,,P,,,,,P,,,P,,,,P,P,,,P,P,P,P,,,P,P,P,,P,,,,,,P,,,,P,P,,P,P,P,P,,,,,P,,,,,,361-U1479B-31H-1-W 75/77-FORAM,c2e7ab411a22858564502d0cbda5521f
361,U1479,B,31,31-3,H,3,W,60/62-FORAM,0,2,285.3,285.32,,C,G,,,P,P,P,,P,,,P,,P,,,P,P,,P,P,P,,,P,P,,P,,,P,P,,P,P,,,,,,P,P,,,P,P,,P,P,P,P,,P,,P,P,,,,,,361-U1479B-31H-3-W 60/62-FORAM,39acaf0886be9b3b1bdce1ea6c81e38a
361,U1479,B,31,31-5,H,5,W,70/72-FORAM,0,2,288.4,288.42,,C,G,,,P,P,P,,P,,,P,,P,,,P,,,P,P,P,,,P,,P,P,,,,,,P,P,,,,,,P,,,,P,P,,P,P,P,P,,,,,P,,,,,,361-U1479B-31H-5-W 70/72-FORAM,7148da48c57f6f15ad7be16efb0df426
361,U1479,B,31,31-CC,H,CC,PAL,FORAM,0,5,291.63,291.68,,C,G,,,R,F,P,,P,,,P,,P,,,P,,,F,P,,,,,P,,P,,,P,R,P,,,,,,,,R,,,,F,,,F,,,R,,P,,,P,,,,,,361-U1479B-31H-CC-PAL-FORAM,ce958c18e9ef7c0a0f143b76d410406f
361,U1479,B,32,32-4,H,4,W,70/72-FORAM,0,2,296.4,296.42,,C,M,,P,P,P,P,,,,P,P,,P,,,P,,,P,,,,,,,P,P,,,P,,,,P,,,,,,,,,,,,,P,P,P,P,,,,,P,,,,,,361-U1479B-32H-4-W 70/72-FORAM,27f81f12224313e2626f7da1601ce994
361,U1479,B,32,32-5,H,5,W,5/7-FORAM,0,2,297.25,297.27,,R,P,,P,,,P,,,,,,,P,,,P,P,,P,,,,,,,,P,P,,,,,,P,,,,,,P,P,P,,P,,,P,P,P,P,,,,,P,,,,,,361-U1479B-32H-5-W 5/7-FORAM,d9f1cd692672298b73efe2b5e412747d
361,U1479,B,32,32-CC,H,CC,PAL,FORAM,0,5,300.98,301.03,,A,G,,,P,F,P,,,,,R,,R,,,R,,,F,R,,,,,P,,P,,,P,R,,,P,,,,,,R,,,,F,,P,,F,A,R,,P,,P,,,,,,,361-U1479B-32H-CC-PAL-FORAM,af3f962977d15e6d11e02c0534408fae
